"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","p53","PI3K","TGFb","TNFa","Trail","VEGF","WNT"
"LP.01.40",3943.76589444769,428.233286343315,2410.5319671741,7880.83320279589,9009.5315253194,2229.67974018761,8525.76846725688,4252.62617840895,-2982.12396046769,2913.15584700507,8589.61673169669,137.094978527504,74.8913608400929,630.110133376305
"LP.01.42",4046.49706016925,254.107088161336,2548.81859786197,7190.92897193274,7548.94853559669,1833.38974320775,8621.71592485172,4404.69805984191,-3082.71828753146,3152.9157899774,8671.54705139783,145.538200396184,-77.2820869557048,649.104250421722
"LP.01.46",4108.62440484308,196.129292725872,2442.98296906831,6972.24657963638,7850.59132373649,1801.2029362779,8041.36022696355,4470.63345850145,-3179.32112731966,2986.53217115352,8165.18736117458,130.806625562797,-62.0449693132003,626.219784318612
"LP.01.58",4067.71987715095,306.693148572382,2395.55289436163,7293.88759539696,8233.00415829573,1947.38995720645,8429.7980376324,4471.91119508083,-3069.5246560379,3211.59056309578,8620.71438648805,155.183704741389,-43.3896366027117,645.248773133305
"LP.01.61",3963.39844561413,172.105276115581,2398.6151176305,7127.54018411488,7710.86913361981,1691.45662838674,7718.08397227207,4541.13588660596,-3134.26923185121,3004.20665499223,7779.68506498933,134.354844147181,-78.3210735823853,599.158410397211
"LP.01.66",3998.23809254498,137.891145700474,2465.34018373096,7262.10364680517,8142.61565431446,1620.08535158136,8244.72049487062,4538.86676948793,-3158.90176687068,3130.42842928399,8343.40297608442,158.027975710059,-59.0613320262326,624.311016366412
"LP.01.67",4106.5903618204,313.839897649408,2463.08777444179,6976.81843236815,7847.99758463471,1984.54288787592,8425.83343120125,4517.92695868098,-3094.70535334869,3242.20463774448,8431.95956568898,158.397225412111,-99.9033458232368,630.580778618197
"LP.01.68",4089.6924792687,131.332211582312,2318.76935532841,6674.64642348165,7809.21410122904,1706.32136318552,7873.55297442762,4354.62844466129,-3127.18710434841,3086.47443646233,7795.88438124099,165.460297845375,-116.286742288225,629.110354118437
"Test.FFPE.01",4162.76303768526,266.164915164822,2427.35217030943,7343.79657818361,7458.05834359682,1882.28764990409,8577.8939922102,4488.29819265054,-3089.35578969251,3073.4344663837,8694.139902548,141.204522897002,-43.1763824333009,648.23800268719
"Test.FFPE.03",4029.93320949509,252.70785684134,2350.08005356485,6833.85408126756,7822.43455331378,1831.06824557493,8481.75214812371,4510.24915808158,-3195.80287745047,3066.96484094153,8437.97619050181,171.684724596166,-35.6027538706413,626.709538656492
"Test.FFPE.04",4091.76038917104,105.539977778413,2243.62299041397,6681.94228446059,7638.37433797929,1710.07565287109,7466.88907997073,4426.20850169183,-3165.4233652927,3012.71650110211,7531.14148425252,143.3118365024,-72.7956103493972,620.174079102373
"Test.FFPE.05",3943.0782036673,295.75489066339,2475.4900643207,7217.53571248912,8422.64083420165,1877.3293776589,8651.47866814553,4484.22739190379,-3097.93812264813,3237.68124784951,8759.81831079693,150.309158414807,-29.9705222517851,643.670537917384
"Test.FFPE.06",4059.25006570397,190.332668327945,2432.32792378134,7142.42356409092,8685.31801545946,1753.70546247871,7811.49474159217,4560.7855245288,-3091.49327071701,3153.23827339596,7948.95300753527,142.387046542062,-112.87344384659,613.863359345741
"Test.FFPE.08",4047.47846255277,147.490047309935,2555.47531609392,7087.69172147892,7567.46528302539,1696.53218512026,7743.84115947388,4425.33417567837,-3123.8954291621,3117.40150415257,7764.80579900602,153.333296953639,-164.588233378516,601.973624152718
"R3388_YZ_1",4117.25003899899,152.770154678601,2517.32599458143,7080.56053677577,7943.41446158298,1698.37955820702,8261.53797047269,4600.6832845935,-3141.0248960587,3150.82751078882,8302.3099365075,151.994760976214,-112.961805052026,633.724437810814
"R3388_YZ_2",4066.6538441029,109.361576649359,2326.93499948993,6820.89839765666,8166.56894971989,1634.52880702949,7918.38616788135,4392.82448335744,-3190.66780538513,3131.43361614202,7936.98828812032,162.753761415431,-97.8423564481402,603.327141582139
"R3388_YZ_3",4199.35027764354,194.920349334283,2467.24977976852,7003.42949746528,7642.04605634262,1823.43057260038,8098.67742354352,4552.91620893905,-3120.84034122402,3205.59685261775,8135.43759627386,157.673551766552,-95.2491499652137,689.118286311951
"R3388_YZ_4",4026.77071707606,161.82594903838,2346.91923061132,6813.42600071284,8097.78435146874,1681.85478981088,7739.38748786952,4586.90228753413,-3250.10016243656,2874.74685587411,7761.38432662504,128.744659422316,-9.21934793020469,589.05371961915
"R3388_YZ_5",4016.59455940129,199.485046761992,2505.9701410084,6865.58650238974,7440.17049473725,1660.29183534288,8078.49050697979,4526.21471682805,-3163.37346256677,3145.2800029516,8168.77930550414,154.571065063902,-155.06323920155,615.987671301957
"R3388_YZ_6",4100.68892986231,260.311266679792,2315.95029240364,6891.00491340574,8083.93958416439,1898.19793850565,7876.52185230347,4510.10745762165,-3078.92804674936,2911.89735456487,7965.48084032807,121.902803846976,-47.94132838781,592.1640417544
"R3388_YZ_7",4166.18938645869,233.254212197192,2392.24677518468,6994.16554688152,7957.73642515513,1848.16964526416,8818.8835415311,4404.86342713755,-3096.10594095206,3194.51812867649,8765.75705846486,151.239991766044,-60.3287081387838,646.320956082579
"R3388_YZ_9",4047.56516913694,179.861206937045,2387.61088096764,6806.41560361685,8082.77089041677,1711.23808272254,8472.64578179003,4465.52248696458,-3099.16038200538,3105.27439303969,8425.30044680562,146.77946032775,-144.950790905975,646.268813148801
"R3388_YZ_10",4098.72575943403,153.058412660305,2430.3530865528,6883.41249382687,7534.00716275265,1746.18071975465,7776.65550665082,4497.02762597804,-3150.17865256581,3096.1208275336,7897.94965322112,164.767812432454,-114.284510231327,624.134196231464
"R3388_YZ_12",3974.68881018553,344.786587836057,2456.52843487307,7250.79284689105,9230.67429469469,1858.89663145671,8675.59504938471,4457.84744618416,-3195.79012446869,3479.07285838391,8859.50986544494,145.641342092993,28.8953303421894,641.375184840807
"R3388_YZ_13",4104.04074722841,229.365907174768,2486.99196471408,7011.38721775937,7831.35541444024,1767.74539583957,8002.40383603779,4620.98409711697,-3196.19973206593,2928.31707160261,8100.94747233539,144.724999144757,-105.687341997169,614.853860417531
"R3388_YZ_15",4140.75982402914,138.057363918679,2393.0158726118,6844.85787417615,7484.9524383922,1761.02122741063,7538.47432754942,4393.60932930203,-3111.70416649324,3061.5437250345,7603.07350799548,122.453463578288,-35.5436925354731,582.91097922272
"R3388_YZ_16",4141.92260388073,187.362600685429,2508.88421940287,6936.9428588463,7942.99516360383,1783.41160397558,8001.21670880677,4609.11838033963,-3117.59676965618,3003.80763432721,8081.32982934554,160.402399800185,-130.186300449373,617.115659815521
"R3388_YZ_17",3929.00152655108,190.933231548045,2429.33994813194,7247.88341313832,8244.20269925705,1721.9530398184,8414.99839047534,4493.30255449896,-3103.80774102818,3154.76198698588,8484.65819709816,157.437442482796,-89.7716092520697,632.960549032155
"R3388_YZ_19",4010.45420356803,273.116824701705,2538.61163644872,7082.23770363625,7633.73089389766,1774.83069064097,8268.95327518631,4501.28192682495,-3135.83557664379,3137.88491580291,8366.30000230255,145.492521447909,-146.376853705533,625.876127981602
"R3388_YZ_20",4007.98168365223,295.270053492123,2376.44729453214,6769.3872880688,8570.44354383364,1920.35334522498,7834.27715205178,4557.73446336535,-3056.25679331885,3153.99981569202,7902.10782151133,134.695714523568,3.26184559064239,600.700155650066
"R3388_YZ_21",4139.69302470289,156.30001636253,2366.56806582481,6995.37012767661,8153.63734161688,1715.56437665128,7817.73098708279,4471.49996028092,-3164.57071324045,3082.6226404387,7871.10677147589,152.141141319338,-78.9506573613248,620.113615979613
"R3388_YZ_24",4182.3174580036,246.781540727375,2541.57318103048,7479.21814867048,8013.38275551124,1792.78937392062,8153.67540211592,4679.22512547528,-3242.8313941633,3128.81981791794,8349.42869062832,167.040406625014,-147.402430969809,631.287782657123
"R3388_YZ_25",4129.96941134169,223.049227639556,2414.02494640702,6935.93156199606,7748.67820862792,1814.60915813363,8942.86046377276,4444.41844772882,-3002.89645689923,3116.75071165665,8897.42408811577,160.917108716727,-75.0305005049591,654.739168499447
"R3388_YZ_26",3957.43346074991,133.246081122773,2547.78212602256,7632.51092713652,7670.81189300499,1701.77221628973,8416.95281399164,4432.79673237076,-3140.71511003118,3171.28978489809,8532.66494741908,171.530987261238,-87.9374885987998,621.252334584414
"R3388_YZ_27",4153.10653532591,233.482773618301,2309.0154933172,6761.29641604412,7930.48150146063,1939.34640158194,8243.42392744665,4471.19323401415,-3055.39230048,2937.31418376815,8256.6480311038,162.829036480943,-107.725267878936,645.102865183136
"R3388_YZ_28",4009.15746538681,242.996521153582,2451.10356765868,7196.80731038013,8240.72941814529,1789.80185222038,8221.34546454341,4425.90711401729,-3159.86256557428,3116.89980570222,8299.85680859005,154.052647799544,-24.2771226402285,614.685357185992
"R3388_YZ_29",4115.0784117083,289.595466642638,2476.51224085031,6988.87073297754,8172.12452118868,1921.82945897007,8070.69922687617,4656.73579633383,-3146.89712015044,3042.52528436275,8248.27052723655,139.493637202842,-98.1439569043402,616.344890864703
"R3388_YZ_31",3901.89046427159,172.204110441087,2387.35341622,7266.20019523313,7695.83145445923,1734.73660825321,7724.74762383709,4418.39229069139,-3086.84575916672,3270.54743614681,7844.64078381291,149.279497039691,-88.482309952015,629.102380975731
"R3388_YZ_32",4114.28588063316,168.351951968509,2416.07286222135,7048.21360190357,7841.68717483633,1688.13041570825,8030.2491626115,4639.84825664156,-3115.4462815,3144.57063002271,8148.88378684496,157.610770559024,-72.1825504094874,666.065238641278
"R3388_YZ_33",4047.573195914,237.70100663013,2306.12198205699,7105.58240045364,7449.09535350672,1899.70254660098,7650.42228380389,4507.68566670264,-3141.55047899001,3132.5566931732,7835.20731121488,136.903016259637,-72.9378211658696,597.940911899957
"R3388_YZ_34",4104.63091895691,139.38626207625,2323.28190294862,7062.83396653747,7918.39530735108,1712.48383086804,7781.3025351389,4476.07718643692,-3149.09348144236,3093.98614627369,7892.21608169233,157.140918056424,-71.3394205241603,624.9891941974
"R3388_YZ_35",3938.70584310881,192.906539637987,2474.6187052044,6753.119389637,8177.19626091979,1790.00112037735,8381.7914860344,4349.73781470308,-3071.02959053657,3235.96373236278,8286.31476287631,178.045089151325,-101.643066235888,611.855862138159
"R3388_YZ_36",4009.57252137515,300.65660970872,2467.82898324464,7293.16120088525,7469.02801355383,1934.22042514108,7775.67108466743,4545.87003857422,-3110.63527193963,3223.62987561714,7939.66584461227,137.65327830503,-5.43774692211724,633.785191544034
"R3388_YZ_37",4094.22729045619,186.382132310919,2414.23432925664,7202.84021229949,7751.26358466949,1765.41708776822,8402.22347687244,4400.29879499892,-3119.33622011478,3194.91303002165,8578.86169237587,152.669609337486,-62.8821936265458,669.75936951326
"R3388_YZ_38",4029.13959574653,160.219083002638,2395.98409168021,7000.45908172558,8486.75222109027,1703.53390694902,8168.01176431354,4442.17897788644,-3139.8938517857,2973.54852838227,8213.8646065127,156.361329662241,-127.932080029551,657.883260401628
"R3388_YZ_39",4069.35713875359,182.958286389215,2314.69827425569,6786.03441802345,8122.84264736876,1797.99337695124,8170.29335821434,4462.75516957633,-3049.80154969601,3092.47099017312,8186.11337091973,150.311238654077,-73.6303584064621,618.479765553735
"R3388_YZ_40",3770.39784702533,224.407098167607,2448.42782399404,7448.80473688951,8321.94166370474,1768.94785106875,8549.51108422544,4437.8395785598,-3077.1093303321,2840.40459160469,8498.56998787252,159.731181661676,49.3415527041859,608.820866394067
"R3388_YZ_41",4155.83999756792,136.245963034944,2352.35304925447,6788.58030780073,8129.56203266762,1799.04496007508,8002.838894089,4443.97629825274,-3137.88978331212,3031.67717516265,8003.12596245148,165.373392801009,-126.598277709923,612.695136747808
"R3388_YZ_42",3990.30144499475,256.444449326236,2522.3613768741,6796.82619099978,7576.31492868063,1835.54979192994,7952.40135355938,4528.50083950577,-3060.88401497337,3071.75794425318,7981.06662245933,132.438968854474,-125.838456738373,626.846669201377
"R3388_YZ_43",4136.44858004954,229.42653929512,2544.66373086592,6842.09333395449,7587.68826947149,1790.02008398471,8108.00005816594,4503.83969581472,-3120.10519997251,3066.60330531641,8169.37504159623,144.652126278838,-106.618935085797,627.712982969344
"R3388_YZ_44",4026.57169132849,135.273902087221,2397.3945196825,7185.09035957628,7580.03349303913,1715.61435405201,7897.17094588435,4400.81980140631,-3127.18137559745,3060.82408446947,7954.90075243354,136.693589557843,-59.9207826986593,631.036399806454
"R3388_YZ_47",4081.81209520496,200.802550935893,2349.1006447495,6944.58335572225,7270.08564697305,1891.52463022883,7640.13588083047,4428.76806809009,-3130.43544376544,3087.23890046349,7625.90624360153,135.662490107262,-87.9732840503908,602.02438161215
"R3388_YZ_48",4080.57118446853,258.458296089975,2580.66908540692,7208.32991421215,7441.31985492077,1760.38677184626,8610.43371759357,4391.908203545,-3032.16844493987,3391.33955671396,8651.63967206537,135.295454904663,-97.5125768372153,641.316783353873
"R3388_YZ_49",4045.78721757244,221.746499132922,2291.97612639438,7141.34246995365,8484.09321356862,1827.19044575531,7901.04793486009,4449.1972793152,-3100.06107115435,3030.2115532171,7945.46293510359,151.701617650786,-99.6946753746008,651.965937674074
"R3388_YZ_50",3978.73159654827,241.338165240184,2363.58315715943,6859.4366381118,8113.04385082675,1815.01172646044,8222.18872369998,4520.45435860029,-3127.19102207204,3001.42605036487,8270.76959733562,162.031374150623,-68.8087340637231,622.819612444758
"R3388_YZ_51",4041.25012865152,248.905214813712,2339.14768863543,6910.05212261539,8191.15920231701,1903.39942450304,8186.81910793798,4499.07709912834,-3187.26826435406,2910.28562653327,8300.13301628537,131.270223704169,3.93590358545131,607.80851457391
"R3388_YZ_52",4018.4643288291,249.292289995165,2438.84036457816,7026.10877755444,8461.48289133298,1782.92662576824,8250.40863520288,4456.91318051521,-3210.02669864323,3261.77364173113,8333.24268116519,163.262690525133,-85.1046375115038,627.183264535184
"R3388_YZ_54",4084.65800433386,309.933948767932,2409.2069999696,7127.02954869104,7695.89639349794,1957.62309419253,8483.75281123622,4421.66596309764,-3084.84420976443,3221.94340921574,8539.20850279493,164.33874037891,-46.0507657306224,605.761184567746
"R3388_YZ_55",3894.03285832881,261.237637856875,2439.04019423381,7230.7200807044,8018.91326261951,1766.77219321803,8512.38217898955,4423.70515258332,-3086.2264202747,3122.25917331148,8593.99424540209,156.314031474115,-34.4250320059616,638.956080295885
"R3388_YZ_57",4124.93799285336,283.248850522656,2356.57019721273,7295.97949758863,7749.1083216902,1919.48710375702,8341.19152802707,4489.79177594777,-3163.75495746078,3227.091257266,8521.99857152568,139.843178019931,-62.8868468261823,612.7059907083
"R3388_YZ_58",3985.45966048527,147.333145415169,2306.9802012728,7316.28197016357,7890.06606183071,1778.49017900265,7874.82232196349,4421.28164343579,-3179.27081824932,3024.8820253568,8014.40858158954,136.660177358889,-56.0850368130539,614.013424201106
"R3388_YZ_60",4130.91371783687,178.728756554137,2325.36548462726,7426.84048358566,7618.70893554269,1789.65324716947,7956.01674382861,4513.14819595315,-3110.9854189183,2932.89886585186,7925.52184376704,151.887884429877,-62.2728109268061,610.609046029364
"R3388_YZ_61",3936.58904450462,200.831787901934,2426.54898066222,7395.15676107431,7874.66223566692,1788.16012383128,8162.32622953568,4411.30692838093,-3133.79042413363,3371.27831235804,8329.10977557172,153.493727399863,-20.7005402278653,633.58177021671
"R3388_YZ_62",4157.9876397414,129.642853822184,2323.5199240724,6806.26549793622,7886.28892210891,1709.43872030989,7731.29018527655,4388.10472358433,-3192.34662147265,3164.58368280596,7676.70230220853,162.682073425379,-128.659619402773,643.438388911878
"R4163_YZ_1",4079.71166249249,196.074819584133,2225.97514173742,6878.54532324483,7748.91585173144,1813.83506642764,7797.71212305317,4434.97636325178,-3099.1964374684,2882.17031752891,7925.30186167438,132.020171561675,24.1782534827641,661.172810908896
"R4163_YZ_2",4013.34746508,215.178473693658,2448.62840737535,7190.80682763177,7868.8154220302,1786.42325463296,8393.7168668737,4512.43664570503,-3110.78833168489,3095.73778150102,8438.77035736127,169.043654013059,-72.2494692084254,643.19590074853
"R4163_YZ_3",3903.37243103598,186.078995804683,2366.88152522636,6845.66492029137,7759.46916681722,1677.65349550217,7861.38333349934,4381.67809867956,-3160.67030098413,3007.00108628023,7925.42748819583,164.605712236136,-121.731533313928,627.989641756521
"R4163_YZ_5",4009.42866547712,146.55432128194,2266.82268032026,6775.4815844065,8041.26759880325,1650.19107354111,7986.63277025349,4397.9322604369,-3169.94554241914,2869.38470900902,8067.43798871186,160.762746446053,-102.208018896786,597.622683331953
"R4163_YZ_7",4153.59111434997,289.10347170591,2436.00039708552,7438.22496164375,7672.07687657663,1951.580059469,8308.0388978511,4646.26787836066,-3090.66986201062,3020.36095679945,8468.04559374427,138.903954508081,50.4473619186996,608.823323102742
"R4163_YZ_8",3871.39721933614,211.977640395177,2342.98172257532,6902.69909499932,8553.93567928621,1747.10038663644,8112.52580610495,4408.14462199189,-3138.15329392077,3019.61744746317,8010.33299542285,148.789344167447,-80.7847308985501,616.497216966734
"R4163_YZ_9",4094.22951422109,93.4511618177643,2219.88271034929,6738.11211495331,8143.5190395124,1669.44887563302,7830.11001780328,4492.09401455019,-3130.08944125052,2775.81620703985,7878.33290966097,127.281134289608,-98.535494206121,588.067623905617
"R4163_YZ_16",4113.99901932799,213.048219076627,2398.12315822008,6895.83507777063,8020.11569624768,1792.78149856593,8165.88175950314,4654.51783491,-3167.10100151494,3049.39715027384,8222.16758323605,133.476135685538,-42.5959919216896,635.608346265777
"R4163_YZ_18",4102.2213510579,224.813508614526,2352.33292417148,6933.23183113076,7999.05232631279,1776.53199022709,8281.57948754668,4521.65796450245,-3166.40596394708,3075.99523377748,8398.93913433141,157.020690542372,-90.4759621324743,627.956468270899
"R4163_YZ_19",4062.60344108887,251.723211914189,2502.48006321955,7281.18104082699,7733.22852897569,1813.06623932423,8403.72132607463,4455.0296880566,-3122.41230018345,3374.16407242242,8462.23294010198,167.355885765897,-101.449210279217,638.227965759743
"R4163_YZ_20",4122.49998028678,259.34844588589,2543.93204620011,7425.13719938502,7613.93653077534,1845.00842986004,8230.96266228902,4603.36958438605,-3155.98142789104,3353.51799453889,8381.8514523181,139.767137933213,-106.163154720403,636.228565021827
"R4163_YZ_21",4020.72352957955,249.577042760359,2574.68645265228,7106.07704462414,7677.54551116417,1911.72428811846,8764.49469278334,4450.80259826112,-3058.92303833571,3481.49312857023,8711.46222069546,150.900785685244,-62.5913215155587,648.025030120837
"R4163_YZ_23",4070.74564425518,172.182377653833,2501.82027567514,7009.13863722083,7925.47014818939,1744.37341782702,8052.13417663414,4408.30674098548,-3131.64957414965,3106.81502731581,8137.66131483733,150.319820019175,-97.3447262252113,653.528084288186
"R4163_YZ_25",4084.16321709951,224.865913617125,2501.75385116996,7226.36840802923,8431.74431911271,1797.23556938189,8549.57600174877,4445.86506219254,-3145.11637633548,3307.70867290274,8534.63276372342,165.509238465947,-125.751612562927,632.795009252947
"R4163_YZ_26",4176.22530575225,175.442474796145,2575.23442194552,7029.94464588966,7826.96921468701,1776.39642142285,7096.56429590376,4439.59034865081,-3110.0632608672,3448.44389256875,7322.85822892776,146.580929304199,-154.239530725681,600.506406011355
"R4163_YZ_28",4013.1099491864,245.221501637207,2367.3926070469,7142.86605361775,7902.0499406089,1915.98005919452,8120.56354397816,4467.60607758952,-3079.92481340064,2896.20774877615,8146.10295781705,153.611016994758,-42.5235967682282,596.098988527444
