"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","p53","PI3K","TGFb","TNFa","Trail","VEGF","WNT"
"LP.01.04",3175.7812772951,152.465119892157,1888.957800218,5895.24892244446,6209.3891947274,1434.53534896349,5967.09914868496,3595.56573503704,-2655.33737876702,2387.35954384364,6130.67656783286,99.1650591432786,-125.879340434771,509.514278546185
"LP.01.12",3353.8912382509,85.5432483166654,1805.29284764751,5419.87690135945,6455.8121929977,1357.63380310055,6139.81060568822,3591.39352913132,-2657.76757722156,2567.81630365591,6263.71801043922,137.681827592735,-209.300532191965,522.762855077833
"LP.01.14",3233.95343202641,140.892712725458,1818.38032353291,5743.7825347679,6566.63542457616,1486.84627491158,5991.39539442585,3538.82498503338,-2662.47948663274,2451.17080264745,6088.84639394907,126.6568330873,-222.449860404002,491.22647557572
"LP.01.15",3276.18471529138,170.294582202459,1829.44519528014,5618.86630657177,6254.34204600652,1431.43266835298,6225.20794462196,3672.15850575744,-2630.62162210974,2515.3816803381,6436.57113913873,112.983428871251,-161.557117544616,490.927195888236
"LP.01.17",3101.15809420393,134.202181653747,1981.18358336148,5405.19520164422,6201.02016178389,1369.99322669173,5868.97498710641,3706.89760747157,-2703.17961340637,2632.00964047634,6002.92032023247,130.433431753378,-224.93055498958,520.673594669523
"LP.01.18",3242.38224437282,188.937015993399,1778.31948152947,6185.84443096996,6861.52989534946,1537.30111791686,6665.69361162345,3549.3548120886,-2614.72800591926,2418.17707631452,6876.41460347155,112.428572375038,-84.4936772403074,502.97633152426
"LP.01.20",3201.11206446997,137.013588222459,1977.50665149744,5569.99757062902,6122.26262998948,1381.30216608713,5760.93444853013,3601.36243950713,-2678.0820220099,2605.01919966326,5939.4201781616,115.996934796718,-243.545990329043,470.855449218769
"LP.01.22",3300.29739937591,34.0788573458096,1758.07302492154,5352.48353984917,5910.16207895651,1275.01446699123,5267.25753458702,3586.92654326958,-2732.13398347035,2180.91288463341,5351.26112104432,94.4727240054705,-270.603340444338,416.66899540635
"LP.01.25",3370.34325080598,130.117911621366,1856.53764509535,5599.19135475772,6469.27074082796,1505.17690641134,6239.5877607532,3668.7908534244,-2697.06011735261,2555.10581675365,6392.27775265333,123.452618118935,-224.585796974421,502.218292887264
"LP.01.28",3404.53699851367,172.699562841065,1985.11932997292,5639.39606207964,6114.46622308903,1454.42016156725,6132.57595296759,3819.06978729957,-2706.16551738061,2543.94257410607,6406.62226684573,122.806053384465,-228.902140734197,503.342889601725
"LP.01.29",3238.83725276824,135.143607385421,1890.6215490719,5951.39926435363,6522.73006876152,1309.05531428172,6286.01554837628,3734.1828644415,-2672.68807267163,2411.54234438398,6521.08633247982,126.699240605063,-138.090807856149,512.195680079
"LP.01.31",3384.25287840899,120.204098067192,1841.2899412154,5488.71387805412,6124.83417464118,1439.56668159146,5851.18168216087,3704.37847033967,-2699.72139875519,2445.50024325509,5971.80781281884,94.9795123263225,-197.210548051416,471.281894808058
"LP.01.37",2941.80202079052,333.033681221433,1788.61167024719,6259.4332543906,6474.57041914313,1553.93680273844,6811.33792848117,3496.90822890479,-2605.58160778792,2450.6818623159,6930.10733750777,95.2673435504431,-42.7197567035685,503.609548507121
"LP.01.38",3142.92910744816,64.5688388736967,1712.5486231609,5872.97680370581,5642.11827746317,1460.11386827204,5530.05057745314,3417.20026144648,-2563.23364011718,2232.82347225946,5762.70989047739,93.4324511843724,-124.391540461767,550.998267065917
"LP.01.40",3216.05016837164,359.704764432397,1847.99202566847,6449.53274333712,7355.58361196323,1894.01653675572,6618.43552947646,3361.5151213087,-2472.81561943875,2243.00058877112,6772.7539472396,98.5272609100014,-66.8805727707781,497.787334535299
"LP.01.43",3165.01197860799,135.708142228585,1843.68996264159,5462.00251332888,6876.88752289969,1398.02889279288,6078.73466107452,3555.35603374957,-2644.86295587951,2630.44523033958,6069.90249735296,131.140099855808,-144.476008854188,499.475989844258
"LP.01.45",3138.35237199742,132.756261986134,1771.5360347253,5880.81151133441,5677.13019404885,1377.57427915394,5606.68759648545,3637.22648687398,-2644.69263692442,2401.27911091326,5800.77011565002,103.773391053891,-179.338524896061,486.26997534489
"LP.01.47",3360.20566904709,102.973860387083,1765.97939281696,5611.77297845409,6397.51580496409,1418.76729156361,6162.72119814374,3592.41091838257,-2664.15934238116,2415.47771384814,6274.40974421255,131.214510805927,-248.335725740911,507.508609428275
"LP.01.48",3057.39958180212,293.470637800655,1889.23094565024,5935.23338462386,5551.25395484543,1700.6994481556,5808.34021451832,3290.17805171548,-2535.40422045571,2441.35954916795,6106.70764712095,70.4773239684845,-41.7406298563743,492.505397915638
"LP.01.52",3208.89214525408,68.2399592223708,1811.61393925972,5766.87539273642,6361.32200038221,1296.91723204632,5814.57269744573,3606.61156725292,-2744.43587238551,2503.5189794144,5969.92178864203,119.830300181595,-139.977640990335,498.045338425614
"LP.01.57",3341.47865335827,164.660424954304,1742.82429690436,5833.69005441404,6501.78204241218,1492.21189770306,6411.2054456193,3665.66330574468,-2685.16210147304,2568.26797647952,6534.52791354175,136.184398267296,-236.188206227894,502.890347765583
"LP.01.61",3243.65805003133,69.047934667694,1808.82179065962,5674.49204502691,6078.26992615073,1291.25806669556,5792.23532069471,3630.54429903426,-2693.87099623575,2352.78660885605,5866.03553135401,107.633177644751,-233.20422471012,460.683765353363
"LP.01.63",3092.39113409275,215.761933388512,1958.74698906391,5598.3781105019,7057.52204528278,1450.1676299854,6031.46331651708,3858.81205654271,-2617.37521843289,2497.34551015975,6194.83839590441,105.841355830767,-115.454955400898,504.306266105769
"LP.01.64",3294.59428740908,160.544243076749,1795.58486409305,6051.6633223493,6712.1868792568,1580.15719623846,6050.65306765375,3467.42355129934,-2640.37037073202,2382.61822586159,6156.96623315449,119.771523971873,-187.461671228655,521.540325100634
"LP.01.66",3282.61668755587,38.5582242114916,1884.23449269871,5833.47493722718,6542.84019048812,1226.42608510233,6341.71471855176,3659.13416120342,-2717.25739827742,2492.39161174123,6453.35502440321,131.637942760282,-218.663594584668,489.308896930704
"LP.01.70",3232.5739297723,229.406890749387,1843.19022935403,5713.3446548834,5384.75032755568,1601.4603615092,5874.54875030589,3558.24734721828,-2593.69517819381,2506.21722433415,6115.26105828824,110.983026429899,-177.44724930017,510.47387339151
"LP.01.72",3172.58805363571,202.844190616327,1955.71780239746,5507.40073009217,6847.11234231023,1451.31608870709,6324.88678911815,3692.80543418116,-2603.06432945073,2353.05702164094,6514.9568276039,95.7774343710346,-101.147218817396,484.96363973775
