"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","p53","PI3K","TGFb","TNFa","Trail","VEGF","WNT"
"R3388_YZ_57",3775.22700967017,311.899256656573,2190.02475297558,6901.86931344606,7074.68746774242,1836.09869865263,7950.87851378652,4174.43052905289,-2948.96639995164,3060.25816252894,8060.84367538571,124.58462219156,-19.0513715923365,571.445959105432
"R3388_YZ_58",3632.11457840383,173.951007636984,2137.09233491483,6916.7255490206,7211.65408186282,1692.7387465261,7470.70594540266,4099.81703424818,-2962.93115280943,2853.99508182417,7539.7021355376,121.348206256115,-12.7733906139484,571.456914221069
"R3388_YZ_60",3792.6883357069,206.469386172302,2166.35639932115,7055.52660679122,6966.1275828219,1711.03526021678,7577.94121246798,4212.82879357317,-2907.02396093945,2772.16851340874,7475.07875449482,137.367211196755,-22.0756215197551,571.597163843973
"R3388_YZ_61",3583.79550258695,228.292814420419,2260.65494303358,6998.46016414581,7197.71126068866,1703.39251566829,7763.94390332731,4092.7189108446,-2917.23019509019,3204.63715686035,7860.23068062711,138.382283778497,23.5904387619439,592.188331633361
"R3388_YZ_62",3823.77776124522,155.738282355163,2165.83014684452,6433.52837074798,7245.22438509473,1630.12421582299,7354.17995048575,4088.28200216451,-2991.15329938289,3007.84941315535,7223.69801004554,148.67521280214,-89.3559756392681,605.452167585684
"R4163_YZ_1",3729.92827639772,220.158109456202,2050.11470973652,6470.97950111326,7087.81687006509,1724.59729887888,7341.62834419262,4121.17727377559,-2883.58367861747,2691.73656385416,7409.33575262732,114.409743490174,73.130652669626,615.75693063301
"R4163_YZ_2",3674.49763649603,240.048451955765,2284.63982031848,6803.8216673284,7227.6179632939,1701.48940039406,7967.23323285064,4212.78991897506,-2903.74956984164,2918.6207105669,7952.35504148209,152.897178616758,-25.4797111734035,599.86018536334
"R4163_YZ_3",3552.25736738624,209.991641349275,2193.09004395101,6432.98225042723,7092.15245089536,1586.33368584559,7402.85681928592,4064.27378950506,-2943.69415192709,2818.63752018437,7406.88832570808,147.840843975098,-77.0181132407367,581.642092500502
"R4163_YZ_5",3662.16614859299,170.101045077848,2093.34319413939,6369.33916900748,7386.39181458202,1560.62190744839,7538.75458122548,4085.76136179836,-2956.6091844059,2682.5961349129,7557.29083980862,143.931273165558,-58.2532763908095,551.242576514992
"R4163_YZ_7",3809.51850557923,314.102229411259,2267.08040071794,7042.96517552671,7018.20380079042,1864.80937850651,7866.40080508731,4342.57561442223,-2878.30736575971,2835.8115698661,7967.72446450674,121.791931758758,104.683086530684,563.550450862308
"R4163_YZ_8",3498.92375486784,234.587627301942,2155.03820811375,6454.94552172121,7852.38019206525,1647.06150987544,7610.62383345481,4068.67207471665,-2904.0042532359,2815.59296033794,7447.66291745163,130.799569718833,-33.9587885715183,566.936692254534
"R4163_YZ_9",3750.75283361574,116.64909543991,2049.99874135857,6337.64232411666,7498.1134897192,1582.13323725843,7390.21928469434,4185.66004533999,-2920.34902554849,2589.1869893636,7375.21457945752,110.19730158434,-55.1040411875862,542.710457768856
"R4163_YZ_16",3762.23976755887,236.78173476782,2225.4050901366,6480.5515472093,7353.2086402459,1701.4106797296,7706.65862621221,4340.97337546281,-2950.41033274592,2859.44813631328,7702.47331044036,115.980013325997,5.0421888121298,589.9096757843
"R4163_YZ_17",3661.49993023358,258.09907575543,2156.65270769378,6495.5059877148,7079.86326208977,1723.50847180018,8283.18487159932,4083.46546409327,-2927.04149069209,2786.88496176183,8129.39577623042,148.775136886926,-25.7758252641587,599.598293368637
"R4163_YZ_18",3772.44374911271,249.816082314016,2191.16661563252,6554.75294254003,7374.63272913592,1694.59214670393,7870.62725002804,4230.91440068959,-2967.19190856286,2903.90070500101,7928.42084130238,141.364158154798,-45.0978997172435,585.802014279651
"R4163_YZ_19",3735.51140379949,277.708901306999,2346.91314995078,6914.77845352097,7113.46004575526,1732.8768179271,8001.27659642785,4165.77847529993,-2924.49565938054,3209.57029942272,7996.97991859948,152.052357568232,-55.0766907447429,596.859197460423
"R4163_YZ_20",3792.32027318939,284.589144270348,2386.62142264903,7052.03728494989,6984.13089706726,1763.09071956411,7816.98786783089,4312.80012236871,-2955.53160559931,3184.2959248027,7907.6704692638,123.623927439242,-61.5252772358991,594.28259721518
"R4163_YZ_21",3677.65691328518,274.593529284014,2410.86212152514,6710.39313229954,7027.61728207968,1825.73328291223,8330.50271920215,4144.46562710368,-2847.29120975211,3304.66382348766,8215.76528778982,134.517826062559,-16.6515946677432,604.36751904878
"R4163_YZ_22",3681.9295563427,256.789324442853,2385.04843286106,6674.20120295217,7137.86843403322,1719.55744884455,7859.52274392028,4151.15517551579,-2914.0976175612,3264.14015019448,7893.47708549701,140.054406759329,-84.8883160783529,607.384782651327
"R4163_YZ_23",3747.92439607765,197.589461007389,2348.59327518837,6646.6660120621,7316.68162118384,1665.90781160499,7657.02427827217,4124.53960724985,-2937.93212108278,2941.53909103439,7677.86527071422,134.627161036688,-51.9222852556819,613.338922051229
"R4163_YZ_25",3749.05621552695,250.178644904225,2340.04758665684,6843.41357490659,7800.42137973021,1713.35711034962,8127.88437181842,4145.66239228048,-2940.29061696597,3134.51037546751,8051.2036510653,149.624261849659,-82.0181463503658,589.802667813758
"R4163_YZ_26",3850.9304793765,200.577321047419,2422.14907251093,6662.69750776554,7210.02154838266,1697.08726763714,6680.9506710382,4150.32103739171,-2912.97163248091,3285.01668503073,6847.64734829986,131.116709453541,-113.174229255848,558.233131514385
"R4163_YZ_28",3661.53128765999,269.341382290728,2193.76565525765,6733.2427873364,7238.09796084683,1826.84890022573,7665.37601345651,4154.31514274648,-2862.20359511028,2706.70667007039,7629.9488502534,136.846989188361,4.65859037089038,549.299538716252
"IP.108b",3729.57418123,331.364252402152,2356.33249149957,6859.19884797299,7850.79824849958,1842.04302387259,8427.68440262271,4348.02817564228,-2844.27818493791,3231.92514417214,8448.26673696039,143.008386270138,74.5937860830062,611.7337670924
"IP.115b",3682.815400422,292.732818091604,2103.52117876419,6648.58316237518,7760.87427230498,1928.47968119596,7790.69690326,4094.69605280871,-2879.60073637511,2731.3832405073,7675.31932386984,125.402648943404,26.3401388929815,614.458888505052
"IP.124b",3678.98168753049,249.128191067027,2270.12349056389,6252.56829057743,7260.9893351265,1714.92372263035,7818.85523184,4180.48026757748,-2944.48704615968,3303.50366501282,7775.01817668192,162.656010903956,-142.106092768394,596.061873952276
"IP.127",3877.17805384212,48.0066783796265,2045.29107249068,6231.01856702352,7519.2862257447,1660.40800346775,7126.2563736529,4188.85140106706,-2928.98498813179,2665.31590435098,7044.06082257606,106.818244521184,-88.6765380825689,580.786833553133
"IP.138b",3888.24146128573,300.662279362415,2320.1678111486,6605.15591534295,7338.74824289866,1662.65077444439,7814.61963063746,4342.21351792499,-3050.50702630139,3072.75957801052,7886.38762648053,147.224734836951,-108.614119212656,596.616561733024
"IP.140b",3647.30791126455,340.142462147426,2256.46430281742,6548.02044346263,7428.42608453829,1807.95898293602,7606.18092408975,4250.06266449739,-3046.71292974026,2888.64275856647,7617.85031358443,155.922896025073,-80.4152425028279,597.248449270885
"IP.148",3799.28607458922,206.849284011511,2220.30982892882,6733.00724492837,7973.3529134107,1792.91080231663,8074.75362687964,4097.71836862744,-2985.16039229926,2961.48677579041,7959.20400464403,146.21539027813,-96.1491574378043,609.897748147645
"IP.197",3570.05424999928,195.017650564786,2081.06490187352,6841.97158290449,6892.48826473413,1777.55945782185,7800.14203240031,3853.87847588369,-2833.64575032181,2533.94919071385,7884.21688249703,89.7978940711385,-66.1178576042267,519.185443007819
"IP.214",3949.98214996056,153.092623074683,2272.62625327932,6387.65318258589,6801.2138034158,1656.89345158936,7435.80079711205,4341.39184493399,-2786.05446234794,2609.57633206908,7313.36375719152,135.554822274687,-79.8861438642526,516.509420379685
"IP.28",3639.45378554176,336.99761850943,2373.9020195051,7053.80650570243,5984.93842063824,1775.73773105581,7389.62794543886,4093.41864801976,-2856.61967322239,2574.38696328147,7198.65132848417,111.54291510798,-18.2023485033202,608.297011044984
"IP.31b",3773.00435819895,215.715466615763,2407.70849438929,6723.84722428764,7632.79762089235,1721.35046524181,7902.60981119551,4398.02024741846,-2840.9130804516,3083.46045931444,7912.25115382191,161.290363712276,-45.6124231181909,581.038117478789
"IP.36",3728.99109313883,189.199299030324,2325.01411794465,6883.0157789263,7399.95428349699,1674.83313759393,7396.45050136,4206.77244337423,-2945.79984285957,2711.59440954828,7395.60839670321,150.684713845695,-62.9515419636918,565.427321998232
"IP.38b",3450.0110096955,73.4744961429944,2134.35939257511,7021.27741310839,7179.8353026071,1502.04505367071,7538.37136306797,3938.28216163977,-2885.96182015652,2680.26725687078,7433.71755079262,140.598982743312,110.202005484314,570.360218488632
"IP.52",3807.07896765469,148.982560473924,2127.20092452178,6514.72113290053,7315.47820697317,1579.14390528942,8281.52276622398,4234.26196316056,-2933.68374449895,2939.26822136463,8257.88213446913,138.715768220375,-7.35514643201613,577.645207331441
"IP.57",3675.03166779642,277.918733347597,2434.60527640948,6350.18807891386,6761.96954975827,1733.29886708874,7702.30353187539,4162.05882519289,-2869.05027208437,3059.97024625899,7870.88923127392,131.367517903142,-20.5439964060032,608.274339113256
"IP.58b",3666.65241876208,302.017023970768,2330.79570681039,6722.13428184169,7849.3141368539,1647.96746580307,8023.58621988963,4068.39924175291,-2986.6377531965,3225.2315440454,8109.05769697304,118.914516119331,-20.9514107323246,559.424858400313
"IP.67b",3690.8695479639,223.148949538308,2156.9629300355,6579.47676861178,7187.48704988477,1638.8913453073,8092.25674977022,4013.4923214674,-2766.35892353173,2779.19968465029,8038.56518644013,135.002230718029,16.1268397423391,579.333112544818
"IP.73",3708.95197099569,206.82892125473,2317.20497969085,6699.13506010339,6629.33023407526,1706.77659429476,7315.05892156789,4244.08521530789,-2895.47132557542,3336.59274832998,7438.12114063135,122.13255523578,-37.1801721239731,629.981529841935
"IP.82b",3607.58183493017,261.269187347799,2113.03834338919,6401.27466919053,7067.4126528586,1567.67345412498,7150.75133024709,4041.6435465935,-3132.5392086181,2968.58778725583,7238.01671929142,156.482052082369,-49.5614033784502,533.894976940128
"IP.89b",3619.04993624505,382.676937548351,2353.8957284715,6922.7421602793,7497.17185113982,1754.02847743757,7887.70771984319,4330.35646253602,-2953.92770120522,3457.18574840288,8056.12931746766,121.168135340886,32.137930759815,622.243691069356
