"","LP.01.17","LP.01.29","LP.01.37","LP.01.38","LP.01.43","LP.01.44","LP.01.45","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.59","LP.01.60","LP.01.62","LP.01.63","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.07","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.52","IP.57","IP.58b","IP.67b","IP.73","IP.82b","IP.89b"
"Cluster 1",20.4571347440025,20.4125618448667,20.1064760926027,18.8811245930576,20.0615035246116,20.3399083684831,19.6724794465012,19.252892435066,19.8747754195844,20.2115731542697,20.0795652559549,19.5005177408694,19.0138144743125,20.0738201274837,19.4503141295672,19.2661710289133,19.7484383259949,19.2064217523542,20.015041305765,20.9343520906569,19.63033780492,20.7707426028907,19.1443318058213,21.4813106969865,21.4714016704323,19.2005600781886,19.2507423490911,19.6683932843929,20.0984126477497,19.7829840130416,19.4395965030505,20.3249988237483,19.7970696885407,21.4066333385792,20.2693171450771,19.9827053578487,21.4146960802951,21.7410203781065
"Cluster 2",18.8900768309136,18.946220861066,19.0073951128842,17.8781140816204,19.1121298615875,19.1612688297352,18.3004683471464,18.3308333200992,18.7903444209205,18.7158165921887,19.1710461416723,18.7474825201877,18.0596233446099,19.2498146152952,18.7894072144383,18.7842644305532,19.0072467443209,18.6930101244101,19.2395347495937,18.8161180784089,18.1033792968506,18.7586926309385,17.4422510554455,18.7828405831582,18.6533210286954,18.0015664566107,17.8310673859797,17.9127304060604,18.7102586768881,17.8078116461799,17.9262172432107,18.6748392694239,18.0767222645527,19.1157136486721,17.67988520874,18.0780451187595,18.3188622020182,18.8096857902326
"Cluster 3",16.8364478714158,16.9544633887175,16.5165137407309,17.0451612437043,16.8119621923229,16.6861009103955,16.7811952928001,16.520070102543,17.10586563096,16.7100220636706,16.4947246861393,16.5494086558568,16.7484125408365,16.6769890325268,16.4266857452141,16.6534059695615,16.8067578648095,16.1959435327419,16.482379955494,17.0902552136303,16.9803972646409,17.1377280960863,18.0040716361752,17.3607154330723,17.5251142395096,16.9189340928585,17.5700157329084,17.600132154455,17.3131839020933,17.2577485118547,17.0825198048536,17.1692471222252,16.6741570611367,17.1123049481033,17.1852601224582,16.9867942581488,17.6338219474412,16.7383338002242
"Cluster 4",22.0063682839569,21.3636871062982,20.3865271288274,20.679130189359,21.6918192430409,21.5893738448189,21.0547457450015,20.1320367941274,21.5276376391545,21.5504511122337,21.0363170945486,21.0673431400901,20.2377142083647,21.9646471278068,20.4255531972102,20.9299786698629,21.6496023304126,20.2367980983582,21.01057310688,21.9050280919059,20.9862590649911,22.1945072379149,21.0354660421472,21.6289856439249,21.5183192715755,20.12487386167,21.4103267680807,20.2110733747886,22.1598514487255,19.7473877595129,20.3405618913584,21.0955142518786,20.3311533708511,20.6709139546632,20.3119497819239,21.3657557652223,20.7259136280825,21.3455534927811
"Cluster 5",17.8989512923426,18.9490242251463,18.9640081242106,18.3160338573784,17.9456641953497,18.121856044871,18.8161121718084,18.0354035297532,18.6433570182276,18.6842323395819,18.5421275677437,18.2218720786121,18.6949866368468,17.777342898585,18.6642745406728,18.2721965711122,18.0606701884223,18.8763881193672,18.6379879198648,18.1813232417405,18.7580990409817,18.0674503110697,18.4353735940104,19.284313513906,18.6702141316566,19.2535951646454,18.6447201025528,18.9506097714113,17.5336826966937,19.2288381411456,18.5315992577821,18.7981768071403,18.86479869262,19.4555226656744,19.2846602701559,18.6565052907394,19.5093635135059,18.9545713528663
"Cluster 6",17.2587292628119,16.9730192209559,16.9104256634204,17.9747054353335,17.5552908605493,17.1448051712694,17.3585166561223,17.5616065485773,17.4542717659859,17.2014464939775,17.2414152056039,17.6550788884142,17.429399816874,17.595964521119,17.3985289687898,17.7725112701472,17.5447709223673,17.6159643306037,17.3639220162679,16.8996310127027,17.5583483593794,17.2143645388928,17.9720012175387,16.2301993265602,16.1948913919503,17.3224286224777,17.4974857091717,17.024878664688,17.5802124595782,17.0178561873066,17.6102506229751,17.0621429804575,17.2384468847437,16.0033144445254,17.0901567496433,17.1776619719069,15.9691464638233,16.1581036365188
"Cluster 7",17.3208509044222,17.9596860983277,17.8840740679555,18.452367633853,17.3677738837869,17.4925549736221,17.8170401896653,18.4542859003742,17.2714013917817,18.0010614405741,17.7540486721299,17.9960499715711,18.1052691091514,17.3594728923915,17.9459289053535,18.4531312444362,17.799120032431,18.7899977746431,17.9774433526469,17.0358189029628,18.2287373038303,16.861138308695,17.4621822525845,17.1019688366854,17.0757503066196,18.6237393275488,18.2000509657167,18.4285651639581,16.9645605508278,18.2875063960876,18.5763914962374,17.6665158033036,18.0780348344971,17.4920977817691,18.3488061024308,17.7607791256402,17.3379476239026,16.8185576604555
"Cluster 8",16.3668731484949,16.6711456425683,16.6511006256627,16.4049091057922,15.9336560523757,16.306709214946,15.9567884164908,16.1763282773132,17.5527679497397,16.6020820397499,16.2762355813949,17.3509932598862,16.8483526215889,16.0649606243948,16.9453974442946,16.8040824049915,16.6091015039723,17.3124274819012,16.4344992037042,16.6042265286815,15.8072624528017,16.0923052044308,16.2658275296133,16.6687971732908,16.2242704998696,16.8476603221017,16.5496670652522,17.008402993516,16.5053711973498,17.1962572852198,16.0323124283126,16.513781967666,16.5160761815899,16.5084100128059,18.465343397657,16.463353234722,16.0872840386452,16.1375471296349
