"","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","B_Subgroup_1_Iteration_1","B_Subgroup_2_Iteration_1","B_Subgroup_3_Iteration_1","MACROPHAGES_Subgroup_1_Iteration_1","DeconRNASeq_BPRNACanProMet_M0","M0_Subgroup_1_Iteration_1","DeconRNASeq_BPRNACan_M1","DeconRNASeq_CBSX_LM22_Macrophages.M1","Epidish_LM22_Macrophages.M1","M1_Subgroup_2_Iteration_1","M1_Subgroup_1_Iteration_2","CBSX__CCLE.TIL10__Macrophages.M2","M2_Subgroup_2_Iteration_1","M2_Subgroup_3_Iteration_1","M2_Subgroup_4_Iteration_1","M2_Subgroup_1_Iteration_2","Epidish_LM22_Monocytes","DeconRNASeq_LM22_Monocytes","MONOCYTES_Subgroup_1_Iteration_1","MONOCYTES_Subgroup_2_Iteration_1","Quantiseq_Neutrophil","DeconRNASeq_BPRNACan_Neu","NEUTROPHILS_Subgroup_2_Iteration_1","NEUTROPHILS_Subgroup_1_Iteration_2","Quantiseq_NK_cell","DeconRNASeq_BPRNACan_NK","DeconRNASeq_BPRNACanProMet_NK","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","DeconRNASeq_LM22_NK.cells.activated","CBSX__LM22__NK_cells_activated","Epidish_LM22_NK.cells.resting","DeconRNASeq_LM22_NK.cells.resting","CBSX__LM22__NK_cells_resting","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","CBSX__NSCLC.scRNAseq__NKT_cells","DeconRNASeq_BPRNACan_CD4","CBSX__TIL10__T.cells.CD4","CD4_Subgroup_2_Iteration_1","CD4_Subgroup_3_Iteration_1","CD4_Subgroup_1_Iteration_2","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.activated","DeconRNASeq_LM22_T.cells.CD4.memory.resting","CD4.RESTING_Subgroup_1_Iteration_1","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","DeconRNASeq_TIL10_T.cells.CD8","CBSX__NSCLC.scRNAseq__T_cells_CD8","CBSX__CCLE.TIL10__T.cells.CD8","CD8_Subgroup_1_Iteration_1","CD8_Subgroup_2_Iteration_1","Quantiseq_T_cell_regulatory_.Tregs.","DeconRNASeq_LM22_T.cells.regulatory..Tregs.","CBSX__CCLE.TIL10__Tregs","DeconRNASeq_LM22_Dendritic.cells.activated","DENDRITIC.ACTIVATED_Subgroup_1_Iteration_1","DeconRNASeq_CBSX_LM22_Dendritic.cells.resting","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","CANCER_Subgroup_1_Iteration_1","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Endothelial.cells","CBSX__scRNA.melanoma__Endothelial_cells","CBSX__HNSCC__Endothelial_cells","CAF_Subgroup_1_Iteration_1","CAF_Subgroup_2_Iteration_1"
"IP.115b",0.099109513213796,0.0670979890313982,0.111649807137497,0.537920221555448,0.103932317716033,0.0129435555549369,0.0223357586891283,0.0734795947422015,0.106756532640751,0.0271304424568739,0.496036204469862,0.0756615165796871,0,0.11001904183094,0.054330161610585,0.226065708251949,0.0827723167180465,0.0212033252352859,0.07142494404058,0.061768065009066,0.205528623340972,0.0398161467017372,0.0309858807349577,0.0983165487453497,0.0145191593287339,0.0145628100421218,0.0533446194248008,0.0776297551380719,0.224232144195795,0.0759452458424615,0.0110596663886969,0,0.0732643692453379,0.0321171218139409,0.0724482043922516,0.157694725381533,0.0661784288911099,0,0.0665685486496813,0.284761407822573,0.13354399862425,0.0620028599413045,0.0152063397945474,0.0147581636618473,0.0499890602972037,0.233485908489931,0,0.0619092784257144,0.111814196360275,0,0.00340097489137049,0.00618225441428055,0.0220442693660442,0.0770927814241165,0,0.0793559095287143,0.0995162584897598,0.0355844361047715,0.428529708725608,0.951317930247497,0.389529778001061,0.668984248464275,0.153002454862922,0,0.22167392913187,0.251306945157383,0.817549324930589
"IP.124b",0.0932716797056729,0.18328663538466,0.109138099293855,0.706988069397684,0.0555833084271869,0.0410362917526302,0.013476114332977,0.0430193013786967,0.0287739242904519,0.0169742569812703,0.161309637133819,0.133466340533702,0.0750683356697902,0.0901619131400971,0.0106163949149993,0.101912712792947,0.0529441563459851,0.0347464454790684,0.0648059342952433,0.0671289267833239,0.12140303557718,0.00544374952695539,0.0156296226416303,0.0966294085933928,0,0.0291459515742402,0.0501444788237754,0.0781696507806527,0.231305233351046,0.034463483284692,0,0,0.0583135805931554,0.0149217861121703,0.0427561611003886,0,0.0443560043328542,0,0.00412612803935337,0.490321964376424,0.50783866677176,0.0512471605798067,0.108697162453107,0,0,0.189054312929545,0.0105951757563609,0.0713437920526789,0,0,0.00707061809304235,0.00819274416219155,0.0488482125042074,0,0,0.0419701663897063,0.0012269703445311,0,0.521804076439404,0.771456285372194,0.502210216899313,0.0660032602808819,0.093855571149018,0.0133541133100139,0.0797698826766435,0.507386884715438,0.77423378338618
"IP.127",0.116969583617221,0.0560408913240241,0.158602909361146,0.674000091849192,0.133778087586847,0,0.124022602918897,0.121862642239751,0.0712824877960016,0,0.523191916609069,0.104716275454006,0,0.137388710635925,0.0110960343905884,0.17403427746505,0.080512174050599,0,0.0680684665310647,0.0477944580972765,0.131079694975474,0.0784600961321218,0.0722728183561122,0.215565785819198,0.0112312751556886,0.106119394988414,0.0961225523332584,0.105359611241735,0.253595834612097,0.092118291540041,0.014527923397687,0.0325713693420979,0.0397227032116905,0.0429186523654056,0.0158751739570506,0,0.0603597931442764,0,0.0414862953859438,0.560926160064396,0.101811114600612,0.0668936368324992,0.0311684321184282,0.00195316450019591,0,0.235335216116632,0,0.0705401827816107,0.0179360067516873,0,0.00166821915291587,0,0,0.131754711184477,0,0.176622465864352,0.0791979302565377,0.0133455681542277,0.29408255753066,0.930532748482448,0.286101451087475,0.381155264863399,0.174000125688712,0,0.33412309662987,0.147172412218969,0.73310780656089
"IP.138b",0.11289433513911,0.0545987786603464,0.098509439203618,0.765177673050851,0.200036139127961,0.0134563952485471,0.0807238116767014,0.0555616054219217,0.0248069041471421,0.0038244229720504,0.696103140962389,0.293444096636833,0.0367095565826488,0.117955767526318,0,0.14326196616813,0.120541328475249,0.0666231738338816,0.0427003845417066,0.0744925938649297,0.109081496150689,0.0522119725456919,0.040389730407485,0.164007058356673,0.0046084096584133,0.0340907186780392,0.0444807361894216,0.112045298328165,0.184167144020461,0.0161598325185851,0.0423540585696478,0,0.0379710959802171,0,0.0552569776640112,0,0,0,0.00581089547223859,0.321022681207891,0.272430130790647,0.0124991208643913,0.0515478467229486,0.00905957138703032,0.0382151707718513,0.265426568846345,0.0370274900070999,0.0526028094120269,0.124321855384735,0,0.0102601283586622,0,0.0441361413133938,0,0,0.0672616878438692,0.0114249846260297,0.0153869537064487,0.536962380537189,0.929230024534291,0.318682050987475,0.133917524857651,0.0922712528153465,0.0220447080668753,0.140443082759068,0.437259837292901,0.692706390888891
"IP.140b",0.0989864978592078,0.0393953601705795,0.106460250707921,0.701160399762613,0.239742985300181,0.00427842171545239,0.019463545943034,0.0855140891095808,0.093140746953717,0.0242561382491057,0.415480532514486,0.189818525654016,0.181932011488582,0.125973977886115,0.180909559119498,0.295783039891292,0.105778058529487,0.0715516984965255,0.0647038955513926,0.078313023645267,0.120682629828065,0.0717361060252133,0.0353935153969194,0.0698688851238594,0.0106893020224721,0.0601206664205003,0.0631179979441675,0.119644132888291,0.22045985716382,0.040799216426832,0,0.0331557373015734,0.0629099956147219,0.02806230473765,0.026624318557909,0,0,0,0.0101457645833267,0,0.115709391582149,0.0280966259864316,0.12445049293562,0.0125589242237456,0.118342486630823,0.282167277227293,0.0305397155673814,0.0803633856432314,0.160949757835865,0,0.014090018094381,0.006341697813435,0.0296797390741357,0.021921720467783,0,0.0270452393515658,0.00289147859205738,0.0119971553799352,0.452806077533845,0.947032223409015,0.294842618681296,0.238788992900508,0.106702593896136,0,0.278172195262536,0.33034670724139,0.515002668012773
"IP.197",0.113123513268694,0.0443967870904554,0.129783291094169,0.541781993191293,0.063712101902259,0,0.0193821521751642,0.0904205156552321,0,0,0.45979183310101,0.0535536828572948,0.0363000165994386,0.124523898343385,0.00779341562856515,0.0514013047717231,0.0667742643932376,0.0141536241207249,0.0516009407114818,0.0523764251517686,0.206469221089341,0.027025684940205,0.0656313437885317,0.10969217048266,0.0251936463582661,0.0370354137194126,0.0831196081787118,0.0920396593650645,0.262928892132258,0.0942581654886439,0,0.0271420918438155,0.031956417877221,0.0407130137546603,0.0110601290667772,0.105963350111729,0.038912702074432,0,0.0307741755371746,0.191178294829552,0.0603783905099995,0.0792874443148374,0.00972854625431705,0.0939561563775348,0,0.198455307370278,0,0.0501077249441092,0.155319256980298,0.00326548980910682,0.00261147521611696,0.130369668379262,0.00561801537636984,0.0575335549582799,0,0.32169809457996,0.190248850713647,0.00630230910166645,0.388110284203466,0.982042880011708,0.394490174972577,0.617630691457458,0.174984419669826,0,0.148960552992271,0.308742033935575,0.887921426278743
"IP.214",0.105294447872204,0.0658756869230719,0.143323271432296,0.639758273659415,0.121335188688316,0,0.028055167500932,0.0958188254478734,0.0757824058129671,0.00963930214602598,0.0142070709598302,0.0249649353791355,0.084515710833706,0.11972879290487,0,0.121899547167778,0.132480815514596,0.0495741663583425,0.0560048318733272,0.0565171601546594,0.165184318914945,0.040330876434994,0.0548054433213689,0.158726813858811,0.0319500343174807,0.0409337009301693,0.0624696094252406,0.0869425045416546,0.248346611219291,0.0964644739853489,0.044741216233395,0,0.0317801214345039,0.0219799441593169,0.0855341964418247,0,0.0661754506761003,0,0.0518929681992876,0.296709884995481,0,0.073296515901613,0.00633492949888623,0.0166142365714389,0.0300816930943835,0.307882774323513,0,0.0762359390476751,0.124245858008191,0.0150932169391961,0.0032863373882677,0.0065442868025121,0.0113808068248616,0,0.0116515730419733,0.0724623306716615,0.0508829803174799,0.0439762582922188,0.411673391604974,0.906411861272118,0.358535661715414,0.59631716362482,0.189788258149107,0,0.0869158976369843,0.24415666868895,0.651733962550997
"IP.28",0.109083700101931,0.0521202515541745,0.161929410123704,0.31402035403327,0.0337129574792028,0,0.169242912771269,0.087955280679082,0.0182942403686264,0,0,0.010787071938362,0.0236855055846604,0.111874895359299,0,0.00795710407016568,0.118292666822885,0,0.0554526889534817,0.0432077480014881,0.466308349848577,0.0429849155015263,0.106774268073817,0.150810556125557,0.056615072409641,0.0173951647487152,0.067889183947558,0.0688961764830896,0.261863137198098,0.0877548388909185,0.0561902164599503,0.05306091863468,0.00978475139578155,6.31421820897898e-06,0,0.040593894653704,0.0618942697884588,0.480924962198915,0.00810030479739049,1,0.0942749873134823,0.0780736908002927,0.205632969051839,0,0,0.232230532290036,0,0.0811498719279228,0,0,0,0,0.0168140953772603,0,0.0284536852342809,0.103882039145813,0.172941953337471,0.0254944088668463,0.39321859823373,0.957616615777762,0.393280712111925,0.643105063223971,0.186003846374844,0,0.284612495520208,0.228428163767051,0.831701630710342
"IP.31b",0.0786840748676701,0.0579686902219602,0.0497353271297282,0.587416176202082,0.0695205736455161,0.0383247375596923,0.45849584384477,0.153841868106892,0.0644239150744266,0,0.531845243491356,0.331636464348732,0.117938476041438,0.0620744384582498,0.0203769784122723,0.181598029904782,0.142634580571781,0,0,0.0837781181409599,0.165427967231436,0.0996751549433588,0,0.164847380689603,0.00922554078315701,0.0440074487265254,0.0402377320181885,0.0615485564636303,0.262342630037653,0.0497730908201324,0,0,0.0317863954382306,0.0360372941353133,0.0221559280076535,0,0.0428805223945715,0,0.00377370414849737,0.534591423298254,0.281724034373046,0.0527733487337946,0.0341274007772209,0.017279718785381,0.026956877883564,0.12313361265899,0.0106919420844723,0.0749007528922192,0.260183351396728,0.00232632434639434,0.0029751215477255,0,0.0105676402096314,0.040924459311254,0,0.0225946145003501,0.0169723208005776,0,0.493112352153472,0.863606866476661,0.476257085479315,0.0678383058430488,0.100058672634658,0.00149453895978705,0.0960443683803967,0.51116562582006,0.915786126641765
"IP.36",0.103717986890392,0.0607988856615088,0.136129930418709,0.627840954268273,0.0692194166218615,0,0.0992718147831972,0.0689538791725767,0.0925761193727527,0.00651752388921805,0.464703701965841,0.0906724585552924,0.0189002506476224,0.0969717837787764,0,0.035729181602397,0.0684549591741476,0.0299942011855333,0.1157220504171,0.0274491660632924,0.151303467512649,0.054737392995661,0.115722708516359,0.223251571910116,0.0520681049810066,0.0346023986439056,0.0560005464322072,0.0581044313432476,0.250398756012119,0.0830725476501988,0.00955694423201253,0,0.111811573934207,0.0376240137343843,0.126212388968625,0.0586410774601417,0.061851198883117,0,0.015395674564676,0,0,0.0637711391470641,0.0410658155049033,0,0,0.405361685663763,0,0.0940225047337168,0.289538160779984,0.0179243685013342,0,0.0348909934121015,0.0259424379348034,0,0.00804330743407941,0.0330473339388488,0.00470904487236632,0.0265700706602179,0.477710942840164,0.928063975566736,0.46547916762346,0.509921725575355,0.158904720595874,0,0.022698422555483,0.389362628995338,0.885921745855043
"IP.38b",0.106127874090862,0.047485746397443,0.132132526451873,0.486298779922106,0.0579917290291493,0.0129571659661603,0.102631872206252,0.101326121766784,0.0958168571203162,0.0694728983954258,0.289461707686979,0.0075962088627505,0.00968926960156605,0.140089716116949,0.0254497530017361,0.0580030037171354,0.0915177711401248,0.0102080050662267,0.0438012408565041,0.0443242155172623,0.146589173838043,0.565527562014713,0.107069198387137,0.343567320709547,0.0199688913835852,0.000100790501433565,0.0615353908130172,0.103516093569698,0.243787688013408,0.107512073668206,0.000249544934079894,0.0928901982052654,0.1308377353093,0.0852108802334088,0,0.305977165716632,0.0849347128665323,0,0,0.773976558164237,0.15974997692876,0.0880829248473765,0,0.0199281437499425,0,0.150189311987909,0,0.0868772944632175,0.0085344785463259,0,0.102148627087566,0.0666938649624068,0.0101386980644937,0.0937307030571437,0,0.0368266085993543,0.0482389803112178,0.0457366958422296,0.282523597563196,0.94827840202671,0.281366163168684,0.583903315779413,0.197050359161905,0,0.163990019230187,0.278741796333287,0.797917778034853
"IP.52",0.0746171919270302,0.066107097091654,0.112504626836616,0.601179255991592,0.135841975589312,0,0.0247210390937162,0.0822933972215807,0.022481508476022,0.0133955890878819,0.54326788427595,0.15872371703636,0.134335455901965,0.115601317628493,0,0.0811294371087346,0.135316557219144,0.0321257228904096,0.0117819049045685,0.070468092250679,0.150670961361714,0.106325840389491,0.0385801591337274,0.154872852535315,0.0238978532444288,0.0331592483859201,0.047612222380495,0.104226152672419,0.207119339953886,0.0608999648452851,0,0.00018532495149866,0.0511211030090035,0.040158316347338,0.0404939954861417,0.154004272002096,0.0789370778957833,0,0.0303266896443731,0.141205501810222,0.0205473318508139,0.060236723036172,0.0892962089154749,0.007025352513432,0,0.369214550971205,0,0.0697516626658735,0.115204435357723,0,0.0057977263537327,0.0680050886953634,0.029828053729054,0,0.0442668033576075,0.0457140004415046,0.0489302021432338,0.0162460174096206,0.475949388402751,0.919433378338141,0.317538858069828,0.386878021909157,0.133225128126685,0,0.123030237469722,0.376652153083864,0.71353817410475
"IP.57",0.0773544328489174,0.0366906984701242,0.0570993655682006,0.496350036705913,0.0423981326036381,0,0.631962711624335,0.282460508412496,0,0,0.636908871019362,0.105375075267811,0.0183231781020321,0.035973541476721,0,0.092019210503175,0.0592234288898024,0,0,0.026392009393997,0.149837234883871,0.0499116594957992,0.00666313338272392,0.130197299346215,0.00476371548296278,0.0283232214050993,0.0267741372561428,0.0406241127368437,0.239555780656004,0.0496411199403278,0,0,0.0395825352005757,0.0149879615597802,0.00819858407577402,0.319628405583763,0.0756698339755445,0.371395300959917,0.00158041163017219,0.375064885414027,0.0990276911570549,0.057936701418461,0,0,0,0.11008826524539,0,0.062802114839236,0,8.991229446219e-05,0,0,0.0177913879739512,0.00146886075264562,0,0,0.0629733895692702,0,0.529403883315806,0.97709441643961,0.521337140811982,0.621406542650851,0.101434350286722,0,0.0905025838558261,0.487660121786155,0.962979923762014
"IP.58b",0.125055823177894,0.0311437129699132,0.0926518639543433,0.789498145729064,0.143986944891333,0.0138917144945342,0.0635898949039267,0.0645486928385921,0.000912539710329209,0.0167812835434175,0.607609999578161,0.224781233704688,0.158097383547564,0.11859464327229,0.17446552679863,0.0336023290676809,0.0970121959810427,0.0413082957381665,0.00744467427335533,0.0447607146754338,0.0634927178046355,0.0626895626902289,0.04744177227456,0.0961681661805184,0.00624144334783544,0.0462557225584359,0.0583178325171644,0.123423863871117,0.153328484841698,0.0125673310687312,0,0,0.0960848637084324,0.0465572004116708,0.0742236933908512,0.00678342348016847,0,0.0166520099056921,0.00894939549645834,0,0.0341094747536503,0.0056519665150524,0.0512763855492971,0.00454880838557954,0,0.199943144905288,0.0460199483975807,0.0735424868157716,0.0395274506991496,0.113656521434402,0.00299764477318421,0.0697970525144761,0.0375041970902332,0,0.0466898912100618,0.0868833690749293,0.0852720446636378,0,0.562854095404231,0.992043346525043,0.282907012589672,0.250840456389063,0.0697149180460106,0.00708606085275799,0.211597939626828,0.476061191734424,0.749952859844143
"IP.67b",0.110420502561681,0.0596938787533371,0.137349241742213,0.160576135255219,0.0916784322113423,0,0.140783971338732,0.0965597911751471,0.0657913567810128,0,0.484694355556687,0.0412955604212664,0,0.131312641471337,0.0061876506003886,0.00734357098627767,0.0983131105438188,0.0714615281921156,0.0602404775773526,0.0421722404160137,0.16901390451382,0.127413778590053,0.0900994975717958,0.178417510265481,0.0411158423204463,0.0257468459929327,0.085811765817856,0.0935068721378785,0.263155044596659,0.118376830498919,0.0110437870646151,0.0153763078270893,0.0807568608557653,0.0348751504523866,0.106255895707687,0.913810860722628,0.0616407000446651,0.220525531436037,0.0435895365076599,0.265539249175199,0.0325333144730527,0.0927787793524368,0.357029070138035,0.00272608587615018,0.111891754536383,0.413797111222662,0.00855627543613157,0.0872835242940163,0,0.00129823271711792,0,0.0296210806663876,0.00853779351409546,0.00591989821341528,0,0.0494750903773865,0.0350948483982935,0.0520329994990538,0.34991565322438,0.975712748721168,0.348932149968843,0.638458307041389,0.194963021936224,0,0,0.2570382138656,0.601572117687248
"IP.73",0.08447017836813,0.0537093644768569,0.0814261081712297,0.513134712586645,0.0321873580112431,0.0229936243750021,0.25073645676086,0.0695743106015771,0.0529263057892014,0,0.451691708877495,0.137749457339686,0,0.106951334343976,0,0.087887314022496,0.00245764680619531,0.0151170323873326,0.0782634998572689,0.0435627782164528,0.165273430990733,0.00779180944004777,0.0437643922413962,0.136515610999746,0.00938835525691082,0.0269836935183986,0.0739212412989883,0.0956669400957518,0.252249909097013,0.0543376917315308,0.0284919629416529,0.0363232147598715,0.0357326197062324,0.0382739575711648,0.0406655351353616,0.247355869296617,0.0723026131197835,0.254028470549675,0.0023926587508975,0.801393658326803,0.185280665378506,0.056855326885011,0.00393290383152289,0.00917441307008498,0.027490347047217,0.377045272636861,0,0.0652633613477468,0,0,0.000275662020240326,0,0.00980982777763562,0.0273895428545301,0,0.156717939106048,0.013136859738646,0.0488684952347303,0.510439748629233,0.993887280214042,0.493103528390365,0.558146723947494,0.0960293007550694,0.00215791065854418,0.13280064499265,0.519559093717567,0.974807417635265
"IP.82b",0.120370045942323,0.102972238616529,0.12540510466017,0.655158989836216,0.129088768315509,0,0.0542649246918619,0.0783867328243957,0.0325573493225083,0.0278138608362126,0.223383841171104,0.135891612502019,0,0.125469334751027,0.000673184032035465,0.0280190920053774,0.0790460627462813,0.0590628469700771,0.0145027364591512,0.0561061112344295,0.122983194284829,0,0.0511078025836944,0.119765649032497,0,0.123974427440941,0.079426147146417,0.11643326840664,0.241779113482502,0.0602599543135318,0,0,0.0531583713645554,0.0165303291297404,0.0600362484070007,0,0,0,0.0285813684949058,0,0.0246888909407367,0.0635649214077807,0.136375312325228,0,0,0.448939130732633,0.0332669039135967,0.0877035400970639,0.0251810077962087,0,1.17202020309682e-06,0.0418719183319729,0.0341965611466035,0,0.244222408223701,0.0337099380853025,0.0379005810195842,0.0114087284078529,0.44468817743034,0.916793061783761,0.304322408284173,0.244930398904568,0.139940669754646,0,0.223648339876577,0.332534341849015,0.661887764466464
"IP.89b",0.089618382820164,0.0412032613396029,0.0814011866551558,0.627359100031174,0.0762995131656672,0.00627807421959589,0.128708926028031,0.070367015278156,0.0642537075959807,0,0.598033887474708,0.294019513490324,0.0867554778829048,0.110252711517975,0,0.117562204622306,0.0770466139231762,0.247760530672675,0.136472269544185,0.0561940192432751,0.160231568623523,0.0237071424325962,0.0438082498144417,0.0963547042226798,0,0.0309023585519774,0.0763545924613362,0.0981029842116173,0.242755178817839,0.0705323917561335,0.0457807191307769,0,0.0438113448138022,0,0.0695249608275613,0.0655348640298251,0.0495582776184624,0.132697581295152,0.00422136251398802,0.404893484567906,0.370225732949767,0.053926886492045,0.022730581697006,0,0,0.230543826422897,0.0173842814166716,0.0769756433254153,0.105951555995673,0,0,0,0.017029402206705,0,0,0.0368542959158867,0.0223675016279773,0.0193236127874123,0.495543813963584,0.975803784534843,0.478521817615881,0.0824671045662538,0.106456169601854,0,0.0291155974249346,0.522394004162286,0.90841452056865
