"","Cluster_1","Cluster_10","Cluster_11","Cluster_12","Cluster_13","Cluster_14","Cluster_15","Cluster_16","Cluster_17","Cluster_18","Cluster_19","Cluster_2","Cluster_20","Cluster_21","Cluster_22","Cluster_23","Cluster_24","Cluster_25","Cluster_26","Cluster_27","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","Cluster_8","Cluster_9"
"R3388_YZ_34",0.363705593784142,0.162086587990269,0.0200618473803456,0.0355054311508514,0.0971620305636242,0.0714676010432332,0.197636766519481,0.151269206338785,0.0324865332082225,0.248525742162674,0.123564669325845,0.328996544989403,0.0248305298092275,0.129285594763925,0.175775257357239,0.0559842620491849,0.0666783240714015,0,0.0848148109349436,0.263813222413663,0.0545116056175369,0.0626737432841245,0.125449231012663,0.138288382638444,0.0699777065749898,0.0714385554754668,0.0925504522223335
"R3388_YZ_35",0.259137111186406,0.166931126298018,0.114101938880734,0.0708860993607658,0.171026768821014,0.0208561862629737,0.20489345353055,0.0924336609054531,0.0256369573793168,0.174641116318855,0.0265987182432699,0.2014258439499,0.0893484154328164,0.134173129300899,0.169040800245797,0.0867786693526869,0.0979199426875055,0,0.026519433497476,0.315718474130233,0.0898057414739405,0.0584192687850324,0.120124376878334,0.150693740874984,0.182293071091996,0.0496626379675028,0.0751154492501881
"R3388_YZ_36",0.331605973403086,0.124819001190693,0.0554407522249864,0.0142002274273622,0.211400113349145,0.0425626359241541,0.172000775421719,0.171056770839279,0.0763202731259589,0.238150689290902,0.0975994273441828,0.27941094030022,0.0426700133652907,0.0700132488379377,0.202891820729581,0.0277640108411897,0.0285268877654219,0,0.111751268823089,0.551879628497356,0.0462214779779796,0.0631186028007587,0.0767646936818449,0.177573666628431,0.0339518194256699,0.0138748315933341,0.105313174027345
"R3388_YZ_37",0.419563625762672,0.0868574872102387,0.0452619737365734,0.0578261172221028,0.189608758940364,0.0852831950927306,0.10478153306839,0.127105703190053,0.0565113457919166,0.190573107052285,0.0400185952748062,0.232160381408195,0.0590775458076087,0.0932680239026683,0.173138182152923,0.0686037287700621,0.0209817738677775,0.00418390883373073,0.0830393379702312,0.481712322539188,0.118592190973336,0.0567695248219171,0.0647836525820345,0.321122097123113,0.0457889923306225,0.0486136881702943,0.0531031209103427
"R3388_YZ_38",0.299018896653161,0.139762122003241,0.0696777527807059,0.0652679279827008,0.112698614217352,0.039594384670154,0.181569296054541,0.0153443061304583,0.0233353102969216,0.144418047704693,0.0697361395242128,0.234044918975924,0.0705026484841371,0.19872014813112,0.151836282549917,0.101282588343694,0.0595403511201943,0.0503337086187077,0.090514953013523,0.228814030599169,0.103382071881186,0.0627747323993641,0.11896339862866,0.159623805789467,0.172457315168397,0.0480526595429052,0.0643864279566859
"R3388_YZ_39",0.356658282731019,0.153460066765226,0.0433903207627462,0.0589120175972925,0.133843621352835,0.0956539720281142,0.194825751690077,0.050368179124288,0.0628199222706136,0.183415538015745,0.0346718454259861,0.285128559167302,0.0650141430501561,0.170969017269219,0.158411921800653,0.0638828582765804,0.0826094620932901,0,0.131376319267376,0.237572089953054,0.100308563173655,0.0382078022731243,0.0900544135343576,0.144735059331219,0.0943682929803721,0.0788325578083652,0.109451834964925
"R3388_YZ_40",0.308242377544295,0.0246720349288571,0.0729458967465511,0.0517848222988586,0.0860651898729334,0.0231242650282538,0.133398432966338,0.0878594617937283,0.00845292772037827,0.148920676874377,0.0529199556469246,0.281746627641744,0.0226609279117466,0.13053617192932,0.168484388771843,0.055738051259308,0.0832337435749076,0,0.584099681275724,0.117150755819368,0.11565647815476,0.112559484942079,0.15904733596878,0.129430084146407,0.169724568302926,0.0252732633215296,0.0338264553244762
"R3388_YZ_41",0.373368172883007,0.147945875770398,0.00663328432381922,0.0710981956663329,0.121495885965519,0.07301928943067,0.176432380848665,0.0711082162402213,0.0485334474090634,0.174922647683908,0.0250195577171226,0.3252973629636,0.10968449281693,0.116769658521119,0.144118019554599,0.10985395460842,0.0683666910900405,0.0172683960001327,0.0408132734767056,0.181232086558474,0.17355392557595,0.0494964688737565,0.103796203541637,0.116279606151844,0.104474005160416,0.0501247730298997,0.0953408048500632
"R3388_YZ_42",0.391062493183907,0.140123796393298,0.0620407530694088,0.0261008978299103,0.193876765707075,0.0486661014972291,0.180849266019351,0.0217312498008594,0.111124931156163,0.281126959007304,0.0914661238725292,0.273653141301525,0.0942119369579133,0.158169263121645,0.166109571285687,0.00263570336492087,0.1335348238618,0,0.30312021023504,0.187254035459241,0.0492979683821458,0.0449331929567339,0.0843674562997874,0.120385090254248,0.0634798451316536,0.0545899621114718,0.138105218809526
"R3388_YZ_43",0.359366915206735,0.122247802052584,0.00635801416083834,0.0509653696480488,0.185662069583859,0.0512906825192157,0.145840866224462,0.0502170344600898,0.0754704613157271,0.125784844761101,0.0759276393118325,0.311401314573151,0.0797375632921547,0.106053225358389,0.163985719481874,0.025292046392293,0.0224565843624139,0.00159642218908853,0.143045902195571,0.251190702442914,0.103298490097505,0.0580320061336568,0.0771037653064857,0.234108215499107,0.0494973774590864,0.0198936028662852,0.143699936131994
"R3388_YZ_44",0.337685016482192,0.0309455153712828,0.0535663869542432,0.047932694839867,0.107730803120509,0.0145486416061754,0.143735055926843,0.0621789572137451,0.0275453487580653,0.328835442209843,0.0360851505347485,0.324612019985081,0.0301050932558158,0.066969526052515,0.179031231490494,0.0479015226924851,0.0849820912571967,0,0.360342102966853,0.235216359011739,0.102721653263554,0.0687357236718387,0.124067636726943,0.214723558362322,0.109498662987226,0.0366057834627314,0.0635953324433217
"R3388_YZ_47",0.456704999267439,0.119168013899041,0.125535614071574,0.0348813885671079,0.18269754616532,0.0183879658776447,0.20073776470005,0,0.0830949137036445,0.324200932619863,0.107856689993861,0.14961022176638,0.0787263491210272,0.112492641835608,0.159298151508676,0.0252352718198302,0.119969487960545,0.0120791948452813,0.222471082694703,0.297450376647224,0.0392035654250218,0.0551020983180132,0.114331061350403,0.125051054336186,0.0637424283098884,0.0454171989183909,0.108401991479277
"R3388_YZ_48",0.387261815499377,0.0759849057831573,0.0195642628794688,0.0279133437558867,0.226367060105504,0.0429067766853044,0.13698885728671,0.0264869188939759,0.085857918062907,0.145078553109565,0.0854482725863991,0.251367162186973,0.0468733890326851,0.0792265981980759,0.202297069898994,0.0457361886707173,0.0333174127431006,0,0.236075865441895,0.660817856116829,0.0457218556169966,0.070364375157633,0.0599969101832644,0.23973531527022,0.0389627052012127,0.0163360431651969,0.0837176774210724
"R3388_YZ_49",0.320416124404292,0.113895221333071,0.121345138090927,0.047493281546137,0.144101545199809,0.0693248852229814,0.191903366120054,0.131725341133354,0.0589563965318774,0.273996632859399,0.0478291127640842,0.230135224934327,0.0669618557305093,0.180320148803411,0.167478124324992,0.133233080160311,0.0235371170516214,0,0.160069377329773,0.19157361729257,0.0890361277370572,0.0760148785251598,0.176831859456014,0.123917250567306,0.149028770378743,0.0935861833005791,0.077267687127417
"R3388_YZ_50",0.262943588983158,0.159613657128297,0.127867070157377,0.0641167949812906,0.0923652515736143,0.0458711004469268,0.189227731766745,0.134685077122413,0.0400594524125439,0.174057365970512,0.10118662893411,0.251301985909041,0.0642659226932367,0.191255517344978,0.157201469132564,0.0732497129016387,0.0550769268534681,0,0.0731455858325246,0.10995631278669,0.0982543986182689,0.0661094782654321,0.147290857823009,0.105636953398856,0.1764256166524,0.0711691985209556,0.0869550683254016
"R3388_YZ_51",0.33108992341122,0.0603083283140621,0.0953936720405931,0.042932232688164,0.102359452640084,0.0591788208341076,0.15904196523532,0.105460944922676,0.0537384401602806,0.224002511239091,0.141451741605664,0.260882412480997,0.0511363053785915,0.176694754689569,0.157888456480179,0.032329771663163,0.120213554083472,0,0.528157420904878,0.0551284351347955,0.06643915905021,0.0734795088178443,0.123210720559683,0.155039732093501,0.10898653219906,0.0435605285269967,0.0814449883783808
"R3388_YZ_52",0.371075961798907,0.0324144774793341,0.0221593941351239,0.063768833551056,0.152432471086808,0.0587299655327306,0.168636802877659,0.0935164551122062,0.0273451687019959,0.156854813345452,0.00798893478226465,0.288186406763465,0.0330093823350572,0.0813338259339622,0.16705885689053,0.0593492761728256,0.0217873321118285,0,0.0307292407978626,0.424989350367562,0.0951178978039338,0.0603779307664908,0.0899058790532536,0.272979501977535,0.0510167617619914,0.0591325325467957,0.0801935069975651
"R3388_YZ_54",0.407585738420323,0.0915663554420456,0.0183749591497359,0.0400018327420719,0.169337224295291,0.0157079412168462,0.139702747008939,0.0591504006761042,0.0541524441449724,0.157146351977152,0.0397138316759396,0.270690621711254,0.0778116227238792,0.0811427810762747,0.177077336515225,0.05128697235631,0.0328861421996168,0,0.0529588321086374,0.444461378591616,0.104421678727149,0.0694359402856116,0.0848993607205783,0.2209172710616,0.0864047316631701,0.036618444562364,0.0711567074845225
"R3388_YZ_55",0.298086760994039,0.0293490949474527,0.0531895393214276,0.0314686617508015,0.156405754137431,0.0129232662585147,0.154625198351143,0.0737120672644476,0.0388990623740142,0.148397410557061,0.0582136019495081,0.277708728406667,0.0503374519525356,0.0744395210995637,0.193240989163432,0.0724625753362914,0.147383839018325,0.00797524043691022,0.343913941106262,0.393348383048628,0.0649591142540156,0.108490436862385,0.101108939925506,0.242474661386584,0.143698820875982,0.0163441958170238,0.0470487539305713
"R3388_YZ_57",0.225842720772926,0.0917337590366172,0.0907372838419046,0.0409561452366459,0.144668792768025,0.0734011899137384,0.159492192644625,0.129120305335882,0.0598722854243984,0.212506469205173,0.0973561671509367,0.256413555437756,0.0206602060127341,0.0977108596025784,0.173703350714006,0.0140033295172123,0.0190520603715772,0,0.0771992485568028,0.435144325832507,0.045860700219611,0.0647398360169365,0.0786390570964113,0.291296679110032,0.0453343024286222,0.0396218627382392,0.0763704811384674
"R3388_YZ_58",0.379690735110416,0.0752806493761391,0.0852042264864656,0.0314665610870424,0.133802432023914,0.0542921430575257,0.173356279673181,0.0151243472851122,0.060507694064857,0.177354871521154,0.103299676225711,0.2981156600753,0.0303819773375333,0.0908373828976601,0.180094626593915,0.0204849770193903,0.168245348019323,0.0211561932843341,0.206836875877731,0.396036577506008,0.0733383497016126,0.0724855769732282,0.123469791366579,0.139827766423215,0.0696762810284489,0.042141062014855,0.0770666543416777
"R3388_YZ_60",0.396882685820096,0.118809337247101,0.0479334357759779,0.0465223808020961,0.162861489355406,0.0829113990983841,0.177889761023195,0.167622665131646,0.0826436549598555,0.188325218939685,0.0994005061151503,0.260009515683703,0.0886978247981104,0.16377632134687,0.133639640135898,0.0448319452755951,0.0457862467694701,0,0.0440812517662894,0.0657646609026155,0.112734909893845,0.0668760041476266,0.132960492316643,0.157402780244835,0.107137306217541,0.0502326231143685,0.105086060819826
"R3388_YZ_61",0.39033437768026,0.0537119500506845,0.0551480176966356,0.041378707355264,0.206928149545862,0.0279046793781254,0.162585775527031,0.0269575372616168,0.0569621134836749,0.186883763876805,0.0101777645940676,0.296306351684457,0.0338776259592724,0.0653230373307362,0.178436609187341,0.0718807114090131,0.0636375887492821,0.000851586414212531,0.0977730292991955,0.664981801832882,0.0987585340449925,0.0625204420196477,0.0953651242590429,0.246674366261887,0.0373961550563807,0.0334993487736039,0.0903723403887744
"R3388_YZ_62",0.342636899595626,0.10802571666032,0.104503006933682,0.0456690940114401,0.189626264054172,0.153670300669187,0.190049965835774,0.163557319952721,0.0657843605991913,0.182333291014994,0.00775459950736637,0.252076035509466,0.0687451112970366,0.134658395614935,0.119692109372292,0.0287574847621624,0.0239586921506811,0.0283304711574078,0.0302653168501923,0.181853664218108,0.0396804016910016,0.0781372098906168,0.0942427626475754,0.190955940876108,0.0579407950186123,0.0678294252559807,0.207737072478437
