,Macrophages_Response_Subgroup_1_2,M0_Response_Subgroup_1_2,CAF_Response_Subgroup_1,NK_Response_Subgroup_4_7_5,B_Response_Subgroup_4_5_9,CD4_Response_Subgroup_1_9_6,Cancer_Response_Subgroup_1_4,Mono_Response_Subgroup_3_4,CD8_Response_Subgroup_7,M1_Response_Subgroup_1_6_5,CD4_Response_Subgroup_5_7_11,M1_Response_Subgroup_3_4,B_Response_Subgroup_8,Dendritic_Response_Subgroup_4,M2_Response_Subgroup_1_4_5,Endothelial_Response_Subgroup_1_4_3_4,CD8_Response_Subgroup_1_2_10_6,CD4_Response_Subgroup_2_10,B_Response_Subgroup_1_3_10_6
LP.01.29,0.197682416044053,0.0618822042328515,0.587952072416928,0.048534624577028,0.544606248595558,0.0367536996288706,0.754473778580012,0.186870382740518,0.142614431206366,0.265467386215905,0.121744657783913,0.0445176695198166,0.13911118122678,0.0767833466306386,0.0305494636023656,0.0869108385425561,0.0172413428432605,0.211926402052954,0.0364582794488107
LP.01.31,0.153047975465002,0.0308068478031328,0.670687445807159,0.0,0.532856125342533,0.0462964308953252,0.539748169386799,0.148292623429228,0.10424831629871,0.365664985261818,0.0178613354314744,0.0198166940175015,0.255664371586858,0.0915023038659991,0.153203647158667,0.163356099219733,0.0,0.263295634504505,0.0375624236874388
LP.01.37,0.182848071679626,0.148303565947637,0.77545037488717,0.0155016429972537,0.454596110095052,0.0443302619451358,0.7426562518707,0.266778086848097,0.177770046394706,0.385601221264045,0.0100545715549908,0.157053614907859,0.130296300009127,0.132032194697561,0.0202602098041983,0.0291549728919984,0.003245680830772,0.249618634240145,0.0321931694032713
LP.01.38,0.158469167471185,0.152120096826118,0.684563759378248,0.0258254951289608,0.485796179571515,0.0923580454519325,0.857974947671717,0.163042533007221,0.257575384524755,0.176981931694157,0.0,0.0397251282075529,0.189458521084585,0.331894076699333,0.074717024526827,0.0828190218391968,7.15195480290325e-05,0.433558817647045,0.039555833813995
LP.01.40,0.123270543996748,0.0215829084736641,0.764737130077759,0.0515337368246869,0.532366709514132,0.0656293958908153,0.769829789793321,0.138833806194728,0.118396042838148,0.261244776214347,0.0678796967698304,0.134586254374349,0.139403393596311,0.230559345707665,0.0264276713036656,0.045487909972629,0.0073820764211139,0.289055387211794,0.0223929891728843
LP.01.43,0.220457604253369,0.01775271357643,0.53577902909892,0.0289569586575289,0.638704316392329,0.0309754676296835,0.48004571734036,0.132876425078209,0.0658205628210788,0.436869709243641,0.0969668416967304,0.0491726900714664,0.121528729050275,0.0068031350097357,0.0488481421848717,0.0392208142874068,0.0659173738256034,0.276647578334469,0.0749675445739203
LP.01.45,0.0458285494523671,0.0492977712009523,0.866589473894566,0.0263465304601944,0.462895100441056,0.0698923228182888,0.798383985591304,0.187121075486455,0.20372642053279,0.261887348000272,0.0085492610890289,0.023819785851769,0.216956615112641,0.185906232353847,0.048933434390883,0.0895582511498675,0.0,0.228892484788959,0.0656794506133685
LP.01.47,0.29288065694136,0.0927181896180588,0.433231125879134,0.0,0.629756964751605,0.0491947677147789,0.507586065878579,0.138880683770952,0.0924357221773718,0.479979028818933,0.108281471557199,0.0,0.14466881008826,0.187512957935884,0.111681742235769,0.0286837139949215,0.0181618452055856,0.342803658011838,0.0264330904494206
LP.01.48,0.156750005711526,0.235648565440664,0.823726022079437,0.0605540162545611,0.511569114565082,0.0689008325910335,0.817666080763335,0.184600540889362,0.230779632116851,0.108299671063486,0.0419013196526946,0.0410209067184584,0.206183540768121,0.101652177329962,0.0692231563889505,0.0820158268659265,0.0,0.130804413709563,0.0176543214253005
LP.01.52,0.391125591883991,0.177298244039863,0.510405089167728,0.0097636924087539,0.685619875501571,0.0329038520216313,0.514244084944129,0.111956992972327,0.0571864789026214,0.433474554418437,0.0164343963814623,0.0199983074313163,0.0619050190432805,0.0745773410787506,0.179456736012641,0.0428777649398294,0.0165407474165786,0.180852903250393,0.0294753346287641
LP.01.57,0.257656522367892,0.0842815932791314,0.517503529544702,0.0101050197058787,0.686097385936149,0.0333762307140144,0.530762321758206,0.105370603125216,0.0652065977529364,0.494709640743257,0.0806375910421353,0.043916826521252,0.126509287375563,0.159749655720354,0.0459222476647373,0.0384592255071455,0.0174009185155204,0.309947362866634,0.0684748336989563
LP.01.61,0.247813056655099,0.0622441405949119,0.609179811732288,0.0107710067069662,0.545102628858942,0.041583671353868,0.812486192816513,0.17336034817687,0.0657733088296342,0.262549643611384,0.0088779772051577,0.0016281991016982,0.110164209217472,0.218928733695681,0.0470998155944033,0.0626123144767891,0.0169672807854039,0.312009733386421,0.0388205238318196
LP.01.63,0.142182818337866,0.0932358984184192,0.79720962533962,0.0402148054976,0.158327209370911,0.0578645657346186,0.747025732543551,0.715260590784354,0.232548384087079,0.315844554574796,0.0,0.185277349020496,0.20642915847496,0.249442666710014,0.0208065919836216,0.0212166486925547,0.0024560399245998,0.246758085975393,0.0239507290094292
LP.01.64,0.171685709990562,0.0091978405764526,0.623155268197879,0.0120365783778378,0.561230501862994,0.0527186111454317,0.752563915459595,0.124065404697756,0.149809703018013,0.358172389970115,0.0605087354764489,0.0626855384300358,0.0747460258840803,0.203578906590263,0.0202824644799666,0.0502637959851875,0.0313191766224347,0.343579316795591,0.0275464806906897
LP.01.66,0.2873107561548,0.0399486577464768,0.446775051490774,0.034846463864201,0.706715932709939,0.0279825714647421,0.525931180772755,0.104429568524799,0.0955829094045218,0.459535964155453,0.0936060643677837,0.0428780977692652,0.145945055163072,0.0647230443568963,0.0612750957579055,0.0414216965686498,0.0201100547517433,0.320715776976986,0.103704676079348
LP.01.70,0.0924635095301234,0.0826864506646822,0.860855054215357,0.0186942788949999,0.532786641395959,0.0504362460203737,0.816533341021061,0.159592587545467,0.153968803044436,0.21705728765053,0.0,0.0287336511082616,0.0977468654692017,0.0489291167720854,0.0917748817814956,0.0883937482127316,0.0,0.25846407054395,0.0172438462672164
LP.01.72,0.119005702035687,0.0314118126209258,0.768643111624137,0.0464956107516181,0.273965197894371,0.0876745497710997,0.874063132378049,0.421109910869162,0.316432641313018,0.203320691658805,0.0,0.113462745811701,0.218535477813108,0.198280000377477,0.008124295345719,0.0161850855119467,0.0,0.310882335663834,0.0297475595791863
Test.FFPE.01,0.127998069365912,0.0579416964517002,0.686653527281212,0.0442465418753228,0.561153635133431,0.0626129257606844,0.734748075828564,0.14619389067355,0.204707169449201,0.323667542872551,0.116261426272281,0.0060074825564136,0.1862616792267,0.0997219450747468,0.0531600818085243,0.0735555540149369,0.0077237646109733,0.316806324016062,0.0391247282165466
Test.FFPE.02,0.196973051549174,0.046942495096436,0.56483997416716,0.0406765724814873,0.703995889940711,0.0231615561269885,0.637181778495269,0.0826597090526715,0.0657707702829008,0.362978926803894,0.127766001623271,0.0327173240351656,0.24507314705432,0.0114486769343313,0.0368810092258516,0.0341941718388173,0.0542177959361088,0.342511086190095,0.0851648563308133
Test.FFPE.04,0.125658569509282,0.027273079889836,0.665028211160704,0.0292662828021534,0.609024400572452,0.0453869014386525,0.589148942739254,0.112199580315155,0.0904060402734463,0.333522315667096,0.0950891798596715,0.0177206986649138,0.24647890845492,0.0085890433386225,0.132766078069831,0.0864271962216337,0.0294389399278649,0.253107000546886,0.0801133050450292
Test.FFPE.05,0.162676189066304,0.0350255931125637,0.568415020010016,0.0336350012704928,0.659668406423742,0.0408027556345476,0.532075376312301,0.087180753736971,0.101989312264394,0.561754749222516,0.118268931219414,0.0388788221515692,0.239234698697334,0.0561992930691008,0.0036646284128996,0.0280366077859764,0.0624700249748815,0.169256305935121,0.0993856460897146
Test.FFPE.06,0.11656463755798,0.0383850071193322,0.746875039882587,0.03096507304428,0.54538679163409,0.0384944687395633,0.761727121621662,0.141653646034109,0.153984938052664,0.217716366298199,0.0278577790735952,0.0252682973086214,0.180364502735569,0.0496844856279748,0.0918464116762317,0.0532882393814574,0.0158817978302336,0.501087724277798,0.0491528587252653
Test.FFPE.07,0.251104016698193,0.0052860839781923,0.533416768064695,0.0341984429796102,0.673160991846649,0.0417648617672946,0.67962158710144,0.0886900560705135,0.115746273114285,0.372098021141217,0.164423415345953,0.0689055333165809,0.137095326544817,0.0674492378044608,0.0743974813262151,0.0505351292951243,0.0399300713267598,0.267102144196688,0.0321602107890393
IP.108b,0.0436564078960055,0.233829977586838,0.892423543965086,0.0830713714446378,0.346332101748755,0.0592968786071337,0.575576805414205,0.367195327087688,0.108869572055917,0.345310267875972,0.0512347457332903,0.0567971745755089,0.108878413967687,0.195780752367794,0.0290381773384954,0.0406345270278099,0.0060669437630704,0.303403276873906,0.047474890729043
IP.115b,0.114493881190964,0.0148905057927522,0.81837464947816,0.0594579351178626,0.458830584292499,0.0721958520280668,0.84459903065639,0.199524468275625,0.162072364385413,0.161449975049141,0.0228095096918211,0.0624217471393335,0.128725606732247,0.28174840237201,0.0483139786978344,0.109070718628082,0.0,0.290240058125868,0.0472453082138976
IP.124b,0.049744757587362,0.0089840762219846,0.769941683078022,0.0421210469336307,0.563384221889723,0.0581333719750303,0.433900354077389,0.12140303557718,0.0905505862505784,0.163304074720658,0.111099047388712,0.022324315573747,0.260527740603279,0.0192876863950856,0.0426242250453421,0.0467785324137735,0.0149958474651714,0.210163186397552,0.1709009564811
IP.127,0.123648880131922,0.155141223088301,0.70592019342976,0.0381382941235244,0.545406900160665,0.0866355605352312,0.691408495444278,0.134539999639464,0.0638249644429553,0.183025952539894,0.0467526481776422,0.0356412438980008,0.349935514406285,0.3293174898446,0.0421501071279545,0.181800676218572,0.0,0.244517007518396,0.0469241589710046
IP.138b,0.209725026840189,0.111458677166583,0.688771422130737,0.027234717507233,0.657806358675641,0.0191167925646279,0.53072416718343,0.11198090880472,0.0576717587626879,0.407735733762933,0.0550369015356989,0.0144994175925226,0.110210471609781,0.0123937685900492,0.066731929575842,0.0812677718012163,0.0315779422058942,0.280428261162399,0.0428663893641183
IP.140b,0.251472684850512,0.0209845198330377,0.527628953034874,0.0472623567604965,0.597040214655638,0.0352839928953891,0.604255356617369,0.122270829782727,0.103751863606185,0.231692743359657,0.0860386444165298,0.0546557528932271,0.183417690245194,0.0130328035590197,0.146491582899361,0.125787254958945,0.0325268408244417,0.287261550934553,0.0289293610298958
IP.148,0.116579603625708,0.0135260312847562,0.663656074616664,0.0128207672009246,0.57343922206158,0.0637342632586228,0.5892533601718,0.117582012865117,0.156034306635295,0.371887994341744,0.133997778126716,0.0153807638376719,0.262739456132614,0.118460579362926,0.0398850327571,0.0799643279082852,0.0024653202013597,0.358393350233831,0.0761088782131891
IP.197,0.0581917344480572,0.0129214347834428,0.893551845134978,0.0325534733018737,0.453413668451631,0.100104141199461,0.847541919156188,0.178472537629933,0.212207750109378,0.122382096275883,0.003242848751439,0.0,0.287749489591894,0.304569533510866,0.0452815524970228,0.0737721020249277,0.0002721241507589,0.208684878395394,0.0312183902888382
IP.214,0.122308751808338,0.0382170018389044,0.665886081195521,0.0344860706769217,0.501862388992074,0.077418694410031,0.803884872559878,0.163455351144012,0.162964727665879,0.0309926564066273,0.0095023942483293,0.0411043036218255,0.278530471749718,0.388464340972001,0.0992357368852095,0.0433804618904687,0.0012577680782663,0.369345046164445,0.0539657848971002
IP.28,0.025554029034587,0.185983151395724,0.887801087140228,0.0054380777370594,0.248896337222594,0.11210977926856,0.862324534078401,0.443978039829568,0.128146445254863,0.0128287956703946,0.112231757819484,0.0091471201843132,0.081688034366179,0.249039693720125,0.0597157993672595,0.10390045216845,0.0,0.236908103790001,0.0411193904796669
IP.31b,0.0683578553503632,0.461969064322133,0.918170487647144,0.0321333097338607,0.453565613068567,0.0555035209619446,0.472582933065577,0.163449764843751,0.0627114696637772,0.364876231301029,0.0252630074968033,0.0322119575372133,0.0881662464127855,0.058713172605395,0.09967364945475,0.0488621985971501,0.0258340406847308,0.152656672609017,0.0422819558681296
IP.36,0.0647164927515484,0.106172501258649,0.884458306211907,0.0886824777603125,0.483585410002653,0.080265991105845,0.799198918510835,0.14530463943048,0.138705404248977,0.140005549968225,0.0441680156114342,0.0502784626592661,0.204439502634536,0.172793102708291,0.0360186070850328,0.011945967987971,0.0014936973751111,0.430135132217726,0.0510749869487122
IP.38b,0.0545931122171666,0.100070774804964,0.803855294639338,0.101091257471859,0.43244928362908,0.106236193300878,0.841502011728172,0.138919145015152,0.170134184090388,0.0499787580958518,0.0,0.0824584840191263,0.121637227922992,0.278368008709169,0.050485891808961,0.0851150200711227,0.0013092079995634,0.220352549830532,0.0387126901466469
IP.52,0.139728392213325,0.0164806927291442,0.718010812917049,0.0462860510636859,0.510770220155958,0.0708682987030679,0.672082377871598,0.151700467549164,0.161655144300817,0.273850027300786,0.0755009672304524,0.0205026728385314,0.0967395618154884,0.11691017554981,0.108977545366813,0.0559117527626186,0.0,0.392104411007482,0.0532433522539774
IP.57,0.0360283003336668,0.640414707832375,0.961953374840528,0.0278972383064437,0.403825547780695,0.0706881090541185,0.825722241485716,0.155163689552673,0.148027500121797,0.208952773336097,0.0,0.0,0.139960680279222,0.15762102165399,0.0292666902188984,0.0449282102362659,7.4926912051825e-06,0.12824368881224,0.024871504962212
IP.58b,0.143116554236019,0.0665766983381667,0.749802696498063,0.0771466236853362,0.725729025586684,0.0076425465312185,0.648482138152665,0.0634927178046355,0.023241582289598,0.314352073950588,0.0463680202505378,0.0080832125018422,0.11543508989105,0.0084394659462121,0.132775880771176,0.0985968572940187,0.0545344043029544,0.234707987721937,0.0234756044796429
IP.67b,0.0798461710763834,0.142132121126119,0.649988766444029,0.0682961834826304,0.185372382691839,0.11149615851978,0.854113556190935,0.154649047967591,0.181086701064962,0.112290974835152,0.262004057784477,0.0328956783905064,0.09212534981212,0.168786635228478,0.0485799556371306,0.0221003428283896,0.0050993467308365,0.451844065183967,0.0438334830106331
IP.73,0.0260068599229908,0.264741480778262,0.975518266358863,0.0371278340422242,0.415847398394795,0.0670728334120458,0.817229340449205,0.165931710485751,0.134868594702701,0.217462298528652,0.0013109679438409,0.0264631528946007,0.151792861737695,0.0843389339179451,0.0008192156020651,0.0568553597763621,0.0,0.35159448718149,0.0362652303131033
IP.82b,0.133212253274807,0.0712090641080519,0.643578339674554,0.0417132325132221,0.566800628373078,0.0565021523624717,0.62677350098861,0.119694305051147,0.0347051608918039,0.164660993599227,0.166502227578022,0.0299871244254679,0.212578942809533,0.0189094514308686,0.0396502007116757,0.104991750804031,0.0551719696834046,0.463931236942567,0.0757763107166391
pvalue,0.030824279072490808,0.049071630747021984,0.03633043777257895,0.027873870297833784,0.024853111630150027,0.01590365023082414,0.017936631857249734,0.027860908774854837,0.03169202665023269,0.01366742088889284,0.04914164643187712,0.049136844064934314,0.04326265237924251,0.04715292934798514,0.034749648231681654,0.048966146457364586,0.030200732085445377,0.021607449387973085,0.0468014137422101
