,Cluster 12,Cluster 13,Cluster 3,Cluster 4,Cluster 1,Cluster 9,Cluster 14,Cluster 7,Cluster 6,Cluster 8,Cluster 15,Cluster 2
LP.01.04,0.0214825016755863,0.0866080219494566,0.29551310264585,0.786325347733627,0.106970905264731,0.0610218651073223,0.136653051271913,0.0995969978196999,0.462894222147968,0.25829955949612,0.0418627944857204,0.0335048866540779
LP.01.12,0.0051956927301661,0.0825625503959079,0.419790368499363,0.38382464508849,0.108310713120442,0.125478723904003,0.115494612336389,0.0202591885526399,0.231657935743514,0.20645680456396,0.0246637208512464,0.0318914868252673
LP.01.14,0.0373918854821403,0.059913372908679,0.382600933266074,0.491269662169161,0.0822976978677697,0.12802849478622,0.084559976116574,0.0362080370621551,0.345642886113714,0.251399668751229,0.0243142603226579,0.0809147704214472
LP.01.15,0.0191729641086855,0.11757510531556,0.295668584677787,0.597702302171263,0.1446383377832,0.0812283369067571,0.241097320304678,0.0604759979508599,0.372325070414083,0.260701829313403,0.0298325953660324,0.0403173146436094
LP.01.17,0.0335080057802905,0.0475300029218854,0.284707857712573,0.663245254626467,0.0894607756913357,0.0973749806374247,0.113641286254541,0.0376322297103876,0.298940069694646,0.316149047446788,0.0,0.0842453096755722
LP.01.18,0.0236779344362562,0.074771535260534,0.413553463842194,0.530701490044094,0.0748070009174741,0.132692683340741,0.088751608237543,0.0650028639303296,0.346704698566917,0.253549944135307,0.0857113938914633,0.0253289783333448
LP.01.20,0.0210355368445061,0.0262793619645038,0.292715114406191,0.777112747746294,0.1298183725985,0.0409081261888727,0.142182323050248,0.0605938904210635,0.347660478361877,0.322379352113349,0.0441064823295238,0.0690850442311036
LP.01.22,0.0162450748246329,0.207718461898449,0.216560330532892,0.747988648729311,0.120031544156062,0.0456294066918694,0.164080533112196,0.117963308643325,0.399532125043031,0.339261199654122,0.0975522747221001,0.0330977017560729
LP.01.25,0.0047970082631069,0.0584801674003623,0.407257680025588,0.544976118915728,0.0909718296660116,0.129005834035019,0.11589129826375,0.0338222767774638,0.28671427669953,0.334250966701521,0.0414853202602439,0.054886727969426
LP.01.28,0.0012515610311165,0.275332764563386,0.317906773814822,0.613321592731615,0.0960139159087066,0.101099326380911,0.17126487973544,0.0298201642199327,0.2626296545631,0.266671701572082,0.0394049440927998,0.0588966046602399
LP.01.29,0.0315166584456805,0.0305494636023656,0.297676417306776,0.587952072416928,0.0764573965406853,0.142015722128864,0.186870382740518,0.0567685231297546,0.448544104893189,0.211926402052954,0.0381589039421567,0.0364582794488107
LP.01.31,0.0067452158689773,0.153203647158667,0.319484041932467,0.670687445807159,0.114536045837857,0.073790104611437,0.148292623429228,0.0688993673806622,0.321998242842755,0.263295634504505,0.0742407618252932,0.0375624236874388
LP.01.37,0.0584088793399096,0.0202602098041983,0.302324004985888,0.77545037488717,0.0817144871998431,0.0734275415909127,0.266778086848097,0.0881812283213484,0.460213149132703,0.249618634240145,0.0,0.0321931694032713
LP.01.38,0.024784855825048,0.074717024526827,0.236558550953132,0.684563759378248,0.112773861763368,0.0567367637236751,0.163042533007221,0.212126061075633,0.557775166098236,0.433558817647045,0.049403059858516,0.039555833813995
LP.01.40,0.0652216633703393,0.0264276713036656,0.288498109703085,0.764737130077759,0.0521979364362065,0.0735892163064428,0.138833806194728,0.14809437079924,0.444112916315734,0.289055387211794,0.106159713028047,0.0223929891728843
LP.01.43,0.0358722966388482,0.0488481421848717,0.40506455622443,0.53577902909892,0.0509643944850939,0.158814099442983,0.132876425078209,0.0188893013197096,0.272933140080719,0.276647578334469,0.0446969842405818,0.0749675445739203
LP.01.45,0.0214989545121334,0.048933434390883,0.260806148964885,0.866589473894566,0.0938584161998152,0.0219482985109689,0.187121075486455,0.127899277586068,0.501055203062047,0.228892484788959,0.014162709906397,0.0656794506133685
LP.01.47,0.0,0.111681742235769,0.405135779922165,0.433231125879134,0.0665176784253101,0.145586970942173,0.138880683770952,0.118353862825331,0.300010894027975,0.342803658011838,0.0959563639797486,0.0264330904494206
LP.01.48,0.0345466075820466,0.0692231563889505,0.234636481323728,0.823726022079437,0.130961983268678,0.0662171084547402,0.184600540889362,0.0852765049604977,0.524222856440093,0.130804413709563,0.0094371615168753,0.0176543214253005
LP.01.52,0.0099206666133567,0.179456736012641,0.406116170852823,0.510405089167728,0.0722212429131873,0.145134823827557,0.111956992972327,0.0537405965501909,0.285715281923375,0.180852903250393,0.0245683447801848,0.0294753346287641
LP.01.57,0.0255804805437185,0.0459222476647373,0.427361632274171,0.517503529544702,0.0644627340567996,0.118294090704925,0.105370603125216,0.0965629432171842,0.297984459755571,0.309947362866634,0.0347913508922148,0.0684748336989563
LP.01.61,0.0041330686028881,0.0470998155944033,0.300694764020029,0.609179811732288,0.0618609920672425,0.092603248124596,0.17336034817687,0.130256202524774,0.439129750823074,0.312009733386421,0.136461484942304,0.0388205238318196
LP.01.63,0.101721985059267,0.0208065919836216,0.190104590909859,0.79720962533962,0.0889664356634166,0.0500326682277276,0.715260590784354,0.153653616222316,0.489787058315315,0.246758085975393,0.0062659197531579,0.0239507290094292
LP.01.64,0.041845136550936,0.0202824644799666,0.332274566809634,0.623155268197879,0.0335519156114301,0.0840968749957883,0.124065404697756,0.128148758867847,0.451186809238804,0.343579316795591,0.0949733183558911,0.0275464806906897
LP.01.66,0.0387385422654525,0.0612750957579055,0.424454757752602,0.446775051490774,0.0643693008651252,0.136710033570563,0.104429568524799,0.0463528079108192,0.310757045088638,0.320715776976986,0.0281629706202599,0.103704676079348
LP.01.70,0.0158093100010872,0.0917748817814956,0.284176806010589,0.860855054215357,0.0672067660866539,0.0404572641982502,0.159592587545467,0.0496826813962295,0.485251072032749,0.25846407054395,0.08818378504905,0.0172438462672164
LP.01.72,0.0582526235344751,0.008124295345719,0.188976348080819,0.768643111624137,0.0665330939864951,0.0443817566804813,0.421109910869162,0.142977275074288,0.595247886845534,0.310882335663834,0.0161372294018892,0.0297475595791863
Test.FFPE.01,0.0194195058889147,0.0531600818085243,0.319558982729141,0.686653527281212,0.0794397324233343,0.090976556052004,0.14619389067355,0.0811674354177156,0.469727622638883,0.316806324016062,0.0587058262947861,0.0391247282165466
Test.FFPE.02,0.0404356139593227,0.0368810092258516,0.390947272257169,0.56483997416716,0.0815553843050447,0.112018664120264,0.0826597090526715,0.0173051165306599,0.351476274389085,0.342511086190095,0.033027935023488,0.0851648563308133
Test.FFPE.04,0.0174166133324143,0.132766078069831,0.340881601981337,0.665028211160704,0.0912293001503358,0.0839434686438225,0.112199580315155,0.0269879723886375,0.33977749150635,0.253107000546886,0.0244801578005442,0.0801133050450292
Test.FFPE.05,0.0421462846466099,0.0036646284128996,0.43294759721716,0.568415020010016,0.0755742248989685,0.100110419708039,0.087180753736971,0.0485010243518242,0.317032344288347,0.169256305935121,0.0134225800422228,0.0993856460897146
Test.FFPE.06,0.0297222199985705,0.0918464116762317,0.278726051340025,0.746875039882587,0.0680094373090896,0.0550371359031992,0.141653646034109,0.0440894771837691,0.457856029837163,0.501087724277798,0.0322303542554244,0.0491528587252653
Test.FFPE.07,0.0501173915755164,0.0743974813262151,0.38344519739299,0.533416768064695,0.0482291349545334,0.168113049499046,0.0886900560705135,0.0546070497858777,0.397683930107863,0.267102144196688,0.112233815816276,0.0321602107890393
IP.108b,0.0466228486733822,0.0290381773384954,0.257655538704804,0.892423543965086,0.108564666103003,0.0354623341295128,0.367195327087688,0.127538815487464,0.342223188735061,0.303403276873906,0.002977062844858,0.047474890729043
IP.115b,0.0408555331381128,0.0483139786978344,0.231529444655534,0.81837464947816,0.0731198908673497,0.0522001921814189,0.199524468275625,0.176972127200038,0.503335697520901,0.290240058125868,0.0807037809484231,0.0472453082138976
IP.124b,0.0217852224714293,0.0426242250453421,0.267981065924364,0.769941683078022,0.0975228347428935,0.0649910546499769,0.12140303557718,0.0387105291850579,0.262225470163984,0.210163186397552,0.0008179802296874,0.1709009564811
IP.127,0.0246858581823371,0.0421501071279545,0.260644886087242,0.70592019342976,0.189884323993146,0.0655009955017998,0.134539999639464,0.207976525189916,0.377616729943617,0.244517007518396,0.0727370206896097,0.0469241589710046
