,CD4_VanIP_Subgroup_2_8,Cancer_VanIP_Subgroup_1_4,B_VanIP_Subgroup_1_7_2_3_6_2_7_5_6_8_2_7,CD4_VanIP_Subgroup_3,NK_VanIP_Subgroup_1_8,Dendritic_VanIP_Subgroup_4_6_5_6,CD4_VanIP_Subgroup_6_7,CD8_VanIP_Subgroup_4_6,M1_VanIP_Subgroup_1_4_5,NK_VanIP_Subgroup_5_9,Mono_VanIP_Subgroup_1_2_7,M2_VanIP_Subgroup_1_3,CD4_VanIP_Subgroup_1_5,Macrophages_VanIP_Subgroup_1_3_2,Endothelial_VanIP_Subgroup_1_4_3,Dendritic_VanIP_Subgroup_1,M1_VanIP_Subgroup_3,CAF_VanIP_Subgroup_1_3_2,CD8_VanIP_Subgroup_1_2_5_3,Mono_VanIP_Subgroup_3,M0_VanIP_Subgroup_1_2,Mono_VanIP_Subgroup_5
R3388_YZ_25,0.0054426189784471,0.407694677634034,0.134334665569458,0.443943183812386,0.0452236297557753,0.0370627358128194,0.148511907375946,0.0329130877581812,0.490953186694892,0.0828678472108045,0.139279734968354,0.0148396878048182,0.0820231423123397,0.092558389955453,0.124359303839869,0.0041997978201165,0.0355704338712976,0.478720751741336,0.0142047707280785,0.0416585239129983,0.098966683047914,0.0075323610586987
R3388_YZ_26,0.0,0.388809712070852,0.07996827985595,0.184242475751522,0.0337998879181981,0.119082389783724,0.0736646736935423,0.0224523373309914,0.464316424804821,0.0408184392002932,0.153752704161337,0.210402608421911,0.0760549728161422,0.252594443236247,0.0085433145540123,0.0061154684841218,0.0090620053570833,0.466920048275551,0.0107066188836618,0.0558663422695144,0.248403723774491,0.203958677201593
R3388_YZ_27,0.0035405632271735,0.403190866308443,0.19092990182792,0.399259440680743,0.0554302902436325,0.0437726125604502,0.231830317493075,0.0821963057579124,0.170275661287718,0.0806486992568037,0.122297662296023,0.237086691854525,0.118611698700957,0.175362269594613,0.218593857987448,0.0240259410314824,0.0181872799038678,0.270778320302408,0.0164790372890021,0.01789432959663,0.0177856542135834,0.0833561510707253
R3388_YZ_28,0.0,0.556740454664442,0.127029356625726,0.360941960154804,0.0672282414962884,0.0691750862371546,0.100247318147014,0.0393071133460475,0.41936238300404,0.0941864327683309,0.0890451899036005,0.0752992806163869,0.0697349642939491,0.208138377173729,0.0122247823228214,0.0,0.0928055574450232,0.50000388142628,0.0424970856858146,0.05011904283451,0.168494915772737,0.0331161875853164
R3388_YZ_29,0.0087715710240019,0.482130219072525,0.1191445087941,0.592498142338513,0.0151698707067784,0.046817580222639,0.514383420111371,0.128269830215221,0.34199602658919,0.0947310830616224,0.105647946244803,0.017927703912309,0.105830757530861,0.156951230185983,0.0948142695726414,0.0146016650139734,0.062232289357321,0.404790770169958,0.0280154123636504,0.0132239234570167,0.0514671411726558,0.0835205644141764
R3388_YZ_30,0.0124390477551136,0.611380379371986,0.0915869618031341,0.332664338626602,0.0074403392686758,0.0342681299539386,0.0754175042913816,0.0510735146055725,0.433322251442704,0.0568985456149484,0.11269076327174,0.0800382040339306,0.0363481268156485,0.1773389594191,0.009821347336461,0.0288884505335229,0.0882464711591925,0.526237949073354,0.0137108777983295,0.218943473203149,0.0262725732343142,0.0520245480252498
R3388_YZ_31,0.0368859311397189,0.487109423973429,0.0699704003397895,0.468045621944584,0.0416603216989044,0.0231651503856892,0.587449028200582,0.0777649643545182,0.224657291406355,0.126276838995078,0.10716819011896,0.045080327399236,0.0567793422635946,0.0435916885644673,0.0565855308449523,0.0205466900425507,0.0310977288383979,0.655331149243321,0.0261209518911022,0.129798624732361,0.178180832327556,0.0502414160011101
R3388_YZ_32,0.0,0.478645823297735,0.0917621804746932,0.240924682739755,0.0357275103978554,0.0387472461058345,0.217242345598685,0.071903846916419,0.473410001090406,0.0592922730263636,0.137600941387104,0.0222868448411299,0.0143153157416521,0.120758816593181,0.130655922971533,0.073543223954227,0.0195247649916985,0.580576368691556,0.0109226800002195,0.0851999426637984,0.147528351875322,0.196901693580442
R3388_YZ_33,0.0204934933364302,0.478413969902083,0.102827564314162,0.417063004984827,0.0603489924209571,0.006750977521588,0.32960804554342,0.0792303687553675,0.306350021528688,0.0909420226295878,0.0686501713448963,0.0226407882213659,0.0215084510214251,0.0531953718024852,0.201459278619133,0.0174210365499832,0.0351819233691421,0.55150940884452,0.0176111870088328,0.0126518165385113,0.105660401892392,0.110955369964528
R3388_YZ_34,0.0002403314710135,0.440315590181722,0.14379596034997,0.461633770980414,0.0989338745527671,0.0319368480151943,0.342956410585476,0.039157501473364,0.274671896866269,0.060975062699371,0.109695842462795,0.108138124998568,0.057616314024736,0.181397504172387,0.175804207520577,0.0394706378848589,0.0384654070217283,0.421583471030143,0.0158116669882832,0.0213241659609757,0.0410619100419242,0.116269543153288
R3388_YZ_35,0.0226552288322604,0.354818686985578,0.179206165407874,0.56911462348223,0.125726867828194,0.0679800174743413,0.400043078275326,0.0405164551047797,0.281719048139987,0.0742037438135414,0.105686600336527,0.0203781647170742,0.145441936294388,0.0586202364650688,0.165618049518218,0.0,0.105867349229147,0.455309654330983,0.0381522089730656,0.0,0.0696372085338117,0.0168707074052052
R3388_YZ_36,0.0305899473832827,0.491124876244407,0.0889119104525818,0.395506200648389,0.0210153759817805,0.0084061830424423,0.519586767579582,0.100437016458932,0.364695039234464,0.0784817281150793,0.077271165565358,0.017075089626298,0.029148876750852,0.0553837756181147,0.222078822260156,0.0211082927202689,0.0269634534220525,0.565228857214186,0.0122389680725223,0.060122402294652,0.102848273702174,0.096875454608675
R3388_YZ_37,0.0,0.456938624435211,0.0591932509969941,0.255105858167059,0.042600015197486,0.0454202185110572,0.133205456100647,0.0237131199805374,0.521301032689853,0.0648448712585289,0.0875534338800557,0.111556580735375,0.0606397798302157,0.180218905216981,0.055767504548198,0.0033955569717291,0.0039775670121852,0.552389208394434,0.0111906615847313,0.0776131640460051,0.351836185404137,0.0
R3388_YZ_38,0.0,0.413114552434889,0.186174353356707,0.445000244837689,0.0434786300093157,0.116784666242121,0.437581387951516,0.0551806635417789,0.293538081558937,0.0800283050011796,0.101343338287745,0.0480623211076211,0.10774168054557,0.151550047501473,0.0793190423426046,0.0165537289223487,0.128608957583655,0.398254785353286,0.0251634310363613,0.0,0.0910995718462009,0.0387508869022441
R3388_YZ_39,0.0,0.439456962695162,0.152022984437315,0.464660411881473,0.063162359373532,0.0440283961451185,0.349440374697401,0.0738807230654211,0.283649286556016,0.0510627997986247,0.120683899481372,0.127190674824937,0.0828775929667373,0.116059836171648,0.146532294438071,0.029887480040212,0.091352462883828,0.460042844071278,0.0129595568287442,0.0203891272387695,0.0273842248020248,0.0505447829068448
R3388_YZ_40,0.0,0.705056513566391,0.240092188048428,0.346536884255445,0.0453411299431953,0.0646968773158304,0.0,0.0988056401066716,0.287769262191978,0.139691921724324,0.0677355254211926,0.0236387147707759,0.0876996676628991,0.210704895352198,0.0388360017266351,0.0130226547249831,0.0668805577622056,0.342257536152399,0.037561678928276,0.0776947319560072,0.139901125970334,0.021629534006072
R3388_YZ_41,0.0,0.372023762218344,0.26106855544322,0.429854313623093,0.0519636902702936,0.0474373370009955,0.470929981912964,0.0461450010592255,0.19051391517105,0.0408932462933025,0.0986761216625056,0.041565654064635,0.0812772870325224,0.107843710744964,0.102422348545129,0.0262002490711494,0.023084107442726,0.401974460396576,0.0249750527441961,0.0,0.0229054611384587,0.0926998497152459
R3388_YZ_42,0.0273438579424845,0.568851521456403,0.107753736633066,0.50168756173329,0.0608968035226998,0.0532528533101787,0.257508665316175,0.10581213344726,0.247626262520022,0.0424259073664717,0.0760330850502384,0.104676017227174,0.0393083133458112,0.0823963085640029,0.153418638904602,0.0315567837464237,0.0463684078521785,0.476226032531549,0.0077379682989697,0.0171277531669134,0.0527821718015553,0.0469908053926559
R3388_YZ_43,0.0,0.45938508295273,0.111860846669276,0.333328614495929,0.0234097179727148,0.0274216952040194,0.249769478241776,0.0711217215402465,0.513459324323468,0.0781932750396342,0.128764276343272,0.0552021648067789,0.0447034041471006,0.124810059789447,0.124995418064438,0.0283587473329175,0.0078372845539314,0.518489682336431,0.0121872800414665,0.0342784811144265,0.162505854098992,0.0543608324558969
R3388_YZ_44,0.0,0.612489418694833,0.114282077356994,0.249178932609928,0.0427085326920001,0.104623098303371,0.0759732674522019,0.0893291688417962,0.398219933512125,0.0584256442338818,0.090679091255583,0.0427028319835927,0.0492424191297522,0.28870216129965,0.0118348338505996,0.0,0.136437317450632,0.438797053107466,0.0114950817443918,0.0428919102065707,0.142293062318075,0.078385814951808
R3388_YZ_47,0.00365811223204,0.52722728489022,0.102646933422216,0.49700137368044,0.110874030156829,0.0240564498322433,0.249137416555257,0.0911079415878988,0.334350222573336,0.0422106222954289,0.0716433376220245,0.078612146003883,0.0524999655865693,0.0941618238731034,0.100923353847424,0.0091764705381377,0.0439616445462712,0.541997003580406,0.0124696445244189,0.0313372479467627,0.0395662333981482,0.123155353062118
R3388_YZ_48,0.0202832992816875,0.581677885959849,0.0744300158245411,0.418318531234058,0.0152884088470437,0.0153520302783393,0.223832244311374,0.119722403418223,0.48453436084064,0.10390788356991,0.130146312081555,0.0204262563853623,0.0295265763797293,0.047818720304472,0.0736427577214737,0.0248984466496946,0.0319235677391599,0.647962123342508,0.0135687783104666,0.0584205799097634,0.0737184883218467,0.0287844555817595
R3388_YZ_49,0.0063967381198983,0.468341801292677,0.151784425141,0.470306333134299,0.152792999704921,0.0539425758551993,0.212212959910043,0.067053823510192,0.227847429511565,0.10115198507851,0.0802172983316369,0.12024284743999,0.0836435273164899,0.135644099830998,0.21209171101726,0.0441454734974115,0.0937936547975692,0.391975339455722,0.0324744922949372,0.0042061092605062,0.0126557999147869,0.0747998656011891
R3388_YZ_50,0.0,0.388903002986654,0.19871942842393,0.46277937782089,0.068389191106749,0.0451941899183503,0.481861384689346,0.0341140437493254,0.170101633419517,0.0764695381430544,0.122471419822921,0.126133182416251,0.13989744227751,0.182307828236524,0.127008915024672,0.0621087032982889,0.0511815999056789,0.310745111788518,0.0196505954644106,0.0007796533775759,0.0446576449816661,0.0950282810776621
R3388_YZ_51,0.0,0.681236387462015,0.131060873404758,0.378739550873341,0.0240820626263888,0.0799487921697316,0.0075919403754486,0.0971223065073729,0.271244384880938,0.109802818121041,0.106555473609351,0.08757993189697,0.0654473469698133,0.248311733835469,0.158887181701486,0.0371588632329728,0.096935314960872,0.317620018004306,0.0260354742831933,0.0385403861112759,0.0436089762261111,0.0819717550516364
R3388_YZ_52,0.0,0.442502112028578,0.109021379107078,0.360243563672555,0.0555826411196552,0.0129492558199846,0.0614163024920103,0.0273906646492182,0.536105212480451,0.0698271158943288,0.119813698188518,0.134174687696704,0.0453438115310801,0.227095306285092,0.0741157378430697,0.0022810527565846,0.0091722340480026,0.50911517669004,0.0176345349798548,0.0433728911482299,0.160217275267109,0.0789791305031189
R3388_YZ_54,0.0,0.430927304034825,0.180412784291848,0.445248362055494,0.0675445177908578,0.0342741238879785,0.271424529418083,0.061550039846865,0.392478355804065,0.0865186638828694,0.0962477367019532,0.0909806207480511,0.0770330724526352,0.0632874682511331,0.0444358350611857,0.0331430716918664,0.0196834762597617,0.556698772174184,0.0185563862486099,0.0078075622054862,0.104510639788949,0.0249830390771044
R3388_YZ_55,0.0,0.59974327126945,0.122710581353893,0.361893240415359,0.022098009939134,0.100400958231395,0.134566830025855,0.115504013819157,0.412687850111032,0.153314380501722,0.0669014080841657,0.0125750929907088,0.0887740343747855,0.153864147167651,0.0030540126782404,0.0,0.0698540583980312,0.518347287719777,0.014737995383185,0.0069912955530179,0.262933892755771,0.0238692756250811
R3388_YZ_57,0.0099124826876698,0.464562757550781,0.107083875035196,0.390489118349385,0.0151556183692873,0.0082591076463466,0.110774373066586,0.0789992487738796,0.518286761736375,0.100195526342537,0.100840807735741,0.104712110256265,0.0158399531352734,0.173990658744665,0.19260229453231,0.0364345748415866,0.0432363095592672,0.500817566921455,0.0078814137259286,0.239991265198198,0.199882953562535,0.0865127770179443
R3388_YZ_58,0.0193588861389255,0.528780985110423,0.140924851983557,0.307475796734968,0.077065469227422,0.0925315645159198,0.100067641853134,0.150087354253549,0.318136457673101,0.0732603515312117,0.072914431557488,0.0706386531395613,0.032322258939852,0.164224617998209,0.0679817636854298,0.0150776567550349,0.0431483536821273,0.532655179558349,0.0199013410678999,0.047029827837459,0.0960330730122273,0.0923500821746364
R3388_YZ_60,0.0,0.408603217630302,0.1958206882576,0.419989667867451,0.170287917826649,0.0464829555859624,0.212178773684454,0.0433529052484496,0.222769872634583,0.0774996420522339,0.105668404954439,0.0206655334639468,0.0858826721382143,0.101768200756609,0.122315818386305,0.0221784544918113,0.0353768543851759,0.369423178468664,0.0120152494407149,0.0110796389246148,0.07650251466071,0.0417496752077964
R3388_YZ_61,0.0,0.476251012037819,0.0690921737880687,0.360197430988566,0.0768392501561488,0.0431592499741328,0.11816091010807,0.0445257118761492,0.473612155950527,0.0656812494523066,0.104999721903686,0.106776313784773,0.0236263036252274,0.092543943185749,0.0146675452830599,0.0129809034383242,0.013788937738799,0.680306004212161,0.0175660981282638,0.0498287232456929,0.127116601383896,0.121535622189193
R3388_YZ_62,0.0,0.427693709723733,0.103065957262388,0.331000533351687,0.123618222224088,0.0052262300503619,0.0680950704902834,0.0451823013998168,0.355381331178704,0.142573098680055,0.116523942425571,0.0984002877036116,0.0412939622555288,0.129399273349307,0.295071725978756,0.0184767554716001,0.0202166837617834,0.406194402515298,0.0297883472889469,0.0579837961106384,0.0648971850508992,0.204958708099202
R4163_YZ_1,0.0,0.411785833762555,0.156852220091548,0.494704061056152,0.10031309693096,0.0662118419953289,0.473093933220548,0.0031917739008956,0.278977833709185,0.108002214771238,0.145435943100927,0.0252694233657894,0.297539475258807,0.263285440934253,0.0675441236004542,0.0446786138223132,0.0159322486002782,0.0959766565595865,0.0425495085438833,0.0,0.0660017265843818,0.040883979593539
R4163_YZ_2,0.0,0.295135421753814,0.225055282956921,0.439713404294083,0.0520883240292786,0.0449220663519372,0.292231645436303,0.0,0.284521628571004,0.0724200518963636,0.157463683639446,0.0070258778907089,0.371842439874959,0.183987184820614,0.002890655101378,0.0393406847454154,0.0,0.183925709251244,0.108549708958503,0.0,0.0139556567433069,0.0360974574922292
R4163_YZ_3,0.0,0.252977672237489,0.369194268648446,0.39421344300496,0.0427034449228573,0.0746861046458056,0.300323167270084,0.0258575980991523,0.258129822524987,0.0802976336752445,0.204825411651885,0.0131547332158194,0.292816798068524,0.21422605382742,0.0054383881722672,0.0212718703806207,0.0,0.0968327795192352,0.0847578132138191,0.0,0.0512628379121107,0.0992335678839279
R4163_YZ_5,0.0,0.305745800427838,0.217928067462072,0.450755446083488,0.0233220152864561,0.0692837011430524,0.244050682180389,0.0086571354998986,0.488532576943968,0.0820635777902812,0.224334282610541,0.0364193855722441,0.250821956291467,0.351347034841822,0.00517646585271,0.0394598170809343,0.0,0.0964446046986983,0.0192477924037911,0.0110240608643357,0.0752655694471346,0.0724154664620223
R4163_YZ_7,0.0061856938430745,0.40431890552177,0.1604782619424,0.457956623309663,0.037901917034401,0.048526561420137,0.336803988200359,0.0281921959116809,0.382588644343195,0.0791640745835362,0.158979674523131,0.115398850259022,0.207288991261254,0.305460665675188,0.0288647292744729,0.0311064055786622,0.0076381416240348,0.172591078217203,0.0219894815829591,0.198942738525871,0.0405581169418262,0.0569799542796239
R4163_YZ_8,0.0807609982143522,0.220383413171934,0.152619399199506,0.494636243821848,0.0782548196923716,0.0492420299318287,0.382654115236759,0.0,0.172420173961897,0.0932369534175602,0.122342233990001,0.0,0.559660826033796,0.100796373096593,0.0029826910911166,0.0292474222543105,0.0058982202415984,0.0932721231559992,0.0957100348242348,0.0,0.0496400426885974,0.0426496980122351
R4163_YZ_9,0.0,0.425821446548514,0.154640085181556,0.269915860893903,0.0602920717918311,0.0510518863521306,0.170664077685619,0.0068366812732244,0.515526121177182,0.0617873591734122,0.15028619932434,0.103925643670155,0.126877154403152,0.474017848825809,0.0402235941418035,0.0431057914523079,0.0099494470406627,0.122126090313047,0.0207359125896861,0.0661980601529649,0.209823992517648,0.03018449883907
R4163_YZ_16,0.0,0.437595566035422,0.0772431804171642,0.187191025065594,0.0215236406024508,0.132539297593237,0.14927977310527,0.0068697365887442,0.556123737428985,0.037149601434052,0.189046906589488,0.0522808685426326,0.0600499962203062,0.472063755857912,0.082973473467874,0.0845352268886809,0.0017577854200864,0.19441889128359,0.0091202943623824,0.0851739708966402,0.167779409702414,0.0551199814322631
R4163_YZ_17,0.0,0.247284469912753,0.151581579959431,0.397817967793067,0.161169177738318,0.0560075800768815,0.17849512097552,0.0,0.395630214617662,0.0896174617882987,0.21439003875329,0.0,0.372844957263178,0.191035931552915,0.0155209868565729,0.0278023878149829,0.0,0.10649567414894,0.140627172586073,0.0,0.0168523067514277,0.0786077523836064
R4163_YZ_18,0.0,0.344960033123203,0.172405050885913,0.388355781886226,0.194712177834521,0.0504722750070713,0.175141533623194,0.0061901967336682,0.380475860714759,0.0343973377540813,0.173912210339371,0.0,0.249773919404607,0.236795610161019,0.0145017489115276,0.0221857366941809,0.0098695258247619,0.20348412646847,0.112118238526863,0.0046855063911231,0.043169451775864,0.0328421626722654
R4163_YZ_19,0.0,0.364705750066647,0.196182024186966,0.43076890453358,0.0643165857419005,0.0457402609604334,0.239161332545245,0.0045568287848727,0.495069945580952,0.0921945861557837,0.140313289653445,0.0,0.196100335573374,0.142954808097549,0.0235819806598462,0.0365175759876055,0.0131598792364631,0.379232801615253,0.0618804636038324,0.0,0.0324764996838033,0.0425749849245156
R4163_YZ_20,0.0031893398728697,0.445338366270418,0.0991633445457271,0.363920366582793,0.0335296303610091,0.067278224230504,0.100837376017866,0.0150820112607648,0.61586819820572,0.0930516153512154,0.159095483863967,0.0619588407633392,0.0601927502991304,0.270352076315283,0.0868492638479314,0.0423250204633951,0.023151990388004,0.408971047499276,0.016177451652729,0.0840888828921611,0.100117748063759,0.0388476555284972
R4163_YZ_21,0.0159783427119372,0.388547748576194,0.0877595646787085,0.373857639164233,0.0358430021195842,0.0830541337746466,0.419572112012143,0.0029671019736813,0.388126374771301,0.0652790751245781,0.202504601138795,0.0152723729132348,0.144700645843274,0.105756188044861,0.145551551243653,0.109239439605094,0.0,0.465112321779606,0.0986360073160526,0.0,0.0448391495305484,0.0317627241822592
R4163_YZ_22,0.0032590428145299,0.368845295520645,0.149066861866858,0.433973129993455,0.0605804342691132,0.0281905003033803,0.215885717207132,0.0134073122761988,0.558293122090804,0.102063768521662,0.131352171325127,0.0307130492722156,0.128277835332101,0.139298608298829,0.0425392235979558,0.0517195182287964,0.022310789187227,0.485426413193633,0.0577775325061987,0.0,0.0666247306772732,0.0198765439556092
