,NK_LungPredict_Subgroup_4_10,M2_LungPredict_Subgroup_2,CD8_LungPredict_Subgroup_11,B_LungPredict_Subgroup_3_4_10,M1_LungPredict_Subgroup_3_4,Cancer_LungPredict_Subgroup_1_3,NK_LungPredict_Subgroup_8,CD4_LungPredict_Subgroup_4,Mono_LungPredict_Subgroup_6,M1_LungPredict_Subgroup_1_6,CAF_LungPredict_Subgroup_1_4_3_2,NK_LungPredict_Subgroup_2_11_3,Dendritic_LungPredict_Subgroup_1,CD8_LungPredict_Subgroup_1_12_15_4_13_2_7_3_6_8_14_6_4_7_13,M2_LungPredict_Subgroup_1_4_3,Macrophages_LungPredict_Subgroup_1_2,M1_LungPredict_Subgroup_5,Mono_LungPredict_Subgroup_3_9,Endothelial_LungPredict_Subgroup_1_4_3,Mono_LungPredict_Subgroup_1_2,CD4_LungPredict_Subgroup_1_8_11_2_10_12_6_12,CD4_LungPredict_Subgroup_3_14_13,CD4_LungPredict_Subgroup_5,B_LungPredict_Subgroup_9,M0_LungPredict_Subgroup_2_3,B_LungPredict_Subgroup_1_7_8_5,CD8_LungPredict_Subgroup_10,Mono_LungPredict_Subgroup_4_8
Test.FFPE.01,0.037932847836652,0.0473893409741256,0.2033757595053,0.536491047865134,0.0102269756426993,0.715868848829136,0.0105306179574913,0.29807135295177,0.0075801403750718,0.396886580126536,0.487470337015933,0.0268948419401817,0.0568050131826797,0.0012385483595355,0.0478272418675662,0.123694494789594,0.344382094989007,0.158716450954138,0.089137316697401,0.0637915414255726,0.0337703996608137,0.0648144412246752,0.0077567340391959,0.189539306440844,0.0472758930859578,0.0283515279504695,0.0665079816857091,0.0421142253801403
Test.FFPE.02,0.0332057384921977,0.054341805182955,0.0644393603390006,0.679333302672414,0.0369368171214513,0.618302551495841,0.0317632483667568,0.325736595430045,0.0075801403750718,0.427458034074463,0.483191250805932,0.0107027751479556,0.0311271219113816,0.0430428444367895,0.0445319056943766,0.200316140838795,0.246014658151363,0.10362663890129,0.0487087712588979,0.0915333128382048,0.0597025529913648,0.0578488116347124,0.0146861193518834,0.248350774268464,0.0342554148256217,0.0719526219342542,0.0290338966011729,0.048459124999255
Test.FFPE.03,0.0531442881353248,0.0713963958548438,0.0217339264306166,0.755852496356126,0.0244375018269648,0.4291647375314,0.0588805185957742,0.336979125408739,0.0075801403750718,0.392085187979069,0.275958877138365,0.0111780084655149,0.0178368105811467,0.0195352382141982,0.178934133765439,0.398397410016383,0.29081671295529,0.0927565172032984,0.0590475717866401,0.0960960074305748,0.072161693389921,0.0375902583616099,0.0025495067361313,0.155045027237115,0.0608006112074938,0.0493598391740568,0.0182809916227822,0.103208798216046
Test.FFPE.04,0.0143157658738084,0.0607215768231629,0.0890746303295461,0.584361813304155,0.0219401917511995,0.570269715739826,0.0144229523743721,0.245912891825266,0.0075801403750718,0.42322199628949,0.514920645126575,0.0159475265668729,0.0225793446884378,0.0042880412213363,0.1425998554627,0.113558067020722,0.430335492896049,0.130733491667199,0.102678881927746,0.0722763593053142,0.0475290039820674,0.0630666513724821,-0.0061157587923087,0.249756535669064,0.0226843545126869,0.065468721377184,0.0800655081164409,0.0277070276267162
Test.FFPE.05,0.0217636390966911,0.0519802560964766,0.100657902320493,0.635005819155445,0.0430983152378549,0.513196149312873,0.0109256632246706,0.161824142150272,0.0075801403750718,0.596344768689259,0.482550591360509,0.0242381595117803,0.0115217669301164,0.0589031265082353,0.017388729679484,0.170656856931309,0.345035569109332,0.10769557911716,0.0427443699603136,0.0693485006346162,0.0435357159640758,0.0617057055995754,0.0478875680119474,0.242512325911479,0.0267213298512239,0.0853315898296774,0.0245839448257603,0.0390821215606747
Test.FFPE.06,0.018268869035348,0.11067498299439,0.152653528108764,0.520724204365793,0.0294877903949071,0.742847894622234,0.0093995184975164,0.478842209679236,0.0075801403750718,0.256478918883986,0.568547840624026,0.107011956261722,0.030329541143318,0.0127030100078552,0.105376939250646,0.104146471900032,0.269519858734333,0.155256029695491,0.0686589825877705,0.0595923941922656,0.0222020829685958,0.0497829448086694,0.0022523404819673,0.183642129949713,0.0263761253393951,0.037126928565246,0.0302378733823404,0.057592879938767
Test.FFPE.07,0.0382558597229435,0.0473790342814893,0.114414863170384,0.648498404578352,0.0731250264028666,0.660742360102012,0.014103280650746,0.250672397645202,0.0075801403750718,0.431567211615705,0.404203152415556,0.021752319063748,0.11033300270417,0.0315948645778652,0.0832421162759297,0.252328590452727,0.397698678634868,0.109053951217348,0.0660880998878291,0.0898601350314776,0.0517569207642417,0.067297575720879,0.0386889619988791,0.140372953758961,-0.0001499422496485,0.0219909746814894,0.0162153547366777,0.114836583782523
Test.FFPE.08,0.0235461835489464,0.0731844382694723,0.10504540326334,0.584404801874689,0.0593378960307279,0.682554098313961,0.0093995184975164,0.304134897929447,0.0075801403750718,0.379915732471261,0.588822442807005,0.0701897718205105,0.0372707857042447,0.0015970751225798,0.0240313429199841,0.163895178862688,0.360470659643,0.145865303271698,0.03886388353865,0.0666679550376686,0.0214047533656897,0.0675025610790746,-0.0061157587923087,0.174101941793807,0.0459204140686252,0.0488608481447433,0.0229712135209434,0.0663461864777191
Test.FFPE.09,0.0308836730126882,0.0614666661551473,0.0894636961951662,0.511804292966077,0.0059556648601144,0.651186319459516,0.0093995184975164,0.238934249434048,0.0075801403750718,0.509497905534319,0.617392183707172,0.0376454989533276,0.0630925720498814,-0.0034950315648821,0.0245000225997701,0.127569293576056,0.456266871013951,0.181523462092923,0.0448960319040159,0.0650657249102754,0.0261612453406134,0.0696290845742803,-0.0009296828906295,0.142442894129994,0.250054201946187,0.0166222328724593,0.057376216605906,0.0368019085059599
Test.FFPE.10,0.0196108901868773,0.072534738194013,0.108845470731344,0.665181345572093,0.035396986176174,0.625841814615565,0.0093995184975164,0.246014977929269,0.0075801403750718,0.285770059682927,0.433562669865122,0.0220746053392624,0.0311799958134778,2.01255483247137e-05,0.124692522864042,0.256393662131504,0.415504617122593,0.11910082834357,0.115947385238149,0.0796005764636804,0.0467907912528276,0.0508293671431096,-0.0029991137136762,0.208138551967721,0.0622601195314128,0.0330938895212121,0.0093322495543657,0.0751393880714689
pvalue,0.0012021376556925428,0.002779301030147947,0.0023093461898107087,0.0022766463501216498,0.007543660190276287,0.009193706951418896,0.013096571344867058,0.020933550628220204,0.042784338641339494,0.03041555241352713,0.017740848410956064,0.01707416254194568,0.03477032665735484,0.04706983887281494,0.014877876000704848,0.026651629121038047,0.02111214337349954,0.0370755694944478,0.04047589051722789,0.04017211230781319,0.02431006714471853,0.03264504229206145,0.043162102922635615,0.04195703101248079,0.02658592974072927,0.04056900695407827,0.030584354804934547,0.03993584653934036
