"Gide_PD1_10_Post" "Gide_PD1_10_Pre" "Gide_PD1_11_Pre" "Gide_PD1_12_Pre" "Gide_PD1_13_Post" "Gide_PD1_13_Pre" "Gide_PD1_14_Pre" "Gide_PD1_15_Pre" "Gide_PD1_16_Pre" "Gide_PD1_17_Post" "Gide_PD1_17_Pre" "Gide_PD1_18_Pre" "Gide_PD1_19_Pre" "Gide_PD1_2_Pre" "Gide_PD1_21_Pre" "Gide_PD1_23_Pre" "Gide_PD1_25_Post" "Gide_PD1_25_Pre" "Gide_PD1_27_Pre" "Gide_PD1_29_Post" "Gide_PD1_29_Pre" "Gide_PD1_3_Pre" "Gide_PD1_30_Pre" "Gide_PD1_34_Pre" "Gide_PD1_35_Pre" "Gide_PD1_36_Pre" "Gide_PD1_38_Pre" "Gide_PD1_4_Pre" "Gide_PD1_40_Pre" "Gide_PD1_41_Post" "Gide_PD1_41_Pre" "Gide_PD1_42_Pre" "Gide_PD1_44_Pre" "Gide_PD1_45_Pre" "Gide_PD1_46_Pre" "Gide_PD1_47_Post" "Gide_PD1_47_Pre" "Gide_PD1_48_Post" "Gide_PD1_48_Pre" "Gide_PD1_49_Pre" "Gide_PD1_5_Pre" "Gide_PD1_50_Pre" "Gide_PD1_52_Pre" "Gide_PD1_53_Pre" "Gide_PD1_54_Pre" "Gide_PD1_6_Pre" "Gide_PD1_7_Pre" "Gide_PD1_8_Post" "Gide_PD1_8_Pre" "Gide_PD1_9_Pre"
"BACH1" 2.74936429925278 2.05651291702867 -0.386219131259844 0.289244197963733 -0.664234738254185 -1.00921555528876 -0.629486098808116 -1.33490692503846 -1.50620143880821 0.612005750457532 0.913227028882175 -0.00529378173563656 0.377848852411027 -0.116258759757826 -0.391287459028384 -0.237032232998253 0.0999400455181637 0.725307235936688 -1.85946687334947 0.13436447589557 0.41084991824386 0.0278546739416877 -2.15214673479092 -0.161165897617697 0.59455010268884 -0.692178056983008 -0.591321281476706 -0.816474412826829 -0.107560185855844 -0.657978565710591 -0.580082269264635 -0.267262837640844 -0.299703549796747 2.03149109672421 2.61064256397879 -0.283118562571408 0.560544705762566 0.850770514251201 1.56289108048008 -0.417523298974101 -1.04185293717873 1.55745069454887 0.838270729499302 -0.711702815151312 -1.57950700898891 0.157807653016128 -0.0490298336223502 -2.26632960881808 -2.47257629764053 0.0366180536635732
"BACH2" 1.63843390939258 -0.144000260464184 0.192136353103546 -1.99052024039233 -4.27162999010557 -3.38213009303094 -2.31373186633795 -0.989454740562309 -2.58019618593653 3.33014713067935 0.146418041354266 0.449350515529231 -1.47143477325455 2.70208561459125 -1.41598560675148 1.43124093529904 1.66036955167958 -0.214798906352246 -4.84912238318565 -3.6562465061152 -3.53110982233818 0.00733700277345652 -0.504075282950183 -1.32544386361277 0.98665107416614 0.0872836551816841 2.17064523496497 0.946871846376264 1.42436188094961 2.92736318344413 -0.57262723647675 1.37653303752349 3.09955296346541 2.33116874716225 -0.952039104178649 -1.44402481204925 1.42080991583924 2.94054924068036 2.67699413932085 -1.7832276747733 -2.8770209441377 0.417327271813066 1.33543862938622 1.03171770023134 0.53597006419996 2.29937928788507 0.798954485396398 -1.39999617696999 -2.09447986266389 1.8422539150383
"BATF" -1.70714655835077 -5.4791191567632 -2.11556893824965 -4.10338090367811 -5.1901353063101 -5.22585552701932 -3.35831926651914 -0.953494715946104 -3.70642017723909 6.58063061462305 2.07831416074553 -1.67388332553684 -5.32864061259725 6.76883568575638 -0.0859387517753963 -1.52235489828981 4.06629938325151 -1.85232030165573 -5.06452604884628 -3.59007939306286 -3.36911776004091 -2.82726054370656 -4.15789492961155 0.733109392845054 2.35346897845299 -2.1028717072073 4.10961676545672 2.66749267483574 4.63335327540127 7.04309328164451 -1.97788038496755 -2.32113693012818 6.63703433610543 4.85133548771792 -1.62490049676423 1.08412627830143 4.28899041665791 9.19118122958064 5.76685465671405 -4.23369897743002 -3.87407636603381 -3.22107109365007 1.65762773027998 2.41059600382499 -2.55247820898357 4.58982367508814 3.12478074941001 -2.30728308300778 -3.46940257722142 1.96171788709731
"BCL11A" -1.45111937756097 -3.4283337669536 0.400351671132677 -1.95254607047971 -3.18698009924989 -2.35234337209058 -1.32122618624255 -0.215633053038068 -1.48130634899513 1.08017377813051 -1.55588513129967 -0.368803194478139 -2.71220475293159 2.10029329040099 -2.81211820367755 -1.53297299995184 1.1775956696265 0.19522262983736 -1.60647226341512 -1.65489010137367 -2.18036183969509 -1.61630865640402 -1.87465764946796 0.572372741406188 1.72032886080017 0.84141704550231 2.34173095208178 0.330244478900926 1.52144317431397 2.41085304713439 -2.46248430789127 -0.487887378448394 4.58337076444496 2.44277601769603 -0.309587728885653 0.369752055035184 1.92226188849823 3.68701155172041 3.16752338348802 -2.35119035870314 -1.88530572279384 -2.11789379549356 -0.156193283556603 2.08347462576816 0.261254830328874 3.287946538788 1.38764403549662 -0.449344498249718 -0.323650658858554 0.498448228047101
"BCL6" 0.476542136631025 1.62505497284396 -0.5282821672529 -0.49839635883413 3.36357998549221 2.70125989997253 2.70576065937801 -0.239000454815593 3.13878962497814 -2.05783591757577 1.02477544802137 1.54491920641469 1.15764614496952 -1.60176542828595 -0.439316401973666 1.65410763635821 -3.39359282279892 0.749089302766762 4.13058147193183 1.34314302281728 1.61867772773037 0.989557426427536 1.36356994030718 -1.17863970603367 -2.67179152532551 -0.467365344550961 -1.2677339525978 0.579749995236477 -1.60075407097957 -0.842516063648965 1.17459962279132 -0.172190321403635 -2.5804847911002 -2.50100775166132 1.71033089057159 1.11032592510968 0.293136901529355 -4.91451039794482 -3.65519795835752 1.54654866848712 3.01362401450729 1.18622980162989 -3.11983537881182 -3.80558939349276 -0.754483616785006 -1.7123827971056 -0.0235587119465721 1.32316832225575 1.51814806459112 0.585588667589998
"BHLHE22" 0.100532473127841 1.07657428620142 0.977230136416095 -0.174340734857968 2.06611454029502 1.39845922398248 1.07546665637373 -0.717611195510833 -0.35821298032456 0.228164954084525 -1.48281942754714 -0.121284167987215 1.42576425428517 -1.45018792286174 1.60478103346039 -1.64658289470746 -0.0640715339414682 0.220393552616809 0.58214319333655 0.216682092276554 0.321066868571479 -0.45991669061519 1.31994656692342 -1.7345510972763 0.721470178533535 0.665644851988704 -1.82705719349874 0.81680891921633 1.01384098680905 -2.63962652075098 0.0307001420984904 -1.15801419955524 -1.81632671430612 -1.66084105104575 0.883939492263719 0.587023499152418 -0.771535245225686 0.144961812235351 -1.70351158674467 0.160358851081894 1.38643081416654 1.01398234655374 -0.238991860943261 -1.98968256275613 1.06861556456322 0.915231283722197 0.174688574812884 0.316046784809028 0.879550861881209 0.440464312925272
"BHLHE40" 0.406738760865785 2.73068403024381 -0.4975796106751 -1.09283674687944 3.25415497086676 4.55177407968103 1.15091238140027 0.363998928465339 1.25653774669578 -2.30213476300703 -1.3889805709241 -1.32815636739869 0.74133301418815 -1.90993727987079 1.43585393354122 -0.266299206980701 -3.06109175838747 -0.475462376495935 1.39763088177652 2.58089688128494 1.21368012151211 0.465393693244859 0.571455148668735 -0.183369038497232 -1.5551726529926 -0.978794342670606 -3.47063336527885 -0.429063023932909 -0.0436119375569916 0.176101301294853 1.02496560675996 -0.564388541582364 -1.8061142358515 0.882471578192743 0.664937320479678 3.94014500806938 2.99142709589464 -2.73882952814586 -5.9956318307063 1.00927937673272 3.21537289830242 -0.469308422444926 -1.48208863442366 -2.26008979654435 -0.480756687560065 1.86227388686499 -1.0781327339134 1.68922235472436 2.34170294823968 0.777794880042446
"BPTF" 0.593487108391834 -0.299223873966509 1.02760529570635 0.0920497829901165 -0.0514039114824505 1.04658125901852 -0.622795632100546 2.62785299161994 1.84106819710829 -0.596724423449948 0.232545289141794 -1.95666287139668 0.563660992970044 -0.00780537061027645 -2.19929662344578 -0.626413000416467 -0.136932134548366 0.975376750369019 0.456708694218411 1.01858807002344 0.866362772720561 1.56797249895927 -0.0105490457001333 -0.826128251542133 -0.967861770691727 -0.133232878893005 -1.73554407471005 2.05349305000073 -1.33417931307276 -0.678099566820023 -0.417974057231276 -1.42778586098132 -0.629744099787204 -0.191698607496075 -1.74093211004251 1.51220976650338 1.8389878954435 -1.29048888289253 -1.81669438933359 1.26407660839487 -1.59887495584083 -1.43689839894004 -1.73421288557005 -0.189005428273447 1.47104420267794 -0.500809452063744 -1.13530332881389 0.698160536017249 -0.260112562670847 0.549974074924537
"BRF2" 1.90502948617782 1.44936880465431 -2.08874608365699 -1.61183167130698 1.73672871070342 1.32687902910444 0.79128673679657 -0.110014894508821 -0.963189314977825 -1.28694917840974 -0.452775408540208 -0.296621453792693 1.46073115041711 0.319649971408799 2.76104098264469 0.750531919594639 -1.07915128800778 1.42967724310527 -1.44971084969693 -0.791844451412072 -1.21003946030982 -0.685729937944167 0.147936244940648 -0.383892668373092 -1.45602568873152 2.15094208799793 -1.92171833003189 -1.64000952872024 0.0059693943589352 -1.6137325337246 -0.640668726675412 -2.48722306609718 -0.389517386000252 0.0881053345604174 0.740976533933133 -0.723557093298846 -1.60865098265664 -2.04654497768793 -0.234057077704507 1.62978245705865 -0.0723540447233986 1.28469424755934 0.495321204904704 -1.5914164807788 0.416456229226296 -0.183306964785188 -0.252118982531699 0.948624482881247 1.05692914668959 1.16535865307918
"CBX2" -0.854665626549406 -3.17446364009647 4.42203727778988 3.10698548158566 -4.76397330569966 -0.80765267508965 -1.67421462086192 5.16567546315615 2.4094517647215 1.7330426403743 -0.252578580846364 1.00499159459718 -3.50799901002458 4.19974259558754 -1.81099764389017 0.3333370860275 0.857362101875121 -0.489385672328878 2.63394705304224 -3.28546628146371 -2.36509275664714 2.00078895262696 -2.02007315562174 -2.63861408565152 3.06025580379694 1.46595196427994 1.58388221007733 -0.4844644690011 -1.91515628574194 2.70889194661365 -0.974915347263981 5.27332149398419 -2.16139432629439 2.50302086149012 -2.45268845273685 2.3691632125879 3.98289508071383 -4.99447847958994 -0.796579503224871 -2.54506623548743 -0.770176945864997 0.542411900935447 -4.23145274118824 0.782170607255923 -1.47788380079842 1.5713887166134 -2.38415755036845 -0.521493708894415 -0.344665014859481 0.743555167811605
"CDX1" -0.732898199717227 -0.940981000330025 1.61901683179785 0.0273892933238871 -0.576156997989787 -1.85337479540264 -0.545555719505444 0.823168314185018 0.37144053820865 0.988041577442912 0.950081258332267 -1.34082472474445 1.18528158434333 2.19063926834503 -1.27517921085923 -0.554322447005772 -0.0864146365238248 -1.11153129364448 -0.00872975555444187 -0.289241068599874 -0.329798966006106 -0.042154162743779 0.340030858619157 -1.40830376737297 1.42303823679288 -0.0737986444527994 -0.155595707990252 0.970743941459834 -0.28592323845323 1.27492265448122 -0.0432747480858213 -0.506557036582011 -0.737221444103759 -0.305499348963164 -0.978815154592442 0.668516041464881 1.44056576534011 0.928520938455427 0.39090426520689 -0.0995386728144735 -1.96399623893439 0.442359832519341 0.062103949352508 0.270102487192927 -0.999424724274437 -1.14086703127401 0.642105602122331 0.646255917359403 0.179479168390152 0.550173037632082
"CDX2" 1.69166258333849 -0.758461891952425 3.64247581660053 1.70182488720801 -0.849100557716314 -0.574610381457442 -0.0339780364450105 1.19886862829975 -0.450787941103737 1.14414968474525 0.886832405690006 -0.645692905332983 -0.95391244148676 0.50949051520332 -0.662203340853888 -1.01781585082906 2.40990640903499 0.152132040744844 0.0413684939487529 -2.27303649101262 -2.15482300883146 1.81587867140935 -1.31278901357284 0.310864757755374 3.47931303113052 -0.324117729308226 0.0303926366934779 0.844247829046776 0.187355193699968 0.277194276671656 -1.58463291521388 0.499791622589891 -0.894132162124153 2.1164404632088 -1.62691190604316 2.44276801906673 3.48522554259326 -0.370669583856813 -1.62122241008568 -1.33406544211238 -0.217499084987778 0.768981051449673 -1.82655317243756 -0.968291172898508 -0.248995959466702 -0.252691823663581 1.01670070143344 -0.587027095153463 -0.492290992808955 0.568165306075064
"CEBPA" -1.02351878057322 -1.69035112064586 1.16465186844303 -1.81177874856563 0.0232494599624524 -2.92283142941088 -1.6277196803996 -0.568355362274974 -1.74921233229584 3.77608723435382 2.47246209541841 1.30333587795369 -0.128338453147092 2.95978138506295 0.975435450215126 -0.154622829736982 2.97538515656284 0.380031416422371 -3.14848718842144 -4.20690856322535 -4.69862654780624 0.370736406896926 -1.23369227364093 -1.16943940449501 1.61554465174007 0.880263416836589 2.12657284882027 3.20571863033736 -0.696753401891812 1.99933012541005 1.44162036635291 1.69602860291281 -0.215664340297518 0.069770654670767 0.917704869659893 0.60790792053668 1.90160323542348 1.66634637788484 2.40061842860062 -0.743898167394766 -2.03831102017853 0.420799419305707 3.15035228134448 -1.19590423790569 0.72152144549005 -1.39654141803637 2.24577269639845 -1.22101371450627 -1.72993513819744 0.123471430436225
"CEBPB" -2.11926376422739 -2.9375331605752 1.95513046564698 -0.653759485566402 -0.265411630244752 -3.33919151259333 -0.161554405570723 0.62765940317893 -0.639995697564027 3.87696530760495 0.848183679793948 -0.201094626380452 -0.906009583122281 2.73499647703436 1.82882801187312 -0.221729730597099 3.08400880523849 -1.26961568332366 -2.19562333671891 -3.30554053343156 -2.28541958898507 -0.416030626660892 -0.126344866338413 -0.139637377994873 1.49659887494033 0.544922869765828 1.44712062546791 1.62519226791593 0.0866254808169416 1.17263276087061 1.07299262579348 2.09634721247832 0.225050614125506 -0.687148435780483 0.240032488798132 -0.110695536778827 0.983408046845897 0.708190318205271 1.67535883889108 -1.88533540886966 -0.712443692995219 0.871276978289409 3.41845895076619 1.43001636026996 -0.552060776771215 0.111082505820228 0.665457122550465 0.00910924481610624 -1.46474054834536 1.74090766124519
