Image Tag,Analysis Region,Total Cells,Hoechst 33342  ,Rhodamine 6G  ,Cy5  ,5-FAM  ,Texas Red  ,Hoechst 33342 Positive Nuclei Cells,Negative Nuclei Cells,Rhodamine 6G Positive Cytoplasm Cells,Cy5 Positive Cytoplasm Cells,5-FAM Positive Cytoplasm Cells,Texas Red Positive Cytoplasm Cells,Negative Cytoplasm Cells,VISTA+CD11b+ Cells,VISTA+CD11b+PanCKp Cells,VISTA+CD11b+PanCKn Cells,VISTA+CD68+ Cells,VISTA+CD68+PanCKp Cells,VISTA+CD68+PanCKn Cells,CD11b+CD68+ Cells,CD11b+CD68+PanCKp Cells,CD11b+CD68+PanCKn Cells,VISTA+PanCKp Cells,VISTA+PanCKn Cells,CD11b+PanCKp Cells,CD11b+PanCKn Cells,CD68+PanCKp Cells,CD68+PanCKn Cells,% Hoechst 33342  ,% Rhodamine 6G  ,% Cy5  ,% 5-FAM  ,% Texas Red  ,% Hoechst 33342 Positive Nuclei Cells,% Rhodamine 6G Positive Cytoplasm Cells,% Cy5 Positive Cytoplasm Cells,% 5-FAM Positive Cytoplasm Cells,% Texas Red Positive Cytoplasm Cells,% VISTA+CD11b+  ,% VISTA+CD11b+PanCKp  ,% VISTA+CD11b+PanCKn  ,% VISTA+CD68+  ,% VISTA+CD68+PanCKp  ,% VISTA+CD68+PanCKn  ,% CD11b+CD68+  ,% CD11b+CD68+PanCKp  ,% CD11b+CD68+PanCKn  ,% VISTA+PanCKp  ,% VISTA+PanCKn  ,% CD11b+PanCKp  ,% CD11b+PanCKn  ,% CD68+PanCKp  ,% CD68+PanCKn  ,Hoechst 33342 Avg Positive Nuclei Intensity,Rhodamine 6G Avg Positive Cytoplasm Intensity,Cy5 Avg Positive Cytoplasm Intensity,5-FAM Avg Positive Cytoplasm Intensity,Texas Red Avg Positive Cytoplasm Intensity,Avg Cell Area (μm²),Avg Cytoplasm Area (μm²),Avg Nucleus Area (μm²),Avg Nucleus Perimeter (μm),Avg Nucleus Roundness,Area Analyzed (μm²)
NVA_PREDICT-COMBO2-Prod_19T025493-13.LP-01-11.C2.czi,Layer 2,92153,92153,175,4752,38163,19730,92153,0,175,4752,38163,19730,39860,83,49,34,1384,229,1155,4,2,1155,8452,11278,118,57,767,3985,100,0.189902,5.156641,41.412651,21.410046,100,0.189902,5.156641,41.412651,21.410046,0.090068,0.053172,0.036895,1.50185,0.2485,1.25335,0.004341,0.00217,1.25335,9.171703,12.238342,0.128048,0.061854,0.832312,4.32433,26152.39648,430.649811,9960.617188,2601.950928,444.430542,93.937607,60.926605,33.011005,26.152824,0.71691,29812030
NVA_PREDICT-COMBO2-Prod_19T023717-4.LP-01-05.C2.czi,Layer 1,389089,389089,116,2792,231024,12208,389089,0,116,2792,231024,12208,146194,9,4,5,144,23,121,0,0,121,2528,9680,87,29,504,2288,100,0.029813,0.717574,59.375618,3.137585,100,0.029813,0.717574,59.375618,3.137585,0.002313,0.001028,0.001285,0.03701,0.005911,0.031098,0,0,0.031098,0.649723,2.487863,0.02236,0.007453,0.129533,0.58804,16155.25293,402.726898,5354.054688,3501.805176,462.964661,99.282036,53.44939,45.832645,30.719013,0.719569,67080764
NVA_PREDICT-COMBO2-Prod_19T023717-4.LP-01-05.C2.czi,Layer 2,131475,131475,63,5029,60056,12770,131475,0,63,5029,60056,12770,60113,22,13,9,110,25,85,0,0,85,6095,6675,46,17,321,4708,100,0.047918,3.825062,45.678646,9.712873,100,0.047918,3.825062,45.678646,9.712873,0.016733,0.009888,0.006845,0.083666,0.019015,0.064651,0,0,0.064651,4.635862,5.077011,0.034988,0.01293,0.244153,3.580909,17786.10938,408.304504,7008.393066,2496.554688,407.169006,97.186333,62.535774,34.650555,26.734856,0.723082,49832872
NVA_PREDICT-COMBO2-Prod_19T023503-17.LP-01-06.C2.czi,Layer 1,1371430,1371430,98,7132,791847,54648,1371430,0,98,7132,791847,54648,522995,4,1,3,539,37,502,0,0,502,3674,50974,94,4,1017,6115,100,0.007146,0.520041,57.738785,3.984746,100,0.007146,0.520041,57.738785,3.984746,0.000292,0.000073,0.000219,0.039302,0.002698,0.036604,0,0,0.036604,0.267896,3.71685,0.006854,0.000292,0.074156,0.445885,15238.56641,410.027039,5772.230957,2915.650635,534.12207,96.0625,49.646374,46.416126,31.102741,0.714221,224061696
NVA_PREDICT-COMBO2-Prod_19T023503-17.LP-01-06.C2.czi,Layer 2,15806,15806,113,502,4569,222,15806,0,113,502,4569,222,10598,4,4,0,2,0,2,0,0,2,46,176,112,1,38,464,100,0.714918,3.176009,28.906744,1.40453,100,0.714918,3.176009,28.906744,1.40453,0.025307,0.025307,0,0.012653,0,0.012653,0,0,0.012653,0.291029,1.113501,0.708592,0.006327,0.240415,2.935594,12801.94141,404.691528,7189.039551,2384.290039,416.131653,99.437134,63.663307,35.77383,27.440231,0.711053,14679932
NVA_PREDICT-COMBO2-Prod_19T022564-10.LP-01-04.C2.czi,Layer 1,857660,857660,21,1173,396968,12938,857660,0,21,1173,396968,12938,447424,2,0,2,5,0,5,0,0,5,779,12159,13,8,65,1108,100,0.002449,0.136767,46.285007,1.508523,100,0.002449,0.136767,46.285007,1.508523,0.000233,0,0.000233,0.000583,0,0.000583,0,0,0.000583,0.090829,1.417695,0.001516,0.000933,0.007579,0.129189,13635.34863,452.398834,4893.211914,2878.57666,380.790558,99.871689,54.795868,45.075825,31.155443,0.702996,157748752
NVA_PREDICT-COMBO2-Prod_19T022564-10.LP-01-04.C2.czi,Layer 2,24203,24203,4,906,4577,352,24203,0,4,906,4577,352,18449,0,0,0,3,0,3,0,0,3,34,318,3,1,45,861,100,0.016527,3.743338,18.910879,1.454365,100,0.016527,3.743338,18.910879,1.454365,0,0,0,0.012395,0,0.012395,0,0,0.012395,0.140478,1.313887,0.012395,0.004132,0.185927,3.55741,17665.18359,349.782532,5703.000977,2227.159424,415.980713,89.465889,59.701336,29.764551,25.396851,0.690382,5602393
NVA_PREDICT-COMBO2-Prod_19T021810-3.LP-01-03.C2.czi,Layer 1,125154,125154,767,4412,71195,14380,125154,0,767,4412,71195,14380,41639,107,48,59,2069,237,1832,49,7,1832,4077,10303,708,59,563,3849,100,0.612845,3.525257,56.885918,11.489844,100,0.612845,3.525257,56.885918,11.489844,0.085495,0.038353,0.047142,1.653163,0.189367,1.463797,0.039152,0.005593,1.463797,3.257587,8.232258,0.565703,0.047142,0.449846,3.075411,16781.29688,404.19516,8171.003418,5330.085449,487.919952,87.844543,51.478397,36.366146,27.647823,0.714743,28305412
NVA_PREDICT-COMBO2-Prod_19T021810-3.LP-01-03.C2.czi,Layer 2,66188,66188,1302,612,33933,4791,66188,0,1302,612,33933,4791,30527,167,151,16,265,73,192,9,1,192,3330,1461,1280,22,159,453,100,1.967124,0.924639,51.267601,7.238472,100,1.967124,0.924639,51.267601,7.238472,0.252312,0.228138,0.024174,0.400375,0.110292,0.290083,0.013598,0.001511,0.290083,5.031124,2.207349,1.933885,0.033239,0.240225,0.684414,13229.25391,391.355713,12003.44434,2450.536377,412.653992,102.440422,59.734985,42.705437,30.815866,0.686568,62172344
NVA_PREDICT-COMBO2-Prod_19T021772-7.LP-01-02.C2.czi,Layer 1,112065,112065,365,3022,58332,2677,112065,0,365,3022,58332,2677,48873,179,21,158,223,8,215,1,0,215,388,2289,47,318,396,2626,100,0.325704,2.696649,52.051933,2.388792,100,0.325704,2.696649,52.051933,2.388792,0.159729,0.018739,0.14099,0.198992,0.007139,0.191853,0.000892,0,0.191853,0.346228,2.042565,0.04194,0.283764,0.353366,2.343283,18251.34766,489.636597,7520.145996,3754.192383,367.714508,92.572243,54.457615,38.114624,28.425739,0.709563,17958146
NVA_PREDICT-COMBO2-Prod_19T021772-7.LP-01-02.C2.czi,Layer 2,177649,177649,41,3982,52707,7534,177649,0,41,3982,52707,7534,116427,21,8,13,127,9,118,0,0,118,2777,4757,19,22,115,3867,100,0.023079,2.241499,29.66918,4.240947,100,0.023079,2.241499,29.66918,4.240947,0.011821,0.004503,0.007318,0.071489,0.005066,0.066423,0,0,0.066423,1.563195,2.677752,0.010695,0.012384,0.064734,2.176764,13851.75098,414.275421,9148.241211,2103.542969,385.311829,96.150421,59.110954,37.039467,28.484522,0.694185,63908248
NVA_PREDICT-COMBO2-Prod_19T021144-16.LP-01-01.C2.czi,Layer 1,1785005,1785005,709,13730,769521,12538,1785005,0,709,13730,769521,12538,990699,214,5,209,215,11,204,46,1,204,902,11636,68,641,797,12933,100,0.03972,0.769186,43.110298,0.702407,100,0.03972,0.769186,43.110298,0.702407,0.011989,0.00028,0.011709,0.012045,0.000616,0.011429,0.002577,0.000056,0.011429,0.050532,0.651875,0.00381,0.03591,0.04465,0.724536,16107.72266,472.316284,5497.395996,3210.871094,348.93634,91.830368,52.441689,39.388683,28.795197,0.71407,254946192
NVA_PREDICT-COMBO2-Prod_19T021144-16.LP-01-01.C2.czi,Layer 2,153757,153757,47,2875,16938,6411,153757,0,47,2875,16938,6411,128111,7,2,5,14,0,14,0,0,14,563,5848,7,40,36,2839,100,0.030568,1.869834,11.016084,4.169566,100,0.030568,1.869834,11.016084,4.169566,0.004553,0.001301,0.003252,0.009105,0,0.009105,0,0,0.009105,0.366162,3.803404,0.004553,0.026015,0.023414,1.84642,11838.73242,410.049988,7409.29541,1907.122559,401.980835,97.970741,61.50602,36.464722,27.649372,0.722204,46538376
NVA_PREDICT-COMBO2-Valid_18T011127-25.LU09-VAL.C2.czi,Layer 1,930621,930621,243,21516,54648,52193,930621,0,243,21516,54648,52193,804354,54,1,53,1454,16,1438,3,0,1438,477,51716,1,242,363,21153,100,0.026112,2.312005,5.872208,5.608406,100,0.026112,2.312005,5.872208,5.608406,0.005803,0.000107,0.005695,0.15624,0.001719,0.15452,0.000322,0,0.15452,0.051256,5.557149,0.000107,0.026004,0.039006,2.272998,15954.36328,455.366821,5525.299316,2231.185059,402.679474,99.037193,56.390411,42.646782,29.182974,0.747944,151778112
NVA_PREDICT-COMBO2-Valid_18T011127-25.LU09-VAL.C2.czi,Layer 2,233233,233233,62,9780,7940,4419,233233,0,62,9780,7940,4419,211468,5,0,5,214,9,205,1,0,205,100,4319,1,61,124,9656,100,0.026583,4.193232,3.404321,1.894672,100,0.026583,4.193232,3.404321,1.894672,0.002144,0,0.002144,0.091754,0.003859,0.087895,0.000429,0,0.087895,0.042876,1.851796,0.000429,0.026154,0.053166,4.140066,7919.373047,433.681946,6254.380859,1958.888184,326.555084,108.466934,58.90638,49.560555,31.789272,0.724097,68200432
NVA_PREDICT-COMBO2-Valid_18T015365-15.LU10-VAL.C2.czi,Layer 1,1079640,1079640,2377,82894,198081,16217,1079640,0,2377,82894,198081,16217,788085,1035,11,1024,3670,142,3528,249,1,3528,523,15694,47,2330,2794,80100,100,0.220166,7.67793,18.346949,1.502075,100,0.220166,7.67793,18.346949,1.502075,0.095865,0.001019,0.094846,0.339928,0.013153,0.326776,0.023063,0.000093,0.326776,0.048442,1.453633,0.004353,0.215813,0.25879,7.41914,21793.22461,521.922058,7156.772461,2532.508789,331.246094,87.637627,50.211594,37.426029,27.972176,0.721216,172702960
NVA_PREDICT-COMBO2-Valid_18T015365-15.LU10-VAL.C2.czi,Layer 2,108747,108747,59,12877,17850,7349,108747,0,59,12877,17850,7349,72142,17,0,17,590,38,552,5,0,552,357,6992,1,58,600,12277,100,0.054254,11.841247,16.414246,6.757887,100,0.054254,11.841247,16.414246,6.757887,0.015633,0,0.015633,0.542544,0.034943,0.5076,0.004598,0,0.5076,0.328285,6.429603,0.00092,0.053335,0.551739,11.289507,27359.57422,476.106201,7017.114746,2406.231445,345.346649,88.218407,54.795902,33.422504,26.117386,0.738223,17646588
NVA_PREDICT-COMBO2-Valid_18T008887-12.LU05-VAL.C2.czi,Layer 1,1422086,1422086,1200,244616,568786,206738,1422086,0,1200,244616,568786,206738,558450,329,42,287,49190,9787,39403,154,73,39403,31369,175369,641,559,85975,158641,100,0.084383,17.20121,39.996597,14.537658,100,0.084383,17.20121,39.996597,14.537658,0.023135,0.002953,0.020182,3.459003,0.688214,2.770789,0.010829,0.005133,2.770789,2.205844,12.331814,0.045075,0.039308,6.045696,11.155514,20784.21484,469.678375,7547.837402,3341.225586,374.935181,92.960999,51.100689,41.860306,29.219995,0.729864,188422768
NVA_PREDICT-COMBO2-Valid_18T008887-12.LU05-VAL.C2.czi,Layer 2,327227,327227,2164,37965,161909,33220,327227,0,2164,37965,161909,33220,131254,837,585,252,10474,4924,5550,127,100,5550,17740,15480,1820,344,13920,24045,100,0.661315,11.602037,49.479107,10.151974,100,0.661315,11.602037,49.479107,10.151974,0.255786,0.178775,0.077011,3.200836,1.504766,1.69607,0.038811,0.03056,1.69607,5.421313,4.730661,0.556189,0.105126,4.253928,7.34811,15443.08106,423.491028,15041.17481,2917.035156,345.399078,100.650841,60.190598,40.460243,28.979439,0.723718,112802864
NVA_PREDICT-COMBO2-Valid_18T002894-9.LU08-VAL.C2.czi,Layer 1,1527780,1527780,1044,117268,239641,82538,1527780,0,1044,117268,239641,82538,1108571,587,17,570,12612,588,12024,26,1,12024,3162,79376,28,1016,5492,111776,100,0.068334,7.675713,15.68557,5.40248,100,0.068334,7.675713,15.68557,5.40248,0.038422,0.001113,0.037309,0.825512,0.038487,0.787024,0.001702,0.000065,0.787024,0.206967,5.195512,0.001833,0.066502,0.359476,7.316236,13496.21973,529.165222,5664.088867,2363.382568,346.160645,104.781616,57.737892,47.043724,31.011961,0.733413,271896800
NVA_PREDICT-COMBO2-Valid_18T002894-9.LU08-VAL.C2.czi,Layer 2,271419,271419,287,22857,26026,20761,271419,0,287,22857,26026,20761,206426,175,24,151,3061,169,2892,15,3,2892,938,19823,44,243,912,21945,100,0.105741,8.421297,9.588864,7.649059,100,0.105741,8.421297,9.588864,7.649059,0.064476,0.008842,0.055634,1.127777,0.062265,1.065511,0.005527,0.001105,1.065511,0.345591,7.303468,0.016211,0.089529,0.336012,8.085285,10866.40625,484.246399,7240.770996,2470.313965,398.181793,110.267326,65.465576,44.80175,30.443729,0.734504,126495432
NVA_PREDICT-COMBO2-Valid_17T010096-9.LU02-VAL.C2.czi,Layer 1,433611,433611,183,61695,145228,44697,433611,0,183,61695,145228,44697,200419,53,8,45,6754,388,6366,19,1,6366,4167,40530,43,140,7976,53719,100,0.042204,14.22819,33.492691,10.308087,100,0.042204,14.22819,33.492691,10.308087,0.012223,0.001845,0.010378,1.557617,0.089481,1.468136,0.004382,0.000231,1.468136,0.961,9.347088,0.009917,0.032287,1.839437,12.388754,10889.39258,410.346832,6317.388672,2953.733398,383.766571,102.293022,57.562172,44.730854,30.104704,0.733893,79186024
NVA_PREDICT-COMBO2-Valid_17T010096-9.LU02-VAL.C2.czi,Layer 2,208881,208881,97,25410,37576,6404,208881,0,97,25410,37576,6404,142380,33,12,21,966,131,835,4,1,835,498,5906,27,70,1603,23807,100,0.046438,12.164821,17.989189,3.065861,100,0.046438,12.164821,17.989189,3.065861,0.015798,0.005745,0.010054,0.462464,0.062715,0.399749,0.001915,0.000479,0.399749,0.238413,2.827447,0.012926,0.033512,0.767423,11.397399,11721.02734,399.404541,8923.166992,2162.521729,348.040527,103.425308,60.273624,43.15168,29.673615,0.742738,80460504
NVA_PREDICT-COMBO2-Valid_17T017541-12.LU03-VAL.C2.czi,Layer 1,347449,347449,785,11526,213511,4987,347449,0,785,11526,213511,4987,123085,197,50,147,430,121,309,37,24,309,991,3996,339,446,4653,6873,100,0.225932,3.317321,61.451035,1.435319,100,0.225932,3.317321,61.451035,1.435319,0.056699,0.014391,0.042308,0.123759,0.034825,0.088934,0.010649,0.006907,0.088934,0.285222,1.150097,0.097568,0.128364,1.339189,1.978132,9119.776367,447.699341,7469.311035,3107.0625,356.423157,121.725136,62.439846,59.28529,34.867664,0.735848,127775600
NVA_PREDICT-COMBO2-Valid_17T017541-12.LU03-VAL.C2.czi,Layer 2,132211,132211,891,23034,56982,6862,132211,0,891,23034,56982,6862,52269,261,140,121,1426,467,959,47,32,959,2819,4043,616,275,3309,19725,100,0.673923,17.422152,43.099289,5.190188,100,0.673923,17.422152,43.099289,5.190188,0.197412,0.105891,0.09152,1.078579,0.353223,0.725356,0.035549,0.024204,0.725356,2.132198,3.057991,0.465922,0.208001,2.502817,14.919333,8873.469727,435.744049,10043.17188,2834.257813,355.375702,123.833275,68.00071,55.832561,34.242046,0.724414,90498552
NVA_PREDICT-COMBO2-Valid_17T002607-17.LU01-VAL.C2.czi,Layer 1,423692,423692,179,73149,131586,33395,423692,0,179,73149,131586,33395,202196,62,3,59,6337,554,5783,41,2,5783,1663,31732,7,172,9278,63871,100,0.042248,17.264664,31.056993,7.881905,100,0.042248,17.264664,31.056993,7.881905,0.014633,0.000708,0.013925,1.495662,0.130755,1.364907,0.009677,0.000472,1.364907,0.392502,7.489403,0.001652,0.040596,2.189798,15.074865,9482.694336,533.97522,6818.836426,2752.270264,409.270447,103.127548,52.161751,50.965797,32.426647,0.724721,82122584
NVA_PREDICT-COMBO2-Valid_17T002607-17.LU01-VAL.C2.czi,Layer 2,213752,213752,211,17281,60707,15304,213752,0,211,17281,60707,15304,127081,93,25,68,1058,132,926,12,1,926,4384,10920,46,165,1405,15876,100,0.098713,8.084602,28.400669,7.159699,100,0.098713,8.084602,28.400669,7.159699,0.043508,0.011696,0.031813,0.494966,0.061754,0.433212,0.005614,0.000468,0.433212,2.050975,5.108724,0.02152,0.077192,0.657304,7.427299,10077.91504,469.272125,9409.630859,2288.524658,385.011414,103.169823,60.750095,42.419724,29.441742,0.742773,77668824
NVA_PREDICT-COMBO2-Valid_17T057409-2.LU04-VAL.C2.czi,Layer 1,672374,672374,697,28111,194997,102207,672374,0,697,28111,194997,102207,355595,562,49,513,3587,225,3362,46,3,3362,2683,99524,60,637,2597,25514,100,0.103663,4.180858,29.00127,15.200915,100,0.103663,4.180858,29.00127,15.200915,0.083584,0.007288,0.076297,0.533483,0.033464,0.500019,0.006841,0.000446,0.500019,0.399034,14.801881,0.008924,0.094739,0.386243,3.794614,17823.75781,432.821075,6188.232422,2734.526611,461.688049,91.921677,52.452217,39.46946,28.42944,0.728006,107397176
NVA_PREDICT-COMBO2-Valid_17T057409-2.LU04-VAL.C2.czi,Layer 2,137306,137306,93,10648,53354,7622,137306,0,93,10648,53354,7622,71739,57,33,24,891,298,593,3,2,593,3576,4046,56,37,1901,8747,100,0.067732,7.754941,38.857735,5.551105,100,0.067732,7.754941,38.857735,5.551105,0.041513,0.024034,0.017479,0.648916,0.217033,0.431882,0.002185,0.001457,0.431882,2.604402,2.946703,0.040785,0.026947,1.384499,6.370443,11382.22852,419.789917,10727.67285,2460.486816,355.231842,99.392036,62.070324,37.321712,27.774485,0.729397,67862016
NVA_PREDICT-COMBO2-Valid_17T034924-2.LU07-VAL.C2.czi,Layer 1,485679,485679,63,14359,29122,82127,485679,0,63,14359,29122,82127,363842,32,1,31,2320,72,2248,8,0,2248,949,81178,2,61,599,13760,100,0.012972,2.95648,5.996141,16.909729,100,0.012972,2.95648,5.996141,16.909729,0.006589,0.000206,0.006383,0.477682,0.014825,0.462857,0.001647,0,0.462857,0.195397,16.714333,0.000412,0.01256,0.123332,2.833147,23961.56055,517.492065,5739.663086,2511.966064,491.843903,98.074303,54.456314,43.617989,30.019939,0.717813,74254016
NVA_PREDICT-COMBO2-Valid_17T034924-2.LU07-VAL.C2.czi,Layer 2,178888,178888,463,7259,58904,9256,178888,0,463,7259,58904,9256,108383,226,111,115,777,340,437,26,12,437,2597,6659,241,222,1981,5278,100,0.258821,4.057846,32.927864,5.174187,100,0.258821,4.057846,32.927864,5.174187,0.126336,0.06205,0.064286,0.43435,0.190063,0.244287,0.014534,0.006708,0.244287,1.451746,3.722441,0.134721,0.1241,1.107397,2.950449,13350.30762,426.972717,11315.57227,2662.487549,359.452271,101.587822,61.341145,40.246677,29.198956,0.707515,69668096
NVA_PREDICT-COMBO2-Valid_17T020018-7.LU06-VAL.C2.czi,Layer 1,848902,848902,34,18413,168945,9263,848902,0,34,18413,168945,9263,653566,6,0,6,348,14,334,1,0,334,232,9031,0,34,746,17667,100,0.004005,2.169037,19.90159,1.091174,100,0.004005,2.169037,19.90159,1.091174,0.000707,0,0.000707,0.040994,0.001649,0.039345,0.000118,0,0.039345,0.027329,1.063845,0,0.004005,0.087878,2.081159,8658.402344,391.317322,5126.247559,2476.217285,360.712708,110.841957,52.720512,58.121445,35.198307,0.709622,157357344
NVA_PREDICT-COMBO2-Valid_17T020018-7.LU06-VAL.C2.czi,Layer 2,342108,342108,25,14437,58020,3919,342108,0,25,14437,58020,3919,267414,3,0,3,302,90,212,0,0,212,566,3353,5,20,921,13516,100,0.007308,4.220012,16.959557,1.145545,100,0.007308,4.220012,16.959557,1.145545,0.000877,0,0.000877,0.088276,0.026307,0.061969,0,0,0.061969,0.165445,0.9801,0.001462,0.005846,0.269213,3.950799,14535.4043,394.453461,8706.185547,1941.528442,354.686676,99.15451,61.146233,38.008278,28.153366,0.719413,106798432
