,CD11b+CD68+,CD11b+CD68+PanCK+,CD11b+CD68+PanCK-,CD11b+PanCK+,CD11b+PanCK-,CD68+PanCK+,CD68+PanCK-,CD8+GzB+,CD8+GzB+PanCK+,CD8+GzB+PanCK-,CD8+GzB-,CD8+GzB-PanCK+,CD8+GzB-PanCK-,CD8+PDL1+,CD8+PDL1+PanCK+,CD8+PDL1+PanCK-,CD8+PDL1-,CD8+PDL1-PanCK+,CD8+PDL1-PanCK-,CD8+PanCK+,CD8+PanCK-,PDL1+PanCK+,PDL1+PanCK-,VISTA+CD11b+,VISTA+CD11b+PanCK+,VISTA+CD11b+PanCK-,VISTA+CD68+,VISTA+CD68+PanCK+,VISTA+CD68+PanCK-,VISTA+PanCK+,VISTA+PanCK-
LP.01.42_Layer 1_combo_2,0.0,0.0,0.003927595628415301,9.851828499369483e-05,0.00019046868432114335,0.002259352669188735,0.047636874737284576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.195039932744851e-05,5.2543085329970576e-05,3.940731399747793e-05,0.004104928541403951,0.0001773329129886507,0.003927595628415301,0.03440915300546448,0.9030842791088692
LP.01.34_Layer 1_combo_2,5.968723886832995e-05,0.0,0.00599856750626716,0.0007460904858541244,0.0068938760892921095,0.00659543989495046,0.17130237555210695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003670765190402292,0.00032827981377581475,0.0033424853766264775,0.00611794198400382,0.0001193744777366599,0.00599856750626716,0.07899606064223469,0.709830488241614
LP.01.10_Layer 1_combo_2,5.0920385976525705e-05,2.5460192988262852e-05,0.010387758739211243,0.0018585940881431881,0.0008911067545891997,0.010082236423352089,0.09819996435572982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011457086844718282,0.0004328232808004685,0.0007128854036713598,0.013010158617002316,0.002622399877791074,0.010387758739211243,0.2266466379815159,0.6235455864755455
Test.FFPE.05_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008666765789947334,0.0005438737899786363,0.0003228027890160971,0.19745748785087686,0.04854367032640253,0.14891381752447433,0.00235156940846878,0.000856894676297276,0.001494674732171504,0.1959725950214028,0.048230649440083886,0.14774194558131892,0.049087544116381165,0.14923662031349041,0.0031008631550940237,0.00527831469554806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.14_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011917757458613334,0.0006259326396330533,0.0005658431062282801,0.1867482548998007,0.04427096373596659,0.14247729116383412,0.00811208700964437,0.0020180068301769638,0.006094080179467406,0.17982794363601767,0.04287888954542268,0.136949054090595,0.04489689637559964,0.1430431342700624,0.017731419815525132,0.04256842695616469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.25_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007790694523480476,0.006557732433677479,0.001232962089802997,0.19068910386689428,0.048532639622794894,0.1421564642440994,0.001531040836788337,0.00014903937349266999,0.001382001463295667,0.19694875755358643,0.0549413326829797,0.14200742487060672,0.055090372056472374,0.1433894263339024,0.0010297265804948108,0.006571281467631358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.56A_Layer 1_combo_2,0.004203238966497713,0.0022252441587340835,0.09049326245518606,0.04129064161206577,0.0030906168871306715,0.037087402645568056,0.10730621832117691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017801953269872668,0.014711336382741995,0.0030906168871306715,0.11942143651872913,0.028928174063543085,0.09049326245518606,0.15045123006552108,0.28940536531091604
LP.01.31_Layer 1_combo_2,0.000166347833319471,0.0,0.0032437827497296848,0.029776262164185312,0.008483739499293022,0.06969974216085835,0.320136405223322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068202611660983115,0.0012476087498960325,0.005572652416202279,0.0036596523330283625,0.00041586958329867756,0.0032437827497296848,0.08483739499293022,0.4626964983781086
LP.01.14_Layer 1_combo_2,1.2998323216305096e-05,0.0,0.010203683724799502,0.0017677719574174932,0.0007539027465456956,0.024137886212678563,0.12046845956871563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005979228679500344,9.098826251413568e-05,0.0005069346054358988,0.011672494248241978,0.0014688105234424759,0.010203683724799502,0.08342323840224611,0.7346912248319967
LP.01.18_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028070847577507958,0.0017166686313804078,0.0010904161263703878,0.10856271366261935,0.046169544972297534,0.06239316869032182,0.043675586467051754,0.03068637274549098,0.012989213721560769,0.0676942119533184,0.017199840858186963,0.05049437109513144,0.047886213603677945,0.06348358481669221,0.3462955322409525,0.09685547565719675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.22_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001691254911144069,0.0011188301719876148,0.0005724247391564541,0.19272500195144798,0.05503083287799547,0.1376941690734525,0.0037727994171675382,0.0009627143340358546,0.0028100850831316838,0.1906434574454245,0.05518694871594723,0.13545650872947726,0.05614966304998309,0.13826659381260895,0.008013946348190358,0.019904769338849427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.15_Layer 1_combo_2,7.545271629778672e-05,0.0,0.00925553319919517,0.0011569416498993963,0.008425553319919517,0.016398390342052312,0.30716800804828975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.00012575452716297788,0.0033953722334004025,0.01056338028169014,0.0013078470824949698,0.00925553319919517,0.039084507042253525,0.5902665995975855
LP.01.71_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006845307746314065,0.0007605897495904517,0.006084717996723613,0.19158085654107185,0.012315703252983852,0.17926515328808798,0.005119354083781886,0.000906857009127077,0.004212497074654809,0.19330681020360402,0.012169435993447227,0.1811373742101568,0.013076293002574305,0.18534987128481162,0.0017259536625321788,0.006143224900538264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.15_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009245895724337001,0.00024806061699440737,0.0006765289554392928,0.19786216850081184,0.029834926934872812,0.168027241565939,0.0005412231643514342,6.765289554392928e-05,0.00047357026880750494,0.1982455349088941,0.030015334656323292,0.16823020025257082,0.03008298755186722,0.1687037705213783,0.0004059173732635757,0.00566029226050875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.68_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006682116647354191,0.0015063731170336038,0.005175743530320587,0.19231363460795675,0.03159521050598687,0.16071842410196988,0.0009656237929702588,0.00011587485515643106,0.0008497489378138278,0.19803012746234067,0.03298570876786404,0.16504441869447664,0.03310158362302047,0.16589416763229045,0.0009269988412514484,0.004094244882193897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.04_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001925596017815038,0.0011789363374377785,0.0007466596803772596,0.1973408435944459,0.08050825255436206,0.11683259104008384,0.0009824469478648154,0.0003929787791459261,0.0005894681687188892,0.1982839926643961,0.08129421011265392,0.11698978255174221,0.08168718889179984,0.11757925072046109,0.0017684045061566675,0.0018993974325386429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.17_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015946843853820599,0.000664451827242525,0.0009302325581395349,0.19840531561461794,0.0031893687707641198,0.19521594684385382,0.0,0.0,0.0,0.2,0.0038538205980066446,0.19614617940199336,0.0038538205980066446,0.19614617940199336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.45_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04388229220443986,0.01961796592669076,0.024264326277749097,0.15591120289106866,0.036654620547238,0.11925658234383067,0.0,0.0,0.0,0.1997934950955085,0.05627258647392876,0.14352090862157976,0.05627258647392876,0.14352090862157976,0.0010325245224574084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.16_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031520389099372725,0.0018786986880420828,0.0012733402218951895,0.1913872102368204,0.07649434824811348,0.11489286198870693,0.005249919111584265,0.0009289121290874743,0.00432100698249679,0.18928933003517343,0.07744413480706808,0.11184519522810533,0.07837304693615556,0.11616620221060213,0.003767834591017733,0.023535919675193872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.54_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016997035939236755,0.0017599110781771027,0.015237124861059652,0.18182660244535012,0.045572434234901815,0.1362541682104483,0.0020841052241570954,4.631344942571323e-05,0.002037791774731382,0.1967395331604298,0.047286031863653204,0.1494535012967766,0.047332345313078915,0.15149129307150797,0.0006020748425342719,0.0052797332345313076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.49_Layer 1_combo_2,4.540295119182747e-05,0.0,0.004267877412031782,0.0011804767309875142,0.0006356413166855846,0.015891032917139614,0.06824063564131669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001362088535754824,0.0,0.0001362088535754824,0.005175936435868332,0.0009080590238365494,0.004267877412031782,0.09743473325766175,0.8016799091940976
LP.01.53_Layer 1_combo_2,0.0,0.0,0.0,0.05124653739612189,0.0013850415512465374,0.008310249307479225,0.002770083102493075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0013850415512465374,0.0013850415512465374,0.002770083102493075,0.002770083102493075,0.0,0.25069252077562326,0.6745152354570637
LP.01.30_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026623561852239233,0.0014534291419334682,0.0012089270432904548,0.1279968486396175,0.048520083130713536,0.07947676550890395,0.00865265760197775,0.004754207473614149,0.003898450128363602,0.12200654722286366,0.045219304799032856,0.07678724242383081,0.04997351227264701,0.0806856925521944,0.31945557532702157,0.027248400548771378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.43_Layer 1_combo_2,0.001531760088076205,0.000813747546790484,0.07754535445885788,0.012972093245895362,0.0024412426403714518,0.032406299363362215,0.10186204585706764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004595280264228615,0.0024412426403714518,0.0021540376238571636,0.08687951749557225,0.009334163036714374,0.07754535445885788,0.03030012924225743,0.5571777320377196
LP.01.58_Layer 1_combo_2,0.0,0.0,0.001139308372799571,0.0003574300777410419,0.0021445804664462515,0.003194531319810562,0.02238405861853275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014520596908229827,6.701813957644536e-05,0.0013850415512465374,0.0011616477526583862,2.233937985881512e-05,0.001139308372799571,0.043383075685818964,0.9221696005718881
LP.01.52_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13936535874997924,0.11870879896385102,0.020656559786128223,0.0601431346827624,0.03779286983378444,0.022350264848977966,0.00038191388672102023,0.00021586437075535924,0.00016604951596566097,0.19912657954602062,0.1562858044268801,0.04284077511914053,0.15650166879763547,0.04300682463510619,0.00212543380436046,0.00033209903193132193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.43_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0812831825319674,0.007253421072309878,0.07402976145965752,0.11798025873027743,0.007963807672175279,0.11001645105810215,0.0029163239362895387,7.477753682793689e-05,0.0028415463994616017,0.19634711732595528,0.015142451207657219,0.18120466611829805,0.015217228744485157,0.18404621251775966,0.000168249457862858,0.0035145442309130336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.51_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04331914662907642,0.03499688253951042,0.008322264089565995,0.114559895903928,0.04483721434573992,0.06972268155818807,0.04741250779365122,0.03581013310200873,0.011602374691642495,0.1104665347393532,0.04402396378324162,0.06644257095611157,0.07983409688525035,0.07804494564775408,0.18086692509962318,0.029737862235354712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.03_Layer 1_combo_2,0.0018992984224194735,0.0002713283460599248,0.07101050428311174,0.02744292414434668,0.0022869103453622233,0.021822551261676808,0.14919182914066437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004147447575487422,0.0018605372301251986,0.0022869103453622233,0.08019690685685492,0.009186402573743169,0.07101050428311174,0.15802938098375907,0.39935656420791504
LP.01.08_Layer 1_combo_2,4.6128120855676645e-05,1.1532030213919161e-05,0.0033442887620365566,0.0008418382056160987,0.003171308308827769,0.024978377443348902,0.32965461569509313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013377155048146226,0.00018451248342270658,0.001153203021391916,0.003955486363374272,0.0006111976013377155,0.0033442887620365566,0.023433085394683733,0.6039324223029464
LP.01.12_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001479727730097662,0.0011097957975732466,0.0003699319325244155,0.19495412844036697,0.03891683930156851,0.15603728913879847,0.0017756732761171944,7.39863865048831e-05,0.0017016868896123113,0.19465818289434744,0.03995264871263687,0.15470553418171057,0.040026635099141755,0.15640722107132288,0.0032554010062148565,0.014575318141461971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.20_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001159404659188956,0.0001752588438308887,0.0009841458153580674,0.19562931406384815,0.02499460742018982,0.17063470664365832,0.003329918032786885,0.00020222174288179464,0.0031276962899050905,0.1934588006902502,0.024967644521138914,0.1684911561691113,0.025169866264020707,0.1716188524590164,0.004233175150992235,0.01182323123382226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.28_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8513074273516714e-05,0.0,4.8513074273516714e-05,0.1990976568185126,0.04870712657061078,0.1503905302479018,4.8513074273516714e-05,4.8513074273516714e-05,0.0,0.1990976568185126,0.048658613496337266,0.15043904332217534,0.04870712657061078,0.15043904332217534,0.004075098238975404,0.00019405229709406685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP.01.17_Layer 1_combo_2,0.0,0.0,0.002935995302407516,0.0035231943628890195,0.004403992953611274,0.0002935995302407516,0.0091015854374633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005871990604815032,0.0,0.0005871990604815032,0.002935995302407516,0.0,0.002935995302407516,0.026130358191426895,0.9465648854961832
LP.01.13_Layer 1_combo_2,7.625554759108726e-05,6.10044380728698e-05,0.00800683249706416,0.008647379096829295,0.03185956778355625,0.01117906327685339,0.08627552654455611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016715216031966327,0.004041544022327624,0.012673672009638702,0.009608198996476993,0.0016013664994128324,0.00800683249706416,0.08500968445454407,0.7162378563040461
LP.01.28_Layer 1_combo_2,0.000847457627118644,0.000847457627118644,0.0,0.01440677966101695,0.06440677966101695,0.0211864406779661,0.15847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288135593220339,0.003389830508474576,0.025423728813559324,0.000847457627118644,0.000847457627118644,0.0,0.12372881355932204,0.5567796610169492
LP.01.51_Layer 1_combo_2,0.00020521239482864764,0.00015390929612148574,0.018007387646213832,0.051662220398112045,0.0007695464806074287,0.015647445105684384,0.018161296942335318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021034270469936386,0.020264723989328954,0.0007695464806074287,0.03324440796224092,0.015237020316027089,0.018007387646213832,0.42186538066899243,0.36497024420274987
LP.01.11_Layer 1_combo_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011268174135335817,0.0008913630286161169,0.00023545438491746483,0.19619236623247757,0.046662013639536155,0.14953035259294142,0.0023461347639990244,0.0006643177288742758,0.0016818170351247488,0.1949730488820121,0.04688905893927799,0.14808398994273414,0.04755337666815227,0.14976580697785888,0.006239541200312818,0.00716454056963143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
