"","Quantiseq_B_cell","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","Epidish_CCLE_TIL10_B.cells","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CD226_B","DeconRNASeq_CD226_B","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_TIL10_B.cells","CBSX__NSCLC.scRNAseq__B_cells","CBSX__scRNA.melanoma__B_cells","CBSX__CCLE.TIL10__B.cells","CBSX__CD226__B"
"R4163_YZ_17",0.00327307077948352,0.164595178089689,0.164794346758715,0.181997192228559,0.12772162086306,0.201984670126887,0.139939018578424,0.283153583745635,0.543958257953125,0.244200320607799,0.143506708513299,0,0,0.175437030502202,0.0528724133645887,0.283153583745635,0.543958257953125,0.244200320607799,0.143506708513299,0,0.494271260766569,0.208172882240507,0,0.0293334078166056
"R4163_YZ_18",0.0505648144335331,0.137925671842857,0.161653541215864,0.14358003265005,0.133110954302335,0.176053175167521,0.149933650817582,0.540550599423932,0.5621143984465,0.287421726663777,0.151729803310667,0,0.0195397010554201,0.212934549851439,0.209341700638719,0.540550599423932,0.5621143984465,0.287421726663777,0.151729803310667,0.0158196564786995,0.596740045299388,0.260197634268272,0,0.0959629317235138
"R4163_YZ_19",0.121049371472977,0.136942378938447,0.154387436428881,0.146089766735401,0.115267966187647,0.173454976942938,0.128359790201187,0.854166424536506,0.552539995323816,0.318757345155345,0.124298564063966,0.018165606549547,0.081693877664456,0.345548257299429,0.234386872338515,0.854166424536506,0.552539995323816,0.318757345155345,0.124298564063966,0.0870253518540812,0.81619235517066,0.334581496022391,0.0245083565051612,0.227346279254888
"R4163_YZ_20",0.0387507511850428,0.0249564154976651,0.109666072697758,0.0413159152082292,0.0659378161279534,0.0597185122886748,0.0925043007460473,0.777930348320736,0.556224123477714,0.0766879968879933,0.099939880603517,0,0.0326367325552971,0.232351057233514,0.280695882882768,0.777930348320736,0.556224123477714,0.0766879968879933,0.099939880603517,0.0488166441224949,0.778923306511623,0.051538471008762,0,0.189884812933262
"R4163_YZ_21",0.0427759748792701,0.0405072632602705,0.108600153307856,0.0706130003088976,0.0840109362569165,0.0938801507289631,0.0945582027420772,0.566381262235512,0.480342259884875,0.0748988290137129,0.0939985957989662,0,0.0676053167644196,0.129892498385886,0,0.566381262235512,0.480342259884875,0.0748988290137129,0.0939985957989662,0.0766787695426044,0.523629819905453,0.0441941956484997,0,0.119226681371166
"R4163_YZ_22",0.0947842122513777,0.0802890024508157,0.134077852383337,0.121206591886969,0.104795039752795,0.179871679046486,0.119089218880396,0.909695398527605,0.491359612119938,0.207111943390701,0.0755977782872186,0.00737186407682081,0.0809714024921388,0.326594123756661,0.155335930765313,0.909695398527605,0.491359612119938,0.207111943390701,0.0755977782872186,0.0852632557771592,0.828253103453409,0.193767647487938,0.0129823378721181,0.275546851613213
"R4163_YZ_23",0.101330061271411,0.144474772775082,0.154159553307524,0.159367165821253,0.147648853860673,0.187915121307108,0.162760410294855,0.860766978901391,0.729484423907649,0.329130658734094,0.159777488276707,0.0110036222508389,0.0845997399866929,0.436676296402056,0.382864749337008,0.860766978901391,0.729484423907649,0.329130658734094,0.159777488276707,0.0892677632720185,0.85610797608181,0.306820285105045,0.0180408308183098,0.148741247429067
"R4163_YZ_25",0.0677894347761774,0.0545173223512954,0.126725614646166,0.064826769149738,0.087154260992988,0.0775496567192842,0.089602239112743,0.726409107608041,0.707265213358722,0.155722867524279,0.102594628545168,0,0.0509149715831859,0.157772633598239,0.277184638393063,0.726409107608041,0.707265213358722,0.155722867524279,0.102594628545168,0.0677897078342882,0.894129828751928,0.134791542409336,0,0.0806162963826911
"R4163_YZ_26",0.0394866753298605,0.0103880708976611,0.107102679409726,0.03106581371764,0.097837658724002,0.0714206722437274,0.114361111620708,0.64458796507831,0.466385383055,0.0568921482917754,0.104403241125188,0,0.0788270762546438,0.452367134124686,0.183516354724253,0.64458796507831,0.466385383055,0.0568921482917754,0.104403241125188,0.0918785523799892,0.55141379935748,0.0426632336541383,0,0.391229280197926
"R4163_YZ_28",0,0.0829418920003264,0.143110800599651,0.0868305232937491,0.107630892569018,0.125326521520125,0.120773587559904,0.173263703849883,0.568349363147633,0.150158064937349,0.133675158936663,0,0,0.200194327706404,0.123837596069506,0.173263703849883,0.568349363147633,0.150158064937349,0.133675158936663,0,0.294025379525893,0.0870599506627126,0,0.0700732131621083
