"","Epidish_BPRNACan_cancer","DeconRNASeq_BPRNACan_cancer","Epidish_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","Epidish_CCLE_TIL10_Cancer.cells","DeconRNASeq_CCLE_TIL10_Cancer.cells","CBSX__CCLE.TIL10__Cancer.cells"
"R3388_YZ_28",0.894766926206022,0.520014412794077,0.861137091493542,0.536200365054233,0.83938511961714,0.528683698515771,0.276606447003782,0.163973798793293,0.304573344872871
"R3388_YZ_29",0.938119522121416,0.445672765609358,0.884782994995117,0.46419000476111,0.842663833518091,0.454430800011375,0.0231599371304518,0.199892657009125,0.00416236966095098
"R3388_YZ_30",0.947549946269788,0.48938699111747,0.933883442835519,0.504838105985468,0.915739092039355,0.489919041847388,0.292934203587601,0.228927885243892,0.349247706255762
"R3388_YZ_31",0.955546625158925,0.52290540866245,0.904684737168969,0.536366884567808,0.871059846721244,0.51984880670379,0.0373259432243597,0.124966399177431,0.0290729923896455
"R3388_YZ_32",0.940139659776308,0.490446285044449,0.901451125463192,0.506510627411223,0.889284249227261,0.500321064477819,0,0.100318642641976,0.0406812626776717
"R3388_YZ_33",0.977437259536728,0.485357107582478,0.914542244190674,0.503970886051331,0.883833901709126,0.491697549276103,0,0.0946704139759671,0
"R3388_YZ_34",0.922702792642505,0.5086392555525,0.85339634150869,0.520735536985935,0.819315011261011,0.514266655660392,0,0.0464793956781253,0
"R3388_YZ_35",0.788259893023954,0.507310533447116,0.711438609737481,0.510728000005309,0.616541315782921,0.492452064985916,0,0.012672303369114,0
"R3388_YZ_36",0.978136241501261,0.57306267601074,0.963013412604744,0.589766766698183,0.938820969160816,0.575260859803268,0,0.0667786341996184,0
"R3388_YZ_37",0.910368295187365,0.498083938847601,0.896347981964258,0.5166280219923,0.865382154333227,0.514778337015004,0,0.0531076228922182,0.016425692234197
"R3388_YZ_38",0.855524526044657,0.450476548444021,0.790239811337778,0.456574095604581,0.769240074973375,0.447328854555554,0,0.0636829022535217,0
"R3388_YZ_39",0.855449907157134,0.470596924263848,0.802659171524104,0.486904213709269,0.787288877181192,0.48458312198163,0.0347164795250023,0.0855840144198788,0.0710433263636584
"R3388_YZ_40",0.862656503509232,0.483099067281366,0.81649077997924,0.513611085095096,0.790224820232699,0.520213811655938,0.708387717755622,0.412636272882113,0.63994298703944
"R3388_YZ_41",0.745564576728104,0.412419099094707,0.727049263560279,0.429344011252517,0.703487104256926,0.422112535251764,0,0.0560416287647525,0
"R3388_YZ_42",0.941120380017622,0.492699555254647,0.899952958978905,0.524177001494671,0.883603706776846,0.523049872503108,0.163149382192665,0.30357718752054,0.221705513251841
"R3388_YZ_43",0.898759367245508,0.484792132517406,0.861305303103813,0.50369746788188,0.850348472304149,0.496353573881728,0.0136478041569119,0.109508641554397,0.0227409093515986
"R3388_YZ_44",0.901952368385898,0.489215657653596,0.884353486920195,0.517822707142409,0.859357349486588,0.510755780712698,0.416637144443175,0.211584373544971,0.401051789388172
"R3388_YZ_47",0.953539427909543,0.457485716484366,0.904730603786316,0.489429654950725,0.887280235041622,0.488955469550389,0.0967201104241068,0.132345514468223,0.188747817711511
"R3388_YZ_48",0.963785329406831,0.563305066766186,0.942539405030806,0.574243178738074,0.900770887482569,0.555244373325623,0.24517452057942,0.15901956929786,0.278777603961606
"R3388_YZ_49",0.891640896352373,0.480597300222524,0.844541804050192,0.503043867950035,0.811092667844376,0.494451110699979,0.126078246846785,0.0728963860060441,0.0638008066562898
"R3388_YZ_50",0.820324131975197,0.463390201136104,0.736195828263671,0.476968762537861,0.722981451191707,0.472315351322459,0,0.0320471993820464,0.0218694071073039
"R3388_YZ_51",0.928261126604134,0.454768501301449,0.868135338834686,0.478985085866108,0.831188751489212,0.485779820311772,0.723663727574939,0.300329275993169,0.435840104275948
"R3388_YZ_52",0.901725138712084,0.485928055886691,0.873382731859318,0.503047576327045,0.859660032136756,0.496682325090363,0,0.0202447694633087,0
"R3388_YZ_54",0.867425330335315,0.495537359755594,0.849160085544082,0.510731565878283,0.844481116422294,0.503090928676861,0,0.0244972919072582,0
"R3388_YZ_55",0.90990319739113,0.520201735992247,0.870089366705829,0.551710275317127,0.863694680327994,0.54289862579262,0.341232592826534,0.243722544438225,0.369817245926991
"R3388_YZ_57",0.943276339022854,0.497973142331318,0.898157362879665,0.513021869441466,0.869843667519367,0.505069660483563,0,0.0588312321147031,0.0172679437680989
"R3388_YZ_58",0.922549087674424,0.497123573262343,0.879762723176011,0.529342506602281,0.846349426000533,0.520577043416818,0.13247861144619,0.132473296294965,0.259072766070417
"R3388_YZ_60",0.854942922262134,0.398822468473507,0.795827547927385,0.428449920185334,0.75751429348518,0.422034160788847,0,0.0433345421071107,0
"R3388_YZ_61",0.962430437906557,0.489851136147402,0.937931855002121,0.505050423865883,0.887917052028329,0.48868082659519,0,0.0638015621641235,0.00542516512578435
"R3388_YZ_62",0.907988804455428,0.369636598098416,0.82259189503955,0.377972065965324,0.798155485137572,0.369314438157977,0,0.0374260737098461,0
"R4163_YZ_1",0.853313119041884,0.330301054221304,0.775415987800148,0.361570854464594,0.788840279307102,0.373776411887841,0,0.0531456164261935,0
"R4163_YZ_2",0.588701136146899,0.360560117129579,0.625382003749544,0.380002265146788,0.556729390626442,0.372553066778727,0,0,0
"R4163_YZ_3",0.437786842603986,0.305531519842084,0.509356249435004,0.336572350766672,0.510017417636444,0.339971549868356,0.0235417659097318,0,0.0371637578397652
"R4163_YZ_5",0.615954010239305,0.408763374546887,0.599493189866095,0.422561840294644,0.619027602461628,0.425257385062316,0,0,0
"R4163_YZ_7",0.825168596189592,0.361879847146509,0.791322793981366,0.397308776761077,0.78001626633573,0.414927554986162,0,0.0294057766239344,0
"R4163_YZ_8",0.428773991429035,0.241273032155836,0.452209527210021,0.271137129465852,0.441316960392549,0.269052177517017,0,0,0
"R4163_YZ_9",0.879795265982628,0.51010997564637,0.816757554361488,0.523391425169912,0.790934086161363,0.526807216775818,0.00835743541233889,0.0558023794582096,0.00328195791505776
"R4163_YZ_16",0.864649562943538,0.421214560877723,0.844004613235593,0.449326771539672,0.830313763055009,0.46202458388907,0,0.0866054569783926,0
"R4163_YZ_17",0.496384910492769,0.252476844741416,0.478656708473197,0.280972270388441,0.508665200510553,0.278317273802506,0,0,0
"R4163_YZ_18",0.703795961180002,0.35426015319624,0.69531917902075,0.375246537430016,0.670645058538464,0.371303982102789,0,0,0
"R4163_YZ_19",0.751518006286315,0.441937130389945,0.735269834389264,0.456005006695014,0.7014466597243,0.442913002912255,0,0,0
"R4163_YZ_20",0.9007546722082,0.514388272367727,0.856581998115331,0.522545452802327,0.828878015465125,0.508315873440607,0,0.0858155118338495,0
"R4163_YZ_21",0.845635853265932,0.498215560980261,0.747816661975382,0.499992672835804,0.70328238653694,0.478586231753155,0,0.0345515896789093,0
"R4163_YZ_22",0.825714562980314,0.44127153036207,0.737046055449982,0.450070702564031,0.650311154693574,0.438360715903149,0,0,0
"R4163_YZ_23",0.733933557087443,0.463393504279042,0.697932728670977,0.465494131385065,0.667552229534048,0.456426825736527,0.0148297542386814,0.020520101426762,0.018527215003507
"R4163_YZ_25",0.791804764818842,0.460265157744656,0.748152108126241,0.46848619465594,0.720904191293379,0.455828176325134,0,0.0039556481807238,0
"R4163_YZ_26",0.940943129718501,0.505082160288077,0.883641158961732,0.50097803314136,0.815934985834325,0.481410950157441,0,0.0741890933526146,0.0148171959499323
"R4163_YZ_28",0.660215580407919,0.326710041541478,0.663526816265621,0.351215325736859,0.656692347943824,0.35856218550473,0.00989110281746464,0,0.0150481004192124
