"","Quantiseq_B_cell","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CCLE_TIL10_B.cells","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CD226_B","DeconRNASeq_CD226_B","DeconRNASeq_TIL10_B.cells","CBSX__NSCLC.scRNAseq__B_cells","CBSX__scRNA.melanoma__B_cells","CBSX__CCLE.TIL10__B.cells","CBSX__CD226__B"
"LP.01.18",0.0307706117208864,0.0169873358275449,0.081696879580811,0.0138085112251826,0.0687348242461666,0.0201391808460894,0.069826100558765,0,0.0386054438988509,0.221820522722291,0.310883242975082,0.0760034858840493,0.921476872099086,0,0,0.209529988647721
"LP.01.19",0.0441921928208256,0.0248789132194272,0.0926177848995083,0.0214408857961195,0.0819908948798091,0.0340655619856367,0.0793225009093985,0,0.0562603300375813,0.107976243621057,0.298201716755316,0.0759001682985303,0.83735622038735,0,0,0.140609853093739
"LP.01.20",0.0583927840518517,0.0414940719787435,0.0902348337327334,0.0376667723392589,0.0789568356552249,0.0554272962639589,0.0749644182706839,0.00133270276067422,0.105864430322806,0.286278909107361,0.166917491987011,0.13275945217161,0.851788195731483,0.052087815540955,0.0171709954576356,0.179137991552886
"LP.01.22",0.0224040581340855,0.0124447468559607,0.125544229460582,0.00991166117030955,0.11302062141969,0.0169460646668838,0.114299114535203,0,0.0696496403861869,0.336052891632628,0.183551454574227,0.111725271927022,0.860017725049027,0,0,0.209955409297833
"LP.01.23",0.0408209107697028,0.0192033570682758,0.0895132064207191,0.0153803506542464,0.0786439102037348,0.0235492922979348,0.0713498548081084,0,0.0584968814453419,0.156683710654787,0.328909225662899,0.0835574321741951,0.898989871254015,0,0,0.174337787032379
"LP.01.24",0.0960536679720558,0.0731910509243474,0.10035376712479,0.0696884835030425,0.0889472024991594,0.0757989384488989,0.0776566628080498,0.0374074867630279,0.123061406921388,0.148727884867265,0.180056232903025,0.135744669556978,0.861539441778221,0.0148958509818547,0.0223610129826468,0.144009732871945
"LP.01.25",0.0540586290434818,0.025533277527593,0.0858740161317283,0.0222309419150707,0.0739008549869022,0.0255469951021317,0.0617660478119135,0,0.069110630311597,0.246930778187667,0.332637326460549,0.0942835255793908,0.880272180217338,0.0757686776315983,0,0.201178849284556
"LP.01.28",0.0837323160059855,0.0237797018526919,0.0950973760606729,0.0227712562054523,0.0846283355997838,0.0268969983281669,0.0714776876705521,0.00546932598124097,0.127548071137796,0.187947814632562,0.157265823025402,0.141424096954626,0.844351138977054,0.00485857958905442,0,0.166578247216203
"LP.01.31",0.039914700492398,0.0191673287716926,0.102613216341248,0.01343666854678,0.0921721545696936,0.0246974283556177,0.0824810626595912,0,0.0776544801577525,0.321567009866429,0.217321502847339,0.109557369908053,0.894439543108431,0,0,0.189761733307287
"LP.01.32",0.0441122172988454,0.0229576505483911,0.103031421492066,0.0186623570699914,0.0898998378370509,0.0253942166805247,0.0896967638449466,0,0.0574342895588413,0.365751354534899,0.256030080042382,0.0962011580316364,0.88918850125425,0.041625191117199,0,0.202199119863454
"LP.01.34",0.0679029364689969,0.0326128553345877,0.0847120889040852,0.0299165366548118,0.0735073108007679,0.0365418726681537,0.0627017817270279,0,0.0592406290907478,0.0600811812561627,0.149617616411278,0.0981716666687332,0.885708628654121,0.0209049106880828,0,0.147971655747503
"LP.01.35",0.0803347807755813,0.0440243035968913,0.0821491328155598,0.043466654515892,0.0708350689871647,0.0496173676535763,0.0591753455985741,0,0.0940665572083398,0.0674298340983796,0.274739895123759,0.105552014223292,0.82996426320787,0.0385430403121672,0,0.133938545545418
"LP.01.40",0.0199848830010747,0.0133971392178846,0.103683714451268,0.00849595860346482,0.09352536266152,0.0112755072526747,0.0818113303152491,0,0.032836584301957,0.0977194606558827,0,0.075746063673331,0.841464312930916,0.0111753296864548,0,0.18108732653674
"LP.01.42",0.0797343521172352,0.0629711014262983,0.0982242789822789,0.0659418204450374,0.0883937159599174,0.0749982261403323,0.0805020323507171,0,0.0807009302075457,0,0.0950434556633413,0.136280983851056,0.781511628219241,0,0.00260567298975931,0.173288631060188
"LP.01.46",0.0451593722265601,0.0296171986763431,0.101360979424,0.0222551774956701,0.088461103710556,0.028285527518448,0.0824552405569839,0,0.0663971872593103,0.398334772745644,0.449559910176398,0.0936319120090752,0.881980405106637,0,0,0.218576833882741
"LP.01.47",0.0399578372802658,0.0101282704456106,0.0803563939242337,0.00392787983205965,0.0692820780530615,0.00722464977996167,0.0636731939161712,0,0.0586577647264923,0.0974859294120282,0.230104480422935,0.0765228350392959,0.830282862655836,0,0,0.191851690764492
"LP.01.57",0.0848396814898582,0.0417360902250528,0.0841934255434466,0.0455653048254959,0.0736753741606293,0.0519082427241309,0.0650581595552294,0.00916426911981027,0.109033669073132,0.0918029967828562,0.304752123196744,0.129116420017455,0.922729157567155,0.0382733581854655,0.00763243957504523,0.161215577968269
"LP.01.58",0.0688990952321133,0.0336197577689921,0.107490035285728,0.0350531353085756,0.0977459445803215,0.0416968760083637,0.0837547050514636,0,0.0811229472522262,0.137169075555897,0.181620477450416,0.122897624707871,0.944856341926379,0.108109153865432,0,0.198350627569684
"LP.01.61",0.0466599304154923,0.0241672684029769,0.106334024020867,0.0220935507203456,0.0955657468063723,0.0302109348796871,0.0998393717197762,0,0.0604372201268027,0.0710890331925078,0.114746146044392,0.111570825633622,0.864343645871774,0,0,0.149239385242436
"LP.01.64",0.0495294782440905,0.0128932136697864,0.0949659520199858,0.0104134475997462,0.0836533951501139,0.0170251262310435,0.0786771849302903,0,0.0287969413530979,0.00750825921024154,0.10437890236099,0.0848754294708405,0.786378660737506,0.0227868264338838,0,0.141983792557919
"LP.01.66",0.117846543055129,0.0831512757717776,0.105919620259831,0.0795259763327027,0.0946538132962793,0.0877203303964968,0.0889378560017243,0.0385077650245436,0.125159348057535,0.126735626502359,0.341079358565042,0.158200355721609,0.905138223740624,0.0858688580495131,0.0226005179451337,0.165154483823785
"LP.01.67",0.0359435298994425,0.0270532446629128,0.102186514277084,0.0217672647303978,0.0914204376748171,0.0329762418291939,0.0851111932718372,0,0.0666354134734614,0.177669670762464,0.220372398035316,0.0822521226760594,0.873571600352579,0.0146425468944697,0,0.215157935596901
"LP.01.68",0.0583154432301971,0.0679712960737433,0.101838632838033,0.0634467003294217,0.0914474339548806,0.0710510431731125,0.0804484104957696,0.0103183802022775,0.0959085893662821,0.112098108969465,0.268754691174263,0.115472225296454,0.918216343939102,0.00388513813390267,0,0.158350011508893
"Test.FFPE.01",0.0341395639681822,0.0198846352315405,0.0835332840307134,0.0147055963504124,0.0744784745868355,0.0252182342196033,0.0782423269405512,0,0.0507721067142554,0.219337039973548,0.218443331966911,0.0774096786196499,0.796267036762316,0.0336736152247886,0,0.153186318479851
"Test.FFPE.02",0.095047680075182,0.0422178978414112,0.0866743456610291,0.0457756487678946,0.0776150103659946,0.0580950522563251,0.0827421402850398,0.0174615067662767,0.117399797378158,0.288392991917758,0.432144479858605,0.166881990235156,0.886583422993129,0.0659679639655226,0.00856295481712786,0.201753302190882
"Test.FFPE.03",0.0714479640818984,0.0222352134908089,0.0895841823742035,0.0203562433501408,0.0778050805737257,0.0342598829663247,0.0718525262425921,0.030716169391767,0.0830668448333461,0.139207070253135,0.464698715003034,0.101564486996238,0.958864225358773,0.0636332637853847,0.0260166076261472,0.164327729792807
"Test.FFPE.04",0.062200064852955,0.0384522399891733,0.101086640313101,0.0350385797443557,0.0905703545945902,0.0399534910645258,0.0934212291850327,0,0.110399268579652,0.290514854649354,0.234084224319421,0.138909416803913,0.807429890734693,0.098077037089083,0,0.202442962260486
"Test.FFPE.05",0.0964568636769294,0.0403654827656585,0.0939509910186348,0.0373102496424074,0.0820664915245042,0.048480607551285,0.0721013181493876,0.0143358046044343,0.133398329386224,0.276205651560311,0.341063526892134,0.159274205540173,0.828836779046811,0.13156271746632,0.0394725564878669,0.202263745834358
"Test.FFPE.06",0.0482752944809919,0.00757013354972829,0.0731644415800851,0.00374714999896637,0.0591203841559663,0.0106947206250364,0.0524550334226394,0,0.090913732849855,0.20237863921293,0.124908678415889,0.150103508809954,0.866117604944699,0.0251634999931174,0,0.158350366258208
"Test.FFPE.08",0.0667837775424942,0.0403340671755384,0.10582696156872,0.0379032600948757,0.0953028914314822,0.0547644755907615,0.0925835555190709,0,0.0864778763373083,0.162655103051956,0.262216652306424,0.144820472100857,0.880134235547111,0.0255021980614807,0,0.17899352610737
"Test.FFPE.09",0.029167148899626,0.0108325808658949,0.0880812606876824,0.00997207641784951,0.077615749267874,0.0197820885600223,0.0675112519461201,0,0.0484182283521536,0.0954321481884563,0.132722150209028,0.0899389780271703,0.811694912747733,0,0,0.182898385643242
"Test.FFPE.10",0.0418701664682637,0.0238671273566679,0.0929892584746431,0.0239844075507605,0.0848964096716906,0.0326462176148516,0.0795940243047569,0,0.056401656106269,0.232844230022473,0.359781293756655,0.0903097123831216,0.932265666225944,0.0363852709423838,0,0.176877619484681
"R3388_YZ_1",0.0788036020195067,0.0276619535527073,0.111088125369516,0.046005468893288,0.0730000750893011,0.0767993479595866,0.0736381442304437,0,0.125950423104654,0.353562400650864,0.13749061803795,0.122014877857402,0.784957587052527,0.116878398419436,0,0.287488825522255
"R3388_YZ_2",0.0557287602126108,0.0341531629425537,0.109137507062515,0.0643787359271964,0.0845930938900953,0.0723554382297436,0.0815257735993296,0.00396037733219711,0.0961010603324094,0.354864370772059,0.272442264042734,0.104930643885696,0.8104027846923,0.102536497947075,0,0.168079644234793
"R3388_YZ_3",0.0323058629644224,0.0174691529798588,0.100591842429051,0.0399164717217449,0.0519118204041398,0.0536802503736812,0.0526448360155364,0,0.0621733704601781,0.339812237366715,0.125619395496568,0.0704900448056073,0.751667114961007,0.00443577538333469,0,0.28228382122468
"R3388_YZ_4",0.0392144335182931,0.049196565227972,0.155116031345585,0.0702593915659353,0.138590299037762,0.101477285270431,0.147502442449511,0.0117079684862882,0.0688347325292355,0.672938256737708,0.452479604272829,0.092235154696267,0.884810465452429,0.14084537478301,0.0247377508705464,0.280428591284406
"R3388_YZ_5",0.127511077822299,0.0830543085854765,0.127285295243837,0.0822473261706099,0.0942494704043865,0.100912764944941,0.103578709784352,0.0835014937883773,0.189750435455474,0.475291358079377,0.242203078312732,0.223332649517597,0.8145231512023,0.248205959599972,0.0627579351645695,0.194394539039596
"R3388_YZ_6",0.0402959065249157,0.0425686129251995,0.128333074040148,0.0622818268037724,0.0712373374619493,0.0905205617972224,0.0800445666993038,0,0.0959073099383944,0.578005570528408,0.329145748139727,0.119082953145744,0.594267412563616,0.132421700664139,0,0.300296485131832
"R3388_YZ_7",0.0479113121309605,0.0327694022332398,0.101140827338906,0.0494793863385699,0.0616374136552209,0.0798711202881354,0.0611486094035948,0,0.0707795667881073,0.34480765473452,0.18075746209618,0.0778405461894192,0.706447960563603,0.024285374401877,0,0.252801262569993
"R3388_YZ_9",0.102223705572648,0.0749780497387706,0.108257694839028,0.0876842948771749,0.07497458550505,0.100483774076275,0.0907486346489862,0,0.0799168331826197,0.467386431059932,0.285937961885675,0.129367065200992,0.745870461538586,0.189764742599056,0,0.241555676340316
"R3388_YZ_10",0.0929381372498959,0.0628643546853658,0.116690269580323,0.0930058026240199,0.0790957030905759,0.101318261767598,0.0817673898046218,0.0216759746624209,0.12677610057567,0.402200903904649,0.189640478029532,0.119726424150938,0.816773815481401,0.152026107623981,0.0218914637160705,0.381819273772012
"R3388_YZ_11",0.0365224669805077,0.0126830036082416,0.118964460351529,0.0344838036623303,0.086023963817468,0.0591541568166913,0.0961823142167886,0,0.080181416962973,0.597575279304159,0.21035219022306,0.105472305813715,0.652962572832997,0.099160792342835,0,0.205959022016392
"R3388_YZ_12",0.0287533248104012,0.00378563285136632,0.0666128252730722,0.0173056069867174,0.033044080828988,0.0278178174312816,0.0373676443080272,0,0.0534484440001141,0.441546400723654,0.124083945738903,0.0606361981652289,0.8428279949141,0.0438337716317342,0,0.225532349325423
"R3388_YZ_13",0.0496777330528983,0.0387199663636423,0.105159445648028,0.0607222139163928,0.0704266747470229,0.0746438540638192,0.0776144120616295,0,0.0690333175715414,0.46972946769769,0.30284427878765,0.0998671743982519,0.587052585872669,0.106768011062875,0,0.228712464591939
"R3388_YZ_14",0.0518621401273068,0.0683946071176251,0.132612367734132,0.0936508108216593,0.129928807742178,0.13683077051356,0.135803759573631,0,0.0541192080181531,0.512609305947226,0.3803486804487,0.0833511848705373,0.921690824423608,0.128259601498171,0,0.268341763387994
"R3388_YZ_15",0.0397734640687369,0.0119619790702015,0.103038496471671,0.0262452052949335,0.0650249090443457,0.0341321170487346,0.0678377288389589,0,0.094907850070788,0.47194396294974,0.366826800258965,0.109507274902314,0.832791612716241,0,0,0.312059983529038
"R3388_YZ_16",0.16029816099455,0.108244992225869,0.13260631539744,0.144686366391819,0.119918600404737,0.177439979388994,0.12593191049415,0.063274760998303,0.192537047604418,0.489728713736613,0.230190120014401,0.186932461620192,0.886838084203615,0.252251087098155,0.116370800486042,0.207402627530319
"R3388_YZ_17",0.0991122740404014,0.0949483977360463,0.0937914949536693,0.113112133303552,0.0385014678137535,0.131388575721296,0.0485449645515751,0.0623128438802227,0.178368380067234,0.426897468652789,0.144287675902795,0.187413068482088,0.778371971325898,0.212796069462387,0.0371228877091415,0.281200480947523
"R3388_YZ_19",0.0959216090484103,0.0363875095062222,0.0952306299870748,0.0429922107921636,0.0602818078058548,0.0632134199643452,0.07729530355998,0,0.143866424885627,0.576620579140029,0.369667408807385,0.179275878936706,0.869608411023707,0.238753562469966,0,0.288152462790431
"R3388_YZ_20",0.0325523481824666,0.00108593365371802,0.0809917737575994,0.0126795316406136,0.0261250276071172,0.0207017531520128,0.0258611210462971,0,0.0339083847622429,0.48003309594188,0.252144222304249,0.088951793540667,0.797407249400497,0.024394384616195,0,0.164445495361448
"R3388_YZ_21",0.103659331363977,0.0983096610330395,0.144451255215434,0.145734569015474,0.142888351618622,0.164217909550565,0.144048679325239,0.145658099741262,0.156359408671683,0.545480050278922,0.45688498538204,0.153493289155345,0.984977111379729,0.249413322699969,0.11292788381779,0.302592799497317
"R3388_YZ_23",0.0175744794525103,0.0214895890375223,0.123900852702202,0.0355751249923976,0.076081350995,0.0567490180118342,0.0767763252881286,0,0.042295044496551,0.593968863012054,0.296457694391197,0.0549105320854358,0.740564555833354,0.00033852410674343,0,0.275527786065263
"R3388_YZ_24",0.0951875521865258,0.036997544480845,0.0989667109789264,0.0665649338712673,0.0882448379111395,0.0865391136232012,0.0889376042337723,0,0.141487239293524,0.490031898235278,0.304458192179265,0.14940378995611,0.860229242475769,0.196110916556147,0,0.267588172137735
"R3388_YZ_25",0.0977132631713849,0.0912084213789111,0.113985073261705,0.0979263028225319,0.0693644233279884,0.133039862128616,0.0781315230053828,0,0.0967820253653871,0.309697606653909,0.0831429465094826,0.105732475821213,0.634527278722687,0.19113485727709,0,0.110435510915086
"R3388_YZ_26",0.116462359079277,0.0603556540501311,0.0976257700978768,0.0505184388718597,0.0324739067959322,0.0753486339058212,0.0313473542839066,0.0143297169938071,0.119401871857126,0.254979120112428,0.154669007363677,0.113348427367107,0.839053522769792,0.00027427257067752,0.0236246813442787,0.15217476685974
"R3388_YZ_27",0.0958246881553676,0.0906367877182485,0.123897192736277,0.113424342805464,0.10159148711561,0.140650322280037,0.100433856096395,0.067488456228398,0.111843266019871,0.454698630734818,0.352488515153257,0.124034266967104,0.90491718145639,0.228968629911911,0.0497219268744629,0.284115769851588
"R3388_YZ_28",0.0588240893455835,0.0381760765731939,0.0891880551931726,0.0575797616510557,0.0602985734490419,0.0710348247917209,0.0673591192514972,0,0.0237376368039603,0.532405165495047,0.388200180079272,0.0506483567502279,0.648248183872478,0.0907544739507512,0,0.180301889577897
"R3388_YZ_29",0.0798652046449772,0.0107988702659927,0.09260133933294,0.0325278486049363,0.056522073052544,0.0519651772193789,0.057629907430598,0,0.13319055554676,0.577367339478659,0.196060634361618,0.156763638155282,0.717207264357958,0.099347527937945,0,0.287666508718879
"R3388_YZ_30",0.0422126568047529,0.0215273029917394,0.0914568050395208,0.0296306081672986,0.0303119635415414,0.039215376286413,0.0303812414815679,0,0.0434438382079301,0.3554909826147,0.300581635822903,0.086451845434358,0.808737948058462,0.0539335858274824,0,0.197996433299763
"R3388_YZ_31",0.0468834176534003,0.000773319497903575,0.0763579355170077,0.0142143006399426,0.0169007271452159,0.0308141088041279,0.0194335400781856,0,0.0942857649831369,0.268171203573656,0.0479733613391008,0.111840358068767,0.449058195647758,0.00340489818405828,0,0.243452892916169
"R3388_YZ_32",0.0626447895203109,0.0197905576327814,0.0901004331871387,0.0343173998258547,0.0385547740351714,0.0481298457485157,0.0419383813030566,0,0.0941541476761538,0.280146216788465,0.132071070759041,0.0979416967375508,0.739014011915548,0.0161608402086355,0,0.203579841697358
"R3388_YZ_33",0.0502859945018114,0,0.094175459166831,0.0252887664898886,0.0516030651600572,0.0459354637030371,0.0575048533430532,0,0.109842132085884,0.475246576182554,0.155681631085619,0.119086234240911,0.737067188327583,0.0767291057710793,0,0.304695908359386
"R3388_YZ_34",0.0396310650173463,0.041321172755166,0.125401941832505,0.0804533005737337,0.105314975083129,0.110619474395819,0.107405170539077,0,0.0644336206647299,0.449887640914163,0.386855242059941,0.0666870395069867,0.96964132231615,0.0366366173833066,0,0.35044017104791
"R3388_YZ_35",0.12099032616344,0.106905970232904,0.113934246326585,0.145291485783078,0.0869397735518357,0.19714234803098,0.0930169866329454,0.0404000768907608,0.135528124628399,0.427253045433095,0.196617112242952,0.135189369531312,0.733086418782993,0.271823330263519,0.0185752312219283,0.196127435000962
"R3388_YZ_36",0.0512252565187506,0.0130984460705183,0.067707337977396,0.0179633596346201,0.00953439632954966,0.0288259849306125,0.0160149889226732,0,0.0869655014643864,0.400138548237957,0.122293249877352,0.0977522373270113,0.850478267957029,0.0747544305945216,0,0.283770984058876
"R3388_YZ_37",0.0490387161394466,0.0206353818065566,0.0754917038835598,0.0251292187857562,0.0203539307464237,0.0388259618288319,0.0200646437100073,0,0.0462576299414959,0.325611159372235,0.0917259346359629,0.0544576533136833,0.749528595072593,0,0,0.118832272722091
"R3388_YZ_38",0.144405735705935,0.070193740268292,0.117542002038403,0.103567324032892,0.105011274662882,0.119511485137106,0.101395451588539,0.05400773282713,0.169308250606608,0.42658249147812,0.303430585077494,0.173594920421035,0.843753262594055,0.217741721539159,0.0576826927868441,0.285628252527208
"R3388_YZ_39",0.0766169902365868,0.082114159689787,0.113040553827042,0.109876036534295,0.0856195266721848,0.134220042220496,0.0966108346662713,0.00800951490447466,0.0893167922802932,0.338840738215665,0.272590830601247,0.106071381771908,0.788991008111619,0.170033823621353,0.0117633472742461,0.230538614580923
"R3388_YZ_40",0.109756339223866,0.0936068714289655,0.148093489339073,0.123592591575372,0.170559551599382,0.151755816799717,0.187479083827273,0.036565197189718,0.114022465749863,0.567221313621343,0.42766924276139,0.18404794145722,0.844447109901539,0.342377314858617,0.0655155034990274,0.280145512338329
"R3388_YZ_41",0.194595463711775,0.201497099675924,0.152372565450132,0.219336135572995,0.127357293068996,0.247859414848711,0.131855167406772,0.164910266402847,0.170681409273328,0.523358732401124,0.310776177316493,0.177182764999267,0.879877022462214,0.346257571169688,0.187535767664952,0.352701156554971
"R3388_YZ_42",0.0654717108748933,0.0321871836397745,0.109902386110259,0.0500775782702927,0.077370234135704,0.0632951054757998,0.0865588941162121,0,0.0864188081102084,0.383328075960408,0.085783392072168,0.118953491196858,0.868095144081963,0.0882321461003677,0,0.246963855491303
"R3388_YZ_43",0.0995355723637638,0.0512094494004836,0.101831337565182,0.0711547913639792,0.0649835238768706,0.0867799120236716,0.0733622254136092,0.00453723292843708,0.129379865761404,0.299037264319934,0.109445043768022,0.142820383182405,0.830381242430379,0.0967043552827293,0,0.156706194576326
"R3388_YZ_44",0.0482823681568619,0.0409506274867523,0.0990088618365433,0.0580210651785167,0.0478565487894268,0.0814067811189529,0.053987213428236,0,0.0184976015357263,0.404362674012971,0.315663802792532,0.0581355816044689,0.953386179614371,0.0692003069567056,0,0.149132890078673
"R3388_YZ_47",0.0409439843177002,0.0152424674039636,0.105509002038325,0.039619371860207,0.0583077569722427,0.0553937749751802,0.061396284420658,0,0.0839221158626302,0.419839780146093,0.207354468518912,0.0881989335406186,0.899647652526403,0.0752847632460856,0,0.236522337400754
"R3388_YZ_48",0.0541297324488355,0.00952439899353215,0.0616064853001293,0.0192990888726702,0,0.0508811774918982,0,0,0.0586918470083986,0.260179288496273,0.0945455098724136,0.0865025027618124,0.735091135890369,0.0326750496819923,0,0.269267685013391
"R3388_YZ_49",0.0711490064994121,0.0552697700379974,0.110451052925496,0.0818122673442453,0.0898868176884475,0.0996307790034304,0.0882307114930424,0.060447269118305,0.0817410782570326,0.503251744465049,0.228662267427938,0.0934452564991232,0.667099365509382,0.15968453865132,0.0786564908724792,0.26018197230247
"R3388_YZ_50",0.0821127768619875,0.0794911819448363,0.127760322005725,0.127191195715545,0.111874677782665,0.150902735874743,0.116335122723847,0.0599658241459124,0.109902828338938,0.4149174657694,0.40483326373674,0.142105272021712,0.778702478713418,0.197471714220618,0.0746366735184777,0.281969412796027
"R3388_YZ_51",0.0317975567717975,0.0346703592702695,0.105646965329332,0.0711908914434137,0.0785573031926063,0.115843002880864,0.0948787961975312,0,0.0307826264674978,0.55802151321197,0.400428726792924,0.0724584968828844,0.807410244617503,0,0,0.209354520592274
"R3388_YZ_52",0.0660091394898282,0.034530541682298,0.0934320376607587,0.0423430566716382,0.0373679594955081,0.0470314325133459,0.0367211516578473,0.00714115381124299,0.0674290883092391,0.30654260847121,0.265750977289327,0.0749950807595019,0.850412689660741,0.10530974396325,0.00695426633162423,0.228822062097856
"R3388_YZ_54",0.1570201117499,0.105234991881879,0.10522451535548,0.116177043856896,0.0590061726533351,0.122251977514584,0.0604575706475911,0.0991588468514857,0.162149752528052,0.385228666971261,0.196071190356879,0.163157290163392,0.826116293209617,0.258905544707108,0.0847077032190461,0.305898747599746
"R3388_YZ_55",0.0852663729022134,0.0365330780934126,0.0861206290917206,0.0543235281330656,0.045466200329972,0.0696336310679321,0.0619124709693978,0,0.0779392240548929,0.466008181855239,0.183925856590148,0.111819336682787,0.632766374541431,0.118791867000456,0.0100677488488055,0.232942138732152
"R3388_YZ_57",0.0334507252123525,0.0216638520446881,0.0795566422563757,0.0427467722193724,0.0250816370938698,0.0560292878018701,0.0262642819250661,0,0.0561910214800054,0.483309977558588,0.36769893431057,0.0714026775739403,0.682604927963395,0.0425474492248433,0,0.220854559790765
"R3388_YZ_58",0.058486382489511,0.0495836914597082,0.107551113517423,0.0876673203187564,0.0675420533858564,0.123109127243556,0.073809034019963,0,0.0993172069890209,0.652231259684081,0.360335479709836,0.119516188872906,0.794271464405806,0.0691282700411517,0,0.281636699372855
"R3388_YZ_60",0.0706650950223121,0.117996933737315,0.147070519010896,0.155432004595599,0.104965732975561,0.192122873373069,0.111861956950091,0.0425697479862417,0.10664143530073,0.413104848222551,0.255063810644659,0.110264500118103,0.951198705388837,0.266547324969753,0.0435136196744642,0.289511518336682
"R3388_YZ_61",0.0383257361871708,0,0.0825710882309424,0.00889737327879168,0.0175034135906422,0.0296521628905872,0.0164158959778941,0,0.0623411788085505,0.293155517281249,0.167135911121724,0.0976972934036556,0.879264184479844,0.00020119911628208,0,0.151209287768914
"R3388_YZ_62",0.0309556695905417,0.0322054678061058,0.11814792592704,0.074217687839127,0.102996976550958,0.0943805773041715,0.101679788991045,0,0.0827077452619216,0.432382329751859,0.205588520581902,0.0872811247452653,0.721034188129104,0.0306078489914551,0,0.191949305031934
"R4163_YZ_1",0.00830327192650934,0.056667200953654,0.158100434414253,0.0897479572403722,0.123371070919798,0.0962320003416269,0.133976983010555,0,0.0279276136947619,0.330136532868972,0.304533615521044,0.0439141250778026,0.569630539555651,0.200704486558421,0,0.237212142027604
"R4163_YZ_2",0.136930360621913,0.197452317690815,0.188874618027581,0.191278367227536,0.164159447049643,0.239302851219183,0.176148104373977,0.0294264019362543,0.0762579817989777,0.310820894299101,0.206844903576883,0.0720230278291146,0.688389912884298,0.348224186720806,0.0372436068515625,0.0920083416767188
