"","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","CBSX__scRNA.melanoma__Macrophages","CBSX__HNSCC__Macrophages"
"R3388_YZ_39",0.0199356579511927,0.0708988610152038,0.116100887493468,0.0188467179608591
"R3388_YZ_40",0.167843486210631,0.0966451231340063,0.205433337123065,0.188818586833514
"R3388_YZ_41",0.0218206355271529,0.0661181485011079,0.110886863185152,0
"R3388_YZ_42",0,0.0670163682314744,0.0952100241276724,0
"R3388_YZ_43",0.0475839698698985,0.0982845239950895,0.132976656975353,0.0786001578556298
"R3388_YZ_44",0.280722084757197,0.109622455759205,0.408021529297294,0.228744743976687
"R3388_YZ_47",0.0124837136422136,0.0681606040934049,0.0919966521314562,0.00578212156000734
"R3388_YZ_48",0.0236380014683971,0.0611295860639675,0.0277044672683525,0.0497671672429073
"R3388_YZ_49",0.0565893038983239,0.0664564576462253,0.192458695651639,0.0191244741927474
"R3388_YZ_50",0.0885160759667724,0.0893488599016178,0.206733159820485,0.0538101961436147
"R3388_YZ_51",0.184119831342012,0.0981875288987112,0.344047265608761,0.145062619870384
"R3388_YZ_52",0.259331429910578,0.100567644528984,0.287197202132619,0.219453174782812
"R3388_YZ_54",0,0.0573394338237533,0.046739497135728,0
"R3388_YZ_55",0.170393540682249,0.0790185283192731,0.204095272810853,0.162550266045576
"R3388_YZ_57",0.135700111161864,0.0874972939791596,0.205587465123834,0.0943151364490603
"R3388_YZ_58",0.092936016867151,0.0766863767399955,0.186736902269314,0.174068486281355
"R3388_YZ_60",0.00539468731970358,0.0757311998814348,0.0951254800389296,0
"R3388_YZ_61",0.0762312557567985,0.0678843458716991,0.0931203515136964,0.0770859711070885
"R3388_YZ_62",0.0240114801371671,0.0673058878180555,0.159612509099668,0.0237032881531102
"R4163_YZ_1",0.244596360015686,0.122244935250974,0.290346169225088,0.241732740443512
"R4163_YZ_2",0.155862019554047,0.112542669139604,0.148036992209669,0.164155218830889
"R4163_YZ_3",0.198186506777291,0.172481602782791,0.134821607910121,0.206451765013637
"R4163_YZ_5",0.391045884437538,0.217359624815465,0.347329464081414,0.402614373379502
"R4163_YZ_7",0.405858990543862,0.208723163135043,0.322512853542455,0.39120917577708
"R4163_YZ_8",0.0999033874004683,0.0671764144991437,0.0826932688062537,0.0421084778807201
"R4163_YZ_9",0.521552779395263,0.199744878148961,0.588688748586582,0.567773055439738
"R4163_YZ_16",0.513608032715534,0.228465423064423,0.611866768985537,0.514941325674846
"R4163_YZ_17",0.236144057378549,0.16023902408827,0.147307137794433,0.220291587297795
"R4163_YZ_18",0.238209741114183,0.146703488163032,0.238224937288927,0.240915603704876
"R4163_YZ_19",0.132199526584069,0.0909579527649142,0.12753012681634,0.129309811754878
"R4163_YZ_20",0.272149195234598,0.151280538839384,0.313547917037403,0.287819762119679
"R4163_YZ_21",0.0738022626688484,0.0705980360629684,0.10723377733925,0.0858712906023634
"R4163_YZ_22",0.118087846315362,0.0846601086676487,0.136214166631464,0.0949633835780294
"R4163_YZ_23",0.214106469720192,0.143329517722329,0.265504700999886,0.185239780892201
"R4163_YZ_25",0.276273598966012,0.166478006809718,0.405077848933084,0.294407420575582
"R4163_YZ_26",0,0.0278763411677596,0.0250015371867945,0
"R4163_YZ_28",0.171675700812951,0.109946513574832,0.154622590619009,0.126740017081858
