"","Quantiseq_Macrophage_M1","DeconRNASeq_BPRNACan_M1","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACanProMet_M1","Epidish_CBSX_LM22_Macrophages.M1","DeconRNASeq_CBSX_LM22_Macrophages.M1","Epidish_CCLE_TIL10_Macrophages.M1","DeconRNASeq_CCLE_TIL10_Macrophages.M1","Epidish_CD226_M1","DeconRNASeq_CD226_M1","Epidish_LM22_Macrophages.M1","DeconRNASeq_LM22_Macrophages.M1","Epidish_TIL10_Macrophages.M1","DeconRNASeq_TIL10_Macrophages.M1","CBSX__LM22__Macrophages_M1","CBSX__TIL10__Macrophages.M1","CBSX__CCLE.TIL10__Macrophages.M1","CBSX__CD226__M1"
"Test.FFPE.01",0.0981179010747022,0.0650993965474023,0.0679718817679363,0.071050632006075,0.00650527578320506,0.0076781145906906,0.293491554867758,0.234112437822825,0.423945916244634,0.249378666378606,0.00650527578320506,0.0076781145906906,0.990551110440935,0.386889632537902,0,0.489635910550743,0.217766503370232,0.218814420023039
"Test.FFPE.02",0.0709283807974725,0.0516615819705761,0.0547457706437145,0.0636343976654799,0.0427102868327952,0.0227915656004983,0.33194880510261,0.294108123863963,0.28372274734924,0.192866961598712,0.0427102868327952,0.0227915656004983,0.732511920465793,0.424318355810428,0.0425086737439086,0.781742879052035,0.293913855643214,0.177991972854803
"Test.FFPE.04",0.0292901098047936,0.0615470278567373,0.063183509950345,0.0757221171342455,0.0156148607657591,0.0209319167072004,0.356357340060642,0.277318574530336,0.559060036738583,0.286171341698742,0.0156148607657591,0.0209319167072004,0.796286393995908,0.286794997843997,0.0122987203363633,0.795125341982534,0.253820335430442,0.190840177803573
"Test.FFPE.05",0.0791363432684458,0.0656763848410304,0.0740215792588151,0.0757744202660684,0.0581278392355486,0.0225254389340217,0.660525227835067,0.491332622651808,0.402838664553621,0.271792866310269,0.0581278392355486,0.0225254389340217,0.843562503877381,0.516643779042173,0.0494409376362527,0.786376132391808,0.616013128761792,0.188307443451831
"Test.FFPE.06",0.0332044539511349,0.0525354057151256,0.0577181061745185,0.0567201829400778,0.0317704674514402,0.0181281216183404,0.165128929487088,0.220167373781702,0.267816610197009,0.255783499916884,0.0317704674514402,0.0181281216183404,0.729151296266914,0.290378079925472,0.0336844840938269,0.264576769723152,0.142125214072989,0.205111321037959
"Test.FFPE.07",0.107630512838773,0.0572257025419579,0.0652525235681935,0.0682686551378487,0.0717789663626967,0.0648829556628955,0.334036901539924,0.322243776265635,0.484539195444289,0.295418554470673,0.0717789663626967,0.0648829556628955,0.81614986866448,0.445568191958063,0.0752264001854057,0.66878288286662,0.292219833276737,0.184062452513685
"IP.108b",0.0563372772191172,0.0821502421163729,0.0940668353104544,0.0950765488350941,0.032650626465548,0.0758729500229352,0.370844358627851,0.236799204811796,0.467424356211855,0.253828058435214,0.032650626465548,0.0758729500229352,0.615815574276725,0.228319628343272,0.047862944453152,0.756178266449991,0.403511936166232,0.425306177498834
"IP.115b",0.0439963938868536,0.0734795947422015,0.0752160756287409,0.0799199698026835,0.0271304424568739,0.106756532640751,0.0813612925956545,0.109626244101106,0.397695715460405,0.260288713643041,0.0271304424568739,0.106756532640751,0.549407424723105,0.235531486182669,0,0.442664984216618,0.0745117141653945,0.16072361283733
"IP.124b",0.0593877937365622,0.0430193013786967,0.0450348979756797,0.0410445765778061,0.0169742569812703,0.0287739242904519,0.161718513676905,0.248234753346465,0.195149356590904,0.304125617083464,0.0169742569812703,0.0287739242904519,0.143719607259849,0.244611703947776,0.0136756066085856,0.178899667007789,0.113121407525891,0.228742571507636
"IP.127",0.024084405988131,0.121862642239751,0.127475131018604,0.119915485830659,0,0.0712824877960016,0.194041163424974,0.115902169909624,0.26988956861775,0.140265336105477,0,0.0712824877960016,0.607309993282535,0.111942376014862,0,0.439073839935604,0.139439262959135,0.154394304687992
"IP.138b",0.0297711554190221,0.0555616054219217,0.0567748234893328,0.0984732822016456,0.0038244229720504,0.0248069041471421,0.537460471490776,0.299123656209625,0.19410155812358,0.272216902150431,0.0038244229720504,0.0248069041471421,0.766175499798817,0.306006487054771,0.00492694716960857,0.62603078212596,0.422440787459343,0.226807242720769
"IP.140b",0.0527772522529748,0.0855140891095808,0.09132408485819,0.114533344518655,0.0242561382491057,0.093140746953717,0.264602689466424,0.140257545388802,0.34236247749044,0.471335147314429,0.0242561382491057,0.093140746953717,0.425597936319687,0.152128959672038,0,0.405363128709286,0.283119652487143,0.182866672179714
"IP.148",0.0703365613589245,0.069767884326277,0.0709065966303594,0.0690761363987874,0.0106120282053896,0.0212865754535798,0.476890253439983,0.204060446061272,0.378197884728558,0.224234277880577,0.0106120282053896,0.0212865754535798,1,0.207807893543557,0.00720080025451256,0.606286668467103,0.368981323181706,0.168507483738245
"IP.197",0.0333130332030106,0.0904205156552321,0.0919860610141425,0.0826679215704079,0,0,0.0556509205489693,0.101479222805587,0.390221186051265,0.143803671378088,0,0,0.587385023625117,0.13414742400543,0,0.332198642576903,0.0397112377102908,0.108421129893014
"IP.214",0,0.0958188254478734,0.0954871169867679,0.098036329908319,0.00963930214602598,0.0757824058129671,0.0368005084043355,0.051227341695714,0.437762298426129,0.170451495705578,0.00963930214602598,0.0757824058129671,0.0284141419196604,0.0514456208444758,0,0,0.024316199910414,0.157872978975936
"IP.28",4.89322270107076e-05,0.087955280679082,0.0889378104081658,0.080588001173368,0,0.0182942403686264,0,0.0430993555264372,0.388319688117153,0.171898624253754,0,0.0182942403686264,0,0.0451942958000648,0,0,0,0.115341783979761
"IP.31b",0.054772282990993,0.153841868106892,0.155235482479883,0.151767378272813,0,0.0644239150744266,0.427911063575247,0.245154565135687,0.867759895978902,0.428256436865687,0,0.0644239150744266,0.598281910280966,0.230738592595799,0,0.465408576701746,0.513309504634124,0.305287406970959
"IP.36",0.0186319438732696,0.0689538791725767,0.0742086357862075,0.0637979459078751,0.00651752388921805,0.0925761193727527,0.0590914986839734,0.109111558997144,0.454389052803645,0.21827796320237,0.00651752388921805,0.0925761193727527,0.609223812640657,0.12742263083123,0.0109073700589021,0.320183591291025,0.117473165675378,0.177577153365753
"IP.38b",0,0.101326121766784,0.103843728044205,0.102305252849012,0.0694728983954258,0.0958168571203162,0,0.030384835451002,0.766899192896488,0.211924804242651,0.0694728983954258,0.0958168571203162,0.352899973538196,0.0450437113670561,0.0683545359629575,0.226023441835762,0,0.185770550809367
"IP.52",0.0309368964350421,0.0822933972215807,0.0875645841869879,0.112190095281663,0.0133955890878819,0.022481508476022,0.408986631373653,0.139707156118722,0.50756593267684,0.226876044248749,0.0133955890878819,0.022481508476022,0.833674027043433,0.184843406103899,0.0287803334273584,0.252861741508467,0.232125407795838,0.147309405051331
"IP.57",0.0365356056498262,0.282460508412496,0.290472212151149,0.282637171939549,0,0,0.109518216726471,0.156930006167524,0.638028415784643,0.401629091597052,0,0,0.689082830433935,0.283371265088817,0,0.584734911604789,0.114017344626947,0.186687913671061
"IP.58b",0.0530911141096182,0.0645486928385921,0.0670518552359066,0.107726770574214,0.0167812835434175,0.000912539710329209,0.297704714630569,0.304631702395226,0.326141322800841,0.188145445483076,0.0167812835434175,0.000912539710329209,0.673172275768015,0.342913577876786,0.0121990887932309,0.542047723388306,0.270701059156953,0.376937330683771
"IP.67b",0.0165609339329565,0.0965597911751471,0.0981274033235691,0.09586873832851,0,0.0657913567810128,0.0105363650740598,0.107649253116911,0.510246055563648,0.203249707086576,0,0.0657913567810128,0.754040579569337,0.149767709859993,0,0.215348131544038,0.0204860273175991,0.154288568388293
"IP.73",0.122813924617681,0.0695743106015771,0.0706006156341792,0.0678505603857969,0,0.0529263057892014,0.0945022277242598,0.340963548784135,0.587841742121233,0.345437447942699,0,0.0529263057892014,0.704777076081794,0.413323194204584,0,0.198606341673197,0.0436101779784649,0.227054385963391
"IP.82b",0.022134880860817,0.0783867328243957,0.0821915783341056,0.108351144110308,0.0278138608362126,0.0325573493225083,0.231760265213681,0.0975777352765938,0.339795786929016,0.246402682045667,0.0278138608362126,0.0325573493225083,0.446767682342208,0.101520396460864,0.0266229769128574,0,0.211926916935333,0.294406356927553
