"","Epidish_BPRNACan_cancer","DeconRNASeq_BPRNACan_cancer","Epidish_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","Epidish_CCLE_TIL10_Cancer.cells","DeconRNASeq_CCLE_TIL10_Cancer.cells","CBSX__CCLE.TIL10__Cancer.cells"
"LP.01.04",0.967916483719682,0.470324550084864,0.972794315678877,0.485645134711805,0.965255361999814,0.441707418309839,0.694286969949621,0.276371963417298,0.56746526193852
"LP.01.12",0.902413258739825,0.447591226649406,0.898158851724556,0.429210818608689,0.883229265490711,0.421575617279637,0,0.0217978357741478,0
"LP.01.14",0.896083268938561,0.548549025826432,0.89903737888901,0.541298614974995,0.888204128752367,0.53406454742,0.351986938718002,0.131070763892736,0.350795359283391
"LP.01.15",0.89868063473764,0.505343180783404,0.906612628350597,0.517558302909614,0.902670264487227,0.422638505859255,0.407265926783353,0.182725984414638,0.372789875711223
"LP.01.17",0.845979570125926,0.525090316754581,0.839697568663475,0.507433541269152,0.807704220129523,0.492270038099853,0.190686199330019,0.145563229712505,0.159089450102676
"LP.01.18",0.930393108468902,0.514910993296407,0.939441666779411,0.523488390449419,0.932967138425538,0.518338266522202,0.305376480640637,0.165421311316533,0.325079473952126
"LP.01.20",0.936020712305735,0.545415136357588,0.941125371066363,0.539143560441612,0.917284741595766,0.527926789221007,0.196553597105686,0.164505211681567,0.206103272705558
"LP.01.22",0.980193296659882,0.461901068010425,0.983026047951989,0.480531624795015,0.975930585898428,0.49093680457241,0.385416166451694,0.246271755027894,0.372982270792769
"LP.01.25",0.91310355512104,0.492137012806915,0.91401329165434,0.485866901837556,0.91233710178221,0.485773773226816,0.0919616642529436,0.124979624218473,0.0709047097523351
"LP.01.28",0.935380601563682,0.439041754091867,0.932308943105594,0.426043846018428,0.92713019519428,0.423091293243993,0,0.0920224700552247,0
"LP.01.29",0.922735313118136,0.48646577463022,0.925627254686735,0.494724089855408,0.899562710687082,0.368730820899299,0.761847238723998,0.41546621641263,0.601603937851493
"LP.01.31",0.957035002928292,0.509773632870845,0.963885412877382,0.503031873106172,0.951851408654474,0.504632128565318,0.0745957383900466,0.15546095803887,0.135660495431732
"LP.01.37",0.962020395752064,0.490115596847972,0.965939729211057,0.497692695420986,0.951180848862845,0.490888998602362,0.58264874580743,0.372700337984879,0.621447453605924
"LP.01.38",0.971965060659385,0.450262035282281,0.976967462717517,0.472665447441815,0.962995530071022,0.474134946749716,0.911970492050801,0.459835650956767,0.864115489574812
"LP.01.40",0.936562394943411,0.452169457790328,0.94295207835707,0.441824350354914,0.941994255469978,0.428411171563073,0.818813378279968,0.367615364334007,0.611041267375491
"LP.01.43",0.841211713638249,0.551401397346377,0.823449869099149,0.532366733386976,0.807769450343451,0.527730803833494,0.131956323149399,0.172899355862603,0.10298759194931
"LP.01.45",0.97344123682725,0.378373641055269,0.969896905146198,0.375687776751021,0.96147100183905,0.391381404740973,0.775591740142491,0.394676641516035,0.7152263880768
"LP.01.47",0.922212024332078,0.482459677193629,0.933055172597593,0.471966275869851,0.91762017996028,0.452568448424849,0.104960280866633,0.102664690083082,0.0650040474318064
"LP.01.48",0.955459385282319,0.473047491363436,0.963126845514011,0.478037011497581,0.953035191059986,0.472274546347226,0.738380060312772,0.542368311916004,0.75362669049492
"LP.01.52",0.939056654130477,0.479975541517772,0.930020877990364,0.467662761716776,0.920181486102545,0.473857111088311,0.074432581777464,0.109727479394143,0.112045430269779
"LP.01.57",0.909207450394423,0.554477456856146,0.896925590262595,0.541838566101187,0.888722246756067,0.526199682261664,0.180632188765233,0.12192290860213,0.187163545768788
"LP.01.61",0.925070367730959,0.414808445677072,0.928473436126944,0.415380727038657,0.926546138310808,0.414749037141551,0.822081153266732,0.454740514646904,0.818005546816734
"LP.01.63",0.973483655926992,0.534709202045317,0.978418810303965,0.54312280467595,0.969658803409827,0.538984329963843,0.617660184120121,0.320138093517106,0.622794847983295
"LP.01.64",0.947500475525784,0.510465593575674,0.956601759547785,0.504103924439358,0.942829399072916,0.500086414522055,0.648140288297919,0.424716470016481,0.595595100296687
"LP.01.66",0.823448267862091,0.502637459953791,0.842787777385331,0.499416643373711,0.82678065847658,0.489677840613869,0.223258394378338,0.183477704573438,0.255834281960754
"LP.01.70",0.965074233755521,0.554141942269861,0.971144897649012,0.559981160233569,0.978255103049403,0.55957613120757,0.827483564915515,0.344287644450469,0.812954602306447
