"","Quantiseq_Monocyte","MCP_Monocytic_lineage","Epidish_BPRNACan_Mono","DeconRNASeq_BPRNACan_Mono","Epidish_BPRNACan3DProMet_Mono","DeconRNASeq_BPRNACan3DProMet_Mono","Epidish_BPRNACanProMet_Mono","DeconRNASeq_BPRNACanProMet_Mono","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_CBSX_LM22_Monocytes","DeconRNASeq_CBSX_LM22_Monocytes","Epidish_CCLE_TIL10_Monocytes","DeconRNASeq_CCLE_TIL10_Monocytes","Epidish_CD226_Mono","DeconRNASeq_CD226_Mono","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_LM22_Monocytes","DeconRNASeq_LM22_Monocytes","Epidish_TIL10_Monocytes","DeconRNASeq_TIL10_Monocytes","CBSX__LM22__Monocytes","CBSX__NSCLC.scRNAseq__Monocytes","CBSX__TIL10__Monocytes","CBSX__CCLE.TIL10__Monocytes","CBSX__CD226__Mono"
"Gide_PD1_17_Pre",0.0729487268956037,48.5296437122463,0.0181033227842186,0.117734496916549,0.0220837835931537,0.122821375641433,0.0155576513423315,0.108351562219846,0.0639939846917407,0.308929439501196,0.054282077427399,0.0467954538796797,0.112710203906875,0.155386061440307,0.228535560413882,0.141008323905497,0.0639939846917407,0.308929439501196,0.054282077427399,0.0467954538796797,0.284453793543327,0.233611391576505,0.0506711257304841,0.0539749868913745,0.523815125451344,0.154085729377735,0.110047748579562
"Gide_PD1_18_Pre",0.19917023742398,44.9507295542919,0.0106829426135788,0.090700074477572,0.0135889327623811,0.0921638464054167,0.0101049077363604,0.0801035969220096,0.053229362787441,0.292949227401691,0,0,0,0.0126805060984651,0.078775789066911,0.165032433242996,0.053229362787441,0.292949227401691,0,0,0,0.0144591211293771,0,0.0368991637368034,0,0,0.117516000246638
"Gide_PD1_19_Pre",0.0137056271037071,21.7402749880189,0.0241703603351316,0.104068334234067,0.0291878311506358,0.103310286041927,0.0112745682547178,0.0919441300128226,0.154190484765886,0.293927212674493,0.0345031883400778,0.0494352504292496,0.14272324479702,0.046239753992352,0.221910269749976,0.188815987589551,0.154190484765886,0.293927212674493,0.0345031883400778,0.0494352504292496,0.795050343237552,0.0814807656133573,0.0262402374375901,0.105104790892126,0.466005113476555,0.168018240581526,0.0949443993202117
"Gide_PD1_2_Pre",0,86.3724730825853,0.0394445169048611,0.150715857377484,0.050420290356577,0.155558883152779,0.0424195698068774,0.144155147514299,0.0556544768028721,0.306668336805286,0.0535802561528201,0.038531057810665,0,0.0785885021120067,0.278955403636321,0.1774511408449,0.0556544768028721,0.306668336805286,0.0535802561528201,0.038531057810665,0,0.0875308243305002,0.0472588922903431,0.0458454500552988,0.222293623625071,0,0.108614344005018
"Gide_PD1_21_Pre",0.0227793915167426,48.9655659040184,0.0379725663042184,0.128960563126058,0.0502813685650584,0.132102774855859,0.0330532467417458,0.117659712671288,0.0657714586862173,0.303237593234906,0.0888604886154125,0.0677978422361166,0.11287727365536,0.316158155808861,0.269251988935724,0.203940450362028,0.0657714586862173,0.303237593234906,0.0888604886154125,0.0677978422361166,0.270505188460218,0.204396576248216,0.233961701276219,0.0604695195822837,0.538264131679738,0.364057761141123,0.166508552403194
"Gide_PD1_23_Pre",0.0461295551341113,35.4481600022197,0.0106235628281876,0.0906424197092409,0.0135113808260907,0.0916722307906546,0.0075834055494309,0.0773702675459469,0.0559954256497598,0.311214954012688,0.0869351616309239,0,0,0.0266840970639543,0,0.0396310462771999,0.0559954256497598,0.311214954012688,0.0869351616309239,0,0.0174167905417806,0.0388536621316193,0.0469996609378928,0.0397003043625362,0.067950041209548,0.0308212066787238,0.0958248966416522
"Gide_PD1_25_Post",0.0122255971469743,52.1853615062726,0.0454546130991811,0.125394728896444,0.06198824455805,0.129082518933441,0.0423876446326526,0.114723254409187,0.166808208724788,0.294549305670948,0.0664877625424248,0.0560981759280625,0.447203467358037,0.117939159727662,0.499476284086227,0.262454631367935,0.166808208724788,0.294549305670948,0.0664877625424248,0.0560981759280625,0.701232318195096,0.139976514778073,0.0982926522979503,0.142682977543303,0.649904622659654,0.525078958533776,0.107587851861164
"Gide_PD1_25_Pre",0.0459067372126912,32.6071628465132,0.0142516174675099,0.123187903545886,0.0158250307820641,0.127492405044326,0.0084903565840981,0.112265568608987,0.0397824740910314,0.297358269975747,0.0771448119443536,0.057540962829502,0.0963353972286135,0.0544294572176014,0.328605460093224,0.204126352530079,0.0397824740910314,0.297358269975747,0.0771448119443536,0.057540962829502,0.229760441621338,0.0887736584047324,0.0569239570154319,0.0269193578116517,0.412993335708541,0.0834600585353946,0.0824333337459127
"Gide_PD1_27_Pre",0.103074903840169,5.29541588866307,0.00348622002273304,0.117597475609267,0.00293138503782553,0.114040070928453,0,0.0979492100868735,0.0613114254619223,0.280959415289676,0,0.0297834152291518,0,0.011498180541459,0.251144923174301,0.110901648031614,0.0613114254619223,0.280959415289676,0,0.0297834152291518,1,0.0169547021290041,0.101998763944149,0.035797740508131,0,0,0.0875103729416242
"Gide_PD1_29_Post",0.192591285111856,9.90035497028778,0.0118211194551788,0.105913419408849,0.0114452444726505,0.103101570433677,0.00479301696647393,0.0908574246746033,0.0773100433688761,0.281540849093458,0.07413355222461,0.0486396263425772,0.143129165043763,0.085740363191467,0.278710479323127,0.182565979660012,0.0773100433688761,0.281540849093458,0.07413355222461,0.0486396263425772,0.533900725673887,0.169035178105695,0.0625791478930405,0.0516291614529341,0.131349057360707,0.0319871099736455,0.0924135204203549
"Gide_PD1_29_Pre",0.210696286619285,7.92649612798689,0.00198940704060424,0.0947429094395125,0.00316787894417824,0.0918167874619567,0,0.0805850716784783,0.105162180513745,0.282697939401061,0,0.0470838000948395,0.129123189780354,0.1224775489661,0.101778624646082,0.173890228839132,0.105162180513745,0.282697939401061,0,0.0470838000948395,0.777199363541792,0.198528753776624,0.0202356086286586,0.132137960995982,0,0,0.0820404492489868
"Gide_PD1_3_Pre",0.185429066265255,16.3072449514636,0.00841230699368706,0.105044810546353,0.0125820035080826,0.104189948849706,0.00623769906818232,0.0934021490793048,0.0774328478695481,0.287026027218794,0.0668775311247642,0.049913173835645,0.380978454720626,0.127657606325689,0.230434095313005,0.19092466892903,0.0774328478695481,0.287026027218794,0.0668775311247642,0.049913173835645,0.915166035973602,0.147996688236227,0.102896239146643,0.0621126246579709,0.710551050438546,0.588757519383202,0.112193644702809
"Gide_PD1_30_Pre",0,46.4250960177587,0.0082246390285253,0.0857577796244046,0.0116605251584073,0.0852102737557435,0.00692951279270449,0.0756015777943879,0.0550222086282023,0.286894192572169,0.0960488891750781,0.0477724092880749,0,0.0164122675569346,0.642965969525072,0.195981997355416,0.0550222086282023,0.286894192572169,0.0960488891750781,0.0477724092880749,0,0.00751918404067605,0.106602865544289,0.0480515431131272,0.273382972036292,0,0.104786823003393
"Gide_PD1_34_Pre",0.0802618773688767,33.3237544381191,0.0109516359133175,0.109453171927118,0.0141588417611576,0.10812849525773,0.00740895723791168,0.0930563008485828,0.0107210458913724,0.273287763421776,0.0263838584469957,0.0320939016324361,0.0201357884747464,0.0152824299676261,0.065800960330835,0.178742432117591,0.0107210458913724,0.273287763421776,0.0263838584469957,0.0320939016324361,0.16268223925791,0.0190554205408997,0.0142470922740708,0,0,0,0.104218480668397
"Gide_PD1_35_Pre",0.0234088088559283,41.2446605636499,0.0411434338002568,0.118169831658643,0.0639564003558686,0.119186154090041,0.0367552284356516,0.105981591896651,0.0354469500940268,0.268222251559393,0.046719513267416,0.0207917458000466,0.650038301984144,0.133800966107045,0.530210398278807,0.216888270461057,0.0354469500940268,0.268222251559393,0.046719513267416,0.0207917458000466,0.840966035340724,0.148050048699439,0.0432404223425089,0.0115656843035588,0.798824865367986,0.542683404671223,0.0866493373468801
"Gide_PD1_36_Pre",0,28.0920570387761,0.0164834925420674,0.0923451547187436,0.0260076702742733,0.0910008724081878,0.0182624766016994,0.081499880652766,0.0361526469981524,0.276428234233841,0.061609298254358,0.0534808550046498,0.0172129490830702,0,0.284941552501174,0.117491148112586,0.0361526469981524,0.276428234233841,0.061609298254358,0.0534808550046498,0.206327308092934,0,0.0466363429121193,0.0350827354948285,0,0,0.0818598482059111
"Gide_PD1_38_Pre",0.14915232538226,82.2978913234098,0.0214134566066279,0.124988792009364,0.0420013767671252,0.130783783737373,0.0300742579966119,0.115521094378895,0.0216046100003897,0.243165665853139,0.0223679226627905,0.000261424744138344,0,0.0117401394839615,0.488398438726683,0.276023048826507,0.0216046100003897,0.243165665853139,0.0223679226627905,0.000261424744138344,0.017251443085547,0.00927858398828122,0.0205969914458393,0.0177710669155561,0.00633518841181656,0,0.120231224287631
"Gide_PD1_4_Pre",0,60.8612116317394,0.0566345282124229,0.126382316903198,0.0666341226659868,0.129467536761917,0.0592561309309365,0.114346303374228,0.0253507845254001,0.27367391244121,0.0487425491094519,0.0372951958240129,0.159333469490879,0.186724538699031,0.560742076666212,0.269329808402353,0.0253507845254001,0.27367391244121,0.0487425491094519,0.0372951958240129,0.43831000389924,0.241887616272527,0.0464308642911697,0.0303683598091382,0.675899575172253,0.300508823190876,0.0802474933916567
"Gide_PD1_40_Pre",0.0102238452700262,103.318757899002,0.0176379104887422,0.12301059502262,0.0214472015513592,0.124246679327456,0.0127522355936331,0.112374331074191,0.000857127275295147,0.289910389645367,0,0,0,0.00501592382970046,0.227341453068683,0.172967400235818,0.000857127275295147,0.289910389645367,0,0,0.059979861746525,0.00369607610914149,0,0,0.080060856581898,0.0320047058489567,0.0765804980311867
"Gide_PD1_41_Post",0,62.263852805373,0.0379107563104385,0.131429365416902,0.0452878357184867,0.138145538613902,0.0394863904501381,0.121723367773549,0,0.272297501029066,0.0404859887706879,0.0225285984820933,0.0257836697684946,0.0254529351441118,0.489362731763038,0.195531262687098,0,0.272297501029066,0.0404859887706879,0.0225285984820933,0.00436769258659386,0.0349342532041805,0.0730535905790317,0,0.414654157733368,0.130540575271014,0.0913203351112515
"Gide_PD1_41_Pre",0.00321465533517743,25.0611643790424,0.0115022218532012,0.0920149396742029,0.014737583620108,0.0900686472603012,0.00811140555518394,0.0793170453757988,0.0491585860224782,0.27458200280673,0.104719941198248,0.0582337270686405,0.038696157483437,0.0338892213968972,0.341329096894679,0.130026849159646,0.0491585860224782,0.27458200280673,0.104719941198248,0.0582337270686405,0.101918738795853,0.0602882355577338,0.0865992229166445,0.0344288107686661,0.262805523896254,0.0565086006573885,0.0908479038778226
"Gide_PD1_42_Pre",0.0507232658884812,14.5193483647863,0.00553380966822899,0.109536091218859,0.00788192134092262,0.106484626418157,0.00380139839695384,0.0963718045992256,0.0383406354803204,0.300409601727642,0.0619422173036634,0.0527335644252312,0.116479868367047,0.0278686097732753,0.233855670299287,0.172039400985017,0.0383406354803204,0.300409601727642,0.0619422173036634,0.0527335644252312,0.48159929402636,0.0386664180491756,0.0956689961892045,0.0399084953944023,0,0.0494966359082155,0.0868889132113382
"Gide_PD1_44_Pre",0.0873484880992169,49.6295863476789,0.0277221450663551,0.12542995331324,0.029645286541732,0.122953859942554,0.0176633205562318,0.110891629261658,0,0.249570300383609,0.0328410540032123,0,0.0620112423868752,0.0692733224623088,0.24158849072384,0.172525743295088,0,0.249570300383609,0.0328410540032123,0,0.121611081576886,0.0879815234675694,0.0380999503053821,0,0.242443160503828,0.136714287122404,0.107237002833044
"Gide_PD1_45_Pre",0.0422901169590843,70.4172449393565,0.0356322048520807,0.122903925517277,0.0588287113182428,0.122952263347609,0.0414860809048433,0.109469310102441,0,0.257829596403211,0.0133550243011608,0.0511212596521192,0.0320702638934729,0.02074385972722,0.487691499223319,0.160475535931744,0,0.257829596403211,0.0133550243011608,0.0511212596521192,0.106612697634897,0.0262801023690126,0.00873459101898911,0,0,0.101920430853241,0.0756428743788143
"Gide_PD1_46_Pre",0.0276031508581777,31.1452391997623,0.014280389845365,0.115924594111601,0.0211668875592364,0.117999524922206,0.0154965331033544,0.102875278090413,0.0313208461036505,0.287197657088814,0.0409486218204018,0.0579182086181826,0.148212487528252,0.0371546430943516,0.303955662608058,0.181181320932427,0.0313208461036505,0.287197657088814,0.0409486218204018,0.0579182086181826,0.416825149409001,0.0509062028798741,0.032497020639575,0.0290428048681882,0.665963334387178,0.0397565040600154,0.0675737928394346
"Gide_PD1_47_Post",0.00231089142105476,113.155853706246,0.051238765003767,0.135490568489224,0.0661022959401123,0.139545617103759,0.0570298617683235,0.123914619645277,0.0131194005300461,0.284585980052059,0.0724247156853279,0.0665713548936048,0.10412139109149,0.0221415761029709,0.333472033758805,0.165268382930627,0.0131194005300461,0.284585980052059,0.0724247156853279,0.0665713548936048,0.202831847914943,0.0372420407574444,0.0748671194946329,0,0.103109304556876,0.0858933018729994,0.0793818117673753
"Gide_PD1_47_Pre",0,133.73707971782,0.0471643875136025,0.140483252545749,0.0671184904754159,0.146975370359389,0.0701592345635196,0.130445927380132,0.0292943647494769,0.291594165391155,0.0397351712055555,0.0456374216049513,0.0417351195230334,0.0434280800507047,0.48251579945997,0.255774446607527,0.0292943647494769,0.291594165391155,0.0397351712055555,0.0456374216049513,0.0700540464101921,0.0531397511269595,0.0355214685755399,0.0140598279715212,0.139674202228372,0.215700147367994,0.0782268853157285
"Gide_PD1_48_Post",0.00276379281190157,108.763574672898,0.0646521631458357,0.160972913863293,0.089595890665126,0.166509245911114,0.0475248543295768,0.150817275204483,0,0.253726435533691,0.0198067385411687,0.00298769858926177,0.0203588538732332,0,0.325740051273704,0.299806307812346,0,0.253726435533691,0.0198067385411687,0.00298769858926177,0.0217235835071973,0,0.013090373365204,0,0,0,0.0841589730781553
"Gide_PD1_48_Pre",0.089034399687343,30.3208480545918,0.0178227207720654,0.103601708004367,0.0326728251294048,0.102904553696994,0.013998460073842,0.0886406781039641,0,0.24692750314035,0.0300776820161332,0.0357504276253637,0.0397505639559362,0.00779406131854083,0.208918920934581,0.233759249598891,0,0.24692750314035,0.0300776820161332,0.0357504276253637,0.141718524681051,0.00173241811398135,0.0258150674109463,0,0,0,0.113896176057807
"Gide_PD1_49_Pre",0.0102909633683496,21.2308531125775,0.0135303911748248,0.0994634792988036,0.0176668262125029,0.100691262134723,0.00943463708298413,0.0883952256858173,0.0943745676829061,0.296242761904363,0,0.0273717072373604,0.334923297886899,0.0716632852209935,0.116772366405538,0.167541749841159,0.0943745676829061,0.296242761904363,0,0.0273717072373604,0.927243558292924,0.115466645100294,0.0182149492737347,0.0755671106049591,0.696525231894467,0.34780141536172,0.0922277554709021
"Gide_PD1_5_Pre",0.0288047915234555,15.7867333456901,0.00749161179392485,0.106241623303237,0.00904271762896725,0.104197723573066,0.00370121838398466,0.0902410725678782,0.080928896448124,0.290929378677314,0.0244314240226843,0.0518335682603294,0,0,0.387680248584436,0.148040203585426,0.080928896448124,0.290929378677314,0.0244314240226843,0.0518335682603294,0.673619277093525,0,0.0796439771101537,0.0491429873418277,0,0,0.0879767641616008
"Gide_PD1_50_Pre",0.0509667041179935,52.4778357136185,0.00665416284289791,0.093670549584059,0.00959863447081567,0.0952827517710087,0.00583542109257579,0.0833997240854681,0.0364994317665868,0.275669418265801,0.0056688068188198,0.00853577981934362,0,0.0212779074457066,0.446220863496422,0.227653839469621,0.0364994317665868,0.275669418265801,0.0056688068188198,0.00853577981934362,0.00777263501429073,0,0.00655141724842399,0.0307414190596441,0,0,0.120925035798728
"Gide_PD1_52_Pre",0.0595636988235115,34.8984086597872,0.0531080284164741,0.168976442832582,0.074189776693328,0.17826462689368,0.0361492164528292,0.153871918648423,0.0797100602172148,0.332111264168759,0.334186183599381,0.136946309749381,0.0245320941178952,0,0.413538921240528,0.176377692366542,0.0797100602172148,0.332111264168759,0.334186183599381,0.136946309749381,0.0990370474897589,0,0.294946571593068,0.0623972960757416,0,0,0.113501372714602
"Gide_PD1_53_Pre",0,43.7679183832167,0.0326455163148094,0.193443237177807,0.0416739826763331,0.198947554786382,0.019164908261863,0.180290414043271,0,0.279183059960886,0.0598090010793114,0.0359997594522457,0.068761747624798,0,0.457640416169425,0.103765850620808,0,0.279183059960886,0.0598090010793114,0.0359997594522457,0.111803494790483,0,0.061902783641802,0,0,0,0.172630196308382
"Gide_PD1_54_Pre",0,26.5683728444544,0.00994489378917871,0.0985402596093422,0.0144306252998002,0.098517541424006,0.0119063509091352,0.085018117492868,0.0220584416245175,0.292816273371413,0.00635066955604524,0.0234468943016923,0,0,0.208188601068758,0.178227144035526,0.0220584416245175,0.292816273371413,0.00635066955604524,0.0234468943016923,0.0713416905086919,0,0,0,0,0,0.0857124258650848
"Gide_PD1_6_Pre",0.00827239614128063,32.3680829113487,0.00797049452438254,0.0997956158190192,0.00990017899829489,0.088596054578278,0.00432058078925788,0.0799533646480489,0,0.227354558726228,0.00267243142506458,0.0385312910625641,0,0,0.203310114721318,0.181347777645878,0,0.227354558726228,0.00267243142506458,0.0385312910625641,0,0,0.00188940814180288,0,0.0354062764319606,0.0127827996057636,0.0831834380564698
"Gide_PD1_7_Pre",0.093293444554361,94.9353177204751,0.0144247608775863,0.127638115006546,0.0236740797274321,0.133003554293627,0.0171272914640886,0.118081029576753,0.0356517200887305,0.259051828042831,0.0193109926024456,0,0,0.00545931471377483,0.356614097616421,0.252714138114366,0.0356517200887305,0.259051828042831,0.0193109926024456,0,0,0,0.0224970389249897,0.0210769940356875,0.0277211204296485,0,0.0865765898140353
"Gide_PD1_8_Post",0.104207195321982,31.2680505643506,0.0207553358314651,0.172475471155899,0.0329974503805715,0.175558935803769,0.0177884464559795,0.159263485824027,0.110029979661207,0.311576046549256,0.0649907860683309,0.0683842097242189,0.0689625659247418,0.142524664571457,0.191912885855525,0.236774022310938,0.110029979661207,0.311576046549256,0.0649907860683309,0.0683842097242189,0.62328362109301,0.216331324584078,0.149909835406076,0.047414790109073,0.8140168704287,0.203421197339643,0.0892000539895574
"Gide_PD1_8_Pre",0.154263529426548,7.21432219313991,0.0127928845643217,0.171742644404936,0.0149540583564856,0.173252922384258,0.00642333751557197,0.153273598016,0.0988882628571373,0.302835226843009,0.143904416483906,0.0554677968058204,0.0554071213443651,0.0694565889507998,0.0942419772701771,0.220119685799034,0.0988882628571373,0.302835226843009,0.143904416483906,0.0554677968058204,1,0.130377481214989,0.163463439751771,0.0898366098486736,0.0726579758155292,0.0776768651256124,0.0676870535273406
"Gide_PD1_9_Pre",0.0145375866008189,43.0898907228777,0.0111504083713676,0.12311453201002,0.0127013012583169,0.125950486408504,0.00687868114654432,0.113382447362568,0.0347163659245764,0.299998339524438,0.0376214688672532,0.0501609060973201,0.0299564689963713,0.199870128812974,0.451718695320301,0.175229171938817,0.0347163659245764,0.299998339524438,0.0376214688672532,0.0501609060973201,0.134271514057522,0.228797323133786,0.0445218663631785,0.0325413382344866,0,0.0309364881192765,0.126947419605486
