"","DeconRNASeq_BPRNACan_CD4","DeconRNASeq_BPRNACan3DProMet_CD4","DeconRNASeq_BPRNACanProMet_CD4","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_CBSX_LM22_T.cells.CD4.memory.resting","Epidish_CBSX_LM22_T.cells.CD4.memory.activated","DeconRNASeq_CBSX_LM22_T.cells.CD4.naive","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","Epidish_CCLE_TIL10_T.cells.CD4","DeconRNASeq_CCLE_TIL10_T.cells.CD4","Epidish_CD226_CD4","DeconRNASeq_CD226_CD4","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_LM22_T.cells.CD4.memory.resting","Epidish_LM22_T.cells.CD4.memory.activated","DeconRNASeq_LM22_T.cells.CD4.naive","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_TIL10_T.cells.CD4","CBSX__LM22__T_cells_CD4_memory_resting","CBSX__LM22__T_cells_CD4_memory_activated","CBSX__scRNA.melanoma__T_cells_CD4","CBSX__HNSCC__T_cells_CD4","CBSX__TIL10__T.cells.CD4","CBSX__CCLE.TIL10__T.cells.CD4","CBSX__CD226__CD4"
"Patient165",0.016273648072624,0.00257461324824374,0.0138359519896546,0.10545022121876,0.0492013149905923,0.105991641038313,0.0108877227580288,0.0258508194829198,0.067609112737179,0,0.00756791836411287,0,0.560279808743253,0.651846617627599,0.10545022121876,0.0492013149905923,0.105991641038313,0.0108877227580288,0.0258508194829198,0.067609112737179,0,0.0667586634647108,0.114751015780499,0.0545474556651632,0,0.0610304110107352,0,0.392677067530877
"Patient166",0,0,0.00541378015677658,0.128296109354537,0.11801993525325,0,0.00964009595139268,0.0040387643138082,0.0848881527983289,0,0.0213735574193103,0.122633615012924,0.663135378780066,0.652915271478699,0.128296109354537,0.11801993525325,0,0.00964009595139268,0.0040387643138082,0.0848881527983289,0.258598905139793,0.177838551618337,0,0.0105198842272654,0,0.478771505854677,0,0.438670950177733
"Patient167",0.00670449706469607,0,0,0.121827684929745,0.00559972001021465,0.0705705207188023,0.0313208650849078,0.0517419981532642,0.0976859348877475,0,0.0466911925537547,0.0101949003156881,0.355343956984135,0.540118133199076,0.121827684929745,0.00559972001021465,0.0705705207188023,0.0313208650849078,0.0517419981532642,0.0976859348877475,0,0,0.0660662131251092,0.0740377771019439,0,0,0.0678535714119515,0.39555828105966
"Patient168",0.0115241119201651,0,0.00670606880246027,0.113544931636847,0.0802606093353257,0.0151639743291236,0.0226453762616664,0.022754650357704,0.0823753028280746,0,0.0590065115279474,0,0.445583268964675,0.519153690587558,0.113544931636847,0.0802606093353257,0.0151639743291236,0.0226453762616664,0.022754650357704,0.0823753028280746,0.522581547451505,0.0933660791267198,0,0.0189282782230382,0,0.516902228233802,0.0252744861821536,0.359332146985249
"Patient169",0.032503399442029,0.0342519382157978,0.0511133904189031,0.0415543660439368,0.165416620972646,0.0567726441270619,0.050087515454267,0.0566409677911548,0.100182291511763,0,0.0323352922618716,0.0701012311499879,0.689815979835781,0.756410403074556,0.0415543660439368,0.165416620972646,0.0567726441270619,0.050087515454267,0.0566409677911548,0.100182291511763,0.0250496704659092,0.0175646238992883,0.0431052035391652,0.0527685506350117,0,0.424765773158001,0.0494258006290667,0.414188064093424
"Patient170",0.0309036985771087,0.0213272753043621,0.0305722698068076,0.119048750512977,0.230515457033797,0.0408740800405107,0.0161106281023692,0.0146751728009796,0.0940055053226723,0,0.138018596890501,0.0828307995521479,0.478708503847597,0.537922986613103,0.119048750512977,0.230515457033797,0.0408740800405107,0.0161106281023692,0.0146751728009796,0.0940055053226723,0.465430166356407,0.228494204469151,0.035000708685563,0.00931334929507992,0,0.423547803763956,0.0621778274351175,0.366270207079506
"Patient172",0.0065608121573029,0.0184118677937593,0.0340656160707489,0.0901342260794671,0.344504046927449,0.0257855573198645,0.0391999784691335,0.150598946779953,0.100314266359893,0.133142374794263,0.080950072033893,0.00430240790748855,0.474025462804967,0.666863965111368,0.0901342260794671,0.344504046927449,0.0257855573198645,0.0391999784691335,0.150598946779953,0.100314266359893,0.0847796171898366,0.330208999783502,0.0174791072155821,0.159722486310389,0.12674688601571,0.101431670052093,0.0904610460273951,0.400238560319617
"Patient173",0.00984487637649123,0.00218587776427735,0.0110127936808464,0.100008518618578,0.171957651279072,0.0490542992769925,0.046461406052969,0.0679768668238293,0.0921356671893769,0.0466098402060689,0.0319358109679927,0.0427344233263495,0.414514872396805,0.64303912773919,0.100008518618578,0.171957651279072,0.0490542992769925,0.046461406052969,0.0679768668238293,0.0921356671893769,0.00631984775142317,0.122465981357409,0.0872610203826698,0.0505300972189181,0.0122874279067369,0,0.0200390379108685,0.38744390097043
"Patient179",0.0592461032683345,0.0570786339488776,0.0630999038391602,0.132856375942885,0.219493082516437,0.0613801174684965,0,0,0.10915154309263,0,0.198270310559205,0.137891264352112,0.763397824995392,0.638317428751693,0.132856375942885,0.219493082516437,0.0613801174684965,0,0,0.10915154309263,0.803550497927331,0.286152945775306,0.0945703440986539,0.00585102917914321,0,0.531004006026316,0.101937456267734,0.4891540662506
"Patient17",0,0,0,0.0490752467665205,0.1459823130013,0.016887908013034,0,0.0660150258247501,0.0973681738409916,0.00521313245714376,0.0595199218281209,0.0675227278213841,0.193758922790036,0.372303238629159,0.0490752467665205,0.1459823130013,0.016887908013034,0,0.0660150258247501,0.0973681738409916,0.0895384867535062,0.139366008783538,0.00229606413271982,0.0556989685669287,0,0.272377768802117,0.0789616195354677,0.380094101396239
"Patient181",0.0280155425173911,0.0192289975798796,0.0310062684983439,0.109747999101777,0.349436005202604,0.0906589628923758,0.0471320552072814,0.0603794141680079,0.0880081711435258,0.0293122259839845,0.0978095087979326,0.0194126729865464,0.354159264483152,0.536810103327918,0.109747999101777,0.349436005202604,0.0906589628923758,0.0471320552072814,0.0603794141680079,0.0880081711435258,0.165670039019915,0.163432154451693,0.0296237245441305,0.0551111783314921,0,0.227115458351306,0.0809329559672949,0.399895823261483
"Patient183",0.0186838501690251,0.0272201861698133,0.0366110968904577,0.119442749046626,0.192302961532606,0.092154116804435,0,0.104423065140188,0.104779907433121,0.0847138344741481,0.204983168797855,0.0311894392504315,0.648497502457896,0.786042711928352,0.119442749046626,0.192302961532606,0.092154116804435,0,0.104423065140188,0.104779907433121,0.30149720122736,0.205247199488559,0.0755684873158547,0.0908869377446022,0.12056429968939,0.249555674467659,0.248423297670251,0.455448656577224
"Patient184",0,0,0,0.0996534052829918,0,0.0487348812630858,0,0.002508954629115,0.0947549288591369,0,0,0.0129294255960632,0.194681794020223,0.0843371360297479,0.0996534052829918,0,0.0487348812630858,0,0.002508954629115,0.0947549288591369,0,0,0,0.00603728205765716,0,0,0,0.317444770466654
"Patient185",0.0045570214231265,0,0.00617383804039151,0.121593323821765,0.104233623787137,0.0450941529584656,0.00748249172530747,0.0321087302027705,0.0783230687934652,0.0346988556110642,0,0.0337900807597777,0.538699665635438,0.689666139251274,0.121593323821765,0.104233623787137,0.0450941529584656,0.00748249172530747,0.0321087302027705,0.0783230687934652,0,0.0618713951197936,0.027909555308603,0.0230169569644644,0,0,0.0143963084321172,0.39509541022276
"Patient187",0.013799038019551,0.00636492023610073,0.0156754973204252,0.0748847618437484,0.275397045129978,0.063174753903685,0,0.0311648248112293,0.101481264223286,0.0113114948037444,0.0853711172126612,0.0147013990237247,0.414741592354652,0.598170152782312,0.0748847618437484,0.275397045129978,0.063174753903685,0,0.0311648248112293,0.101481264223286,0.182442547766726,0.208415148863096,0.0682736620399243,0.048592253447186,0,0.38366755613231,0.0576406665642658,0.367486932228914
"Patient188",0.0327641793427936,0.0388180548685997,0.0552169270425851,0.114683971368775,0.107121794848501,0.00307336155363706,0,0.107034487653568,0.102803546010367,0,0.0264524346271538,0.0647245639998641,0.806002447391454,0.632480117047327,0.114683971368775,0.107121794848501,0.00307336155363706,0,0.107034487653568,0.102803546010367,0.0426706923900843,0.0786185795017827,0,0.0865538725896266,0,0.226027635631306,0,0.524040818471685
"Patient18",0.0298977939389732,0.0261844451304141,0.0380944801821367,0.120076167266088,0.0999239901882061,0.142718971824134,0,0,0.0350600073540216,0,0.0218117876081657,0.0196362073376867,0.572427474875848,0.407433026193867,0.120076167266088,0.0999239901882061,0.142718971824134,0,0,0.0350600073540216,0.177984959621288,0.0372208483387837,0.142559271896785,0,0,0.353188053638575,0,0.447010661415947
"Patient1",0.0359037259221851,0.0486360883657035,0.0573403817588991,0.127899939078911,0.114087902761288,0.0938920412153572,0,0.0188480980129934,0.102513686307779,0,0.111049343284916,0.0596895772924377,0.869425723470631,0.701704612715825,0.127899939078911,0.114087902761288,0.0938920412153572,0,0.0188480980129934,0.102513686307779,0.240734834144816,0.11358143048527,0.0645047663424673,0.0246451869787667,0,0.575498925952901,0.124666406432835,0.521670689880505
"Patient20",0,0,0,0.0669400116801239,0.0469838198537449,0.0922541160788177,0.0379911482446478,0.0517747407802078,0.0970295868009677,0,0,0,0.20552876279182,0.231395625311292,0.0669400116801239,0.0469838198537449,0.0922541160788177,0.0379911482446478,0.0517747407802078,0.0970295868009677,0,0.0161957338966579,0.0916572723638143,0.0495591162508004,0,0,0,0.387982094084467
"Patient21",0,0,0.00218918212840238,0.124372923574475,0.0538417248151585,0.109357114658224,0.0192639764331279,0.0130287862227113,0.0919439097987279,0,0.0267548787634023,0.0449180699043193,0.47823892719371,0.460753842413069,0.124372923574475,0.0538417248151585,0.109357114658224,0.0192639764331279,0.0130287862227113,0.0919439097987279,0.0262152112845356,0.0900398410914137,0.0898131415507542,0.00916622907391346,0,0,0,0.397329542218136
"Patient22",0.00392846314059708,0.00453769952488861,0.0151940961510783,0.127208860052344,0.0689735696945455,0.0124062964041925,0.0140428743998056,0.00857539486379021,0.0888532902799733,0,0.0626752195491989,0,0.637945435158872,0.611117717618717,0.127208860052344,0.0689735696945455,0.0124062964041925,0.0140428743998056,0.00857539486379021,0.0888532902799733,0.260934706491475,0.0280935023339011,7.333201767855e-05,0.00708526102582252,0,0.247718111962475,0.0342067186022263,0.435054899395249
"Patient23",0.017757612074283,0.0109822705947564,0.0196828329738859,0.1200133740625,0.0699193589756006,0.0232867390425463,0.0317677196975011,0.0221827085694549,0.0940468971957113,0,0.119162360077177,0.0995295896364476,0.597160434697916,0.618905971720939,0.1200133740625,0.0699193589756006,0.0232867390425463,0.0317677196975011,0.0221827085694549,0.0940468971957113,0.319524469930992,0.021371699491842,0.0190448662732993,0.0272960083728832,0,0.403745963202705,0.0514071364683927,0.427261371676075
"Patient24",0.0065598193874249,0,0.00737714972715995,0.100544374395352,0.0286714936426361,0.037258452515887,0.00730089560996279,0.00230686108715565,0.0978370295628944,0,0.011739976690764,0.0889066874977685,0.543962294702126,0.252232337986173,0.100544374395352,0.0286714936426361,0.037258452515887,0.00730089560996279,0.00230686108715565,0.0978370295628944,0.0602816205712697,0.127978481694898,0.0989517608360748,0,0,0.16844441929701,0,0.425205396862708
"Patient25",0.00668457109641711,0,0.00913982830910484,0.10781508090739,0.148025297689771,0.105917294771543,0.02143423014726,0.0268651736370752,0.0990235746087092,0,0.19645754588423,0,0.30147487867617,0.527747532498118,0.10781508090739,0.148025297689771,0.105917294771543,0.02143423014726,0.0268651736370752,0.0990235746087092,0.307948966793011,0.228987745029662,0.0909673642871916,0.0255884188728489,0,0.178962186648173,0.138459407587526,0.397620457701141
"Patient27",0.0454099191305142,0.0358416972770361,0.0435319114546797,0.124349908046069,0.261643713432417,0.0869890497187359,0,0.0744809653152774,0.103584701132653,0.28357336891335,0.038903596802597,0,0.668995978869778,0.739687126335846,0.124349908046069,0.261643713432417,0.0869890497187359,0,0.0744809653152774,0.103584701132653,0.345390010194122,0.2239930290847,0.0871508486371723,0.0827131695209443,0.212413693439494,0.432987446556612,0.0760164983446531,0.441601945580859
"Patient30",0.0300126928610923,0.0215586073496529,0.0303266187910805,0.0937303839234291,0.111446098418895,0.123965192633766,0,0.0183671852052645,0.101070652721805,0,0.041916588379766,0.00546991791608181,0.440413025291286,0.723779643426316,0.0937303839234291,0.111446098418895,0.123965192633766,0,0.0183671852052645,0.101070652721805,0,0.0465937645700049,0.148232617573173,0.0022985839226183,0,0.06071335834555,0.0126310600628407,0.445486667148477
"Patient31",0.00480874927235254,0,0.00590965012955838,0.102867216729426,0.0618716995378018,0.101349285126096,0,0.00766145180617934,0.0931926104854671,0,0.0532525474200864,0.166739683274248,0.641101911638404,0.596320168069793,0.102867216729426,0.0618716995378018,0.101349285126096,0,0.00766145180617934,0.0931926104854671,0.079779921830747,0.0871378688761094,0.0864852144653746,0.00725614164577483,0,0.0481035294828331,0.0431747494861576,0.458955799868653
"Patient32",0.0841392541734081,0.0782215756789028,0.0872177942806671,0.136073085131395,0.159353833318594,0.094008935614185,0.133078323062675,0.0201470739207168,0.0945955521534324,0,0.202010378300961,0,0.70229336020741,0.74203383806614,0.136073085131395,0.159353833318594,0.094008935614185,0.133078323062675,0.0201470739207168,0.0945955521534324,0.404123997343244,0.11098947668302,0.137239472124063,0.013625094890195,0.0147502032885362,0.547104654518402,0.101793360012603,0.43522057352447
"Patient33",0,0,0,0.0487783699893409,0.184056014280753,0.0443693531126383,0,0.127965578345848,0.101979455756648,0.119610420522386,0.168106340157155,0,0.173663465624528,0.497360597678899,0.0487783699893409,0.184056014280753,0.0443693531126383,0,0.127965578345848,0.101979455756648,0.159968348750548,0.19597387164992,0.0594716525159913,0.13675608102101,0.0470714064594911,0.104272021970175,0.128833186256791,0.360520582409123
"Patient34",0.0537952177373053,0.0442035199112419,0.048633638532482,0.149379217788179,0.103655679703765,0.0378775755447731,0,0.0314869364339061,0.0933862287001162,0.00343548161576353,0.153101320799237,0,0.558364882955215,0.479525684833186,0.149379217788179,0.103655679703765,0.0378775755447731,0,0.0314869364339061,0.0933862287001162,0.392115035627299,0.240611968770194,0,0.04758195547814,0.00393704440575053,0.261268310260563,0.382435039607254,0.404018075141167
"Patient35",0.0219347086340212,0.0219680127496908,0.0251860723031829,0.122464013704815,0.108965694789505,0.0304913981256641,0.0200783565845078,0.0376283012247651,0.099242641048272,0,0.0792499668976707,0.126338059785636,0.648473341644087,0.447374572525933,0.122464013704815,0.108965694789505,0.0304913981256641,0.0200783565845078,0.0376283012247651,0.099242641048272,0.19719129850809,0.124686334706908,0.0443150845401091,0.039950028815685,0,0.266685244433867,0.0741687262127423,0.416181955898899
"Patient36",0.00985585597708836,0.00904434955270527,0.0183622807653989,0.1292610392118,0.367507423325745,0.0323611936046688,0,0.0243899925133192,0.080692809243247,0.0147269765995661,0.168239930430663,0.0263602914073702,0.773679519105843,0.716758862803516,0.1292610392118,0.367507423325745,0.0323611936046688,0,0.0243899925133192,0.080692809243247,0.367219120280397,0.240233968345017,0.059785503998655,0.0434421314453568,0.0198012741139454,0.0487928120179996,0.157522246460903,0.512238327755291
"Patient37",0,0,0,0.0957820598940278,0.307960054578323,0.0166595686066147,0,0.14902645487243,0.102421702496216,0.0960783958873885,0.168725332133081,0.00844329536669423,0.451284531875667,0.683475561792645,0.0957820598940278,0.307960054578323,0.0166595686066147,0,0.14902645487243,0.102421702496216,0.319524718636521,0.306610650256078,0.0212544531447677,0.146361431027189,0.106948350279707,0.441394246223768,0.139918407794302,0.405382144552644
"Patient38",0.0129013874731958,0.0118112506500611,0.0276210856070132,0.130432691119423,0.2264813310131,0.0774444541226142,0,0.0469147312914032,0.104546389949177,0,0.0332869226122676,0,0.707649708469294,0.707253186836877,0.130432691119423,0.2264813310131,0.0774444541226142,0,0.0469147312914032,0.104546389949177,0,0.284335039997506,0.0719667178440259,0.0550005236372306,0,0.061061973650736,0,0.46236893230481
"Patient40",0.00458760564224607,0.00741693531644958,0.0218769440873678,0.126881855367961,0.118895343659334,0.15843399158572,0,0.0190811486780004,0.106137999189431,0,0,0,0.731981442029771,0.74834894451109,0.126881855367961,0.118895343659334,0.15843399158572,0,0.0190811486780004,0.106137999189431,0,0.134855964991378,0.132471453925031,0.029792524185191,0,0.130247165898838,0.0131444865581259,0.467311284793411
"Patient42",0.0041140336921903,0.0061929887408023,0.0179427285064691,0.123825760690264,0.137210206568917,0.0395559965593257,0,0.0186732994900212,0.104956837565841,0,0.0836664785769929,0.0806535897479039,0.675709804648618,0.671175664120154,0.123825760690264,0.137210206568917,0.0395559965593257,0,0.0186732994900212,0.104956837565841,0.471049066534767,0.0768830953482828,0.0112765387008924,0.00902243580724068,0,0.455952704483513,0.0783997189129295,0.448115614510425
"Patient44",0.00716937553474576,0.0109027414864702,0.0197315315398892,0.110626410358662,0.1274345848707,0.0351661406131114,0,0.11204934517146,0.108655608557809,0.200408257799839,0.122308063195204,0.169502147686512,0.449886777348303,0.419305659685734,0.110626410358662,0.1274345848707,0.0351661406131114,0,0.11204934517146,0.108655608557809,0.112268556993622,0.103324112009076,0.0412332298009541,0.139009285965966,0.192311649060626,0.540926310419276,0.288170959994479,0.390785575309095
"Patient45",0.0276151229708902,0.0143704663348077,0.0169718835459239,0.0986724212177613,0.168423690667269,0.01436613082973,0,0.00670307418180491,0.0950206196694773,0,0.0528096906426061,0.00733945445102626,0.151991594329739,0.244525617985132,0.0986724212177613,0.168423690667269,0.01436613082973,0,0.00670307418180491,0.0950206196694773,0.15068791825836,0.0705370216092205,0.0220596946751026,0.0091652813833987,0,0.123510330989264,0.0576571041104045,0.364184493536403
"Patient47",0.0452611743472883,0.0373812893281677,0.0511490680312544,0.111975833186965,0.0730591556511951,0.00052819111906645,0,0,0.106337312265783,0,0.0454829819043519,0.0251227011215278,0.817530759001133,0.720803332928591,0.111975833186965,0.0730591556511951,0.00052819111906645,0,0,0.106337312265783,0.113711526508281,0.0891788852579029,0.0827350216858744,0,0,0.238250909485074,0.0212859714252167,0.482064705001988
"Patient48",0.0211342288791152,0.0281242930848368,0.0384928103261705,0.131478469472087,0.0031582780303177,0.0543546571878072,0,0.0148289609474681,0.103219977183677,0,0.108886357867191,0.1003509136391,0.84503442499769,0.416478440409061,0.131478469472087,0.0031582780303177,0.0543546571878072,0,0.0148289609474681,0.103219977183677,0.349005616349378,0,0.0966385455581297,0.010145815087771,0,0.212546263627797,0.0945888286594588,0.517906468329143
"Patient4",0.0449104482606995,0.0399976935841526,0.0455489307237031,0.116833090113223,0.121793677501089,0.115447176669119,0.120080809098506,0.0291790590527248,0.0967658159354606,0.00827153619285821,0.217223066161081,0.0529383718260876,0.475009779063865,0.623433889590089,0.116833090113223,0.121793677501089,0.115447176669119,0.120080809098506,0.0291790590527248,0.0967658159354606,0.738467390125207,0.10235248483655,0.140856998807031,0.0689290521233565,0.00194491903441694,0.567072803529553,0.207399953714741,0.360866170275339
"Patient51",0,0,0,0.0446566636259346,0.0782354716969418,0.0985107047672206,0,0.00933315978477108,0.0437381681361018,0,0.0343698659929505,0,0.267733037667216,0.239576617601878,0.0446566636259346,0.0782354716969418,0.0985107047672206,0,0.00933315978477108,0.0437381681361018,0.111799446341444,0.092162833008181,0.0677920955641318,0,0,0.188220475194495,0.0321507271764875,0.400645714945791
"Patient58",0.00760984924712079,0.00483288680321246,0.0186854717052857,0.130035691125728,0.0880542609137587,0,0.0358166561150896,0.021149750556022,0.0955519041358154,0,0.02774929490749,0.0344939220938884,0.768454075666495,0.756668852275004,0.130035691125728,0.0880542609137587,0,0.0358166561150896,0.021149750556022,0.0955519041358154,0.163460583352718,0.168459392071622,0,0.0214973538432079,0.00029964269466022,0.128861205312456,0.0317968190842344,0.463329339729665
"Patient61",0.0282499659391291,0.0142440921863411,0.0211519610202611,0,0,0.12111534513769,0.0450886989385587,0.127718105525131,0.0825646196988329,0.18465410142804,0.0415439673414124,0,0.0714309853988226,0.149118261554312,0,0,0.12111534513769,0.0450886989385587,0.127718105525131,0.0825646196988329,0,0,0.117972979597908,0.101940011489787,0.165570698077433,0,0,0.222683000744199
"Patient62",0,0,0,0.0315633476344151,0.156600814019672,0.0232026878449464,0,0.0194044661833925,0.0805895086314482,0,0.0154774892035771,0,0.0617267888341325,0.0128835043463179,0.0315633476344151,0.156600814019672,0.0232026878449464,0,0.0194044661833925,0.0805895086314482,0,0.13438086649,0.0181126895380876,0.00678997146619804,0,0.085318109161354,0.0197531312373662,0.355012348423345
"Patient63",0.0570626395834168,0.060628830329367,0.0666648394053508,0.122600108037501,0.032924164955772,0.180828401615963,0.0153315351569733,0.00066525094380783,0.104929874049762,0,0.0168839383152007,0,0.790665445292197,0.773270736599866,0.122600108037501,0.032924164955772,0.180828401615963,0.0153315351569733,0.00066525094380783,0.104929874049762,0,0.00423626517782884,0.236460261268967,0.00781782515997117,0,0,0,0.478614102386409
"Patient67",0.0171164836570585,0.0159400489139903,0.0288767447238901,0.12996248411256,0.168596854360556,0.0549030291428294,0,0.012545950518589,0.107296648623143,0,0.0314502996923131,0.0043798271474322,0.883862944295961,0.844697606874528,0.12996248411256,0.168596854360556,0.0549030291428294,0,0.012545950518589,0.107296648623143,0.308419803933648,0.174981172579994,0.0788691078944302,0,0,0.364763414597994,0.0144587654725384,0.54587767924425
"Patient6",0.0230665882368104,0.018885110720052,0.0279657369782296,0.124619621420546,0.207431102250132,0.0467781642042766,0.0824989409984894,0.0478167704370495,0.102048149116883,0.0268638614286757,0.00967192632278141,0,0.733070259218847,0.62675798415446,0.124619621420546,0.207431102250132,0.0467781642042766,0.0824989409984894,0.0478167704370495,0.102048149116883,0,0.0734939709674703,0.0510871981084347,0.0537262665642123,0.0153168252000664,0.448172556678426,0,0.454332901501088
"Patient72",0.0515093845109256,0.0498582990976945,0.0587610720563192,0.12361605022477,0.44301626103112,0.0727156969276965,0.125667794197056,0.0391980785473289,0.0947880973907786,0.0261897715949237,0.201543795879063,0.073832687548681,0.518601164254707,0.655242935626432,0.12361605022477,0.44301626103112,0.0727156969276965,0.125667794197056,0.0391980785473289,0.0947880973907786,0.530873800637014,0.305929466791686,0.0986920165060234,0.0395611988611565,0.0751824378433026,0.5675409645922,0.128841899160597,0.412256205720389
"Patient73",0.0530265416590207,0.0457639210801014,0.0472773423792653,0.123497473759285,0.172248749982159,0.0631652350477717,0,0.0218653811391298,0.100029781512501,0,0.0291673229956247,0.0259870839053708,0.595038635072494,0.531045160022376,0.123497473759285,0.172248749982159,0.0631652350477717,0,0.0218653811391298,0.100029781512501,0.251186623198563,0.161420617412816,0.056750512841898,0.0349088613208486,0,0.299813278601128,0,0.403384392078234
"Patient75",0.0216531170160382,0.0125788813052013,0.0187392277405125,0.0802554447395686,0.0379402290178213,0,0,0,0.0983833292858378,0,0.0262588987588213,0.0931645231971616,0.29011558073079,0.249477586734657,0.0802554447395686,0.0379402290178213,0,0,0,0.0983833292858378,0.106363888467291,0,0.115011861912735,0,0,0.265326570417649,0.0182409749460573,0.412519152467416
"Patient77",0.00945211056698716,0.00578021460912499,0.0178579070439093,0.0389391628521051,0.152082514447918,0.0673057428309517,0,0.0134831155801508,0.0948042739962838,0,0.00445465960555342,0.0358811448869715,0.313587222858219,0.468802961385154,0.0389391628521051,0.152082514447918,0.0673057428309517,0,0.0134831155801508,0.0948042739962838,0,0.141443894724322,0.0686056035457027,0.0248775543627905,0,0.324342981249439,0.0305711317691717,0.368171375163708
"Patient78",0,0,0.00486281408663591,0.0589649611348924,0.239479222733676,0.0438563890356011,0.0573877186272974,0.0337484408072271,0.0709660530123959,0,0.0146827853893377,0.0306074196283175,0.271371196951783,0.330890126397089,0.0589649611348924,0.239479222733676,0.0438563890356011,0.0573877186272974,0.0337484408072271,0.0709660530123959,0,0.111984688806635,0.0234440842938287,0.0252403187543296,0,0.165416874608437,0.00672253804896303,0.37945759787157
"Patient79",0.00189453549750602,0,0.00318326464295017,0.0533907277893159,0.0955805606341618,0.053835917963489,0.0305920760952037,0.0569182605137063,0.0935711373071259,0,0.0597412861081865,0.0273975420368604,0.23536287743667,0.288266907673954,0.0533907277893159,0.0955805606341618,0.053835917963489,0.0305920760952037,0.0569182605137063,0.0935711373071259,0,0.118317358807853,0.050413035943128,0.0807105817239036,0,0.177543186153407,0.145577367029748,0.365941475345767
"Patient7",0.0270206865681467,0.0231587392492229,0.032834268354652,0.120903239310154,0.165710640089306,0.0608595470022495,0.0125807474284513,0.0129563442267073,0.0980430659104504,0,0.0686134583276455,0,0.613314580920438,0.632892184273649,0.120903239310154,0.165710640089306,0.0608595470022495,0.0125807474284513,0.0129563442267073,0.0980430659104504,0.252716396511972,0.0656432879591377,0.0234689169315636,0.0020552479084718,0,0.430809309221904,0.0780144857095839,0.435077635438885
"Patient82",0.0195161321564587,0.011419719934434,0.0189677453498611,0.116236692478866,0.216192737130459,0.0317777417435914,0,0.0118097217948602,0.0999214529267182,0,0.038276553520748,0.0258322404209228,0.732141655629444,0.577350305294586,0.116236692478866,0.216192737130459,0.0317777417435914,0,0.0118097217948602,0.0999214529267182,0,0.176137174668969,0.0388003775231016,0.049136534134756,0,0.225696484851099,0.0234066389211919,0.462087625156821
"Patient83",0.0378401722011939,0.0335196380107155,0.0424508990196831,0.117728952250624,0,0.10713947675345,0.0830026851102667,0.00853837391547082,0.097170245809517,0.00895392434430099,0.179514900683491,0.0669425090827973,0.778138647646577,0.666066442120538,0.117728952250624,0,0.10713947675345,0.0830026851102667,0.00853837391547082,0.097170245809517,0.764008253822858,0,0.0865930622600151,0.0130421296972771,0.0227752072110893,0.581462152921434,0.047171718707894,0.501495148765332
"Patient86",0.0321679707218861,0.048849207789033,0.0626842450784242,0.0932816885564864,0.193361643599621,0.041844079337514,0,0.1931103484255,0.106953153966,0.0991317475982956,0.268668780617792,0.0215658689573037,0.314194686409072,0.508153998756341,0.0932816885564864,0.193361643599621,0.041844079337514,0,0.1931103484255,0.106953153966,0.298837441224498,0.177738876659708,0.0149185115631824,0.175855957549292,0.103132384258484,0.310390370421406,0.278795042398692,0.381282164812949
"Patient87",0.0659981624653323,0.0614704593787454,0.0710450310117936,0.131655779996225,0.345599534156901,0.0937143002774288,0,0.225597113195071,0.110472501671043,0.326347176913132,0.218221230198798,0.136461816659932,0.63207271573487,0.620259037960404,0.131655779996225,0.345599534156901,0.0937143002774288,0,0.225597113195071,0.110472501671043,0.501936120234605,0.249247940491279,0.135663574781634,0.236848830378902,0.362216317881316,0.543893144278404,0.234906581922396,0.43557681642568
"Patient8",0.0312225799045903,0.0290275473267868,0.0362173221367604,0.110067803484098,0.281352565732486,0.0931554843557608,0.0218541219654347,0.0186761533930823,0.0939140933747804,0.0188020931773977,0.144302805682957,0.00875481359690126,0.622828061430187,0.647499551970744,0.110067803484098,0.281352565732486,0.0931554843557608,0.0218541219654347,0.0186761533930823,0.0939140933747804,0.424793382544035,0.239969441868072,0.103482714422251,0.0118317638972977,0.066541769188815,0.398166380326742,0.0481631251486312,0.430261587663413
"Patient94",0.0435331000384816,0.0374381821002772,0.0483275494009481,0.0993391423574538,0.070892420675625,0.203569927513308,0,0.061990178766773,0.1046015870758,0,0,0.0113560169136533,0.5873681935881,0.795172874010744,0.0993391423574538,0.070892420675625,0.203569927513308,0,0.061990178766773,0.1046015870758,0,0.0102317451004954,0.204497657826716,0.0527179047605254,0,0,0.00765589158777278,0.411326444905297
