"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","CBSX__scRNA.melanoma__Macrophages","CBSX__HNSCC__Macrophages"
"LP.01.57",0.345470359297461,0.286866367534006,0.196563579858072,0.166232188799777,0.345470359297461,0.286866367534006,0.340908164939631,0.219794394387964
"LP.01.61",0.363541412798961,0.255566315674245,0.206093153366776,0.153859457570682,0.363541412798961,0.255566315674245,0.331810702804216,0.184910033142759
"LP.01.63",0.140111503402596,0.151816609210628,0.163127629347392,0.0735360193128945,0.140111503402596,0.151816609210628,0.148127535965715,0.177243004651614
"LP.01.64",0.271357244114947,0.181053951390812,0.121723120680151,0.0911372554474562,0.271357244114947,0.181053951390812,0.279849724742609,0.106450614363287
"LP.01.66",0.378155404657007,0.304070491670417,0.248525070509732,0.189991135308582,0.378155404657007,0.304070491670417,0.373747075792752,0.242429010041926
"LP.01.70",0.0957373112757798,0.115223243221962,0.0855855432600652,0.0786799188104361,0.0957373112757798,0.115223243221962,0.0764681933777167,0.0914820136863192
"LP.01.72",0.194671495326316,0.157894054815566,0.0405010766471934,0.0523171445810929,0.194671495326316,0.157894054815566,0.201522858938606,0.0772236154524148
"Test.FFPE.01",0.134048631073506,0.197830930941478,0.0953668796410823,0.0814388157778429,0.134048631073506,0.197830930941478,0.140979436534063,0.108339584438127
"Test.FFPE.02",0.209821841783607,0.261785676887099,0.193193485371327,0.106279746566731,0.209821841783607,0.261785676887099,0.202033604635779,0.195215892170671
"Test.FFPE.04",0.16946318611039,0.197229818292257,0.0644368425084835,0.0800313631445264,0.16946318611039,0.197229818292257,0.174278853100921,0.0648842942589513
"Test.FFPE.05",0.152465844065335,0.18782137189661,0.191318623601332,0.100726279299237,0.152465844065335,0.18782137189661,0.151767730969754,0.18460693376107
"Test.FFPE.06",0.169449571407483,0.160217078477249,0.0630352631530131,0.0925948280270246,0.169449571407483,0.160217078477249,0.153483357836576,0.0560677396042176
"Test.FFPE.07",0.29467644750828,0.302153556143347,0.284844390568299,0.146035902087708,0.29467644750828,0.302153556143347,0.289958217515455,0.185572872641927
"IP.108b",0.05939479815158,0.090989901257479,0,0.0463771797395637,0.05939479815158,0.090989901257479,0.058499380575998,0
"IP.115b",0.179974701426698,0.12736482399884,0.0988101219692675,0.0529650981057772,0.179974701426698,0.12736482399884,0.184926648712125,0.0554246473328166
"IP.124b",0.0560771229290782,0.091951814247374,0.00595237099191856,0.0471175131951115,0.0560771229290782,0.091951814247374,0.0676285889803592,0.0271867833371838
"IP.127",0.348455032832501,0.139470872168576,0,0.0471864453463093,0.348455032832501,0.139470872168576,0.181992915739886,0
"IP.138b",0.231554352688301,0.274493610096798,0.218064784546844,0.108640591318501,0.231554352688301,0.274493610096798,0.231552045709043,0.185456002408245
"IP.140b",0.384702452631924,0.260189701855486,0.211044931046183,0.10408817999442,0.384702452631924,0.260189701855486,0.349734676597801,0.209991606718894
"IP.148",0.171220787091095,0.154094593916372,0.0718846718160287,0.070886923645903,0.171220787091095,0.154094593916372,0.176257367115668,0.060573148813956
"IP.197",0.095187317152554,0.119988244580248,0,0.0387577858017872,0.095187317152554,0.119988244580248,0.0854448112212447,0.00091506007444681
"IP.214",0.305809681515429,0.128309623356953,0,0.0512214498808829,0.305809681515429,0.128309623356953,0.269479825203808,0
"IP.28",0,0.0923617214535519,0,0.0424901084632595,0,0.0923617214535519,0,0
"IP.31b",0.0723945097467025,0.0897137141421069,0.0601539957588196,0.0512511817103803,0.0723945097467025,0.0897137141421069,0.0658153283058889,0.0647228889828748
"IP.36",0.118468573074366,0.109574071388214,0,0.0488350220248662,0.118468573074366,0.109574071388214,0.109687935215547,0
"IP.38b",0.0825993623988396,0.105013761331247,0,0.0443537923865108,0.0825993623988396,0.105013761331247,0.0967818874006418,0
"IP.52",0.185144889122302,0.198052267935553,0.117700808271689,0.0725519770806482,0.185144889122302,0.198052267935553,0.167770352065738,0.0876187682187434
"IP.57",0.0400997230024435,0.0909653465142144,0,0.0385274608978946,0.0400997230024435,0.0909653465142144,0.0339404294735283,0
"IP.58b",0.171757624492035,0.217673167953841,0.105625412186347,0.0887620403152953,0.171757624492035,0.217673167953841,0.165399958625433,0.0977549468041618
"IP.67b",0.158803869882506,0.107832624911162,0,0.0563998187958832,0.158803869882506,0.107832624911162,0.0983933310903296,0.0436774152558181
"IP.73",0.0185412034625066,0.0660132033605393,0,0.0441950252219266,0.0185412034625066,0.0660132033605393,0.0173014102139383,0
"IP.82b",0.180920351809289,0.189204138786597,0.104149553121023,0.0607598201695578,0.180920351809289,0.189204138786597,0.17457332524434,0.0854707624965934
