"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","CBSX__scRNA.melanoma__Macrophages","CBSX__HNSCC__Macrophages"
"LP.01.04",0.152805113289289,0.161248278693196,0.0688303153870369,0.0687348470908617,0.152805113289289,0.161248278693196,0.164122562549231,0.070320769283355
"LP.01.12",0.355282598415338,0.246872735836677,0.211995805901307,0.143457325327014,0.355282598415338,0.246872735836677,0.386922803584034,0.215352665042953
"LP.01.14",0.283341694130981,0.301599686891017,0.190043466687248,0.156423077106631,0.283341694130981,0.301599686891017,0.267023803957177,0.186478704973589
"LP.01.15",0.221107317434171,0.246148823273564,0.138821017746779,0.101719895413659,0.221107317434171,0.246148823273564,0.220528193605518,0.130541894653635
"LP.01.17",0.103271739367983,0.109237990136087,0.0469477961307786,0.0530239740860894,0.103271739367983,0.109237990136087,0.0918326559208251,0.0282773713349414
"LP.01.18",0.398199937207084,0.362828670179239,0.284987475191663,0.195035638204601,0.398199937207084,0.362828670179239,0.407367350118542,0.301939696020946
"LP.01.20",0.108615217979411,0.11463171068897,0.0349403503913356,0.0510372305284891,0.108615217979411,0.11463171068897,0.102964683557389,0.0382731024013082
"LP.01.22",0.17699658396868,0.143554637086876,0.0372864099285981,0.0601023071546356,0.17699658396868,0.143554637086876,0.152139932999414,0.0497817361042138
"LP.01.25",0.283228083766046,0.274663423846113,0.218413424918164,0.176303332431282,0.283228083766046,0.274663423846113,0.28223934848514,0.193185025053606
"LP.01.28",0.238761845999508,0.231450194615279,0.120039467391489,0.146656182686076,0.238761845999508,0.231450194615279,0.254520882587805,0.12908994966187
"LP.01.29",0.286391635792913,0.241649248867389,0.134660760259722,0.1185888550083,0.286391635792913,0.241649248867389,0.295761205945377,0.121739095836707
"LP.01.31",0.239075971771766,0.175430424169774,0.109965933957386,0.0881200299387264,0.239075971771766,0.175430424169774,0.215760508289304,0.09333790879047
"LP.01.37",0.211684523131131,0.135012043077857,0.259600803292358,0.0824146539585234,0.211684523131131,0.135012043077857,0.168089809088928,0.238183207922733
"LP.01.38",0.289488347546064,0.146100775089108,0.108824694454682,0.0674020354414433,0.289488347546064,0.146100775089108,0.272550495832601,0.0883510302692183
"LP.01.40",0.165745307481221,0.111670681722082,0.11497525649227,0.0678937094251225,0.165745307481221,0.111670681722082,0.158562796069499,0.128717433377433
"LP.01.43",0.324459416465594,0.201886503353024,0.179066196951731,0.144125175205256,0.324459416465594,0.201886503353024,0.324673790818653,0.173134875089692
"LP.01.45",0.0602597052752104,0.113431327212492,0,0.0381045928494533,0.0602597052752104,0.113431327212492,0.0473957747991769,0
"LP.01.47",0.447680019912935,0.290538073921598,0.208343292836796,0.166122135507992,0.447680019912935,0.290538073921598,0.473071814555004,0.213113711968928
"LP.01.48",0.139512176237023,0.123741310434461,0.254227330796408,0.0810721368333685,0.139512176237023,0.123741310434461,0.149918195460319,0.19934546535741
"LP.01.52",0.491159162591375,0.30261001893354,0.481225080232872,0.168844884776366,0.491159162591375,0.30261001893354,0.483227449105891,0.454224099001275
