"","Epidish_BPRNACan_cancer","DeconRNASeq_BPRNACan_cancer","Epidish_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","Epidish_CCLE_TIL10_Cancer.cells","DeconRNASeq_CCLE_TIL10_Cancer.cells","CBSX__CCLE.TIL10__Cancer.cells"
"Patient100",0.818835580157459,0.658503174577563,0.825175896271605,0.655434781016543,0.820699282822417,0.648172584162806,0.322614256068456,0.167822050374914,0.325686525642245
"Patient102",0.98342076066565,0.33544451921522,0.983736785685533,0.348475632861734,0.976947359669011,0.347430173379426,0.503067142844271,0.421656260304611,0.455156850712148
"Patient105",0.956189995217474,0.426248351389366,0.94852911265009,0.442303104623541,0.936486984854011,0.44321616453325,0.895133037404147,0.525870155651334,0.874511144179191
"Patient106",0.945557389447855,0.564380958838083,0.948674392789422,0.575791202011948,0.949798074107656,0.579044987512184,0.845162928249481,0.352450840626817,0.807979715324658
"Patient107",0.997826330597806,0.581964780759402,0.997191217513383,0.594143829612106,0.995750970798154,0.55990868870709,0.806668115507386,0.379906673909219,0.597232345714447
"Patient108",0.963714997052831,0.333152856904883,0.972583053271792,0.346301138725728,0.958510765453753,0.343063382015845,0.70595678732919,0.28250789512132,0.607335389117401
"Patient10",0.957460007645112,0.682687302206126,0.950357106005684,0.709823095552482,0.948067739149431,0.693091707844661,0.901961377823386,0.656672272841502,0.869897289977409
"Patient112",0.909969929596988,0.655031688881987,0.907691953985244,0.653568594256215,0.903328924490929,0.647964615194253,0.646117050817933,0.454706411401542,0.604915595287856
"Patient116",0.974320024554929,0.658594890242885,0.975248376704831,0.664067638504477,0.968805272671642,0.654475171940646,0.807109809720392,0.501016974775118,0.815644106841528
"Patient117",0.962966215314797,0.682714596737441,0.964027596121009,0.683814691068707,0.961180142898621,0.696644885460449,0.163722298981188,0.200260641831099,0.237567353748633
"Patient11",0.983909625924822,0.54175418598222,0.981407917115998,0.561494469898252,0.97981470149061,0.560931093900586,0.720071183716091,0.506004360458011,0.713166571746973
"Patient121",0.957341085863977,0.614229437329072,0.953990292911733,0.625964076931627,0.943664412339186,0.630466193624462,0.668375612663776,0.447540355278546,0.612543011998318
"Patient125",0.572522306382419,0.395061846247815,0.581702684167887,0.416757623386018,0.580633876459647,0.427321514219093,0.323972133382214,0.194495806323496,0.33093564184149
"Patient126",0.964659239812223,0.593486480146642,0.953621136946892,0.604479846233498,0.954091007590136,0.606724297039738,0.536108792518621,0.356701524236441,0.510489237911258
"Patient127",0.986853673069466,0.494470213574415,0.983585590306789,0.517303867070293,0.969607284419753,0.523156766386256,0.813201113833019,0.526395317331817,0.756728430235791
"Patient130",0.970675525455925,0.588246960099282,0.974407341942247,0.612422224778481,0.966777936468249,0.613574454268785,0.779047257288306,0.403380459812993,0.770844804939436
"Patient131",0.947654820190474,0.452556718083528,0.947077808908611,0.469104719761785,0.95810408379817,0.482465676611717,0.650869261886373,0.256469627735779,0.590098599053835
"Patient132",0.871399894591028,0.663745010875787,0.862174701702522,0.666206698751586,0.871896005366655,0.670768598268834,0.422327794823456,0.32319552879476,0.432741326274308
"Patient133",0.957884575192959,0.730566109943542,0.960889472691885,0.730664027128086,0.958623563958501,0.731195594232301,0.811080509278047,0.564678820544317,0.770435926433859
"Patient134",0.878478322302561,0.66336387678201,0.879626080850561,0.667275770983499,0.883809318645439,0.656556029022522,0.469084450590017,0.261788418111889,0.448718847289268
"Patient135",0.961183697222004,0.631290552518369,0.963376338587231,0.641126239279729,0.958568226969845,0.634371855199523,0.838309961972058,0.582429693301363,0.761685976663762
"Patient137",0.855909318376772,0.602156697173552,0.861260762989274,0.598181401077609,0.854358530404676,0.584754825703911,0.537970495309893,0.398584883855952,0.499406097392392
"Patient13",0.983649882231376,0.637005374439957,0.981345891966948,0.642013257518496,0.978633167642151,0.650050626997663,0.959995332406982,0.706218186611906,0.941753198475693
"Patient140",0.986085556716516,0.596666234352481,0.982766969793688,0.600184435370235,0.980098247045868,0.607496380493971,0.876229561338283,0.613555578897145,0.908223464880442
"Patient141",0.991359278003239,0.538567044156119,0.991553272687854,0.548633510828072,0.99055386172099,0.548468158061763,0.836182026439369,0.455298813712298,0.704714121109528
"Patient142",0.950234115404104,0.544166157023616,0.948407738256764,0.558313297286433,0.94451199706308,0.552661964559471,0.799514551916668,0.268123240275451,0.765829803917018
"Patient143",0.996969578341145,0.510813076108314,0.998010336064806,0.484878009318984,0.998103065632885,0.476782300596281,0.909169351301307,0.37979367175716,0.0884388286921296
"Patient144",0.986190299163071,0.583959845726107,0.985800482849193,0.624221752684989,0.983900505610426,0.62204524341444,0.842023540973946,0.380641606463593,0.893255510567823
"Patient145",0.967458725218328,0.619157213994062,0.966614502668056,0.635925954042093,0.958559505708339,0.625877545461029,0.65811644857847,0.213183830887235,0.687164172629488
"Patient146",0.973754037942945,0.515635245757433,0.969017843849439,0.520863303356514,0.975418715617096,0.52081290584162,0.848360315540043,0.561416185937241,0.86279625304415
"Patient147",0.988024076432856,0.562670274650321,0.986212912078122,0.554997367373543,0.98504324223006,0.547792350453468,0.882038559555313,0.541581795164824,0.925518906490659
"Patient148",0.948133615314408,0.544464313128172,0.942850853434923,0.564764712028558,0.936012397245061,0.571582907267547,0.738001077436113,0.481107123820813,0.726773564011258
"Patient149",0.895333443050008,0.583253428376871,0.902826971679092,0.582775038681707,0.912638835685398,0.576660695522324,0.623057499337175,0.253274875579397,0.63210279872426
"Patient14",0.956385320941858,0.597483056567591,0.956412614981236,0.621939991680336,0.96347854496895,0.617862480526968,0.76635293824481,0.409367342019494,0.69688956289706
"Patient150",0.97437554769961,0.478365488754291,0.976790534995862,0.499707023444032,0.978606327254663,0.539716541530658,0.803623113938783,0.467333608225375,0.759397739518433
"Patient154",0.971201216028323,0.691653900436029,0.967628528193728,0.683258318573813,0.964067116410014,0.675319535044871,0.144893205081613,0.160078657483811,0.141225748002994
"Patient155",0.984527593608431,0.746895365762622,0.983743871276157,0.757504868515474,0.980714409134739,0.762431445659848,0.679963820291185,0.479190683193528,0.699010692927223
"Patient156",0.968932174009071,0.639511095908484,0.970302393372473,0.681160953315505,0.974227591529008,0.684481442514377,0.724182314982987,0.356702956558897,0.714845918371674
"Patient158",0.951296282822234,0.592286020151097,0.949887092911093,0.641356020937374,0.945425546139698,0.63031389880496,0.95135618657892,0.664384081435418,0.884261932715716
"Patient159",0.964164590844168,0.671341722715763,0.964902506165571,0.6645866372205,0.960522809504414,0.659883327619041,0.807864474093164,0.612654322708447,0.687349985528739
"Patient15",0.889333746421728,0.42178098113901,0.895232162112804,0.430052356033976,0.888140369674796,0.429724261863591,0.754804170739838,0.475897754272656,0.750083807189032
"Patient162",0.956244185938006,0.4821609336886,0.941909322948285,0.496408366459794,0.925788585056399,0.500869886846293,0.619162220335284,0.283832341926737,0.625373927664385
"Patient163",0.920411501959187,0.528107785693608,0.908664744585588,0.539957270090128,0.908728178128517,0.539869015547559,0.81641326718062,0.535460572964659,0.779743938868571
"Patient165",0.970403447558119,0.582768521167364,0.972358496278724,0.624510168105155,0.97440667922039,0.612995813322151,0.910791253405092,0.752835912970409,0.77902140707905
"Patient166",0.991405225703542,0.650346547530467,0.988624078288519,0.642644377628252,0.989201096092558,0.6275670867752,0.891885619163806,0.489414351753527,0.790737082854772
"Patient167",0.953843147728742,0.564577763894281,0.953654249760317,0.597830515635053,0.954714912223398,0.615871053116485,0.595510164804749,0.393598823479317,0.59500006152926
"Patient168",0.987310730673588,0.535365133502233,0.989121451780276,0.543889043846685,0.985338151775576,0.532278588414226,0.922276205979401,0.624640635516448,0.940378896563244
"Patient169",0.924096174392131,0.688879890629948,0.899944973596443,0.691644740953208,0.914729830267899,0.685396547951065,0.824460361645124,0.639186250066353,0.822950550713069
"Patient170",0.97609484312059,0.546855011455323,0.979703666491082,0.550112035050392,0.977454638341987,0.544117457997906,0.771331216272838,0.398220164070356,0.802146389232475
"Patient172",0.923532098910066,0.748406491081804,0.915858653166125,0.741163015646095,0.909219918661027,0.733381603671148,0.22392100186202,0.201690788612562,0.245642983504875
"Patient173",0.980389938030302,0.62117004797216,0.976733834139837,0.61618249971026,0.974044268237595,0.617883097365374,0.887591334994607,0.600800484649784,0.870077448082641
