"","Epidish_BPRNACan_cancer","DeconRNASeq_BPRNACan_cancer","Epidish_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","Epidish_CCLE_TIL10_Cancer.cells","DeconRNASeq_CCLE_TIL10_Cancer.cells","CBSX__CCLE.TIL10__Cancer.cells"
"Patient179",0.976411503742937,0.499073467798168,0.972935685903668,0.507569620030999,0.964038159474282,0.512290976486668,0.718639294829528,0.640111403422523,0.69068642863931
"Patient17",0.957015429842434,0.684911085454446,0.957313628360267,0.693408537528999,0.958678021297318,0.680388449634575,0.632162164335871,0.465138752936548,0.620300411052094
"Patient181",0.94385093061728,0.665751072193894,0.948617673601912,0.669308117504962,0.933729748756075,0.657384052982736,0.550028639674932,0.333383235381979,0.555431640533553
"Patient183",0.824871967094271,0.392072568812387,0.786499852177571,0.386768910292301,0.798162055028517,0.385009181208264,0.342919808432941,0.261246933703246,0.310166175949004
"Patient184",0.978097665403821,0.600085311720129,0.978773507245932,0.617126233953823,0.990442218021338,0.612585901769213,0.844567184069686,0.420504773202008,0.778583898151497
"Patient185",0.956486896258766,0.660637417877449,0.968210339000886,0.674685179255154,0.972559526776982,0.672939383856391,0.686210960866905,0.518249023754644,0.670811867621872
"Patient187",0.972260847205944,0.484426099439429,0.969040738674631,0.520246555025893,0.973232095280588,0.528218152210199,0.742926824325082,0.309040521449203,0.734803773812949
"Patient188",0.984504434761296,0.600941310588246,0.979982590306365,0.604055923852671,0.979908719902227,0.59459637450015,0.921862281985363,0.540826980707549,0.932519689280201
"Patient18",0.98174867838245,0.523003489653029,0.97922290248364,0.5317106692341,0.97145872721308,0.538370530632771,0.888838198840797,0.473304350949919,0.865437166164285
"Patient1",0.935443739511175,0.470857721367472,0.924779677303493,0.472506592465442,0.924783330344995,0.477436157253154,0.666004397896035,0.253038781158052,0.692159929129722
"Patient20",0.964168885858195,0.672396099549337,0.966882324158789,0.669279901944922,0.972969333172607,0.656519630257875,0.76416312876107,0.341743545529944,0.664257585707913
"Patient21",0.990579585763182,0.650135782581446,0.987317990584668,0.659179067213635,0.981914405961424,0.655330261207183,0.876827616904162,0.642055735616631,0.77253081801212
"Patient22",0.989930922547449,0.634934886805568,0.985679162651921,0.627322663568049,0.982877748860138,0.625407988516798,0.793030519804694,0.451227854863164,0.740317032788369
"Patient23",0.977931573054374,0.507659051449927,0.976618379196354,0.501923927096143,0.980770410717837,0.48968323617321,0.748371879431173,0.473081835593125,0.775947943340336
"Patient24",0.99133160989116,0.433990691364515,0.990983258617829,0.452252883011427,0.986865249094583,0.449534563759214,0.806492419234077,0.410578940455253,0.700388627266877
"Patient25",0.966448870363765,0.682724056600391,0.958566787485025,0.667872744695544,0.953695586929662,0.670389673275897,0.532833614408936,0.307871826644287,0.58560194021093
"Patient27",0.786121788979281,0.441472391380447,0.783224360389982,0.443481808191275,0.787743366871205,0.443684938660266,0.876642931994139,0.553037896431829,0.841822736578558
"Patient30",0.877858146659673,0.457751005964403,0.87734177417754,0.445373350514529,0.864449876337354,0.432564811379884,0.596623105918491,0.236141758724419,0.599632051264458
"Patient31",0.986405868261223,0.536407341353583,0.982672987512126,0.532875196368292,0.977466077502622,0.526053186697716,0.645966633712868,0.439250491978264,0.665382709067948
"Patient32",0.985093275662592,0.458960428271578,0.981664698735089,0.463499940198446,0.98253769843998,0.460568505255429,0.676239991019559,0.312785222253351,0.759072720075849
"Patient33",0.78758766662191,0.521906197789697,0.790226267627092,0.531490908334857,0.788352006742842,0.542583323729023,0.057818210056292,0.0750657585093742,0.104163119550659
"Patient34",0.972006014387786,0.285428124799154,0.970436916884119,0.278569549764961,0.970805084393104,0.270132418594613,0.246973483476484,0.140849486153838,0.361992627847388
"Patient35",0.96816534936914,0.438058541516014,0.956339173888071,0.447920036602664,0.947961258971068,0.461422125612824,0.517173452001309,0.357770373482864,0.484498684558346
"Patient36",0.968866745709132,0.458621203785717,0.960015130433638,0.447798480689791,0.94970087885867,0.447398179014682,0.502834265136546,0.241863682737911,0.453130661426016
"Patient37",0.904195118162723,0.634815563441665,0.892324281900431,0.613168927376668,0.900996092608042,0.591654628219403,0.451310762845057,0.221131518277772,0.475054813462263
"Patient38",0.983183117158529,0.576213519484792,0.97448420163007,0.567497118578813,0.972313504012839,0.558937286463614,0.758169998998946,0.389870072637942,0.677563411521586
"Patient40",0.979819785092816,0.622896644851768,0.975427005404437,0.625940970627532,0.975842473709149,0.603884563864301,0.986109188032466,0.616216354997269,0.923930011549866
"Patient42",0.968239788797171,0.614433721350788,0.962025833111036,0.629008514491735,0.961617218554194,0.617251224443032,0.842997334924565,0.517149954052743,0.818459977612332
"Patient44",0.859787416111424,0.490876548927058,0.852743184582959,0.499645871680115,0.843929139377849,0.484352141645437,0.550927499365718,0.443519020995716,0.471343518396087
"Patient45",0.957605649426647,0.396955156292923,0.960455856252718,0.423344597851897,0.958165454182131,0.430324734127011,0.773713028087222,0.51331959145008,0.723366735449452
"Patient47",0.979460585673815,0.443782345855387,0.974178814736934,0.47050982626089,0.975161236103416,0.465647111964353,0.876261996933501,0.503922023735487,0.896648049978818
"Patient48",0.979459114844989,0.6399709138618,0.975247683748576,0.632946678662591,0.964791457715926,0.623747899430483,0.701164267821318,0.504336390193786,0.645463466607136
"Patient4",0.974188370106284,0.585862925025678,0.967749423097142,0.587150809934741,0.974144708588132,0.591377703387831,0.703106355314425,0.458022845208736,0.744088579287181
"Patient51",0.949835137991521,0.679639554535624,0.944582371654017,0.674033822174689,0.947257182310463,0.657827452139432,0.70101316397335,0.366337766697801,0.698135175064084
"Patient58",0.982286662375596,0.65038538934837,0.976015900362265,0.660860008045716,0.972134584501259,0.636333400850378,0.882337870666286,0.530495977637351,0.76013928722782
"Patient61",0.909360158431814,0.426430141932841,0.913295490953734,0.45485501947239,0.919725300449893,0.493971446656293,0.591604605654897,0.222669737635704,0.588515683149502
"Patient62",0.961419950932807,0.623914206368,0.962215241546494,0.62168660515796,0.975924347724698,0.60500832675807,0.857913127662989,0.517909643656394,0.844510448229161
"Patient63",0.978359636339037,0.504274657130854,0.965766914775025,0.53840749017094,0.954858721049621,0.51406142606555,0.861064189259661,0.643146805213388,0.751324515032722
"Patient67",0.970539793398067,0.56531854087154,0.963869831272912,0.566544881207652,0.960428739735601,0.537027856925152,0.920772774587405,0.686086433717748,0.797219740491051
"Patient6",0.966674592541668,0.54432250609059,0.965158224367555,0.538818203103679,0.96317401743688,0.530683919723736,0.855086968947326,0.588235036088292,0.787326750774344
"Patient72",0.945966824322007,0.573392854483947,0.924608216401689,0.569808288275733,0.920562565163464,0.574551733439918,0.528661920538509,0.298523096549487,0.542049561998049
"Patient73",0.970069999672728,0.515824761188873,0.967352457520863,0.520314361073014,0.956453251194277,0.527225377001163,0.888828596417228,0.713338603963792,0.868868879773558
"Patient75",0.94642016394537,0.488582629777158,0.949348934943709,0.488276718713172,0.93533743417449,0.478537024654526,0.810505096491951,0.530629043646456,0.79063586192674
"Patient77",0.960944749657207,0.640192739481086,0.951137242720772,0.629160929819876,0.953881165088784,0.626388781854232,0.619617662032671,0.363193037061964,0.621428062580925
"Patient78",0.9791464806425,0.734048219159246,0.981715827434957,0.721880539498585,0.977579356359519,0.698209166974393,0.771193127561892,0.493670264059985,0.749614896421309
"Patient79",0.963327966244864,0.633850316875595,0.959159697296234,0.630009865607507,0.959039372625082,0.63587796605832,0.416351980554676,0.205527608827626,0.427054261761076
"Patient7",0.963999505312333,0.602747901399798,0.941745789803488,0.590068628308896,0.931280599758616,0.59058437109199,0.850654797996504,0.447330463341028,0.83788680947313
"Patient82",0.990324665331212,0.44856571106002,0.989507256064778,0.439885756958735,0.98697729277542,0.430993413754793,0.794859097501215,0.448403684166785,0.801168236916466
"Patient83",0.981387298225396,0.361229145349499,0.978428563754683,0.366572350085595,0.980945226451989,0.369235734119752,0.74012296518176,0.408203852359146,0.838349675656691
"Patient86",0.803516687218904,0.635954458373933,0.806623838734628,0.63943756756253,0.800166275236631,0.628611802254805,0.178134937201371,0.137398062374415,0.166921409232087
"Patient87",0.800611034179239,0.452593741472407,0.801624983176624,0.464156541692418,0.76687611726425,0.460842874194025,0.644524538495023,0.464871786560451,0.619684599898046
"Patient8",0.956270478049278,0.394430003695039,0.946408712826104,0.38838849883063,0.935109626805371,0.386460782394622,0.652294432892422,0.200253063789464,0.668378493037774
"Patient94",0.951164725390181,0.604820148594112,0.948962820034078,0.611635478969136,0.949896171132879,0.610616268395116,0.939300568404503,0.719003681824069,0.848643399350599
"Patient96",0.984255928804127,0.426545914612375,0.97767007159044,0.428555790869908,0.962630425133103,0.436549791228685,0.587697475745013,0.460165478110555,0.597829711131003
"Patient98",0.925441756650708,0.44470704335853,0.923005270763905,0.443057402142069,0.91744685513022,0.441866914379056,0.630810100904136,0.236201104686408,0.604983544945777
"Patient99",0.939589286457182,0.604354305306651,0.933549674570823,0.603658527448811,0.934117866819009,0.626570523074629,0.682008775357427,0.434665335492569,0.686075231664304
"Patient9",0.990194493044042,0.626305172282113,0.986429225852886,0.618255850648641,0.985474652100758,0.627886238835762,0.79479782369577,0.620138661936514,0.640962936562213
"Patient56",0.9483812870192,0.78614398652523,0.951580225140701,0.772045845759363,0.957928228128428,0.754710939081321,0.488903329921631,0.275982019188351,0.452152187041512
"Patient191",0.969716146370624,0.632020462258067,0.959963013024356,0.62418973693047,0.963458265339576,0.639884547823492,0.797082638040421,0.640418608777356,0.800797464931642
"Patient189",0.963190579450468,0.650501752037488,0.963432463306927,0.638620118962423,0.969266651377999,0.622684764144559,0.215511938965393,0.13199723217431,0.244222695935614
"Patient200",0.966182016606035,0.603131284360364,0.956737023693586,0.598694177037278,0.959620076017147,0.604933508586324,0.647625595508988,0.391807747467102,0.660688172397074
"Patient201",0.996038074246919,0.66590044745649,0.995988134772894,0.671718758420837,0.996368329269048,0.652132831452429,0.860225881086972,0.364502647365304,0.879216736275923
"Patient203",0.96546169594074,0.748637168300012,0.943157544239056,0.735846005166862,0.945819843484225,0.718504398500343,0.696244160062411,0.367726799713999,0.691504692331965
"Patient193",0.915871115596926,0.602086017585155,0.904980781258822,0.613994332663427,0.898429050389845,0.619270367790986,0.482124059519796,0.216509610255293,0.489718456145468
"Patient195",0.929637752654458,0.77481928621075,0.929590865654714,0.763941559747662,0.933370970952704,0.759118264936707,0.767053422699167,0.569461657147515,0.763720421291495
"Patient196",0.987914554809984,0.609567432440492,0.986865733776068,0.623228895017213,0.987521686577966,0.627664060934501,0.864775221709875,0.572155700883146,0.810600842385883
"Patient197",0.988313028615931,0.630643524161839,0.986448097095078,0.658817628897343,0.983070819787874,0.657716329148171,0.971703195187434,0.690815849957848,0.938474244251627
"Patient204",0.965764064676533,0.564620231104694,0.958813344630962,0.569657166056937,0.944751472732286,0.571838625085503,0.833460762756204,0.521122182892508,0.701436974684661
"Patient205",0.982584318717985,0.692349545327645,0.98477314349318,0.682734414110819,0.984940837239465,0.679018733932757,0.762721386155252,0.387856716371379,0.723304920628658
"Patient206",0.96016897163394,0.709796193574098,0.953578574675934,0.696057764328515,0.946911064821487,0.673246138922581,0.697417600436696,0.233371437210204,0.67658881116451
