"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","CBSX__scRNA.melanoma__Macrophages","CBSX__HNSCC__Macrophages"
"Gide_PD1_30_Pre",0.0768733035869572,0.085027189985041,0.0222240805393915,0.046833805852366,0.0768733035869572,0.085027189985041,0.0784332370972023,0.0227588067709719
"Gide_PD1_34_Pre",0.0937324302816535,0.130017841660022,0.139232902474129,0.0605766372404017,0.0937324302816535,0.130017841660022,0.0852773332614224,0.0951691424980416
"Gide_PD1_35_Pre",0.186672262233888,0.141199639191108,0.0264846838902523,0.0370914545687584,0.186672262233888,0.141199639191108,0.200766289651467,0.0178857470227855
"Gide_PD1_36_Pre",0.0403095938437968,0.109940428159188,0.164061687322678,0.0508431771564915,0.0403095938437968,0.109940428159188,0.0457061166695627,0.137248253560034
"Gide_PD1_38_Pre",0.347718114013717,0.14786484719085,0.279600421009364,0.0730237878281501,0.347718114013717,0.14786484719085,0.382117941189778,0.302808170247791
"Gide_PD1_4_Pre",0.190737391327838,0.136722511714984,0.173097995542067,0.0656100080720732,0.190737391327838,0.136722511714984,0.178192379183761,0.157210483333246
"Gide_PD1_40_Pre",0.258349416338112,0.159546999594625,0.290906617836134,0.0720042630868646,0.258349416338112,0.159546999594625,0.28567749278032,0.269507399570479
"Gide_PD1_41_Post",0.220823648247459,0.101633465142065,0.356990669728609,0.0559235405091668,0.220823648247459,0.101633465142065,0.237973575621759,0.360426769078729
"Gide_PD1_41_Pre",0.0831272330203846,0.11978384962594,0.216164269425092,0.0554117757761445,0.0831272330203846,0.11978384962594,0.0780924638279163,0.187899251720118
"Gide_PD1_42_Pre",0.0297354809799655,0.110849422454061,0,0.0478577490568473,0.0297354809799655,0.110849422454061,0.0263104388293325,0.0033813284718489
"Gide_PD1_44_Pre",0.109099098987125,0.11900424465989,0.171516119106387,0.0625844762779547,0.109099098987125,0.11900424465989,0.0975618308377728,0.167489078371867
"Gide_PD1_45_Pre",0.361782768960244,0.214632538313664,0.366961240793288,0.0878628115634547,0.361782768960244,0.214632538313664,0.366440737468993,0.372065262851592
"Gide_PD1_46_Pre",0.0531534965950581,0.0907404001000305,0.198039526681693,0.0605894151203821,0.0531534965950581,0.0907404001000305,0.0568606724931638,0.199950612727902
"Gide_PD1_47_Post",0.214407090620904,0.234224751336941,0.383571316759573,0.111985419247708,0.214407090620904,0.234224751336941,0.2119487363082,0.377064096717762
"Gide_PD1_47_Pre",0.264720013744138,0.239392600632457,0.329226361420992,0.125668035275713,0.264720013744138,0.239392600632457,0.287180336636077,0.336858823339804
"Gide_PD1_48_Post",0.343166735824614,0.262037178670333,0.425867905433993,0.15013733794691,0.343166735824614,0.262037178670333,0.333330622061911,0.439438188386831
"Gide_PD1_48_Pre",0.0737908460762793,0.152488226344206,0.176776546078937,0.0728816861360073,0.0737908460762793,0.152488226344206,0.0753880788045694,0.16148052727663
"Gide_PD1_49_Pre",0.0502524700390154,0.0988450856990368,0.10096285686753,0.0495349212739261,0.0502524700390154,0.0988450856990368,0.0460117485101323,0.100192917895524
"Gide_PD1_5_Pre",0.0123650558625044,0.0525876436376956,0,0.0432283197778577,0.0123650558625044,0.0525876436376956,0.0122161331865702,0.0200011785477583
"Gide_PD1_50_Pre",0.146468903938625,0.0914963411097267,0.170037832438146,0.0495908185153488,0.146468903938625,0.0914963411097267,0.176632571441104,0.153803089851731
"Gide_PD1_52_Pre",0.0495733684393651,0.142731539933209,0.257603282446209,0.0749229472131391,0.0495733684393651,0.142731539933209,0.0546725043531323,0.262844249002496
"Gide_PD1_53_Pre",0.102667424659344,0.084206553625838,0.12698910385884,0.0529665421998086,0.102667424659344,0.084206553625838,0.125534334494248,0.0285470671670803
"Gide_PD1_54_Pre",0.0687047212425634,0.108759937700306,0.160513629418527,0.0682951668017719,0.0687047212425634,0.108759937700306,0.0755069548950128,0.163059264578262
"Gide_PD1_6_Pre",0.0299292213594981,0.110778455617476,0.0335073096182247,0.0551115922529161,0.0299292213594981,0.110778455617476,0.0283098801349877,0.0465029246207113
"Gide_PD1_7_Pre",0.449669939401301,0.215915552311161,0.505117042486141,0.0884221641337604,0.449669939401301,0.215915552311161,0.458690009573176,0.544141317779567
"Gide_PD1_8_Post",0.0891447558135753,0.135022097712822,0.0797472984354946,0.0578905373989289,0.0891447558135753,0.135022097712822,0.0805095293334823,0.114868958454151
"Gide_PD1_8_Pre",0.0106288978742627,0.13457580379247,0,0.0459952355179654,0.0106288978742627,0.13457580379247,0.0153194750489432,0
"Gide_PD1_9_Pre",0.0745014460354064,0.0904283847933425,0.133166188950656,0.0510668142548544,0.0745014460354064,0.0904283847933425,0.0722500879365898,0.145975731879029
