"","Epidish_BPRNACan_CD8","DeconRNASeq_BPRNACan_CD8","Epidish_BPRNACan3DProMet_CD8","Epidish_BPRNACanProMet_CD8","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD8","Epidish_CCLE_TIL10_T.cells.CD8","DeconRNASeq_CCLE_TIL10_T.cells.CD8","Epidish_CD226_CD8CD226plusPostAct","DeconRNASeq_CD226_CD8CD226negNoAct","DeconRNASeq_CD226_CD8CD226negPostAct","DeconRNASeq_CD226_CD8CD226plusPostAct","Epidish_TIL10_T.cells.CD8","DeconRNASeq_TIL10_T.cells.CD8","CBSX__LM22__T_cells_CD8","CBSX__TIL10__T.cells.CD8","CBSX__CCLE.TIL10__T.cells.CD8","CBSX__CD226__CD8CD226negNoAct","CBSX__CD226__CD8CD226plusNoAct","CBSX__CD226__CD8CD226plusPostAct"
"J11_p3_rep2_B",0,0,0,0.0012839397151183,0,0,0.0012916415046363,0.0036808164313629,0,0.0678008065103324,0.149973023514205,0,0.0085532583327881,0.0058023557498782,0.0110084946653526,0.0024900589972056,0.0111889097823164,0.0194493979544893,0.0752092863116371
"J14_p3_rep1_B",0,0,0,0.0016192557452035,0,0,0.00043354707596064,0.0032442506672275,0,0.0649701714766856,0.132587071348164,0,0.0079260843557173,0.016429596217142,0,0.0019917934891154,0.0104351496280315,0.0234048515481444,0.0579492186923501
"J14_p3_rep2_B",0,0,0,0.00137786476086,0,0,0.002167384506286,0.0032344567479607,0,0.0610551827104753,0.141428250742906,0,0.0094065372971891,0.0301758643426578,0,0.0012024466552812,0.0075874265299414,0.0286412464150989,0.0562716063448496
"J1_p1_rep1_hetero",0.0011499956751749,0,0,0,0,0,0,0.0004021338213802,0,0.0125260461333161,0.0354828272706802,0,0,0,0.0204304813665087,0.0001672876212173,0.0078521066655674,0.0140138390718021,0.0296172187493444
"J2_p1_rep1_hetero",0.002279942479114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154251528670486,0.0042980234319669,0.0170974442804551,0.0026832850562496,0.0183758820654632
"J3_p1_rep1_hetero",0.0020706966220154,0.0097617847257893,0,0,0,0,0,0,0,0,0,0,0,0,0.0144563662557963,0.0062456999685934,0.0203217661178935,0,0.0089760825156895
"J4_p1_rep1_hetero",0.001625590219268,0,0,0,0,0,0,2.89379699140221e-05,0,0,0,0,0,0,0.0160549341589015,0.0049818338142696,0.0129619860500064,0.0045850832359954,0.018097879742479
"J5_p1_rep1_hetero",0.0015783267148209,0,0.0024496518912154,0.0015725421167841,0,0,0,0.0006132405590313,0,0,0,0,0,0,0.0122017553280618,0.0073254067790525,0,0.0183267385238029,0.0246366552508375
"J6_p1_rep1_hetero",0.0014671576243813,0,0.0019455232954383,0.0039573878829374,0,0,0,0.0010626923991397,0,0,0.0150500708778491,0,0.000283180926444,0,0.01245215790885,0.0088371596991944,0.0038579948949489,0.015099454180972,0.026107813019107
"J7_p1_rep1_hetero",0.001143794237772,0,0.0015251378742664,0.0006523889445483,0,0,0,0.0012207914032306,0,0,0.0228420417229665,0,0,0,0.015885058708903,0.0087666075495975,0,0.02157500773728,0.0195928908841047
"J8_p1_rep1_hetero",0.0022169913680403,0,0.0012139175005641,0,0,0,0,0.001496143340302,0,0,0.0240168755352954,0,0,0,0.0129538939119893,0.008744546778473,0.0050593953263361,0.0158832302372502,0.0222303392938567
"J9_p1_rep1_hetero",0.0015404095386133,0,0.0021129269302501,0.0043209316096842,0,0,0,0.0006466360344499,0,0,0.023725563241334,0,0,0,0.0186168912598599,0.0091996546687623,0.0058996916688474,0.01589799824325,0.0209170160457372
"J11_p1_rep1_hetero",0.0013333688980287,0,0.0021633854768966,0.004119875748177,0,0,0,0.0004590822627099,0,0,0.0349594821090354,0,0,0,0.0142161099540466,0.005251704108343,0,0.0252073276468998,0.0103857807359268
"J13_p1_rep1_hetero",0.0012094193519054,0,0.0018355449226745,0.0030935908406584,0,0,0,0.0011254066980077,0,0,0.0380199081730248,0,1.33389903285153e-05,0,0.0124567903978727,0.0069643740037621,0.0061655446320007,0.0149290359553656,0.0223176583518889
"J1_p1_rep2_hetero",0.0011270573703452,0,0,0,0,0,0,0.0005217867057343,0,0.0106504345400311,0.0328485675467507,0,0,0,0.021167725464492,0.0006673792488049,0.0067049955665621,0.0135140740204604,0.0292804391867372
"J2_p1_rep2_hetero",0.002599472433858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244482096621537,0.0051359463836282,0.015784204419889,0.0035706528510169,0.0159573929652278
"J3_p1_rep2_hetero",0.0017113822607319,0.0130815638037231,0,0,0,0,0,0,0,0,0,0,0,0,0.0231867291336919,0.0076962532671275,0.0166391738196113,0,0.0095862463213857
"J4_p1_rep2_hetero",0.0015915874196229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133356005634881,0.0059214693101608,0.0097431218631974,0.0084031215985101,0.0171709923645809
"J5_p1_rep2_hetero",0.0018215999463247,0,0.0022007203051728,0,0,0,0,0.0005516654379684,0,0,0,0,0,0,0.0109836511987729,0.0078320746019738,0,0.0209132644084187,0.0192221601418906
"J6_p1_rep2_hetero",0.0008721817861778,0,0.0015452433425575,0.0032488321006975,0,0,0,0.0011250034869806,0,0,0.0112546128906605,0,0.000228620937206,0,0.0130969226025565,0.009487372276578,0,0.0193783773490941,0.0216587960850457
"J7_p1_rep2_hetero",0.0005950291933961,0,0.0016023627986993,0.002958184440871,0,0,0,0.0013879549036978,0,0,0.0220797768112241,0,0.0001715064897633,0,0.0131608134299025,0.0079246437816903,0,0.0214261284400478,0.019805489412511
"J8_p1_rep2_hetero",0.0019498245145609,0,0.0017690371556267,0,0,0,0,0.0011042441210158,0,0,0.0200962279012959,0,2.93119981501499e-05,0,0.012808864602351,0.0086285375145624,0,0.0226761990948359,0.0184584462967921
"J9_p1_rep2_hetero",0.0012869083438761,0,0.0019012266121234,0.0037666143322002,0,0,0,0.0007878456133064,0,0,0.0211977038243504,0,0,0,0.0166859270534169,0.0096921585680302,0.0075407515420075,0.013864110189624,0.0198389653797695
"J11_p1_rep2_hetero",0.0011954381557632,0,0.0019230698213233,0.0039864039454492,0,0,0,0.0004909760621411,0,0,0.0349401511680804,0,0,0,0.0111119487028269,0.0041373878277207,0,0.0267126809544658,0.010622899870083
"J13_p1_rep2_hetero",0.0012973339580213,0,0.0020849516202988,0.0037890949952397,0,0,0,0.0010407473891289,0,0,0.0319262998880474,0,0.0002315058745165,0,0.0125334569655533,0.0071421673755012,0.0038049944795909,0.0171568855414523,0.0232767854606506
"J1_p2_rep1_hetero",0,0,0,0.0019946822757583,0,0,0,0.0004516091384883,0,0.0407057641873719,0.0254703042318153,0,0,0.0654843584822273,0.0106588496782979,0.0040382996176459,0.0083669621606029,0.0179190197705313,0.0194973139765544
"J2_p2_rep1_hetero",0.0004606227966011,0,0.0015241947980811,0.0038519438110844,0,0,0,0.0006974962565338,0,0,0.0514884856708382,0,0,0.066006879887246,0.0104218529130098,0.0077136468655344,0,0.0263155854899477,0.0140773197587894
"J3_p2_rep1_hetero",0,0,0.0006665114220728,0.0028536061680378,0,0,0,0.0009229373056822,0,0,0.0576841514423554,0,0,0.0443797284944092,0,0.0096476809426055,0,0.0241713565722505,0.0172092152655391
"J4_p2_rep1_hetero",0,0,0.0006025017624369,0.0017027044817952,0,0,0,0.0008788904760391,0,0,0.0935519457730352,0,0,0.0487815805095459,0.0080398012523392,0,0,0.0245625112778369,0.0212947729765561
"J5_p2_rep1_hetero",0,0,0.0002146904045733,0.0009414036773513,0,0,0,0.0011310570806597,0,0,0.10561923790599,0,0,0.0104308091125842,0.0072573529414812,0.0025363745883006,0,0.024203812065144,0.0223886719512963
"J6_p2_rep1_hetero",0,0,0,0,0,0,0,0.0012324109058391,0,0,0.072630271750876,0,0,0.0220515289947008,0.0059670793785673,0.0078745556110464,0.0044171839601327,0.0204201693135757,0.0219116425924641
"J7_p2_rep1_hetero",0,0,0.0003450975225283,0.0015985388558436,0,0,0,0.0009382085224175,0,0,0.0712486969297356,0,0,0.129126340982385,0.0074571272568388,0.009962261692035,0.0072235786359128,0.018416034769608,0.0192383186378172
"J8_p2_rep1_hetero",0.0004208184010506,0,0.0004807859205829,0.0017229012691177,0,0,0,0.0008079414379379,0,0,0.0691217207442446,0,0.000431062916519,0.110123050227886,0.0051915630931021,0.0067206086579274,0.010255080699988,0.0151319093123089,0.0167774236797211
"J9_p2_rep1_hetero",0.0004180493128118,0,0.0007223924346946,0.0018225081898737,0,0,0,0.0003525942222847,0,0,0.0605696279364474,0,0,0.135429635939208,0.0213043915439693,0.005823097712663,0.0166189908151974,0.0078844140587069,0.0119724118681693
"J10_p2_rep1_hetero",0.0002992239658171,0,0.0006633450557768,0.0023389888620278,0,0,0.0006478601908654,0.0006892003231881,0,0,0.0518732536355093,0,0.0038882336106809,0.125374948488666,0.0032522550456992,0.0051656791989875,0.0094963579516217,0.0152961823105634,0.0199935324092759
"J11_p2_rep1_hetero",0,0,0,0.001506102877355,0,0,0,6.38593521766004e-05,0,0.0099868475866938,0.0200267728180888,0,0.0004034099929832,0.112059983977062,0.0091480190779442,0.0057417591221592,0.0080160423369024,0.0154796893302337,0.0144483256757807
"J12_p2_rep1_hetero",1.10678296616665e-05,0,0.0011222049666853,0.0022314132480348,0,0,0,0.0001191454104846,0,0.009719449752721,0.0226331777584001,0,0,0.0795979555945923,0.004068974575416,0.0032475940624648,0.008282636061679,0.0159935765013675,0.0166184767489648
"J13_p2_rep1_hetero",0.0001727196870635,0,0.000723009620115,0.0016649431536865,0,0,0,0.0002430555377253,0,0.0048638515476025,0.0299022742250757,0,0,0.12752330790529,0,0.006445409881189,0.0093350489783361,0.0156758367462344,0.0163466850723367
"J1_p2_rep2_hetero",0,0,0.000840255424442,0.003001108841538,0,0,0,0.0005387899282323,0,0.042691493481727,0.0214868660565035,0,0,0.151136598009116,0.0127969799183599,0.0039778208257419,0,0.0289362105354533,0.0150360763784619
"J2_p2_rep2_hetero",0.0012632937327461,0,0.0021841799622957,0.0044744386569419,0,0,0,0.0007999246031025,0,0,0.0484484422305887,0,0,0.0798290448053155,0.0123317962398606,0.0079938934109385,0,0.0260939370007194,0.0152870594609069
"J3_p2_rep2_hetero",3.4776593341992e-05,0,0.0016487322937564,0.003647095884488,0,6.24397609899078e-05,0,0.0009534927956148,0,0,0.0526360593022519,0,0.0007511113358153,0.114300020084426,0.0095927345064863,0.0100651980362442,0,0.0246020282735098,0.0168918425927873
"J4_p2_rep2_hetero",0,0,0.0001397618119983,0.0006659142882766,0,0,0,0.0009953355780102,0,0,0.0912550241040306,0,0,0.0506084516682941,0.0003572888214069,0.0021451444961051,0,0.0236899680477963,0.0214806915246298
"J5_p2_rep2_hetero",0.0003503427979252,0,0.0008631595802531,0.0016208188289848,0,0,0,0.0011007459946812,0,0,0.0952366773658244,0,0,0,0.0063053215308655,0.0037090473742681,0,0.0239675676510232,0.0215297712502263
"J6_p2_rep2_hetero",0.0004627377752855,0,0,0,0,0,0,0.0012519750967743,0,0,0.0697632492271668,0,0,0.0424214855109321,0.0057725698313102,0.0104786522388446,0.0093668052765817,0.0151470931668977,0.0227990257803513
"J7_p2_rep2_hetero",0.0003491520547436,0,0.0005291903853597,0.0016807480218632,0,0,0,0.0009624479299465,0,0,0.0652667721483279,0,3.70482884770873e-05,0.121443382635427,0.0113620178582922,0,0.0092035755019234,0.0156049525922598,0.0181667481123336
"J8_p2_rep2_hetero",1.68648429874523e-05,0,0.000379838331825,0.0006020010659993,0,0,0,0.0008779831201755,0,0,0.0603559280362642,0,0.0002757071973104,0.11564786633466,0.005675892574999,0.0065004036871011,0.0093795532181439,0.0148255753875724,0.0178384415392599
"J9_p2_rep2_hetero",0,0,0.0002598380528168,0.0016462049465661,0,0,0,0.0003705191157681,0,0,0.0563643875247568,0,0,0.126649694557127,0,0.0081042124194913,0.0167614462322138,0.0073564655530708,0.0119403447670028
"J10_p2_rep2_hetero",0.0005953312206235,0,0.0013145666990601,0.003014685714385,0,0,0.0004354374562895,0.000590615567676,0,0.0030885885097281,0.0427950049472986,0,0.0038152842097586,0.0923567133955591,0.0034883655578644,0.004867538371764,0.0097671130330643,0.0145199721831557,0.019994991048074
"J11_p2_rep2_hetero",0.0002218814762797,0,0.0006384605527372,0.0016363906297973,0,0,0,7.45907581391344e-05,0,0.0120637081433086,0.0156368483588979,0,0.0004688449932725,0.126546571144827,0.0135638395864065,0.0066438575205334,0.0081029177683656,0.0146039812633938,0.014522153266993
"J12_p2_rep2_hetero",0.0002063749637064,0,0.0010811173844692,0.0027362134596931,0,0,0,0.0001601771360833,0,0.0128072897015942,0.0145996889678542,0,0.0010369774608441,0.109424542182312,0.0093824994905074,0.0046166398746595,0.0089838052592721,0.014719343166731,0.0159964232419978
"J13_p2_rep2_hetero",0.0006010096765016,0,0.0013071387117787,0.0019266751165258,0,0,0,0.0001691495904089,0,0.0096523741043635,0.0195670280079731,0,0,0.137022413374837,0.0211999233817524,0.0025572127259345,0.0090591524118864,0.0154222157478055,0.0159392379612557
"J1_p1_rep1_auto",0.0035084342595073,0.0207988897829651,0.0015901443004348,0.00060158046779337,0.0242228571855884,0.0121366368282147,0.015616975521234,0.0010969840099704,0,0.109682687633488,0,0.0171023061216685,0.0211442715126281,0.0346076850485087,0.0208771667770514,0.0105956911973837,0.0150110270897605,0.028398374054205,0.0574488868786977
"J1_p1_rep2_auto",0.0049532459698357,0.0150620405365032,0.0029610396966953,0.0020556645126533,0.0193147709671977,0.0158285903005314,0.0111026388572988,0.0011706570935089,0,0.11041631144176,0,0.0205535162700158,0.0173213448342501,0.0327515730912594,0.0255737842595834,0.0142188435472846,0.015938599214228,0.0259463027463455,0.0602377968976621
"J4_p1_rep1_auto",0.0048442252823405,0.0055111644300024,0.0032579182699455,0.0018795138134925,0.0104523515199094,0.00882523539681,0.00011904548114091,0.0013216931658048,0,0.0675063830489026,0,0.0117791768532704,0.0097177565644455,0.0208610671000727,0.0180095883679153,0.007827587074171,0,0.0245812949744797,0.0591727407232337
"J4_p1_rep2_auto",0.0056290849048507,0.0023919051219459,0.0042206415725048,0.0026342020584522,0.0081857213941089,0.0082364905556364,0.00030370077184019,0.0012537654276584,0,0.0682496298130976,0,0.0123579924181897,0.0098127844956168,0.0275625431593025,0.0198650886125022,0.008508973709075,0,0.0235434641182309,0.0597894335704141
"J8_p1_rep1_auto",0.0048414146255405,0,0.0043274917705909,0.0037013775173448,0.0084069099839754,0.0069111989886668,0,0.001898847327965,0,0.0590376330500333,0.0120971403782867,0.0090953693615185,0.0079228073845259,0.0416920049791219,0.0199763158794974,0.0079577291168801,0.0083101991267165,0.0151613965927546,0.0698011847464458
"J8_p1_rep2_auto",0.0057615654318802,0,0.0050573709922094,0.0040697974904549,0.0049061765229649,0.0073952651894737,0,0.0021664098252934,0,0.0559074708079711,0.020898812307849,0.01014547927248,0.0073217985496246,0.0437388448496575,0.0209778448479864,0.0086311697449809,0.0091116583681963,0.0136059363212758,0.0661119337404652
"J11_p1_rep1_auto",0.0059432339333989,0,0.005838183417651,0.0055056306077086,0,0.0093248478263247,0,0.0027237235374969,0,0.0613073067825778,0.0110404854134805,0.0132445046509077,0.0059604586030663,0.0293780512745081,0.0249379950744893,0.0094673259387468,0.012640611579426,0.013125989695676,0.0634181276011937
"J11_p1_rep2_auto",0.0086248755556298,0,0.0073066543837089,0.0065226020273357,0,0.0101776575187202,0,0.0024484710565083,0,0.0611355150642411,0.0316366400805371,0.014085288830636,0.0064073197624553,0.0587952241100305,0.0244729260117998,0.0107033924976678,0.0225937322033143,0.0072750162372803,0.0662436339479329
"J14_p1_rep1_auto",0.0043264095995112,0,0.0047594929315147,0.0057675450841238,0,0.0070399699072305,0,0.0021379019975862,0,0.0716795223436145,0,0.0096716300599561,0.0051913466548134,0.0465655352458718,0.0191168467694134,0.0074757625215302,0.0197666855896268,0.0078121322389358,0.0486508679383661
"J14_p1_rep2_auto",0.0065051680476713,0,0.0061663303701874,0.0074905811379098,0,0.0077770847558886,0,0.0022057038907789,0,0.0811226511580939,0,0.0123029564773655,0.005747760190575,0.0571119017053985,0.0226104632978842,0.0084545709466188,0.0343632900380223,0,0.0399256448658599
"J1_p2_rep1_auto",0.0030845805632583,0.0013544680561364,0.0033152540502299,0.0036233288119148,0.0582729936807731,0.0071999823618408,0,0.00052891260820779,0.175176375518214,0.0544817995358108,0,0.0028276255448735,0.0044369810407816,0.0057953168533675,0.0049386635559135,0.0054988753087696,0.0437549561479217,0.0220637396615181,0.0313805414711669
"J1_p2_rep2_auto",0.0029338557243315,0.0033770352586809,0.0024821489224927,0.0016918687781095,0.0581886944670714,0.0042740588513013,0,0.00047210822459602,0.159235669518074,0.0595053651433791,0,0,0.0047442710250148,0.0020942551402605,0.004044456131433,0.0047236050275034,0.0418851503486079,0.0240964738139167,0.0298874313558923
"J4_p2_rep1_auto",0.0035128200203219,0,0.0026588729007839,0.0036509138015705,0.0194016142762041,0.003069326546916,0.0049540339480704,0.00015810495987842,0,0.130106219385223,0,0,0.0101782426242217,0,0.00093974897932282,0.0041496036828759,0.0317436002327848,0.0214448975310808,0.0205828918118046
"J4_p2_rep2_auto",0.0039965267583961,0,0.0034338050398033,0.004361922963972,0.0255438091509903,0.0048721528403404,0.0042445237609228,0.0001466133236291,0,0.128876255799791,0,0.00040543020910641,0.0095809943727644,0.0105578239788737,0.0028053991520957,0.0032874335743299,0.0390770572810017,0.0131905746751132,0.0174567793115026
"J8_p2_rep1_auto",0.0032925158589964,0,0.0026426405863879,0.0028415016888382,0.0080234376253293,0,0.00069048632213605,0.0022601746229663,0,0.119960879713735,0,0,0.0097739196176038,0,0.002642999531545,0.0046871868038182,0.002076131308737,0.0380024652954569,0.0530376912383351
"J8_p2_rep2_auto",0.0035570684474887,0,0.0027524655270231,0.0027339543595595,0.0111601169580102,0.00025791519805001,0,0.0023839474950048,0,0.122156888281312,0,0,0.0100699860820725,0,0.00082805307706547,0.00050129279542362,0,0.0444545333137281,0.0584716578130817
"J11_p2_rep1_auto",0.00234299746351,0,0.0019997240370703,0.0020682063913768,0.0265076403563467,0.0017493279008448,0.0037765489927743,0.0014618696418601,0,0.120191581835182,0,0,0.0101189902304,0,0.0010976978320229,0.00052867290186888,0.0275348596291729,0.020443287862843,0.0327037333064615
"J11_p2_rep2_auto",0.004991266662585,0,0.0045869615177573,0.0049766628599765,0.031444812308079,0.00026736744622961,0.0022126190691365,0.0015587333746848,0.0097428549361454,0.132391029088606,0,0,0.0086615684468135,0,0.002271968040527,0.0017722909135925,0.0234203670887902,0.0259468346034191,0.0398085881987046
"J14_p2_rep1_auto",0.0035635682983936,0,0.0036628476452577,0.0052676076576754,0.0320254265953018,0.0022890634160584,0.0055504463322688,0.00062130385560006,0.0042655801618974,0.126849814375436,0,0,0.0110658460727304,0,0.0022332929911592,0.0026332489136823,0.0346815404506343,0.0199215725868926,0.0309653623836929
"J14_p2_rep2_auto",0.0043670119271419,0,0.0044554828090195,0.0055431647406073,0.0299532301780428,0.0023377365660525,0.0041153164470449,0.00066489981923784,0.0367462675558385,0.126739252208255,0,0,0.0098644593041911,0,0.0018260986887938,0.0017143856873165,0.0189201532618503,0.0294720841836724,0.0321944608208626
"J1_p3_rep1_auto",0.0055720251373335,0,0.0051667085529304,0.0061671571616536,0,0.0080839920430597,0,0.0024307538525898,0,0.110616711928633,0.0530560080894305,0.0122815634595618,0.0049075056677569,0.0247353764523574,0.0169258185282864,0.0080545620634018,0.0071315851944505,0.0276615280669395,0.0607320916709991
"J1_p3_rep2_auto",0.0064698922631628,0,0.0066585524982914,0.0069614788446384,0,0.0088560910853783,0,0.0023445495474569,0,0.112032785426727,0.0824023357301473,0.0124883179374102,0.0059791567447758,0.0302630419211815,0.0183787097634483,0.0101705941782434,0.0046718653858723,0.032317532034169,0.0689921344396684
"J4_p3_rep1_auto",0.0052769550455458,0,0.0051516425526416,0.0059714469048499,0,0.0067491911289096,0,0.0041594094681324,0,0.0895151964916393,0.122869827051854,0.009009938160141,0.0080859925759284,0.0159649836671169,0.0149888699060299,0.0070791054826534,0.0165502579402744,0.0176596252865236,0.0801012431843017
