"","Quantiseq_Macrophage_M1","DeconRNASeq_BPRNACan_M1","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACanProMet_M1","Epidish_CBSX_LM22_Macrophages.M1","DeconRNASeq_CBSX_LM22_Macrophages.M1","Epidish_CCLE_TIL10_Macrophages.M1","DeconRNASeq_CCLE_TIL10_Macrophages.M1","Epidish_CD226_M1","DeconRNASeq_CD226_M1","Epidish_LM22_Macrophages.M1","DeconRNASeq_LM22_Macrophages.M1","Epidish_TIL10_Macrophages.M1","DeconRNASeq_TIL10_Macrophages.M1","CBSX__LM22__Macrophages_M1","CBSX__TIL10__Macrophages.M1","CBSX__CCLE.TIL10__Macrophages.M1","CBSX__CD226__M1"
"Pt66_Pre_AD667850.6",0,0.0703653004054662,0.0976112259025634,0.0966802399761613,0.0799945094730914,0.0987186262760265,0.0180363817172536,0.18543599082853,0.59578130378795,0.303534821829594,0.0799945094730914,0.0987186262760265,0.0952632232616828,0.214393636246887,0.0271960418815039,0.153303046471704,0.00529663006058515,0.170567065582982
"Pt94_Pre_AD732850.6",0.00147349989868545,0,0,0.0456115761138934,0.0324700082422602,0.0285909330667385,0.0111437450636422,0.0592528490108946,0.503167921687315,0.370870541771273,0.0324700082422602,0.0285909330667385,0.019421939248039,0.103387901854194,0.0284328692968493,0.00260169777441851,0.0194225543925332,0.180999084173607
"Pt84_Pre_AD486532.5",0,0,0.0273177138428672,0.0305385697580629,0,0.0610347519373873,0.0187939845030095,0.0581465099402599,0.403261535500377,0.162445067978737,0,0.0610347519373873,0,0.0853602834209898,0.0053604131116223,0,0.00831172273858416,0.109031673832168
"Pt62_Pre_AD608303.5",0,0.022707822524385,0.0562208976190841,0.0787172603243577,0.0562687821413983,0.0806701057419509,0.0448476589037553,0.0340930335902375,0.380877165035325,0.229044586923536,0.0562687821413983,0.0806701057419509,0.270200993820776,0.0630142541293196,0.0584806831753258,0.0686250043691065,0.0214627536405276,0.144013347299141
"Pt72_Pre_AD793922.5",0.0678844103021046,0,0,0,0.0482226829993107,0.0864461463722672,0.0205635476322837,0.130832860802166,0.846044158390192,0.580848526586352,0.0482226829993107,0.0864461463722672,0.151784095153441,0.180124375763443,0.00051791444984074,0.0939449482850044,0.00047804105279403,0.174066985651632
"Pt3_Pre_E9024733.3",0.0279063439122421,0.0623898201403761,0.0925994247405584,0.0857863524957651,0.0367343870055284,0.0633734615021499,0.0368686875640302,0.0697022893693621,0.703848385847661,0.452530266833859,0.0367343870055284,0.0633734615021499,0.532293384889943,0.151644869034055,0.0427480668674195,0.474434776655964,0.040636054949655,0.169180301409047
"Pt5_Pre_E9021022.6",0.050323242543611,0.040190226253229,0.0370999588848118,0.0389787195721696,0.0580096133729513,0.0964736509758955,0.0655769575487301,0.162742259018607,0.4614798420163,0.461226914653441,0.0580096133729513,0.0964736509758955,0.232410666402897,0.266437660886107,0.0607485876383016,0.114280768740356,0.0654551849915752,0.180850710320085
"Pt9_Pre_E9021024.6",0.00215968658731391,0.155302936909832,0.175764177806322,0.175997831618436,0,0.0286025361962968,0.0339766984112709,0.14910892946638,0.469708394021117,0.550785182649638,0,0.0286025361962968,0.139910965627855,0.193135425327001,0.0032500966291656,0.296550720204586,0.0815855634463671,0.246819053325298
"Pt18_Pre_E9024732.6",0.131751728494189,0.0375177704554552,0.0490806598629868,0.0512809809844541,0.0798351435179329,0.0449200177687776,0.0627506911835032,0.304023056466601,0.147020118657691,0.20665108604801,0.0798351435179329,0.0449200177687776,0.0576151489399028,0.342573446667325,0.0832123949348849,0.100929519703563,0.110059409935252,0.159271170711258
"Pt24_Pre_AD436687.5",0.23504976072434,0.166889639460121,0.210637455943038,0.207092825724332,0.0154344421762287,0.00449270534254919,0.293468782275771,0.355645898836039,0.533629113439458,0.617525573397484,0.0154344421762287,0.00449270534254919,0.5103914009046,0.382014793925917,0.0181377376607094,0.346112553282628,0.258404285399358,0.2397874817373
