"","Epidish_BPRNACan_Mono","DeconRNASeq_BPRNACan_Mono","Epidish_BPRNACan3DProMet_Mono","DeconRNASeq_BPRNACan3DProMet_Mono","Epidish_BPRNACanProMet_Mono","DeconRNASeq_BPRNACanProMet_Mono","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_CBSX_LM22_Monocytes","DeconRNASeq_CBSX_LM22_Monocytes","Epidish_CD226_Mono","DeconRNASeq_CD226_Mono","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_LM22_Monocytes","DeconRNASeq_LM22_Monocytes","CBSX__LM22__Monocytes","CBSX__NSCLC.scRNAseq__Monocytes","CBSX__CD226__Mono"
"IP.197",0.00694529259580266,0.110040416841726,0.00581607772846734,0.103715609518729,0.00103724078480811,0.0854508127570067,0.167980100756451,0.244958341422231,0.0141536241207249,0.0516009407114818,0,0.0100309764488403,0.167980100756451,0.244958341422231,0.0141536241207249,0.0516009407114818,0.0326912763610345,0,0.0748183004275621
"IP.214",0.0322077436768165,0.0962727767854917,0.0294230905632288,0.0887721732008969,0.024262147108422,0.0775857199961172,0.0702751122659295,0.260093525563961,0.0495741663583425,0.0560048318733272,0.0412368175145715,0,0.0702751122659295,0.260093525563961,0.0495741663583425,0.0560048318733272,0.0246672533585021,0.0599013056403314,0.113060708113768
"IP.28",0,0.0942222685446214,0,0.0864154960029762,0,0.0743579588303738,0.653056897915143,0.279559801782012,0,0.0554526889534817,0.207840586779817,0.0234782958364224,0.653056897915143,0.279559801782012,0,0.0554526889534817,0,0.519075037801085,0.110339764297984
"IP.31b",0.0108320966749061,0.15445285953201,0.0129462648524797,0.156396897203579,0.0111593390783408,0.139195262458539,0.0538178080768555,0.277038126386016,0,0,0,0.0557787135843752,0.0538178080768555,0.277038126386016,0,0,0.00513158709222041,0.0419485937507483,0.0764293414104135
"IP.36",0.00393742874568971,0.0565105993056532,0.00359946532642674,0.0524994033815741,0.00239892874501074,0.0434969298627073,0.0359929684930173,0.266613966532281,0.0299942011855333,0.1157220504171,0.0958369352506264,0.0198673320271196,0.0359929684930173,0.266613966532281,0.0299942011855333,0.1157220504171,0.0274244005787772,0,0.0779204891548676
"IP.38b",0.0107250119795904,0.0830996682657121,0.00987685703315779,0.0802504330714588,0.00839799796306577,0.0706827340382327,0.0460201729373423,0.247158174738743,0.0102080050662267,0.0438012408565041,0,0,0.0460201729373423,0.247158174738743,0.0102080050662267,0.0438012408565041,0.00750028983202903,0,0.0858571646906395
"IP.52",0.0275867861346101,0.119403543660751,0.0282428172274319,0.115339641252759,0.025596543248599,0.100272193391468,0.0494571355210798,0.251884787202349,0.0321257228904096,0.0117819049045685,0.285331923388612,0.0836069194336844,0.0494571355210798,0.251884787202349,0.0321257228904096,0.0117819049045685,0.0100212397559097,0.0556341726457789,0.0997410429937423
"IP.57",0.000779705046678252,0.0533593643803633,0.0002975678557183,0.0527840187879939,0,0.0373014032453635,0.032130622430676,0.267543847337066,0,0,0.179214757903986,0,0.032130622430676,0.267543847337066,0,0,0,0.0640893504434877,0.107561212968361
"IP.58b",0.00582750181506863,0.0874101351469039,0.00538188580238743,0.085284906557116,0.00423652279375164,0.0910934852611257,0,0.126985435609271,0.0413082957381665,0.00744467427335533,0.581077870761835,0.100467731283132,0,0.126985435609271,0.0413082957381665,0.00744467427335533,0.0424463516209532,0,0.154894914575645
"IP.67b",0.00194079329222527,0.0885929149204996,0.000668482135192824,0.0833905384399701,0.000953942392057257,0.0740678585767846,0.0861891392773719,0.251838669750268,0.0714615281921156,0.0602404775773526,0.227935564806265,0.0364441883979529,0.0861891392773719,0.251838669750268,0.0714615281921156,0.0602404775773526,0.0983963513228163,0,0.0901795206154398
"IP.73",0.000718608427477861,0.086165523444508,0.000910075351214184,0.0865236324766521,0.000601923956253443,0.0771687535113773,0.0595445928294732,0.271002269151992,0.0151170323873326,0.0782634998572689,0.254287450487596,0.0786768583873992,0.0595445928294732,0.271002269151992,0.0151170323873326,0.0782634998572689,0.0459746850926977,0.0634942697995811,0.0980537019668687
"IP.82b",0.0225609690439308,0.0995083176780928,0.0225149094071572,0.0943586982067408,0.0178535242621182,0.0883801103757563,0.0325744529371221,0.213391935632536,0.0590628469700771,0.0145027364591512,0.294779602147463,0.0221755274379959,0.0325744529371221,0.213391935632536,0.0590628469700771,0.0145027364591512,0.0455915554986787,0.0128411175350308,0.0946325018043116
"IP.89b",0.0131232379127177,0.0978759302342403,0.0152488877276835,0.0984376467879396,0.0139503916986105,0.0895178387003938,0.0546766824789583,0.265786454768087,0.247760530672675,0.136472269544185,0.569497976304416,0.126824796203482,0.0546766824789583,0.265786454768087,0.247760530672675,0.136472269544185,0.270866160418123,0.0369233959954176,0.153401330483911
