"","x"
"1",0.0171830863765385
"2",0.0168640811538403
"3",0.0151685201207327
"4",0.0144829281661264
"5",0.0097235283013932
"6",0.0131738678323121
"7",0.0182144445357324
"8",0.0180713962377848
"9",0.0094323251436289
"10",0.0268711381592336
"11",0.011870387403935
"12",0.0133167183702206
"13",0.0090208518147689
"14",0.0086792499892572
"15",0.0145859530625705
"16",0.0160595820688277
"17",0.0100628489069164
"18",0.0115189552019489
"19",0.0088097937828479
"20",0.0162480369409377
"21",0.0089196829439367
"22",0.0107496531160222
"23",0.0097573219541705
"24",0.0086081390766704
"25",0.0104431219714778
"26",0.0070601963829592
"27",0.011478234863716
"28",0.0103136636293374
"29",0.0071734237108704
"30",0
"31",0.026191525549514
"32",0
"33",0.0022640242376242
"34",0
"35",0
"36",0
"37",0
"38",0.0043161226077436
"39",0
"40",0
"41",7.401481868942e-05
"42",0.0247330258689363
"43",0
"44",0.0021092527030318
"45",0
"46",0
"47",3.730319501e-07
"48",0
"49",0
"50",0
"51",0.0038301507759192
"52",0.0031136547416281
"53",0.130687359816853
"54",0.0571331675945761
"55",0.014749107896482
"56",0.0235645065697246
"57",0.0347069340248297
"58",0.0369207486220164
"59",0.0441090512101164
"60",0.0659998139641204
"61",0.0540424056947351
"62",0.0401776306970629
"63",0.0573864791163432
"64",0.0365472396359321
"65",0.0553169679973169
"66",0.131761394955185
"67",0.060389361509503
"68",0.0044312314743439
"69",0.0250325918571611
"70",0.0295748988963983
"71",0.034727524964987
"72",0.0567484157691509
"73",0.0566976503439003
"74",0.0477173692584278
"75",0.0387312830920591
"76",0.062597831794294
"77",0.052655909945176
"78",0.0453559236732041
"79",0.0409462566368239
"80",0.0341867044380192
"81",0.0300885823763595
"82",0.026062536221039
"83",0.0282598270083239
"84",0.0249377010445824
"85",0.0256316544226769
"86",0.0398659742799429
"87",0.0228439619377277
"88",0.0235304833328874
"89",0.0163503220136723
"90",0.0155531136859886
"91",0.0127383002407188
"92",0.002261460660444
"93",0.0255038958382549
"94",0.022043973034337
"95",0.0173432196051003
"96",0.0199130419703388
"97",0.0168101362402961
"98",0.0084513796543143
"99",0.00037684230797738
"100",0.0034579481937433
"101",0
"102",0.0025139337144634
"103",0.0028275126245394
"104",0.0026905808151129
"105",0.0076873307978975
"106",0.0054971228122347
"107",0.0039999060006577
"108",0.0015590458146634
