"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","CBSX__scRNA.melanoma__CAF","CBSX__HNSCC__CAFs"
"R3388_YZ_1",0.70860107349782,0.374137543189214,0.707657266374762,0.315279905404628,0.70860107349782,0.374137543189214,0.680922272868589,0.724613564128644
"R3388_YZ_2",0.40933888540959,0.494028664328158,0.479712113561661,0.260121821357322,0.40933888540959,0.494028664328158,0.381033670310198,0.487313189803507
"R3388_YZ_3",0.69468391911596,0.39946801368427,0.635076331262998,0.277937354747251,0.69468391911596,0.39946801368427,0.71869697996696,0.624568629910874
"R3388_YZ_4",0.439985616598852,0.21023523680423,0.260420252191674,0.156213606727957,0.439985616598852,0.21023523680423,0.40402132481778,0.202337203049532
"R3388_YZ_5",0.460868596143429,0.454797063309741,0.546021354181363,0.26014918405975,0.460868596143429,0.454797063309741,0.467065683532054,0.551994875080091
"R3388_YZ_6",0.617088247616206,0.29075480784461,0.369483748811358,0.139627609761248,0.617088247616206,0.29075480784461,0.70941352444067,0.277589601626159
"R3388_YZ_7",0.550182074986298,0.401112359460693,0.537516853612985,0.266270093840385,0.550182074986298,0.401112359460693,0.61429285935709,0.530827810564263
"R3388_YZ_9",0.611354498893278,0.546190894284247,0.460827131365109,0.251055221883196,0.611354498893278,0.546190894284247,0.654102642674164,0.497184440378139
"R3388_YZ_10",0.606272654053301,0.339328466522055,0.670203179632368,0.304158073439283,0.606272654053301,0.339328466522055,0.573956744562104,0.669078620965963
"R3388_YZ_11",0.661035619693182,0.340532258763525,0.544224984941419,0.177511244107356,0.661035619693182,0.340532258763525,0.681361133465432,0.555189374774864
