"","Quantiseq_Macrophage_M1","DeconRNASeq_BPRNACan_M1","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACanProMet_M1","Epidish_CBSX_LM22_Macrophages.M1","DeconRNASeq_CBSX_LM22_Macrophages.M1","Epidish_CCLE_TIL10_Macrophages.M1","DeconRNASeq_CCLE_TIL10_Macrophages.M1","Epidish_CD226_M1","DeconRNASeq_CD226_M1","Epidish_LM22_Macrophages.M1","DeconRNASeq_LM22_Macrophages.M1","Epidish_TIL10_Macrophages.M1","DeconRNASeq_TIL10_Macrophages.M1","CBSX__LM22__Macrophages_M1","CBSX__TIL10__Macrophages.M1","CBSX__CCLE.TIL10__Macrophages.M1","CBSX__CD226__M1"
"Gide_PD1_17_Pre",0.0160813075515014,0.0870296058746357,0.126181372005022,0.122647122914307,0.077608129417793,0.0907016290996169,0.0873318679314976,0.166577120099457,0.572776413574793,0.517236624910604,0.077608129417793,0.0907016290996169,0.596330570491512,0.248116298153493,0.0840395040564668,0.33913904911513,0.0166564280037058,0.21552821694075
"Gide_PD1_18_Pre",0.0192549610341175,0.105411318027705,0.148993586273173,0.145593552510341,0.00681939315568336,0.04321776431016,0.118979711743328,0.153149008082482,0.653895681900574,0.545893224896424,0.00681939315568336,0.04321776431016,0.735350882525194,0.17121933258249,0.0093687339312856,0.185634429744869,0.0559324745514421,0.242720605655854
"Gide_PD1_19_Pre",0.00105092161428951,0.100793020587247,0.15212054894292,0.145161462805528,0,0.0638043878005801,0,0.0757211197264308,0.423986085887029,0.436012458053604,0,0.0638043878005801,0.121405427992496,0.158828640283809,0.00189782157970195,0.196542985666343,0,0.158998369743488
"Gide_PD1_2_Pre",0.0346184690974142,0.0895661558946874,0.130131949476925,0.127818021762378,0.0230363885160407,0.0605120895812965,0.154976110432389,0.230013218091948,0.575162276454641,0.47607015842269,0.0230363885160407,0.0605120895812965,0.33673895301093,0.233757468383872,0.0206683920041615,0.359229251225894,0.321917970798655,0.218194978378627
"Gide_PD1_21_Pre",0.0322773405903285,0.102860761004365,0.158896986126167,0.151634894408822,0,0.0375904350994263,0.29525759563432,0.0703587373891942,0.549883643064644,0.531718800101734,0,0.0375904350994263,0.519735847023543,0.0939629271163512,0.00312272595583526,0.256210222493863,0.201374189279568,0.161137070910481
"Gide_PD1_23_Pre",0.0122227998754449,0.171145166941198,0.213023550603586,0.208144437807893,0,0.00119516614531053,0.0957186851807215,0.252546051339882,0.88798979299208,0.629795930133612,0,0.00119516614531053,0.359513467481216,0.309793658303675,0,0.212391980859471,0.0723765221534473,0.274856421179337
"Gide_PD1_25_Post",0.0301914478168783,0.104122889385017,0.149678880816315,0.145047942182072,0.105387319999052,0.175213790395286,0.0723062376534078,0.315619436457105,0.350431447439828,0.401469591310372,0.105387319999052,0.175213790395286,0.179425260247577,0.365723908656875,0.189987309369731,0.249471134492208,0.213952830414817,0.205224246329288
"Gide_PD1_25_Pre",0.0136063387243907,0.0954088483799282,0.143998026161384,0.138770435663379,0.0626409885616896,0.0924956302554363,0.0274440940034604,0.158178094068967,0.377836094611502,0.439927209924152,0.0626409885616896,0.0924956302554363,0.215330584092387,0.311607000427906,0.0856185850267104,0.203010351115901,0.0312900664005645,0.20176877418803
"Gide_PD1_27_Pre",0,0.0945080867761935,0.148499428746273,0.139759542391317,0,0.0900097902414888,0,0.0350907143552288,0.146907991472751,0.229446742887709,0,0.0900097902414888,0,0.0796097681896621,0.00548406357824318,0,0,0.0849603451559279
"Gide_PD1_29_Post",0,0.102072658767428,0.142468717670225,0.137093743634717,0.0591884942854968,0.0814938673861937,0,0.0982964299804012,0.423878549907441,0.450075751022563,0.0591884942854968,0.0814938673861937,0.300850508213999,0.214359617491823,0.0249427440489513,0,0,0.129818092449792
"Gide_PD1_29_Pre",0,0.100691269717914,0.142743187403318,0.137794816010653,0,0.0716683774068335,0,0.0437286716962052,0.56250267896485,0.45494270141572,0,0.0716683774068335,0.161924165016636,0.0916912535773008,0,0.09488445069645,0.0143460575277313,0.167654856720088
"Gide_PD1_3_Pre",0,0.104057684826633,0.161419699131506,0.154675248868744,0,0.0748143419535593,0.00960508987776213,0.148957495619131,0.369947265526235,0.444805611932122,0,0.0748143419535593,0.0339137586615169,0.173641163071482,0.00241176154316106,0.0212345169359209,0.0445005097413591,0.110668152883556
"Gide_PD1_30_Pre",0.0155395375257746,0.090094571224969,0.136056174033125,0.133493642985804,0.00278166324385637,0.0766352994489541,0.0944287138406097,0.138971426555304,0.150038643947524,0.493167903372697,0.00278166324385637,0.0766352994489541,0.667656662833168,0.288059840831648,0.00123885428122129,0.173488868990061,0.106872241118836,0.158463359567571
"Gide_PD1_34_Pre",0.00996332433998653,0.083614720235601,0.119221976252212,0.112762507761822,0.0577638590306141,0.0931349845835646,0.0644171694977847,0.238636515336226,0.53329805148963,0.459654824319581,0.0577638590306141,0.0931349845835646,0.35482247863741,0.30923193177643,0.0552546009645142,0.197774028099636,0.0058473288868181,0.163471786914532
"Gide_PD1_35_Pre",0.0171526619961196,0.111659247627898,0.160036061135929,0.155039950145437,0.120892464377452,0.246068507107803,0.009926696512781,0.311896865742076,0.180770725219145,0.323248040413566,0.120892464377452,0.246068507107803,0.0372869087354583,0.326208933487687,0.126450831037858,0,0,0.204777154113946
"Gide_PD1_36_Pre",0,0.101053056081409,0.147545521383376,0.144258414317535,0.0274122802521788,0.0442329435879213,0.10172602927446,0.0847221747241853,0.553830480216661,0.495761522421603,0.0274122802521788,0.0442329435879213,0.583390473555431,0.104779407166758,0.0410477972273498,0.0907885678220598,0.0319567001378815,0.195600263593306
"Gide_PD1_38_Pre",0.0623932002352614,0.0939034303492748,0.13127025803849,0.128213893004126,0.191453428554208,0.30152069566619,0.332521354354261,0.328463092515432,0.318584096502979,0.496701900072299,0.191453428554208,0.30152069566619,0.800531323216037,0.44426653761379,0.18258919519909,0.511019622133264,0.294489785282094,0.281232640400149
"Gide_PD1_4_Pre",0.0104578643291052,0.0950850303763892,0.143952887764531,0.137177518917043,0.0577947999268233,0.126846441554959,0.00973914581264721,0.225449772828774,0.175043193702733,0.419632063094718,0.0577947999268233,0.126846441554959,0.090489271132764,0.281818758739585,0.0621797267364482,0.0173177676542564,0.0145300700594592,0.185679446621112
"Gide_PD1_40_Pre",0.0527825090006803,0.149491708821281,0.188650786204598,0.185513839652144,0.0420031313097934,0.0326656330923455,0.142789438757595,0.334925576386748,0.565005713003739,0.548545753025898,0.0420031313097934,0.0326656330923455,0.349273981781807,0.349325006180466,0.0460950962491453,0.296763164737486,0.269337885593372,0.231545405410528
"Gide_PD1_41_Post",0.0285035197987212,0.0832166863533388,0.130515480391196,0.122980726630422,0.133478202489642,0.205364686761686,0.245456948347081,0.362521305239511,0.331551230734284,0.357453834657247,0.133478202489642,0.205364686761686,0.634097289332189,0.415070902028016,0.0798909467949717,0.0376549164909011,0.203883621832986,0.234981108882333
"Gide_PD1_41_Pre",0.011118789778742,0.102290431741695,0.147362182184834,0.143481300261346,0.0570725566509871,0.0869229351060297,0.0457406821986392,0.170661369992177,0.373607020271876,0.390785688178108,0.0570725566509871,0.0869229351060297,0.392700067733218,0.298311122269958,0.0550897557703385,0.150673161518196,0.0043885640106255,0.177548725911829
"Gide_PD1_42_Pre",8.73692359689628e-05,0.112413133583703,0.171086377048073,0.166018294224694,0.0199458798861448,0.0799192713107475,0,0.276108455378299,0.393710009421999,0.445246425243496,0.0199458798861448,0.0799192713107475,0.0610218489632902,0.35372199186785,0.0229775645460462,0.097186956088558,0.0593923507850669,0.148625140719799
"Gide_PD1_44_Pre",0.0307246693574215,0.0989218833083392,0.139735915094923,0.13433603403243,0.0343193044539917,0.0623573157743668,0.0848808800841452,0.210269386872754,0.399688371321418,0.422976701930232,0.0343193044539917,0.0623573157743668,0.165917574542653,0.282414598598113,0.0293022492154829,0.166469223261711,0.0958688536943678,0.234267696549808
"Gide_PD1_45_Pre",0.0291180104146036,0.0957151635639128,0.140737656916155,0.134979830040236,0.029870581783692,0.0771370214205786,0.143522114816257,0.342336138696253,0.242645929504796,0.414282604313609,0.029870581783692,0.0771370214205786,0.243951190506071,0.371398871443646,0.0209540706143213,0.332178292565329,0.110523539309074,0.222486406801588
"Gide_PD1_46_Pre",0.0195681620830068,0.0967859080098384,0.132145134103431,0.125512096029194,0.0700725217772089,0.10297896965775,0.0522244167975079,0.159422837914306,0.423125756839986,0.517912013798428,0.0700725217772089,0.10297896965775,0.409446604522681,0.285494697396106,0.079001186881982,0.0817059825384258,0.0139564679746848,0.261131210050417
"Gide_PD1_47_Post",0.0240430042282187,0.0810879384424541,0.127840695545022,0.12193111105096,0.0854969279397136,0.0898918006277086,0.148334782766557,0.376151028440972,0.219575391560811,0.355497348594723,0.0854969279397136,0.0898918006277086,0.301173186581248,0.426296239572591,0.0755579126605177,0.295693819991709,0.138568939098674,0.189715772534245
"Gide_PD1_47_Pre",0.0400227996130233,0.0805603505269866,0.126475949531032,0.120008543494514,0.0542507192610221,0.0880661408253397,0.0903116041032302,0.444976930683662,0.246910135549156,0.372132788046573,0.0542507192610221,0.0880661408253397,0.206011994737701,0.448795968839355,0.0376316997296871,0.418151658506477,0.275708031592898,0.256361631280213
"Gide_PD1_48_Post",0.0961717861136547,0.11242048852474,0.147473091952338,0.141976838604297,0.154114129934575,0.224318156584244,0.182767848903965,0.37282099313808,0.342691846938144,0.395768733242854,0.154114129934575,0.224318156584244,0.362365352990943,0.459805604699901,0.146499118224799,0.373599434378427,0.38458945279856,0.232026749597621
"Gide_PD1_48_Pre",0.0397397907714947,0.0968032313554702,0.129204716188077,0.123752363225375,0.109653074239884,0.16868326660951,0.103278377263697,0.292066489088404,0.234834753629669,0.448457387981211,0.109653074239884,0.16868326660951,0.357777841550991,0.42976317378109,0.107073963733768,0.37932885459184,0.237708270264741,0.18565811569684
"Gide_PD1_49_Pre",0.00387510329349007,0.0991704080426996,0.14082019011732,0.136314754147553,0.0485726604661162,0.0778193825089672,0.00731113782473898,0.151023163792554,0.565155697380717,0.461026375111014,0.0485726604661162,0.0778193825089672,0.0357742689719428,0.243978649843973,0.0109428489106304,0.018757211920763,0,0.185126014594946
"Gide_PD1_5_Pre",0.00262203676303296,0.0864387801413913,0.125501481635601,0.118977411664687,0.0331603778357448,0.0828497130175342,0,0.164852840341122,0.222714683613053,0.28903692913603,0.0331603778357448,0.0828497130175342,0.193807113408422,0.237667156588372,0.0230998319435332,0,0.00240965446775555,0.141696807301422
"Gide_PD1_50_Pre",0.0259899420743804,0.0904001726399478,0.132619073139025,0.12920527513505,0.0889856595963843,0.0833797151319982,0.154011161905782,0.171876017996767,0.285160617629851,0.486980118012678,0.0889856595963843,0.0833797151319982,0.866601377997463,0.394102436869095,0.0936745965798569,0.620929786579068,0.164892621625541,0.233385178330927
"Gide_PD1_52_Pre",0.0257774055031612,0.090235797965432,0.120579005519345,0.112345408720303,0.0326647917249201,0.0799802252622155,0.159764569486807,0.417389306938367,0.309097203955031,0.525106483540718,0.0326647917249201,0.0799802252622155,0.482472741219069,0.47134777246398,0.0425204110123182,0.507740259949934,0.216957282116824,0.22675556530733
"Gide_PD1_53_Pre",0.0188511628258088,0.0983827648498871,0.135753600087907,0.129565802439347,0.0225142842094676,0.0828565557259917,0.105892101382359,0.18648067495366,0.110189607335105,0.127140294055404,0.0225142842094676,0.0828565557259917,0.240803851382128,0.207002429780506,0.0138831937927398,0.0758028447532245,0.141526799166616,0.198927629943888
"Gide_PD1_54_Pre",0.00453684469025174,0.092044482030088,0.122222877430373,0.118760326711856,0.119416118052749,0.121714874300233,0.0396997478646971,0.131713350598986,0.445921993931978,0.319858706672781,0.119416118052749,0.121714874300233,0.413367696740824,0.25405442329786,0.127874589043026,0.319282581178971,0.0167083956440945,0.160801701163587
"Gide_PD1_6_Pre",0.0149079975027321,0.105253701160067,0.146540607586012,0.142448374497297,0.00978512889486116,0.0541800821474385,0.0377175367808206,0.21870405054291,0.253038120446728,0.373972908422421,0.00978512889486116,0.0541800821474385,0.0762375990119355,0.303778951088205,0.0152758484624163,0.0888355285084776,0.0480750116400499,0.149560168424584
"Gide_PD1_7_Pre",0.0761493290183066,0.0972608569020042,0.132832352566486,0.129904895881107,0.111475133831686,0.110832195721553,0.201777975470132,0.239221013476947,0.411104188801769,0.524207830575861,0.111475133831686,0.110832195721553,0.717452226218604,0.272683904664571,0.119401003644651,0.673024333322079,0.242179616782745,0.23927465581292
"Gide_PD1_8_Post",0,0.0831836473309448,0.123224265058446,0.118332118711123,0.0156594837182202,0.0683622792343385,0,0.15032420791022,0.17564309102766,0.352379152334517,0.0156594837182202,0.0683622792343385,0,0.22838597715381,0.0142288410830062,0.0532326350334344,0.0238682969621947,0.116120257547005
"Gide_PD1_8_Pre",0,0.0882727495349633,0.139853647869928,0.128834559278271,0,0.0695059158360417,0,0.0763034620360015,0.0896108826765818,0.31032353232684,0,0.0695059158360417,0,0.145200632877953,0,0,0,0.068403399331142
"Gide_PD1_9_Pre",0.0130951622822896,0.0962950150864821,0.143227242008588,0.1392504665378,0.000230535303635576,0.063758741787567,0.0482544902368149,0.189392399413979,0.31310817591096,0.396198264603934,0.000230535303635576,0.063758741787567,0.106088146482099,0.219436305479488,0.00538789947220602,0.049887832718104,0.300489054022428,0.147541557248632
