"","Quantiseq_T_cell_CD8.","MCP_CD8_T_cells","Epidish_BPRNACan_CD8","Epidish_BPRNACan3DProMet_CD8","Epidish_BPRNACanProMet_CD8","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","Epidish_CBSX_LM22_T.cells.CD8","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD8","Epidish_CCLE_TIL10_T.cells.CD8","DeconRNASeq_CCLE_TIL10_T.cells.CD8","DeconRNASeq_CD226_CD8CD226plusPostAct","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","Epidish_LM22_T.cells.CD8","Epidish_TIL10_T.cells.CD8","DeconRNASeq_TIL10_T.cells.CD8","CBSX__LM22__T_cells_CD8","CBSX__NSCLC.scRNAseq__T_cells_CD8","CBSX__HNSCC__T_cells_CD8","CBSX__TIL10__T.cells.CD8","CBSX__CCLE.TIL10__T.cells.CD8","CBSX__CD226__CD8CD226plusPostAct"
"Patient32",0,0,0,0,0,0.14337443539202,0.00354918215079204,0.0888804054733225,0,0.0410064909736695,0.100232328092989,0.14337443539202,0.00354918215079204,0,0.0746946267041984,0.0743849048135301,0.106170752070491,0,0,0,0.0325338589925883
"Patient33",0.0202273200089775,2.11070577283,0.0189663290746936,0.0129004303873793,0.0146414754290439,0.0466959827827803,0.0509823623972872,0.0694628210511734,0.0550867874884476,0.0570925410532584,0.0132947645179877,0.0466959827827803,0.0509823623972872,0.0203271619769699,0.0715385372432727,0.043918740612616,0.0347137361660221,0.0111952070944381,0.149130431248774,0.0191263615038412,0.0197132295322878
"Patient34",0,0.548909025016,0.000674801969165465,0,0,0.00203386695150551,0,0.0280176010588072,0,0.0532791901123348,0.161034664820317,0.00203386695150551,0,0,0.0738802806495655,0.0443574046499168,0.152862590871654,0,0.0123213318244073,0.0179066252364029,0.048067918086455
"Patient35",0.00624295975541605,3.55932960367,0.00377573796024416,0.00689838365479045,0.00600389686548327,0.0113992519840969,0.140858944433716,0.0867163343317688,0.0585317101479534,0.0404329225401384,0.190862932380452,0.0113992519840969,0.140858944433716,0.112055281732374,0.0819935700015476,0.142432098367455,0.158455019460724,0,0.0632724192764608,0.0314444247875806,0.0300706708611533
"Patient36",0,0.0278413705616,0,0,0,0,0.00819777989646246,0.0922708900656628,0,0.0369890377243765,0.166411314244443,0,0.00819777989646246,0,0.0617903038122306,0,0.116578193209413,0,0,0,0.0134501624982113
"Patient37",0.0173641038954177,3.27933270056,0.0124581025336389,0.0115617140746289,0.0125382594409836,0,0.0896644518658573,0.0874537025616489,0.0392962528657256,0.053509337883306,0.0809198134251836,0,0.0896644518658573,0.077734049724933,0.0807238291488127,0.0793584219675346,0.00433086750775862,0.00819762039298749,0.0175280879089332,0.0298661000914912,0.0334691099097384
"Patient38",0.00508243191876864,0.609993435309,0.00306000681014498,0.00575629219860968,0.00537685534750603,0.192616743505801,0.136240437435518,0.0952855134379281,0.0183522129457933,0.0437573934705233,0.137898626076286,0.192616743505801,0.136240437435518,0.0278950469540213,0.0775030296099249,0.0803264393646716,0.148807782018673,0.00970396454386998,0.0688991223171459,0.026409385406897,0.0203312933885423
"Patient40",0.00133527230706901,1.2589816538,0.0037227280372138,0.00605548588407626,0.00613346704477745,0.0737652878481637,0.184468324250136,0.0925423099397761,0,0.0306545428343115,0.0403363842461884,0.0737652878481637,0.184468324250136,0.0843990999380454,0.0755816435040742,0.175678646722506,0.199572243283576,0.0749951531427887,0.19488837899684,0.012550640327569,0.0196122435020021
"Patient42",0.00197333403175992,0.590389172735,0.00188571348248529,0.00440566659908011,0.00378018324890615,0.00134579695379625,0.0523818517061081,0.100853350066206,0.00177268000023152,0.0268793541616439,0.15465242771583,0.00134579695379625,0.0523818517061081,0,0.0640914681918889,0.0769246359232965,0.0336795431779654,0.0243614535637706,0,0.0109961313855007,0.0259408458722283
"Patient44",0.0144246999559567,0,0.0106771746707962,0.020610836575613,0.0183963428202848,0.166619373651122,0.0972530731218225,0.0927860919325728,0.0444972547709991,0.0497342424162018,0.0293905876160964,0.166619373651122,0.0972530731218225,0.067030517896986,0.0937718729607021,0.0956882644446987,0.164165324970117,0.0326972274464722,0,0.00863015359349599,0.0167661310025079
"Patient45",0.0263828480519397,10.7674478683,0.0122717508614311,0.00720351371657084,0.00632562028335467,0.00999504834320517,0.110119282306666,0.091693056827439,0.0276082051520082,0.0253231984423065,0.147439649703578,0.00999504834320517,0.110119282306666,0.129051484916367,0.0717558958866085,0.104347752018696,0,0.0117407839737804,0.136364665730519,0.0247460156448621,0.0397830075747763
"Patient47",0,0.0997980486687,0,0,0,0,0.107472489347624,0.0956979272392295,0,0.0247902648913069,0.0925491155449872,0,0.107472489347624,0,0.0553340158198753,0.125712624870683,0.235649244954092,0,0,0,0.0298618429418854
"Patient48",0.00537103776614494,0.778686142693,0.0024427809074185,0.00390747616817194,0.00187847360156515,0.212732000140409,0.307909200750858,0.0963394640329094,0.0347230179669653,0.0190404667850659,0.184910817149656,0.212732000140409,0.307909200750858,0.157960910396111,0.0640754170352484,0.313053920485967,0.216142651541146,0,0.199758857065942,0.0285624133230429,0.0080092102886972
"Patient4",0.000121131603325105,0.576712153527,0,0.00240258007081397,0.00085565887881374,0.0471463338641061,0.0387004995154559,0.0290583783943947,0,0.0232623105335361,0.041972364699029,0.0471463338641061,0.0387004995154559,0,0.0742864884006413,0.0646004595982484,0.0573500247576516,0,0,0.00314042704829982,0.0408000356183306
"Patient51",0,0,0.000928609541542551,0.000628578656023443,0.00401642928526286,0.0828705328481552,0.0971441127236609,0.0783173186903634,0.0145057690930273,0.0238008037126484,0.031524480588151,0.0828705328481552,0.0971441127236609,0.0260944464352864,0.0489504615177022,0.118153769511786,0.115770431537053,0.0176022956118296,0,0.00349018159476061,0.0195644556377353
"Patient58",0,0,0.000351421481130193,0.00404054561751214,0.00461058786655297,0.0859652030720338,0.028867744271579,0.0957086773869871,0,0.0310072171191422,0.0257076307007747,0.0859652030720338,0.028867744271579,0,0.0715797115035612,0.0231431058321671,0.135734669824216,0,0,0.0161842595683277,0.0183263193940677
"Patient61",0.0817199314404312,0,0.004621519642638,0,0,0.0130851820119667,0.0441988040560424,0.0424041798947921,0.0495789335188689,0.0661835567759525,0.0943055856980665,0.0130851820119667,0.0441988040560424,0.0516414902611444,0.0887371308012725,0.0143191743284694,0.133323744855106,0,0,0.0384799047731623,0.0376442599860489
"Patient62",0,0.906277298932,0.00254658036352899,0.000487445851947428,0.000304346097938778,0.0148995765675001,0.0264911102966205,0.0738081228018972,0,0.0318008250001501,0.216429704209394,0.0148995765675001,0.0264911102966205,0,0.0664036869340179,0.03595735155271,0.0803208523709283,0,0,0.00729026102007653,0.0705677925623582
"Patient63",0.0166365194035623,1.12761806543,0.00195985343070449,0.00613811438910374,0.00276132757762677,0.147883628836845,0.244277863368748,0.0852329403161098,0.028001689475576,0.0336561070188627,0.0430960684906263,0.147883628836845,0.244277863368748,0.133874158650614,0.0940890776980078,0.146918541221489,0.223796809592487,0.0292711019571899,0.0757367127699081,0.0234492275832513,0.0216590433078066
"Patient67",0,0.885220367074,0.00202120139586455,0.00598855879714531,0.00400498479001256,0.377874735385563,0.10596304785144,0.0924955846952719,0,0.0191108115185139,0.0421583235610205,0.377874735385563,0.10596304785144,0,0.0542518994804996,0.106968746825692,0.401142007275535,0,0,0.0175092324181131,0.0156920730908265
"Patient6",0.00152953392126128,0.885425338164,0.00505995185639205,0.00780460086319633,0.00699028536264625,0.0178909552775072,0.0510765345246009,0.0899386906625896,0.00331617759875453,0.0167570504471253,0.116457735192391,0.0178909552775072,0.0510765345246009,0,0.0573544466062832,0.0873057874563955,0,0,0,0.0146227701753185,0.0199533213791939
"Patient72",0.0195004606599651,1.6134148421,0.01411876482104,0.0189400224143565,0.0151666934724314,0.0575654351130958,0.134569178553786,0.07794918335204,0.0571496498757873,0.0536025394767081,0.181057440740642,0.0575654351130958,0.134569178553786,0.0516572473895813,0.0805124005491557,0.081874408470997,0.0712071033255196,0,0,0.15539337272452,0.0276071592240788
"Patient73",0.00323469968902281,0.133693774721,0,0,0,0.0937021378045121,0.0984467170266345,0.0918134206025901,0,0.0146114437723907,0.128573182827515,0.0937021378045121,0.0984467170266345,0,0.0627504939404103,0.150795062559931,0.148581443402032,0.0164449496556575,0,0.0122492868197548,0.0334271761444737
"Patient75",0.0390107434661108,6.92635628638,0.0281632653648187,0.0227482339284555,0.0224596615906035,0.135253658000099,0.262745949086804,0.0842655388229153,0.0421076120880843,0.0545254793855949,0.0793393869922925,0.135253658000099,0.262745949086804,0.188062322683533,0.107507365922232,0.234853294015306,0.116799493646562,0.0799279707384313,0.0796556028280811,0.0395034548149016,0.0327144990408137
"Patient77",0.0457846921649889,4.05847120636,0.0129357744720667,0.0151343390483195,0.0135945802910255,0.109147544844049,0.185682664557635,0.0655415429661102,0.0360899120129809,0.0566754085845734,0.187561349330834,0.109147544844049,0.185682664557635,0.088883301464695,0.0939559965373763,0.160914152835416,0.12109222664553,0.0188774192781568,0.104399878944924,0.0116761439753616,0.0468344143968025
"Patient78",0.00262139797511884,2.42304546698,0.00233819431810959,0,0,0.0261480241082225,0.017713999149476,0.0619096737470502,0,0.0138605820984271,0.165455243246216,0.0261480241082225,0.017713999149476,0,0.0647875650089056,0.0369038341702445,0.0726785607383974,0,0,0.0146020927388608,0.0385373431132499
"Patient79",0.024959873988562,5.21119467893,0.00427748499923281,0.00120800029666747,0.000715083620831672,0.0198606823345579,0.160932948315272,0.0575274105143493,0.0530372064900862,0.0568810853463986,0.0997854878562505,0.0198606823345579,0.160932948315272,0.0972512813681436,0.0790944101014908,0.130765868801546,0.0141869204550357,0,0.00574522491617364,0.0506187420484397,0.0294637578452207
"Patient7",0.00466477433764278,1.26853631878,0.00546546404169828,0.010267853237393,0.00669055993257607,0.0981685109924588,0.20610453631347,0.0909115202957735,0.00715745048244366,0.0363573889649756,0.201545530884264,0.0981685109924588,0.20610453631347,0.0719542393016005,0.0787053873848876,0.279802314721849,0.186733985253506,0,0,0.0128024619456469,0.0174104393583144
"Patient82",0,0.0697503578891,0,0,0,0,0,0.0612917934401491,0,0.0128629504132976,0.121506210407329,0,0,0,0.0549953518220647,0.00709063592530221,0,0,0,0.0121070727979849,0.0336417853272311
"Patient83",0,0.0859117054132,0,0,0,0,0.0658037728831974,0.0736570187082974,0,0.0300567985801865,0.109058978513034,0,0.0658037728831974,0,0.072494006103734,0.071489671264512,0.10412485170169,0,0,0.00778971297275012,0.0344543362846983
"Patient86",0.115804728671224,16.5378503807,0.0498881138414968,0.0423151621613599,0.0456467339761745,0.131212155552237,0.221359912492422,0.0826407789220973,0.106490351100579,0.122161381897489,0.13989053927307,0.131212155552237,0.221359912492422,0.155860800369411,0.140973149862181,0.179355198585392,0.147019499590268,0.0666351298794952,0.12894032335525,0.120050743705733,0.0213867434368257
"Patient87",0.0164499794280299,3.19699622414,0.0226973126646693,0.019197394740761,0.017379761134709,0.00268502362855195,0.0720703793771086,0.0959224389074944,0.0261643351472509,0.0536067867815765,0.255704107879379,0.00268502362855195,0.0720703793771086,0.0787703109077313,0.084185787079297,0.027684883520411,0.0125626832481295,0,0.0353358634423942,0.0196013584735708,0.0289582389638685
"Patient8",0,0.230140398684,0,0,0,0.135697254956073,0.0393566941209793,0.0638015673153244,0,0.0516533210853544,0.0904091598672331,0.135697254956073,0.0393566941209793,0,0.0715259672978658,0.0523073444279021,0.176279280103915,0,0,0.0143786640748199,0.0214885195924936
"Patient94",0.0121905541846006,2.23129143442,0.0106067651481187,0.00710795477775729,0.00543513504112561,0.0564482533483548,0.1085597160684,0.0728234394467912,0.00588340905702963,0.020015290433066,0.0338013652664419,0.0564482533483548,0.1085597160684,0.0834362140584946,0.0597135887651065,0.148332839564204,0.0813440139294218,0.0398547008444529,0.077804859840838,0.0158055605573541,0.022227993211281
"Patient96",0,0.102801241304,0,0.0010958917806957,0.000925737318740817,0,0,0.10119791656234,0,0.00868032816628283,0.237725657050827,0,0,0,0.0418303761261725,0.00231546526069515,0.107344407556657,0,0,0.0173950818837124,0.02361011620161
"Patient98",0.0259078982627969,3.8170639153,0.0288586957327758,0.0246891288739202,0.0233184391184374,0.0773175720057317,0.142444186867916,0.0857106633252626,0.046613786170217,0.0528173960245699,0.100682176359958,0.0773175720057317,0.142444186867916,0.126935507944154,0.0771559184150566,0.117828542067805,0.0865253856689938,0.0108045768530806,0.00493075826990776,0.0478546099524431,0.0326270480611054
"Patient99",0.00290871961106395,1.32683374347,0.00464581510075886,0.00257215843446126,0.00111491742536649,0.06034480638283,0.00843161444101813,0.0673602708245125,0,0.0344637907112493,0.103800383539216,0.06034480638283,0.00843161444101813,0,0.0677870465712217,0.0584994934207444,0.0787470671619826,0,0,0.0124995803036699,0.0433201823930257
"Patient9",0,0.415018122458,0,0.000869435341147267,0,0,0.0338388504409399,0.0871208395705999,0,0.00534359610582443,0.124689830781683,0,0.0338388504409399,0,0.0562024550603333,0.0455226837749506,0.088564361215922,0,0.0208854567467338,0.021100013213768,0.0183418793945612
"Patient56",0.00217390744511873,1.39058814546,0.00524491445402279,0.00203640353834417,0.000977921221161661,0,0.0219877971463198,0.0674110101048823,0,0.0285040815630195,0.15374723527314,0,0.0219877971463198,0,0.057611624758835,0.109806745146731,0,0,0,0,0.0236114944353106
"Patient191",0.000469663810218354,0.483100130836,0.00130542073673395,0.000217116125085891,0,0.0137712298120459,0.0073871154645417,0.0939740656211776,0,0.00326961119470919,0.188731295970515,0.0137712298120459,0.0073871154645417,0,0.0518205566930023,0.0170135452512166,0.063820755193148,0.0153793020389352,0,0,0.0612807746236583
"Patient189",0.00623026481693431,1.65813246613,0.00464773494435162,0.0023858074021532,0.00339681380749431,0.00235525105850117,0.0499596953945555,0.070780035071186,0.00640129724168978,0.0331633912445982,0.19374688119861,0.00235525105850117,0.0499596953945555,0,0.0499937135653222,0.0819559709268256,0,0,0,0.0123908206946176,0.0404419913488716
"Patient200",0.0260379313340074,8.25471033008,0.00952604986861056,0.00959623110920162,0.00761574069699559,0.0840657991695398,0.298040106320733,0.0777421815060447,0.0469538969476635,0.0502268023818708,0.145462570080803,0.0840657991695398,0.298040106320733,0.165251660641761,0.099270851175636,0.291345473605481,0.126798640122143,0.0474712784051195,0.0704678734030345,0.0244169186583246,0.0205479717468534
"Patient201",0,0.312334261126,0,0,0,0,0,0.0724881085612276,0,0.0327534295387871,0.130670033081592,0,0,0,0.0727802448797479,0.0539825300090902,0,0,0,0.0050391054103498,0.0313916034933472
"Patient203",0.00349694453854299,1.45261916532,0.00646563600027682,0.0102239613091341,0.00965411246493952,0.0164635334134061,0.0638449601386277,0.0795283614563112,0,0.0307668582812015,0.179340946535508,0.0164635334134061,0.0638449601386277,0,0.0632334735033647,0.2278108777252,0,0,0.0194902405511316,0.00436692327123423,0.0310937367012653
"Patient193",0.00672457390783882,2.22997234714,0.00087563391107263,0.000760789676932865,0,0.0150344165247027,0.0640370415166108,0.0865728765001857,0.0155562702530991,0.0529047079625562,0.193916068336349,0.0150344165247027,0.0640370415166108,0,0.0703638958793938,0.104236228752327,0,0.0254870413419916,0.0460640733296544,0.014791778325561,0.0316836299511043
"Patient195",0.00594185123422035,1.69799230105,0.00583340169601852,0.00358346699619424,0.00202113144091799,0.0649206956016499,0.087757718994516,0.0828781843308883,0.00488075681580605,0.0215522207660048,0.217205155569345,0.0649206956016499,0.087757718994516,0.00514579270763825,0.0828483920907463,0.0848104718818592,0.0138777271866585,0,0.0292641065974465,0.0131392655151292,0.0625165295229528
"Patient196",0,0,0,0,0,0,0,0.0898506066398998,0,0.028013085112868,0.206002393140918,0,0,0,0.0729777607476871,0,0,0,0,0.0103933186291672,0.0593100517368245
"Patient197",0,0,0,0,0,0,0,0.0794871872049887,0,0.0214262042541176,0.0939481196696842,0,0,0,0.0716594773543356,0,0,0,0,0.00411684089019639,0.0302218031406045
"Patient204",0.00337152241749024,1.16559519329,0.00272187453258013,0.00170664695405325,0,0,0.0393621862523856,0.0900962324376629,0,0.0265622944195594,0.239015257340249,0,0.0393621862523856,0,0.0639702819207998,0.107403430876676,0,0,0,0.0179780348849097,0.0256466355993319
"Patient205",0,0.900990582512,0,0,0,0.0167271686345923,0.0168928635519541,0.066331270788191,0,0.0279877017642645,0.195577048223647,0.0167271686345923,0.0168928635519541,0,0.061120979421502,0.0777209269413172,0.12583662562533,0.00463615272893531,0.0422187919392503,0,0.0355068372022976
"Patient206",0.000539835535477834,2.32868838996,0.00158406882442066,0,0,0.0135085950397547,0.069034085709407,0.0770393729270673,0.00172787351933658,0.0495882188297178,0.128631968244528,0.0135085950397547,0.069034085709407,0,0.0721124966929037,0.124747027755895,0,0.0139330462149794,0.0774058046660769,0.0201994420145088,0.025809693955335
