"","Epidish_BPRNACan_cancer","DeconRNASeq_BPRNACan_cancer","Epidish_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","Epidish_CCLE_TIL10_Cancer.cells","DeconRNASeq_CCLE_TIL10_Cancer.cells","CBSX__CCLE.TIL10__Cancer.cells"
"LP.01.01",0.953590824081118,0.497982664994799,0.955127493652974,0.488778444358514,0.931237805661004,0.487513026931274,0.0836999240909041,0.141000906033956,0.107649406873069
"LP.01.02",0.946398560706233,0.461087685454987,0.9436651942828,0.450114506385411,0.93400708891268,0.451106592602087,0,0.0933777041803923,0.0474909077996908
"LP.01.03",0.873426060409403,0.410307001184547,0.877038983785431,0.400030857568032,0.870623884798626,0.398950850753298,0,0.0757073581750706,0
"LP.01.04",0.967916483719682,0.470324550084864,0.972794315678877,0.485645134711805,0.965255361999814,0.441707418309839,0.694286969949621,0.276371963417298,0.56746526193852
"LP.01.10",0.940992002514378,0.573872006840871,0.94386102163441,0.57448170077248,0.939027242259165,0.581767386576991,0.217118253285454,0.131392851399563,0.163524211372771
"LP.01.12",0.902413258739825,0.447591226649406,0.898158851724556,0.429210818608689,0.883229265490711,0.421575617279637,0,0.0217978357741478,0
"LP.01.14",0.896083268938561,0.548549025826432,0.89903737888901,0.541298614974995,0.888204128752367,0.53406454742,0.351986938718002,0.131070763892736,0.350795359283391
"LP.01.16",0.890137509582922,0.520089749783764,0.893042962452983,0.504363660912697,0.883801218013516,0.48123708241961,0.309745350229444,0.238639990005586,0.195826086188652
"LP.01.18",0.930393108468902,0.514910993296407,0.939441666779411,0.523488390449419,0.932967138425538,0.518338266522202,0.305376480640637,0.165421311316533,0.325079473952126
"LP.01.19",0.916369790042372,0.459352609800969,0.922000803118567,0.445979739588043,0.896666724640404,0.453962895835568,0.085200425425446,0.0705914281303075,0
"LP.01.20",0.936020712305735,0.545415136357588,0.941125371066363,0.539143560441612,0.917284741595766,0.527926789221007,0.196553597105686,0.164505211681567,0.206103272705558
"LP.01.22",0.980193296659882,0.461901068010425,0.983026047951989,0.480531624795015,0.975930585898428,0.49093680457241,0.385416166451694,0.246271755027894,0.372982270792769
"LP.01.24",0.846699800454025,0.443646835198013,0.858298223687342,0.43688408361102,0.852890509729695,0.444888993091221,0,0.0719794373181679,0
"LP.01.25",0.91310355512104,0.492137012806915,0.91401329165434,0.485866901837556,0.91233710178221,0.485773773226816,0.0919616642529436,0.124979624218473,0.0709047097523351
"LP.01.28",0.935380601563682,0.439041754091867,0.932308943105594,0.426043846018428,0.92713019519428,0.423091293243993,0,0.0920224700552247,0
"LP.01.31",0.957035002928292,0.509773632870845,0.963885412877382,0.503031873106172,0.951851408654474,0.504632128565318,0.0745957383900466,0.15546095803887,0.135660495431732
"LP.01.35",0.806438466146784,0.505846562287341,0.806069343770885,0.489545031586774,0.801662389210066,0.479611552847468,0,0.0472365070828892,0
"LP.01.40",0.936562394943411,0.452169457790328,0.94295207835707,0.441824350354914,0.941994255469978,0.428411171563073,0.818813378279968,0.367615364334007,0.611041267375491
"LP.01.42",0.893960044518035,0.522840574176534,0.891767773614686,0.509934210187414,0.874788870056262,0.501012861623898,0.431617478395729,0.367164269372388,0.413052970772597
"LP.01.46",0.892654285010729,0.45739113681242,0.903591025343633,0.471552830097776,0.907199850843247,0.48352330907112,0.192031905019225,0.142897406234618,0.140270455721281
"LP.01.58",0.942881561707138,0.462327170861015,0.937405073049004,0.446553297311172,0.928903690216595,0.432680615866178,0.34536712012582,0.242886328148315,0.304301349572669
"LP.01.61",0.925070367730959,0.414808445677072,0.928473436126944,0.415380727038657,0.926546138310808,0.414749037141551,0.822081153266732,0.454740514646904,0.818005546816734
"LP.01.66",0.823448267862091,0.502637459953791,0.842787777385331,0.499416643373711,0.82678065847658,0.489677840613869,0.223258394378338,0.183477704573438,0.255834281960754
"LP.01.67",0.900953821757388,0.452769479289992,0.909381814287343,0.439796839879791,0.896207553201752,0.435879160555629,0,0.0572703990232094,0
"LP.01.68",0.832847288571894,0.432173195602331,0.841497017725799,0.421140717982136,0.8320671729327,0.42135133584893,0,0.0832536207941945,0
"Test.FFPE.01",0.930349591476798,0.508125062425643,0.937644774977384,0.526864915243245,0.924254373834481,0.503610615789644,0.686751172763851,0.389420849624687,0.540067692294182
"Test.FFPE.03",0.861842805329884,0.398470390756896,0.870521931998004,0.415347626270195,0.852337052284945,0.432741611777718,0.0342999592406443,0.055930233265534,0.0133318050659579
"Test.FFPE.04",0.915811360100814,0.486443080365895,0.924359768281516,0.494656628610272,0.913709087552028,0.430813553134987,0.316464378186986,0.172843123133477,0.291705939180704
"Test.FFPE.05",0.910481807059546,0.501156230803363,0.915072333620265,0.498931671226874,0.887855297351448,0.48862065842563,0.175760773670864,0.126725917848026,0.176556128323657
"Test.FFPE.06",0.974930574916242,0.535508564651634,0.979956576823958,0.550277660734843,0.955887316089786,0.550474418870737,0.747483184222599,0.368846583940583,0.543258493736803
"Test.FFPE.08",0.927268787479975,0.514478005487286,0.931448095173129,0.522519337254905,0.917212669425341,0.517542874709811,0.598817478989646,0.396705329413882,0.437147591398362
