"","Quantiseq_NoSignature_CD8","DeconRNASeq_BPRNACan_CD8","Epidish_CBSX.NSCLC.scRNAseq_CD8","DeconRNASeq_CBSX.NSCLC.scRNAseq_CD8","Epidish_CBSX.LM22_CD8","Epidish_CBSX.melanoma_CD8","DeconRNASeq_CBSX.melanoma_CD8","DeconRNASeq_CBSX.HNSCC_CD8","Epidish_CCLE.TIL10_CD8","DeconRNASeq_CCLE.TIL10_CD8","DeconRNASeq_CD226_CD8CD226negPostAct","DeconRNASeq_CD226_CD8CD226plusNoAct","DeconRNASeq_CD226_CD8CD226plusPostAct","Epidish_NSCLC.scRNAseq_CD8","DeconRNASeq_NSCLC.scRNAseq_CD8","Epidish_LM22_CD8","Epidish_melanoma_CD8","DeconRNASeq_melanoma_CD8","DeconRNASeq_TIL10_CD8","CBSX_LM22_CD8","CBSX_NSCLC.scRNAseq_CD8","CBSX_scRNA.melanoma_CD8","CBSX_CD226_CD8CD226plusNoAct","CBSX_CD226_CD8CD226plusPostAct"
"LUNG-NSCLC2-0592",0.0275975808609881,0.0505694164339038,0.174141675418536,0.0356786164006872,0.0720778459302565,0.0821130328713547,0.0287549442354465,0.0597824919073488,0.0185720699773437,0.0343018136891417,0.0343655191777955,0,0,0.174141675418536,0.0356786164006872,0.0720778459302565,0.0821130328713547,0.0287549442354465,0.0560933429293092,0.0647728342575186,0.0163519950031758,0.0998650733653834,0.0551123765790922,0.0601345299323987
"LUNG-NSCLC2-0593",0,0.0557068528713107,0,0.004770885397395,0,0.0025387158317472,0.0027124212833814,0.0534200048401045,0,0.0145736899134246,0.15994860649703,0.0427590455918929,0,0,0.004770885397395,0,0.0025387158317472,0.0027124212833814,0.0306836408293652,0.0194780515265646,0.0912169022866643,0,0.116662170117464,0.0690385076691845
"LUNG-NSCLC2-0595",0.000214284058333934,0.0200456743966954,0,0.0032297923674363,0.0393170045989192,0.0220422883363315,0,0.061865922162538,0,0.0484122329815852,0,0.274362754581053,0.18117550261787,0,0.0032297923674363,0.0393170045989192,0.0220422883363315,0,0.0753879720927037,0.044774171955738,0.180076453739874,0.0100266492435633,0.0567665998402661,0.066124823156834
"LUNG-NSCLC2-0596",0,0.0374696097592472,0.0129758727730005,0.0152143561461196,0,0.0016075164817449,0.0167335637687391,0.0689522501483645,0,0.020259932425787,0.112977776657327,0,0.0690748070931184,0.0129758727730005,0.0152143561461196,0,0.0016075164817449,0.0167335637687391,0.0401089107006742,0,0.10245188881144,0.0045770998330383,0.0648123364660837,0.11201364239001
"LUNG-NSCLC2-0599",0,0.0448313741195675,0.0594088095890137,0.0390849543369314,0,0,0.0046009269906373,0.0499468225124637,0,0.0237030838804197,0.11170503195007,0,0,0.0594088095890137,0.0390849543369314,0,0,0.0046009269906373,0.0415327143679504,0.0242202781477674,0.0902448183561142,0,0.0590022648957912,0.0506944012687156
"LUNG-NSCLC2-0602",0.0352956640319614,0.0341062408402053,0.0531270290197814,0.0361307070797492,0.0093731828491482,0,0.0262286619374321,0.0567303619866497,0.0349794553224375,0.0444080405113717,0.120315670853317,0,0,0.0531270290197814,0.0361307070797492,0.0093731828491482,0,0.0262286619374321,0.0560941176338336,0.0180116599235118,0.0204686011082474,0,0,0.0536389424961026
"LUNG-NSCLC2-0603",0.0329141867134559,0.0143199923913284,0.0485450317315414,0.0326089173403567,0.0905353356307504,0.040591863552547,0.0271572652396469,0.0767382644118424,0.0365823137707539,0.0217380389420662,0.0794694518287804,0,0.119173097239473,0.0485450317315414,0.0326089173403567,0.0905353356307504,0.040591863552547,0.0271572652396469,0.0396561571012833,0.0570896135610415,0.0824550357585431,0.0594914052263338,0.0298798629376633,0.159490658187986
"LUNG-NSCLC2-0608",0,0,0,0.0160819004581567,0,0,0.0230627858621249,0.0697794743543675,0,0.027547838696459,0,0.08959965913094,0.225202010996148,0,0.0160819004581567,0,0,0.0230627858621249,0.0571699065425294,0.0094740256796995,0.0967653476520589,0,0.0766521232555512,0.0846804499652743
"LUNG-NSCLC2-0610",0.0080278316646928,0.0404103306890006,0.153488241594853,0.0420545062060745,0.0406929951618566,0.0284301572937354,0.0270875385160089,0.0613544087049517,0,0.0324874953850499,0.179376200632065,0.0333101097638903,0.0146924190653209,0.153488241594853,0.0420545062060745,0.0406929951618566,0.0284301572937354,0.0270875385160089,0.0540805165547264,0.0390718836649409,0.174581022036354,0,0.067158172710899,0.0978905105626883
"LUNG-NSCLC2-0611",0.0102805319177973,0.0381377405646932,0,0.0136779442871127,0.0137666606956269,0.0331805856815851,0.0292015617488728,0.0602104626312677,0,0.016291386669986,0.133585526548197,0.0293607426696144,0,0,0.0136779442871127,0.0137666606956269,0.0331805856815851,0.0292015617488728,0.0368953455433725,0.0121479546143458,0.112955363340947,0,0.0725923159730712,0.101869752208966
"LUNG-NSCLC2-0622",0.0161663650417698,0.0311441769407997,0.0561827478978091,0.0202713658821448,0.0281197956603734,0.0404711582473509,0.017256644446836,0.0373502001803675,0,0.0075948007944234,0.0269364467958235,0.0554730199040411,0.12956279594507,0.0561827478978091,0.0202713658821448,0.0281197956603734,0.0404711582473509,0.017256644446836,0.0276952266658597,0.029121692569095,0.0603188086502094,0.0153494903287889,0.0393103310786954,0.0956825273865311
"LUNG-NSCLC2-0623",0.0563411924030134,0.0505810895442165,0.251119469321613,0.0416658931502976,0.113374774266896,0.0906790741779633,0.039340305961133,0.087989028519187,0.0981899626683643,0.0861712594708557,0.196295955620628,0,0.0476759879768273,0.251119469321613,0.0416658931502976,0.113374774266896,0.0906790741779633,0.039340305961133,0.105869755091789,0.132765833090299,0.138645895286059,0.0866137093700473,0.117307607962841,0.153664997410017
"LUNG-NSCLC2-0630",0.0044490595220785,0.0218800734928858,0,0,0.0177235466420412,0,0,0.0582711505415311,0,0.000364551177333486,0.0565719390883551,0.158624055753955,0.152604315922486,0,0,0.0177235466420412,0,0,0.0225835108940038,0,0.10109999997242,0,0.0807170715631852,0.127561339645719
"LUNG-NSCLC2-0631",0.0171527354974892,0.0217083586207137,0.0806025409303155,0.0387790102955865,0.0243726129793335,0.0466907779778193,0.0274013187650218,0.0607269809475693,0.0130460402079063,0.0315044353251731,0.161460982975424,0,0.0236507010767553,0.0806025409303155,0.0387790102955865,0.0243726129793335,0.0466907779778193,0.0274013187650218,0.056387840196798,0.0438877798981364,0.124975650969702,0.0391738970108251,0.0756740669454599,0.101883910866294
"LUNG-NSCLC2-0632",0.0514025806667583,0.0260719404382435,0.238248957785056,0.0533358468947139,0.111115498814171,0.141028789590726,0.0434299992818643,0.0795316440277903,0.067514832094503,0.0537969972497124,0.0917935392479975,0.12647919064794,0.0674978581266244,0.238248957785056,0.0533358468947139,0.111115498814171,0.141028789590726,0.0434299992818643,0.0855858859017296,0.111259424923991,0.156678177730289,0.114258485300683,0.095630854021422,0.17416629425792
"LUNG-NSCLC2-0633",0.003717079742422,0.0231168501697172,0,0.0285966503601158,0,0,0.0133700733562523,0.0446329040737284,0,0.0097474115419185,0.102685511043089,0,0,0,0.0285966503601158,0,0,0.0133700733562523,0.0371325068477584,0.0068656736144686,0.0345979993082759,0,0.0554692507547764,0.077373640212928
"LUNG-NSCLC2-0635",0,0.0054742955650639,0,0,0,0,0.0045463105102012,0.0795233698985323,0,0.0327326946358476,0,0.216754257889852,0.276692414531968,0,0,0,0,0.0045463105102012,0.0553970531554762,0.0105253426886143,0,0,0.0923710918520973,0.122857102372064
"LUNG-NSCLC2-0641",0.0048987258442483,0.0229506490500751,0,0.022488463459164,0.000879561253942168,0.0095389402195925,0.0359757077792121,0.0782948026695238,0,0.0251820974634297,0.132074180441224,0,0.0410704580701499,0,0.022488463459164,0.000879561253942168,0.0095389402195925,0.0359757077792121,0.0478209303722763,0.0306206610249063,0.0891844895051738,0,0.0429109204589951,0.0800984055602602
"LUNG-NSCLC2-0648",0.0060310017990033,0.0347187308909189,0,0.0241631357187652,0,0,0.0303539618645059,0.0562521628727127,0,0.0165837686274558,0.132176512243932,0,0,0,0.0241631357187652,0,0,0.0303539618645059,0.0247867141276359,0,0.0756105759858837,0,0.0428437010695507,0.0787760704187239
"LUNG-NSCLC2-0652",0.0090260563062712,0.0310624526408889,0.107951781018633,0.0205848872939339,0.042263178701611,0.0308951619530324,0.0312751580957094,0.0590445773865076,0,0.0083597003517053,0.0613750040689443,0,0.0774597166108781,0.107951781018633,0.0205848872939339,0.042263178701611,0.0308951619530324,0.0312751580957094,0.0268378397955452,0.0519519427648791,0.120018982362701,0.0326219562288896,0.0020792678168066,0.103815890337303
"LUNG-NSCLC2-0657",0.0527484634556813,0.0512024280325699,0.147586598814558,0.0602046360953696,0.0833351999253703,0.0592748982014626,0.0186176379187403,0.0580089670829103,0.061012198675774,0.0449806696246875,0.142841295902564,0,0,0.147586598814558,0.0602046360953696,0.0833351999253703,0.0592748982014626,0.0186176379187403,0.0566141836863107,0.0653571199608983,0.0904805256651286,0.0643817335451654,0.063544033861646,0.0377560468622375
"LUNG-NSCLC2-0660",0.0197866849107952,0.0295863619168693,0.0541753770340708,0.027858954145362,0.0404553441151737,0.0321046924502606,0.019119161207644,0.0641596600570203,0.0065909192375516,0.0368734745993245,0.214974514101306,0.0072286412095074,0.0077959976967905,0.0541753770340708,0.027858954145362,0.0404553441151737,0.0321046924502606,0.019119161207644,0.0677815468872571,0.047919891114091,0.121066004753066,0.0292163645632001,0.095972762848833,0.0862905214547125
"LUNG-NSCLC2-0678",0,0,0,0.0115596897471442,0,0,0.0178883397843684,0.0929803063530231,0,0.0434564573628996,0.0502205996816531,0.018998614320426,0.143455062509227,0,0.0115596897471442,0,0,0.0178883397843684,0.0598454153193173,0.0017919966556807,0.0553051936335705,0,0.0857725769090244,0.133169050491999
"LUNG-NSCLC2-0683",0.0049875224778636,0.0289594079154162,0,0.0217645801598155,0.0052304358410324,0,0.0255847366420397,0.0551646421325441,0,0.0143072129652859,0.128216534282473,0,0,0,0.0217645801598155,0.0052304358410324,0,0.0255847366420397,0.0298134151425998,0,0.0880274762019273,0,0.0724662061240249,0.0731425329242629
"LUNG-NSCLC2-0685",0,0.0132821890486693,0.0103024962011638,0.015768642315795,0,0.0293644797108616,0.0235897394627882,0.0664131114912308,0,0.0208357747986392,0.0873721653331552,0,0.0338270035043975,0.0103024962011638,0.015768642315795,0,0.0293644797108616,0.0235897394627882,0.0414137882232538,0.0217913238847879,0.0822199413641734,0.0380783713827487,0.105883368058242,0.0948072460584479
"LUNG-NSCLC2-0687",0.018953523504515,0.0485449456626772,0.0922350863796538,0.0273910104502628,0.0409385472550517,0.0038994530716874,0.0103837656439338,0.0534186897698371,0.0358181266312946,0.0286483670559228,0.126890371839548,0,0,0.0922350863796538,0.0273910104502628,0.0409385472550517,0.0038994530716874,0.0103837656439338,0.0406058773986382,0.0185768295620101,0.120719177194082,0,0.0201549926344386,0.0596503331841361
"LUNG-NSCLC2-0689",0,0.0157435914012048,0,0,0,0.0184610241803187,0.0117470765307256,0.0766154652433056,0,0.0044179113016417,0.102284422996193,0.0478583203620664,0.0337709334990419,0,0,0,0.0184610241803187,0.0117470765307256,0.0273329150113335,0.0188397576750967,0.0687811537921628,0,0.0612624976985054,0.0793242800817494
"LUNG-NSCLC2-0695",0,0.0267327300419309,0,0,0.0277941195121485,0,0,0.0821517429187643,0,0.0118178599034491,0,0.205789017371104,0.208285159106058,0,0,0.0277941195121485,0,0,0.0399403881775176,0.0394350962483105,0.118438591718578,0,0.083000300650654,0.134869137460062
"LUNG-NSCLC2-0696",0.0069141638086454,0.0345809396484311,0,0,0.0139792369749865,0.0314627940612129,0.0192990642601126,0.0696071840811976,0.0043812702608748,0.0042426935496344,0.0871045746590064,0,0.0341290974870725,0,0,0.0139792369749865,0.0314627940612129,0.0192990642601126,0.0221687456420992,0.0099635234659153,0.0745486419749361,0.034504853830764,0.054719028390208,0.112487388089972
"LUNG-NSCLC2-0698",0.0226440372592639,0.0254115857268881,0.133562598099276,0.0503436736040974,0.0864642438247086,0.0665460053978993,0.0249952267570063,0.0643765369123354,0.0635355979777934,0.0381087783193992,0.213673254272876,0,0.0449505009898859,0.133562598099276,0.0503436736040974,0.0864642438247086,0.0665460053978993,0.0249952267570063,0.0594272554866057,0.0411351304773601,0.10707261108823,0.0261967458068627,0.11166030125096,0.17424235618851
"LUNG-NSCLC2-0704",0,0.0233132825166343,0,0.0020717594516668,0,0.0250151810041059,0.0266488846355788,0.068997682972733,0,0.0068870676263139,0.15063499808165,0,0.0202858550611191,0,0.0020717594516668,0,0.0250151810041059,0.0266488846355788,0.0302267348435153,0.0135945623811864,0,0,0.0606951607962478,0.0712747507080382
"LUNG-NSCLC2-0705",0.0162858195339156,0.0102204734416658,0,0.0139803194379308,0.0414175050759831,0.0094063917875176,0.0200643123725996,0.0785944681093876,0.0060205403013083,0.0330816671366798,0.0752573138176636,0.0580989885669061,0.0955818635076528,0,0.0139803194379308,0.0414175050759831,0.0094063917875176,0.0200643123725996,0.0534528667753887,0.0605490992223731,0.0555688136821714,0.0042774095977611,0.101690408311646,0.177499595019381
"LUNG-NSCLC2-0707",0.0040793482542657,0.027973216290039,0,0.0164053537927886,0.0192511380578235,0,0,0.0450912021625603,0,0.0215857411575353,0.0957629680894504,0,0.0508518946092354,0,0.0164053537927886,0.0192511380578235,0,0,0.0633079902711611,0.0175685134803527,0.053136748934863,0,0.0605979439411396,0.101801173743303
"LUNG-NSCLC2-0709",0.0055990835784061,0.0175061489410445,0.0135324834727692,0.0317763954962886,0,0.0034125994232472,0.0198267776367443,0.063760882934336,0,0.0108678273666839,0.109430958464267,0.26396560236412,0.0616076433122886,0.0135324834727692,0.0317763954962886,0,0.0034125994232472,0.0198267776367443,0.0327390926796438,0,0.0835111545362806,0,0.111429278023918,0.153784453153517
"LUNG-NSCLC2-0712",0,0.0401281673551287,0,0,0,0,0,0.0761513194109861,0,0.0367258412722812,0,0.186104444996346,0.157377861336772,0,0,0,0,0,0.0616657751331362,0.0141515649113487,0.125803454987024,0,0.0229767175768116,0.0969925195819523
"LUNG-NSCLC2-0714",0.0084948302365928,0.0272682426509669,0.155027970017465,0.0029442259537709,0.0632229635682792,0.0326539914158316,0.001293194242735,0.0668499320865332,0.0102210762167216,0.0063130403758997,0.0376463696503667,0.157352275599922,0.0452842714888871,0.155027970017465,0.0029442259537709,0.0632229635682792,0.0326539914158316,0.001293194242735,0.0337720491850463,0.075480893723418,0.130732124179961,0,0.0851388165780705,0.0717914238014285
"LUNG-NSCLC2-0715",0.00726558798244,0.0186857189300548,0,0.0151014889031406,0.0297449474758629,0.0183923171577874,0.0218840139095589,0.0690762579771373,0,0.0141220258395017,0.0774880147825131,0.0452724002463564,0.0687277842816436,0,0.0151014889031406,0.0297449474758629,0.0183923171577874,0.0218840139095589,0.0300669772000815,0.0453972146446779,0.0855179246300245,0.0423570416357167,0.0685994510669632,0.112353944834366
"LUNG-NSCLC2-0718",0.0167836366882329,0.0134966831752936,0.0200091410627025,0.0346601715204173,0.0276320305513961,0.02002050684284,0.0470189648692268,0.0707772161653181,0.009807233352897,0.0293461278210609,0.0505201044170274,0,0.0070897025360683,0.0200091410627025,0.0346601715204173,0.0276320305513961,0.02002050684284,0.0470189648692268,0.0423600390049888,0.0035470049405156,0.0065316267036924,0.0393506624276679,0.037153139416838,0.0869882265049575
"LUNG-NSCLC2-0720",0.0081788025786555,0.0407590756692338,0,0,0.0073060549914495,0,0,0.0480565931153832,0.0172426799621552,0.0074333845042194,0.150262063567652,0.0574921171918488,0.0142817214448663,0,0,0.0073060549914495,0,0,0.0229851344992626,0.0195667019765259,0.094680311918655,0,0.128186897923376,0.0915718586596518
"LUNG-NSCLC2-0727",0.0041218648197631,0.0135034243712037,0,0.0155828416344718,0.0217142851153653,0.0120777344382964,0.0305729550071197,0.0591963509098145,0,0.0191649009504019,0.11258244432151,0,0.0139766947067489,0,0.0155828416344718,0.0217142851153653,0.0120777344382964,0.0305729550071197,0.0600450372947488,0.0032311862643084,0.0718141454507317,0,0.109284742365693,0.058145422424522
"LUNG-NSCLC2-0728",0.0044561195470518,0.0284072034799816,0.0887970123400321,0.0303154145559315,0.0420970299418667,0.0276766991778581,0.0262391685975235,0.0464499978397381,0.0144537970436371,0.0193071902258109,0.118092872669455,0.0296747519103766,0.0044778738637375,0.0887970123400321,0.0303154145559315,0.0420970299418667,0.0276766991778581,0.0262391685975235,0.0410889952994961,0.0464099618346073,0.113785274985845,0.0525844186689761,0.106467637314228,0.109564885577526
"LUNG-NSCLC2-0729",0.0016344524300746,0.0493819333855967,0,0.0092112582742063,0.0035293779483474,0,0.005613090235853,0.0599306474744199,0,0.0459618607708617,0.0432763889189516,0.16221567488672,0.154333447229889,0,0.0092112582742063,0.0035293779483474,0,0.005613090235853,0.0646495051466985,0.0571372662622968,0.0974883140182415,0,0.0386277966829296,0.10770020049569
"LUNG-NSCLC2-0730",0,0.0314358471153109,0,0.0194610709256691,0.0013361683367391,0,0.0078648052837215,0.0787821593958536,0,0.0436394287074196,0,0.174005875944866,0.118533844801724,0,0.0194610709256691,0.0013361683367391,0,0.0078648052837215,0.0569484618298322,0.0111791830294647,0.179701802721841,0,0.0967187669584031,0.11066487877106
"LUNG-NSCLC2-0732",0.0038163246379112,0.0055608758313293,0.0112620338646493,0.0031970751739778,0,0.0075369165829612,0,0.0597583466692144,0,0,0,0.0863023555137894,0.255379112430155,0.0112620338646493,0.0031970751739778,0,0.0075369165829612,0,0.0251921155719289,0.0174074889959208,0.0973222794529534,0,0.0757511104303727,0.116054765710992
"LUNG-NSCLC2-0734",0.0374796165583705,0.0515832268387702,0.147920275126818,0.0233842900669964,0.095158204486966,0.0696536924984456,0.0121613783684188,0.0685395554609183,0.077314427214348,0.0147233020018028,0.135643104011732,0.0232700193695548,0.0983730091830205,0.147920275126818,0.0233842900669964,0.095158204486966,0.0696536924984456,0.0121613783684188,0.0393516015360958,0.120229525268271,0.0520648146019072,0.0899092889324797,0.048367526466246,0.111801371086699
"LUNG-NSCLC2-0736",0.0019338405192071,0.0344419396184084,0,0.0057637793853601,0.0259456077747861,0,0.0037511874303168,0.0442494807383784,0,0.0234699014895665,0.0715512031455524,0.106709204112152,0.0445025807643206,0,0.0057637793853601,0.0259456077747861,0,0.0037511874303168,0.0522115193195092,0.0431689949748653,0.119308689994608,0,0.105430031786771,0.0832404177683909
"LUNG-NSCLC2-0737",0.003675945013633,0.0371872727380456,0.0084662043905128,0.0324240903112473,0.009769078206186,0,0.0254460455578022,0.0584187301912768,0,0.0326533184248186,0.101113665664786,0,0,0.0084662043905128,0.0324240903112473,0.009769078206186,0,0.0254460455578022,0.0416024710234434,0.0583154445892398,0.0985734303384747,0,0.0466752621334803,0.0625501980086695
"LUNG-NSCLC2-0740",0.0034517060891086,0.0109621081373339,0,0,0.0054504489537763,0.0066812790585901,0,0.0888851128397371,0,0.0374053143875244,0,0.257820513171356,0.256515193579687,0,0,0.0054504489537763,0.0066812790585901,0,0.0693682097338453,0.0018018826059559,0.160629045696355,0.029759247780386,0.153398876259182,0.136059091329163
"LUNG-NSCLC2-0742",0,0.0399864087646443,0,0.0139716430337478,0,0,0.0294536221259168,0.0641022032963923,0,0.0162684306402262,0.134203803612076,0.0466741401279319,0.0093187266829997,0,0.0139716430337478,0,0,0.0294536221259168,0.0301477816105267,0.0218350004593126,0.126786983976273,0,0.0761862761386225,0.123672917286698
"LUNG-NSCLC2-0743",0,0.038260633553754,0,0.025430378384681,0,0,0,0.0472525907382402,0,0.0107191776005436,0.137274180555292,0.0108631457160194,0,0,0.025430378384681,0,0,0,0.0275440991566132,0,0.106912315025276,0,0.0868983050329542,0.0614333498131485
