"","Quantiseq_NK_cell","MCP_NK_cells","DeconRNASeq_BPRNACan_NK","DeconRNASeq_BPRNACan3DProMet_NK","DeconRNASeq_BPRNACanProMet_NK","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","DeconRNASeq_CCLE_TIL10_NK.cells","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_LM22_NK.cells.resting","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","DeconRNASeq_TIL10_NK.cells","CBSX__LM22__NK_cells_resting","CBSX__NSCLC.scRNAseq__NKT_cells","CBSX__TIL10__NK.cells"
"Patient21",0.0145902925450541,0.880467534688329,0.0422079422545259,0.0430343654150478,0.0443864319961263,0,0.0401165678118801,0.27887100661997,0.0108407652455418,0.102057019156412,0.0236947572609559,0,0.0401165678118801,0.27887100661997,0.0108407652455418,0.102057019156412,0.107353121994607,0.0157532983097969,0,0.00120589228969109
"Patient22",0.0209271889028958,1.06747315639543,0.0456924408525412,0.0493663816993393,0.0512775906606,0,0.0374176554791599,0.283293838903002,0.0576478239353606,0.0993834319563246,0.0512357679863572,0,0.0374176554791599,0.283293838903002,0.0576478239353606,0.0993834319563246,0.106254645567134,0.0859463560682935,0,0
"Patient23",0.0177540177277496,0.987245333099686,0.070421011684184,0.077672465619303,0.087413517121188,0,0,0.311799593904909,0.0346479226865177,0.0974494863408905,0.0254164440540623,0,0,0.311799593904909,0.0346479226865177,0.0974494863408905,0.106451671149687,0.0360130908166504,0,0
"Patient24",0.0612297781462912,0.735104026548286,0.0411751149438404,0.0434886615118003,0.0507429591187731,0.180610382611979,0.0565287366559479,0.255661677952889,0,0.10429985651071,0.0607217274173929,0.180610382611979,0.0565287366559479,0.255661677952889,0,0.10429985651071,0.1405877929186,0.00318351966201154,0.0141777898746384,0.0562530802340462
"Patient25",0.0138709692466188,1.7252753920435,0.0295495022357564,0.0394295120663522,0.0426144471076676,0.0291727243268567,0.0267680128116623,0.275604396745527,0.0462440483426811,0.108150698384697,0.037929768605335,0.0291727243268567,0.0267680128116623,0.275604396745527,0.0462440483426811,0.108150698384697,0.0793018896056442,0.0531333794981775,0,0
"Patient27",0.0103777759538411,0.839516091843671,0.0416875884523263,0.0477464891481173,0.0500901190119595,0.00292788454091113,0.0368788078476898,0.270283253172055,0.0268565852101251,0.108098525011197,0.0169714451510884,0.00292788454091113,0.0368788078476898,0.270283253172055,0.0268565852101251,0.108098525011197,0.0504524307267928,0,0.062063509408697,0
"Patient30",0.0167790700682683,6.37482966842014,0.0747396378392832,0.0844382638679049,0.0926973214953121,0,0.00889734932213601,0.27589351977655,0,0.108251003982428,0.0403938275876812,0,0.00889734932213601,0.27589351977655,0,0.108251003982428,0.0781442046413427,0,0,0.00471294624522116
"Patient31",0.0193188286782169,0.729199582685743,0.0632367807239856,0.0688676181845824,0.0727800561573505,0.0160471000814572,0.0306995563925788,0.273070217757387,0.021086233047987,0.101343079925431,0.0287905029289205,0.0160471000814572,0.0306995563925788,0.273070217757387,0.021086233047987,0.101343079925431,0.106595657999126,0.00235133392195907,0,0.0068759040284164
"Patient32",0.00478743402139704,5.33449383661171,0.0376802704383476,0.0420925749117369,0.0468609550228076,0,0.0216003054070572,0.293806923758197,0.0642886813498859,0.0972241784394253,0.0610743976418508,0,0.0216003054070572,0.293806923758197,0.0642886813498859,0.0972241784394253,0.110866936802022,0.0251365668340435,0,0.0482629475764092
"Patient33",0.0179973832754631,2.72854541781887,0,0,0.00985660925659089,0.00873056777264759,0,0.243310380821425,0.0274301916920588,0.107353354860896,0.0501623193496526,0.00873056777264759,0,0.243310380821425,0.0274301916920588,0.107353354860896,0.0568935995364376,0.0231225525889512,0.0531989021161664,0
"Patient34",0.0120605780420077,1.29266887276371,0.097882760403953,0.106561137542052,0.117185744633328,0,0.19708640748136,0.128937333682412,0.0395070422466671,0.0767495041897184,0.0708167803737135,0,0.19708640748136,0.128937333682412,0.0395070422466671,0.0767495041897184,0.0940646208221326,0.0144875084002913,0,0
"Patient35",0.0373271705050656,1.4153112254809,0.0749243147847551,0.0746613911205751,0.077165259956717,0.0831907154021741,0.0426973897704518,0.2724084019072,0.0422773557014139,0.107511628243439,0.0662801048690244,0.0831907154021741,0.0426973897704518,0.2724084019072,0.0422773557014139,0.107511628243439,0.143412309380626,0.0529337401342483,0,0.00315586154363583
"Patient36",0.00942729051700482,0.5528500725814,0.0456979062443785,0.0501538751779506,0.0537636097248463,0.0444555448283184,0.0382589738035386,0.282886242229655,0.0641088734178189,0.0703068800888551,0.071958108917056,0.0444555448283184,0.0382589738035386,0.282886242229655,0.0641088734178189,0.0703068800888551,0.10726395134684,0.0579989654254341,0,0
"Patient37",0.0112757964415204,1.75120827887014,0.0491057924487084,0.0566617184902493,0.0720802163806916,0.0852042020951771,0.0422656551362665,0.249166661921413,0,0.105959943558866,0.0356075568433622,0.0852042020951771,0.0422656551362665,0.249166661921413,0,0.105959943558866,0.0733041031738303,0,0.151773040943996,0
"Patient38",0.0178651849638499,0.473056133504757,0.0346247398897094,0.039460440953808,0.044198687751905,0,0.0393641707442963,0.282447912376175,0,0.113781487699718,0.0589397729468542,0,0.0393641707442963,0.282447912376175,0,0.113781487699718,0.112147076105857,0,0,0.0169044645048685
"Patient40",0.0118846531967381,0.685695365018543,0.0400719646852862,0.0411124516806875,0.0466785602875361,0,0.0387189356077031,0.280969889321712,0,0.114066021067292,0.0512925163944798,0,0.0387189356077031,0.280969889321712,0,0.114066021067292,0.139238096161488,0.0372154499630252,0,0
"Patient42",0.0181685786761655,0.750637662477057,0.0487697966391992,0.0475972697321532,0.0526402669113567,0.00429724988312041,0.0426980928947673,0.27333295028346,0.0340876958977958,0.104109389469271,0.0387912107049462,0.00429724988312041,0.0426980928947673,0.27333295028346,0.0340876958977958,0.104109389469271,0.12127534099879,0.0807750491474311,0,0
"Patient44",0.00698724385338833,0,0.0477907760528323,0.0609399426981411,0.0676942965987612,0.0984984140735104,0.0830654970628729,0.222131506813257,0.0400541115132732,0.102597936860587,0.011649727215521,0.0984984140735104,0.0830654970628729,0.222131506813257,0.0400541115132732,0.102597936860587,0.0567107765511686,0.0351304552464999,0.0950645499594543,0
"Patient45",0.0101612198082429,0.922329051994286,0.0760326740608936,0.0795418383551566,0.0835940189934813,0.0455360573138699,0.0693941793101809,0.230063712791122,0.00415177690255128,0.0982057304372312,0,0.0455360573138699,0.0693941793101809,0.230063712791122,0.00415177690255128,0.0982057304372312,0.0526488834419087,0,0.0721945631692994,0
"Patient47",0.0289921924734672,1.73078330119746,0.0618755047987038,0.0619646212794417,0.0630147537265756,0,0.0227528712705324,0.290472610503892,0.10750869663732,0.106385129012796,0.0715589424736907,0,0.0227528712705324,0.290472610503892,0.10750869663732,0.106385129012796,0.145365727764727,0.0685365744491925,0,0
"Patient48",0.0142273089115058,0.246078304833443,0.0455279288479398,0.0459522769271917,0.0459575645656717,0,0.0404120172159601,0.282475256170613,0,0.113121380857332,0.0233366537924684,0,0.0404120172159601,0.282475256170613,0,0.113121380857332,0.0982826840907418,0,0,0.00516538980056447
"Patient4",0.0268368568832926,2.31059349822397,0.0340010314523551,0.0381448362994962,0.0411563879481427,0,0,0.321183409800298,0.0188861841534021,0.0925060824965691,0.0679526484885919,0,0,0.321183409800298,0.0188861841534021,0.0925060824965691,0.143486168218914,0.0298936182724874,0,0
"Patient51",0.0441794193285632,2.38350894386429,0.0349292284234852,0.0397899986483862,0.0535913869788796,0,0.0650349345415242,0.19774785746674,0.0222473883537,0.0166602529077137,0.0814067930686509,0,0.0650349345415242,0.19774785746674,0.0222473883537,0.0166602529077137,0.131749667424113,0.0198457521253061,0,0
"Patient58",0.0266113713537109,0.824619678201429,0.0293277697135134,0.0335045292972295,0.0380886636297179,0,0.0418156056552794,0.279603558380359,0,0.100825163425843,0.0633312832627388,0,0.0418156056552794,0.279603558380359,0,0.100825163425843,0.145856563560617,0,0,0
"Patient61",0.00882169523836089,20.7564011452214,0.04910133229919,0.0527276344394328,0.0504433932953478,0.00831403064384071,0,0.22986967167671,0.046914320833938,0.0812617369505496,0.0440677625581802,0.00831403064384071,0,0.22986967167671,0.046914320833938,0.0812617369505496,0.0832931932648383,0.0504615778917267,0,0
"Patient62",0.00612158646329778,0.996660749229386,0.0453490317850681,0.0490834839189558,0.062857016383753,0.0265116306421266,0.0539411425808795,0.195062600019769,0.0307343501523695,0.0808755967230663,0.0259590652458717,0.0265116306421266,0.0539411425808795,0.195062600019769,0.0307343501523695,0.0808755967230663,0.0877240943295017,0.0111782084422671,0,0
"Patient63",0.0166248819251298,1.57190997600439,0.0608532918157172,0.0536272229460996,0.0512470592384546,0,0.0330193937770414,0.283795845899664,0,0.114951927640661,0.0290659739030182,0,0.0330193937770414,0.283795845899664,0,0.114951927640661,0.102552330455715,0,0,0
"Patient67",0.0143516341372115,1.49945490749359,0.0467032846053127,0.04834095325198,0.046484826757919,0,0.0364274599381441,0.28608882606184,0,0.117283005903865,0.0273823275753238,0,0.0364274599381441,0.28608882606184,0,0.117283005903865,0.109372806851923,0.0374467650042371,0,0
"Patient6",0.0116198023908748,0.796414325333486,0.0624940225074416,0.0683827316434185,0.0769476186812439,0.0706481228636512,0.043327232155659,0.272097426885739,0,0.107375277958287,0.0372556159618564,0.0706481228636512,0.043327232155659,0.272097426885739,0,0.107375277958287,0.113363588299231,0,0.0896821173106383,0.0257097425305278
"Patient72",0.0316147826162716,1.11176484917956,0.0370027608811824,0.0408933037518907,0.0447729170704403,0.0578609031714463,0.00709177908084772,0.298166648759444,0,0.0974831023511875,0.0533430518219383,0.0578609031714463,0.00709177908084772,0.298166648759444,0,0.0974831023511875,0.106234758133278,0.0503106476793604,0.107410824616866,0
"Patient73",0.020026928093194,0.493393692423371,0.0585348434828265,0.0636229148004459,0.0613259771533722,0,0.0408113594397956,0.277194628441369,0.00949695601897252,0.107096638961904,0.0221458261883064,0,0.0408113594397956,0.277194628441369,0.00949695601897252,0.107096638961904,0.113283694341065,0.0236637068484171,0,0
"Patient75",0.0223314626026638,1.62798972543286,0.0713195080753025,0.0782094757759089,0.0846621982378707,0.0716175735198571,0.120446296988225,0.160771995548735,0,0.105092715452915,0.0194375029073424,0.0716175735198571,0.120446296988225,0.160771995548735,0,0.105092715452915,0.0955709270745499,0.0218713240061269,0.078453560747243,0.0356105040262025
"Patient77",0.0352938303219785,0.863569437144014,0.0382933010475882,0.0447706034331792,0.0488768612697083,0,0.01581081351054,0.225315140955299,0,0.098412175504809,0.0482989947316329,0,0.01581081351054,0.225315140955299,0,0.098412175504809,0.103164347277761,0,0.0319244819617084,0
"Patient78",0.0196695772911865,1.84612987960176,0.0279681137470032,0.0339548542144102,0.0462551227765976,0.00490119219289309,0.0381026778210317,0.22895092135923,0.0330526656297483,0.0731495872509465,0.0133962982504906,0.00490119219289309,0.0381026778210317,0.22895092135923,0.0330526656297483,0.0731495872509465,0.0836719472422076,0.0726560949261308,0,0
"Patient79",0.0530084629840859,1.55997451103177,0.0300154417549032,0.0344324770731386,0.040289916818065,0.0330702924315431,0.0306713695617355,0.223545392195127,0.0285051946860906,0.0958846000244911,0.0807250539350577,0.0330702924315431,0.0306713695617355,0.223545392195127,0.0285051946860906,0.0958846000244911,0.11433351416294,0.0169917696624512,0.0452521621177019,0
"Patient7",0.00480084090545369,1.01592735486769,0.0352424944639766,0.0417675046949165,0.0449991755978794,0,0.0315382396215956,0.279872214246491,0,0.10576586307853,0.0352020164171986,0,0.0315382396215956,0.279872214246491,0,0.10576586307853,0.097886388083988,0.0161060708459905,0,0
"Patient82",0.0538070217100273,0.991451515708571,0.0757492074457079,0.0842014609404266,0.0924558043564834,0,0.0356824826228039,0.281970497215705,0.0730419382394509,0.0989201372334664,0.111087229900602,0,0.0356824826228039,0.281970497215705,0.0730419382394509,0.0989201372334664,0.196799843271715,0.156460060372894,0,0.0267679423474593
"Patient83",0.0161909895646611,0.846843953359,0.0589874080056478,0.0623588895134826,0.0673311699132613,0,0.0194660537874414,0.295974334844731,0.113932277247543,0.104440063372118,0.0503553895695836,0,0.0194660537874414,0.295974334844731,0.113932277247543,0.104440063372118,0.120718983566518,0.0680419030942133,0,0
"Patient86",0.0206083086911461,2.73336647196,0,0.0275269788252368,0.0334291572800213,0.124750306002402,0.0575675159553701,0.211472954687441,0,0.0989053619099616,0.0384192038629051,0.124750306002402,0.0575675159553701,0.211472954687441,0,0.0989053619099616,0.0610334807198965,0,0.114400788654183,0
"Patient87",0.0112282737349721,2.10686400825306,0.0401131538669704,0.0502995749604469,0.0518488204784269,0.0507802697862125,0.0402302946857787,0.273986329883223,0.0675407276530803,0.108602044423721,0.024541042799309,0.0507802697862125,0.0402302946857787,0.273986329883223,0.0675407276530803,0.108602044423721,0.067722116897548,0.14356275705052,0.0372428122587523,0
"Patient8",0.0046712019918529,1.25298661505983,0.0563870497299341,0.0612989503583685,0.0666774378480903,0,0.00866420805566975,0.302293181000301,0.0457614309648529,0.0995429031364378,0.0656370957718257,0,0.00866420805566975,0.302293181000301,0.0457614309648529,0.0995429031364378,0.100274401450298,0.061473163853348,0,0.0203516924389242
"Patient94",0.0337473223205532,2.65810020758986,0.0404365798818234,0.0446297762692792,0.0450234664364673,0.0673580437571048,0.0350209088014661,0.259403628261021,0.00602833525546488,0.112932576919643,0.0230529413315866,0.0673580437571048,0.0350209088014661,0.259403628261021,0.00602833525546488,0.112932576919643,0.1129045099302,0.03210442226082,0.108818534793421,0
"Patient96",0.016625974122177,0.837095822050914,0.0755130231022091,0.0781725809998895,0.079944812830167,0.00721182249653528,0.0425108164752224,0.281031831701342,0.0852445510026015,0.1096364903353,0.0361234446955143,0.00721182249653528,0.0425108164752224,0.281031831701342,0.0852445510026015,0.1096364903353,0.138260210480717,0.0718438567020598,0,0
"Patient98",0.0209798157311068,2.16568804935343,0.0562035127670438,0.0645992689510329,0.0705764798721015,0.0285785270634074,0.0705745981757659,0.185378094217459,0,0.0872292534552195,0.0505412477145869,0.0285785270634074,0.0705745981757659,0.185378094217459,0,0.0872292534552195,0.0897756491028373,0.0251685426838172,0.0589482745015274,0
"Patient99",0.00856570928264756,0.587597800677729,0.0291848092833969,0.0327308671074793,0.035935882049295,0,0,0.233767658951481,0.0251598927539036,0.0829609315341723,0.0149208953817728,0,0,0.233767658951481,0.0251598927539036,0.0829609315341723,0.0725039317678031,0.0782063949113796,0,0.00914950648387002
"Patient9",0.0173649635109159,0.501974300496157,0.0524345624071373,0.0579028691543364,0.0619330155161011,0.0143902007687438,0.0363532164023759,0.280523378045519,0.016116491914406,0.0864702584456977,0.0187943965608876,0.0143902007687438,0.0363532164023759,0.280523378045519,0.016116491914406,0.0864702584456977,0.116377153266015,0.0153380048972431,0,0
"Patient56",0.00905148889726322,1.23407173082229,0.00504573704247597,0.0121949963518786,0.0280447365576669,0.0674834683317169,0.0579667642056127,0.19748377291462,0.0190345756623535,0.0869736261685949,0.0387257398471223,0.0674834683317169,0.0579667642056127,0.19748377291462,0.0190345756623535,0.0869736261685949,0.07968094073718,0.0410276437730091,0.100172923798268,0
"Patient191",0.00793107827149632,1.14563745312557,0.0291960096107481,0.040610296683872,0.0427050780810156,0.00409733379889355,0.0603976192462793,0.234902180541103,0.0418147174911426,0.103042316397128,0,0.00409733379889355,0.0603976192462793,0.234902180541103,0.0418147174911426,0.103042316397128,0.0797443357620935,0.0695413543436675,0,0.0301724762787299
"Patient189",0.0115643614044736,0.684719879986057,0.015423471774431,0.0434235319654981,0.0543226486349078,0.0590719445322459,0.050408681247934,0.259145922530809,0,0.096806905138459,0.0565353827141506,0.0590719445322459,0.050408681247934,0.259145922530809,0,0.096806905138459,0.0787486088156443,0.0205165029022855,0.0675723688002111,0.0481123244455933
"Patient200",0.0112286887542407,1.8168900241704,0.0505984763424518,0.0567051325864272,0.0592572094835002,0.00174345540606143,0.0440648073800765,0.234907944030061,0,0.0911861994398325,0.025786661956044,0.00174345540606143,0.0440648073800765,0.234907944030061,0,0.0911861994398325,0.0858756165568508,0,0,0
"Patient201",0.0907755316271716,0.353978829275714,0.0339245375973963,0.0368796342251224,0.0501548439383131,0,0.0261086591467237,0.294068086668659,0.0885351282169984,0.0908948462488754,0.158653753157796,0,0.0261086591467237,0.294068086668659,0.0885351282169984,0.0908948462488754,0.223018473394177,0.1312407941403,0.192149349823998,0.0123989058537509
"Patient203",0.0182185904047,0.7940984770432,0.0238235049986958,0.0299509798460428,0.0384181016718761,0.0315872758302563,0.0414730587128184,0.252532943604514,0.0196572798893774,0.0960647461475554,0.0417579165330799,0.0315872758302563,0.0414730587128184,0.252532943604514,0.0196572798893774,0.0960647461475554,0.0983116787917026,0.00571720106318242,0.0731889047877279,0
"Patient193",0.0320118866122218,1.23552521935969,0.0255890977147841,0.0302803996998002,0.0325471860227456,0.0358637642013296,0.0432202366406559,0.260575481900019,0.0408364761655104,0.110844943488701,0.0633200234115153,0.0358637642013296,0.0432202366406559,0.260575481900019,0.0408364761655104,0.110844943488701,0.105627704293909,0,0.0575494746927948,0
"Patient195",0.00330909849030558,1.1515707184574,0.0151754977576875,0.0206875823520447,0.0263268903037271,0,0.0378410035369556,0.258503062741853,0.0466167885845369,0.0861351903479008,0,0,0.0378410035369556,0.258503062741853,0.0466167885845369,0.0861351903479008,0.0741853512487691,0.0862306628880103,0,0
"Patient196",0.00850950440643311,1.1164530125692,0.0483576028178269,0.049411738743721,0.0476717834604018,0,0.0395954563980198,0.280150428397384,0.0603449520371342,0.102277451915657,0.0178825588987663,0,0.0395954563980198,0.280150428397384,0.0603449520371342,0.102277451915657,0.106776210379622,0.101487080712437,0,0
"Patient197",0.0472748817853386,0.683231088895714,0.0305173828571363,0.0334987607921214,0.0351879998301205,0,0.0282025930952849,0.288796623826592,0.0737486272086415,0.111380569917305,0.0533223966612707,0,0.0282025930952849,0.288796623826592,0.0737486272086415,0.111380569917305,0.188530256423964,0.175287643902823,0,0
"Patient204",0.0287301490052937,1.49465778186586,0.0407594095382065,0.0454465255549939,0.0483000395439278,0.0644009491500763,0.046783640305285,0.265671647321771,0.080167489697965,0.10794822462108,0.0230232976377046,0.0644009491500763,0.046783640305285,0.265671647321771,0.080167489697965,0.10794822462108,0.112032557943993,0.0807456123627836,0.12079311017196,0
"Patient205",0.021386235501645,0.757567591825543,0.0438334846626806,0.0507679102484991,0.0594219764620563,0.00831628296240671,0.0433670372006641,0.245079824414269,0.0233403944389148,0.103827914552623,0.0348311455983492,0.00831628296240671,0.0433670372006641,0.245079824414269,0.0233403944389148,0.103827914552623,0.0857543100137551,0.0721740613810908,0,0
"Patient206",0.0506244620688431,1.60152526439971,0.034342279982172,0.0410601652400307,0.0537072370452977,0.0442712464654171,0.0475726693621066,0.227799906819525,0.0884864800515296,0.0853150829558875,0.0761748337972883,0.0442712464654171,0.0475726693621066,0.227799906819525,0.0884864800515296,0.0853150829558875,0.113176324985536,0.0608470612762183,0.0825593772358035,0.0542568360689374
