"","Quantiseq_NK_cell","MCP_NK_cells","DeconRNASeq_BPRNACan_NK","DeconRNASeq_BPRNACan3DProMet_NK","DeconRNASeq_BPRNACanProMet_NK","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","DeconRNASeq_CCLE_TIL10_NK.cells","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_LM22_NK.cells.resting","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","DeconRNASeq_TIL10_NK.cells","CBSX__LM22__NK_cells_resting","CBSX__NSCLC.scRNAseq__NKT_cells","CBSX__TIL10__NK.cells"
"Pt8_Pre_AD153354.6",0.0787566040479161,0.437487028187934,0.0399197888217702,0.0441759331012678,0.0486369619885027,0.0187710089612924,0.10112636195622,0.148581825320149,0.0181884605178541,0,0.0843655574636834,0.0187710089612924,0.10112636195622,0.148581825320149,0.0181884605178541,0,0.117981088302406,0,0,0
"Pt11_Pre_AD153352.6",0.0798205260152899,0.693750513829235,0.0403334283519547,0.0409754462481733,0.0425791374015051,0.117676993484543,0.0389174394403897,0.0735279295952933,0.0125457177034214,0,0.11854102995959,0.117676993484543,0.0389174394403897,0.0735279295952933,0.0125457177034214,0,0.143252119856276,0.0199211324843429,0.0936403635182836,0.0439288757705912
"Pt28_Pre_AD297619.6",0.0692233681495457,0.713404943415875,0.0902567073058767,0.109191121360481,0.109208011790526,0.0486081030561445,0.131212692091623,0.147884832550015,0,0.0380570297618964,0.104497250609531,0.0486081030561445,0.131212692091623,0.147884832550015,0,0.0380570297618964,0.15040746903276,0,0,0
"Pt44_Pre_AD467790.6",0.0494843263993382,0.595185801711327,0.0632420912455669,0.0628633966472869,0.0761072107342562,0.0433324570564706,0.0544069422559216,0.127483054365022,0.0291242333829661,0.0254566534151428,0.0447740806890539,0.0433324570564706,0.0544069422559216,0.127483054365022,0.0291242333829661,0.0254566534151428,0.090164570237163,0.0119842470892655,0.108046886034545,0
"Patient100",0.035470058381879,7.30036792095157,0.0142190051008355,0.0492832405712961,0.0531867692888585,0.205144287205303,0.092726225738182,0.130647342736552,0,0.101427553443901,0.0510798303328696,0.205144287205303,0.092726225738182,0.130647342736552,0,0.101427553443901,0.0805480672349584,0,0.112832182305599,0.028100882154085
"Patient102",0.0254193886741464,0.899739030032286,0.0916042557522632,0.0963368335015721,0.102983174609203,0,0.0246852338239535,0.286348388617656,0.0662251176187052,0.0871822754218959,0.0602014086041166,0,0.0246852338239535,0.286348388617656,0.0662251176187052,0.0871822754218959,0.112862904519586,0.00183364329182164,0,0
"Patient105",0.0211105470254601,0.3322805269546,0.0568149228950705,0.0553439468893132,0.0580309316111566,0,0.0323240645590086,0.290126871698374,0.0842295680716195,0.117377874241976,0.0776408482959868,0,0.0323240645590086,0.290126871698374,0.0842295680716195,0.117377874241976,0.175199296542823,0.118700264668377,0,0
"Patient106",0.0119296386847767,1.76810030755379,0.0318610952084969,0.0324854676311797,0.0364601843938453,0.00446133607429561,0.0390863584287796,0.27374014250202,0.0224182492375266,0.10294407245674,0.0498287882401386,0.00446133607429561,0.0390863584287796,0.27374014250202,0.0224182492375266,0.10294407245674,0.0963068715340882,0.0279451330167807,0,0.01448578491362
"Patient107",0.0414909256925725,0,0.0388137595595308,0.0437009042296489,0.0520800953453417,0.0916382293587086,0.019366638720658,0.300324073673156,0.287383502434543,0.08867638860465,0.0966837272137667,0.0916382293587086,0.019366638720658,0.300324073673156,0.287383502434543,0.08867638860465,0.163269053412314,0.103784195428409,0,0.28280400486308
"Patient108",0.0343108210402238,0.0216443772328571,0.0725121899434683,0.0724846160514599,0.0781535553028352,0,0.0383312934199794,0.284166196050233,0.0198181158145958,0.112034550112462,0.0980726279689678,0,0.0383312934199794,0.284166196050233,0.0198181158145958,0.112034550112462,0.155000389797659,0.0651739614973864,0,0.320772074657457
"Patient10",0.0229493095953395,1.8257824218551,0.0147293660211442,0.0154148378313676,0.0161881335319244,0.121013991101006,0.023688995509727,0.283917312340946,0.0643429671970901,0.0915213223034196,0.00808427089274171,0.121013991101006,0.023688995509727,0.283917312340946,0.0643429671970901,0.0915213223034196,0.104421470252436,0.0292344519793186,0.178557500415153,0.0135530295016563
"Patient112",0.026584467086376,1.86378178484174,0.0325454053080581,0.0417035226685175,0.0436414657953363,0.0437335975916967,0.0440918744470459,0.270348938052544,0.0833257682748392,0.112815779245189,0.0348816730213987,0.0437335975916967,0.0440918744470459,0.270348938052544,0.0833257682748392,0.112815779245189,0.119599171755395,0.128110765694534,0,0
"Patient116",0.0438849387439512,1.02631982332304,0.0238985260307537,0.0309401214387993,0.0356849455966564,0,0.0328739990416368,0.276405792067961,0.0500522763806108,0.106096674207576,0.0508797682090391,0,0.0328739990416368,0.276405792067961,0.0500522763806108,0.106096674207576,0.147081998038734,0.0357177069726369,0,0
"Patient117",0.014288651097603,1.31414242906166,0.0129030254748362,0.0165369721346028,0.023442393251993,0.0148633578357739,0.0480275596242476,0.19455292791967,0.000668496092809661,0.0695153353052523,0.0322435560090192,0.0148633578357739,0.0480275596242476,0.19455292791967,0.000668496092809661,0.0695153353052523,0.062366558582471,0.11102357052594,0,0.00367441321707847
"Patient11",0.0157719920301282,0.953763124431043,0.0565689090533688,0.06174084189872,0.0649873656943208,0,0.0266625195388035,0.282592044318752,0.0195418600635774,0.098378546961923,0.0231454998765728,0,0.0266625195388035,0.282592044318752,0.0195418600635774,0.098378546961923,0.0974066086141856,0.0222927767874989,0,0
"Patient121",0.0285578966966076,1.43085863441776,0.0444046527290095,0.0486961523358962,0.0492636081763219,0.0518028618538485,0.0438056599015283,0.258451895207555,0.0254772504313635,0.101467060794178,0.0298448003771995,0.0518028618538485,0.0438056599015283,0.258451895207555,0.0254772504313635,0.101467060794178,0.102726239843672,0.0189294055811862,0.0663073305966018,0
"Patient125",0.0145080556593833,4.99470387098854,0,0,0,0.114969875530584,0.0126114340196321,0.102519452145899,0.0593356222106119,0.108349853982354,0.000584538677631585,0.114969875530584,0.0126114340196321,0.102519452145899,0.0593356222106119,0.108349853982354,0.0299607634534303,0.0364483333881015,0.107961713999481,0.0139104370654843
"Patient126",0.0263458187305533,1.35444086198819,0.040148860617286,0.0417268058262881,0.0443118458374851,0.0221012175183467,0.0702052229986728,0.202885204614249,0.030985575816156,0.0948712819417702,0.0346132868928016,0.0221012175183467,0.0702052229986728,0.202885204614249,0.030985575816156,0.0948712819417702,0.0960764424387594,0.0397917705951613,0.0376857464769219,0
"Patient127",0.0145978738890389,1.90470641401556,0.054794876762173,0.0569008186761311,0.060034924999108,0.113169825507749,0.0489661170044565,0.269786928375494,0.108526150187982,0.110018593094285,0.0411613827859196,0.113169825507749,0.0489661170044565,0.269786928375494,0.108526150187982,0.110018593094285,0.105281404774037,0.113257352174383,0,0
"Patient130",0.0076721720376906,0.966253228260857,0.0424631443068091,0.0411730037055666,0.0465645082075567,0,0.0648017362605728,0.212459789737136,0.0174685389870248,0.0852145457247244,0.0208601600982766,0,0.0648017362605728,0.212459789737136,0.0174685389870248,0.0852145457247244,0.0757251023715606,0.11499874515187,0,0
"Patient131",0,0.231972519911429,0.0645617832989658,0.0667894597041906,0.0718924278014876,0,0,0.302422515344407,0.0344077865781545,0.0871229262488707,0.0392355837173099,0,0,0.302422515344407,0.0344077865781545,0.0871229262488707,0.0794929631240486,0,0,0.0109441182458833
"Patient132",0.0172178894208531,1.40443797742193,0,0.0132736326028596,0.0176514118730874,0.0244957606103807,0.054605198203198,0.216245208547971,0,0.105161515564436,0.0161740735601607,0.0244957606103807,0.054605198203198,0.216245208547971,0,0.105161515564436,0.0704967727890917,0.0029461000197262,0.0605020296499773,0
"Patient133",0.00850788067605749,0.986085759664043,0.0248951970850463,0.0287706598565177,0.0322292374831166,0,0.0188556207432474,0.268361262719468,0.00579921371075324,0.104661173856236,0.00153500803965478,0,0.0188556207432474,0.268361262719468,0.00579921371075324,0.104661173856236,0.0623263122282431,0.0239992600593815,0,0
"Patient134",0.0199497452548338,1.12520216511863,0.022738598018677,0.0336624648141665,0.0395245063190177,0,0.0341328188270755,0.198328074190186,0,0.103979966609013,0.0348741738649335,0,0.0341328188270755,0.198328074190186,0,0.103979966609013,0.0741782232672285,0.0025398015331775,0.0093314386392476,0
"Patient135",0.0100509603455396,0.958512397102,0.0356353117029378,0.0421425005855207,0.0410747112205686,0,0,0.27214599892126,0.0852651039939889,0.110690605297957,0.00942268285680161,0,0,0.27214599892126,0.0852651039939889,0.110690605297957,0.0696039100450255,0.0330500694882584,0,0
"Patient137",0.0421350018258259,2.10721488974819,0.0133970791781948,0.0451565364541685,0.0518000764864198,0.123732823293698,0,0.105728033943247,0,0.101755047067157,0.0468884475211832,0.123732823293698,0,0.105728033943247,0,0.101755047067157,0.0909222722200386,0,0.0835947867262882,0.0101139377056762
"Patient13",0.0211967538857193,1.03074423280686,0.0332670476627824,0.0332463623631851,0.0345769502326395,0.0872116025499827,0.0292211167665035,0.28076821219979,0.0381901348037604,0.111305962529339,0.0254701974827402,0.0872116025499827,0.0292211167665035,0.28076821219979,0.0381901348037604,0.111305962529339,0.128768614076483,0.067319074832933,0,0
"Patient140",0.0163109575472444,2.01455069110213,0.0399414202292282,0.0430968932903064,0.0447051239415834,0,0.0338701628939454,0.278554463291922,0,0.109081007171007,0.0389252038447347,0,0.0338701628939454,0.278554463291922,0,0.109081007171007,0.122165604090111,0.15353003586125,0,0.0189990041590497
"Patient141",0.0169715551323057,0.3874798949391,0.0547953478953708,0.0577742603736526,0.0640544645035929,0,0.0441286696087146,0.278274345743345,0.0546489177866429,0.0958186825976611,0.0252982293176914,0,0.0441286696087146,0.278274345743345,0.0546489177866429,0.0958186825976611,0.09284182105257,0.0760475520750209,0,0
"Patient142",0.00378582537035097,1.08170902788,0.0494117214326435,0.0497975390710318,0.058459414492249,0,0,0.269174709522851,0,0.0926449908236465,0.0413529571593131,0,0,0.269174709522851,0,0.0926449908236465,0.0862377344143876,0,0,0
"Patient143",0.00219154099719587,0,0.0668662969485108,0.080723941993861,0.0897473331705224,0,0.0434617952780969,0.242576426914311,0,0.0494966776842667,0.0757775143677707,0,0.0434617952780969,0.242576426914311,0,0.0494966776842667,0.134139616094745,0,0,0.0511519372330572
"Patient144",0.0283375973934703,0.256371515561286,0.0312846234818377,0.0361177352140231,0.0393729626471215,0,0,0.304974761179275,0.0813934720736562,0.09007582114297,0.0617654362164325,0,0,0.304974761179275,0.0813934720736562,0.09007582114297,0.109577140343401,0.0397006169929556,0.14577836015411,0.00171249577025043
"Patient145",0.00313546305350119,2.99774990333793,0.0240757703000937,0.024893660074453,0.0334088131751008,0,0,0.263040882053636,0,0.0921724743733391,0.0504668603912046,0,0,0.263040882053636,0,0.0921724743733391,0.0880125976753008,0,0,0
"Patient146",0.0356186603213391,1.1929295557316,0.0450928608586381,0.0482810019004267,0.0540840023593454,0.104490326970482,0.0397923994002901,0.269700354973453,0.0116056331629497,0.104578256875089,0.0481754872528009,0.104490326970482,0.0397923994002901,0.269700354973453,0.0116056331629497,0.104578256875089,0.141387548632905,0.0233868488566851,0,0.0001398528203389
"Patient147",0.0129095462294676,0.314002638491543,0.0383375346819559,0.0451314050412719,0.0513678021786408,0,0.0389626444689129,0.280194806783981,0.0342045039477377,0.104689133307933,0.0294272192744746,0,0.0389626444689129,0.280194806783981,0.0342045039477377,0.104689133307933,0.11215175311767,0.071787120451216,0,0
"Patient148",0.00746605660892422,1.38069581880187,0.0532452253093742,0.0526675477276721,0.0548398939877608,0.00100179122302296,0.0382951147009252,0.278551350895164,0,0.100879265595304,0.0276738450353525,0.00100179122302296,0.0382951147009252,0.278551350895164,0,0.100879265595304,0.0859586209778074,0.0121782468330218,0,0
"Patient149",0,1.00994810634833,0.0437691229361629,0.0491352824564201,0.0592702452195166,0.0377649543707551,0.0293097111104098,0.19596641922627,0,0.100421598505393,0.042685087173481,0.0377649543707551,0.0293097111104098,0.19596641922627,0,0.100421598505393,0.0830047810401562,0.0273716713196876,0.0138959289190791,0
"Patient14",0.0254432215598808,3.33212677979357,0.0353324831317127,0.0348275134504089,0.0428899548371936,0,0,0.283620402381156,0.0170075362110679,0.0976667223474532,0.027591910037818,0,0,0.283620402381156,0.0170075362110679,0.0976667223474532,0.0784651547414457,0.01597118827956,0,0
"Patient150",0.03098923961496,0.220766391562329,0.054285576325941,0.0575772126241143,0.05602722553292,0,0.0325972057174283,0.277840321208962,0.0156972370767898,0.105154820933259,0.0655168218330245,0,0.0325972057174283,0.277840321208962,0.0156972370767898,0.105154820933259,0.128464065860859,0.00792359229010181,0,0.0547344869721175
"Patient154",0.0462970440854523,0.9281906326654,0.0159153541471322,0.0206905986126233,0.0341630134684917,0.0967813371712253,0.0335912463421326,0.278280165971427,0.0571941383475153,0.0978744932985849,0.092747316016588,0.0967813371712253,0.0335912463421326,0.278280165971427,0.0571941383475153,0.0978744932985849,0.109183078355278,0.0565314099892028,0.103360374109573,0
"Patient155",0.0314661781524354,0.395661441631743,0.0171846586155867,0.0211425016447271,0.0236163909092998,0.0287742648603688,0.0367317533046006,0.267202164337357,0,0.105112764180742,0.0533828637173794,0.0287742648603688,0.0367317533046006,0.267202164337357,0,0.105112764180742,0.124694361139851,0,0,0.0234827637482996
"Patient156",0.0106408881226111,0.932093558886786,0.0368090888793476,0.0338041778746185,0.0409123026668937,0,0.0348039862554482,0.279043973803755,0.038043481892263,0.104557074227575,0.0320678435705405,0,0.0348039862554482,0.279043973803755,0.038043481892263,0.104557074227575,0.0816552298746095,0.0774512196992819,0,0
"Patient158",0.0701571287074625,1.24402921260907,0.0291666750887613,0.0206747718099084,0.0261846482283783,0.0351302223483676,0.0651070959583201,0.221950193780205,0.016873695851084,0.105675889722924,0.0598994039438711,0.0351302223483676,0.0651070959583201,0.221950193780205,0.016873695851084,0.105675889722924,0.215657942071326,0,0.16475278648643,0.061393065560537
"Patient159",0.0150431027223776,0.903401943551229,0.0288982759262392,0.0336750233680651,0.0439156219050286,0.0373917555675404,0.0410218667089721,0.27305644129062,0.0346137277402138,0.105137877730082,0.0156775877659205,0.0373917555675404,0.0410218667089721,0.27305644129062,0.0346137277402138,0.105137877730082,0.110796093058118,0.031818389137785,0,0
"Patient15",0.022440312647408,5.09485669877749,0.0572141948393803,0.0627217062265218,0.0609673105798987,0,0.0273747857676398,0.283216091649919,0,0.114487126131793,0.0294629894082022,0,0.0273747857676398,0.283216091649919,0,0.114487126131793,0.0888287994300369,0,0,0
"Patient162",0.0580950304212096,2.438106105081,0.0627454655740519,0.0652390913289006,0.0682171519238815,0,0.0337398006760728,0.256158522419031,0.00875646942084409,0.0921331255394819,0.108948266189014,0,0.0337398006760728,0.256158522419031,0.00875646942084409,0.0921331255394819,0.143129056364786,0.00838020282688616,0,0.0178763167757958
"Patient163",0.0489715227917341,2.02901524646243,0.0383288659235043,0.0381411755271597,0.0425374604957334,0.12432808324005,0.039066401595315,0.271166003702714,0.0811918461149177,0.111094509265657,0.069319182066021,0.12432808324005,0.039066401595315,0.271166003702714,0.0811918461149177,0.111094509265657,0.176075675400577,0.0618953236123512,0.186723619450659,0
"Patient165",0.0257779231602559,0.699446845452,0.0414946995860636,0.0428709615047098,0.0437409008005345,0,0.0219923108765663,0.284096177918544,0.0334364467741903,0.0697290999368351,0.0187115456005291,0,0.0219923108765663,0.284096177918544,0.0334364467741903,0.0697290999368351,0.10153548067223,0.0351197151224363,0,0.014372847654926
"Patient166",0.0195250137387637,0.110329153913857,0.0445389455907756,0.0493917314874034,0.0598197587784227,0,0.0356325226822583,0.286214389848778,0.0312461672368641,0.0893583213348775,0.040290132796695,0,0.0356325226822583,0.286214389848778,0.0312461672368641,0.0893583213348775,0.133835290706952,0.127213051916381,0.216775499218562,0
"Patient167",0.0208508024988182,2.28104685769257,0.0532980932575357,0.0529251084624518,0.0566971383511064,0,0.034093821902897,0.279445795353235,0,0.107115619441867,0.0265685769827783,0,0.034093821902897,0.279445795353235,0,0.107115619441867,0.0761133311465276,0.00642287535444515,0,0.00669222383838736
"Patient168",0.0112696924365465,1.52141244225833,0.0478964236209818,0.0547525012740024,0.0560012512649565,0,0.0185676226404633,0.299512864520242,0.020862656526582,0.0864771970658487,0.0351675181452575,0,0.0185676226404633,0.299512864520242,0.020862656526582,0.0864771970658487,0.110096820201437,0.0469339612487759,0,0
"Patient169",0.0172711618687456,0.842085703133229,0.0104901838477363,0.00689965682649952,0.0126445407401603,0,0.0513202315058045,0.198265019824814,0,0.105463568651134,0.0083022075325895,0,0.0513202315058045,0.198265019824814,0,0.105463568651134,0.096688764133276,0,0.0304531065536804,0.0114761766304182
"Patient170",0.0179562986846363,0.559746808557657,0.0545263621251197,0.0612503345427072,0.0694718619140468,0.0393088619495071,0.0452551815324712,0.266969618798743,0.0204087322746315,0.102323008801258,0.0377473582010549,0.0393088619495071,0.0452551815324712,0.266969618798743,0.0204087322746315,0.102323008801258,0.104156514244868,0,0,0
"Patient172",0.0209006377169098,1.16730384433397,0,0,0.00206971260442923,0.0518723272585433,0.0660302995550753,0.195988031089532,0,0.0961544047628742,0.0554101043126439,0.0518723272585433,0.0660302995550753,0.195988031089532,0,0.0961544047628742,0.0825739238810649,0,0.0605891125575666,0
"Patient173",0.0311006623674413,0.626555363221929,0.0437796870314179,0.0511179234588949,0.0520947084885778,0,0.00652858848129057,0.297708982928259,0.0547051356871813,0.0937843911531395,0.023215082701505,0,0.00652858848129057,0.297708982928259,0.0547051356871813,0.0937843911531395,0.101463204450443,0.0773580382266961,0,0
"Patient179",0.0139159066934778,0,0.0525190033701657,0.0550312924782247,0.0533582925275481,0.793941882893721,0.0437848275833276,0.278539738586043,0.18376882572072,0.10900397778991,0.0292617930672648,0.793941882893721,0.0437848275833276,0.278539738586043,0.18376882572072,0.10900397778991,0.154809018772212,0.140618882040154,0.12411667482888,0
"Patient17",0.0292792565588787,0.927799289038757,0.010248264854428,0.0127931091445389,0.0268379579740728,0.0313299932112428,0.0632686051715862,0.197049475099505,0.0263551538223844,0.0874883365712574,0.0239143516718136,0.0313299932112428,0.0632686051715862,0.197049475099505,0.0263551538223844,0.0874883365712574,0.0890638839198025,0.00653465829106969,0.0560776723179566,0.0355394189936492
"Patient181",0.0207758596183986,3.27139281447273,0.0283247154954815,0.0382507419783233,0.0440815947166428,0.039178010406988,0.0331574618080469,0.261881902534044,0.0651089420762977,0.0660960561229079,0.0364630776909056,0.039178010406988,0.0331574618080469,0.261881902534044,0.0651089420762977,0.0660960561229079,0.0854398447671144,0.0773321065427475,0.132266359120192,0
"Patient183",0.0103700683610907,2.49613482585714,0.0315839794600489,0.0364445447249102,0.0438118743178119,0,0.0497428736206581,0.262208044394082,0.0413374288056001,0.101481186782641,0.0192047187680395,0,0.0497428736206581,0.262208044394082,0.0413374288056001,0.101481186782641,0.0590871666257312,0,0,0
"Patient184",0.0206508951110945,0,0.0510372933055711,0.0507501206380304,0.062908737326979,0.0720793416442499,0.0785814824734977,0.232575187522837,0.0390947783078251,0.0990264129936738,0.0781823133357949,0.0720793416442499,0.0785814824734977,0.232575187522837,0.0390947783078251,0.0990264129936738,0.134247118051033,0.0874555930845038,0.109216285322651,0.00730428157115927
"Patient185",0.017042670555271,1.78742160398143,0.0212866833734116,0.0236357174817804,0.0283094823151421,0.0054899754303324,0.0430067531163825,0.272265045138204,0.0163018177125504,0.0853929305907545,0.0312244930928472,0.0054899754303324,0.0430067531163825,0.272265045138204,0.0163018177125504,0.0853929305907545,0.0825625105016712,0,0,0
"Patient187",0.0431411713235922,0.781552888750829,0.0454713132965172,0.0453903188897542,0.0498346826272343,0.0288854541367981,0.0434502182272993,0.237841945672067,0.0703228915335288,0.102162678156985,0.0716707322294505,0.0288854541367981,0.0434502182272993,0.237841945672067,0.0703228915335288,0.102162678156985,0.115133329469591,0.0106910098335259,0,0.0143643499521691
"Patient188",0.0371834270768674,0.502451392190929,0.0295349230144765,0.0277777176870925,0.0333503698889996,0,0.0356664551237199,0.279922903884506,0,0.112852659691606,0.0652154498323429,0,0.0356664551237199,0.279922903884506,0,0.112852659691606,0.163397816453747,0,0,0
"Patient18",0.0247507214937661,0.585999108982329,0.0440775612531135,0.0467979377729566,0.0469373496845404,0,0.0409820274486706,0.275249169071466,0.0486295408606542,0.0345275231162164,0.0355419737356903,0,0.0409820274486706,0.275249169071466,0.0486295408606542,0.0345275231162164,0.0961437915744522,0.0463328992863251,0,0
"Patient1",0.00552404861888715,0.497796082283,0.0591853988140449,0.055142544309485,0.0576833772105532,0,0.0371064553393207,0.282755697890242,0.0170007789594111,0.112700083097103,0.0412929670109119,0,0.0371064553393207,0.282755697890242,0.0170007789594111,0.112700083097103,0.0917291097220462,0.016672211112988,0,0.0259162881537277
"Patient20",0.000901653656656288,1.15126422361404,0.0386699820738127,0.0420830654748459,0.0536117444684608,0.0208927929288028,0.0501981368053816,0.218714537086819,0,0.10386370368197,0.0184866573671366,0.0208927929288028,0.0501981368053816,0.218714537086819,0,0.10386370368197,0.070343699443141,0,0,0
