"","Epidish_BPRNACan_cancer","DeconRNASeq_BPRNACan_cancer","Epidish_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","Epidish_CCLE_TIL10_Cancer.cells","DeconRNASeq_CCLE_TIL10_Cancer.cells","CBSX__CCLE.TIL10__Cancer.cells"
"Gide_PD1_41_Pre",0.976304984657501,0.34833752660392,0.960522719047388,0.3770975406087,0.958854504351274,0.367882510473053,0.743201629352444,0.360208769124435,0.823339715908213
"Gide_PD1_42_Pre",0.962193107615022,0.213134844558263,0.923107915999331,0.25522227410453,0.898978964435665,0.25146115683059,0.622382823956495,0.268950115588613,0.726442564319049
"Gide_PD1_44_Pre",0.713318160139092,0.342910254198997,0.719555535143674,0.371744345096126,0.708231638838463,0.367757514472677,0.130372530743687,0.167844683577887,0.0977047942258225
"Gide_PD1_45_Pre",0.8627165832648,0.232398993884655,0.74045028175669,0.260413540154212,0.723488238444877,0.262448017552698,0.0123855979379495,0.109541442919732,0.0555370240182788
"Gide_PD1_46_Pre",0.959649364317228,0.371110908987728,0.913351108197581,0.397127039997101,0.890329827670859,0.393799687572236,0.7147441164985,0.327663878077006,0.621906831517911
"Gide_PD1_47_Post",0.88684333167331,0.280077004149965,0.79521907389874,0.307958149219841,0.773447044480941,0.305874115798489,0.263125891528788,0.185527605173226,0.238927992651827
"Gide_PD1_47_Pre",0.92428110837327,0.287561945918384,0.856114995561107,0.313091631386979,0.829051775262625,0.31353543417517,0.0936966553419502,0.117856252134858,0.10857626584984
"Gide_PD1_48_Post",0.67037521323186,0.312519338745661,0.578456118417781,0.334370077836424,0.589237935804694,0.335465646857911,0.166973539880747,0.13554226118651,0.100240262991634
"Gide_PD1_48_Pre",0.810933325194915,0.347016338654814,0.682663385205759,0.367773092629932,0.688138040474362,0.362698820057075,0.324414926662326,0.231590582269466,0.385657875481603
"Gide_PD1_49_Pre",0.969264494298167,0.376537923806153,0.943299881784521,0.402484680423362,0.931991665276306,0.393067384999304,0.619500237061903,0.344574866143545,0.545081922660912
"Gide_PD1_5_Pre",0.985715920957322,0.390572517067213,0.951916083004691,0.442895495830726,0.938162257061019,0.427883867918828,0.8401631164872,0.325731692203212,0.777020131011946
"Gide_PD1_50_Pre",0.971396095811515,0.425889287346097,0.948769946115764,0.449680684559766,0.912314323383657,0.43624522126702,0.756024961485935,0.343800614240742,0.683453137394956
"Gide_PD1_52_Pre",0.896160507769821,0.345585773973214,0.838100505068307,0.374700543763648,0.838190784396576,0.375844505079601,0.653021135715101,0.221743731433054,0.620647232785629
"Gide_PD1_53_Pre",0.636967249412638,0.244022769425212,0.524682626874012,0.272919235114856,0.513200604469011,0.269315529912927,0.00082569051410755,0.128217338517613,0.036718061407656
"Gide_PD1_54_Pre",0.944968126865858,0.43328787220449,0.888267541044473,0.458269898208528,0.84402013273496,0.450561689548534,0.954959705713919,0.348690862470662,0.87316231729223
"Gide_PD1_6_Pre",0.583970082163268,0.298431121800385,0.675917880457941,0.339793727187521,0.663077272569422,0.339683710413355,0.179142485933354,0.196334387453866,0.238211514480871
"Gide_PD1_7_Pre",0.957125398384241,0.413432638708692,0.932755742423048,0.430506789148101,0.920660377146841,0.418584500699542,0.573974214796616,0.285900688475165,0.502077776748499
"Gide_PD1_8_Post",0.977110464186234,0.404295219440882,0.937432150199404,0.428598986978182,0.938637441952762,0.424197654045071,0.831934119700642,0.328884965474698,0.726793017492425
"Gide_PD1_8_Pre",0.983752655990148,0.311365329510709,0.944961431258764,0.349738488315812,0.933390217186129,0.350241724013249,0.943797206772018,0.393451030803288,0.922323134874388
"Gide_PD1_9_Pre",0.85435879941541,0.341370379897484,0.865928008363791,0.374278301630793,0.83255855701253,0.363973680444118,0.274889783571411,0.188174858181684,0.280849653895552
