"","Quantiseq_B_cell","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_B.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_B.cells","Epidish_CCLE_TIL10_B.cells","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CD226_B","DeconRNASeq_CD226_B","Epidish_TIL10_B.cells","DeconRNASeq_TIL10_B.cells","CBSX__NSCLC.scRNAseq__B_cells","CBSX__scRNA.melanoma__B_cells","CBSX__HNSCC__B_cells","CBSX__TIL10__B.cells","CBSX__CCLE.TIL10__B.cells","CBSX__CD226__B"
"J1_p3_rep2_B",1,0.975862738788936,0.540167631556247,0.968636529717004,0.653285693866077,0.837211437744088,0.636621656790576,0.0833718543561559,0.188729720463817,0.930207702256226,0.525776226675171,0.954538172691153,0.70933033466781,0.852607416332532,0.507500398501352,1,0.851129038025616,0.0866784197014129,0.75174113800922,0.869093123853702,0.351059593536259
"J4_p3_rep1_B",0.832612456739912,0.950943439837525,0.546939480568373,0.939358996390105,0.647816084009884,0.789310468305261,0.633228837462044,0.0851761494730051,0.198778394493946,0.708271752271918,0.519130169120912,0.951994404227816,0.679483653045045,0.733295762681646,0.511441358877523,1,0.86199012437951,0.0880561720956328,0.771659950401967,0.701512243992178,0.307947697800933
"J4_p3_rep2_B",0.814178815561301,0.956350821067855,0.555374484828314,0.94027434935635,0.655877767764335,0.803650372455876,0.642648058221421,0.0845848491937592,0.200401571526771,0.698736522778469,0.532095675248918,0.958331447773326,0.681629300613841,0.727366204757014,0.523965543138679,1,0.865042387177635,0.0913395980635318,0.824109960816423,0.672832714405205,0.305639766189245
"J8_p3_rep1_B",0.765370516146644,0.947508168080279,0.54728929194092,0.935473508442311,0.651922666123726,0.810815340493546,0.637806951314227,0.0872921027089423,0.199356174587907,0.75524590571174,0.535217502878494,0.953275725956216,0.665439716043401,0.731291446910827,0.52676107030694,1,0.813999608725008,0.0915631100891184,0.745817885307031,0.762243466171452,0.314232618028687
"J8_p3_rep2_B",0.793905867142392,0.94851190035739,0.5419730841888,0.94031189023512,0.649367354808589,0.823174717247075,0.635390732037242,0.0862790884673484,0.197717619998324,0.777395643635595,0.53030514632828,0.956579387797148,0.667797931963736,0.704562285097792,0.517568233081548,1,0.848265532405343,0.0923480026630779,0.738981315998173,0.802811686379894,0.318701891741031
"J11_p3_rep1_B",0.791494443555056,0.943035469851587,0.530576579784058,0.937733245168155,0.642906688217422,0.825192309096966,0.629787477260745,0.0937588774037596,0.203995482559721,0.819713909281037,0.515795795103957,0.96169260723162,0.686614952482339,0.700158293013639,0.498959311605892,1,0.837483889994876,0.0961529123225346,0.739236574776335,0.802924853802209,0.324944926032389
"J11_p3_rep2_B",0.788884441015064,0.948886518350685,0.531330266712619,0.947557199233737,0.643648199960296,0.835972456770251,0.630312311361967,0.0933450107226808,0.204206851695213,0.824364779893735,0.517997861978859,0.962271415003713,0.685171664923669,0.676800050362133,0.50052435207867,1,0.827233196373384,0.0975028993260762,0.736902307872511,0.737478309949025,0.317217870970917
"J14_p3_rep1_B",0.789912004466593,0.958206400885847,0.528429928601183,0.952787493914403,0.645570734920808,0.825905485362666,0.63051223360975,0.105709809096318,0.218518882135693,0.863741083483858,0.525824925131604,0.960647755220851,0.709799845780545,0.691424298587976,0.50781666311313,1,0.822567835839792,0.111444913810775,0.796002356862485,0.839274548589787,0.311860255263189
"J14_p3_rep2_B",0.751606389305898,0.958470844519154,0.535368188635314,0.954195043028548,0.653191452358675,0.83818880030854,0.638187619007212,0.103579870709963,0.213324583317178,0.831145164908221,0.514199135497463,0.967833559782204,0.714389871101265,0.671768203180987,0.4963173091338,1,0.836704050618292,0.107483006838186,0.682298492653051,0.850760078357426,0.310074311460701
"J1_p1_rep1_hetero",0.850241871644531,0.85885581481333,0.534626066148027,0.792289811781335,0.636178714603374,0.669124423342376,0.615684313143706,0.0707595612808845,0.182680082012741,0.51600804991449,0.53144083611653,0.843730253180775,0.802210383176771,0.717733307167201,0.51737554312227,0.999213401848678,0.732271618810996,0.0752741386357002,0.501356571967829,0.549660350887159,0.271545724187478
"J2_p1_rep1_hetero",1,0.854448431893142,0.527226551101279,0.799893812649899,0.596197629715354,0.656121197505473,0.558927046256347,0.0683807240959946,0.166619461796079,0.844955480367755,0.600354040262486,0.909641700885397,0.820322909928515,0.839309835465718,0.577683266972947,1,0.854492651861425,0.0683873467093226,0.655503321060632,0.746702204571361,0.267982830812631
"J3_p1_rep1_hetero",1,0.873076121994883,0.514570155001824,0.846669489535164,0.568413700307861,0.707347493631819,0.537508572143779,0.0456317158544798,0.145329597599604,0.810296478576227,0.59665055324792,0.938050657353919,0.819339243001001,0.870887387004345,0.574284712381945,1,0.87842852242596,0.0415317847165142,0.714885896870078,0.767060431448838,0.294561240281647
"J4_p1_rep1_hetero",0.999999999999999,0.886303029237203,0.531008862380461,0.812195972866637,0.579245867686742,0.705055511834305,0.552705089867636,0.0736676569995945,0.180626443323954,0.870486178493025,0.557258788182436,0.951628460915678,0.824618173476005,0.866478957494159,0.536448393646815,1,0.851863282408114,0.0682985418324362,0.689430686360052,0.768190291444986,0.276740432593696
"J5_p1_rep1_hetero",0.999999999999998,0.87285263502453,0.522579623539563,0.72489002010628,0.561045224965835,0.666951457244847,0.536487339783038,0.102655645129322,0.211452814767166,0.825049791359574,0.534802017498171,0.945653814800362,0.831333640610826,0.878944054174828,0.516754738680115,1,0.860569199497066,0.0971615949329755,0.752584671825682,0.721790466038767,0.301792088068783
"J6_p1_rep1_hetero",1,0.873379899983812,0.515721490793807,0.770511524474209,0.553234146671255,0.707265532650661,0.536219429714556,0.113636025271578,0.213001686781281,0.710311732860419,0.539148052631019,0.956667617201762,0.830714524332703,0.860201402368568,0.529051297484058,1,0.850185881204404,0.109588013159938,0.729952603235523,0.671814083126621,0.28603470228394
"J7_p1_rep1_hetero",0.999999999999999,0.867301325296187,0.510239598277789,0.75553517078285,0.550018867319472,0.711472332396446,0.53187963097835,0.109644138424789,0.203249891246963,0.722018508619299,0.531981207363567,0.960640441590168,0.82475596395126,0.872625477119871,0.51960554432934,1,0.860169388021274,0.100675300897761,0.682745009636541,0.647133257892918,0.294927095217079
"J8_p1_rep1_hetero",0.999999999999999,0.864137877534588,0.51373565048058,0.765275546725237,0.559958877391329,0.742437278014423,0.542000717489147,0.0963044146653034,0.197050428118784,0.752853586729283,0.527309617078359,0.965051478050976,0.830978826785385,0.868851746721949,0.514077045365968,1,0.866189705776146,0.0901628402476444,0.709581021484015,0.641262016467851,0.278027505942165
"J9_p1_rep1_hetero",1,0.87158092945331,0.515548724145231,0.787907886207845,0.565008958705668,0.764096961670545,0.544361500291317,0.110439556039355,0.221826696968805,0.774233562139814,0.529761858107878,0.962614848141403,0.84939833969118,0.851142271270465,0.512093654144288,1,0.864600384204878,0.110870887476241,0.639473133831635,0.660057595800856,0.281719598695321
"J11_p1_rep1_hetero",1,0.869203486383448,0.534668084271289,0.785718130924619,0.578306569798272,0.734688095958256,0.560646832404758,0.12588434994055,0.250372539601551,0.755953996524792,0.554497918683581,0.962397142877833,0.832774999245295,0.868008206563299,0.537177322201979,1,0.865034544369325,0.130547737111582,0.77109953580052,0.731229011856263,0.299546021138016
"J13_p1_rep1_hetero",1,0.865436788373168,0.501757537323721,0.798217255210642,0.545969892626923,0.729930243426783,0.52964413363674,0.146131499476691,0.244522409609233,0.748329321150574,0.551171429726193,0.97556129995701,0.829970554586722,0.857629064206938,0.536375514050888,1,0.838173273098144,0.1442789233283,0.791619709651821,0.706091664775695,0.286615355173233
"J1_p1_rep2_hetero",0.859808697531194,0.849838208916457,0.53337893283869,0.803181413487721,0.634266313709201,0.651379678668862,0.612045678452883,0.0705007495782053,0.178929430112665,0.58643206036192,0.546524540237095,0.851085202778102,0.803865504184022,0.728384324401264,0.531822555248557,1,0.746893108404206,0.0736563650424229,0.510551617321282,0.600734661527392,0.271169696746314
"J2_p1_rep2_hetero",1,0.855157245690247,0.524387645223549,0.799914561550221,0.591973814606908,0.671665106945607,0.557745152779186,0.06129076414319,0.159710685450962,0.842771111269903,0.600045697671731,0.899554099364633,0.814087444595282,0.836077853393162,0.577155500336212,1,0.852192080076168,0.0581209554024872,0.574749788618394,0.74594081773804,0.267105086870253
"J3_p1_rep2_hetero",1,0.882753115686735,0.516046984351486,0.861069150540979,0.567742960435466,0.68391611166549,0.53960225201699,0.0447876729473278,0.144980436868975,0.820950354540631,0.593749568089639,0.929423001049047,0.816831955227816,0.845824831249288,0.57260045347884,1,0.881358622274639,0.0455568148811166,0.603497311530338,0.699000906655627,0.295140471084297
"J4_p1_rep2_hetero",0.999999999999998,0.886441159002751,0.530849773947934,0.793614039614197,0.577982299960174,0.692481906529221,0.553160681480212,0.0756538768946562,0.181771116309138,0.872104537709675,0.549713078398051,0.947427978009866,0.822589899358275,0.873146735584853,0.529354949110767,1,0.849179481885169,0.0714843653164946,0.717663357048732,0.76963533135044,0.281185106311066
"J5_p1_rep2_hetero",0.999999999999998,0.874095602992487,0.527783411237805,0.723365017907365,0.56394672506433,0.658696499495697,0.53953963379836,0.0943957466882563,0.206534180786351,0.803407322025523,0.52809156931775,0.944772734950916,0.830272109222528,0.875984422589394,0.511361983485172,1,0.862828250500732,0.0870375152403068,0.719724005177545,0.69898787962924,0.297053579122606
"J6_p1_rep2_hetero",0.999999999999999,0.87938439707457,0.513273517580525,0.737556012701686,0.550649775528852,0.709257077040275,0.53444989766204,0.107111764362379,0.201588233389136,0.727836215215433,0.531173228250427,0.957564087396694,0.829363263151599,0.873462753299626,0.521236722777499,1,0.856469853079499,0.101621801182826,0.724802707551516,0.644106052394426,0.29449563941812
"J7_p1_rep2_hetero",1,0.868932265788674,0.50976953525717,0.752136514004945,0.546669066339156,0.718300172217431,0.529780176295174,0.104856362801541,0.199300170416775,0.735511560973521,0.534392280959753,0.962254791733801,0.824043759603928,0.876298651755083,0.521989698442294,1,0.866860731394634,0.100003851061559,0.727882202243152,0.651991855352595,0.301008655345261
"J8_p1_rep2_hetero",1,0.868327945642934,0.516010155393198,0.77791476604856,0.558033139621719,0.744841969537374,0.540829573857103,0.0987897141120486,0.196148678423662,0.77735932261421,0.521701801092875,0.961281868886893,0.830129332033741,0.861018473416502,0.507801970101566,1,0.854670143103927,0.0908857245037004,0.713182324324867,0.630760433077672,0.300740315284487
"J9_p1_rep2_hetero",1,0.865141845200925,0.517026607244356,0.793361063419073,0.567970925383022,0.742391243704459,0.547262935900995,0.112298143813287,0.221604712227039,0.773288611282359,0.528563808067666,0.961973570556099,0.851475721400588,0.851712898106666,0.511029076098686,1,0.85233072193808,0.114449420713247,0.676041497318441,0.657771227206646,0.280766760321342
"J11_p1_rep2_hetero",0.999999999999999,0.8721847978668,0.533217337591323,0.809571354895434,0.575892319863104,0.736179417013706,0.559891881074312,0.125222930350466,0.249318729146626,0.788718048982916,0.550721792450661,0.963659806804663,0.834553439857239,0.853267834225926,0.532699071762198,1,0.863248158183679,0.131182677001895,0.762949439951245,0.719917080990564,0.302924450278849
"J13_p1_rep2_hetero",0.999999999999999,0.867905992892755,0.503484059916847,0.82057277511233,0.545507565016935,0.729974294713737,0.530439345313717,0.141686385641272,0.239213575808325,0.719482577612627,0.547854008907209,0.976525146260482,0.831945894688472,0.832834671063642,0.533133181225328,1,0.856109074006126,0.133562506443534,0.749813060445687,0.702016592739995,0.283980609077286
"J1_p2_rep1_hetero",0.797506500196626,0.787362586246571,0.518875700684678,0.687352557684046,0.569877426193842,0.591325705986115,0.527934523437553,0.0026394885090908,0.111202522629225,0.631995549100566,0.447752865646458,0.909306359081416,0.797681073049101,0.733046107747545,0.431418835123197,0.981418884885775,0.862255099722277,3.087998510546e-05,0.706875375730374,0.588054533009329,0.268572180279
"J2_p2_rep1_hetero",0.843271806370791,0.817627057165345,0.528013207284442,0.705336139872647,0.533801749153978,0.601247832500994,0.486672292919165,0.0133313626841905,0.107107561109409,0.730716835539127,0.481232446577137,0.931342240027923,0.817778660724441,0.786676874045509,0.462663912806553,1,0.820590749744446,1.957894935838e-05,0.731471914040133,0.60270375453765,0.294841564755623
"J3_p2_rep1_hetero",0.802020185363899,0.84652729338791,0.504006493723726,0.677395528085039,0.511627262232568,0.61003514707137,0.464283427349775,0.0223547005345641,0.10751324821602,0.653517792142783,0.469268509469906,0.936993044001049,0.825019741670378,0.83390403716206,0.454845026371226,1,0.813481291587643,0,0.756520606919319,0.639989101014055,0.296601478782331
"J4_p2_rep1_hetero",0.688628240181692,0.815312470620173,0.511938070886566,0.698538128353953,0.516882387944702,0.638096418463837,0.469469065199506,0.0089573066240856,0.110785677716806,0.550652474618616,0.491533266277802,0.93341483095256,0.794974338851899,0.756585193003644,0.490464502689896,1,0.856785313811016,0,0.800335817903605,0.54893659145643,0.291832536725781
"J5_p2_rep1_hetero",0.701943821032708,0.843544195930794,0.512825268159323,0.711850752439321,0.517045186045205,0.657357652604984,0.479617452538608,0.0150309802508298,0.11493821513606,0.507942113985844,0.492870160890938,0.945508415624342,0.782268190431184,0.8038772601954,0.496397253940486,1,0.894546215190322,0.0001333623795674,0.820914765844573,0.495944420259969,0.291553509005745
"J6_p2_rep1_hetero",0.843969210336929,0.845777129314482,0.520384085479352,0.769436655717151,0.530018848127076,0.664906506532844,0.49080835766664,0.0031495289760431,0.114953239592363,0.627034974579103,0.498397713622162,0.954738722531451,0.801312571945521,0.851226463122855,0.489619934288442,1,0.894153132099381,0.0001023420214793,0.852672265226336,0.570636226249404,0.266725165762036
"J7_p2_rep1_hetero",0.842204867099844,0.846928935197822,0.523053294581499,0.776155941144881,0.539296719435484,0.633602086920294,0.507244067542684,0.0116166090693543,0.117970771604868,0.748950215045575,0.494118167956449,0.960980496359854,0.813303731115734,0.870094411824941,0.479840256932782,1,0.915441423714942,0.0012216283765274,0.804434184869793,0.634691236215796,0.279092764019789
"J8_p2_rep1_hetero",0.890735379968964,0.867226333161969,0.526107546740533,0.777788142046776,0.549946658947824,0.631909262440569,0.517540032844801,0.0035977545260088,0.118759507795914,0.752514763473637,0.47794257815019,0.963615928488681,0.80794709578853,0.844079846742256,0.461781928906014,1,0.910838440830452,0.0002810908265425,0.794702081658144,0.670356158697478,0.282843049119951
"J9_p2_rep1_hetero",0.796399068933886,0.833426872562336,0.496673887084622,0.769492541263466,0.534537706996114,0.586731478282834,0.499457677102382,0.0487614784187031,0.117161233213322,0.767345774222326,0.492110202291742,0.940490674550894,0.801821040826943,0.866981341560036,0.473413630482822,1,0.888726460467759,0.0004261902273215,0.629207523862186,0.692051690422937,0.304126266730312
"J10_p2_rep1_hetero",1,0.832484994815148,0.539550183423835,0.792060978321257,0.568205606684584,0.651052695158863,0.531677673611424,0.0066004120077485,0.116240567371629,0.802290815468574,0.453888333709894,0.958930138225294,0.806574559574304,0.838285372023977,0.436512868042368,1,0.913093633080365,0.0002075734118372,0.843753511947588,0.762604216681208,0.28033161186686
"J11_p2_rep1_hetero",0.909862693976405,0.833462456470448,0.497141683966381,0.75017726546996,0.542264253409311,0.580667917821623,0.504370896745452,0.0370357017095745,0.114072350928908,0.776989550136006,0.469028394891689,0.935240833432886,0.821527569033272,0.862620775047351,0.451155829363109,1,0.88966217615483,0.0006616672408544,0.749083795038641,0.739544235034351,0.281412628421548
"J12_p2_rep1_hetero",0.910592916031629,0.858151299285391,0.528118648127748,0.783159486163747,0.569386176932027,0.61585835012948,0.535036368763338,0.0107028756476599,0.113382565515349,0.831213262625993,0.475108359524928,0.933966125904519,0.826390481120184,0.864143990529893,0.456916651753661,1,0.909514939146099,0.0002973547765464,0.859821008383841,0.81416534560922,0.277560697090989
"J13_p2_rep1_hetero",0.849951465316025,0.868746880643609,0.515216139650838,0.797680159379867,0.562996554322289,0.634216426384176,0.527802561195147,0.010391566989409,0.113699949334415,0.807730018774218,0.471078309792387,0.953366537568183,0.822201537277406,0.827348744638098,0.453237788856487,1,0.891048292067538,0.0005962092247352,0.641929851444531,0.751130530149162,0.280104488984783
"J1_p2_rep2_hetero",0.800854122216299,0.822554552728168,0.519613463771262,0.712368965164256,0.567403231893599,0.598961790294505,0.527613088144932,0.0026792134698964,0.110369141754689,0.59686940956812,0.441054521001517,0.912544372915509,0.795641665539458,0.730785937303085,0.425089936336511,0.982701777691415,0.860999719576518,0,0.668417228426139,0.603078651886449,0.286124573759025
"J2_p2_rep2_hetero",0.846065592822206,0.81871507591307,0.529226006258786,0.703576679412963,0.536438597915789,0.593336850688814,0.490470968516455,0.0146096251550774,0.108232616060737,0.733018002204857,0.476675703584917,0.933850880885299,0.816943119668344,0.7714314931934,0.458048831233635,1,0.830783963029912,0.0002346108893392,0.739503625292895,0.677189472562286,0.291771433106799
"J3_p2_rep2_hetero",0.808671372752309,0.837105331518361,0.503309297444926,0.684070550346274,0.511969779436189,0.619397472104063,0.467509252760031,0.0179356379961642,0.106730912419212,0.613315165848103,0.468052996615382,0.94530148591579,0.826143709857817,0.827772557445039,0.453521993895909,0.999454790535445,0.824017253914904,7.661807124539e-05,0.799670220621649,0.597666092999887,0.296222985828839
"J4_p2_rep2_hetero",0.690175808158286,0.811366410858789,0.50822998072087,0.697368882939233,0.511147025047022,0.640867629141003,0.465510209729796,0.0097052810413672,0.111229747771296,0.527256536838489,0.486761091481885,0.938915886222311,0.794980930152715,0.741724275241271,0.484893517181099,1,0.867307776172261,0,0.810009850994991,0.533671137026663,0.290436986557405
"J5_p2_rep2_hetero",0.70860785722174,0.849859436759655,0.513684906750856,0.726534027989444,0.515859331733316,0.661538895535311,0.481170121155802,0.0038270446254954,0.113666888273448,0.50405232589475,0.487877539954129,0.947962976815176,0.787057454333159,0.804558867665808,0.49117672231589,1,0.896844576192771,0.0003119389426713,0.8390050598673,0.509115204328374,0.29758511428709
"J6_p2_rep2_hetero",0.844369183174954,0.817833350980395,0.51976568405842,0.7714071222351,0.528279983611705,0.665072341230401,0.492751087773452,0.003484691488467,0.11497527552947,0.626592855657492,0.495769127705741,0.953393109347002,0.800299324813693,0.851808615884892,0.488527616070239,1,0.904456390563316,0.0005087467697648,0.874934601936447,0.573186321187712,0.267298517407017
"J7_p2_rep2_hetero",0.859318967690845,0.836544853014958,0.514182704374667,0.753529251029017,0.5297231735085,0.613929947440898,0.499549684265812,0.0037032508237407,0.11688462926592,0.735194751328311,0.486956864180441,0.96072789764184,0.814667075962895,0.802564145027141,0.473009616163033,1,0.910941813458497,0.0005991427443784,0.793664985248954,0.633872121209658,0.280411616952338
"J8_p2_rep2_hetero",0.907117302034664,0.854939891435258,0.52650374147224,0.786185994289796,0.547953382052649,0.651057544983841,0.518441182151207,0.0042570021631195,0.118648385499216,0.78733163353489,0.482290665404945,0.962973099738462,0.811902045020888,0.861876484693645,0.465628995319586,1,0.922791601512493,0.000153339662353,0.78911592251474,0.682462540298886,0.282498902631556
"J9_p2_rep2_hetero",0.803766978978963,0.859237557250345,0.493832946557996,0.72949883381698,0.5300575091572,0.576554577244088,0.497872978292019,0.0421262712050201,0.116388272650594,0.786890761673382,0.48923292915457,0.946629446578789,0.797469123556093,0.858635245412902,0.470708983746154,1,0.905940862867396,0.0002751424157271,0.657538385707824,0.681423165601503,0.312214558904833
