"","Quantiseq_B_cell","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_B.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_B.cells","Epidish_CCLE_TIL10_B.cells","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CD226_B","DeconRNASeq_CD226_B","Epidish_TIL10_B.cells","DeconRNASeq_TIL10_B.cells","CBSX__NSCLC.scRNAseq__B_cells","CBSX__scRNA.melanoma__B_cells","CBSX__HNSCC__B_cells","CBSX__TIL10__B.cells","CBSX__CCLE.TIL10__B.cells","CBSX__CD226__B"
"J10_p2_rep2_hetero",1,0.834482494343405,0.535130763090442,0.791991693815308,0.563000914161871,0.650707990394035,0.529138362565746,0.0118609773623438,0.117208957097544,0.793865433651515,0.454682119651635,0.960220200624597,0.807378952303547,0.866992855402247,0.437447877773403,1,0.909921822046264,0.0003178377057798,0.919422582198583,0.746720749679388,0.281212107611816
"J11_p2_rep2_hetero",0.917452217400653,0.844292876074846,0.500428811482811,0.775430745223285,0.542150721577678,0.571876076187694,0.505233257935588,0.0404865189699219,0.11381241512026,0.815465946822592,0.475805163396562,0.935374772014517,0.820975869595396,0.888636341311492,0.457630825929206,1,0.880893965699292,0.0002862678091469,0.763948840282178,0.727431633119471,0.281857576319847
"J12_p2_rep2_hetero",0.944284994252312,0.867076842027565,0.523129403259224,0.802047116952431,0.562041556566466,0.620645186954492,0.530782647361201,0.0061685559205196,0.113154402593678,0.792461096360896,0.46606077316412,0.937656884371392,0.827123896212156,0.873963210125625,0.448224564190145,1,0.896225128786043,0.0003916246584536,0.823502057556306,0.742808656001373,0.280654597255044
"J13_p2_rep2_hetero",0.864689654580973,0.854394812277138,0.513440328749764,0.805063447293843,0.558156108559485,0.641403964806979,0.524709515428857,0.0130122991609146,0.112867088623423,0.795974447189954,0.472205607089504,0.948113081416569,0.823434557501931,0.850520283051837,0.454266012561105,1,0.893245637914686,0.0005178321403716,0.647704781320745,0.776446206081275,0.279858778322945
"J1_p1_rep1_auto",0.951935089214502,0.957356747026124,0.471015467770861,0.930047440966599,0.568737461024503,0.803553686678704,0.563546524724838,0.0083136240557767,0.140092788705089,0.934328613821538,0.643344599905094,0.89671559471518,0.676634691071751,0.869561852801114,0.620604215260828,1,0.881311921423037,0.0133989553251295,0.77789375186959,0.833941798227078,0.334720962637124
"J1_p1_rep2_auto",0.966066100646206,0.951962651965918,0.497147663018276,0.92642015671339,0.60165196989688,0.796355105435035,0.59315167526266,0.0084969695898443,0.139168989019547,0.935953386333803,0.664989243984613,0.903921996560286,0.688313842280891,0.870339512734026,0.642644698242592,1,0.881614124708278,0.0130506277021496,0.746937619556387,0.849364767892,0.32798919819641
"J4_p1_rep1_auto",1,0.940593833899622,0.548513901240017,0.886137802119474,0.623778437808379,0.78587845355186,0.616603174757582,0.0181548127872373,0.150792298779436,0.944633976597299,0.639055014889166,0.900078950490146,0.693839389825542,0.867747163562084,0.62245482690081,1,0.862805060440093,0.0239568084666136,0.746426606047124,0.845231318568994,0.345526686646386
"J4_p1_rep2_auto",1,0.942893882483379,0.557802573182331,0.894635050935931,0.635444623623834,0.784581665011684,0.627543940956641,0.0198117671988264,0.151360046995236,0.945230867888278,0.647909372933093,0.904861429133218,0.698582895468426,0.868177176611764,0.631120411670927,1,0.858045289923189,0.025636265449352,0.772488577450281,0.833852014814633,0.342465183283216
"J8_p1_rep1_auto",0.958179337945327,0.928519821120949,0.555876443198012,0.892748308250829,0.655461230983351,0.82090402318758,0.644926757504722,0.0233502869898522,0.153405604891656,0.96225733608089,0.635406124881455,0.899951794783934,0.701165905617282,0.861298598979252,0.61881763569015,0.998647320663222,0.855795057620166,0.0282457652992023,0.738569892353588,0.904518522414018,0.353565595911722
"J8_p1_rep2_auto",0.983968156874371,0.927303577849379,0.565428690870516,0.885384456797435,0.655851461659532,0.809985683772706,0.647137541285277,0.0269122399407986,0.155622749367729,0.961741787610578,0.650447038114201,0.897490071030154,0.704608706739068,0.893383795180123,0.633288384377342,0.999168058250871,0.867259374750734,0.0295984653241311,0.755631736302434,0.898172372561192,0.333897225760418
"J11_p1_rep1_auto",0.895391698818418,0.926119930578498,0.535703892631293,0.895247655333384,0.637250946559091,0.819558553016898,0.627491710389772,0.0252296410318235,0.147399216983118,0.944060196107492,0.596229892205654,0.918659384587251,0.72277565189021,0.897828836525353,0.579409293743079,0.999593655236528,0.806942882205386,0.0235287173384965,0.595042187644809,0.914849013387898,0.325815962392248
"J11_p1_rep2_auto",0.852465161955243,0.912035161730631,0.53169841196493,0.878470907657777,0.645353118865788,0.799686923240842,0.635006975505247,0.0239624534428632,0.143948168292214,0.950862628614034,0.593892131367457,0.91751394726299,0.728231297480542,0.916938612249499,0.576645429915038,1,0.814588873316892,0.0151981357598885,0.627100029453888,0.905825349622926,0.318630140848806
"J14_p1_rep1_auto",0.969752828424594,0.91862714808774,0.53438624016964,0.901653542210901,0.642570932159969,0.821299483105748,0.63185537745651,0.0208254161450477,0.142165485119521,0.956645908857898,0.587999530238087,0.91794758374354,0.724137444582058,0.896106449361848,0.568445737811568,1,0.854379803151411,0.0188757391086329,0.678264766879958,0.919381205296305,0.33022620170011
"J14_p1_rep2_auto",1,0.914532609340686,0.533709429434182,0.895512898756506,0.636951374495033,0.809779862271916,0.626855881221839,0.0187699968458696,0.138950463522641,0.965691407649438,0.601356895570994,0.920287747899395,0.737990007795763,0.913408564262287,0.58091751541484,1,0.836869618256747,0.0230507039530802,0.607510632351109,0.930137917860171,0.326223330176883
"J1_p2_rep1_auto",0.737157047942276,0.925182184455005,0.526390962097755,0.888833960410115,0.636023443888601,0.825701450597739,0.618822313626977,0.0025821771201475,0.10947725066216,0.744388389433636,0.450177984318456,0.928695578255042,0.630964151029657,0.626831427696666,0.431399153946854,1,0.812544727919535,0,0.695588240442272,0.722557589626029,0.342130242233249
"J1_p2_rep2_auto",0.729019992603452,0.923975290496566,0.523377503808912,0.887013474808221,0.627323289904116,0.82140879337442,0.613714248807362,0.0021584366929894,0.111530660206851,0.726477733607444,0.45274489498404,0.917464651896504,0.634722784738515,0.596249588282238,0.433871201224801,1,0.832439157305945,0,0.701133850724181,0.70919097159517,0.346361351623922
"J4_p2_rep1_auto",0.911540378054644,0.903927267544244,0.53959307619981,0.887249513429384,0.636941024451065,0.852346462133642,0.620173622860437,0.0091932120764225,0.121766197430485,0.900305411949721,0.50855165500885,0.953334451920239,0.714281627900187,0.750686163385189,0.488548494239907,1,0.844623536001057,0.0020292678346118,0.726891299020513,0.868010785861078,0.362554004754905
"J4_p2_rep2_auto",0.8903191895736,0.902923743941554,0.537425973245286,0.872936733271098,0.630008260645106,0.838354811726627,0.616364484907346,0.0082731584504935,0.118823036762645,0.908425829079225,0.508324804781023,0.949659932113989,0.716075274283822,0.741770274105245,0.488367280731836,0.996845441015601,0.851989737901375,0.0012440746799857,0.824749087413662,0.931102213459958,0.34947099545837
"J8_p2_rep1_auto",0.853542038875454,0.857284188924811,0.569109390100031,0.839786506857114,0.634447590759188,0.782054709303253,0.62536249947192,0.0328302909324003,0.14366818366229,0.826668588657055,0.49862870082337,0.962782137386865,0.70547605480924,0.738599001820683,0.48453889592381,0.997180614680059,0.863658771718689,0.0314020562479449,0.826716164831622,0.805539906099367,0.317549943529556
"J8_p2_rep2_auto",0.849122165282824,0.870573732001935,0.568323796816554,0.838528847504624,0.623404784578547,0.765123122824775,0.615034140489068,0.0333579128912269,0.144530484160629,0.792642706250183,0.488552968352335,0.964394913989563,0.706470947935397,0.749428745147938,0.476160642593567,0.99835978441212,0.867655111464664,0.0335027352530683,0.76706714023198,0.817374215110054,0.320676032408176
"J11_p2_rep1_auto",0.900824902173198,0.846353683045874,0.55916324953311,0.84883979238026,0.650750743364028,0.811127318310645,0.640886393494243,0.0251883726974367,0.13180027793663,0.834990420693518,0.478051295572325,0.947870613759572,0.718430161191863,0.711810922760077,0.460633774571646,0.996005627155976,0.857412666342607,0.0180611939151143,0.778555045111169,0.852090555258672,0.319632927844268
"J11_p2_rep2_auto",0.883835809647985,0.884226195098658,0.563247316833935,0.872485583811807,0.642595266562763,0.838213629416681,0.633046906936471,0.0322205595104586,0.135477861255662,0.820612582990856,0.487097271877177,0.955406905552986,0.715180138319847,0.706418092018528,0.469273627663683,0.995312355142408,0.856704630841593,0.026157325709455,0.822055548949537,0.864241451607709,0.348828864699665
"J14_p2_rep1_auto",0.965566966793841,0.910376273995976,0.559546458176027,0.889164797305966,0.664402602177775,0.860446767662514,0.648883124978491,0.0252479578047878,0.131169324832068,0.785823964345729,0.477768813444677,0.94995524726387,0.710359557743314,0.632649649367882,0.459041824848351,0.998100291327526,0.873805244632106,0.0187289404074886,0.769098984217525,0.839708203830512,0.338880327374987
"J14_p2_rep2_auto",0.888121150103022,0.891200160460374,0.559935709035479,0.885911948021688,0.661309282067566,0.849001942370442,0.649020242071506,0.0262792703208324,0.129427986984454,0.766323436754471,0.473327538207198,0.948635471768222,0.707604589333616,0.677770389319542,0.45515797374163,0.996601688943697,0.863164563832928,0.0212204571102554,0.771272903020044,0.816553337830797,0.34192017756852
"J1_p3_rep1_auto",0.980557162870054,0.954134029600585,0.523321400022855,0.919058931013265,0.63446866870463,0.791224365906377,0.615732374228804,0.0796430639456289,0.181487702752851,0.916644761120245,0.541278243391271,0.932993935609322,0.715094517169789,0.849272864353101,0.522694755852044,1,0.82638107182138,0.0812516100978589,0.739437060964207,0.832074824526344,0.315561835135102
"J1_p3_rep2_auto",0.949407255584913,0.945441371140798,0.528300275504702,0.905618900634707,0.64157741594749,0.784086838341496,0.623425671096934,0.0774559734825927,0.178311902195086,0.918569743800003,0.533977599419582,0.93947227512044,0.704351535284896,0.82799324744928,0.514730777442966,0.99899557119328,0.836289530362599,0.0780078026180244,0.751009664148683,0.900530270399407,0.304837078075531
"J4_p3_rep1_auto",0.819842897836795,0.925960670488277,0.535670761362484,0.902605170354046,0.646148546635267,0.789327027549319,0.630486230846387,0.0846432081553714,0.199591746859662,0.823148006932157,0.561796224924065,0.950688984844043,0.701758877788858,0.771545913403996,0.545190780594446,1,0.815975300322601,0.0846078438569251,0.790096916090533,0.793443110792949,0.303422081165061
"J4_p3_rep2_auto",0.851965126442968,0.925977751632205,0.529760493991875,0.899091161819259,0.640470443728588,0.796998326004054,0.623202261920651,0.0894482642061827,0.198440756659697,0.832067162970108,0.551276981715902,0.948640407321894,0.70023783837295,0.775860613507816,0.535146804464561,1,0.832371388577329,0.0910209788392571,0.766589238982876,0.793254478474251,0.308133978811444
"J8_p3_rep1_auto",0.754269940823159,0.927160597972445,0.529899406920809,0.928400334249628,0.641898836205285,0.809693430383924,0.627850308355768,0.088286478807695,0.200061784405559,0.783524141655144,0.537658859423458,0.959513952526869,0.69361064770766,0.70615591616935,0.524051589187518,1,0.822478551800338,0.0919507910167645,0.742259515071639,0.743695451543515,0.309076461683988
"J8_p3_rep2_auto",0.795566243021067,0.917476117238924,0.528072254441434,0.921165870829753,0.633425685746293,0.799161544622811,0.620375643860947,0.0892182960371115,0.200294639988832,0.786763178564311,0.539095239529013,0.955715296969024,0.698154183744798,0.75682621353506,0.525866352429414,1,0.849417636097841,0.0907018381287089,0.748361972414256,0.720920167453985,0.308969655314629
"J11_p3_rep1_auto",0.785971933902624,0.946570704447812,0.534989013185247,0.928667148185418,0.645665568653267,0.831056600127968,0.633311479607606,0.096213742846352,0.204668554500085,0.810280094687169,0.536749674893821,0.961820524715896,0.681700720823454,0.746633759349903,0.5196505828514,1,0.819530460563431,0.101049139517462,0.761662209748838,0.780228821841765,0.318446696078418
"J11_p3_rep2_auto",0.775699016871338,0.932476720347374,0.519283426624754,0.914319363712846,0.629366954681712,0.818556453602467,0.616140373225673,0.105168405496428,0.2082484896732,0.798360292539068,0.524644354881021,0.962512600865336,0.677851576449937,0.684960670614999,0.507096929148585,1,0.822414496173387,0.11208021024325,0.727837391722012,0.698988222936086,0.315926224805014
"J14_p3_rep1_auto",0.853392985241051,0.93200705972306,0.508248192897466,0.918184643128727,0.620047543630009,0.817769839603411,0.605263718919838,0.106578668720928,0.210537542950485,0.822884226222801,0.526093722798417,0.963863471742395,0.727936270298703,0.710732296057049,0.507323834555865,1,0.812164518059872,0.107312873002475,0.763371983023248,0.78348830210744,0.323924666428827
"J14_p3_rep2_auto",0.678782842679985,0.967815227035719,0.551263131958019,0.953416193164134,0.662974832184305,0.841206483761518,0.647035261287467,0.0921383194295042,0.205670703449606,0.807505546481798,0.524955899052971,0.967586093701019,0.686254460255881,0.649493179840701,0.508190822888732,1,0.859681965709745,0.0956422550755012,0.760104292623386,0.766435574003656,0.318889768374229
