"Patient1" "Patient10" "Patient100" "Patient102" "Patient105" "Patient106" "Patient107" "Patient108" "Patient11" "Patient112" "Patient116" "Patient117" "Patient121" "Patient125" "Patient126" "Patient127" "Patient13" "Patient130" "Patient131" "Patient132" "Patient133" "Patient134" "Patient135" "Patient137" "Patient14" "Patient140" "Patient141" "Patient143" "Patient144" "Patient145" "Patient146" "Patient147" "Patient148" "Patient15" "Patient150" "Patient155" "Patient156" "Patient158" "Patient162" "Patient163" "Patient165" "Patient166" "Patient167" "Patient168" "Patient169" "Patient173" "Patient179" "Patient18" "Patient181" "Patient183" "Patient184" "Patient187" "Patient188" "Patient189" "Patient191" "Patient195" "Patient196" "Patient197" "Patient20" "Patient200" "Patient201" "Patient203" "Patient204" "Patient205" "Patient206" "Patient21" "Patient22" "Patient23" "Patient24" "Patient25" "Patient27" "Patient31" "Patient32" "Patient33" "Patient34" "Patient36" "Patient37" "Patient38" "Patient4" "Patient40" "Patient42" "Patient44" "Patient45" "Patient47" "Patient48" "Patient51" "Patient56" "Patient58" "Patient62" "Patient63" "Patient67" "Patient72" "Patient73" "Patient75" "Patient77" "Patient78" "Patient79" "Patient82" "Patient83" "Patient87" "Patient9" "Patient94" "Patient96" "Patient98" "Patient99"
"NFYA" -0.802559674531743 -1.01327499500738 -0.0991591373264676 -1.15444642232896 -0.64681215205519 1.5477239258637 -1.54947831222836 -0.667151356898406 1.34119526282421 -0.798214143617495 -0.936552641595545 -1.43954792481093 -2.25628306617127 0.713270366088396 1.1060252446472 -1.32967034702479 1.02976000001152 0.0530706188640176 1.05415558028345 0.56223642253801 0.892773024789505 -0.0916933466804511 -1.27536464510588 1.61526577463444 -0.530594362859804 0.817445128024016 -0.967166627601566 -0.621544993696026 -0.492866317805889 -0.0303684063033559 -0.0319530830066748 -0.479814273026588 -0.190626183266231 -0.897823219729256 -0.0638650308790925 -1.05636774475449 -1.04289139647689 0.730165979949916 1.7474548068935 -1.92772126600153 -1.05521937234384 0.871287128526856 1.02820911820594 -0.0294843121180489 0.339122278938833 -0.799339262942158 -0.805007454636379 -0.314423297364532 -0.372532047592259 -0.479882794401415 -2.30593161771149 0.638189963503641 -1.3628365544951 -0.239147859971109 0.214220662539254 0.0847884534761321 0.0752179872488484 0.344528045514779 0.699945190389792 0.318120184584226 -1.1678043712334 -1.43816719939193 0.0501634542246045 0.347336976634179 -1.31350454816044 0.453106421402565 0.780400921503376 -2.98602393364057 -0.32220105284518 -1.49762565357675 0.394319408001117 0.328151405463568 -1.3107858984845 -0.788097642712357 -1.34275261372336 -0.983918302720077 -0.474346814744821 -3.1188964536019 -1.39066716421935 0.97614373968761 1.19336699923363 -0.998486063963544 0.459203884411692 -2.12122926325494 -1.58653467076827 0.712461636980002 -0.0289426341914765 -0.315668773270351 -0.40348550181625 -1.18407089951686 -0.30957460436112 -1.766189539338 -2.95805996283856 0.772925684759752 0.475017492286111 0.808643541236658 0.898162987989096 0.882069422548801 -1.66376891513256 1.3034925060755 0.585883459601646 1.25759694720397 -0.958764689392449 0.340353011397209 -0.131639344348501
"NFYB" -2.20156357035195 0.0657300817844357 0.443066010424338 -2.25620521672072 -0.583997609263629 1.65155673339932 -2.91180846849266 -1.32402510585312 -0.701314334593255 -0.157647376346511 -3.00861424255449 -1.19016080043308 -0.33567010071606 1.79904724337984 -2.27172800692718 -1.18981534481187 0.341122276865238 -0.0611323195980428 0.169472275012437 1.4688649093727 0.648681589479205 -0.675506378340896 -0.667939432623504 0.988644427365789 -2.12001961973056 0.449026175031356 0.576348054421188 -4.53940525624504 0.944195682938366 -0.726136177442627 -0.407563008090663 -0.497986710705787 1.52936795475419 -0.895857954316196 -1.39283378135297 -1.12863450828456 -2.40119475342331 0.78328015131995 1.05735013751843 -1.85784817584546 -1.34730032440428 -0.510090900842208 0.755789023602152 -1.58474164749264 -0.138671014937128 1.13010860901595 -0.947361491348141 -2.44857053193411 -1.40150584124675 -0.764227395746706 -0.129026549036062 -0.442409194983962 -1.83835385145963 -1.97863000938789 0.909735036252952 0.988789484640033 1.54911049128484 2.43441863791843 0.982215784971902 1.17473222402417 -0.598700918564435 0.0693395906138584 -1.68917392491758 0.468429225835149 -3.72045477097705 1.2782797462186 0.0229407262808577 -5.11527757136681 -0.450882681496131 -1.0252385539013 0.281160373431397 -0.637416113095904 -2.56052954857282 -2.24824112327502 -4.19227272297106 -2.15608642611028 -2.47929450841855 -3.21653911685293 -1.37937299418119 -0.518750239593126 -0.480422823224915 1.56931649732143 1.84530600211507 -4.19710534278275 -1.18249094663862 2.723083971924 -1.92327200260164 -2.56188005368721 0.165578072248744 -0.784679215245627 -0.474075767935101 -1.17557205338429 -0.721287196273964 2.76869235093312 2.75320915516659 -0.812460519503568 -2.45095643992564 -1.64491470663845 -3.2850288285187 0.880662112260729 -0.0842806064026979 -0.374005460779183 -1.45923871415821 -0.480617199854026 0.765823107833143
"NFYC" -1.5188777734043 -0.284216449381167 2.41076630269512 -0.927027489012789 -2.55131209544785 1.51227615433009 -1.65940809770253 -1.15200525607172 -0.709202595992328 0.235699618059612 -1.6241974815906 1.49299931718434 0.277101358988208 2.99579674638646 1.76854182008308 -1.24905615221934 -1.47399619287084 1.35159062286351 0.504060237999695 2.12547736263754 -0.740545041392406 0.779566153286232 -0.930964407615158 2.36271583460759 0.0824122970501069 -0.975174715574658 -0.109522390881806 0.313523298585213 0.0689571105528499 -0.132843366379643 -0.25743901689456 -1.64936862247332 0.0892328234188328 -1.44049930710933 -0.771950675729194 0.769766817382002 0.640570916774085 -0.517593405426917 2.58966864452306 0.642548007461386 -1.38345287635523 -0.886409881843183 -0.189572671523059 -1.01526953066369 -1.11362912257638 -2.36298691975846 -0.997516185177656 -1.62946955582707 0.250726966521371 0.49069523228852 0.673811639865669 0.258708037657031 -2.00030201179604 2.44156509598409 0.123137763953443 0.868084369985362 -0.0929202143050521 0.661537585485131 1.71806852797571 0.297638587114407 -0.65359843657991 2.20060138175976 -1.86519500413206 1.16404170053229 -0.485684854544976 0.276936793541714 -0.939880721212961 -2.42281143705084 0.723962578064143 -0.622834416311402 -0.0506571291276534 -0.66692703801986 -3.18009120069006 -0.049622784330906 1.49469985102417 -1.8125033817944 -0.430094358611746 -2.49114091258337 -1.59400732617959 -0.305278862272012 -2.11322280770926 1.15515454705461 1.20592294978614 -3.33289377302045 -1.67413325450475 2.84935014572562 2.1256226913465 0.853867114484391 0.117284204438265 -3.10419272560299 -1.30231669011219 -1.55690586925663 -1.0886524905279 2.05446993126656 1.78648988154979 1.66727859570942 1.78855876111902 -0.940486409040681 -2.63781692293213 -0.418121973563741 0.252780240892623 0.54054831888615 -0.015697830665055 0.682552695275505 1.68588716057916
"NKX3-1" -0.469286445680249 0.048847966263961 0.681300104265897 0.29270952644958 0.260622077226895 0.542400108162351 -0.753388552941 0.0342901936144536 -0.509520423325424 -0.721714124813777 0.0436880815464097 -0.0459351438517936 0.188138004730232 0.684001052146898 -0.938558520021649 -0.498209481552088 0.857714420349046 -1.26723046473316 -0.387283016717064 -0.360548989103478 0.646577950788562 1.44171730322001 -0.128279259226282 0.778246903077541 -0.799145498118772 -0.638552269701071 0.0645769967740611 -1.10839365097284 -0.199099240577616 0.0154358919717654 -0.684616502818428 0.0337001131449659 0.143092797593381 0.054003753836072 0.658049028772347 0.70360301862157 0.133594513015841 -0.426041961915172 -0.712073387992378 -0.492666102507494 -0.347818074758946 -0.618345375290934 -1.50849808113996 -0.497764253828377 0.314560750171418 -0.799982194560556 -0.295628929233449 -0.782264280559136 0.217064384847651 -0.656774687186428 -0.359209097057065 0.428882977377322 0.443520164429105 -0.0502764005964601 0.418786106154707 -0.140177104774971 0.513976179248997 0.730228455418649 -1.2903397219011 0.877352311261175 -0.347523685222792 -2.23046608487495 -0.281768822787235 -0.723202304583926 -0.530093472445258 0.215273426371188 0.529646378554798 -0.261936314290755 0.0321492494631755 0.0731696125397048 0.0907170551516524 0.328289500836619 -0.211736354590426 0.530716986761904 -0.606435586268046 -1.13225357696829 0.862848213476529 0.602424781950245 0.723170647184178 0.389930047373113 -0.424063545091649 -0.0544644061543204 -0.662349671220569 0.23694384135969 0.705452088375011 0.00513452392928648 -1.34196512884892 0.222287399247465 -0.327203228113806 0.333974821878935 1.34965542610836 1.00244021983203 0.713217156840698 -1.79113236445326 0.0981528385956881 -0.374416061406214 0.354224239510528 0.137356568737641 -1.43728655117975 0.440865171913725 -0.214052485409988 0.16888503379546 -0.014367800731833 -0.22024333379818 0.9559328546161
"NME2" 0.556616468609048 -0.414959361935904 -3.09870156473038 -1.52649837272534 -3.04465115318579 -3.04589822825232 -0.407500233655803 -0.180242198969008 -4.01293297382291 -0.792152303600738 8.10039459255434 0.151422080333924 -5.48919858944402 -6.00148843816497 -1.0075033707849 2.31275429088055 0.534932090452989 4.97943053899916 2.17937357528602 -0.223133782437443 -4.22656890491256 0.688432325791741 -0.0859643725442206 -4.69826938191464 1.40153998975714 -1.66806204375473 -5.09596472696327 2.02906215443301 3.97043085896756 2.7677429210252 -1.67945470434332 -1.21338696291951 -3.40651971878688 -0.157762729759119 -1.54993919136522 -2.20973730712314 3.25808003833075 0.240445665841108 2.13881450691189 5.8320717395542 -1.84978196789678 -4.57842479895409 1.19934700475641 -2.71906646559133 -2.62727853425732 0.591628395948348 -0.661346145755417 -1.55418580617296 2.39188994171113 1.81737876716375 1.12762339132263 3.82324814147654 0.167594695078911 2.94062990471525 -7.26740093324951 -4.50049656812486 -7.33287974204146 -5.28023578911125 -4.63944251630202 9.28556314184456 -0.946710710777238 6.0551115594294 -3.61095773215966 -2.92236157967186 1.62183686794518 -7.27586396160129 -4.61922138480387 1.97814165668249 0.496436106605092 3.29553526593322 -2.22592293170924 -8.8522399894306 -0.722926079983103 2.25241811954207 4.39918363573016 4.67124533295001 -0.902002313678133 -2.18319158470855 1.89172539307571 -4.051340278496 -4.0229531903491 -1.47009293786198 -3.34641102165217 2.45311404055124 -8.67976975805495 3.68321134797512 2.14698383189079 -1.54572745371129 0.832650668029644 -3.9099991644626 -2.868417582398 0.111236300425447 -2.35852227097273 -5.38685469925864 -4.71152199717755 1.81089335263631 4.59504186543417 4.18691161717021 1.09168223717399 -0.49596651533824 -1.33594314003521 -0.976244614075669 -6.78506198057028 1.34708089174358 -4.32025113263207
"NR0B1" -0.589668394882766 0.3456526152283 0.11880116581952 -1.22985615146681 0.318589559629152 0.259721551196951 -1.13508879991094 1.09273988799709 0.539570728366957 -0.362814828933241 -1.02380573205127 -0.0486975784380543 -0.103916714716502 0.502330312764094 1.15018638202857 -0.63459563765952 0.508495619478089 0.403659761550907 0.391106248243128 -0.360478468370533 -0.286411337183539 -0.458426602479232 1.17203771263655 -0.157545588810037 -0.675259805001387 -0.13287897779143 -0.069141937535881 -0.272929232696638 0.605815954392608 1.24872925962009 0.219197503295176 1.19444787930938 0.485307199814607 0.907933219706801 -0.062017395616472 1.47654655423836 0.643558391635362 0.858277835783825 1.00490703864173 0.0527559007305841 -0.362042067017513 0.125843287406537 -0.962195874826111 -0.215275802666339 0.69346929284801 -0.311606644910523 1.18630382390795 0.122109405892289 -1.11510357197359 2.08676708877855 0.0877211934469939 1.41108648696482 -0.120731844832653 0.977714538190761 -1.05658026874058 0.19139387607639 0.0371652424404881 -0.759141090554104 0.512550204541103 1.0133350346195 1.42193782419958 0.243736203854771 -0.582042705604316 0.502041075780109 -0.0912243780849472 0.563451111894009 -0.854440607876376 -1.13727490196088 -2.09942277242654 0.355757475365385 -0.411123797490388 -0.352598767558284 -0.665039990544951 -0.999817457065322 -0.109156795538612 -0.797174960579153 1.40971601514655 0.0179515299380753 -0.586724713556092 0.600767364254407 -0.242009363651517 0.922292767304322 0.761616192456689 0.858758162576559 0.186593996665038 0.815282299875261 0.0414036919394836 -0.693520436919397 -0.8428808401596 -1.21359908340338 0.703609342486849 -0.231342643861063 -0.0912358357238412 0.690785994230818 2.29567762208027 0.223821409148124 -0.0988243388660377 -0.622991464679789 -0.196684807559958 -0.0809007990995275 0.777003500540149 -0.214581881837534 -1.62579538258329 0.115445309329069 0.391354203972587
"NR1H2" 0.0572133626841234 -2.64711668078548 1.84137025129818 0.849813824764341 -3.82407806897971 0.475825507499796 0.463595018118246 -1.30207715843205 0.185280852950517 2.68840193935067 -3.13777619179471 2.78445090787344 0.767446235632075 0.280567615684651 -0.232212527008733 0.900061304554008 -0.721694568161236 0.404651443477455 -1.04669342713932 2.03842958994918 0.402989490581537 -1.61321007952645 -3.30747429227568 1.17739866057862 -1.18011887258128 -1.40701936758409 2.18096998583219 -3.03427521068783 -1.92914356520056 -1.85765076620906 -1.6211340056226 -0.328060300653874 0.184091705549688 -1.6493300228688 -0.883498855989559 -0.675079060436004 1.36301893464165 -3.91481487728582 1.65667288724391 -3.70076216675954 -1.17932988319124 -0.244354721768562 2.05654953593642 -1.466604323458 -4.75772311302316 -2.11484327479215 -2.27378452949936 0.469855531891504 -1.7882836891517 -0.794958487055334 1.55558048365208 0.425308829918327 -3.42305666741011 1.61974513217169 0.885956406839736 -3.23085460446902 -0.838828434563838 -0.987807719401486 2.34881326431701 1.24975077050409 0.38945994938688 1.52722819814344 -2.82696222046761 1.12300728016177 -0.439795995237456 -1.40163664112925 -0.373587265157008 -2.7085295689493 0.990446143715306 -1.33867200833134 -1.83859577423079 0.512761705097054 -1.86286947602734 0.0229928633201013 2.20351036371178 -0.97676523909788 0.476934092040685 -1.82347612260586 -1.71960452955682 -1.99711544415941 -2.08313398829383 1.84129569533161 2.20123414331474 -2.82821757239909 0.942396713913779 2.27672314163054 -0.604941354423684 1.4117839659253 1.79139727495725 -1.27121752330421 -3.16421551257577 -2.43182475152648 3.23269650876674 1.50104857687369 -0.210682937272296 1.49340426593642 1.33589622181803 -0.154084144590334 -1.09165368280279 -2.16847791987846 0.197556284276427 -0.725730895447018 2.4718466078654 0.0611467236369618 1.31178499158082
"NR1H3" -1.23875565239692 -2.25342279878014 1.88319456834336 -0.201377634721433 -1.85024132879216 1.08215773228937 -0.414549275081741 0.281074014236792 2.1345595143612 2.0932194817563 -0.897413348857336 2.43507625721179 0.331568111767258 -0.051195802169434 0.642749035722149 0.31579169207672 -3.20792761823198 0.909367744388371 0.149626036509071 1.39160121963701 0.646528050124557 0.226890388583073 -1.22730151523989 0.831997205758943 0.206090460289665 -2.94007593083282 1.76893048687998 -0.8066098634732 0.0213446944389963 -1.2349557315462 -0.504344098913546 1.46181340489144 -1.39960753530082 0.054858856448609 -1.02466256245609 0.0383651267611845 2.80742905695954 -3.30165949980133 -0.0236307064809812 -2.92761357893895 -0.372593257516059 -0.920986565993892 0.761104221556887 0.376271922822508 -3.38531062291587 -1.37686738425861 -3.21909118676244 0.0995604521975736 -0.116185340722994 -0.704834883465387 2.86044143599763 0.742361720187491 -3.68460183129102 -0.0254282787383405 1.61401196909541 -0.204270235152395 -2.2109557202444 -1.1858223811373 0.419056218285018 -0.974918662236363 -0.836019715198776 -0.807755787836554 -2.99596026134097 0.639772951924949 -0.688486827826643 -2.57703670868099 -0.304782287522781 -3.03530263045288 0.230225983924242 -0.417150311879255 -0.901612396362831 0.0276975107166728 0.864006977377122 -0.398006176499894 0.974131969303515 -0.342681203398657 -0.660906371472237 -0.485904685129607 -1.88869095930035 -1.63664487653642 -1.20736976692538 0.998592338065862 2.42491453868017 -2.52317657852298 -0.201338301114578 1.67088040506622 -0.824932201164872 1.27947485600738 0.011864006315053 -1.79252417522439 -2.07362619752622 -0.748935327510935 -0.125924897367615 0.184317507546836 1.56765059924124 0.207730916856745 1.14406528889552 -0.331391478492369 -0.0170000758736778 -2.94012731156348 -2.40321975583368 -0.648127041270231 1.86104507420556 1.01798016465103 1.35987977764855
"NR1H4" -2.35898795624215 -0.637117776514003 0.818311911395075 1.15696669015334 -0.9363447293652 -1.26101441193567 1.27288790695477 -1.70178489239012 -0.513221023001193 0.971799284583968 -0.465869445211355 0.608404441554097 0.729929534540783 0.544658871620435 -0.794964047488927 -0.041777710019436 -0.640135754834694 0.461945481620628 -0.0473566761766188 1.82878923288632 0.34357402220834 -0.459717436600149 -1.2883281357787 0.39344679490003 0.737912459781492 -1.71535628560445 -0.658200439600263 -0.175452667171271 0.395538956284732 0.984958506162621 -0.685104918424231 0.657557198632785 -0.117309245423615 -1.58435254143192 1.16061559554659 1.06714535581543 2.18526935661213 -0.868284514336981 -0.427037501430253 -1.36376484370389 -0.239453887969251 -0.755313676495401 1.3632859559137 0.064982237312812 0.311761335185819 0.353295903499258 -0.800636858695908 -0.379995395863626 0.635185265216462 1.04435000776289 1.30588597176182 -0.524710367857413 -0.0214358819149483 0.446723563385471 0.003947798510327 0.377986281814465 -0.666160271464583 0.0273230258555172 0.270586061647676 -0.885813881286721 -0.247548539359172 -0.0368735250282187 -0.811835778095569 2.53941566925584 -0.538377072608003 1.13136054048378 1.90613823914225 -0.747771433035859 0.532633697860524 0.922835022698977 -0.366801135084384 0.642227775201985 -1.44764628037156 0.537352780498337 0.313307482836103 -1.69458105630081 -0.0484681610560305 -1.0342306198407 -1.29108585907232 -0.852864371408704 -0.166425555467715 0.0512401049937094 0.217631259523915 -0.927692124024944 -0.675733546535223 1.44548660312565 1.19810817195538 0.224112912411875 -0.306369991781473 -0.748535654408216 -1.51616460843583 -0.320872048767518 -1.43557140976532 0.594864002892697 0.0176226921273696 0.872162561539675 1.18053389987677 0.00442663367684875 -1.10182339909941 0.271048108929669 1.42147478575542 -0.851851814077303 -0.496563587705397 -0.0900679267232956 1.7794252367669
"NR1I2" -0.685870971250088 0.293556093054857 0.218199549305685 0.185966721448622 -2.42926836276546 0.540261732387821 -0.56798297041051 -3.11245855190375 -0.909633401318798 1.23972296405033 -0.0207969873620689 1.37864387208985 1.90879389690521 -0.419966107499941 0.147619049453652 1.68512470422708 -2.72265950884704 0.891279488618842 -1.7683228931507 2.7273313838512 -1.61565577550517 -0.567900738161719 -1.54083419771686 -0.647826661892765 -2.17550625856168 -2.27284748167071 -1.18936454890114 -2.28544505172855 -2.38200045143255 1.66688840940496 -0.929156706847446 -1.02580225962532 -1.17230229776804 -2.85040857601961 -0.0131728037054859 0.0971090372022143 0.317555612684809 -1.98366547235878 -2.43975341180091 -2.46115341789072 -1.46974035160191 -1.12709547998584 1.4679396844638 -1.46951691887394 -2.21955999777235 0.9011581852641 -1.21160431769139 -3.18966776858657 -2.13331605667625 -0.404476265595112 -0.942400970748959 0.501701866149977 -3.0581955967331 1.2234015649112 -1.07556113218876 1.42891123894068 -0.644287079158915 0.43391970871881 0.791950520788985 2.2433870464034 0.379999445555667 0.556622198134648 -0.148844166873115 0.477185702887959 -0.0883861931161754 -1.13003897200319 -0.565419057961032 -3.70174412292154 1.49129353786855 -0.263748342460437 -2.93669084787953 -1.89525043067005 -1.68329672344042 0.249923707967425 -0.934715982251442 0.525379560799537 0.44403849070149 0.559802456897441 -2.93647463101469 -2.3618537694609 -1.85898615624251 1.66398932057407 1.05288757395955 -2.77418507922312 -0.765381734368989 -0.212760846650128 0.378501316514689 -0.675361303614873 0.0412168788070116 -1.70552291383737 -0.870114262949672 0.169776119070975 -0.214191067032917 2.06502015627022 0.477896333359732 0.475436341852368 1.95906448423336 -2.71560266323839 -1.84063013407101 -0.546835874847497 -0.977804951062465 -0.100102265184774 0.417473998059694 0.430632454652272 1.60362441438759
"NR2C2" 2.38185068880863 2.37713116018037 -1.35970944799676 -1.54258124913808 0.582531528455888 1.1627684588642 -1.90514734299048 -0.00794399066234563 -0.825922114944002 -0.815293391411942 0.507440632104876 -4.10031169401865 -0.351529916274355 1.7023264890173 -2.81748525980334 -2.35341729505843 0.50647141352419 -1.00334464210575 -2.60213686892336 -2.26431866250123 1.76014204626105 -1.54495068855856 -1.03900580288972 -1.40563765393047 -1.56649635295525 -0.848227692057488 -3.33321750950575 -8.47729414435889 1.90046144317035 -2.12001600003437 0.114088805343909 -0.218470275396798 2.27516250850873 -1.85307188107381 -0.400390411484855 0.108788118602957 -1.87110602901222 2.93778152016246 0.0732746361264647 0.49084877761868 1.29744448140468 0.487824563811794 -1.56928877655647 0.0689974305099993 3.47676675200652 -0.0842846034561052 1.75776300377638 1.39292206835139 -1.91035652614784 -0.186427767420047 -0.415178840993398 0.308967135109979 2.05022552075312 -2.72478695736339 -1.06045368000111 0.202562323295289 2.10536608536924 -1.78697262965617 -2.51320618803953 -3.85296260669618 -1.04954805155244 0.0837687914177814 1.22129672056963 -3.00343805553701 -3.21940629298429 1.54847551693478 1.25912525201329 -2.75601313456913 -1.38244126705228 -3.6554674255215 1.09051990882504 -1.23397844486079 -1.9805267726491 -2.79780766522484 -0.634180883893079 -2.75443417794819 -3.07750542028763 -0.0599294161954374 -3.22104088821238 0.531185390353309 0.100276150536117 1.39604015872382 0.683329499691966 -1.06859061322162 1.93442205148672 -1.6958793864733 -3.37594464123908 2.08237386825215 -1.1694204760294 1.95956980062152 0.383813902131882 0.792780191679812 -0.0804613387434363 1.02143316761888 -0.544509763129918 -3.50628219475386 -2.50285861984667 0.737414341765981 -0.52988942875788 -0.998691495981032 -2.03535829743228 -0.412978414581897 0.873816927497585 -3.72314509412456 0.412740651740142
"NR2F1" -2.9239268022112 0.445490174115587 4.90449155901968 -2.4817145874007 -5.58094528140611 -2.18443625508048 -1.25927344636303 -4.43001570707355 -2.3117377904749 6.41721276719657 -0.0367049118010821 5.67020072722555 5.86009015237321 0.806519146852223 0.694832345360227 2.52620498657829 -1.13222752822553 0.92953402369666 -3.58717871642857 1.69379593324094 -1.51975512715151 -1.53092031865756 -4.37766440912156 1.93263916550029 -5.06967429525941 -3.42356682276521 -3.92884304758921 -1.77146555866296 -3.4344771727341 -2.1758741787753 -0.303245319474289 -0.948095280541002 -2.24650127902984 -2.82093995053149 -2.036940367381 0.787149186261946 1.55676977440658 -3.53742877657201 -2.99702473943677 -0.27284852683079 -3.38024510783392 -3.17371372987047 3.38989172814129 -2.23376845998347 -4.7267263393282 -2.34402598817501 -0.184808160592633 -3.69923432348971 -0.174076244378028 -2.56709929827411 3.96825953255085 -2.62137565938253 -2.29147579156504 4.70418718854394 0.404474761202519 0.148863730784483 -1.36829905493579 0.19352489089696 1.36615142836165 2.86394075888748 3.1141482136325 5.26633907653675 1.1081435787544 2.58853102566445 3.05948715115722 -1.03522806778099 1.76096630749451 -1.87275918552493 2.43438137991588 1.28013311601157 -4.6568494652695 -1.11634757799123 -3.81297171592155 -0.813340776127106 0.556519406457209 -2.33890813883348 -1.60531638343011 -1.67390094074173 -2.97145265197164 -6.55485246429135 -2.88078545466685 5.39331521327338 5.01965600549093 -7.16074849437454 -3.05646466742715 -0.213065245922358 3.48259144143343 2.51906025923109 1.29777963296542 -5.430461890385 -4.75480413264521 -0.940533651434068 0.0611399647713519 3.95569371244215 -2.54630537793822 4.16578818046529 2.25045707361055 -4.13305107512829 -5.34145742904354 -0.979028188657708 0.835709358918581 -3.62460913373735 3.19813827663631 -2.81991845576239 0.26062779140275
"NR2F2" 1.55906738074418 0.24986639891609 0.562978365650303 -0.55739744678813 0.717155148167395 0.206887526624151 1.51201164144443 1.41987723849862 -0.0770579680400848 0.749020446541869 -0.459059151510478 0.703635258089211 0.715578784558835 -0.1022533038655 0.106340816873995 -1.9282810602452 -0.260530941320142 -0.484599533643638 1.29950997032563 -0.158479039407331 -0.257654646785088 -0.0697259884439924 0.187027765682309 1.15916422470529 -0.258985899508698 0.464437311701289 0.0430997320287901 1.84388288949189 1.47343617293833 -0.298450725881074 1.9840934948532 0.222346431581367 -0.239809066409622 -0.80441779533471 1.73975133372 0.53428947376998 0.503849234959398 -0.990242059048202 1.24726798569752 -0.891032882402608 0.775136919065102 0.502504846189351 1.5093009066139 0.450723443683255 -0.386649686796214 1.12004450858816 0.0189870614050586 -0.24794617177292 -0.449879560949219 0.137101282857353 0.0521280649605514 2.02016394277616 -0.579773500548478 0.138231243876818 -0.387306210608738 -0.709114366788978 0.174869678321349 0.905482529378689 -0.303335941795273 0.458337457585449 1.11297519136042 -1.08013204490267 -0.0529317451565582 -0.936208384973627 0.321950978983327 0.629363870432706 -0.363406214576945 -0.640687376212435 0.751405154073033 -0.918838541917653 0.623599597592641 0.823550553210785 0.124878560594495 -0.139606248923052 2.52269968525696 0.066907120637242 -0.337630228296443 -0.675643459847461 -0.265731939018472 0.0338505566682156 0.359517878546108 0.145123911243245 0.456741379757785 -0.537650222937604 0.80713319993635 0.203062785026851 -0.524479686657717 0.566709331123724 -0.342937970537755 0.776840610479722 -0.270520865186652 -0.998351245986513 -0.403360631676528 -0.862096779086033 0.794613052873053 -0.469692501652494 0.14779955206139 0.953538123242909 0.41035814269899 -0.982929572289124 -0.359173882219213 -0.34006368385382 1.1223380780482 -1.36578786646252 0.756808185270146
"NR2F6" 0.230102122469872 1.81800818672626 -1.76594032844395 0.100833785458405 2.26699635290702 2.83391587312942 3.06438573543821 3.65534776042274 3.29531560862412 -2.09897472736072 1.44823877541261 -2.12817382789741 -0.0561196304225106 0.591218596736707 -0.527235333767079 -2.70299488804786 0.634207109153913 -2.139934622915 0.696210743067639 -1.57213868203418 2.03165748242108 -1.81663336588301 2.44792047395777 -1.96828744100814 1.45480202376994 -0.0144722188730049 1.0397279527139 0.679927605361956 2.153430460116 3.5073609312007e-05 0.897497121735339 2.34917809658785 2.12391696602736 3.03805119464444 1.37732277931458 -0.422695025514514 -0.816763154681789 1.28771301641111 0.0795552471016833 -0.133895907003441 2.10605148268525 1.36990057163927 0.228563535889874 3.26075928633932 1.32142603039907 2.63474119616623 1.16407804545502 2.53933868925767 -1.12458286385406 0.128552145723377 -2.79056208084445 0.564055664221958 1.20138872291177 -4.24457301922111 -0.0253095034286857 2.82411398220589 1.23165949984202 -1.37332541500092 0.691632238708816 -2.26107373855403 -1.50921992773761 -3.0377195069543 -1.1962574253179 -0.0986966226046827 -3.35472130174494 2.33838216788736 1.40688266863728 0.0855030563598682 0.165813081139129 2.0480459717217 1.60720732820742 -0.773642078668816 1.74009842847816 -0.846965228584497 -3.4956383714706 1.66390139941236 0.719702181409437 3.8431262966918 2.3058697729304 3.02899211459992 1.44132647224025 -1.6541703678436 -1.50000750595486 0.791215176345135 0.356115969843248 -3.76789220703295 -3.44385930064684 -0.131806900961135 -1.42920077040927 3.57724328776604 3.29474007638335 0.702703841988994 1.78993449459744 -1.00308505205384 0.980165687350184 -0.560746430196402 -1.6933709324716 0.0692141092863312 4.21236788402049 0.313470176367334 0.872939673340153 2.03581705404094 -2.40310440878563 1.29670523362886 -0.156846015935489
