"","CBSX_cd226.signature_B","CBSX_nsclc.scRNAseq_B","DeconRNASeq_til10.signature_B","DeconRNASeq_bprnacan.signature_B","Epidish_cd226.signature_B","Epidish_nsclc.scRnaPbmc.signature_B","B_Subgroup_1","B_Subgroup_2","B_Subgroup_4","DeconRNASeq_LM22_B.NAIVE","B.NAIVE_Subgroup_1","DeconRNASeq_LM22_B.MEMORY","B.MEMORY_Subgroup_1","DeconRNASeq_hnscc.signature_MACROPHAGES","DeconRNASeq_melanoma.Tirosh.signature_MACROPHAGES","CBSX_ccle.til10_MACROPHAGES","CBSX_cd226.signature_MACROPHAGES","DeconRNASeq_LM22_MACROPHAGES","DeconRNASeq_cd226.signature_MACROPHAGES","DeconRNASeq_til10.signature_MACROPHAGES","DeconRNASeq_bprnacan.signature_MACROPHAGES","Epidish_cd226.signature_MACROPHAGES","MACROPHAGES_Subgroup_1","MACROPHAGES_Subgroup_2","MACROPHAGES_Subgroup_3","MACROPHAGES_Subgroup_4","DeconRNASeq_LM22_M0","M0_Subgroup_1","CBSX_ccle.til10_M1","CBSX_cd226.signature_M1","Quantiseq_no.Signature_MACROPHAGE.M1","DeconRNASeq_cd226.signature_M1","DeconRNASeq_til10.signature_M1","Epidish_cd226.signature_M1","M1_Subgroup_1","M1_Subgroup_2","CBSX_ccle.til10_M2","CBSX_cd226.signature_M2","CBSX_til10.signature_M2","Quantiseq_no.Signature_MACROPHAGE.M2","DeconRNASeq_LM22_M2","DeconRNASeq_cd226.signature_M2","DeconRNASeq_til10.signature_M2","DeconRNASeq_bprnacan.signature_M2","Epidish_til10.signature_M2","M2_Subgroup_1","CBSX_ccle.til10_MONOCYTES","CBSX_cd226.signature_MONOCYTES","CBSX_til10.signature_MONOCYTES","DeconRNASeq_LM22_MONOCYTES","DeconRNASeq_cd226.signature_MONOCYTES","DeconRNASeq_nsclc.scRnaPbmc.signature_MONOCYTES","Epidish_cd226.signature_MONOCYTES","Epidish_til10.signature_MONOCYTES","MONOCYTES_Subgroup_Similarity1","MONOCYTES_Subgroup_1","CBSX_cd226.signature_NEU","Quantiseq_no.Signature_NEUTROPHIL","DeconRNASeq_cd226.signature_NEU","DeconRNASeq_til10.signature_NEU","Epidish_cd226.signature_NEU","CBSX_ccle.til10_NK","CBSX_til10.signature_NK","DeconRNASeq_til10.signature_NK","DeconRNASeq_nsclc.scRnaPbmc.signature_NK","DeconRNASeq_melanoma.Tirosh.signature_NK","Epidish_til10.signature_NK","DeconRNASeq_LM22_NK","NK_Subgroup_1","NK_Subgroup_2","NK.ACTIVATED_Subgroup_Similarity1","NK.RESTING_Subgroup_1","CBSX_nsclc.scRNAseq_NKT","DeconRNASeq_nsclc.scRnaPbmc.signature_NKT","Epidish_nsclc.scRnaPbmc.signature_NKT","CBSX_ccle.til10_CD4","CBSX_cd226.signature_CD4","CBSX_nsclc.scRNAseq_CD4","CBSX_til10.signature_CD4","DeconRNASeq_til10.signature_CD4","DeconRNASeq_melanoma.Tirosh.signature_CD4","Epidish_til10.signature_CD4","Epidish_bprnacan.signature_CD4","Epidish_nsclc.scRnaPbmc.signature_CD4","CD4_Subgroup_1","CD4_Subgroup_2","CD4_Subgroup_3","DeconRNASeq_LM22_CD4.MEMORY.RESTING","CD4.RESTING_Subgroup_1","DeconRNASeq_LM22_FOLLICULAR.HELPER","CD4.FOLLICULAR.HELPER_Subgroup_1","CBSX_ccle.til10_CD8","CBSX_cd226.signature_CD8.CD226.Pos.NoAct","CBSX_nsclc.scRNAseq_CD8","CBSX_scRNA.melanoma_CD8","Quantiseq_no.Signature_CD8.","DeconRNASeq_cd226.signature_CD8.CD226.Neg.NoAct","DeconRNASeq_cd226.signature_CD8.CD226.Neg.PostAct","DeconRNASeq_cd226.signature_CD8.CD226.Pos.NoAct","DeconRNASeq_cd226.signature_CD8.CD226.PosAct","DeconRNASeq_hnscc.signature_CD8","DeconRNASeq_til10.signature_CD8","DeconRNASeq_nsclc.scRnaPbmc.signature_CD8","Epidish_til10.signature_CD8","Epidish_nsclc.scRnaPbmc.signature_CD8","Epidish_melanoma.Tirosh.signature_CD8","DeconRNASeq_cd226.signature_CD8","CD8_Subgroup_Similarity1","CD8_Subgroup_1","CBSX_ccle.til10_TREGS","CBSX_til10.signature_TREGS","Quantiseq_no.Signature_TREGS","DeconRNASeq_til10.signature_TREGS","Epidish_til10.signature_TREGS","CBSX_ccle.til10_DENDRITIC","CBSX_til10.signature_DENDRITIC","DeconRNASeq_LM22_DENDRITIC.RESTING","DeconRNASeq_hnscc.signature_DENDRITIC","DeconRNASeq_til10.signature_DENDRITIC","Epidish_til10.signature_DENDRITIC","DeconRNASeq_LM22_DENDRITIC","DENDRITIC_Subgroup_1","DENDRITIC_Subgroup_2","DeconRNASeq_LM22_DENDRITIC.ACTIVATED","DENDRITIC.ACTIVATED_Subgroup_1","data","DeconRNASeq_hnscc.signature_CANCER","DeconRNASeq_bprnacan.signature_CANCER","DeconRNASeq_melanoma.Tirosh.signature_CANCER","Epidish_bprnacan.signature_CANCER","CANCER_Subgroup_1","DeconRNASeq_LM22_MAST","MAST_Subgroup_Similarity1","MAST.ACTIVATED_Subgroup_1","DeconRNASeq_LM22_MAST.RESTING","MAST.RESTING_Subgroup_1","data.1","DeconRNASeq_melanoma.Tirosh.signature_ENDOTHELIAL","ENDOTHELIAL_Subgroup_1","ENDOTHELIAL_Subgroup_2","DeconRNASeq_melanoma.Tirosh.signature_CAF","CAF_Subgroup_1","data.2"
"LP.01.35",0.206676,0.68311,0.121917,0.061922,0.288926,0.700998,0.00491475,0.1373725,0.0424435,0,0.0424435,0,0,0.067174,0.197235,0.621527,0.513628,0.280825,0.292119,0.59515,0.214386,0.344774,0.133157,0.217683,0.245176,0.730627,0.044092,0.068479,0.621527,0.291914,0.142856,0.281653,0.501724,0.344774,0.730627,0.084973,0,0.221713,0,0.081472,0.108722,0.010466,0.093426,0.107659,0,0.134762,0,0.131037,0,0.019105,0.112529,0.191647,0.286016,0,0.0268375,0,0.039266,0.067655,0.153587,0.084956,0.074448,0,0,0.021562,0.128276,0,0,0,0.000118666666666667,0.059569,0,0.059569,0,0.018315,0,0.299637,0.01622,0.246422,0.270893,0.106837,0.060549,0.229184,0.057149,0.230684,0.238153666666667,0.142167,0.433899333333333,0.301126,0.469606,0,0.0147755,0.038609,0.006228,0.070467,0.040184,0.024248,0,0.110025,0,0,0.077648,0.069578,0.05733,0,0.067962,0.01786,0.110025,0,0.0251275,0.049337,0.023862,0.126051,0.106837,0,0.020569,0.038669,0.05235,0.054843,0,0,0.159141,0.092371,0.0231055,0.106791,0.0231055,0.05235,0.097944,0.513866,0.038318,0.779568,0.0141693333333333,0.052868,0.0326305,0.0202346666666667,0.052868,0.0022785,0.080187,0.065048,0.0399713333333333,0.004522,0.486308,0.3791216,0.416746
"LP.01.40",0.204811,0.611414,0.102261,0.039597,0.14193,0.918509,0.0049995,0.065547,0.0104175,0.019998,0.0073045,0,0.003113,0.053207,0.122033,0.260304,0.315789,0.227497,0.429141,0.479511,0.276544,0.309386,0.115972,0.143966,0.2435025,0.5833195,0.045819,0.02974,0.224098,0.198967,0.120264,0.429141,0.421978,0.309386,0.5621055,0.12613975,0.036206,0.116822,0.042429,0.002795,0.034734,0,0.057533,0.160431,0,0.1084265,0,0.132934,0,0.060969,0.206111,0.198114,0.542525,0,0.025852,0,0.015374,0.0939,0.091475,0.133476,0,0,0,0.050252,0.12917,0.059307,0,0.033642,0.000140666666666667,0.1271565,0,0.1271565,0,0.099218,0.037497,0.043888,0.197277,0.347048,0.252128,0.135064,0.061582,0.172752,0.042685,0.014409,0.202738333333333,0.1732345,0.388608666666667,0.028142,0.423655,0.090061,0.0284555,0.026282,0.062292,0.041116,0,0.031713,0,0,0.066553,0.179189,0.086971,0.098455,0.007106,0.136695,0.029585,0,0.245742,0,0.0135165,0,0.19188,0.074792,0.135064,0.172752,0.091733,0.160893,0.03974,0.064235,0,0,0.176423,0.265574,0.0204915,0.136683,0.0204915,0.03974,0.130369,0.462737,0.088376,0.861318,0.549820333333333,0.048609,0.0429415,0.042306,0.007574,0,0.10649,0.12617,0.0863266666666667,0.005078,0.434647,0.3668982,0.613991
"LP.01.42",0.212875,0.81786,0.165845,0.064961,0.28157,0.912363,0.0119985,0.15742025,0.0839915,0.047994,0.0839915,0,0,0.043218,0.130512,0.455191,0.231499,0.111475,0.178868,0.581353,0.20918,0.258844,0.052142,0.0704855,0.13441,0.6781755,0.057068,0.0451275,0.455191,0.146469,0.141784,0.178868,0.508365,0.258844,0.6781755,0.02270575,0,0.08503,0,0.018379,0.023715,0,0.072987,0.114652,0,0.074563,0,0.106152,0,0.052654,0.123754,0.236685,0.411123,0,0.0126335,0,0.008971,0.051187,0.101736,0.041828,0.025853,0,0,0.011533,0.135238,0.024103,0,0.012368,0,0.0845715,0,0.0845715,0,0.112441,0.039142,0.137145,0.323533,0.17786,0.354331,0.120589,0.047713,0.256309,0.012877,0.048496,0.190176333333333,0.0839365,0.399520666666667,0.106993,0.438061,0.12919,0.0217405,0.012269,0.047477,0.00428,0,0.017322,0,0.047852,0.060964,0.146366,0.078008,0.078852,0.008559,0,0,0.016637,0.255181,0,0.0326125,0.03401,0.081401,0.086495,0.120589,0,0.124548,0,0.063881,0.069434,0,0,0.151178,0.17453,0.015287,0.087296,0.015287,0.063881,0.109014,0.541354,0.058018,0.873692,0.330519333333333,0.055467,0.0773465,0.0677586666666667,0.006885,0,0.163539,0.08527,0.026479,0,0.503883,0.4913694,0.571947
"LP.01.46",0.222825,0.759174,0.08974,0.109034,0.37038,0.851817,0.009473,0.08559175,0.018678,0.037892,0.018678,0,0,0.086258,0.349239,0.456191,0.239263,0.103271,0.124856,0.413978,0.225788,0.194999,0.1592875,0.3169755,0.133092,0.4613805,0.075177,0.0733965,0.229867,0.133149,0.075414,0.124856,0.212721,0.194999,0.352207,0.003458,0.226324,0.106113,0.135522,0.127592,0.028062,0,0.201257,0.120046,0.082824,0.052812,0.051001,0.106815,0,0.087205,0.11701,0.147682,0.426801,0,0.0474885,0.00343,0.010188,0.046822,0.041384,0.062169,0,0.143585,0.001372,0.318213,0.100239,0.007911,0,0.002156,0.00919566666666667,0.0805455,0,0.0805455,0,0.051431,0,0.309475,0.304252,0.149445,0.448355,0.060826,0.04227,0.423818,0.020163,0,0.189793,0.180614,0.41808,0.084256,0.489647,0.169065,0.0062225,0.026208,0.025789,0.084748,0,0.020531,0,0,0.047827,0.174703,0.06231,0.053498,0.020787,0,0.120369,0,0.222529,0,0.064708,0.040304,0,0.05658,0.060826,0,0.013539,0.13441,0,0.078793,0.001576,0.069284,0.133919,0.0968625,0.007965,0.133919,0.0076585,0,0.110102,0.47592,0.075022,0.883628,0.0321463333333333,0.044054,0.0749305,0.0646383333333333,0,0,0.153234,0.094477,0.0921493333333333,0.005846,0.232853,0.3533192,0.570402
"LP.01.58",0.221002,0.895324,0.119509,0.040118,0.287514,0.961544,0.010565,0.1130715,0.0549705,0.04226,0.0549705,0,0,0.041225,0.103781,0.551524,0.47014,0.128331,0.335203,0.555865,0.27454,0.365924,0.0161755,0.072823,0.1562925,0.909084,0.075392,0.0653555,0.551524,0.289018,0.107592,0.335203,0.457205,0.365924,0.909084,0.03646875,0,0.181122,0,0.054345,0,0,0.09866,0.157536,0,0.0709385,0.018962,0.133586,0,0.070551,0.10739,0.220695,0.284357,0,0.03259,0,0.021262,0.090051,0.145823,0.074624,0.058384,0,0,0.118211,0.127889,0.039748,0.009696,0,0,0.093214,0,0.093214,0,0.11245,0.038456,0.197149,0.013895,0.03687,0.16765,0.07963,0.048482,0,0.018379,0,0.219284666666667,0.061386,0.399668666666667,0.123238,0.4460005,0.092347,0.0152795,0.007055,0.003935,0.067807,0.004462,0.015648,0.03029,0.010915,0,0.135429,0.090891,0.052161,0.008845,0,0,0.012139,0.176634,0,0.022792,0.047621,0,0.070166,0.07963,0,0,0.004487,0.013811,0.052397,0,0,0.148845,0.070698,0.0505195,0.135034,0.0505195,0.013811,0.123449,0.475177,0.072227,0.885166,0.206539666666667,0.079249,0.0648735,0.0531163333333333,0.049647,0,0.141755,0.11173,0.0664586666666667,0.016221,0.497837,0.524017,0.55273
"LP.01.61",0.180395,0.876319,0.098632,0.083306,0.286967,0.822787,0.006485,0.08619225,0.0561905,0.02594,0.0561905,0,0,0.114029,0.290265,0.184512,0.611822,0.128873,0.338854,0.431609,0.252292,0.240359,0.146033,0.354638,0.1750385,0.925932,0.064285,0.0803695,0.134504,0.294566,0.086716,0.255403,0.340954,0.220242,0.925932,0.01761875,0.050008,0.317256,0,0.026309,0.033961,0.083451,0.090655,0.142039,0,0.090058,0,0.137553,0,0.08846,0.064257,0.262286,0.40375,0,0.028404,0.043821,0.01884,0.040619,0.248581,0.079364,0.066602,0,0,0.173093,0.102938,0.024865,0,0.022594,0,0.0854035,0,0.0854035,0.071628,0.114102,0.141625,0.071738,0,0,0.148136,0.139754,0.06393,0,0.044906,0,0.120239,0.066946,0.377293333333333,0.028095,0.445162,0.194716,0.0093725,0,0.032132,0,0,0.001904,0.011101,0.118692,0,0.042667,0.063146,0.058963,0.018119,0,0,0,0.17246,0,0.0078815,0.071738,0.148136,0.065357,0.139754,0,0.072767,0,0.008776,0.080735,0.018584,0,0.10607,0.231411,0.0456435,0.097295,0.0456435,0.008776,0.123071,0.420663,0.097054,0.853854,0.624786,0.085043,0.078179,0.067787,0.038041,0,0.167648,0.127209,0.0851256666666667,0.0081885,0.274917,0.365815,0.675759
"LP.01.66",0.185766,0.854253,0.159815,0.109516,0.286781,0.808853,0.03427625,0.17087725,0.05071,0.069883,0.043656,0,0.007054,0.067964,0.250742,0.512847,0.503843,0.324789,0.297972,0.538628,0.184238,0.295347,0.1268885,0.221386,0.239912,0.6450425,0.011254,0.0591715,0.414155,0.237267,0.120881,0.273765,0.487661,0.292959,0.6450425,0.09613675,0.098692,0.266576,0,0.038088,0.160777,0.024207,0.050967,0.094407,0,0.1412255,0.006798,0.11934,0,0.011149,0.129711,0.176685,0.39352,0,0.0229275,0.0221485,0.02358,0.044336,0.107189,0.031054,0.019376,0.092403,0.13738,0.115952,0.084008,0,0.063978,0,0,0.081751,0,0.081751,0,0.043742,0.006814,0.128497,0.084957,0.069069,0.209223,0.074516,0.028215,0.110476,0.029379,0.122746,0.227033666666667,0.0221155,0.376624666666667,0.198822,0.4130675,0.015831,0.0076075,0.116119,0.008589,0.049851,0.112176,0.053991,0,0.06888,0,0.028764,0.064714,0.080036,0.038835,0.081507,0.044116,0.030438,0.097644,0,0.0726885,0.07489,0.080535,0.097112,0.074516,0,0,0,0.072592,0.045077,0,0.074869,0.174441,0.0543015,0.0090345,0.101849,0.0090345,0.072592,0.104231,0.523165,0.027978,0.810855,0.104961333333333,0.017916,0.034897,0.0232646666666667,0.017916,0,0.020616,0.061332,0.0411806666666667,0.0073025,0.440662,0.413693,0.456369
"LP.01.67",0.221619,0.562502,0.066709,0.07335,0.2997,0.887119,0.0056595,0.08031525,0.0219235,0.003062,0.0219235,0,0,0.095801,0.265899,0.399192,0.482782,0.069961,0.28064,0.413517,0.247799,0.245727,0.1012845,0.236214,0.123987,0.585203,0.043318,0.0645205,0.399192,0.297694,0.154317,0.236695,0.353582,0.245727,0.585203,0.018385,0,0.185088,0,0.065331,0,0.043945,0.059936,0.135864,0,0.04934,0,0.156588,0,0.089419,0.110378,0.209803,0.424303,0,0.035193,0,0.031188,0.143289,0.196379,0.213818,0.027309,0.02357,0,0.212025,0.125009,0.014101,0,0,0,0.068516,0,0.068516,0,0.085217,0,0.45189,0.016432,0.318773,0.529869,0.060754,0.060057,0.299725,0.035895,0.079326,0.138656666666667,0.1463565,0.463369,0.112312,0.5549165,0.150573,0,0.023504,0.023122,0.118726,0,0.009343,0.012691,0.128107,0,0,0.041989,0.033177,0.017366,0,0.033555,0,0.140798,0,0.006854,0,0,0.089893,0.060754,0,0,0,0.027636,0.074917,0,0,0.152243,0.1106695,0.0463795,0.124607,0.042126,0.027636,0.070051,0.465751,0.062682,0.848897,0.001811,0.088218,0.0745315,0.0391693333333333,0.068935,0.025419,0.174157,0.110007,0.161095333333333,0.0522075,0.360073,0.4173194,0.448919
"LP.01.68",0.229024,0.826465,0.105615,0.062968,0.219254,0.867504,0.0138895,0.120895,0.0440955,0.03304,0.028887,0,0.0152085,0.138787,0.33822,0.416115,0.446927,0.164884,0.297975,0.26665,0.246613,0.206054,0.227568,0.3969955,0.2988145,0.7673395,0.05249,0.1136585,0.272869,0.266097,0.07915,0.22527,0.21248,0.206054,0.698961,0.0034705,0.143246,0.18083,0,0.085749,0.107405,0.072705,0.05417,0.138479,0.136757,0.1832045,0.19571,0.153619,0.032956,0.086395,0.176185,0.20034,0.541857,0.023589,0.060785,0.0214955,0.026588,0.161715,0.157875,0.275828,0.029787,0.059412,0,0.161756,0.110186,0.016282,0,0,0.017086,0.041879,0.009965,0.031914,0,0.02514,0,0.2592,0.0611,0,0.408776,0.08575,0.054826,0,0.012194,0,0.180156333333333,0.108544,0.360730333333333,0.221415,0.430388,0,0,0.00114,0.053374,0.133755,0,0.003389,0,0.078022,0,0,0.043021,0.049937,0.037365,0,0.078026,0,0.078022,0,0.0255065,0.046914,0,0.104275,0.08575,0,0,0,0.042747,0.028559,0.054465,0,0.273917,0.012683,0.0530335,0.23117,0.052366,0.042747,0.08379,0.46057,0.05832,0.797883,0.0157566666666667,0.071187,0.0424725,0.00422766666666667,0.071187,0.036131,0.065024,0.10745,0.176355,0.0618495,0.307978,0.2845768,0.454234
"Test.FFPE.01",0.204943,0.738801,0.068512,0.062966,0.322702,0.86987,0.0065025,0.06305425,0.036579,0.02601,0.014257,0,0.022322,0.081959,0.221158,0.386083,0.333322,0.058402,0.239589,0.424383,0.23319,0.319041,0.108394,0.2178745,0.124897,0.745398,0.040691,0.0326315,0.386083,0.172776,0.123872,0.239589,0.311409,0.319041,0.745398,0,0,0.160547,0,0.079652,0.017711,0,0.112974,0.133592,0,0.0922655,0,0.107769,0,0.102205,0.120714,0.25808,0.323933,0,0.03453,0.0500735,0.01918,0.091998,0.106574,0.211994,0.026626,0.010166,0,0.198275,0.151634,0.029167,0.026646,0,0.0474886666666667,0.081856,0.00032,0.081536,0,0.096684,0,0.261681,0.183846,0,0.31618,0.060875,0.076705,0.135213,0.016238,0,0.136162333333333,0.202384,0.400559333333333,0.114085,0.478816,0.1262,0.0018805,0,0.059603,0.115386,0,0.009195,0,0,0.108491,0.191907,0.062034,0.035961,0.007928,0,0.033331,0,0.300398,0,0.006204,0.029914,0.004833,0.07626,0.060875,0,0,0.031165,0,0.087269,0,0,0.199784,0.1659775,0.122589,0.199784,0.122589,0,0.079434,0.515494,0.073458,0.87714,0.321953333333333,0.074177,0.074802,0.0621173333333333,0.037429,0,0.170865,0.113382,0.173715333333333,0.030673,0.408567,0.371566,0.548924
"Test.FFPE.03",0.222471,0.759306,0.075117,0.071307,0.19558,0.758294,0.013668,0.1162595,0.0322075,0.023297,0.0194825,0,0.012725,0.160025,0.45581,0.458354,0.421204,0.251195,0.244015,0.415069,0.239632,0.25902,0.30215,0.4175145,0.2086475,0.713053,0.107185,0.0518535,0.276471,0.267717,0.137831,0.202156,0.320289,0.25902,0.6218725,0.03386,0.181883,0.153488,0.095237,0.088997,0.099645,0.04186,0.09478,0.110446,0.087124,0.1334395,0.070632,0.156504,0,0.074795,0.125147,0.107646,0.537802,0,0.050508,0.073654,0.075452,0.097919,0.16737,0.115288,0.004429,0.083531,0,0.213015,0.08141,0,0,0.000951,0.0192003333333333,0.0793945,0,0.0793945,0,0,0,0.284342,0.049978,0.078322,0.397357,0.104685,0.014939,0.176537,0.031937,0,0.182582666666667,0.1498975,0.387739,0.043719,0.4508375,0.182275,0.014995,0.007073,0.026239,0.091106,0,0.022893,0,0.007658,0,0,0.02974,0.041259,0.034502,0,0.108062,0,0.007658,0,0.054292,0.082832,0.076175,0.106824,0.104685,0.024434,0.053953,0,0.046594,0.025876,0,0,0.14132,0.0061825,0.0314485,0.094725,0.022073,0.046594,0.06834,0.467283,0.021608,0.7914,0,0.060593,0.0541795,0.0391986666666667,0.051356,0,0.110156,0.077837,0.0961323333333333,0.069343,0.207812,0.2757978,0.439955
"Test.FFPE.04",0.221007,0.736527,0.098762,0.077909,0.310552,0.912169,0.010041,0.14027625,0.0349315,0.026373,0.0230715,0,0.0118605,0.058821,0.192126,0.393797,0.375576,0.111651,0.298771,0.372362,0.263328,0.391008,0.0709185,0.161041,0.1310355,0.7279095,0.055832,0,0.393797,0.208385,0.065604,0.26144,0.253231,0.391008,0.7265785,0,0,0.167191,0,0.081788,0.055819,0.037331,0.119131,0.149663,0.002661,0.1310355,0,0.116597,0,0.079417,0.095088,0.23056,0.293958,0,0.063277,0.009893,0.008438,0.119721,0.143323,0.198231,0,0.040516,0,0.201092,0.146161,0.027145,0.108885,0,0.008081,0.057488,0,0.057488,0,0.076955,0,0.460315,0.193939,0,0.435296,0.067996,0.052768,0,0.029869,0,0.164580666666667,0.112392,0.386289666666667,0.198876,0.435532,0.050941,0.00074,0.022489,0.041887,0.256529,0,0.009535,0,0.047338,0.1262,0.048385,0.070032,0.039458,0.018175,0,0.050746,0,0.221922,0,0.034512,0.139859,0,0.075948,0.067996,0,0.069091,0,0.007918,0.052646,0.022098,0,0.148637,0.0808935,0.0556265,0.140719,0.0556265,0.007918,0.080226,0.461599,0.067445,0.847669,0.0139513333333333,0.069815,0.0577655,0.0389816666666667,0.068401,0,0.130224,0.105542,0.189466333333333,0.0294875,0.43292,0.4045202,0.522262
"Test.FFPE.05",0.224276,0.843984,0.11783,0.063839,0.29428,0.87295,0.022801,0.1487685,0.0448275,0.039786,0.005825,0,0.0390025,0.061713,0.165898,0.573639,0.339716,0.160875,0.250561,0.493314,0.230525,0.278618,0.121654,0.1447775,0.162403,0.8193835,0.039122,0.010025,0.573639,0.202085,0.124762,0.250561,0.493314,0.278618,0.8193835,0.07221275,0,0.137631,0,0.060088,0.026196,0,0,0.133243,0,0.103509,0,0.120985,0,0.052557,0.121019,0.188,0.382021,0,0.028028,0,0.02224,0.076441,0.124502,0.12247,0.040756,0.103113,0.060994,0.158739,0.063297,0.002804,0.048988,0,0,0.077366,0,0.077366,0,0.103561,0.001276,0.168922,0.199685,0.081066,0.060022,0.047098,0.042399,0.001586,0.045373,0.062175,0.173135333333333,0.0999005,0.392132333333333,0.181402,0.393113,0.053807,0.0137675,0.046607,0.014177,0.074949,0.058822,0.053331,0,0.107679,0,0.040261,0.066728,0.060549,0.042905,0.098047,0.063598,0.049947,0.14794,0,0.0811505,0.045912,0.034432,0.089346,0.047098,0.001586,0.056301,0.038347,0,0.057193,0,0,0.157785,0.127332,0.021509,0.157785,0.021509,0,0.150067,0.49877,0.034346,0.787758,0.00359766666666667,0.029418,0.027562,0.023285,0.014687,0,0.110558,0.080371,0.0546233333333333,0.0201805,0.50091,0.417771,0.44097
"Test.FFPE.06",0.233199,0.67013,0.098697,0.038938,0.231479,0.729954,0.00936675,0.06872675,0.015226,0.037467,0.0122805,0,0.0029455,0.07511,0.162549,0.480613,0.409924,0.132736,0.31684,0.384065,0.199975,0.175086,0.063261,0.194585,0.1075385,0.93271,0.040634,0.007795,0.435154,0.241469,0.067651,0.23957,0.289718,0.169605,0.923745,0.022588,0.045459,0.168455,0,0.042941,0.046925,0.07727,0.094347,0.11976,0.01793,0.099743,0,0.141759,0,0.082476,0.134768,0.279724,0.561798,0,0.0331695,0.0045345,0.00518,0.113842,0.175951,0.200996,0.027293,0.013432,0,0.190076,0.116577,0.03081,0,0,0,0.092161,0,0.092161,0.025187,0.117392,0.260977,0.278693,0.096921,0.304683,0.13458,0.077317,0.049943,0,0.027056,0,0.114555333333333,0.0376555,0.448227666666667,0.187643,0.549215,0.023147,0,0,0.03667,0,0.018271,0.002277,0.039041,0.027582,0,0.155119,0.069144,0.048848,0.014268,0,0,0.018605,0.221741,0,0.0062735,0.014239,0,0.055987,0.077317,0,0,0,0.021586,0.053689,0,0,0.163221,0.147927,0.0773545,0.141634,0.0773545,0.021586,0.117166,0.551301,0.094424,0.895971,0.239412666666667,0.099131,0.087724,0.0648076666666667,0.080156,0,0.106122,0.119442,0.168300666666667,0,0.421847,0.4834234,0.628662
"Test.FFPE.08",0.227836,0.873031,0.093738,0.088477,0.258014,0.970179,0.0095885,0.14789875,0.042664,0.038354,0.042664,0,0,0.062561,0.191868,0.387832,0.423576,0.171298,0.303513,0.420501,0.226532,0.256142,0.105989,0.2313165,0.1599785,0.6912905,0.006936,0.0088965,0.387832,0.200287,0.107942,0.252133,0.357941,0.250905,0.6912905,0.0631005,0,0.223288,0,0.044173,0.054767,0.05138,0.062561,0.130514,0,0.134476,0,0.114681,0,0.045055,0.136412,0.240269,0.481371,0,0.0333715,0.0227985,0,0.034751,0.140788,0.14802,0,0,0.044707,0.218577,0.119088,0.025523,0,0,0,0.071474,0,0.071474,0,0.121169,0,0.189303,0.135708,0,0.179572,0.063101,0.044801,0.216118,0.029204,0,0.124636666666667,0.011072,0.41365,0.10436,0.4810295,0.127141,0.0236945,0,0.018586,0.111194,0,0.006682,0.040322,0.077928,0,0.031438,0.082273,0.033621,0,0,0,0,0.149688,0,0,0,0.006933,0.087676,0.063101,0,0.05452,0.151109,0.105305,0.067047,0.022442,0.025913,0.192863,0.1362475,0.0658215,0.087558,0.0550655,0.105305,0.08877,0.511527,0.067722,0.803657,0.326342666666667,0.04931,0.043793,0.0387013333333333,0.020791,0,0.128801,0.096586,0.0996146666666667,0,0.461817,0.4643656,0.581738
"R3388_YZ_1",0.22888,0.909116,0.111002,0.075,0.270123,0.940088,0.0055265,0.12598075,0.0303585,0.01601,0.016524,0,0.0138345,0.047591,0.203376,0.370273,0.342343,0.044917,0.303749,0.359701,0.281418,0.264443,0.0195885,0.107036,0.1262565,0.6057755,0.031921,0.0571505,0.370273,0.153475,0.047415,0.2244,0.266898,0.257353,0.6057755,0.006498,0,0.188868,0,0.075333,0,0.079349,0.092803,0.161695,0,0.069106,0.154593,0.121094,0,0.101616,0.107699,0.257588,0.434231,0.186559,0.059427,0.0117105,0.008101,0.070748,0.169826,0.178739,0.025005,0.041237,0,0.169286,0.135514,0.064279,0,0.016016,0,0.0526455,0.0133175,0.039328,0,0.098066,0.0414,0.407926,0.223065,0,0.514581,0.087927,0.084788,0.087308,0.050068,0,0.117598,0.1479265,0.431564333333333,0.024407,0.52848,0.212357,0.0004845,0,0.0284,0.08323,0,0.004778,0.079867,0.096956,0.002476,0.051816,0.059728,0.046037,0.024227,0,0.002745,0,0.231114,0,0,0.006963,0,0.105949,0.087927,0,0,0,0.029124,0.051926,0.043342,0,0.157362,0.049779,0.0897365,0.128237,0.0897365,0.029124,0.097012,0.40985,0.144975,0.832824,0.0355106666666667,0.068454,0.0361765,0.02481,0.056786,0.0047955,0.19726,0.207979,0.154647666666667,0.16419,0.168312,0.4587,0.546402
