"","B_Maha_Subgroup_4","B_Maha_Subgroup_5","B_Maha_Subgroup_1_11_2_10","B_Maha_Subgroup_3_9_8_12_6_12_8_9_7","CAF_Maha_Subgroup_1_2","Cancer_Maha_Subgroup_2","Cancer_Maha_Subgroup_1_3_4","CD4_Maha_Subgroup_9","CD4_Maha_Subgroup_6_15","CD4_Maha_Subgroup_3_14_4_16_17_13_14","CD4_Maha_Subgroup_1_5_7_8_2_7_10_12_8_11_10_2_7_10_12_8","CD8_Maha_Subgroup_3","CD8_Maha_Subgroup_1_7_4_2","CD8_Maha_Subgroup_5_6","M0_Maha_Subgroup_1","M0_Maha_Subgroup_2","M0_Maha_Subgroup_3_4","M1_Maha_Subgroup_2","M1_Maha_Subgroup_3","M1_Maha_Subgroup_4","M1_Maha_Subgroup_1_6","M1_Maha_Subgroup_5_7","M2_Maha_Subgroup_1","M2_Maha_Subgroup_4","M2_Maha_Subgroup_2_3","Mono_Maha_Subgroup_1","Mono_Maha_Subgroup_2","Mono_Maha_Subgroup_3","Mono_Maha_Subgroup_4","Mono_Maha_Subgroup_5","Neutrophils_Maha_Subgroup_2_4","Neutrophils_Maha_Subgroup_1_4_5_3_6_5","NK_Maha_Subgroup_1","NK_Maha_Subgroup_3","NK_Maha_Subgroup_6","NK_Maha_Subgroup_10","NK_Maha_Subgroup_7_12","NK_Maha_Subgroup_2_9_4_11_9_5_8","Dendritic_Maha_Subgroup_1","Dendritic_Maha_Subgroup_3","Dendritic_Maha_Subgroup_4","Dendritic_Maha_Subgroup_5","Dendritic_Maha_Subgroup_2_6","Endothelial_Maha_Subgroup_1_3","Endothelial_Maha_Subgroup_2_4","Macrophages_Maha_Subgroup_1_2"
"11840006c0017r",0.041430492699029,0.285111759804645,0.486606547327446,0.262595771340797,0.334315066017682,0.450737039811983,0.679741905680304,0,0.043197409671352,0.277844240226433,0.0428233286276894,0.0259277855203264,0.0326020363636246,0.0825319426901118,0,0,0.0441576891161099,0,0.104198049610197,0.0544003579266141,0.0476801712841711,0.0778880537861488,0.0954759549370288,0.225818501489995,0.146624218782318,5.33118999589362,0,0.0163034011464408,0.0383109467597397,0.0368346142551041,7.53116386017992,0.0463820582764725,0.0444057983816683,0.000983936620815638,0.207409049245164,0.0481533622520059,0.0812824579543666,0.192718276338978,0.662741085709111,0.0411245462023297,0.0845710027308067,0.130214202619053,0.00240319310058188,1.72825121813557,0.159549169837091,0.0710259773116339
"11840007c0017r",0.648364267617971,0.304216386015916,0.270030939630732,0.107959346452073,0.596266291449322,0.652401582395578,0.74180675350615,0.0397185932057947,0.0556181066342733,0.110137853796506,0.0129902507936261,0.00319562183295346,0.390402552877266,0.0358058927066149,0,0,0.145363305203156,0.00112818990770284,0.0779565076396715,0.0470394130226912,0.398280938367258,0.120248995407035,0.110800374961559,0.609538361171727,0.0620071961348693,1.64287198276174,0.00080995865113117,0.00960005382379341,0.0260369886158824,0.101012092309605,3.21541103661009,0.00937659606024551,0.014600039390175,0.000687847669148154,0.0878295117253488,0.181817291840801,0.0959400704359505,0.115314732787767,3.28445506440162,0.139575896280075,0.106238761264817,0.0904789500405783,0.0284122733275633,1.7738155502493,0.167747718314675,0.114183520302557
"11840008c0017r",0.62922230091559,0.302019465175505,0.152530943229793,0.0861953134589087,0.635768268047556,0.653789263526062,0.794046833865044,0.0154709374765551,0.00591868101187581,0.111775489951306,0.0176828378572265,0.0303534001667485,0.017203874573114,0.0464925964985499,0.00211100315351855,0,0.0814808408785577,0,0.0625827104600646,0.0424162745368575,0.323673153208878,0.240702119972585,0.0531583908390474,0.418666331886071,0.0524380611399722,2.0005743120874,0.00363137964493236,0.0323973818681247,0.0272020559271572,0.194285467795198,5.94651998233656,0.0418403713999984,0.0337366567141213,0.00107868620175994,0.190754928462064,0.237781846339805,0.00806009094380796,0.0797564081973854,5.55113274969515,0.108296905584564,0.186739452606128,0.0680613624123457,0.0446117838793616,1.50342759010544,0.178875890498796,0.110270925846729
"11840009c0017r",0.600155245527751,0.487333568974653,0.38173583592657,0.0530563588588433,0.383748923768546,0.692047888602171,0.639767908235306,0.0377120910390104,0.065326479249708,0.01514257851168,0.0562555892909423,0.0395037404655679,0.248772415683962,0.0643196344656475,0.000591500110524766,0,0.0291641714425303,0,0.0529457713176495,0.0102722905805004,0.385729659265564,0.219172861216443,0.250905600833215,0.661222283390007,0.0524434493660121,5.83067914882022,0.0391557637244392,0.018388274475437,0.0156642486584792,0.295199080384604,2.48620192218494,0.0106869825070383,0.0279301126973395,0,0.159352194110012,0.0890952585329662,0.0245659062723186,0.0531887288981664,7.75847919071479,0.222058564972984,0.159158781349852,0.0205055015467487,0.0123265185506663,0.894141868005564,0.0884956529152102,0.365422122295779
"11840010c0017r",0.497316449124208,0.33757957596389,2.67365465981868,0.0633863854520656,0.431308021006748,0.582300355438811,0.552162306436255,0,0.0581316085426484,0.105810370298539,0.191676916252987,0.0560324510894998,0.273109663026174,0.0411608342294064,0,0,0.0146977738661094,0.00155224269899063,0.0834857564873247,0,0.329649011142785,0.152475980104861,0.209334903021836,0.451934389515755,0.0607327604776641,7.59546264731908,0.024152174796982,0.0184573430119459,0.0169764588792585,0.175303718230657,6.56008291308267,0.0742704365396549,0.0317628475507908,0.000931797996578837,0.201337227872651,0.0875624908139485,0.0580202863605453,0.0399969069436068,3.96784604113388,0.130231434952041,0.111915074044766,0.0685277176589308,0.0632621876524301,3.30939543615122,0.137470734438315,0.165798142412807
"11840011c0017r",0.725973287150118,0.301738236372255,0.35006839432637,0.0415298581543857,0.710004305853126,0.68331441140644,0.746926805882114,0.0286743744945329,0.0641651424724773,0.0694507461481028,0.0425662115384705,0.0554008074041827,0.0146802604042202,0.0594958454007039,0.000724026944353785,0.0544880413108655,0.00824733543970763,0,0.036086683355805,0.0334031275811609,0.35407418352628,0.121332202565691,0.117329815314691,0.802431807383068,0.0485815437076825,3.61727524061053,0.0177027899346157,0.113562370233653,0.0436497392409192,0.225492035190036,2.2052334275152,0.0123946664539074,0.0189408623657086,0.00103631592896071,0.24953329387579,0.059872441859651,0.0435955410600269,0.057350651484842,1.82333761873035,0.0667903435883929,0.143893828345601,0.048010521372408,0.0843863474685125,1.66370825501769,0.0842809340885569,0.101262669355776
"11840012c0017r",0.33925236532887,0.360809674156598,0.370498694829021,0.0246553110146385,0.552708960698622,0.509671849990822,0.624135261399859,0.0162677365552522,0.0469299951199595,0.0374071962418333,0.104911515838851,0.0735427796691711,0.461451370700137,0.0253374547603777,0.000132356419202592,0,0,0.000736526565635125,0.103991340583826,0.0273119201392643,0.356997458443297,0.133031630488824,0.2057281374158,0.672134315620622,0.0707650135351847,6.01769972239296,0.0173733171567014,0.0353390543687904,0.0513288278348293,0.212834144759994,2.79100995032902,0.039206860248005,0.0308353004490479,0.000626606031098356,0.179117408768156,0.0937114831609868,0.0573187483296973,0.0536492192311307,3.30062118598166,0.0920605735794652,0.0606475062097734,0.0078670095465319,0.0538733180645639,1.89165812713856,0.103218798293913,0.175094096892971
"11840013c0017r",0.716858358525337,0.341937576853556,1.02157503026425,0.0210866760609159,0.570534085402462,0.562318877902178,0.385231241902015,0.0164253253042792,0.00690044191081453,0.0715979899063802,0.0698000274659493,0.0584644217496526,0.457402793211925,0.0578595035148938,0,0,0.0169595805546171,0,0.0989102476227764,0.0620626614071213,0.339583024340783,0.00821365185807177,0.349515302639863,0.722240372531001,0.0615366838901702,8.62603855850517,0.0252216664254067,0.0332385546091281,0.0766054014928474,0.328744988897279,2.50290975552399,0.0599207608759516,0.0482517504422543,0.000378622278436424,0.226175929155659,0.0751596203844436,0.0850567787684853,0.0621581104074699,4.8156887750285,0.0505248589611291,0.0391004123224525,0.040238429424962,0.038371651237015,11.933075795282,0.170008562466804,0.181033032178136
"11840014c0017r",0.657641482063316,0.320941433909946,0.108261130153585,0.189559905112264,0.421354263007541,0.70401476226204,0.907886866894185,0.0190622129470108,0.0258268417236378,0.0864223275892095,0.0169253056091398,0.0120440247065022,0.107724699360344,0.0438721295057782,0.000220458320128966,0,0.0405958684076406,0,0.0504984890123171,0.0429973943455076,0.255348026645365,0.0870830170327583,0.0191520425970816,0.730685976027946,0.0608992044309669,1.16096377695301,0.00485163308279424,0.0288526295193583,0.0409476295479514,0.120291593764991,1.31355449106846,0.0190108969599075,0.0218697477435719,0.000615454769512289,0.173175213591008,0.0899883984723815,0.060054080142585,0.112525593163533,0.718661713194997,0.163755878633952,0.0660844898172138,0.201358126658985,0.146111795647769,1.58630834371012,0.146848471108942,0.163946480724912
"11840016c0017r",0.524051716837766,0.341791554663325,0.246984484843902,0.0267174170726772,0.775275959528243,0.702504038843106,0.626186987039921,0.0259042021121641,0.0576428731226811,0.0498852221334285,0.0440245505353856,0.0342341464941284,0.408087221725806,0.044085034628314,0.000158041174211382,0.0142683609187623,0.0601056516926581,0,0.0554096188901588,0.138923245174526,0.383771876440932,0.632252129665218,0.0678222461900575,0.120094312671055,0.0472468455893373,3.33620262505619,0.00538715092603052,0.0299131808586071,0.0528033847198167,0.276804398994284,3.18237056571256,0.0179035445919094,0.0345919148654018,0.000545036196757571,0.15116127481943,0.129911288856981,0.12204347447513,0.0804550938333253,1.43293590237347,0.119409491457631,0.0963373847605503,0.011118203555097,0.0217923634794662,1.42262683560117,0.0722165357949211,0.0860986011939314
