"","B_Liu_Subgroup_1_8_7_5","B_Liu_Subgroup_3_6","CAF_Liu_Subgroup_1_2","CAF_Liu_Subgroup_3_4","Cancer_Liu_Subgroup_3_4","CD4_Liu_Subgroup_2","CD4_Liu_Subgroup_3_9_8","CD4_Liu_Subgroup_4_10","CD4_Liu_Subgroup_5_11","CD4_Liu_Subgroup_7_12","CD8_Liu_Subgroup_1_5_3_2_4_3_5","M0_Liu_Subgroup_2_3","M1_Liu_Subgroup_6","M1_Liu_Subgroup_1_5_7","M1_Liu_Subgroup_3_8","M2_Liu_Subgroup_2","M2_Liu_Subgroup_4","Mono_Liu_Subgroup_2","Mono_Liu_Subgroup_1_8","Mono_Liu_Subgroup_4_10","Mono_Liu_Subgroup_6_9_7","NK_Liu_Subgroup_5_8","Dendritic_Liu_Subgroup_1_8","Dendritic_Liu_Subgroup_6_9","Dendritic_Liu_Subgroup_3_5_4_7_4_5","Endothelial_Liu_Subgroup_2","Macrophages_Liu_Subgroup_1_4_3_2"
"Patient188",1.59983578359823,0.905415079186519,0.359324371800098,0.579969056690779,0.86279698481191,0.0571420083132195,0.406027956476649,0.102371258957381,0.00256113462803088,0.0786951031748873,0.0595025371371954,0.0489063315184641,0.0590053100072793,0.127499611227773,0.0441876938920209,0.0063517461828598,0.080270211738275,0.0660806000058923,0.588904450169739,0.0605849972883604,0.121267539517315,0,0.145924712838323,0,0.0116604471819731,0.108555131870641,0.150788379699655
"Patient18",0.958645792706833,0.888713597003955,0.0498645653345151,0.516683794302261,0.809832127243771,0.00950229870825714,0.321066644938518,0.0894734665466357,0.142692355169576,0.166092711186541,0.0580358250276173,0.087005190884357,0.251911058576467,0.225662012187157,0.115587311731492,0.0148628877015448,0.143967571005021,0.0413383453162978,0.46058274270942,0.0403907674870096,0.00367844044665729,0.0482467672649327,1.64245487636993,0.187705930311288,0.109909227766414,0.0410213858852721,0.0956540156868617
"Patient1",6.30614789063508,0.85779589919599,0.0868605394415933,0.189287655814275,0.608074933120407,0.0279493379387114,0.431056108866479,0.114003490715285,0.0889941620698756,0.28346687066819,0.109055891519296,0.0274982907276925,0.0604881171429802,0.149379985152649,0.0156371685360685,0.0452671793120941,0.17786164911819,0.0185736153439635,0.434586219227901,0.0017574610523907,0.0536566786492298,0.0169460176516739,0.2214494721181,0.00706686628322557,0.181495862730786,0.0742578158092799,0.166169983155051
"Patient20",1.08334278165924,0.910260015453289,0.431599543731477,0.307349257677817,0.652132555283734,0.0218726568301737,0.185150913742611,0.0418524721942304,0.0921546421263171,0,0.174725235463069,0,0.26487165754716,0.325842759866312,0.0509017882341453,0.0545870744437559,0.202851227557355,0.0112020344344685,3.2836510603576,0.0355468161776649,0,0,0.764834516384087,0.00436775767236382,0.0175983296213821,0.0517662962545558,0.350526975487885
"Patient21",0.827093613549982,0.802814922725037,0.0735493447944715,0.334485017563927,0.794241970484556,0.00534471194967692,0.293056930025057,0.0598747441945344,0.106099785806979,0.0153821511624569,0.0496730969369244,0.172498676230208,0.256596563351626,0.129824309623937,0.014099964277656,0.0152493673683598,0.0733397404838716,0.067691956184201,0.74836591036625,0.0391776716231512,0.0244621028225354,0.011659520756251,0.120533416500223,0.108203083410689,0.140381339451576,0.105804659122419,0.131749906694024
"Patient22",0.107052074646887,0.853519684758297,0.0843728823081698,0.505758540532084,0.714099456057637,0.00628112091848141,0.35047206059497,0.0621602251344381,0.0103508023397735,0.186799312053971,0.0196364971647745,0.0713241792273446,0.168602264032309,0.086711344233525,0.00117126706837964,0.0407017252591429,0.208303742285737,0.0499305359331503,0.711161369879064,0.0207175496447569,0.0351587526591421,0.0623642459575161,0.167234697606077,0.159402632391888,0.099412983105468,0.159226154017889,0.0793833441836842
"Patient23",2.10468564165438,0.885281789520234,0.297745257285848,0.510319865017531,0.713980232086983,0.014717499043883,0.336298394164494,0.0618280823949742,0.0225797602476718,0.262499936029518,0.024986865070192,0.4086275757513,0.21752990712985,0.337727778683297,0,0.0116165295312639,0.0192812911024376,0.0535711549735829,1.07269297915598,0,0,0.0348754507082065,0.234607378050197,0.0106436976373923,0.107923549648978,0.076760546346266,0.10340210929245
"Patient24",3.55392606169817,0.751322940405238,0.248306259660833,0.709284981317581,0.69629692611794,0.00171298170021018,0.289875325282037,0.0452226583180131,0.0475406705692516,0.0691851095107422,0.0520690007599056,0.194152171194498,0.224610939580786,0.132528273946122,0.00131021414715648,0.0398955868290606,0.0477166054911627,0.0431222087092391,0.830496681879461,0.0788296501935927,0.234150460433369,0.000530586610335257,0.134461239026767,0.00466683793606962,0.00117003761221229,0.138007470883499,0.0702147241305809
"Patient25",0.271125010535977,0.946830275839029,0.168881265014241,0.479433117221013,0.517326785532325,0.0145448035286499,0.248619118411362,0.161519038913086,0.103425639690818,0.228872108404424,0.0314944454733533,0.0421931158329864,0.242597776591205,0.200077600878938,0.0255763560135992,0.181201313294663,0.402641931413575,0.0163435920040964,2.83020418947094,0.0221967310877233,0.0780816797178895,0.0473922702019305,0.952974108124202,0.00219653266707852,0.0119532724747503,0.103759701754095,0.184436966368627
"Patient27",26.5765952305174,0.658984834494532,0.0856530223414658,0.173344599617901,0.808200344643929,0.0814562423401878,0.366481947882371,0.255368599374464,0.087016016205142,0.271312715077912,0.193818095515266,0.0295677573599147,0.118749446105872,0.18161730681532,0.0702362593837427,0.00634750931092122,0.0599230908338102,0,1.09367155381527,0.0116361252863051,0.0216837105082089,0.0223804876751042,0.408445318426025,0,0.0520634878668033,0.0282433300396787,0.141753426237624
"Patient30",2.59547617129838,0.854282285141578,0.177507324567684,0.208909256147489,0.537796608613632,0.016723350211834,0.298702750295299,0.100637376110747,0.128009763457,0.0242696143268219,0.273478480869377,0,0.0688273718009567,0.330885326953565,0.0671700811179099,0.0374285860935025,0.0784475780525312,0.00211211963897429,2.97939495331354,0.00351768274423499,0.0164242047081515,0,0.258049593013861,0.174688138780736,0.0108919039148762,0,0.407638220617941
"Patient31",8.63693420646381,0.945118889369875,0.0898856518564356,0.331097625182798,0.619603974821717,0.00428595306390146,0.344439511696698,0.0660827277608531,0.0988719400159758,0.0613387326178935,0.0184774081961188,0.0566600392350428,0.136534877714505,0.222815190414191,0.0527029085085761,0.0332604991958858,0.229512334772364,0.0276123995842961,1.22774616047269,0,0,0.0179637498603157,0.0693730647333333,0.252204067108261,0.10531277966127,0.0604091788013794,0.185787057639411
"Patient32",0.278473461910481,0.709307151399356,0.133222103738348,0.596336050522998,0.650177833331979,0.0339989437586863,0.378389613469832,0.151293107212665,0.101214025032498,0.355795118908213,0.0466423075441973,0.127433285134,0.120749434023324,0.0890494770787378,0.000791914811159302,0.0228352351622885,0.0815600450418821,0.0392565563414423,1.0968958674501,0.0474942719377787,0.0727253160192307,0.0577633289305788,0.281837771311382,0,0.0868030314299579,0.0135537723685018,0.0982026083072839
"Patient33",66.5812567859929,0.899071269375612,0.32491633038074,0.301464798328283,0.0800031804211253,0.0657063551103692,0.180563557048138,0.186042323842281,0.0468864030131971,0.142211405207596,0.125815929103347,0.0866646765039082,0.155148789625583,0.222819061855148,0.0160191552329037,0.159172006568971,0.216496674764512,0.0453906667950434,6.38118939111403,0.064297446019223,0.289033974521044,0.0267122518415409,2.02586367803777,0,0.011031894324059,0.033041958464674,0.318816051602421
"Patient34",0.633273160627012,0.942655504251777,0.601581506700853,0.0647136808522099,0.277210794077253,0.0300999381423671,0.326234704179185,0.126481727881503,0.0315646462873109,0.317954402477597,0.0397480111971745,0.0287673241772526,0.116862447830658,0.155853433255179,0.00758294211575598,0.227898765297799,0.153974092675486,0.0308874685648172,1.7650819912983,0.0174130318140995,0.124627650454403,0.0353371199389378,0.78577086413545,0.0250810849414263,0.0115211977704823,0.0163940039028589,0.0681185763787395
"Patient35",0.666491653129586,0.894765857267987,0.12281077031091,0.436111316115216,0.476991785813667,0.0249596477275159,0.335394413990673,0.111585801442406,0.0327953458614049,0.174404134338573,0.210612469710975,0.108458623661781,0.135048947979605,0.214078199531101,0.0391397459269254,0.129142272924089,0.0843108432007713,0,1.01780025264967,0.00504308186881432,0.0962377884450496,0.044053419773553,0.133002549945957,0,0.0744936562536364,0.0292202650716972,0.189952718206978
"Patient36",0.780381294982342,0.888909093378858,0.139341530915664,0.624450054630871,0.438629333190719,0.0212350363798197,0.408153240086672,0.346295180828957,0.0369319120036665,0.219499865936593,0.0112386115970073,0.0844332913027953,0.0969127848023151,0.153644511977877,0.00143493741297218,0.193072724467964,0.257229067599519,0.0427675760751981,0.616999763763558,0.020892618411103,0.0533168847014559,0.0630905554190881,0.167048223369833,0.0757632105062578,0.0599097446175863,0.09070083624686,0.0988139603725457
"Patient37",40.3159112665806,0.781496850964121,0.397364768109756,0.491537634612321,0.422840909841012,0.0795652875652679,0.290152223236662,0.307735153857949,0.0174253826963069,0.294924484309056,0.173654319627125,0.0530145795844681,0.108210147291207,0.28279704796001,0.0229536427176585,0.0810884721608147,0.144774393285915,0,3.71647934966225,0.00415671898014305,0,0,0.851064915145267,0.062102424068561,0.0244783825794742,0.0729798890380818,0.161285763003734
"Patient38",0.998490738626201,0.76142699174649,0.162808485214412,0.532400474942685,0.663200599823212,0.0272703415860731,0.381023151158813,0.236123615843834,0.0765314980761828,0.0208133138480619,0.110850616794149,0.0832502846433904,0.110150011787094,0.17127896662086,0.0337844285526259,0.0351606678311861,0.215304370260907,0.0277460565231566,1.38303273005286,0.0110682438244309,0.0338614373115717,0,0.07358650965631,0.0898215843908653,0.0996328255706035,0.0134573310531041,0.130003214052657
"Patient40",5.35086680298931,0.850258923546282,0.175125826411324,0.464644329638585,0.898552392325517,0.0138926715635727,0.388936431731197,0.121555447214675,0.154106901975605,0.0347525392343972,0.138571110651332,0.0719299466267301,0.111503248434043,0.0732222954719969,0.033796464934895,0.005074390643575,0.29087368497377,0.0441303744686375,0.515259231916286,8.83154049404367e-05,0.0567912452321388,0.00620257499383753,0.0913776743487579,0.00673731045595482,0.12225003094692,0.0487445977135319,0.0847705769444198
"Patient42",2.38794907907978,0.980561499531225,0.136806370869828,0.330062200843361,0.778465539232498,0.0118063790080296,0.364756330400577,0.127155688032145,0.0348427535829201,0.337269653425352,0.0461251726594093,0.209300266786578,0.109112893325318,0.188473832492528,0.0598977395605434,0.0134973623678453,0.0861218857905359,0,0.817877513805321,0.00938482724392392,0.0613643270299845,0.0418689214394017,0.201716300684423,0.00429999585699174,0.0592641874793056,0.103700460719103,0.210499445535505
"Patient44",11.8154715673987,0.514403882024801,0.125835548613955,0.182605457454567,0.499866094233371,0.0905293261960856,0.275736251099817,0.123416172727096,0.0361773221444185,0.250423313550442,0.0826631359668005,0.0884361629577966,0.177517499087465,0.218766319095291,0.0604391184049104,0.00245855369400014,0,0,2.4421261468097,0.0400777804877506,0.0235248017748716,0.0392335021354776,0.997499385630533,0.0852377140402651,0.0249192378872168,0.00634632977020362,0.321451107120389
"Patient45",8.25638178379556,0.890648600631034,0.137353192501528,0.281486516189276,0.709336500048627,0.00770196851824859,0.182789924936064,0.152109245824261,0.0156483914706254,0.112075347813801,0.492951105336568,0.128316493051445,0.343039269966789,0.334621681423151,0.0351576695332653,0.0502536562942953,0.230594742371088,0,3.18434700273739,0.0166495229223768,0,0.0034598140854594,0.365162964455667,0.0525563898703313,0.0105156068672941,0.0247601139020594,0.292218392406801
"Patient47",0.118878153548022,0.898769173135761,0.195062305930169,0.70062412029306,0.822699523502714,0.0126471939084889,0.403547885949885,0.0757457772523131,0.0142293295468678,0.118070688971314,0.0448474249413435,0.0330878100534555,0.0680566121353112,0.0931652364477026,0.0111285318289135,0.0046579103344564,0.0370991139073929,0.0470247291183403,0.41712687103255,0.0514621615953356,0.147980460369382,0.101013342939299,0.188492697358161,0,0.100817047490786,0.0334055891778114,0.0644661081438914
"Patient48",1.49167696796774,0.716182448647518,0.0851098840367945,0.333022658328489,0.645150954377487,0.01766453421398,0.407141390223839,0.00263189835859808,0.0614019719161943,0.232468103806965,0.18606616381842,0.0357612796388223,0.0685317329648008,0.0730024384301976,0.0370993408124785,0.0279096741098675,0.171871814832147,0.0180264327331272,0.447214707514366,0.00955652779555603,0.0347389313701088,0,0.0928130957955667,0.0509850979903476,0.155638501396391,0.115442786296559,0.109519417211613
"Patient4",1.08245130527809,0.909481651242414,0.170018082273801,0.665019603480802,0.679335030285458,0.0307999541320284,0.291122089537991,0.118553478723666,0.119682147025438,0.520233450080528,0.0518963575759747,0.0896797190163575,0.227672360658275,0.0820468137872859,0.0489244131118076,0.0348805572482384,0.183640415538498,0.031297691298378,1.17808752393349,0.00902735080186383,0.0623349085724749,0.020720756506583,0.533866495772799,0.0237485028072877,0.0175676374027386,0.0385673048006391,0.126640049678711
"Patient51",5.40903348869612,0.90850242647838,0.35402769948043,0.442807027394136,0.644034769048564,0.00266661708136317,0.19276659314193,0.0805566985821483,0.0933909365667058,0.104724986969132,0.0543494361292131,0.0310875999077752,0.240662592303593,0.190813059012275,0.100965300448674,0.106239206147883,0.222444650990335,0.00586054185444104,1.48106060675626,0.0231257171997093,0.154889543204665,0.0218471156489677,0.660102442392959,0,0.0175091887162619,0.0288664611549794,0.262936474480926
"Patient58",0.307831628499957,0.884474741091294,0.191084131624618,0.575966649907829,0.772781478728769,0.01251640802263,0.398544042936111,0.101455116106736,0,0.110248230057034,0.0352145614299549,0.0819465576114273,0.103252106063181,0.0613184984819909,0.0295511710240062,0.00544963759587955,0.09898082442082,0.0192051321049181,0.670473139678228,0.0110341512497087,0.19687319917521,0,0.489763046876705,0,0.0387856629617533,0,0.084579701886234
"Patient61",0.993191551250905,0.913462282009606,0.142761399657498,0.0633769766066844,0.528828409941117,0.0797632819748692,0.0785678142036592,0,0.120591617547726,0.00692399455690207,0.0345035613174444,0.0700672533394256,0.434532521764305,0.325779809977991,0.0127494369867489,0,0,0.0474982325245082,4.73381155494784,0.0431317034264676,0.160971094007076,0.0475055303435694,2.83742318874079,0,0.0564162747034634,0,0.404464948274805
"Patient62",4.3792234420591,0.949370275367309,0.466500382690844,0.42746040869136,0.795661430564461,0.00705568836837269,0.112827594545893,0.152897489431393,0.0223543547938033,0.027201297363829,0.0553159485922547,0.179081544987099,0.275125366905543,0.25933531413889,0.039284587101753,0.0369534431235049,0.219895662530975,0.00508360390974644,4.87630894595935,0.00666027304900209,0,0.0274749932006858,0.6224244090791,0.0625239109208301,0.000146415250900651,0.0376174850782392,0.286120038290545
"Patient63",0.259613983272825,0.80462400961604,0.0913569414941406,0.235445945359666,0.779019760990724,0.0215698503122068,0.4049299939825,0.0281428483261148,0.190100378224797,0.00281398971920012,0.159533945972475,0.0873031933245765,0.0782396896230922,0.078593774324149,0.0851326197701272,0.0273651610419383,0.208905161674355,0.0279001771503118,0.824315614682982,0.0122994301573373,0.0852836264021475,0,0.233116450641358,0.00489677575122258,0.247504543076064,0.0449068173799471,0.122946754563226
"Patient67",1.30218632157987,0.42598541064202,0.207316655917795,0.607427240247848,0.830177953568981,0.0107275261332806,0.450568478536879,0.169660907397129,0.0588973756014295,0.227350616149327,0.161558189632857,0.0825624076157793,0.0540556715342932,0.0591444374206541,0.000125382568242457,0.00958940340105515,0.062945319082174,0.0215644657384698,0.457423325696786,0.00776569476041033,0.163890660566038,0.00624112750070618,0.662510163611533,0,0.112536118634967,0.0229199036892501,0.0765016229931606
"Patient6",0.238205450436102,0.771409807290212,0.261170167652623,0.364557550417747,0.782378222565411,0.0324965595429418,0.377000426441204,0.185108247036355,0.0474963365216363,0.11365512689007,0.0604085085972358,0.143798639124356,0.141115534826797,0.0894593473374629,0.0205033820796665,0.0276873380562233,0.267813523707758,0.11820471458522,0.93872630681719,0,0.132810370672664,0,0.435238450162327,0.00866277393259231,0.0333791342318721,0.0891362378184803,0.134528603598348
"Patient72",0.620978543251148,0.767376684340117,0.123267370771014,0.550430514167131,0.495883633815147,0.0481624723139819,0.318570405474177,0.420168461991214,0.0770450835240843,0.418146940586749,0.130364332587428,0.0908988888116185,0.180650304228363,0.252022574549989,0.0323409526712308,0.0783862194550916,0.0945278897764086,0,1.24370197121505,0.0131612442381242,0.00479815827320818,0.00838510794656007,0.332318697030441,0.0630753235181664,0.0222062219356607,0.103740568573485,0.129328147803955
"Patient73",1.88359683571471,0.874629308522696,0.131969651469799,0.465404863561433,0.851263715740126,0.0287916223871634,0.326000538090995,0.170444061220602,0.0620961146801261,0.184475633148954,0.0640944392176669,0.0629413660174949,0.186477485289109,0.194020483966457,0.0443622063975226,0.0176379792964937,0.064971786073375,0.019189639982413,1.0693952987027,0.0286442318584575,0.0365713638594084,0.0118580811572133,0.243751604464293,0.0468641509128626,0.0338308013773231,0.0600669517685775,0.182982612703292
"Patient75",23.0432869595299,0.794586517559016,0.0942094622609063,0.180331571859968,0.755580239948864,0.00451941983857547,0.218032484407024,0.0316168575148511,0.0191686436521225,0.118066575083263,0.413513803483529,0.0250811812777689,0.22382361514217,0.245360557577075,0.0625350623669824,0.00658889090720676,0.021259096062475,0,2.28244152261648,0.00769107356657452,0,0.00364522066768782,0.258839863261097,0.174034364613044,0.0312104780819743,0.0253768081972613,0.289273677884237
"Patient77",2.07902491693981,0.883540927862085,0.10833879076586,0.287250470160304,0.577634558099326,0.0116625364222811,0.208502146295109,0.150309411160652,0.0675223862834102,0.0869233772081473,0.25936697639278,0,0.222645488195526,0.326639556255568,0.0456187026608645,0.0391581517115881,0.139106824848839,0,2.79085426822133,0.0233919089674989,0.0165396675738915,0,0.367877881547373,0.135745290217423,0.0306641498944447,0.00904072152734784,0.318429366885019
"Patient78",1.31799795308543,0.962012559626004,0.473582391609074,0.586440236810025,0.715948387336331,0.0146063956187175,0.201436375748205,0.218230133745836,0.0404543382453057,0.0449217725584927,0.117834483390039,0.176467347672494,0.210572912839196,0.393459012679047,0.0617593247479501,0.0215559910391974,0.103238099752957,0,4.4595635727429,0.0226319931912255,0.00868778259140251,0.0396532371791454,0.873492933774633,0.0495043150441238,0.005037681060293,0.0383095961346411,0.198071421734815
"Patient79",1.01101726457671,0.94367691156885,0.158246115462199,0.412098858905651,0.385673869102834,0.0294588779458421,0.184437815795846,0.0993700269964437,0.0532654376267622,0.0786055720613408,0.274580629412824,0.0275311857924285,0.245210079785013,0.378572874128506,0.0397435691033509,0.111199458810098,0.218986232677158,0,5.2852915288532,0.0398025737807754,0.0279626010401141,0.026586290515484,0.405841524995887,0.0153176220690285,0.00838412569349094,0.0508118390169704,0.315298064841938
"Patient7",2.39627616800561,0.882476187781359,0.0937505308061597,0.233400352760753,0.778114080335852,0.0138180231207827,0.343239174446824,0.149032748067611,0.0546277753238018,0.237438816525003,0.150421496069348,0.0250479191125467,0.135677959058471,0.104627241787737,0.028896180458501,0.0225670344059926,0.161285761976232,0.00802975597383651,1.34521241871384,0.0305227643574875,0.0630068790245714,0.00268434514099842,0.149631638845818,0.00264345149298982,0.0355228482163471,0.114057775770743,0.253361385217297
"Patient82",1.43212420692228,0.819007108205083,0.121420203516358,0.598870825440147,0.739745336701831,0.0147703287587665,0.371387309026572,0.209516810053544,0.0329481810401764,0.0667046532864314,0.00680763071762147,0.0928358451282366,0.135348349010813,0.140432524552466,0,0.015458893489328,0.075367305449649,0.1225049521953,0.512249643141762,0.0107046127945694,0.121806420994909,0.0869449585950248,1.3950071577826,0.0317660191295505,0.0951625282589277,0.0834760817338686,0.08051387996942
"Patient83",0.231804813472581,0.865874818999457,0.0937457536051452,0.662035033334088,0.725730909075879,0.0185230590879016,0.397925826354439,0,0.103715074337878,0.501483413888447,0.0287890376705396,0.0985232293445155,0.0833567777658175,0.129680015270541,0.00293411003747885,0.0417794903597077,0.10275936845565,0.0416585368826899,0.420625720486118,0.0306253150620062,0.055687617416589,0.106283881555321,0.138258742966754,0.020786403064783,0.0520203617332931,0.0827084884044518,0.0760447190027647
"Patient86",121.55053880926,0.559131831355357,0.23740743604704,0.349738012246169,0.16667315474301,0.118569288992989,0.239686319861921,0.190757849109636,0.0373564847084587,0.293357163618306,0.809835612418117,0.042455726798292,0.169136909376219,0.34506454427457,0.088443159763454,0.0525152229820959,0.0129239451060821,0,3.42554794843996,0.00971635872822662,0.0415933247879226,0,0.8567170213086,0,0.0330974370080079,0.0329441874939738,0.244740093080518
"Patient87",42.8346862203182,0.521109922681249,0.0950279962117601,0.125089610156457,0.604232438757187,0.182091135198996,0.351908190699727,0.329540935212631,0.10070584602813,0.420634638187552,0.164086541622329,0.0403299452968658,0.100053667146857,0.129958075921582,0.032291510261676,0.025454948157255,0.0945862669075874,0,1.88998748958489,0.0126130611093107,0.0211857796208898,0.0802110658859869,0.578504078652687,0.00156777896943168,0.0142248232262447,0.00791338181572805,0.247162450386161
"Patient8",1.01402354798631,0.769938826679838,0.118305617003822,0.632045674303953,0.583655896435826,0.0314221399175117,0.340252529879135,0.27445537842175,0.0948766893668425,0.308616492946965,0.0614012599771749,0.0806067688139658,0.164898468727174,0.096134995653737,0.0248629098399733,0.0828815239036282,0.244197117285089,0.0214854677255628,1.03342848311081,0.0454508245751081,0.0207980977317466,0.0483800531129354,0.2003073840402,0.0989991606233092,0.0435956648558139,0.0800303057954372,0.0899974043930692
"Patient94",1.67852039968551,0.803402112585524,0.13148176974766,0.327705691546275,0.864810600201971,0.0402403921708191,0.332398540349321,0.0607823080797701,0.203724549232209,0.00127598193129546,0.152702675435673,0.136311881731616,0.133734397181847,0.179077669464389,0.114836181228606,0.0104620437007407,0.101592666713402,0.0596600455172917,1.63906640254454,0.0196679401398297,0.101580295746157,0.0103743497563574,0.593427341299147,0.0234381033540711,0.0475476969740133,0.0523440171688856,0.203687245939861
"Patient96",0.392556246427976,0.87553450068407,0.0913908679669568,0.529838525961857,0.570663907550099,0.0157122765617824,0.335694738232691,0.122773904397173,0,0.197181588315382,0.0117674704467003,0.120044834124943,0.192988607368054,0.163934789264475,0,0.0789461147917163,0.228999074947962,0.0967728814017152,0.547842775620148,0.12144849124686,0.0389857116419727,0.0830111019525112,0.0496872666304667,0.109578878068694,0.0311107997094587,0.061691383743745,0.149147357198618
"Patient98",14.34469865718,0.871204978401321,0.126006826943572,0.341586595060732,0.554280869885198,0.0146408501939917,0.20944997070357,0.345160807572357,0.0897912890845411,0.23073582035188,0.233904636885777,0.0363398652307492,0.199575293930109,0.29382551293174,0.110871946104503,0.100457180996142,0.220810041736659,0,2.64139767082442,0.019462426686289,0.00760081150287742,0.00419475711396953,0.700302483510535,0.0102519264905573,0.0475080140219735,0.0598194040606273,0.316753772047067
"Patient99",8.88449464227323,0.929363187656427,0.136175433366914,0.228712283229509,0.642479225507816,0.0122165719494362,0.139108281074099,0.0968875717670765,0.0252735725009203,0.0854190213872016,0.0821602805577296,0.222856062849076,0.336575738046275,0.212990035212961,0.00445557003609521,0.0967435417106292,0.324686850340947,0.0073851119496099,6.79228768703338,0.0153432176989747,0.0679565034953177,0.0340009764468163,0.717291053691851,0,0.0426125135339717,0.0228530316049789,0.30734129143968
"Patient9",2.84598503291895,0.938432776042456,0.14985988103105,0.637956416989452,0.701590093763579,0.0033647540616128,0.387799389801982,0.150417224167214,0.063375365824159,0.458798269139804,0.0338514559915272,0.0350246768892086,0.0905839481706328,0.104157431681087,0.0102750910493672,0.0198895960041298,0.0726864190445046,0.0355320040717004,0.860402542089211,0.0226458456076774,0.0340788044957775,0.0159867440782122,0.236328512177888,0.102345630843324,0.052045472215297,0.0732452014881565,0.0791473979416405
"Patient56",0.726730253250031,0.610611813659775,0.265243091850102,0.287925731466776,0.438103468599368,0.0408487648523121,0.213603028971396,0.168304081962271,0.0435701829415976,0.162151976920549,0.0745817356713365,0.0497883293674606,0.260241470525739,0.156857239680518,0.00875451219012312,0.126772648315155,0.155251510958666,0.204011464771451,2.81683208365792,0.0521994564262438,0.243378693674827,0.0227000870141294,2.97885377277884,0,0.00866549211128801,0.0522714735478914,0.138716211499234
"Patient191",1.53608462975768,0.96860188515854,0.173345621883745,0.157723523687354,0.772519811034586,0.00602702351955823,0.195026883944084,0.180346261692787,0.0505660997724198,0.181900266369092,0.0306956843947124,0.086358625616821,0.280385120691262,0.235977500200816,0.0533213797511408,0.0360333977063889,0.210993529133347,0.00739748563912481,3.68760603397667,0.033227392026678,0.0093217374311899,0.0464358236332301,0.50552592927406,0.0017985105304449,0.0672051807108402,0.0513042695696472,0.345367613934162
"Patient189",0.114772138916921,0.869340340678456,0.288407976572385,0.153236501653551,0.213555636571138,0.0318994962842681,0.286373524225513,0.366837817735111,0.0164868950466048,0.0411315399594645,0.0883566217882389,0.0115435726720952,0.150983797758262,0.084772597553809,0.0262682794975097,0.0886141824688325,0.0382935947038305,0.0203344333753136,2.18200873333535,0.0125558541172537,0.582202514151858,0.00341941715038092,1.82361502038255,0,0.00877697780699635,0.0179639822478356,0.0983605772217142
"Patient200",1.7708744695337,0.906609933835259,0.0850193806515393,0.338778359169599,0.610432027872043,0.0154009203976014,0.264202472710442,0.0234342207866617,0.0361198817763515,0.00024925648204416,0.461718733160413,0.0716145577942276,0.17302331528278,0.275005274991922,0.0150425837284342,0.0791914422197663,0.208792912692644,0.00149849466276654,3.27207062167728,0.0147488938876881,0,0,0.28246342400635,0.268265940353195,0.00957616132962986,0.0736013497643069,0.272189978211158
"Patient201",0.14715320191292,0.894398822481442,0.308464463022999,0.714912199274054,0.78551819846209,0.000589336846558713,0.30455084261795,0.142992061153335,0,0.0166112152931615,0.0224672835184279,0.118491974211501,0.218997596801819,0.101939984991158,0.0021828498148294,0.0188074982405429,0.145174566393317,0.0686886206563381,0.583907495365598,0.0354811863611196,0.0669134150546436,0.0956527392042153,0.168255389336392,0.335441154733813,0.0193741440780006,0.220152135730454,0.0392770119985549
"Patient203",2.87935664475851,0.872305142732221,0.267080189373365,0.441206648422719,0.63951648844999,0.0119386745947502,0.295417817151213,0.316490344660468,0.0600974837374056,0.0294674848749052,0.0996421080763725,0.0105468363556496,0.13929284694343,0.168468992262656,0.0291369399735465,0.0358700389644274,0.135539175817489,0.0486205653823601,2.08468849440835,0.0570143308667333,0.219893177988691,0.0173339334183449,0.925675071601012,0,0.00640010233314977,0.034299568715727,0.128887459748171
"Patient193",0.7971724270158,0.937597899051943,0.138842749592409,0.338842201866641,0.441019316569742,0.0812639335438427,0.290668261324053,0.174312513418463,0.02719169270994,0.0420533269425791,0.121976325606212,0.0187402757053632,0.141557561859609,0.337811665884482,0.122936321544716,0.0928573163170539,0.101990261843802,0,1.69009609858879,0.0269209192946944,0.0391095436968271,0.034030396804592,0.637047179581259,0.0955142644113063,0.0219029343619292,0.028630269316059,0.20181511128292
"Patient195",11.8769050718145,0.704581067412589,0.15705755553605,0.506838935195272,0.732732711187362,0.0465168568644867,0.278834278894623,0.260331594785555,0.0851953575653609,0.464866085118528,0.111401241477961,0.0661842272062434,0.225881690216195,0.113151168970019,0.00275443511758662,0.0173202332148282,0.077753106090211,0,1.11423253017422,0.0104723299406576,0.0119930163890919,0.0532191009684491,0.4724589104331,0.0128945492206201,0.0321853975837049,0.0700144736573904,0.090213038008389
"Patient196",2.76666428878851,0.807570916468971,0.0800713334007167,0.397377109544369,0.793432643520424,0.00291808281337518,0.303981429837551,0.0157941373461924,0.0552120481050876,0.317323458735154,0.00456167340324717,0.238910472201089,0.206476912407467,0.101582268971457,0.000508114643656817,0.0113842248367919,0.0995835297931806,0.0975832420455423,1.52115368086197,0.00367012484468115,0.0145595795370719,0.067201973483018,0.0739707551538433,0.108632296697495,0.176552647806837,0.0937118306714442,0.087888408551847
