"","B_KRAS_Subgroup_4","B_KRAS_Subgroup_7","B_KRAS_Subgroup_1_8_2_9_3_6_2_5_6_3_6_2","CAF_KRAS_Subgroup_1_3_4_2","Cancer_KRAS_Subgroup_1","Cancer_KRAS_Subgroup_4","Cancer_KRAS_Subgroup_2_3","CD4_KRAS_Subgroup_3","CD4_KRAS_Subgroup_5","CD4_KRAS_Subgroup_8","CD4_KRAS_Subgroup_9","CD4_KRAS_Subgroup_13","CD4_KRAS_Subgroup_1_11_2_10_17","CD4_KRAS_Subgroup_4_15_7","CD4_KRAS_Subgroup_6_16","CD4_KRAS_Subgroup_12_14","CD8_KRAS_Subgroup_4","CD8_KRAS_Subgroup_5","CD8_KRAS_Subgroup_6","CD8_KRAS_Subgroup_8","CD8_KRAS_Subgroup_9","CD8_KRAS_Subgroup_10","CD8_KRAS_Subgroup_12","CD8_KRAS_Subgroup_1_2_7","CD8_KRAS_Subgroup_3_11","M0_KRAS_Subgroup_1","M0_KRAS_Subgroup_2","M0_KRAS_Subgroup_3_4","M1_KRAS_Subgroup_2","M1_KRAS_Subgroup_3","M1_KRAS_Subgroup_1_6_7","M1_KRAS_Subgroup_4_5","M2_KRAS_Subgroup_2","M2_KRAS_Subgroup_3","M2_KRAS_Subgroup_4","M2_KRAS_Subgroup_1_5","Mono_KRAS_Subgroup_5","Mono_KRAS_Subgroup_6","Mono_KRAS_Subgroup_7","Mono_KRAS_Subgroup_8","Mono_KRAS_Subgroup_9","Mono_KRAS_Subgroup_1_2","Mono_KRAS_Subgroup_3_4","Neutrophils_KRAS_Subgroup_1_4_2_4_3","NK_KRAS_Subgroup_3","NK_KRAS_Subgroup_7","NK_KRAS_Subgroup_9","NK_KRAS_Subgroup_12","NK_KRAS_Subgroup_6_14","NK_KRAS_Subgroup_11_17","NK_KRAS_Subgroup_1_13_15_16_2_8_15","NK_KRAS_Subgroup_4_10_5_10","Dendritic_KRAS_Subgroup_2","Dendritic_KRAS_Subgroup_3","Dendritic_KRAS_Subgroup_4","Dendritic_KRAS_Subgroup_5","Dendritic_KRAS_Subgroup_8","Dendritic_KRAS_Subgroup_1_9","Dendritic_KRAS_Subgroup_6_7","Endothelial_KRAS_Subgroup_1_4_3_2_4","Macrophages_KRAS_Subgroup_1_4_3_2"
"IP.124b",0.967636296648408,0.000723860238104404,0.164190565434961,0.583950718312403,0.744359827362501,-0.0871854688259351,0.550344813124547,0.0270398389311258,0.236495224303465,0.0240131579211541,-0.00273482151805793,0.0376725056017659,0.100149527357732,0.0353819134266899,0.00368620596235562,0.489683309696581,-0.00125560614016688,0.00583540882244498,0.0249940811911799,0.00625570944802831,0.0493311844334285,0.0679514676661717,0.00452935551050837,0.0109013538926815,0.000256835494847356,0.0022563868453717,0.0314817214336045,-0.0395150666281165,-0.00261350112315518,0.0328823562431503,0.284147761351765,0.037558390333051,0.000163828051947789,0.0941341379779159,0.0776160614028317,0.0367866203522355,0.0419817649032611,0.0630021707149215,0.00941444602765973,0.00448910248022707,0.263326036317013,0.08713231457635,0.123637802873147,0.0242606809285061,-0.04297799925091,-0.000180972759215905,-0.00729565749779839,0.0721655029135896,0.0589530839666417,0.0156608012624236,0.0103667308022242,0.060121903146215,0.00161527993152805,-0.0169025631003302,0.00740955190282886,0.0512816402042069,0.142983373529921,0.0320448785520958,-0.0409606182677042,0.0545941173083881,0.114577070142985
"IP.127",0.980397467093589,0.000723860238104404,0.123860945432144,0.221428711695808,0.877142390531753,0.29504825073859,0.313424039932118,0.0459632609154083,0.27681258645743,0.0240131579211541,-0.00078165701786202,0.144074230626301,0.0532610463778056,-0.00247520273381275,0.00368620596235562,0.198419277834927,-0.00125560614016688,0.00583540882244498,0.00450318115509625,0.0280809434387028,0.032045914699055,0.0145898486301187,0.00452935551050837,0.00984915719411048,0.000812908545819313,0.0022563868453717,-0.000843899577259074,0.1066420802382,0.00788215158119146,0.112933850628761,0.285585842394987,0.0508753186573048,0.000163828051947789,0.141767543464065,0.0692041208051864,0.0372193645635844,0.0339538641252396,0.0662647029507429,0.00941444602765973,0.0072630056733823,0.0864577165393899,0.0696636570450571,0.136774766935432,0.0612007541771155,-0.04297799925091,-0.000180972759215905,0.00723226589988861,0.191991222338741,0.0389805216248646,0.111850768976545,0.0222647686423518,0.0985229047920078,0.00161527993152805,0.0550164773595921,0.0207551200570566,0.185933939678853,0.0456881174480033,0.0355977394052512,0.33575544187919,0.170735517204078,0.204358453803227
"IP.138b",0.918535397411287,0.000723860238104404,0.133648659536974,0.46989347707888,0.870823620484448,-0.0200016357358003,0.519218498989141,-0.0299215376788875,0.309813889644287,0.0622283286930054,0.00632474986897239,0.0102292409549002,0.0495608294920701,-0.00247520273381275,0.00368620596235562,0.301921611141357,-0.00125560614016688,0.00583540882244498,0.0189627146985561,0.000560838435651968,0.0271884909348332,0.0382512233352933,0.00452935551050837,0.0108899206978956,0.000256835494847356,0.0022563868453717,0.0104647245191163,0.0629595343164814,-0.00261350112315518,0.0601193346367228,0.490480901499591,0.0297334923518266,0.000163828051947789,0.114340021852488,0.113438477720774,0.0451870775691023,0.0745407321681838,0.0408966209613848,0.0880236744532947,0.00448910248022707,0.44276334140648,0.0958427928706141,0.114215676100688,0.0449100767803996,-0.04297799925091,0.0161810275956102,0.0350584010718494,0.104041488658192,0.0440844828831302,0.0192305234827429,0.00868995733016999,0.0280965543473018,0.00161527993152805,-0.00248723049531129,0.0227965056092776,0.0765731616583698,-0.0331754964165841,-0.00739598130240588,-0.0464257512715482,0.0764019625928749,0.290412535538413
"IP.140b",0.853081487891212,0.000723860238104404,0.119717830505711,0.357804752573669,0.886555854188511,0.111328509428014,0.446735074415459,-0.0217501769323745,0.321600888720838,0.142355644551977,0.00982410270568767,0.0240457489552522,0.0749981462402194,-0.00247520273381275,0.00368620596235562,0.110276242112855,-0.00125560614016688,0.00583540882244498,0.00450318115509625,0.00390749239857563,0.058228043981189,0.0145898486301187,0.00452935551050837,0.0131535113056414,0.000256835494847356,0.00268848030321701,0.000582240994558389,-0.0275146230170635,-0.00261350112315518,0.086973270427898,0.349942749446422,0.0698898276525311,0.000163828051947789,0.124129104135638,0.0837379720470087,0.161592682200884,0.0737912262404184,0.0629001319710708,0.00941444602765973,0.179536933669631,0.327053833162968,0.0976143487199943,0.124505597078695,0.0273366422865836,-0.04297799925091,0.00227965813472643,-0.00729565749779839,0.124392880032599,0.0600947893942005,0.0250638869943262,0.0233671712090298,0.0494894245872649,0.00161527993152805,-0.0157928909353127,0.0194067072827641,0.0363567131660664,0.113090231833684,0.0244847859780931,-0.0476193195203769,0.11048251350802,0.337175336782937
"IP.148",0.94926082476108,0.00147440746829048,0.125625400410921,0.418402700141066,0.799583607797491,0.168296762927896,0.532169630581838,0.019907999999481,0.388756119196025,0.0240131579211541,0.00273624042995715,0.0466780767997585,0.102376503652566,-0.00247520273381275,0.00465129349183414,0.126627473198504,0.0178244357263313,0.01656718222178,0.0136873227170394,0.0495618721878496,0.0944958397563162,0.0145898486301187,0.0193212767186668,0.00793222217098724,0.000256835494847356,0.0022563868453717,0.00916849216549175,-0.034973111565345,-0.00214629452803873,0.0597663033842307,0.454231785077607,0.0306148385969759,0.000163828051947789,0.0924844574110999,0.0813578692813107,0.0239969718707891,0.0493063396030688,0.0122352790316652,0.00941444602765973,0.00448910248022707,0.177830589761428,0.0966594014055717,0.119816780161085,0.0387035982275709,0.000483639894319418,0.0182882420641128,-0.00729565749779839,0.354906624611,0.0118116555950684,0.0207196020719706,0.0100833640617978,0.0657869817980089,0.00161527993152805,0.087680862246134,0.0125693423586913,0.072131402899792,-0.00742973006133037,-0.0127203617494002,0.0768034903215866,0.0801331300202752,0.189092161674113
"IP.197",0.700604108837707,0.000723860238104404,0.115325812629944,0.415671085419249,0.915719657000339,0.568737831693824,0.399966387925509,0.0657710894414261,0.240456567522752,0.0240131579211541,0.0912213348594769,0.148051310465242,0.0312931132264613,-0.00247520273381275,0.00368620596235562,0.0722495362198808,-0.00125560614016688,0.00583540882244498,0.00450318115509625,-0.000327324462354913,0.133997555317804,0.0145898486301187,0.00616210041506178,0.0158245343021727,0.000256835494847356,0.0022563868453717,-0.000843899577259074,-0.0355777080666584,-0.00261350112315518,0.0782075970123502,0.241693296371582,0.015234074759304,0.000163828051947789,0.128396832683234,0.0737161195934617,0.0327280608647692,0.0281852474635657,0.04979717713116,0.00941444602765973,0.00448910248022707,0.0395662970977661,0.0739777322745647,0.1807073049259,0.0468876732457555,0.062985350860819,0.0412055116099479,-0.00729565749779839,0.230594516076186,0.0317061096977611,0.0216660644957304,0.0321533569290835,0.0965643333788884,0.00161527993152805,0.171322558086719,0.0137118610044953,0.331009568394461,0.00810243519177818,0.0622112198021957,0.300764842794315,0.100885789288629,0.129046393388325
"IP.214",0.896511351565601,0.000723860238104404,0.115241956377043,0.314191681445647,0.859784641166196,0.537358754335348,0.410987564249232,0.0456712152770005,0.375500384883895,0.0540948510155376,0.013879415053381,0.0357878784954702,0.0352563570629847,-0.00247520273381275,0.00368620596235562,0.0508547395256242,-0.00125560614016688,0.00583540882244498,0.00450318115509625,0.0471714921451156,0.100984552061095,0.0145898486301187,0.0120759639801064,0.0100904589426302,0.000256835494847356,0.0022563868453717,-0.000843899577259074,-0.0102821410111968,-0.00261350112315518,0.0862968550467429,0.13939614180886,0.0563383783811295,0.000163828051947789,0.121453717544837,0.10004549826066,0.0510558314955521,0.0491242679544667,0.0542010682930054,0.00941444602765973,0.00801512742070773,0.0551692176306317,0.0798974324586369,0.16569011843998,0.05312815838794,-0.04297799925091,0.0139690034798627,0.0374455587355966,0.124778860196274,0.0439715405580048,0.0506515631403774,0.0130728631784591,0.100837604549416,0.00161527993152805,0.0238549769308511,0.0513858101950477,0.0817738044861621,0.0648614523647017,0.0439610952427769,0.410091411774871,0.0863677457119483,0.201248306140545
"IP.28",0.208976619246497,0.000723860238104404,0.110159066897788,0.370012876238164,0.909206918028434,0.604815800510155,0.405001858091221,0.0450697529171564,0.271455792679934,0.0240131579211541,-0.00273482151805793,0.243881060142725,0.104953567504332,-0.00247520273381275,0.00368620596235562,0.174119124143745,-0.00125560614016688,0.00583540882244498,0.00450318115509625,0.0278179381077655,0.0777661731270333,0.0145898486301187,0.00452935551050837,0.0126250857854913,0.000256835494847356,0.0022563868453717,-0.000843899577259074,0.137484008545623,0.000321216988391182,0.0756764616859614,0.125468522617507,0.0243811949436172,0.000163828051947789,0.116322841897898,0.0586910926443353,0.0396150852177126,0.0078524059294043,0.0536489253731599,0.00941444602765973,0.00448910248022707,0.150210250181466,0.0643094444664699,0.446212807125536,0.0788587853140433,-0.00238410459720598,0.00364938286999927,0.0488945589621519,0.115634454143561,0.0113863661187654,0.0255061341186105,0.00665591350653336,0.0987916232749924,0.00161527993152805,0.151497181269186,0.0329039607696752,0.113193512960314,-0.00936292341775042,0.0413064835724465,0.228244751762254,0.124379290861082,0.0887824503912096
"IP.31b",0.790686343522401,0.000723860238104404,0.0842682221998199,0.618766117423934,0.821583969142411,-0.0870444526294695,0.520386426831415,0.0322726554329835,0.174781617273919,0.0509700358047181,0.0145448972673231,0.0137537293686499,0.0472729620363444,0.0356000798156941,0.00368620596235562,0.332042995285211,-0.00125560614016688,0.00583540882244498,0.0185260434238533,0.0349774759687454,0.0301729876977527,0.0435496002346565,0.00569251768370554,0.0130397906335434,0.000256835494847356,0.0022563868453717,0.0298347562153313,0.413469921472031,0.0714115726892129,0.143464340552285,0.456331485466172,0.0474460322965173,0.000163828051947789,0.0659546953737189,0.0968189391092712,0.0735748887190874,0.00956293496014443,-0.00180376358032178,0.00941444602765973,0.00448910248022707,0.0624401656655336,0.102640610536784,0.165684532139719,0.0519685560764507,-0.04297799925091,-0.000180972759215905,-0.00729565749779839,0.104745513333653,0.0334137241554152,0.0156608012624236,0.0238812603742379,0.0751671856010163,0.00161527993152805,-0.00280049023450916,0.00740955190282886,0.0319060883148507,0.0652610424664454,0.0077518496942617,0.0052951367008788,0.0581838583366341,0.131872493071581
"IP.36",0.845141730063627,0.000723860238104404,0.111648396204063,0.51133723091688,0.887918737169594,0.499852750233865,0.495693477309673,0.04089858640389,0.45463488358066,0.0240131579211541,-0.00273482151805793,0.151674141664092,0.0583929876622081,-0.00247520273381275,0.00368620596235562,0.0137660039011891,-0.00125560614016688,0.00583540882244498,0.00450318115509625,0.00797885833419051,0.083115864133434,0.0145898486301187,0.0134915397611755,0.0115697212929329,0.000256835494847356,0.0022563868453717,-0.000843899577259074,0.0576733584085476,-0.00125400255684707,0.0588362512213092,0.262149840103424,0.06551253741857,0.000163828051947789,0.102481959108433,0.0829485322030162,0.02689574308586,0.0369900069126856,0.113918286836778,0.00941444602765973,0.00448910248022707,0.0924029425122189,0.048883949797985,0.147539406726447,0.103188778467303,0.0156630782092317,-0.000180972759215905,0.00226128673421414,0.104104899471216,0.117444116395557,0.0156608012624236,0.0150990997001751,0.0935736146318023,0.00161527993152805,-0.0145811800817734,0.0339796225630468,0.0423588077533494,0.0367998489515014,0.0143674153374139,0.144397235769459,0.0550245050609971,0.134077045534249
"IP.38b",0.756571680212521,0.000723860238104404,0.104726552502551,0.375385333316584,0.891154656291793,0.58122301754634,0.304114317591716,0.0696029882042445,0.222157405549136,0.0240131579211541,0.0171933222318846,0.150272583480666,0.0306329667267116,-0.00247520273381275,0.00370004223914015,0.170419315020004,-0.00125560614016688,0.00583540882244498,0.00450318115509625,0.044205661114882,0.10479318572039,0.0224450966274994,0.00452935551050837,0.0137550679615106,0.0486848887291984,0.00230534371624047,0.0118681832447015,0.0515716319548632,-0.00261350112315518,0.0923411318190897,0.175869102058579,0.0976925587784303,0.000163828051947789,0.143653035262607,0.0603155576190214,0.0439107948533221,0.0171578392508984,0.0419974772761823,0.00941444602765973,0.00448910248022707,0.034550808873346,0.065648940962011,0.14115391231112,0.138181582709207,0.262999166465722,-0.000180972759215905,-0.00704611256371849,0.0754838398988913,0.112263852713364,0.0156608012624236,0.0320355058405484,0.109911489136982,0.00161527993152805,0.0323337426634428,0.0531462477450585,0.0461380824138549,0.0267102303980979,-0.0158106073715925,0.277525916690401,0.116052629290127,0.122813064789982
"IP.52",0.812156673275777,0.000723860238104404,0.109637783995103,0.442037592798999,0.865716471386524,0.26782193473846,0.468857851306656,0.0263173377627354,0.41754595562926,0.0240131579211541,0.00429053099537407,0.0661377328693766,0.0684869842015997,-0.00247520273381275,0.00368620596235562,0.0545324399596325,0.00720661685565287,0.0150006228246419,0.00450318115509625,0.0374231682346364,0.0975173992328781,0.0145898486301187,0.00452935551050837,0.0127575981624623,0.000256835494847356,0.0022563868453717,-0.000843899577259074,-0.032018450120957,-0.00261350112315518,0.0838654564958333,0.362349004311545,0.0357367475978354,0.000163828051947789,0.113260629725013,0.0827633581739547,0.0565740692491502,0.0326099677749806,0.00997814132424672,0.00941444602765973,0.00448910248022707,0.219020230284494,0.0912170780560779,0.153935234845132,0.0614259687124884,0.111026272751186,0.00117955875349153,-0.00729565749779839,0.128870086688614,0.0525823250441406,0.0227726233939351,0.0173751263560096,0.0759389389679538,0.00161527993152805,0.0334049304142971,0.0236555693124495,0.0550254742560052,0.0800027424413101,-0.0135187686098999,0.0751200983881307,0.0744983643967771,0.216484086652485
"IP.57",0.625076245148301,0.000723860238104404,0.0839607417903638,0.622764561292359,0.914681467833608,0.526136665519611,0.555052788066555,0.0428498989262332,0.156052451668731,0.0240131579211541,-0.00273482151805793,0.0868557454280059,0.0266268101470725,-0.00247520273381275,0.00368620596235562,0.121167797652127,-0.00125560614016688,0.00583540882244498,0.0139649573713775,0.0393032451185618,0.0884656961707184,0.0145898486301187,0.00457431165773946,0.00937916312902095,0.000256835494847356,0.0022563868453717,-0.000843899577259074,0.591915564982274,0.0110948872801312,0.275039395100154,0.355687520133161,0.015234074759304,0.000163828051947789,0.0399764716848749,0.0689813282033739,0.0237518076351553,0.0078524059294043,-0.00180376358032178,0.00941444602765973,0.00448910248022707,0.124158187825339,0.0458971671228276,0.157398456848641,0.0409606450181815,0.276650406332853,-0.000180972759215905,-0.00729565749779839,0.0938419662745624,0.0375842833020562,0.0156608012624236,0.00633836985012546,0.077601815710945,0.00161527993152805,0.054553170404273,0.00740955190282886,0.00931147381450057,0.0521635226229266,0.018359557924609,0.127443388106005,0.0561106521118832,0.101300777884817
"IP.58b",0.922904100961899,0.000723860238104404,0.145352444681151,0.543648241567626,0.923144788363385,0.163193138323733,0.538395149457796,-0.0299215376788875,0.254212040953528,0.0240131579211541,0.00181398686752161,-0.0220980787157481,0.0436880525134892,-0.00247520273381275,0.0260012081231702,0.0521391629990457,0.0166343520343092,0.00583540882244498,0.0511302759042269,0.00493723924396229,0.00392511687302427,0.0166745618076275,0.15056242526098,0.0196815995499501,0.000256835494847356,0.0022563868453717,0.00585196632728271,0.0180775554880656,-0.000998792068437265,0.069625203815327,0.416761581578851,0.0233172872611462,0.000163828051947789,0.113305250569,0.0301249256611096,0.147460634966184,0.0495400536284997,0.00564091069303355,0.00941444602765973,0.00448910248022707,0.375323609895829,0.0683492301328669,0.0657274851006034,0.031935637794248,-0.0361945757707415,-0.000180972759215905,-0.00729565749779839,0.199830996190729,0.0956737419444496,0.0572857963908897,0.0234213088497817,0.0185906388276841,0.00161527993152805,0.0628678168289335,0.00740955190282886,0.0961948428894299,0.00449009786712338,-0.0158106073715925,-0.0513047049208869,0.0797283818597031,0.219479657257115
"IP.67b",0.00474381429239464,0.000723860238104404,0.109085076304259,0.300160580353092,0.915815953268095,0.581784809495563,0.362092220776209,0.0637355019829507,0.469707062843231,0.135904912457537,-8.73564190775021e-06,0.194712469843857,0.261485113343455,-0.00165764618496788,0.00368620596235562,0.0835583888302733,-0.00125560614016688,0.00583540882244498,0.00450318115509625,0.0105555383109902,0.112961631838449,0.0145898486301187,0.00517847186906733,0.0121060384474851,0.000256835494847356,0.0022563868453717,-0.000843899577259074,0.0936329782760178,-0.00261350112315518,0.0867014085414982,0.245554894346485,0.0481297531498104,0.000163828051947789,0.135005551102981,0.0797270899471457,0.0369004894850151,0.0882922084984201,0.0584367139970308,0.00941444602765973,0.00448910248022707,0.166740685475455,0.0634125788629297,0.156883815263559,0.0724102371577431,0.870832861471718,-0.000180972759215905,0.00374812956681671,0.0841109424744153,0.088239106620033,0.0422368196694626,0.0180553051937136,0.114362203492684,0.00161527993152805,0.0174274468103093,0.0594425514018827,0.0587865641918871,-0.00622387884976332,0.0143094466941824,0.142147649491072,0.0743933098875086,0.14854317167217
"IP.73",0.694302592758582,0.000723860238104404,0.0896253454597511,0.660529450387434,0.926539001593277,0.497293329686921,0.537332496376473,0.0413537836529441,0.401206354549091,0.0515035049683711,0.00643959155202705,0.0613990539294358,0.0276468695386238,-0.00247520273381275,0.00368620596235562,0.248575228763307,-0.00125560614016688,0.00982916796948435,0.0239382946793657,0.0393994086632268,0.0799648847524911,0.0145898486301187,0.00452935551050837,0.00965703192968023,0.000256835494847356,0.0030989631088544,0.0134619739151495,0.216242337928161,-0.00261350112315518,0.0591912598062738,0.367332531150598,0.0416972276539047,0.000163828051947789,0.110229820629151,0.0686357832363395,0.00775091468181585,0.0332553225518586,0.0764597362769471,0.00941444602765973,0.00448910248022707,0.201032963310844,0.0638249100980552,0.168166477781718,0.0378030492119733,0.204377870045707,0.0030026998530957,0.0211963054438545,0.0764359447240818,0.0397871789000347,0.0156608012624236,0.0182482326404861,0.0822818285028585,0.00161527993152805,-0.00896263683758696,0.0562780471375592,0.166029412920549,-0.0331754964165841,-0.00265281491154288,0.039046383301183,0.061974720332863,0.086833296183023
"IP.82b",0.839071688313865,0.000723860238104404,0.138542193698541,0.38681320726561,0.864062047433142,0.178858604925866,0.437844388404233,0.019047667455521,0.493321658477516,0.0240131579211541,-0.00273482151805793,-0.0378095364894468,0.113934844754627,-0.00247520273381275,0.00368620596235562,0.0415410062095179,0.0468283966620924,0.00583540882244498,0.00450318115509625,0.00801581814275643,0.0111957734037831,0.0505637821971582,0.00452935551050837,0.0179826520217243,0.000256835494847356,0.0022563868453717,-0.000843899577259074,0.0227099212579507,-0.00260408771098111,0.0794925826886925,0.258701439649457,0.0452211991847719,0.000163828051947789,0.123952149669972,0.139354945573355,0.0291990355195814,0.0624248224090153,0.0126989728788294,0.00941444602765973,0.0278260392140747,0.193028373666075,0.0793395787324407,0.121929072347115,0.0292432801326759,-0.04297799925091,0.0071500933352291,-0.00729565749779839,0.166433879240608,0.0575370908272437,0.0186294573713877,0.0150334472253454,0.0645496076102854,0.00174971715363908,0.0173109144356688,0.0188182803106818,0.0430214118998031,0.185378736601177,0.0338538631142896,-0.0420630905660547,0.10872492025169,0.210708916087737
"IP.89b",0.832745272191125,0.000723860238104404,0.0943881929313437,0.647085758543273,0.910030406927576,-0.0474739060665385,0.52183749409463,0.0196645231289215,0.269881050727068,0.0240131579211541,-0.00273482151805793,0.0207066685666249,0.0410181384008054,-0.00247520273381275,0.00368620596235562,0.38890265013073,-0.00125560614016688,0.00583540882244498,0.0126292007480471,-0.00167741279951353,0.0522768274330317,0.0291493681942515,0.00452935551050837,0.0126150453545807,0.000256835494847356,0.0022563868453717,0.00142033215862041,0.0954497501040299,-0.001552705525873,0.0669436184726532,0.514999683986982,0.0473609285572943,0.000163828051947789,0.113617958216292,0.0508977026505441,0.0371926584080733,0.263314813183895,0.134668505963863,0.00941444602765973,0.00448910248022707,0.382712195127295,0.0765024794137389,0.1595074548389,0.0258555300603937,0.0225568647789151,0.0175125995693531,0.0384850616329785,0.0839437122544122,0.0513293541050428,0.0156608012624236,0.00901150713985414,0.0823194120700361,0.00161527993152805,0.00372326586036984,0.0267331646902412,0.0461657697303873,0.0527141835970432,-0.0158106073715925,-0.0488619299835243,0.0392605837697444,0.14133066867836
"R3388_YZ_1",0.748047826383249,-0.00092168465108378,0.0930382594620519,0.558339225544689,0.892186418920606,0.198098301734096,0.40428102073462,0.0264813396662316,0.402185773506507,-0.056474013630003,0.00171921125733606,0.0778443596120707,0.0469611010054724,-0.00236781776848102,0.00233601664909215,0.254327082528341,0.00240538805366838,-0.00381233395546223,-0.00717887552372715,0.0249241539657628,0.0648331705556563,0.0378644910800924,0.00691381780598911,0.0127766114121234,0.00140920909660246,-0.00329281559297237,0.0058773569687583,0.123541956561574,0.000324819482089452,0.0991106014694192,0.280229154093198,0.00834029419688219,0.000144113978510049,0.134050916690082,0.0710081137747797,0.0817299412183215,0.0505324957232622,0.113589591509741,0.082653150646121,0.0255333158853785,0.232235206974002,0.0792994938805863,0.196207484204819,0.0597994223014482,0.0779336452497276,0.0151860920714894,0.00784044734470724,0.0973467132780995,0.0251214214697216,-0.0114199284277377,0.0164514005740624,0.097025893296161,-0.00105533241142014,0.0497776622868996,0.0143635456005226,0.0914471679252416,0.00983954767383544,0.0286115344343,0.0655302923137301,0.114787056535133,0.0917183400882242
"R3388_YZ_2",0.770678429092992,-0.00092168465108378,0.109409584270852,0.441257498263858,0.840320305702684,0.198630902210052,0.432402024202781,0.0264813396662316,0.271690608575012,0.17814601535596,0.00171921125733606,0.0634095170871717,0.0639916976394653,-0.00128625545162638,0.00233601664909215,0.175090979184108,0.00240538805366838,0.0113235865562322,0.0331310788173042,0.0115489875118484,0.0278896408077354,0.0422852157783847,0.0178631723841655,0.0165321781491255,0.00623874915630776,0.0236931595287792,0.0058773569687583,0.0726678038345129,-0.000367455067363183,0.0978107751586635,0.191877812312897,0.12746605239658,0.000144113978510049,0.118089828019123,0.141297480820092,0.219036360802968,0.0265498814279459,0.0114628235554317,0.10576479606668,0.00979618347406775,0.194319593194313,0.0858290005988963,0.12573661359224,0.0812060255420334,0.0814437467456066,-0.000816341145027589,0.00270603803857256,0.088357462250295,0.0656007024673506,0.0790667663924287,0.0160518469073602,0.0571834384668438,-0.00105533241142014,0.0122792811884275,0.0322644377890844,0.0331058759706482,0.00983954767383544,0.0212258057301225,0.0723935236829008,0.0909131502325815,0.250402541811347
"R3388_YZ_3",0.720200186911929,-0.00092168465108378,0.0662149241712753,0.535956602080309,0.91048706477808,0.197401960837125,0.422264705440813,0.0264813396662316,0.25067348736703,-0.0827188091423526,0.00171921125733606,0.0634095170871717,0.036016479357641,-0.00236781776848102,0.00233601664909215,0.0486017341644618,0.00240538805366838,-0.00381233395546223,-0.00601738395163977,0.016730448358189,0.0593217192106415,0.0284813929653272,0.00691381780598911,0.0122837087323363,0.00140920909660246,0.010711858723548,0.0058773569687583,0.162366284110325,-0.000367455067363183,0.107025408249099,0.407353942742535,0.0141006836256409,0.000144113978510049,0.138442072770578,0.0856425666154647,0.0653037463892951,0.0249460951512511,0.152695709133056,0.0739152098562492,0.0632612730365129,0.250990019438108,0.0762521208301014,0.2125064340316,0.0830855832035545,0.0730238000346476,0.0177513089956702,0.0199036331387735,0.0752730552137646,0.0112742558491991,-0.0215716417340517,0.017397099857707,0.102687873521449,-0.00105533241142014,0.0193121502603244,0.0222446602447537,0.0560939621968959,0.00983954767383544,0.00312994139765697,0.0715875653966187,0.137176593832662,0.13100271713445
"R3388_YZ_4",0.775148290354572,-0.00092168465108378,0.155070407550531,0.255510940884497,0.91075356566231,0.285096031520688,0.464479541621363,0.0264813396662316,0.327750554112172,0.0477627046024494,0.00171921125733606,0.0847446965826225,0.0304456630544416,-0.00236781776848102,0.00233601664909215,0.274921837229411,0.00240538805366838,-0.00381233395546223,0.0095421778655594,0.0243073736860533,0.0585945920510535,0.0190152568337067,0.0260417794050292,0.0114886465649595,0.00140920909660246,-0.000533638630975395,0.0058773569687583,0.00892067971572153,-0.000367455067363183,0.0679719191744182,0.128169657992075,0.0427700125204925,0.000144113978510049,0.0984494727014729,0.0767144754979762,0.201878939641547,0.0291121452687103,0.0227355847997408,0.0353906808967787,0.00979618347406775,0.0613957338135984,0.0511293574013983,0.129126763847012,0.0480270070012533,0.0991885274775216,-0.000816341145027589,0.0323866831098819,0.234173321601495,0.0945052531990998,0.15102277715055,0.0138143350009651,0.0694865363416732,-0.00105533241142014,0.0417671878439432,0.0400937199709706,0.0793931628100485,0.00983954767383544,0.0107852347483596,0.13284171457427,0.164816055627779,0.303213501556617
"R3388_YZ_5",0.77615488035578,0.01414497593755,0.146954785600362,0.466208837631845,0.850835343325762,0.294656736905276,0.493985494832447,0.0404109496837705,0.410857257639979,0.277030286529097,0.00171921125733606,0.0634095170871717,0.129170219749156,-0.00236781776848102,0.00233601664909215,0.405158127915569,0.00240538805366838,0.00689993406502867,0.0039788165949747,0.024391269966877,0.0997718546982558,0.074967279921116,0.0648581947184931,0.021004391171459,0.00140920909660246,-0.00329281559297237,0.0058773569687583,0.0739771542903802,0.00931768495387139,0.0755584571882501,0.206976191084292,0.0426044577567724,0.000144113978510049,0.100119100408576,0.0613701728858347,0.00381058285063515,0.0119846588829227,0.0191865033366542,-0.0273024954193063,0.00979618347406775,0.214837653593778,0.0623065436981682,0.142499772908167,0.0233755176370609,0.0340655665681788,-0.000816341145027589,0.00270603803857256,0.101977198536014,0.10528760322418,0.0342337041496882,0.0129974732489845,0.0780040762818184,-0.00105533241142014,0.0121826334076036,-0.0194933824543531,0.0307926694605867,0.0421987888988091,0.00813168540451654,0.0786936094160981,0.0621788404706422,0.116681867832299
