"","B_Response_Subgroup_8","B_Response_Subgroup_1_3_10_6","B_Response_Subgroup_4_5_9","CAF_Response_Subgroup_1","CAF_Response_Subgroup_2_3","Cancer_Response_Subgroup_1_4","CD4_Response_Subgroup_1_9_6","CD4_Response_Subgroup_2_10","CD4_Response_Subgroup_5_7_11","CD4_Response_Subgroup_8_12","CD8_Response_Subgroup_7","CD8_Response_Subgroup_1_2_10_6","CD8_Response_Subgroup_3_8_4_9_4","M0_Response_Subgroup_1_2","M1_Response_Subgroup_1_6_5","M1_Response_Subgroup_3_4","M2_Response_Subgroup_1_4_5","Mono_Response_Subgroup_5","Mono_Response_Subgroup_7","Mono_Response_Subgroup_1_8_2","Mono_Response_Subgroup_3_4","NK_Response_Subgroup_4_7_5","Dendritic_Response_Subgroup_1","Dendritic_Response_Subgroup_4","Dendritic_Response_Subgroup_5_6","Endothelial_Response_Subgroup_1_4_3_4","Macrophages_Response_Subgroup_1_2"
"LP.01.29",0.13911118122678,0.0364582794488107,0.544606248595558,0.587952072416928,0.379423164147096,0.754473778580012,0.0367536996288706,0.211926402052954,0.121744657783913,0.0561509333984874,0.142614431206366,0.0172413428432605,0.00149768124019684,0.0618822042328515,0.265467386215905,0.0445176695198166,0.0305494636023656,0.106620092558627,0.182535599523009,0.0829556171088648,0.186870382740518,0.048534624577028,0.0381589039421567,0.0767833466306386,0.0179253621605537,0.0869108385425561,0.197682416044053
"LP.01.31",0.255664371586858,0.0375624236874388,0.532856125342533,0.670687445807159,0.397398967777937,0.539748169386799,0.0462964308953252,0.263295634504505,0.0178613354314744,0.036942786686138,0.10424831629871,0,0.000418953589430622,0.0308068478031328,0.365664985261818,0.0198166940175015,0.153203647158667,0.0504610029378345,0.105904297450096,0.0599310151930491,0.148292623429228,0,0.0742407618252932,0.0915023038659991,0.00831686474170452,0.163356099219733,0.153047975465002
"LP.01.37",0.130296300009127,0.0321931694032713,0.454596110095052,0.77545037488717,0.465014767675592,0.7426562518707,0.0443302619451358,0.249618634240145,0.0100545715549908,0.0904149075956085,0.177770046394706,0.00324568083077202,0.00267138011461617,0.148303565947637,0.385601221264045,0.157053614907859,0.0202602098041983,0.0273799815381214,0.20199556623044,0.0667746835985672,0.266778086848097,0.0155016429972537,0,0.132032194697561,0.0191031099506101,0.0291549728919984,0.182848071679626
"LP.01.38",0.189458521084585,0.039555833813995,0.485796179571515,0.684563759378248,0.276461972726392,0.857974947671717,0.0923580454519325,0.433558817647045,0,0.0653577205265803,0.257575384524755,7.15195480290325e-05,0.00880394413863039,0.152120096826118,0.176981931694157,0.0397251282075529,0.074717024526827,0.0117411236998403,0.038805852580189,0.0468975415937245,0.163042533007221,0.0258254951289608,0.049403059858516,0.331894076699333,0.0266978073035733,0.0828190218391968,0.158469167471185
"LP.01.40",0.139403393596311,0.0223929891728843,0.532366709514132,0.764737130077759,0.361689888531851,0.769829789793321,0.0656293958908153,0.289055387211794,0.0678796967698304,0.0148509187224564,0.118396042838148,0.00738207642111397,0.00954499891198196,0.0215829084736641,0.261244776214347,0.134586254374349,0.0264276713036656,0.0296174081527499,0.12180571028228,0.0718828433807775,0.138833806194728,0.0515337368246869,0.106159713028047,0.230559345707665,0.00231753370222188,0.045487909972629,0.123270543996748
"LP.01.43",0.121528729050275,0.0749675445739203,0.638704316392329,0.53577902909892,0.494140235378691,0.48004571734036,0.0309754676296835,0.276647578334469,0.0969668416967304,0.102246475509643,0.0658205628210788,0.0659173738256034,0.0294872411875494,0.01775271357643,0.436869709243641,0.0491726900714664,0.0488481421848717,0.159017852378851,0.352038069189277,0.139619643037319,0.132876425078209,0.0289569586575289,0.0446969842405818,0.00680313500973576,0.0253553210262639,0.0392208142874068,0.220457604253369
"LP.01.45",0.216956615112641,0.0656794506133685,0.462895100441056,0.866589473894566,0.45246301276626,0.798383985591304,0.0698923228182888,0.228892484788959,0.00854926108902895,0.0662600543839586,0.20372642053279,0,0.0143305472244367,0.0492977712009523,0.261887348000272,0.023819785851769,0.048933434390883,0.0114670849915106,0.226081186045578,0.0576359984533269,0.187121075486455,0.0263465304601944,0.014162709906397,0.185906232353847,0.0196210273358002,0.0895582511498675,0.0458285494523671
"LP.01.47",0.14466881008826,0.0264330904494206,0.629756964751605,0.433231125879134,0.327676647302538,0.507586065878579,0.0491947677147789,0.342803658011838,0.108281471557199,0.0857695015612127,0.0924357221773718,0.0181618452055856,0,0.0927181896180588,0.479979028818933,0,0.111681742235769,0.0355987843279614,0.247862536053991,0.105671346195957,0.138880683770952,0,0.0959563639797486,0.187512957935884,0,0.0286837139949215,0.29288065694136
"LP.01.48",0.206183540768121,0.0176543214253005,0.511569114565082,0.823726022079437,0.390110975499536,0.817666080763335,0.0689008325910335,0.130804413709563,0.0419013196526946,0.101698691122613,0.230779632116851,0,0.00206489977312028,0.235648565440664,0.108299671063486,0.0410209067184584,0.0692231563889505,0,0.0892186514661117,0.0840406583426175,0.184600540889362,0.0605540162545611,0.00943716151687531,0.101652177329962,0,0.0820158268659265,0.156750005711526
"LP.01.52",0.0619050190432805,0.0294753346287641,0.685619875501571,0.510405089167728,0.327766452603631,0.514244084944129,0.0329038520216313,0.180852903250393,0.0164343963814623,0.0271298156708686,0.0571864789026214,0.0165407474165786,0,0.177298244039863,0.433474554418437,0.0199983074313163,0.179456736012641,0.027844483217217,0.25034474542166,0.0992540826384598,0.111956992972327,0.00976369240875393,0.0245683447801848,0.0745773410787506,0.00680394362977647,0.0428777649398294,0.391125591883991
"LP.01.57",0.126509287375563,0.0684748336989563,0.686097385936149,0.517503529544702,0.382434085274649,0.530762321758206,0.0333762307140144,0.309947362866634,0.0806375910421353,0.103536602724878,0.0652065977529364,0.0174009185155204,0.0227195954040248,0.0842815932791314,0.494709640743257,0.043916826521252,0.0459222476647373,0.0165881587047476,0.190432390045751,0.101277870143107,0.105370603125216,0.0101050197058787,0.0347913508922148,0.159749655720354,0.00860083006535833,0.0384592255071455,0.257656522367892
"LP.01.61",0.110164209217472,0.0388205238318196,0.545102628858942,0.609179811732288,0.322912771859517,0.812486192816513,0.041583671353868,0.312009733386421,0.00887797720515773,0,0.0657733088296342,0.0169672807854039,0,0.0622441405949119,0.262549643611384,0.00162819910169825,0.0470998155944033,0.0211187105135312,0.276906156980758,0.09443201958976,0.17336034817687,0.0107710067069662,0.136461484942304,0.218928733695681,0.0124233039797971,0.0626123144767891,0.247813056655099
"LP.01.63",0.20642915847496,0.0239507290094292,0.158327209370911,0.79720962533962,0.379298916099269,0.747025732543551,0.0578645657346186,0.246758085975393,0,0.036172971575406,0.232548384087079,0.00245603992459988,0.0796738006597064,0.0932358984184192,0.315844554574796,0.185277349020496,0.0208065919836216,0.00791518634531689,0.0420004759172211,0.0961420087838703,0.715260590784354,0.0402148054976,0.0062659197531579,0.249442666710014,0.0349840370677324,0.0212166486925547,0.142182818337866
"LP.01.64",0.0747460258840803,0.0275464806906897,0.561230501862994,0.623155268197879,0.363014072945469,0.752563915459595,0.0527186111454317,0.343579316795591,0.0605087354764489,0.085057450963912,0.149809703018013,0.0313191766224347,0.0508132928449345,0.00919784057645267,0.358172389970115,0.0626855384300358,0.0202824644799666,0.0200961795203539,0.0543880585663652,0.0774208085957932,0.124065404697756,0.0120365783778378,0.0949733183558911,0.203578906590263,0,0.0502637959851875,0.171685709990562
"LP.01.66",0.145945055163072,0.103704676079348,0.706715932709939,0.446775051490774,0.378930727307698,0.525931180772755,0.0279825714647421,0.320715776976986,0.0936060643677837,0.0964806917521122,0.0955829094045218,0.0201100547517433,0.0384910651628914,0.0399486577464768,0.459535964155453,0.0428780977692652,0.0612750957579055,0.0292132801891064,0.202895203576184,0.107112376392413,0.104429568524799,0.034846463864201,0.0281629706202599,0.0647230443568963,0.0301617939823022,0.0414216965686498,0.2873107561548
"LP.01.70",0.0977468654692017,0.0172438462672164,0.532786641395959,0.860855054215357,0.568380642716098,0.816533341021061,0.0504362460203737,0.25846407054395,0,0.182830751006776,0.153968803044436,0,0,0.0826864506646822,0.21705728765053,0.0287336511082616,0.0917748817814956,0.0289082830646273,0.162366426655982,0.102686488985279,0.159592587545467,0.0186942788949999,0.08818378504905,0.0489291167720854,0,0.0883937482127316,0.0924635095301234
"LP.01.72",0.218535477813108,0.0297475595791863,0.273965197894371,0.768643111624137,0.178483387170186,0.874063132378049,0.0876745497710997,0.310882335663834,0,0.00200400977543938,0.316432641313018,0,0.0147995140401063,0.0314118126209258,0.203320691658805,0.113462745811701,0.00812429534571907,0.014139568005757,0.0512869913216474,0.0896431546892816,0.421109910869162,0.0464956107516181,0.0161372294018892,0.198280000377477,0,0.0161850855119467,0.119005702035687
"Test.FFPE.01",0.1862616792267,0.0391247282165466,0.561153635133431,0.686653527281212,0.426592766617336,0.734748075828564,0.0626129257606844,0.316806324016062,0.116261426272281,0.0261434167297905,0.204707169449201,0.00772376461097333,0.00800449323500775,0.0579416964517002,0.323667542872551,0.00600748255641365,0.0531600818085243,0.0286701725178191,0.126044381496256,0.0738557701814406,0.14619389067355,0.0442465418753228,0.0587058262947861,0.0997219450747468,0,0.0735555540149369,0.127998069365912
"Test.FFPE.02",0.24507314705432,0.0851648563308133,0.703995889940711,0.56483997416716,0.454062331269465,0.637181778495269,0.0231615561269885,0.342511086190095,0.127766001623271,0.159895928741421,0.0657707702829008,0.0542177959361088,0.0479129453613151,0.046942495096436,0.362978926803894,0.0327173240351656,0.0368810092258516,0.0113169391883471,0.221119412336981,0.105867000026902,0.0826597090526715,0.0406765724814873,0.033027935023488,0.0114486769343313,1.17232306052935e-05,0.0341941718388173,0.196973051549174
"Test.FFPE.04",0.24647890845492,0.0801133050450292,0.609024400572452,0.665028211160704,0.467691557602698,0.589148942739254,0.0453869014386525,0.253107000546886,0.0950891798596715,0.052169442979726,0.0904060402734463,0.0294389399278649,0.00526285853017581,0.027273079889836,0.333522315667096,0.0177206986649138,0.132766078069831,0.0310826565625139,0.0640337136827032,0.080098089704464,0.112199580315155,0.0292662828021534,0.0244801578005442,0.00858904333862253,0.00473801603495363,0.0864271962216337,0.125658569509282
"Test.FFPE.05",0.239234698697334,0.0993856460897146,0.659668406423742,0.568415020010016,0.444352427180069,0.532075376312301,0.0408027556345476,0.169256305935121,0.118268931219414,0.0238827483055422,0.101989312264394,0.0624700249748815,0.0539250305177676,0.0350255931125637,0.561754749222516,0.0388788221515692,0.00366462841289961,0.0193861388383986,0.143708550464337,0.0774196360052205,0.087180753736971,0.0336350012704928,0.0134225800422228,0.0561992930691008,0,0.0280366077859764,0.162676189066304
"Test.FFPE.06",0.180364502735569,0.0491528587252653,0.54538679163409,0.746875039882587,0.517357211065529,0.761727121621662,0.0384944687395633,0.501087724277798,0.0278577790735952,0.0533645717599392,0.153984938052664,0.0158817978302336,0.03293328964281,0.0383850071193322,0.217716366298199,0.0252682973086214,0.0918464116762317,0.0206889910780224,0.215841119988825,0.0730749960877848,0.141653646034109,0.03096507304428,0.0322303542554244,0.0496844856279748,0,0.0532882393814574,0.11656463755798
"Test.FFPE.07",0.137095326544817,0.0321602107890393,0.673160991846649,0.533416768064695,0.353700262224121,0.67962158710144,0.0417648617672946,0.267102144196688,0.164423415345953,0.0947080261184616,0.115746273114285,0.0399300713267598,0.0472481984303581,0.00528608397819237,0.372098021141217,0.0689055333165809,0.0743974813262151,0.088811716452993,0.221946397545775,0.105076579191103,0.0886900560705135,0.0341984429796102,0.112233815816276,0.0674492378044608,0,0.0505351292951243,0.251104016698193
"IP.108b",0.108878413967687,0.047474890729043,0.346332101748755,0.892423543965086,0.513637514291603,0.575576805414205,0.0592968786071337,0.303403276873906,0.0512347457332903,0.174095707673314,0.108869572055917,0.00606694376307046,0,0.233829977586838,0.345310267875972,0.0567971745755089,0.0290381773384954,0.0114958487592425,0.261903874410484,0.081324246489686,0.367195327087688,0.0830713714446378,0.00297706284485801,0.195780752367794,0.0509157458296785,0.0406345270278099,0.0436564078960055
"IP.115b",0.128725606732247,0.0472453082138976,0.458830584292499,0.81837464947816,0.2643079710322,0.84459903065639,0.0721958520280668,0.290240058125868,0.0228095096918211,0.208695146792633,0.162072364385413,0,0.000686917157142283,0.0148905057927522,0.161449975049141,0.0624217471393335,0.0483139786978344,0.0192971856614716,0.300164190810058,0.074307774624961,0.199524468275625,0.0594579351178626,0.0807037809484231,0.28174840237201,0.0397927323163176,0.109070718628082,0.114493881190964
"IP.124b",0.260527740603279,0.1709009564811,0.563384221889723,0.769941683078022,0.579688257667008,0.433900354077389,0.0581333719750303,0.210163186397552,0.111099047388712,0.533191264349877,0.0905505862505784,0.0149958474651714,0.000910304906910172,0.00898407622198467,0.163304074720658,0.022324315573747,0.0426242250453421,0.0341293589738568,0.221836584659444,0.0772549011627109,0.12140303557718,0.0421210469336307,0.0008179802296874,0.0192876863950856,0.073800989732537,0.0467785324137735,0.049744757587362
"IP.127",0.349935514406285,0.0469241589710046,0.545406900160665,0.70592019342976,0.122054965275785,0.691408495444278,0.0866355605352312,0.244517007518396,0.0467526481776422,0.191137097316405,0.0638249644429553,0,0.000278036525485978,0.155141223088301,0.183025952539894,0.0356412438980008,0.0421501071279545,0.0261014581958353,0.101884663825821,0.0535018055611667,0.134539999639464,0.0381382941235244,0.0727370206896097,0.3293174898446,0.0726598822594274,0.181800676218572,0.123648880131922
"IP.138b",0.110210471609781,0.0428663893641183,0.657806358675641,0.688771422130737,0.471863411030497,0.53072416718343,0.0191167925646279,0.280428261162399,0.0550369015356989,0.274926860747592,0.0576717587626879,0.0315779422058942,0,0.111458677166583,0.407735733762933,0.0144994175925226,0.066731929575842,0.0666883262387795,0.436012763625241,0.0825977482722713,0.11198090880472,0.027234717507233,0.0152333128347063,0.0123937685900492,0.00420731303459332,0.0812677718012163,0.209725026840189
"IP.140b",0.183417690245194,0.0289293610298958,0.597040214655638,0.527628953034874,0.36899944415879,0.604255356617369,0.0352839928953891,0.287261550934553,0.0860386444165298,0.091517523109326,0.103751863606185,0.0325268408244417,0.000704633090381667,0.0209845198330377,0.231692743359657,0.0546557528932271,0.146491582899361,0.0659388203110141,0.295720574567192,0.0879792629831745,0.122270829782727,0.0472623567604965,0.00192765239470492,0.0130328035590197,0.0834410249223052,0.125787254958945,0.251472684850512
"IP.148",0.262739456132614,0.0761088782131891,0.57343922206158,0.663656074616664,0.395522395232391,0.5892533601718,0.0637342632586228,0.358393350233831,0.133997778126716,0.0991338362983926,0.156034306635295,0.00246532020135974,0.00626020114961208,0.0135260312847562,0.371887994341744,0.0153807638376719,0.0398850327571,0.0414539336736645,0.165993885273271,0.0821835290247687,0.117582012865117,0.0128207672009246,0.105401405576152,0.118460579362926,0.00154512281109617,0.0799643279082852,0.116579603625708
"IP.197",0.287749489591894,0.0312183902888382,0.453413668451631,0.893551845134978,0.330341225300301,0.847541919156188,0.100104141199461,0.208684878395394,0.00324284875143902,0.111323212821139,0.212207750109378,0.000272124150758902,0.0373733198925206,0.0129214347834428,0.122382096275883,0,0.0452815524970228,0.0203328415341614,0.0374091502137811,0.0605482013223629,0.178472537629933,0.0325534733018737,0.189043101416737,0.304569533510866,0.102006516848734,0.0737721020249277,0.0581917344480572
"IP.214",0.278530471749718,0.0539657848971002,0.501862388992074,0.665886081195521,0.273293294717589,0.803884872559878,0.077418694410031,0.369345046164445,0.00950239424832935,0.0741774712488703,0.162964727665879,0.00125776807826634,0.0007271429780569,0.0382170018389044,0.0309926564066273,0.0411043036218255,0.0992357368852095,0.0412718620250624,0.0771487628141698,0.0606107393130947,0.163455351144012,0.0344860706769217,0.0415755202608687,0.388464340972001,0.212250939200667,0.0433804618904687,0.122308751808338
"IP.28",0.081688034366179,0.0411193904796669,0.248896337222594,0.887801087140228,0.264965996351965,0.862324534078401,0.11210977926856,0.236908103790001,0.112231757819484,0.367843734141853,0.128146445254863,0,0,0.185983151395724,0.0128287956703946,0.0091471201843132,0.0597157993672595,0,0.159090175538901,0.0515390264209741,0.443978039829568,0.00543807773705941,0.169217724599204,0.249039693720125,0.162903841927942,0.10390045216845,0.025554029034587
"IP.31b",0.0881662464127855,0.0422819558681296,0.453565613068567,0.918170487647144,0.578882717826946,0.472582933065577,0.0555035209619446,0.152656672609017,0.0252630074968033,0.339996348209024,0.0627114696637772,0.0258340406847308,0,0.461969064322133,0.364876231301029,0.0322119575372133,0.09967364945475,0.00171052903074014,0.0382146707052068,0.0960389465981924,0.163449764843751,0.0321333097338607,0.0149200530955085,0.058713172605395,0.0697261439421459,0.0488621985971501,0.0683578553503632
"IP.36",0.204439502634536,0.0510749869487122,0.483585410002653,0.884458306211907,0.462288225702721,0.799198918510835,0.080265991105845,0.430135132217726,0.0441680156114342,0,0.138705404248977,0.00149369737511118,0.00387677704578905,0.106172501258649,0.140005549968225,0.0502784626592661,0.0360186070850328,0.0291376009832813,0.086878712202747,0.0324137170888725,0.14530463943048,0.0886824777603125,0.00313936324824422,0.172793102708291,0.0781521684484809,0.011945967987971,0.0647164927515484
"IP.38b",0.121637227922992,0.0387126901466469,0.43244928362908,0.803855294639338,0.311779616559662,0.841502011728172,0.106236193300878,0.220352549830532,0,0.393181610702009,0.170134184090388,0.00130920799956346,0.0303009123214529,0.100070774804964,0.0499787580958518,0.0824584840191263,0.050485891808961,0.00930543332149414,0.0429285823453198,0.0487285920980856,0.138919145015152,0.101091257471859,0.0500542859934605,0.278368008709169,0,0.0851150200711227,0.0545931122171666
"IP.52",0.0967395618154884,0.0532433522539774,0.510770220155958,0.718010812917049,0.424518766789417,0.672082377871598,0.0708682987030679,0.392104411007482,0.0755009672304524,0.0455750413779625,0.161655144300817,0,0.0265385447562257,0.0164806927291442,0.273850027300786,0.0205026728385314,0.108977545366813,0.0247575618455763,0.192536483191177,0.0811564720244018,0.151700467549164,0.0462860510636859,0.0511254737443148,0.11691017554981,0.0386010447941057,0.0559117527626186,0.139728392213325
"IP.57",0.139960680279222,0.024871504962212,0.403825547780695,0.961953374840528,0.566939101769018,0.825722241485716,0.0706881090541185,0.12824368881224,0,0.194167536409536,0.148027500121797,7.4926912051825e-06,0,0.640414707832375,0.208952773336097,0,0.0292666902188984,0,0.143387985436174,0.0280117387918231,0.155163689552673,0.0278972383064437,0.0722737137342907,0.15762102165399,0.0450522201132712,0.0449282102362659,0.0360283003336668
"IP.58b",0.11543508989105,0.0234756044796429,0.725729025586684,0.749802696498063,0.543495820316011,0.648482138152665,0.00764254653121858,0.234707987721937,0.0463680202505378,0.0170547373768252,0.023241582289598,0.0545344043029544,0.019917963686821,0.0665766983381667,0.314352073950588,0.00808321250184225,0.132775880771176,0.0416876476990954,0.36798639266874,0.0613807367847291,0.0634927178046355,0.0771466236853362,0.0805883601589511,0.0084394659462121,0.0125551980945692,0.0985968572940187,0.143116554236019
"IP.67b",0.09212534981212,0.0438334830106331,0.185372382691839,0.649988766444029,0.263222848540602,0.854113556190935,0.11149615851978,0.451844065183967,0.262004057784477,0.0826514695303261,0.181086701064962,0.00509934673083658,0.00329123118515417,0.142132121126119,0.112290974835152,0.0328956783905064,0.0485799556371306,0.0804398025690158,0.159057542710852,0.0512762394453483,0.154649047967591,0.0682961834826304,0.035147990140327,0.168786635228478,0.0166825243032947,0.0221003428283896,0.0798461710763834
"IP.73",0.151792861737695,0.0362652303131033,0.415847398394795,0.975518266358863,0.612674648005662,0.817229340449205,0.0670728334120458,0.35159448718149,0.00131096794384096,0.366794478250505,0.134868594702701,0,0.00232969283577297,0.264741480778262,0.217462298528652,0.0264631528946007,0.000819215602065103,0.0254029166224543,0.176170576227232,0.0553877325591595,0.165931710485751,0.0371278340422242,0.00875790649243067,0.0843389339179451,0.00657889623002482,0.0568553597763621,0.0260068599229908
"IP.82b",0.212578942809533,0.0757763107166391,0.566800628373078,0.643578339674554,0.378488623032483,0.62677350098861,0.0565021523624717,0.463931236942567,0.166502227578022,0.0123444454703683,0.0347051608918039,0.0551719696834046,0.013891294504848,0.0712090641080519,0.164660993599227,0.0299871244254679,0.0396502007116757,0.054572416479611,0.194706051975887,0.0637215021386373,0.119694305051147,0.0417132325132221,0.0350314577656864,0.0189094514308686,0.158361159993818,0.104991750804031,0.133212253274807
