"","B_Hugo_Subgroup_4","B_Hugo_Subgroup_1_6","B_Hugo_Subgroup_2_7_3_5","Cancer_Hugo_Subgroup_1_2","CD4_Hugo_Subgroup_5","CD4_Hugo_Subgroup_6","CD4_Hugo_Subgroup_2_8_7_9_8","CD8_Hugo_Subgroup_3","CD8_Hugo_Subgroup_1_10_8_2_9","CD8_Hugo_Subgroup_5_7","M1_Hugo_Subgroup_5","M1_Hugo_Subgroup_1_2","M2_Hugo_Subgroup_2_4_3_5","Mono_Hugo_Subgroup_1_4_5_3_2","Neutrophils_Hugo_Subgroup_1_3","NK_Hugo_Subgroup_2_3","Dendritic_Hugo_Subgroup_1","Dendritic_Hugo_Subgroup_2_3_4","Macrophages_Hugo_Subgroup_1_2"
"J13_p2_rep2_hetero",0.0421324066415697,0.660420389320855,0.673966039197294,0.145084900790408,0.924170316810251,0.0669753677392975,0.183351358896962,0.0030197174706288,0.00276380118544337,0.0099729994811891,0.0281337911680828,0.0297810070643169,0.0420479138500575,0.0146258404574674,0.00512806451808323,0.0313654669539446,0.0266098066311482,0,0.0545927831338146
"J1_p1_rep1_auto",0.0539351226953316,0.771361439295384,0.752137029816125,0.0637396118308114,0.989143710309547,0.0736466162359093,0.153788668484639,0.0130779614251163,0.0101612673432787,0.0243941128702784,0.0683711924280474,0.0264758530293234,0.0229479758774903,0.00731379284817692,0.00123265536163392,0,0,0.00167817593447467,0.00785766677295051
"J1_p1_rep2_auto",0.0535721954371804,0.786009888901859,0.761952652697167,0.0650100782037287,0.989226201354003,0.0745815882413635,0.159454906133902,0.0117511233938086,0.01301356901948,0.0255868558296546,0.0666492275562653,0.0230957213867458,0.023888021744402,0.00513699987574005,0.00124516886368542,0,0,0.000827878550227506,0.00640455728610377
"J4_p1_rep1_auto",0.0643013066777621,0.782314251338015,0.765463561709836,0.0729725842397629,0.978944189373075,0.0775253831105686,0.151993567224936,0.00348411717330313,0.00826604876511999,0.0252060141204327,0.0698252509430589,0.0236496011939669,0.0156331476427834,0.00252421134309252,0.00163376835082865,0.00568622585126738,0,0.00529034329226095,0.0162842348507171
"J4_p1_rep2_auto",0.0656026932144714,0.786801740303946,0.768775686116292,0.0718625778108267,0.976162164780213,0.0844236270625725,0.158682190135622,0.0027285737980363,0.00883919347851726,0.0254346662491969,0.0661901609328843,0.0215464086504717,0.0148183032777975,0.00212198546832354,0.00178872034208232,0.00115241513353638,0.001113818895698,0.00256299598813227,0.0151583656204853
"J8_p1_rep1_auto",0.0683338857269037,0.768425424374046,0.787221936705615,0.0682417843483685,0.970953485399971,0.0440322587225483,0.162074045221769,0.00557236970356397,0.00779730877544972,0.0318912034273856,0.0428337352506172,0.0203156030264806,0.0147642799364798,0.00390510156529743,0.0017818269587759,0.00643566873527678,0.0032484884555015,0.00287751680429435,0.0175548374362329
"J8_p1_rep2_auto",0.0707111515442195,0.790271843636509,0.78422855217124,0.0708001164762632,0.965828194003427,0.0477346803401368,0.155452377851203,0.00467261163038707,0.00855486807403653,0.0319324452037076,0.0444226364815791,0.0203406394646694,0.0155992381972773,0.00353630290454696,0.00189639319605495,0.00778816084956443,0.00591645336410765,0.0009393327730044,0.0164978786757747
"J11_p1_rep1_auto",0.0653858584511459,0.742214930323126,0.778789906823914,0.0712194350843716,0.967403067584212,0.0431031591944235,0.185531925790729,0.004213537193142,0.0105103940596387,0.0293991855433678,0.0514990591236097,0.0190269316568427,0.0125487904687801,0.00935908886609336,0.00234533205238095,0.00963250774443647,0.00655859373787315,0.000399404882998167,0.0168678654369561
"J11_p1_rep2_auto",0.0610362524983219,0.734985333871809,0.773489590020433,0.0743638238744495,0.970793294914694,0.0392175853940636,0.189154696262394,0.00753124406777143,0.0115193039190242,0.0338944837652733,0.0546124430872696,0.0178144806609538,0.0102215493679643,0.00783214940985705,0.00219444824603131,0.0100548610614965,0.00807562927208274,0.0008405381544057,0.0187392765970943
"J14_p1_rep1_auto",0.0606222134577338,0.755576136459024,0.782295811398525,0.0704881098118025,0.979871527095419,0.0389392461642395,0.182294740945392,0.00658889519654227,0.00812511241478146,0.0211619874733135,0.0487192162501116,0.0173923696166922,0.011808696954044,0.00724273584286836,0.00214519228212917,0.00626759110598715,0.00027789527774032,0.0011590080780026,0.0129577407552456
"J14_p1_rep2_auto",0.0602570547738637,0.77392074381203,0.780501168493,0.0730229749870678,0.97884401982301,0.0296582265222067,0.183126866736166,0.0114544300126741,0.00996332325741293,0.0175547286485995,0.0451520640869189,0.0177715913833544,0.0153574447533247,0.00877176061177376,0.0021571158299584,0.0132833106977093,0,0.000818220189514683,0.0120931684161496
"J1_p2_rep1_auto",0.0373531425941025,0.561391403476063,0.728310006772628,0.0689957674841944,0.998226549536853,0.212467551524981,0.259178268712416,0.0924014417823029,0.00432198931527222,0.0132956058664061,0.044959976238537,0.018308032166639,0.0226284596731703,0.0145451562591308,0.000475273045210317,0.00017898537333375,0,0.00683024731080266,0.00551787240746579
"J1_p2_rep2_auto",0.03789636563328,0.552971419273633,0.721684490292569,0.0702362447136645,0.998650221052261,0.23324809264731,0.25875056873439,0.0864365047779178,0.00246924814160689,0.0126498081585368,0.0437505819333258,0.0191652653476366,0.0210211022420272,0.0139272979290786,0.000489188144210533,0,0,0.00963379926040627,0.00578715630717528
"J4_p2_rep1_auto",0.0443295591138398,0.664831672672147,0.768691767576802,0.067773117969965,0.994388760044483,0.0890896057978129,0.234473221572235,0.0170484048363296,0.0021418443439229,0.00864208198820126,0.0409597901544715,0.0178866723596449,0.0180008868545662,0.00773589143049456,0.0004028575957429,0,0,0.0109724903679811,0.00225460124338573
"J4_p2_rep2_auto",0.0427800899643749,0.657195387297926,0.771861298876737,0.0718238165237916,0.99524138343476,0.0607597033296212,0.224685223347966,0.021540288810664,0.00304852076719074,0.00733474693130487,0.049645993129662,0.0181134036660952,0.019538596077768,0.00808915926377438,0.00021194002337375,3.37737390267267e-05,0,0.00815009531443123,0.00175609699804456
"J8_p2_rep1_auto",0.0693001769475451,0.643827159360829,0.732050028914489,0.0976362323758129,0.96654409650218,0.110406029651658,0.214056696724721,0.0033665229780221,0.00157488264654637,0.0230407774422089,0.0448835460362185,0.018980346981046,0.0153419560800194,0.00395530965329158,0.000843900602320067,0.00100743977683695,0.00133972990764768,0.0136787903748216,0.00516766241877295
"J8_p2_rep2_auto",0.0704637107683081,0.640816130344166,0.726057011346618,0.0989163303503856,0.966569675927852,0.134098835039866,0.220219030405856,0.0037200389860034,0.0012706524370321,0.0253565022117027,0.0468194277405295,0.0190869488291761,0.014162190026526,0.00411156382731751,0.000309877232705172,0.0006555275637855,0,0.0111047806152818,0.00578413162312745
"J11_p2_rep1_auto",0.0583499481830604,0.637830223769311,0.745544839439675,0.0865781813188374,0.973619192987556,0.0957231299405223,0.235087196897715,0.0180141666618399,0.00131151848488235,0.014235667895134,0.0410329363388195,0.016983899448108,0.0192336090859775,0.00413139487506668,3.58690273709392e-05,0.0006364525994775,0.00472652770720265,0.00733797209598034,0.00161022191398139
"J11_p2_rep2_auto",0.0646185821585253,0.636656200301843,0.755899514485099,0.090678039076656,0.970638976976922,0.0877979842781461,0.2312583246024,0.0215360114443382,0.00219800002209947,0.0172363839889122,0.0369933125641771,0.0175369115496107,0.016006368277972,0.00482544227256555,4.22429297416667e-06,0.000905115516476133,0.00014870726591109,0.00890121477967271,0.000181015520736987
"J14_p2_rep1_auto",0.0583820743481148,0.633756813613688,0.760599601942414,0.0698639523455381,0.978011550893862,0.133469103960367,0.243197649771266,0.0236575157359445,0.0024089044604123,0.0131611109330387,0.0380893736598817,0.0170276193703688,0.0182980475009668,0.00527988665724799,7.72508176242212e-06,0.000312329383930517,0,0.0106312465864071,0.000527980195998825
"J14_p2_rep2_auto",0.0589759048051806,0.623594262842848,0.75082302684875,0.0763750872976439,0.976250136284456,0.159558897123309,0.239298909518017,0.0285398836652439,0.00258564395371433,0.0136914002667085,0.0329764636875227,0.0163206424666148,0.0154353714022857,0.0056220993118702,0.00022746622719537,0.00122273802585223,0,0.010996018066724,0.000661262258287325
"J1_p3_rep1_auto",0.114127458932113,0.723450756616617,0.764675770853398,0.0686183206474527,0.919552662978256,0.0515315099939184,0.194404672748619,0.00237719506481683,0.00902487000867463,0.0351605203164005,0.0394099421350853,0.015775364042268,0.0111959104772987,0.0108581248193482,0.00184563342450538,0.00153425588380207,0,0.00207409506856373,0.0172519455977298
"J1_p3_rep2_auto",0.111258559431901,0.706527219974185,0.771632844298643,0.0707836445851001,0.922208221315269,0.0337134424097501,0.19739683635128,0.00155728846195743,0.00995746031474601,0.0434573409496601,0.0456560332994225,0.0146939610531563,0.0109231382204467,0.0111174790320535,0.00241020261216794,0.00146856321376098,0,0.00202769829171392,0.0185451620534856
"J4_p3_rep1_auto",0.122947599623986,0.674593954189826,0.746171662278551,0.0902108150409176,0.915374473993852,0.0929506002168038,0.195229957693741,0.00551675264675813,0.00763278246262838,0.05558690978049,0.0390935470013518,0.014596778368483,0.00873659225678196,0.00747296311298146,0.00211977034172445,0.00169323491953112,0,0.00211530006434012,0.0156382913319217
"J4_p3_rep2_auto",0.126303333235046,0.678562381532811,0.745868321935106,0.0879285374377766,0.909600182285531,0.100769668439233,0.190739157228899,0.00174056118654943,0.00777553015860314,0.053036223761915,0.0450169170727519,0.0150563952653289,0.00762763152983828,0.0073556572247098,0.00228291903381706,0.00139708504055332,0,0.000931277155611033,0.0169561728836404
"J8_p3_rep1_auto",0.126766351410006,0.630534076400871,0.739814357359281,0.0869175476726037,0.904144756769148,0.126943119064826,0.20644348599973,0.00443868954049073,0.00595988799684949,0.0604937364810507,0.0379539798533853,0.0145583165310567,0.00821725505116191,0.00759796357022041,0.00372010365738254,0.00162219524955893,0.00573660831862245,0.00204930779704922,0.0142017788921228
"J8_p3_rep2_auto",0.126738258051551,0.654338512128638,0.73179078288119,0.0901842404569992,0.907172610196945,0.129283636273986,0.194320786955827,0.00381037337501613,0.00564527159737139,0.057916616094799,0.0373990584000739,0.0156173811017097,0.00798465072994633,0.00845341087707863,0.00327463282925869,0.00153488366962215,0.0028673227201445,0.0021807131786121,0.0155018592042175
"J11_p3_rep1_auto",0.133977145621299,0.647251487749437,0.754823582295914,0.0720455977405541,0.897828626553198,0.112843333543329,0.201352381629543,0.0033563399498314,0.00511554595371027,0.0573150684971875,0.0354348409733917,0.0149651992486161,0.00768940996006069,0.00797876566207494,0.00310310950382467,0.00141646003860772,0.0035399322648949,0.00229202037243362,0.0130182005342091
"J11_p3_rep2_auto",0.141832368470959,0.623100242878986,0.732463259216258,0.0743953118027858,0.891259003084353,0.168451431107531,0.221032080167918,0.00422781743053706,0.0061023029358041,0.0603354025418142,0.0352229426016632,0.0151960422231667,0.00883318679271264,0.00895130461423339,0.00396165608358355,0.00131180213390658,0.000116689045807715,0.00240332873301095,0.0103312920076539
"J14_p3_rep1_auto",0.141476361557963,0.649385709663096,0.743306543842901,0.0697073512881621,0.893054229138299,0.125368073472785,0.209888388559777,0.00559978803584967,0.00582970809965837,0.0331061528086396,0.0348529767587461,0.0163386639652554,0.00795087421824327,0.00955412112734108,0.00297018552691,0.00198739582039065,0,0.00344836231053132,0.0129478711597119
"J14_p3_rep2_auto",0.131150425984871,0.590355686115597,0.765024307751919,0.0641022780510445,0.903103076261379,0.123319924029202,0.217759255480949,0.0101907036729878,0.0040707475069549,0.0505809749126895,0.0282671725815081,0.0151633396420798,0.0119655105676755,0.00458167958408773,0.00459422592366517,0.00211654993464998,0.00300663648611805,0.00626037315187492,0.00984609373293427
