"","B_LPVan_Subgroup_5","B_LPVan_Subgroup_1_6_4_2_3_2","CAF_LPVan_Subgroup_1_2","Cancer_LPVan_Subgroup_3","Cancer_LPVan_Subgroup_1_2","CD4_LPVan_Subgroup_3","CD4_LPVan_Subgroup_1_2","CD8_LPVan_Subgroup_1","CD8_LPVan_Subgroup_2_3","M1_LPVan_Subgroup_1_5","M1_LPVan_Subgroup_2_6","M1_LPVan_Subgroup_3_4","M2_LPVan_Subgroup_1_3","Mono_LPVan_Subgroup_1_2_3_4","Neutrophils_LPVan_Subgroup_1_2","NK_LPVan_Subgroup_1_3","Dendritic_LPVan_Subgroup_1_3","Endothelial_LPVan_Subgroup_1_3_2","Macrophages_LPVan_Subgroup_1_2"
"R3388_YZ_40",0.423683412979836,0.145630252918289,0.282638439188226,0.586988992559058,0.664382677958928,0.0586259298326022,0.117191680161701,0.0308095872422456,0.0988056401066716,0.197511514729007,0.117554586778915,0.337014594523304,0.0236387147707759,0.0629934488463282,0.0714063935034371,0.0420710483209621,0.081569493534296,0.0742844423463371,0.164685133325304
"R3388_YZ_41",0.438029944478047,0.188447153747144,0.420639871124742,0.0186805429215842,0.573329431690716,0.483739005824314,0.103787150209381,0.0324407456092585,0.0461450010592255,0.160682606964721,0.151429051544404,0.211763400198602,0.0376489728545484,0.0875296504910425,0.163986666455681,0.044200135880743,0.0701786570735605,0.164130023591152,0.0497064118033532
"R3388_YZ_42",0.315145965725856,0.0709252989765121,0.464472587361292,0.229477360988349,0.710767245837633,0.272361388846099,0.0548713823388866,0.0120317532933516,0.10581213344726,0.10379878647569,0.126668004878972,0.322005304808752,0.110086121695828,0.0658133164247336,0.106973686043427,0.0627574115245127,0.0791113350664573,0.232905808355658,0.0405565980897867
"R3388_YZ_43",0.22787172944813,0.0821940531605136,0.480074374678508,0.0486324516876358,0.682542719489081,0.205362638696263,0.0539768569999363,0.018334057009632,0.0711217215402465,0.263808546786693,0.12637807678377,0.649076560968451,0.0499276629915387,0.114242593501336,0.140947658874844,0.0200144525990749,0.0496332639782443,0.177481455450588,0.0893613271739927
"R3388_YZ_44",0.276747782045822,0.0518451139165431,0.353023719868521,0.343091102458773,0.693909558383564,0.0855751419748961,0.0650081574266522,0.0101280913845318,0.0893291688417962,0.332323731844291,0.156551875489082,0.439452558537097,0.0391047639727192,0.0838219559259961,0.0586620227578912,0.0359955624089048,0.119550926961901,0.0321176575482434,0.256777703447596
"R3388_YZ_47",0.328181058773424,0.0591581539325246,0.535075641586392,0.139271147534614,0.696903517953827,0.228293484000106,0.0620720864760399,0.016448284640898,0.0911079415878988,0.178187715325049,0.135730613586056,0.418466242958711,0.070529412097381,0.0644593765186525,0.0672439364486243,0.108188716831688,0.0296258404358207,0.172170409473902,0.0446057728567705
"R3388_YZ_48",0.264723486754832,0.0343088343772428,0.616022533848656,0.227657231279629,0.749981373458348,0.239695702002059,0.0393267327886136,0.0261684558478364,0.119722403418223,0.35780409767752,0.131772304095659,0.556951802140139,0.0204262563853623,0.115591867744036,0.101465789211942,0.0117805343764985,0.0347898489699872,0.113669019723315,0.0405598055109061
"R3388_YZ_49",0.381716858383759,0.091259773658397,0.277907810637052,0.0875918131697063,0.670894607853247,0.27340285733938,0.0863234118201975,0.0448988809510599,0.067053823510192,0.194332726194826,0.145957344777514,0.252318628295272,0.104196067194718,0.0723888862195862,0.153051987462486,0.16552904113551,0.116087429248095,0.346714778825636,0.0836572328472339
"R3388_YZ_50",0.348443439282713,0.117039600809753,0.287605040639711,0.0179722021631168,0.615362621071167,0.492516830748865,0.158824704788183,0.0231349867186562,0.0341140437493254,0.161116372429027,0.137247458800674,0.184179865955302,0.108966722617029,0.114989846038696,0.123759705946843,0.0670634342017744,0.0812768202482386,0.203576442330668,0.109602072958122
"R3388_YZ_51",0.383688016902122,0.0581720951411016,0.267408727614953,0.486611035948019,0.67451977073456,0.0723503319205347,0.0749239947630225,0.0241775027527038,0.0971223065073729,0.223088034030724,0.141797115959039,0.300600968694411,0.107001927498118,0.097056912972069,0.137066519865109,0.0210100269290086,0.115409773780475,0.255666771726795,0.192854311429967
"R3388_YZ_52",0.267682335284533,0.0562809702345235,0.442968032004186,0.00674825648776957,0.686737643335376,0.100534057668752,0.0483272373122427,0.0158914005927373,0.0273906646492182,0.351385161597915,0.147578558788715,0.641102191040084,0.115304802958755,0.107057916817902,0.148602059297143,0.0561156669789228,0.023024123448197,0.12348331351323,0.216637362838748
"R3388_YZ_54",0.345563707285504,0.123580043118392,0.528642740130582,0.00816576396908607,0.678404397768738,0.302847645192652,0.0931366937238668,0.0395042217213827,0.061550039846865,0.366858862362756,0.165640396539485,0.417273165961552,0.0821357566251622,0.0849400472284014,0.0683410438900981,0.0708820618190917,0.0695158810586546,0.0865463978241472,0.0260197327398703
"R3388_YZ_55",0.349475160293696,0.066219640862226,0.445717487053698,0.318257461063917,0.709749646921158,0.164134121150963,0.114939715109307,0.0164648043439835,0.115504013819157,0.387272108572647,0.161723849196088,0.435011801700578,0.0125750929907088,0.058152905316993,0.0662720437737112,0.0188375006325391,0.0393418520651679,0.013743057052082,0.154014401964488
"R3388_YZ_57",0.352082268674677,0.0426765623981228,0.428724141832993,0.025366391960934,0.704557006946372,0.129774192317176,0.0234141322797853,0.0094556868235526,0.0789992487738796,0.302495746480846,0.164598254965329,0.633582672446655,0.0965078846787221,0.0936624349210133,0.165937377750845,0.0107178731482898,0.0238338092610172,0.306310519067311,0.130775001678479
"R3388_YZ_58",0.466933979528468,0.0770596258542602,0.493676126840924,0.174674891270524,0.699284060022068,0.105622221687634,0.0410011884619299,0.0308643777533409,0.150087354253549,0.203376088817418,0.120809676116509,0.381904405942996,0.0891193395021165,0.0666286931666979,0.119425458239269,0.0749508185896726,0.0412298075182582,0.112608849005645,0.132606945539454
"R3388_YZ_60",0.351308183279616,0.126281064508871,0.381253984210224,0.0144448473690369,0.609598552187064,0.220864535500032,0.0939693454033336,0.0157346769886359,0.0433529052484496,0.157398355626594,0.156536842610463,0.261865942435906,0.0306238415799346,0.0953960025125059,0.210622171808876,0.188239473660066,0.0783283236179654,0.204591389689895,0.044062841810017
"R3388_YZ_61",0.222182402525082,0.0351007566141973,0.681109875191213,0.0230755757633026,0.71197695525758,0.137454338656214,0.0290800488792075,0.0227498257816056,0.0445257118761492,0.317765079609513,0.161761052614451,0.568187509809014,0.114203326495956,0.0923428409756374,0.0794121049293815,0.0862124403834651,0.0222342321097428,0.0299742550719544,0.0785804810623206
"R3388_YZ_62",0.312165817391896,0.0708472885162408,0.419550047351118,0.012475357903282,0.607609881142378,0.0912102613224595,0.0464179510147792,0.0300148315925366,0.0451823013998168,0.141913971909618,0.157590665146308,0.468462904447886,0.0867949776523204,0.106490707991617,0.173772045344173,0.134105299970128,0.00610482469202965,0.361597295583499,0.0686582913020002
"R4163_YZ_1",0.283674337448288,0.0864841523497898,0.0517552352891241,0.0177152054753978,0.580536284453812,0.479771123093722,0.296057993815756,0.0334157394228543,0.00319177390089565,0.426625157715861,0.158660033963155,0.213465193860748,0.0241128753885879,0.139837377568216,0.0651283923206133,0.0985005396912997,0.0650025063035354,0.117642137449036,0.224730051233815
"R4163_YZ_2",0.20141461798791,0.158242149739677,0.106312373412636,0,0.480654663262997,0.321523896298854,0.389314323832889,0.0997414067526085,0,0.396860788504786,0.140216753922508,0.239795883991915,0.00592808447028564,0.155209366923748,0,0.0497370229910904,0.0648549617595275,0.0130079479562013,0.145149224933552
"R4163_YZ_3",0.332674221184588,0.284980442103149,0.0464482370329889,0.0202351745831657,0.406539321692091,0.320490357780416,0.317441461919895,0.0676258995688059,0.0258575980991523,0.335338792054418,0.112534990251455,0.230209199841842,0.0113576845673297,0.19717602495783,0.0111629228422953,0.0378191586923682,0.130391744761384,0.0163744528512773,0.17798537062096
"R4163_YZ_5",0.156563271744473,0.122750114441206,0.0323828962146304,0,0.515176233745146,0.283512372508494,0.252226053716451,0.0160679929858918,0.0086571354998986,0.503725035296173,0.128769241705878,0.502459177908086,0.0343768385325822,0.216281765920331,0.0704118396262897,0.0215794582117766,0.108605745318871,0.0165238409670444,0.33958733667848
"R4163_YZ_7",0.298163776272284,0.0817378294723847,0.148479261627241,0.00980192554131147,0.595103972566739,0.375128268390417,0.19687387691937,0.0239347112297692,0.0281921959116809,0.400656767496631,0.137304848755045,0.379806885510116,0.116096102014402,0.156223578590539,0.120567732837564,0.0291309890775042,0.0924743521749438,0.0501828115969967,0.33207604574961
"R4163_YZ_8",0.129912353938521,0.116801163561937,0.027612218247586,0,0.350627136361718,0.415628944543553,0.563922443333655,0.120896181904935,0,0.240186890506213,0.170596594874058,0.148248981794966,0,0.11626212442711,0,0.0724043306298631,0.0422131779088529,0.0134221099100249,0.0729703871466464
"R4163_YZ_9",0.196023866823243,0.0679286515900549,0.0636611685436493,0.0224805909285354,0.674632587349596,0.175352068178307,0.126704038266596,0.0196447842100341,0.00683668127322448,0.432551993949447,0.121902215347031,0.567815030070884,0.10216030000137,0.148056902806411,0.108244585964389,0.05921679895469,0.0942155329242473,0.073463586930539,0.469439865392636
"R4163_YZ_16",0.158761869811129,0.0541638899102156,0.121104383596521,0.0288684856594642,0.645255642590101,0.138279663045317,0.0529171083876657,0.00919981150648998,0.0068697365887442,0.440031186764584,0.143203349322027,0.616885778583509,0.0461621358935269,0.191357462656935,0.0465214516141801,0.015721558378583,0.134614362014286,0.141387778452787,0.467220387610085
"R4163_YZ_17",0.102385219159404,0.105358302648728,0.0448274463412795,0,0.382578868068147,0.22247342157356,0.365339462060944,0.144117947654796,0,0.45665901932463,0.15499460304899,0.371008713233618,0,0.226749725303745,0.0359652811902179,0.156207746539027,0.0403127092403181,0.0279348029384634,0.190995451639762
"R4163_YZ_18",0.154448740787476,0.109605425061099,0.145234678239683,0,0.528428478578044,0.213954896786552,0.242764955988745,0.108154735948937,0.0061901967336682,0.45318645094369,0.144338674095745,0.351605602350731,0.0016697981311358,0.173886385037047,0.0417126207243516,0.195698843413245,0.0815093330375981,0.0309282243205335,0.216013442567755
"R4163_YZ_19",0.286447268277158,0.129960664471831,0.298751704493645,0,0.588181606732849,0.285011197215719,0.204194231706847,0.0628605399218096,0.00455682878487279,0.50021810864975,0.145301591991311,0.502920907196051,0,0.149401526260531,0.037350005957803,0.0627603720624174,0.0912913390958316,0.0486682237680541,0.11999935448005
"R4163_YZ_20",0.211117935083388,0.0534345569096948,0.379315779517688,0.0286051706112832,0.68857738073322,0.1522696762025,0.057529854024303,0.0227334615218655,0.0150820112607648,0.412819363474427,0.127254645773029,0.725315976017354,0.0545855755244122,0.151476847686273,0.0711665769120677,0.0349802574069356,0.0851503201921229,0.139871796531624,0.256199353307766
"R4163_YZ_21",0.124559589878526,0.0666819677249103,0.398542290686839,0.0115171965596364,0.628921561224579,0.409303635545328,0.150340406347366,0.0966432460884457,0.00296710197368139,0.43229812049299,0.151736099597179,0.371669976673327,0.0152723729132348,0.216163185316701,0.0559788484263377,0.0327998496538805,0.0851931121631145,0.217043915400424,0.0843763416683576
"R4163_YZ_22",0.301070487684937,0.10566766359732,0.469484211272211,0,0.590462453658853,0.264923764659965,0.131353484111263,0.0684830121424051,0.0134073122761988,0.503044455473888,0.148603351786468,0.600985078498174,0.0277733151387801,0.129506504887844,0.0283581198869446,0.0616250898075165,0.0697095347072798,0.0713117059507958,0.108481376298126
"R4163_YZ_23",0.292708771915561,0.134471945344745,0.189989771705204,0.0179590235563168,0.58078882944885,0.191882902270072,0.178837987174803,0.0521932733044847,0.0079097692149782,0.390241299567319,0.1490847011428,0.405097119201714,0.0419519686471211,0.116297304666074,0.100113287158226,0.0745701208430605,0.139578839848183,0.103322175446355,0.202045117333652
"R4163_YZ_25",0.119194464990465,0.0745090619860636,0.244264757817456,0.0013185493935746,0.607573432160699,0.207029744780542,0.157776899306155,0.0357796831582327,0.00772705801956555,0.500052593448645,0.160277247833664,0.54268757996783,0.103696981332756,0.197139026003099,0.0366439165175331,0.0593361245505987,0.110701090303832,0.0804294485561866,0.285559218821099
"R4163_YZ_26",0.421798207161306,0.064370200654116,0.425869658571853,0.029668763100849,0.687998403016906,0.448630426001789,0.0916923548740887,0.0604645673740531,0.0329290829046831,0.137025345482058,0.119539818406921,0.255671369070357,0.0956085474430845,0.0993636222900413,0.0951182082075581,0.10822476252305,0.0413419744148384,0.337657373979553,0.0132194695886385
"R4163_YZ_28",0.135133770434256,0.0703548333331234,0.0307114856809794,0.00831306774555901,0.502820382900072,0.159037959796656,0.388196264021491,0.120325131410044,0.0247215466684841,0.35878914892876,0.155310189089678,0.201404315067143,0,0.142465269836793,0.00353893527915073,0.149626086001638,0.102280652110351,0.0464831478414626,0.140746205522162
