"","B_Immucan_Subgroup_4","B_Immucan_Subgroup_1_9_2_7_3","B_Immucan_Subgroup_5_8_6","CAF_Immucan_Subgroup_1_3_2","Cancer_Immucan_Subgroup_3","Cancer_Immucan_Subgroup_1_2","CD4_Immucan_Subgroup_3","CD4_Immucan_Subgroup_4","CD4_Immucan_Subgroup_7","CD4_Immucan_Subgroup_1_6_5_2_5_8_6","CD8_Immucan_Subgroup_5","CD8_Immucan_Subgroup_8","CD8_Immucan_Subgroup_1_9_2_3_6_7_4_3","M0_Immucan_Subgroup_1","M0_Immucan_Subgroup_3","M0_Immucan_Subgroup_2_4","M1_Immucan_Subgroup_4","M1_Immucan_Subgroup_1_6","M1_Immucan_Subgroup_2_3","M1_Immucan_Subgroup_5_7","M2_Immucan_Subgroup_4","M2_Immucan_Subgroup_1_2_5_3_5","Mono_Immucan_Subgroup_4","Mono_Immucan_Subgroup_5","Mono_Immucan_Subgroup_6","Mono_Immucan_Subgroup_7","Mono_Immucan_Subgroup_1_2","Mono_Immucan_Subgroup_3_8","NK_Immucan_Subgroup_2","NK_Immucan_Subgroup_4","NK_Immucan_Subgroup_7","NK_Immucan_Subgroup_8","NK_Immucan_Subgroup_10","NK_Immucan_Subgroup_11","NK_Immucan_Subgroup_5_12","NK_Immucan_Subgroup_6_13","NK_Immucan_Subgroup_1_9_3_9","Dendritic_Immucan_Subgroup_1","Dendritic_Immucan_Subgroup_3","Dendritic_Immucan_Subgroup_7","Dendritic_Immucan_Subgroup_2_4","Dendritic_Immucan_Subgroup_5_6","Endothelial_Immucan_Subgroup_1_2_3_4_2","Macrophages_Immucan_Subgroup_1_2"
"LUNG-NSCLC2-0660",0.941996092818374,0.174988883246872,0.419001502373077,0.402641541367005,0.190713991046167,0.657931084556257,0.466347131527781,0,0.168339712946789,0.12340827461589,0.0752250907558664,0.00751231945314895,0.0346764415062767,0.0422172446463567,0.0196933722060964,0.0419385026469704,0.0439260226211849,0.203574616907035,0.050898643454237,0.51237367949781,0.118711674769542,0.052603899758453,0.21202462172706,0.0176047189744147,0.0552170742273272,0.129588930337655,0.0741863121796178,0.000225878368185258,0,0.132164060490229,0,0,0.048349307796725,0.109404555010629,0.0482177132980578,0.00138471760963983,0.0279325346822539,0.0430366889802354,0.0413272439693434,0.0323054763842442,0.0545541438632214,0.066330810292413,0.0774651670137834,0.155438244787381
"LUNG-NSCLC2-0678",0.798068057578593,0.0530320752469849,0.359170323826211,0.628094700709126,0.121152077187794,0.772277210555916,0.295507021358057,0.0072958850198001,0.266966250736634,0.0286723962700475,0.113074678422511,0.0812268384148265,0.0146817145061394,0,0.162940408044737,0.138436152986138,0.025322567103416,0.328790016754702,0.0944208190942733,0.500802041840726,0.0943103195489167,0.0621963868347876,0.269961091654671,0.174208927999039,0.126394201937391,0.249564702895544,0.0575604224186371,0.0663472153677516,0.13243205475832,0.15527774435055,0.0023541180798648,0,0.0047691782679317,0.120474074087786,0.078567298421991,0,0.0683322283613446,0,0.0173864249075376,0.0808500477378489,0.0633983095260646,0.00754110240479562,0.0596569841556695,0.085197085034977
"LUNG-NSCLC2-0683",0.969273134486667,0.0967772009968029,0.470546830622294,0.446388379036225,0.0502612906435802,0.707464905947745,0.540979880624149,0,0.245889356472863,0.0908074500786771,0.0641535875284035,0,0.0208559855046954,0,0.0232273703147814,0.003716772505599,0.0211014524593337,0.301748276790578,0.086712734960847,0.507025052104522,0.0901648489962543,0.0713676997504315,0.168002947729507,0.0480514362348392,0.100741592819593,0.209987185935422,0.0672971504607811,0.0264024306628073,0,0.127346492554019,0,0,0.0892075388823685,0.25903608949407,0.0438917027773426,0.0116383782264463,0.0269559531659758,0,0.0400252238041726,0,0.0989739870925608,0.0593048571077111,0.0954744763661293,0.18574892912818
"LUNG-NSCLC2-0685",0.945799450886673,0.0813636932485144,0.447080539927052,0.519485366249701,0.127909681412573,0.722313573053135,0.414562937179123,0.0119608059426025,0.0332854039309163,0.0494166690443756,0.0806101787748394,0.0169135017521987,0.01931231187477,0.00152220180443581,0.0063992816814386,0.00209951452634228,0.0694191722859024,0.325253673390105,0.0871224305836153,0.482129618598175,0.129121713530881,0.0910143722533575,0.186360495623382,0.0496533060056211,0.0691894119481766,0.252491409874008,0.0763997181098079,0.0377804047594475,0,0.135521434905031,0,0,0.0899012837646402,0.165994235845579,0.0393914361119049,0.000644892564460283,0.0396598913929631,0,0.0638863390399002,0.222610291896321,0.0606181683031039,0.0717672889154791,0.0723114861766137,0.148395707965661
"LUNG-NSCLC2-0687",0.881595584559521,0.125308365228982,0.398436759232424,0.460459412350153,0.000885949115956167,0.61367000325247,0.443969521858972,0,0.0497636428268825,0.0679862489082089,0.0565345114769866,0,0.0292085504651245,0.0068369937050092,0.0295455340201412,0.100139273472159,0.0253446429210279,0.281977025787224,0.107761767310534,0.548127083462277,0.0656343730947419,0.119458103389284,0.227802563493231,0.0283142290338744,0.11189974846353,0.207548884941641,0.0807341570267211,0.0207865394994512,0,0.147106816875837,0.0275119166817831,0,0.0914379681821382,0.168921226552519,0.00492309469307458,0.0360059324880705,0.043795160871912,0,0.0423366299765978,0,0.0544092651561301,0.0409897692853038,0.0906685812881795,0.183106709853702
"LUNG-NSCLC2-0689",0.955222537525032,0.0777235215181188,0.467302644933757,0.424048975832191,0.11147201999552,0.678890718219651,0.457546003528403,0.01224363462004,0.202672271246078,0.0378019027910796,0.0779698726625275,0.0408146269305542,0.00807844214536736,0.00529457557931107,0.0227676716070723,0.0041463443568165,0.0365200175814285,0.167491284881351,0.100781916582632,0.489964263376306,0.119247491367843,0.0722122700668467,0.182228507317515,0.0563760343336987,0.0745668680316104,0.180918427724212,0.0697549587765921,0.0373145520624736,0,0.124264419799951,0.0049118647578575,0,0.0296970459929904,0.376683226819115,0.0609119291625571,0,0.0613921128055952,0.0316743842130614,0.0237711937280615,0.112369931935114,0.105848800325565,0.0241436684143315,0.155546603036342,0.175195148925253
"LUNG-NSCLC2-0695",0.963211265225798,0.0766852088214535,0.352643109560986,0.384135912656658,0.0478258049711593,0.673104265714267,0.456097850329642,0,0.113517299225465,0.0372517848184392,0.108510440189413,0.207037088238581,0.00487860198565565,0.0215207745033046,0.0314391643546586,0.00904059799931917,0.0178966627679292,0.0873843780989015,0.0970515665737444,0.0879552103789547,0.106703495332923,0.199522970037906,0.249586625460764,0.0428728500856205,0.0883515195658118,0.0282132824962205,0.0442325345555862,0.0330801886188537,0,0.147989012776112,0.0084352178822001,0.0183067192007632,0.100600010007455,0.35130396202554,0.0100866768529955,0.0371024312894025,0.106135349743494,0.0541930852376461,0.0230571102714731,0,0.119361178845464,0.100927310482645,0.207215607539704,0.0972874815231459
"LUNG-NSCLC2-0696",0.933130472798716,0.108743950368743,0.488290164385823,0.473861740408015,0.0207635129048441,0.686447591513699,0.485092424476921,0.0167432291789386,0.190241827860893,0.0537872342796405,0.0910472860855848,0.0170645487435362,0.0116469482186116,0.0141327562195433,0.034746906306414,0.0445152424927462,0.00841668312162504,0.183492322577928,0.0883779578022426,0.336676975676834,0.0744198462671476,0.100512423393099,0.162603863124223,0.0634118518466183,0.0693580827642607,0.263141263655464,0.066422721318488,0.022993325075793,0.0406359054058162,0.0876040939948179,0,0,0.103316161598109,0.390331673539515,0.0338805355528902,0.0156250700808857,0.0563818869025922,0,0.0720630326549553,0.0635378769916125,0.114400218973426,0.0433809820154273,0.0792374902081765,0.156100488481631
"LUNG-NSCLC2-0698",0.840570425905834,0.180041853286484,0.470143236582364,0.399332254653075,0.0837806347211771,0.640240968462292,0.458482492115226,0.0317798207908705,0.0932240573705192,0.115288424947224,0.119309446550423,0.0224752504949429,0.0552401910441266,0.0323326801534064,0.0493807038409778,0.0150328849130971,0.0488516539900071,0.182221958812963,0.0669544049870402,0.473344355883934,0.124295516098939,0.0625512608129225,0.165740722657625,0.0469494671067149,0.0722158338552307,0.14618630212666,0.071924702129309,0,0,0.137457108026071,0,0,0.105010675445025,0.141408134652355,0.052593784529743,0.00763797264590945,0.0158698919420473,0.0330988669687196,0.0191860059603504,0,0.0668948548276365,0.0259576616429549,0.07138470439696,0.159300527155907
"LUNG-NSCLC2-0704",0.722252254220523,0.0440643351404919,0.409464038280192,0.572022221848799,0.0261410400041038,0.734104519911387,0.33387995658931,0,0.134176134703359,0.00869142737324868,0.0701362168403856,0.0101429275305596,0.0144236931708573,0.00234204805771813,0.103717090234742,0.119309950789463,0.0285772871698824,0.278907692393588,0.0925338335455899,0.529175774335654,0.087239483368744,0.132078461171069,0.217447634493027,0.144298811624165,0.109137824185593,0.193455472179161,0.0538331332905266,0.0570281240032817,0.214785248156161,0.136908406488434,0.0372844052973407,0.009963062363636,0.0650613073050126,0.331529668873714,0.033271012177332,0.0676882685261035,0.0497216593989356,0.00874420766967935,0.0452164352976992,0.0240995866711589,0.0425746071478084,0.0390269191877696,0.103270595528756,0.128586236591886
"LUNG-NSCLC2-0705",0.953608485488764,0.125423911074296,0.385319694736275,0.56708492336578,0.122310178414898,0.716448172721839,0.439800040202768,0.0045839405496112,0.221880222710132,0.0520095959103383,0.128047031564384,0.0768404260372794,0.0213243478121888,0.0103506663557436,0.0533314353161353,0.060995926714046,0.0272917831440132,0.266305137652504,0.0846402248016787,0.566657748441739,0.118824797307111,0.0614692897943399,0.242317208926989,0.0580358087267907,0.0903558688389355,0.239001528665309,0.066535696128517,0.00743600419261775,0.037468309480095,0.149234655653224,0,0,0.0262834315047024,0.117026929697202,0.0896360394421692,0,0.0543164067763825,0,0.0257325811314999,0.00453284710751,0.0621528074472096,0.00609948800649145,0.0742046131603775,0.102446067767016
"LUNG-NSCLC2-0707",0.875781871169983,0.0797713948199115,0.447358032199733,0.331367542636593,0.138681414029426,0.687697619358957,0.333605153856943,0.0099192079180599,0.12729140162239,0.0610531542600724,0.0734461879529316,0.0254259473046177,0.0145003032228298,0.0142148567064432,0.0151214632708013,0.0633780287469763,0.0135131432575524,0.247705105577992,0.0739399340268224,0.340352742796249,0.135871104672637,0.176945159026001,0.205919830126953,0.0914201362089828,0.0739950780866833,0.204058483819882,0.0899400713371968,0.0286928455591614,0.0914532635193284,0.116057639453694,0,0.0246784219535164,0.0374400801567778,0.123570365485683,0.0112676039127783,0.0461872260088088,0.0464391775410292,0.0085500298669839,0.110468281467418,0.0762183004661573,0.0993453412324427,0.0190718122252736,0.105710589489358,0.298149881087987
"LUNG-NSCLC2-0709",0.986361652628243,0.119000133509236,0.349322478819131,0.526561367004363,0.0614313666108505,0.705844246357408,0.438038633018926,0.0175909889566149,0.141373304235848,0.0753064427093384,0.108772668043926,0.162786622838204,0.0230873067945403,0.0185362195151211,0.0617285247938961,0.0472684665912484,0.0206951069486864,0.239846088756562,0.0699221504508803,0.496423978889002,0.0663387621667474,0.0585039313893959,0.29042708414996,0.0188630422314286,0.0490570067791397,0.0766314113217499,0.0798425589006383,8.82199158229983e-05,0,0.138670235080373,0,0,0.0481689041040571,0.266024496524451,0.0430699256344133,0.00983260040673927,0.0358647104909186,0.0245850572937818,0.012835410290365,0.145859900308483,0.103189428101205,0.100907516573543,0.0946956744708088,0.097760993326643
"LUNG-NSCLC2-0712",0.888309126265535,0.0795020963265089,0.324598751836177,0.544684710287098,0.079611699093313,0.690451187734201,0.457153466612247,0,0.111468330055818,0.0435042725880675,0.0865719194964692,0.171741153166559,0.00421758039115363,0.00387552717638673,0.0557411780537324,0.0738553817764867,0.0225180161358985,0.117544371086267,0.107438182358624,0.593837611585504,0.0962478486525101,0.0829204847761987,0.270068349636407,0.0026535911572488,0.105313716461278,0.0266305186765311,0.0480205442742803,0.0388403706795734,0.0664793846195116,0.156843850770739,0.026841548166257,0.0062401839129103,0.0318350138971131,0.264008623712399,0.0625736246029328,0.00282360611560018,0.0922824405680282,0.055065746822957,0.0321450867790089,0.0152794658414714,0.0527511145116457,0.0897797535150776,0.0988192007185363,0.104331750459782
"LUNG-NSCLC2-0714",0.720091629401496,0.0660717427911448,0.378578837139197,0.51352233559339,0.041124898136004,0.730955565428995,0.402942893502411,0.0091743229070627,0.0516013999351582,0.0382960880715657,0.0693206779439808,0.101318273544405,0.0191447280771427,0.0150765908631011,0.0677387602112256,0.0476611928930303,0.0420047051664004,0.192796489924233,0.0793165264057442,0.607266644279549,0.125222221147991,0.120450563524107,0.244554045413838,0.0418165906992971,0.0899965949153946,0.121770535398575,0.0611878144952732,0.0513225511758123,0,0.141230838997159,0,0.0141817646160561,0.0757054482935645,0.357716586575617,0.0114026060069864,0.0501625468360754,0.0617891461463424,0.00705258284015,0.0383756902385856,0.0559361590621975,0.071292896528222,0.0820334926594037,0.092645516744276,0.161647464516096
"LUNG-NSCLC2-0715",0.966765474299226,0.0998038233371764,0.423677474481657,0.514509649613359,0.104367745615432,0.724972604906315,0.46894431044698,0.0072260041917669,0.139496292242953,0.0552530613029694,0.0907151014057516,0.057000092264,0.0196594632795889,0,0.0244103816711732,0.0183829415994629,0.049172113693128,0.30460851294419,0.0842184553105247,0.58685034378017,0.116371500828077,0.0557682289999347,0.21673236083732,0.0505135674998521,0.0752474776979784,0.192863809794204,0.0647241813034297,0.0285210771462468,0,0.138787586028714,0,0,0.0495641426627254,0.229703448829749,0.0601806040526062,0.00150981951634978,0.03993891496833,0,0.0411499557799087,0.105824941999141,0.0796947050680271,0.0152055030327395,0.0975097105876908,0.142979586135953
"LUNG-NSCLC2-0718",0.948310911531931,0.100623333671141,0.533287425818932,0.502006250244605,0.169620741902174,0.723996190671851,0.291302479377357,0,0.163772070543904,0.0257657972141718,0.0788827213351378,0.00354485126803415,0.0349163579132451,0,0.138308491975213,0.0548787355295565,0.0420846957776916,0.340091072098707,0.0943372718165023,0.467183420917052,0.0375114613280517,0.0644898979884433,0.11186969277523,0.0594124240195301,0.0661343959426083,0.213025435728315,0.0651277635099918,0.0184063865458744,0.0095922835503172,0.1063381627818,0.0454765172797122,0.0033790665572119,0.0533357986225005,0.131286424050458,0.0931638924793021,0.00635211706657895,0.0193330620539985,0,0,0.00719543427317535,0.113649592331124,0.00814415732539238,0.0592125863642696,0.201755155054898
"LUNG-NSCLC2-0720",0.916402976511156,0.0903246669958645,0.427769804274205,0.442427705789783,0.026020984989195,0.670474877242755,0.591340658473427,0,0.0958393533843317,0.0954427877927217,0.0698142258875175,0.0358869193183576,0.0069750327724216,0.0084140493929683,0.051694986092593,0.014685340410944,0.0149649636857872,0.281748785158324,0.0973063864753725,0.598305455261765,0.0684271027465552,0.0693768369180708,0.205033099572715,0.0477888334848654,0.105049765335446,0.228059502429535,0.0626507425450826,0.0170387997818309,0.0631504637506463,0.105185616973102,0,0.0083080562813526,0.130351500215541,0.253781452650021,0.0657508057866866,0,0.0650299715027184,0,0.0425818374626559,0.0032257327790954,0.0976260337964408,0.0733388213836945,0.0926937067843944,0.160968836680644
"LUNG-NSCLC2-0727",0.887206687396135,0.0781435862352083,0.460990855671655,0.486205050766841,0.0243511014312555,0.714908556615748,0.44297098633539,0,0.0841629553178507,0.0433408936267766,0.0586708866671683,0.00698834735337445,0.0226847139593019,0.01298932051171,0.097192985523165,0,0.0121025644584909,0.230737994951875,0.102892891325088,0.536898235040132,0.12992644869543,0.114737467174037,0.190093778065738,0.0514525795130988,0.0911572079963882,0.198504325031104,0.058965645729996,0.0990367258555489,0,0.129678523673008,0.0061908621302698,0.0220898532487783,0.057434926338452,0.212966033928969,0.0607640357316454,0.00894001766906108,0.025583577634476,0.00379761178351335,0.0316665161583835,0,0.122354446610514,0.013829139471483,0.0996041405588245,0.193880559860039
"LUNG-NSCLC2-0728",0.881012716705372,0.143894590540511,0.520905387046468,0.326359465008859,0.0148902528121073,0.640136550527047,0.400612559575619,0.007965969170869,0.103959819183762,0.0888861558364959,0.0780074417086321,0.017076312887057,0.034324109164941,0.0136273624236393,0.0444544300076967,0.0176569381106668,0.0278244557606017,0.12877742880124,0.0879576080580988,0.548358300757211,0.096348837857152,0.0724929138443713,0.162152555549768,0.0535325867817533,0.102359667502767,0.214961578418631,0.0856262427019433,0.0251585591288296,0,0.0920329762992746,0,0.0084519810431542,0.079899346625343,0.288058152126827,0.0186779836092071,0.0195740683650103,0.0208550315629116,0.0714511307761696,0.0545389258326369,0.167540273160069,0.0907586062177327,0.0449393390861352,0.0962658459302513,0.253247616468891
"LUNG-NSCLC2-0729",0.890315712381537,0.0845548125211311,0.385736488250942,0.49175559653197,0.0279292602970413,0.692625965453407,0.497562454091747,0.0020464443854913,0.171929071143179,0.0742404305163892,0.083815423985055,0.158274561058305,0.0116240914535278,0.0163689473017844,0.08645025052747,0.0488297025324519,0.0312440828575057,0.179311978058106,0.0993126934878877,0.586215270531265,0.122292462698426,0.0857764077924451,0.241535575010329,0.0722649190277595,0.100121119338712,0.219414357284127,0.0620270039837693,0.099520899516946,0,0.136841458978816,0,0.0054421243260089,0.0468286851599589,0.170046582655416,0.0711883359146542,0.00157903011747663,0.0520403833549875,0.0158248515160109,0.0185166296751112,0,0.0755775425386526,0.0190345645519111,0.131922604898754,0.13717979394038
"LUNG-NSCLC2-0730",0.946452991018569,0.108492695107389,0.375095825296291,0.568491908420398,0.166643921371321,0.744187242164936,0.385302307332857,0.0474610959535609,0.160742888621143,0.0367510754910324,0.0947235190834568,0.146269860373295,0.0139337764742075,0.0181195531773757,0.0683536154878211,0.11230997435851,0.0364764236005488,0.186881546830265,0.0707533109676569,0.522206993654074,0.174788761866967,0.0766353823739959,0.238264754661869,0.0470885314024883,0.0745429168049304,0.137762036532286,0.0582010728217265,0.030194365159174,0.0222024634769349,0.175551953397736,0,0.113169645404439,0.0275550127118498,0.13172839295536,0.076949593686345,0.00877861042810883,0.054836952682018,0,0.0592664122940731,0.0159031291019614,0.0340661835421183,0.00681559975466782,0.0965896287187418,0.0934834727111908
"LUNG-NSCLC2-0732",0.932262279069011,0.0783221678666298,0.377703024715288,0.485038281200173,0.297637350278914,0.73547509690559,0.443069072266241,0.0070350506119152,0.0629165698524877,0.071466374917441,0.0879065561901032,0.170840733971972,0.00338485927995395,0.0023121213701027,0.118951978124582,0.0672757926905636,0.0626791689592932,0.260818592054857,0.0939977491430743,0.473463197760317,0.09251186146108,0.0572957838101099,0.247434722106652,0.0163522833261898,0.0510754543522333,0.123836408438293,0.0662093615028044,0.0545008389405597,0,0.133985463810138,0,0,0.0322464567972892,0.241487401484356,0.0714159799484718,0,0.0574289116840032,0.00523084992694605,0.0360710944584503,0.126493626450013,0.0739951857433334,0.114305504723187,0.0822956947341045,0.142558156557627
"LUNG-NSCLC2-0734",0.644057528950744,0.129941539226665,0.493237594444349,0.236927616651048,0.0953755626500564,0.6127701755043,0.515823351185078,0.0042978711895473,0.239231451297043,0.173973833401244,0.0901704632738086,0.0608215142762877,0.0411186693862193,0,0.0387761671158303,0.0359679242721342,0.0719095224550055,0.211534096262364,0.0981937210356558,0.213633880193573,0.0698787354127944,0.0889848111284503,0.159295405750422,0.0551868020928266,0.0500683238641308,0.183870486977009,0.0878802083007938,0,0,0.0822394649639019,0,0,0.148445461317587,0.361329557696493,0.0432345287576341,0.00616929286982008,0.0474307328159973,0,0.0461196427984476,0.19529248193778,0.077056644278738,0.0345420594812808,0.0840926320906511,0.274095584151847
"LUNG-NSCLC2-0736",0.900729354619307,0.0694025981030864,0.424077000777889,0.502946053432287,0.0556642186345914,0.734718011894496,0.426632379321503,0,0.0888006039424117,0.0332255595180233,0.0637449492533847,0.0756058924382363,0.0109705429935145,0.00145402643634875,0.0556062063072633,0.0394295825147544,0.0199373256857705,0.221402304506851,0.0936096800747481,0.680507584266004,0.163636260165112,0.0652323270512268,0.202696590239984,0.0414146517742288,0.0943469668089096,0.18463858329427,0.0490646125534311,0.0571893006354644,0.0334821307559862,0.126036633185652,0.0110139771367046,0.0227998191538308,0.0222652077023267,0.20302047632295,0.0487380366021283,0.00847021083673217,0.0453362750092919,0,0.0417041257801036,0,0.0704871014005024,0.0105975191978292,0.119169202764376,0.190811998914681
"LUNG-NSCLC2-0737",0.948823381391855,0.0911314430402732,0.443105191823105,0.468272842523149,0,0.677240193104187,0.412823441734258,0,0.108248652991879,0.0419703605381197,0.0604844640999731,0,0.0266842630366651,0.0210932144076107,0.0405387381480149,0.127147263932095,0.0162157279404237,0.295084125936254,0.0825488532546996,0.410078564193162,0.105219714317268,0.184014816095587,0.185160725849422,0.0673969329217338,0.0902595439179986,0.227879734469852,0.0839852369630874,0.0371212841669513,0,0.136214813446817,0.0067166268056219,0,0.0462471427745117,0.127068792717044,0.0790033637783894,0.00264090364740158,0.0276048921889295,0.00863265107176535,0.0670727934667518,0,0.0683387444885275,0.0211463344320948,0.111030136263718,0.203251439921176
"LUNG-NSCLC2-0740",0.900490964296909,0.104224439044655,0.323401511958123,0.511511980947193,0.472265779971453,0.727506724995473,0.555687887345055,0.0305035627661998,0.059728658900428,0.0723397114310694,0.11247210208445,0.257167853375522,0.00557887097061033,0,0.0564408811671036,0.00750278972190922,0.0168881545395661,0.104030446637856,0.0954545832785068,0.304258779876944,0.127508769382717,0.0706525601328129,0.261776959101697,0.0848637776849761,0.0755003050302387,0.0683234807797827,0.0551329776446709,0.0240598846839145,0.0712118429217132,0.167172179557882,0.0028775272128243,0.008113899405378,0.0186985563238289,0.151314484239185,0.0531728710551124,0,0.0764347381995888,0.0356768591811655,0.0599903908347461,0.0632852289225109,0.0734211946644046,0.036393036517738,0.0984766260054651,0.066817275401158
"LUNG-NSCLC2-0742",0.930237538793793,0.0800359513476533,0.409727349336298,0.519675596703096,0.0134013776533121,0.700817528036909,0.568512647382065,0,0.123497849534937,0.0769467076046044,0.0938875602915452,0.0279964334054658,0.0186406728814367,0.00462304588670733,0.0457324972280925,0.0112492419343116,0.0230245703030466,0.288899576416301,0.0910126662425212,0.555154408373713,0.116620099009653,0.0631495657738147,0.218429464403186,0.0351248337100457,0.109089606267748,0.236379654839442,0.0619294792111934,0.0394259551358759,0.0236599882702598,0.131466180221149,0.0021909502743596,0.0100315963948016,0.118995583617791,0.228660487184929,0.0502631706219602,0.00519686339711645,0.0401554542943411,0,0.0346541273431605,0.00335763740149875,0.072787113833758,0.0467171176635489,0.0772201953223444,0.146363155251962
"LUNG-NSCLC2-0743",0.901604141208173,0.0751430453639136,0.435407376964223,0.408247530844457,0.0288693105577815,0.66722290078711,0.405898044628913,0,0.253857593819346,0.0463507664936122,0.0543429702756943,0.0054315728580097,0.0152970664743489,0.00606854178711873,0.0531108524226823,0.140050903478577,0.0137566609787853,0.268211857280509,0.102458403522837,0.352525348589088,0.115510122635862,0.148536551790483,0.198807262480762,0.0506860901017532,0.12538484599535,0.234075640585165,0.0784019081653791,0.039447840197375,0,0.141049741642769,0.0124074786322174,0,0.0519376530456562,0.258546797852681,0.0499679451593419,0.0045920416294928,0.0427657116689509,0,0.0400644767019362,0,0.0609052447164862,0.00194681368252323,0.12915991775152,0.233050648518247
