"","B_Gide_Subgroup_7","B_Gide_Subgroup_1_8_2_5","B_Gide_Subgroup_3_9","B_Gide_Subgroup_6_10_5","CAF_Gide_Subgroup_1_2","CAF_Gide_Subgroup_3_4","Cancer_Gide_Subgroup_1_3","CD4_Gide_Subgroup_2_12","CD4_Gide_Subgroup_4_15","CD4_Gide_Subgroup_5_16","CD4_Gide_Subgroup_1_10_14_8_13_9_3_17_8_11_13","CD8_Gide_Subgroup_1_9_8_5_4_2_3_10","CD8_Gide_Subgroup_6_7","M0_Gide_Subgroup_1_2","M1_Gide_Subgroup_5","M1_Gide_Subgroup_1_4_6_3_6_4","M2_Gide_Subgroup_1_4","Mono_Gide_Subgroup_1_10_9","Mono_Gide_Subgroup_4_5_6","Mono_Gide_Subgroup_3_11_12_7_12_11_8","NK_Gide_Subgroup_1","NK_Gide_Subgroup_5_9","NK_Gide_Subgroup_2_7_3_6_8_6","Dendritic_Gide_Subgroup_3","Macrophages_Gide_Subgroup_1_2"
"Gide_PD1_17_Pre",0,0.189228885351108,0.857900805457291,0.0357192145696085,0.61011822857709,0.650671469545014,0.769715819991934,0.0573096569475808,0.0901273309283401,0.0310441722757401,0.0189153041903493,0.0707700803969996,0.080497286104724,0.25063402086899,0.545006519242698,0.14486052685514,0.0519592795379636,4.09965441692474,0.179433189935958,0.160190972734102,0.355431060620215,0.0181861013284568,0.0533693623578229,0,0.121801515545751
"Gide_PD1_18_Pre",0.00634626990156715,0.143668277068666,0.829036785636173,0.0438546230357212,0.512216155521539,0.651316802134501,0.753534886661342,0.0871110068986525,0.119905886438383,0.0578003457712808,0.02195428151207,0.0277215839694412,0.0588590845235986,0.406838518555811,0.599894453398499,0.120444032099452,0.139521261616994,3.78795847013285,0.146474613700845,0.0178194075757244,0.0764236612517478,0.0582278914657253,0.0790753817680405,0,0.126679230790404
"Gide_PD1_19_Pre",0,0.167779107543503,0.806587808680383,0.0239994974824637,0.286733458662754,0.0990285257969985,0.814120206539757,0.193427564078828,0.170259859240261,0.0800750898496743,0.0131028577480279,0.0132100361220283,0.111236703795149,0.189343359901151,0.429999271970317,0.0640041946623724,0.0209828243168899,1.87728820122752,0.167259636787704,0.169834153133614,0.0515813190762622,0.0559201789135535,0.0549049689671536,0.00320653439660944,0.0653693162941602
"Gide_PD1_2_Pre",0,0.239188483176459,0.90551658630714,0.0301714746428692,0.463713317371548,0.549326386180348,0.487027302645878,0.0710620846762197,0.249215440127895,0.0205310119910232,0.0756013748113164,0.0511849363031199,0.0689053145783443,0.195472647127354,0.525616217438665,0.176293541494601,0.243588633401212,7.28097834189677,0.175835216571641,0.0519658980263043,0.276422744496618,0.0443783742679274,0.0443837816423671,0,0.156788992855956
"Gide_PD1_21_Pre",0,0.208499947792042,0.893751927237475,0.0277774132640775,0.315887853962256,0.54252945722015,0.628949094347196,0.100041942585123,0.154260794763597,0.0115189075726266,0.0286997792759321,0.0225584809864165,0.0309031835037012,0.0889302681909122,0.540801221583189,0.106369913790472,0.0240307094191405,4.16548965783586,0.202875147052069,0.210256496970537,0.141108752651768,0.0507059352547923,0.04775032181655,0.0136537817257849,0.150700208316199
"Gide_PD1_23_Pre",0.00221158350812652,0.292247307209131,0.851566580940104,0.0400540727261548,0.476247360936952,0.737631062863933,0.674353828686304,0.0977516881917632,0.206065503147322,0.009513358879475,0.0449113776096583,0.0442194257075893,0.0680069750663205,0.589494695499744,0.758892861562846,0.148246459077485,0.312255807869848,2.96815679623614,0.174013309022989,0.0339836978316285,0.0839566221428153,0.0410186651992187,0.0590587387375839,0,0.0822378149577109
"Gide_PD1_25_Post",0,0.166426509452326,0.465717875281447,0.0411999101814906,0.373441204875927,0.171021746760875,0.488426308186512,0.0828342330122898,0.186199755782637,0.0515324573837661,0.0393250326163017,0.437974623146382,0.089354771094261,0.0248345630911023,0.3759505193751,0.213644647762451,0.0250713092846367,4.46944871223255,0.180571544932723,0.308429061530199,0.44420767827397,0,0.0667314976384404,0,0.117574935345209
"Gide_PD1_25_Pre",0,0.16367761019109,0.825075523877014,0.0433534438258125,0.289088596493731,0.737468833295563,0.72525495146067,0.118524962133045,0.246773037457756,0.0241874034126828,0.0762085651841939,0.204214125122199,0.089981177997714,0.120959699234021,0.408881652267827,0.13138010210663,0.0731967358137423,2.78773375690817,0.180665507437261,0.0942366443106012,0.193731294718642,0,0.0654179706307803,0,0.0730813223168458
"Gide_PD1_27_Pre",0.279926359333558,0.306433482240535,0.383291135355367,0.0996388895073423,0.273942477735477,0.403434614993391,0.841467268160762,0.305048885386,0.30692072221375,0,0.0122313068794809,0.0307365520648003,0.165866656591089,0.219750222600361,0.18817736718023,0.0297465374303061,0.105893351451641,0.482255174008114,0.156425458447472,0.0612131711894982,0.250984551611,0.0920158379831231,0.219697279392912,0.268269935495755,0.0400682135243324
"Gide_PD1_29_Post",0.178133754216329,0.0867933791136871,0.588618700967372,0.0465135133170742,0.170202901972978,0.456138440117988,0.81320697046696,0.231482351871571,0.115941896014609,0.25758020141857,0.0189483968790219,0.0579210570799886,0.0918896713294847,0.0981684154570751,0.436977150465002,0.0862952204997516,0.102109201883553,0.885267221638737,0.170500852160895,0.116244807174688,0.133616925865568,0.0387936237128085,0.148242210921685,0.283396468946239,0.0548075384275067
"Gide_PD1_29_Pre",0.133345949607771,0.0868013155162493,0.273255662602127,0.0503412099645454,0.209591437697085,0.462859226485619,0.823087239457504,0.228709218932592,0.101019806415082,0.140607953735835,0.0138341407722112,0.011478788734204,0.0929088115819939,0.303145752792515,0.508722690190285,0.0464151694132438,0.0754534199564063,0.69939212834743,0.154806220443295,0.133721066116825,0.126747372109911,0.0611789947461684,0.208228761672941,0.341365414430253,0.0397166888226185
"Gide_PD1_3_Pre",0,0.124009852519932,0.699177228747282,0.0513117830849326,0.264082081479576,0.525296003084134,0.652206716203443,0.178743933196138,0.188730040198696,0,0.0125895128342235,0.0111061375944065,0.0928694101927941,0.148926692230139,0.407376438729179,0.076205038357419,0.046992446672374,1.41659636756589,0.175712248851323,0.297732695652143,0.0754601455054502,0,0.101819192161703,0.0105021774935236,0.0374645425025359
"Gide_PD1_30_Pre",0,0.0887844295407729,0.796026504939531,0.0638453466816149,0.606133705920907,0.759147386720159,0.828560137013969,0.15514439251216,0.330475401626458,0,0.0190872553972283,0.0216941011781465,0.0544486875008464,0.0790591492979149,0.32160327366011,0.137115438659661,0.0695274103780995,3.96141469885589,0.18028191893264,0.0345227970300054,0.109970671948804,0.0674453307132472,0.091460366748535,0,0.063864304128556
"Gide_PD1_34_Pre",0.223060562112092,2.88590650471648,0.948794386128471,0.0339150243864868,0.264759988389101,0.501522103979738,0.692507206164029,0.110878047935606,0.155965205563811,0.0637764551153791,0.05280133628164,0.115488603885569,0.112006722612152,0.0953387616514707,0.496476437904605,0.147140347811647,0.0812795376768507,2.82003306800268,0.150251924549669,0.0170782728674215,0.297529506793647,0.0161168530875139,0.0442253581111442,0,0.104149810639764
"Gide_PD1_35_Pre",0,1.87624547522045,0.798327975033869,0.11182723855194,0.436217962216449,0.152347358069723,0.41842765045264,0.0964168262105876,0.198467346341958,0.0377958655842994,0.0513833741587376,0.192012364221643,0.0887086118840812,0.120745040018669,0.252009382816355,0.166934455499556,0.0310404450990956,3.55168920239551,0.15069901630282,0.323698299649882,0.546419260880564,0.0374608022619826,0.0526818627101019,0.0227029067071752,0.115096579995057
"Gide_PD1_36_Pre",0.0213408109514754,0.771276050222925,0.898183450608755,0.0351486345311386,0.185374951772482,0.416115895942358,0.628268154826461,0.0871553344086641,0.256663561179273,0.0877510300227884,0.140431995133345,0.0650279953082174,0.0620297095941393,0.0909733070739438,0.524796001319132,0.0827249216239983,0.0894060937964919,2.39879195890726,0.165738909153153,0.0218345782637313,0.151286004816422,0.0406337935634868,0.0650684425479924,0.210481068854646,0.0878841967697981
"Gide_PD1_38_Pre",0,0.231937922785117,0.716009670096056,0.0511945024152494,0.528793810075452,0.583702914200958,0.605336093939191,0.0448042419332992,0.0175302199438035,0,0.0252585789309845,0.463174861785011,0.0173914496891281,0.0997389185954129,0.407642998287639,0.308352282500606,0.0276543199831821,6.96744306633871,0.127092592176889,0.00994337187741631,0.370979372296695,0,0.0489649086343268,0,0.227455189749078
"Gide_PD1_4_Pre",0,0.658895204311036,0.759971841256899,0.0364959206095977,0.35635472099675,0.597451308869328,0.614476697545338,0.0778076499688959,0.153050410427303,0.0288891442251904,0.0251075388718956,0.260991305522538,0.0836252413703079,0.0582500773178335,0.297337628398726,0.125796302646432,0.0962421261225273,5.20491092784675,0.158153752052448,0.202165849317881,0.615831297163841,0,0.0394298049567567,0.0138855107867063,0.145506735988482
"Gide_PD1_40_Pre",0.0289067954180566,3.47774786747449,0.892854520502627,0.0163208266117951,0.555538535449042,0.472430328055251,0.544698052620737,0.0689987955246045,0.200289278627608,0.0263736754139792,0.0801208401642515,0.249167697299206,0.0430968170214796,0.427572475186097,0.556775733014819,0.212637485045369,0.154645399711158,8.66988360424271,0.144955194822683,0.013743509041192,0.929212362155465,0.0457201599175841,0.0344784912203336,0.00044776355430023,0.201462077999001
"Gide_PD1_41_Post",0,0.471827756264907,0.663532387853423,0.0476638171233724,0.447862617680568,0.439566488629465,0.529906743424834,0.0791195904643113,0.0883494703729117,0.116793616652772,0.056945253202838,0.452658397248761,0.0573550744629485,0.0099960325656051,0.344502532695765,0.248811487742448,0.0994932145839203,5.29001864157544,0.15461636414509,0.0585252153534009,0.841118760062263,0.0211760699761883,0.0669466662954573,0.0456560681626045,0.182902242891284
"Gide_PD1_41_Pre",0.0329859126462983,0.26140238766824,0.846099213183838,0.0461489098249335,0.268050108799227,0.317014030904801,0.803738720406876,0.125815329695981,0.158948291185299,0.0706060533184424,0.0408118842073788,0.0514272872351477,0.0954209020212341,0.153906984568786,0.382196354224992,0.13040803337063,0.122715266093273,2.14672706362946,0.176519358613287,0.061845354845463,0.190216711941077,0,0.0780998734673827,0.0229460464797383,0.114004290939394
"Gide_PD1_42_Pre",0,0.748497148403515,0.700093680427021,0.0633343714724347,0.501042225030297,0.65567112635161,0.733675915319029,0.159924811855256,0.286942428165534,0.0158050803661141,0.135046363561315,0.0487191954409318,0.0880562998068121,0.0748813137647595,0.419478217332747,0.142622864586819,0.0880398401698946,1.26229007821247,0.181684311203173,0.0680236853164973,0.244859134810719,0.132190663824299,0.129192833598785,0,0.0538423719202728
"Gide_PD1_44_Pre",0,10.4516679868999,0.773722868274794,0.0699692628286263,0.348164315862282,0.409936248992571,0.422837890444771,0.0793051506222717,0.163021096587758,0.0623449390696994,0.203255063228459,0.321967575703774,0.093778943445414,0.122100425260824,0.411332536625825,0.13923482205412,0.0180590805587372,4.20213153353375,0.133433655051122,0.0741700686680271,0.331983672001543,0.0215832348931596,0.0255343404171935,0.0203209296990649,0.11557535022865
"Gide_PD1_45_Pre",0,1.05701512936669,0.703626732897693,0.0174650175818257,0.213497565060658,0.270570542633858,0.417353194723721,0.0754594084803674,0.249732789008013,0.0467057869780634,0.116010189181191,0.562053519375267,0.0253209796938208,0.131323120650524,0.328464266909202,0.193382601426109,0.165720963637781,5.96795324393584,0.144648833083078,0.032992749983132,0.78029195546078,0.0028708545413198,0.0672852393786806,0.201747245059847,0.269091259268567
"Gide_PD1_46_Pre",0,0.463790494369519,0.814304431995922,0.034790125272451,0.234312106326578,0.469969308710868,0.737940854379847,0.0772065284169526,0.203360041927323,0.0238918844436669,0.0152276168939257,0.174264682061437,0.06432901815885,0.152239727718804,0.470518885319207,0.133250140916252,0.0530612035222378,2.6629815750308,0.167611236055651,0.108436084755273,0.336152487551581,0.00119731874128163,0.0513025779589849,0.136777961624634,0.096460816396028
"Gide_PD1_47_Post",0,0.388608090062806,0.801655237819794,0.0148283763494021,0.137313153534686,0.31591527535692,0.523848489901139,0.0791089573833752,0.17883052988103,0.0707869213658522,0.100396469797731,0.346251992018801,0.0484191155971494,0.184363354039941,0.287536370077767,0.222417251884571,0.185226725019679,9.52506741193089,0.177245541321538,0.0566216906520392,0.679622761203447,0.000518651201654542,0.0265642660941456,0.227409747008,0.236878986756333
"Gide_PD1_47_Pre",0,0.414437011998857,0.804530803781725,0.0103363150111004,0.284439612945578,0.535944747597569,0.488262842087275,0.0423227434582949,0.160202547519653,0.0231702485263503,0.0589705692626805,0.134588722723945,0.0172845967791103,0.180709283813211,0.309521461797864,0.254165088334012,0.281606080754984,11.2695221347126,0.16678908901237,0.0738456346963145,0.51206595780051,0.00175392323108485,0.0497716995093569,0,0.249012760978619
"Gide_PD1_48_Post",0,3.82408870640207,0.591247578896781,0.0150979718090986,0.275673230111793,0.186107069122985,0.373470888585538,0.0628102884521944,0.0100050767209633,0.075942387624929,0.145048246183978,1.45690437844583,0.0260267448058268,0.183335851454395,0.369230290090499,0.294597395472222,0.0388713769375044,9.18930541145064,0.132002129951456,0.00421346306720028,1.53514101103785,0,0.0248034669582255,0.0402441833554165,0.300865634634459
"Gide_PD1_48_Pre",0.0237191256872251,4.22209916612594,0.829132791750862,0.0745508979202169,0.184083772615899,0.493099820342962,0.520566355881405,0.09360611970219,0.0764800310180016,0.103751765354936,0.0546024965076129,0.462956927641189,0.0695229644999083,0.134421863158698,0.34164607080544,0.232767684771901,0.0139290388268503,2.59930159474447,0.139565561096784,0.0135877055240624,0.775890196132145,0.059265607490577,0.0737715761873943,0.0260789027145568,0.119099040902006
"Gide_PD1_49_Pre",0.0174857659380008,0.175993905163956,0.832564303507671,0.0333558941886209,0.308905670728785,0.411300149241782,0.725618844537559,0.127157836322056,0.145967103003245,0.0162522721258387,0.0102115670144594,0.0702241621616817,0.118736952968468,0.255806478684781,0.513091036245865,0.0934293928325966,0.0551849984254157,1.81660886166925,0.156482220201,0.243328608954665,0.177329247666584,0.052048550789777,0.0569164833089235,0.0573705985795209,0.0759714284471217
"Gide_PD1_5_Pre",0.155182304234042,0.175515836226918,0.736988144455268,0.0462005080888804,0.187619704141857,0.695721532121234,0.803118200120898,0.213628069098162,0.313725390073291,0,0.0223144307219292,0.0191653948896283,0.164591541448914,0.224984903364531,0.255875806374541,0.0971843893218638,0.0705053146200896,1.37742087769309,0.169131983500033,0.0485814346242653,0.138430899175377,0.0331579261313143,0.104793947088893,0.0410654782063932,0.0304286768548085
"Gide_PD1_50_Pre",0.0065570004672842,0.201591911547961,0.824979182373813,0.0909604335405636,0.560628582272403,0.704533209709893,0.769293179738761,0.0950611108353599,0.189693471521325,0.0223845562236665,0.0139540050411585,0.118127467121352,0.054216646514192,0.222614219325388,0.386070367821264,0.214318927124328,0.016746740034732,4.45356149681736,0.141459406661575,0.01298080108292,0.267327410832065,0.0717282868146054,0.0771538735509382,0.0204118999257061,0.118105046949957
"Gide_PD1_52_Pre",0.0617733647423016,0.605005596018421,0.836305612874996,0.0203735502032642,0.216736725846418,0.531323920021043,0.677977316194748,0.063016628482949,0.0926698567047612,0.0115117599632631,0.0290536558125702,0.107019181084445,0.0708453551638524,0.167364470403505,0.417101843747875,0.255136519219066,0.0295624786278421,3.01166471352273,0.280568787754377,0.0296785911002757,0.297679524142717,0.0233950527917936,0.0395053247190013,0.0079477262661266,0.12749101511465
"Gide_PD1_53_Pre",0.0723124200966408,8.31783298793934,0.566274633361731,0.133719007249281,0.312914759712422,0.398784626924752,0.306768595199173,0.0481962715696539,0.149109986013662,0,0.184829558554182,0.707649502945109,0.11273946044809,0.0515296762488584,0.118664950695254,0.123962977959652,0.0609923231339515,3.72528394004054,0.16371820199354,0.0158322629386331,1.57958131581028,0.0126208025496403,0.0786884208480544,0.0513866613532983,0.0855371437257997
"Gide_PD1_54_Pre",0.306015249827612,0.624085712573326,0.771533130233682,0.0307148978557929,0.202832719368585,0.33382975735626,0.809011447687017,0.120856627044553,0.221104701742741,0.019291392464149,0.0231937769810298,0.133560329229328,0.146041648111656,0.222247241189458,0.38289035030238,0.135474897912929,0.0279442328918808,2.26953672701584,0.153328305187137,0.00726171186485168,0.209487775321016,0.00762323497236619,0.0766126920029784,0.144696859149382,0.101284769504757
"Gide_PD1_6_Pre",0.00642973678231125,13.95229133971,0.59076048082718,0.0833428941453211,0.0930723611487943,0.264240620105922,0.42277560384312,0.15180386003479,0.222440129682744,0.0503617490267171,0.243776536077549,0.110977203826271,0.0944279818996237,0.0988662568233033,0.313505514434575,0.121310335985364,0.0216844554926351,2.74985595399852,0.123912958044749,0.00414257106113429,0.518188190738565,0.0356301161211276,0.0546060175140325,0.0640878720062426,0.06292927295727
"Gide_PD1_7_Pre",0.0052226129551075,0.248086299525832,0.761316426700379,0.0173073970563784,0.378229826912762,0.24760297721595,0.695415699662402,0.0706434571285117,0.0955353553166862,0.000859061280501033,0.067757665344602,0.283567611357064,0.0405037045046705,0.0893276839627492,0.467656009688815,0.227387250886308,0.0554480596014539,7.99626337649278,0.134619166032239,0.0112581636570334,0.215675156013668,0,0.0534963886988772,0.130832600538025,0.327437702990162
"Gide_PD1_8_Post",0.00223554532560472,0.248355279758952,0.803082000721372,0.0323230980739748,0.442142855885258,0.70718838846938,0.790132026501027,0.320184986609385,0.195299021302786,0,0.0134288003029928,0.0502078596341055,0.0764114376388388,0.106462276387202,0.264011121681088,0.0850669998567288,0.0641243980928628,2.67854907174376,0.196208359667578,0.19609688992637,0.169563475804796,0,0.0695785455130277,0.0441375783937803,0.0999973185891233
"Gide_PD1_8_Pre",0.0149864996392726,0.279930213750061,0.363243046738038,0.0435265348829162,0.172187234144417,0.65521083050036,0.853612612814122,0.418353635905893,0.25576952977517,0,0.0153201394611773,0.0180995706840654,0.087944072003979,0.135527849820204,0.199967207501711,0.0469105902586968,0.0921692884882459,0.65392101829949,0.202890585349592,0.125072596432666,0.0799877652023941,0,0.186513518907956,0.0650460163869005,0.0561822009302311
"Gide_PD1_9_Pre",0,5.3692897642683,0.836389090225623,0.0524504543542849,0.55219706789219,0.665352814597942,0.54945994340673,0.116107780943301,0.182982878886987,0.0404414297548527,0.0629225159241629,0.0363735208934836,0.0975428211702996,0.079481515843289,0.354653220257447,0.130390117778036,0.119496294241196,3.66491092884539,0.172519796628023,0.0867344365604068,0.555374735749118,0.0431433543977342,0.0793398324825969,0,0.0886934207239653
