"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.08","LP.01.10","LP.01.12","LP.01.14","LP.01.15","LP.01.16","LP.01.17","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.23","LP.01.24","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.32","LP.01.34","LP.01.35","LP.01.37","LP.01.38","LP.01.40","LP.01.42","LP.01.43","LP.01.44","LP.01.45","LP.01.46","LP.01.47","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.57","LP.01.58","LP.01.59","LP.01.60","LP.01.61","LP.01.62","LP.01.63","LP.01.64","LP.01.66","LP.01.67","LP.01.68","LP.01.69","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","Test.FFPE.08","Test.FFPE.09","Test.FFPE.10"
"ATF3",-6.79216765890315,-7.08396209550571,-6.91147463639246,-7.04130107836391,-5.87238339695107,-6.62412639915225,-6.47461732594694,-6.57199554474207,-6.61346099081046,-6.25750179321189,-6.17300484803847,-7.29332977696319,-6.936968695108,-5.62716158557771,-5.68260826649868,-6.61679988288396,-7.48070537496417,-6.45555178365627,-7.00563748500197,-6.71014056308537,-6.32997247213937,-5.93336045688626,-6.79843202214612,-6.09230407139731,-6.31627419746953,-5.59853693208054,-6.40028465012412,-6.04858180699142,-6.42548622488814,-6.36173724149753,-6.94733306551362,-6.36526081338004,-6.02855380519253,-6.19906320365905,-5.97136153155944,-6.63575782140837,-6.82396194566569,-6.43301147664643,-7.13510780755963,-6.50338555690105,-5.63083486127984,-6.45356673984769,-6.40766488514556,-6.70259539830147,-7.11814165681532,-5.82148739395502,-7.69592263042814,-6.04336246741664,-6.90724663086408,-6.00674601049143,-5.76968823169194,-6.15944390957453,-7.0031611858549,-6.04907261373871,-7.25668915476701,-5.98349779848111,-6.80787171537522,-6.32624581717502,-6.65229851708357,-5.54468823293374,-6.75063659441567,-6.92473147762985
"ATF4",0.615215832718943,0.894661138977234,0.759769080112881,1.87132208198258,0.763901094338583,0.177675059867346,0.82466554159887,0.773144150593745,1.05399439444295,1.66055722061395,0.0836130041808766,1.50821754912246,1.84869647580972,0.461504296945558,0.598033059311991,1.5013811505463,1.09237893160057,0.937245471765197,0.514913244458592,0.921291637041751,0.606515778008868,1.24289980369747,1.79193887462721,1.22190594402525,1.53509704775508,0.642076224447197,1.48131699323089,1.93821281614768,0.288181792203251,0.912111704624644,0.334014108486133,1.37472798201731,1.29295016638685,0.648045802578339,0.785100772984697,1.76156922906154,0.536490435647919,1.03166511540252,1.64953846196032,1.01122275158537,0.838827985090095,0.573102831897373,0.35975524052281,0.0115878497539214,0.918387026317119,0.877655936830546,1.43575989997984,0.169039447920331,2.10456589706475,0.743054669233247,0.956463661972055,1.10577257611056,2.05057452283423,0.957117764048414,0.88842384014303,0.599050623475973,1.35008542974558,0.0265636634154849,0.928836358508322,0.69456604496026,1.81152235678197,0.977926725179229
"ATF6",4.60456419139842,4.11860270114241,4.55541739761914,5.07576135147568,5.11576883384306,4.78377158155046,4.24388825774853,4.79773540497148,4.8887153658723,5.11146771021262,4.0572968733366,4.79331497549228,4.65709280780843,5.33396615931741,5.13452172727841,4.85982180599273,4.4891824349847,4.76975073806977,4.48604148825351,4.91492410433913,4.63057333944237,5.12819743705074,4.8328908384981,5.22543353641935,5.0768477245032,4.54438238572881,4.58520994611849,5.61208673711431,4.84744697539166,4.79286215696489,4.8049526801808,4.79573751521394,4.61605409666373,4.86691035700608,4.6028862617716,4.55669957229293,4.38642588512023,4.86057478284445,5.11950082692336,4.66540721717103,4.90483134604215,4.77612567130179,4.39928772275623,4.59562779651247,4.5797077982564,5.43110215572524,4.31955246583155,4.36170345617598,4.1100369172417,5.23319187140401,5.27202317589569,4.90439470945953,4.91361233964891,5.1356495307667,4.9882255213398,4.75327363536911,5.10058339416195,4.93936407385585,4.68770165620486,5.43027280507144,4.31676953519353,4.0926361382896
"ATF7",6.16735739760306,6.30236301666945,6.10847324004744,5.92439047948353,6.36891669459563,6.52219115050088,6.15987506423173,6.0248591544238,6.01164565805954,6.04572803482256,6.64282811137998,5.54616411260341,5.87703478625304,6.78445824169525,5.66008065419158,6.22973621206607,5.73628122202663,6.04549942651334,6.10212407962973,6.49161690553934,6.03691186307249,5.70153588704082,6.06503879735048,6.4240908285779,5.75088366377913,5.34788521660066,5.80212920839607,6.11615733270231,6.03073726868867,6.07793304470392,6.05834346823984,5.80415137346628,5.82121802501436,5.76988082131339,5.91573909213182,6.05502003363847,5.82717065407905,6.13068695197649,6.32000697140386,5.944883292087,6.21572613983325,5.81600455234505,6.64520191682168,5.97124704432809,6.10354567181909,6.47454360766371,5.87675615389829,5.91127077107411,5.91867893741306,5.92165832611347,6.28477100969442,5.05125625443455,5.94611309118851,6.25439032957179,6.26209864207109,6.48225536703285,6.0716537603569,5.6583004229067,5.85229819035757,6.26211350885093,6.03665647858648,6.20854346933374
"BACH1",2.66957587542228,2.000390761739,1.78629108296378,3.27726072228579,2.40336755967563,3.07822322754439,2.05026418065943,2.68666219970676,2.42205960732418,2.98077845617905,3.05065587331943,2.96833391039457,2.22541342042145,2.14850440681969,3.173568273012,2.41450332795641,2.75333271946777,2.20842527589328,2.45267153787189,3.69813156583422,3.20022942854928,2.42196141889773,2.694341369534,2.50879296550054,2.79171916516327,3.20497044881727,3.30148845783433,2.68949241381605,3.36666298111132,3.57421331737149,2.61207259384545,2.08173926416637,2.14422879010696,3.34539456241862,1.96395570365407,2.90029128518451,2.44134738544984,2.47188994985321,2.82160431831061,3.3277212444389,3.52153325855968,1.87752430418163,2.21076579565205,3.33782750418097,3.35470186064438,2.99856140640294,1.9980542869032,2.11116976878497,2.66401052866438,2.40488898047762,2.61116799125439,4.03791941867209,3.32222197791046,2.38865052256802,3.04700491319912,3.19985521333364,2.51927042984025,2.59338746179255,2.99540490003878,2.39299778173754,2.41864434455164,2.41349981557709
"BACH2",4.47464134209528,3.86524073909275,4.02987991030344,3.86449556611113,4.16123067259603,3.97965089988914,4.22741717951516,4.40465837557819,3.61599390575476,4.26881963718946,3.95827042493859,4.07400343574539,4.06106975102256,3.42452425539416,3.90830708700009,4.24987829973505,5.00823400424594,4.16417371784246,4.27513855560827,3.47929380665523,4.07129227794473,3.33235873075529,4.14053721931581,4.5166865600854,3.0304878165229,3.56156262288842,3.23165300069275,4.06509487752638,4.6641041959355,4.15286744973292,2.699167825578,3.56071630567464,3.88929614312545,3.2750420140986,3.70862939871413,3.53797566567777,3.85261149453066,4.23092053128898,4.10422098454385,4.05209847171356,3.46165894307184,3.59411772202003,4.5757912664813,3.05840163523947,4.24096600397854,4.64207919975646,4.83556212748143,4.44593793533675,5.81064935993312,2.80355060104482,4.47429916611897,3.42917455140545,4.52401841092911,3.97891982844857,4.62327725887602,4.39932339941817,4.18580833337013,3.60056580949518,3.95606901939754,3.44102378219414,3.65643306176799,4.09581020804767
"BATF",3.81728918825381,3.85385826471688,4.65475105308727,2.92948629625148,3.89664628948591,4.51864288497461,4.4236048909292,5.06346797306057,3.80964584865293,4.98152538910661,4.59411413354664,4.07887891603854,4.18750328972269,3.32448262917956,2.33552127561499,3.66256546756379,5.27814055135024,4.76860553664334,4.3091667938455,3.58673077230315,3.09026417893635,3.26485868555977,4.91623125558057,5.65557896152889,2.99580971789446,2.02105332716152,3.53765229002793,4.14000468760099,5.25861772973238,3.54027380554208,2.59380420335725,3.98894627317771,4.38386205436712,2.48706919845559,4.21662441662099,2.70113814888677,3.55437506443583,4.79375306956119,4.44494768854118,4.19540475638556,2.24523630181317,2.14170877116269,4.91781961717621,3.35429278393053,3.68936631676381,5.16356789513955,4.87664972509426,5.23535171926659,6.85277774331846,2.73430012116135,4.09981676781339,2.87404021779526,3.67257675889514,4.33193971248016,5.21256224985158,3.96405235453982,4.82518537795085,3.13531953837642,4.31602771678119,2.87665683809538,3.2865976090066,3.85129414689071
"BCL11A",2.43047122556321,1.78744297127836,2.60995187605672,2.09680605706136,2.89657497320543,2.57617397274871,2.93178724981094,3.40364686280913,2.42276093245769,3.43258889285295,3.32878454888364,2.44576433913352,2.27659772697338,2.81456386825078,2.11099249292035,2.32939323571066,3.30064374362307,2.66775617605679,2.7524081518588,3.20295213587605,2.32361491023238,2.0751138390067,2.94459563896042,3.43152917399871,1.89291958638526,1.56148811442403,2.0587020693842,2.86901045847832,3.41851979501819,2.5468254377674,2.29302695790308,2.47164012449315,3.02806842556889,1.62312860662976,2.59994155911828,2.14703092639466,2.19769310363909,3.02805316323716,2.46578954312263,2.87243340276459,1.42613974776538,1.6734490041948,3.43759361179743,2.01577904269989,2.28232638844346,3.88259683177502,2.68090440124346,3.2409354932336,5.00302735794044,1.37728002116793,3.25395349002569,2.10969076807385,2.72542395298208,3.21901307959346,3.1806061005324,2.54478620809902,2.9960724368399,1.74461089869588,2.45340349231072,3.15622994704392,1.77422904932538,2.39907684951792
"BCL6",-5.57680863073397,-5.35235281690411,-5.65077218711615,-5.10447882098077,-5.66649955659117,-5.04541285300722,-5.69647148591124,-5.7637128315649,-5.46355311561089,-5.82652601484033,-5.58966106230484,-5.28133435325618,-5.50427402926494,-5.10307645004534,-4.59561019337145,-5.113977256694,-6.37980996581984,-5.79757681206098,-5.91948670524,-5.93383786422672,-4.93526116362097,-5.20904979554152,-5.62096511922695,-5.98369392582603,-5.08818015643379,-3.6260667998187,-4.97747409244972,-5.27925413961445,-5.80343801902684,-5.27379664558736,-4.83041762132343,-5.25605913444177,-5.26737193671527,-3.86163108718329,-5.41032015014063,-5.08207247467092,-5.05123688397882,-5.82797669625195,-5.57089182597971,-5.80713278433559,-4.98602608216348,-5.02054139433808,-5.22334952488996,-5.11997672657797,-4.80803469777504,-6.07222488894667,-6.11919201474334,-5.57231610016846,-6.86509811598601,-3.90456923477745,-5.74956620721219,-5.29609351045622,-5.54003561967347,-5.61340422191057,-6.15540828114688,-5.28165875526287,-6.20224262828463,-4.73531065835613,-5.24503877367644,-4.69907041551872,-5.08055721225692,-5.45567644971265
"BHLHE22",-3.12183864861345,-2.79986060893199,-2.74559485788967,-2.22124781611824,-3.11176073421034,-3.26431829996691,-3.66473441262541,-3.23401670463036,-2.99322241537197,-3.38022583047759,-4.13469255152545,-2.57077957858091,-2.45237506774685,-3.1385917530386,-1.68389831215303,-2.82039267126745,-2.94277964782778,-3.36088303457667,-3.42271549113841,-2.74460365543465,-2.44992714538091,-2.43593161166807,-3.27045638244278,-3.52136638082318,-3.16996382993453,-1.56895017607176,-2.23957465313694,-2.7517082452393,-3.71732883095265,-4.24006638619232,-2.81818745712601,-2.27651035881589,-3.04794352006181,-2.10094730279781,-3.0351513666743,-3.84495630334133,-3.53886362004435,-3.42625490097756,-3.24154246281455,-3.34624409273747,-1.54690043508807,-2.40999091990345,-4.69671355293315,-2.72223815890084,-2.40209891974661,-3.70718783543479,-3.1393569595181,-3.09990044439928,-2.35323906548261,-2.34405327830085,-3.91351249505801,-1.85926014187672,-2.48766244875294,-3.49103425765739,-3.44951945129735,-3.07623695081887,-3.5060488449234,-2.62410810511721,-2.46295469970004,-2.9056453670564,-3.00066270137576,-2.59845514383172
"BHLHE40",-5.15944127007247,-4.63089881238259,-4.68681182499641,-5.29466773665096,-4.62917373145989,-4.93353528183648,-4.57894614155357,-4.83993054443393,-4.79828923556717,-4.44312059389355,-4.98515447537763,-5.13300157225017,-4.85607737020791,-4.80576177031478,-3.67471009035125,-4.73176139413423,-5.55173058576964,-4.86983477920006,-5.21826078372287,-6.17168111459728,-4.42292551629193,-4.36593179582413,-5.1936105183828,-4.55208529979621,-6.01918373448289,-4.16682905069088,-4.66353955353554,-4.67698150621552,-4.892967138935,-5.86522124014108,-4.98994974757701,-4.32186356522044,-4.07565808074391,-5.05156244936133,-4.84840547902908,-6.03973147867064,-5.51729921168738,-4.89462675167925,-4.810502575582,-4.49333196053699,-4.45397452256321,-4.47672175479164,-4.66197167371946,-5.32088493961496,-4.33147021311027,-4.6360925788183,-5.67667652432943,-3.92812804499306,-6.29096933482326,-4.15655259509885,-4.7373564925303,-5.13865286632337,-5.64742271805604,-4.97045855405806,-5.48977228561209,-3.94414669081261,-5.10062876236654,-4.83505128783874,-4.41481675036464,-4.36064948965378,-5.50084573460054,-4.8224877218093
"BPTF",-1.37459625767413,-2.19015241412586,-2.34969824484943,-1.53424136253808,-1.79899531947277,-1.00916175814279,-2.38282979059462,-1.33886213889369,-1.43572477006049,-0.998688798215663,-1.05242873113754,-2.15260978461599,-2.16261240357073,-1.70475508175999,-2.52309491048284,-1.88489017197585,-2.57910471869062,-1.93956145901259,-2.59140236090042,-1.44665344671771,-2.51048729785657,-1.96460132527108,-1.29930416595588,-2.08113275320389,-2.02100828278364,-1.78466509221423,-0.739632683807644,-0.792751230380798,-0.310243469164625,-1.09188245811046,-1.0441832301383,-1.8996327426375,-2.57075153347622,-1.15435986193236,-1.7860346164034,-1.59820178646335,-1.94630395851381,-1.9733463008562,-1.27861997095497,-1.12449708483471,-1.86559414622229,-0.342196724991202,-1.34740933761821,-0.729555486730242,-1.70279279954758,-1.9659241560676,-1.99541190508878,-2.12312031823214,-2.09549756126276,-1.20369936856916,-2.19516025932477,-1.04079483779782,-1.82850117857463,-0.725503350614301,-1.62794905967604,-1.98745592012128,-1.33802762896838,-1.06546400493505,-1.33713199780679,-1.24473814681291,-1.04436391540846,-1.43253126920153
"BRF2",2.41214203769584,2.31897605532123,2.28736394394512,2.27929305438047,2.64141158215174,2.6473654269467,2.46501293446895,2.16277075928682,2.82330380960653,1.99592291548961,2.00966851409744,2.170801241694,2.71933920375747,2.2902801658313,2.4608274659335,2.3295390958304,2.70662112790576,2.38452675912582,2.45764889351922,1.52347660936495,2.50477527576867,2.68847536071616,2.22873971354763,2.55679477833396,1.42960307587979,3.529763357768,2.68393009170751,3.11094901163014,2.17169827943093,1.44904945877994,2.00306062281093,2.67984924897613,3.26055104185383,3.02182980496036,2.00405074752969,1.74412349593944,1.854532788836,2.20561498940994,2.35934881588492,2.52701548541208,3.16075141070185,2.36885141156184,2.36850587310793,2.03661808891324,2.82028224343317,2.33825811842064,2.13341285141275,2.4735505725986,2.26117706049572,1.88930043812613,2.24525850767518,2.51877815387381,2.68190726755014,2.77694989240688,2.32366914682825,2.74437626463531,2.59805238236208,2.66975018909192,2.83484386690939,2.65967642122519,1.97934984493738,2.45929309234794
"CBX2",-5.15282052589713,-4.76601608088668,-4.51203332125622,-5.06228120027401,-5.44676679317238,-6.38796843054402,-4.55293976739188,-5.49281920960319,-6.8322498083691,-5.47110917452196,-5.441559407273,-6.2226018487354,-4.69955205097809,-3.37845691671476,-5.02536989488726,-5.09354685590822,-5.30087935448274,-5.5043778459307,-5.03423112766665,-5.36932183049295,-4.5371891744449,-5.58048727506581,-5.83739554263224,-5.45476539250603,-5.74675718924736,-5.90759729380293,-7.01662347112166,-5.61985842977083,-6.12122507205207,-5.39795528293439,-5.13403469526197,-4.42402700534948,-4.49083164537064,-7.48490753816224,-4.45220154654342,-4.86877955489069,-5.32636556293483,-5.07309075528965,-5.25858869185326,-5.49626283369718,-5.30607737163184,-4.95164536338237,-4.63770825177395,-6.00872893475425,-5.12493554680047,-5.44601466834748,-3.43700738199328,-4.0567323737456,-5.69768637116335,-5.63613957248434,-4.63749313724782,-6.83489499249349,-5.57476570987475,-5.9360076714109,-5.29700503346668,-4.9209608726747,-6.16100288644289,-6.00384038152987,-5.99997932145819,-5.23544461107774,-5.13700509653951,-5.48919283864203
"CDX1",0.280929460314189,0.718396118711541,1.02609156681539,1.40282032784509,0.972365701381474,0.666324193414876,1.12552883464799,0.8864386937835,0.85424296799969,1.30984904603748,0.182657854169881,0.430594150020214,1.0524166779629,0.389460188390971,-0.741201682709656,1.31996270873109,1.57610051178153,1.22922593469542,1.12333751865474,0.0674465978214454,0.213755272487454,0.713731132787248,1.90921615587006,0.839612627988701,0.0770163847558018,0.344084746324806,0.799026153514962,0.848023736721702,0.174036802419144,-0.297021330933195,1.14990271574402,0.627487421428396,1.10561222944438,0.670411990773624,0.815537665526887,1.03024744569481,0.730780142650099,1.01075467225983,1.43109047244662,1.27763675499547,-0.189500070975083,0.765729103889854,0.865823206532189,0.727172836739365,0.940218218103358,0.585913090078325,1.29911017741314,0.525637094778924,0.239638348008365,1.71310167829316,0.75268566858501,0.956542347467145,1.05061317187806,1.31911106422807,-0.207368179083297,0.688498639222059,0.49098775178411,1.21764199706582,0.650475738453453,0.546117277410897,1.81350728417748,0.224429183557705
