"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28"
"E2F7",4.4964671623135,3.89027733374818,4.60427875656174,3.60322006483967,3.78812344330908,4.12358226580445,3.97440992523793,4.38691779610226,4.42875825142769,3.55084607288782,3.98446127629331,4.11469942243385,3.96372188227592,4.53126531819101,4.51067707667352,4.6066783891143,4.27068496747563,4.55025944528815,4.57580766786838,4.0615371687315,4.7837822427154,4.25553668554152,4.33079251888279,4.20472136629957,4.55636622581321,4.356807887396,4.81735647603878,4.76126576900193,4.52173390609306,4.27398172390917,4.53060260452409,4.48319773678307,4.63664247935094,4.299227679263,4.5715831980146,4.29596176115338,4.28169296637844,4.33441215817197,4.07231260692121,3.99321679433066,4.78538293412086,4.20181466405259,4.70819003289838,4.57823221227932,4.49907857707701,4.42913764482228,4.3273960525331,4.3842464958947,4.69673590189866,4.32135353568247,4.3157147921322,4.00297675346684,4.37907794606688,4.23200594062839,4.30832565464862,4.48693727718286,4.27700396878245,4.07541879012211,4.3422184116776,3.8769453991329,4.0740851194108,3.93543929418373,4.30008588749655,4.3570514314949,4.68217657599729,4.65071221166923,4.59824203046355,4.76192620790199,4.4427693121675,4.60779116120568,4.5261115423954,4.32210612144513
"EBF1",7.11205536838262,7.64302196842801,6.85732316102101,5.50645143742879,6.59976828570695,5.1961900359009,6.70636056478811,5.41558749497695,7.29084757130199,6.2499591169389,6.70934630353854,5.48701989451622,5.92980172208908,5.56668133448449,6.77985011060364,7.37148414785461,6.19367948161988,4.98742247130283,7.070006146723,5.9870262858384,7.37391996182297,6.63302476938685,6.59562052282594,6.51074373567614,6.14580967936412,6.13532788856157,5.86515194168014,7.07138139449188,6.63165422139576,6.83717872550076,6.50443201404159,7.63805161266878,6.35636403618577,6.97135203073817,6.86015812164671,6.04330116703347,5.54038940939242,6.91447043457302,5.77667478271756,6.24726435578055,5.55446508848493,6.06838615110209,6.54688752689614,6.80068933620996,7.09164098544784,5.13719901837841,7.0346056162197,6.74967510203888,6.48397119067702,6.07209833502012,5.40731029657684,7.10635960717423,7.42108304398793,7.79339013001258,6.17943861022928,6.72651146821552,6.34350967449421,6.08858700847614,6.03624850852912,7.19194928287025,5.20945486849243,5.48037386818425,6.99895998941884,6.27467037920955,6.83295846153745,6.00405036977507,7.19650445324859,6.92944935334287,6.07270866264571,7.32275179415508,6.94141628310782,5.9762893541867
"EGR1",2.70194296377438,2.64878310274666,2.9903724948947,2.47979514040092,2.65602104016193,2.29099476260389,3.71348582502209,2.75113298761781,2.24781014859753,2.00096922182486,4.1333104623807,2.38508741197836,2.83802934024378,2.13313293436957,2.56981727916477,2.77999861342256,2.94740862472958,3.80067124558128,2.58097813699924,3.41751613816747,3.37247957292443,2.976295623808,3.03870046261534,2.27823233053642,3.71508210433224,2.45666107508031,3.74222246971171,3.10921691013205,2.87274472462571,2.78262695624541,2.10232059775565,3.25266657779402,2.85356512791984,2.95018782760342,2.13009517606512,2.90314484368049,3.05489027292364,2.35740113913835,2.54522698879065,2.68039267195608,3.23084896739854,2.87945640495519,2.94218446592682,2.70070672526448,3.06472596770958,3.23170775953337,3.9841034258715,3.67717215193774,3.53060355129097,4.11537599027412,2.70670887800052,2.10414823093941,3.69045439024193,2.34578959401865,2.3730854596849,3.25605320207993,2.42217603836256,2.20116649495696,3.05770582462121,2.40899076489509,1.67261299479571,2.61197401406305,2.56933275899179,3.16991160820063,3.67287646956895,3.63423895415945,3.65010310077246,3.44260827074801,2.55557775062136,3.81710376654351,2.89658156582171,3.10479819392484
"EGR2",0.206549401133958,-0.238573285036888,0.0915146061667723,-0.102532214402856,0.120302222043214,0.317873838304485,0.514464096684326,0.104877926040919,-0.325916977549614,-0.283075669222088,1.35564949215148,0.0591278974514531,-0.0282993162098281,-0.185455947862244,-0.27794506786725,-0.313185182906235,1.70624107975864,-0.721221815195796,0.335590165624179,0.317567295922333,0.273052979693166,0.658295095748531,-0.83584409368986,0.269195616258366,0.402480082005535,0.176060880052175,-0.40853814146427,-0.189061583017297,-0.12495472103655,0.335904204815683,-0.353267819405338,-0.0182938875411547,0.709592179036293,0.269154516672122,0.399799153259519,0.389956277062112,0.129590987038333,0.096740958416842,0.33669073213921,0.039719340547167,-0.796785882252555,0.181335776503786,1.01946471325439,0.146898670248549,0.104781533412304,0.325486659579184,0.252434419323442,0.560217348993761,0.575302557363695,0.320228518228081,0.302776599164086,0.396672142998458,-0.597056122894659,-0.402064708756334,0.553987283085095,0.146964430681043,0.28848777093291,-0.204414962814972,0.533605704835854,0.0762902502518636,-0.0443493504587101,0.350602181767026,0.273395170266435,0.127949096967679,-0.0227371688093901,0.170993290079239,0.135832323563985,-0.1552120627007,-0.0997939409418869,0.177234387688588,-0.489253408466007,0.512127987692587
"EHF",1.11412260525487,0.309234855190023,0.783722428351843,0.780022325556991,0.364660648038644,1.89860587914842,-0.0756098945644893,0.661832516359739,1.21484596143323,1.21342061074856,1.64420204040072,0.808117560712978,1.33459242630594,1.12421898166478,1.38852070646147,1.03334466073374,0.863061776446413,2.13891394454399,1.19364655387307,1.31247051014592,1.75377525871405,0.437823976537529,-0.64432953387583,1.22829817603995,0.553285560818187,2.30252705129173,0.577862161669754,0.840560074230113,1.09786157683082,2.61169689848323,1.3104020681493,-0.629652069935964,2.30139532357155,0.286202973224212,1.93712226913574,0.811991093130292,0.345710513034265,0.552111445416997,0.855955705772037,0.987649632665554,0.504028894206408,1.7769405291983,0.0209160598787812,1.5002501619373,1.22739180908924,2.18450727119439,0.621236728957876,0.670625592334024,0.721331920118314,1.37086061056666,1.95114535977979,1.3134575325017,-0.0399619787490974,0.371559961666644,2.51817088485319,0.75847750609974,0.723811876144531,1.39185515670143,1.49849811802024,0.504945501354116,2.28411128695678,2.15993221240736,0.356816545778475,2.24036138068171,0.523614423622907,1.21050515125323,-1.27425258868351,0.0490877990157663,0.308431519121604,0.439157301247782,0.753142662798625,2.13904675753346
"ELF1",7.71390023470481,8.22127433280402,7.90009608480803,8.18502583686081,8.00284218137108,7.78092760057076,7.82722596371511,7.61574195591361,7.81766787867255,7.7547755105273,7.49636816685067,7.86721223367494,7.8449020645066,7.78753749036676,7.5690321381727,7.89125844787781,7.85515086535299,7.57550532792551,8.10314781948389,7.78858509756867,8.0524699796247,7.89931025049319,7.53534611323526,7.83244282450907,8.16939446375573,7.55026310160167,7.01083870496148,7.70665366936325,7.62368552751804,8.1547825427941,7.99845882532199,7.90407195347924,7.46428248062107,8.0971228822625,7.80277198755692,8.0270140704013,7.52019120041501,8.17012173495333,8.04459616250854,7.59002745335242,7.85988445598501,7.9012364783988,7.38734879349883,7.95076922481826,7.86162013436563,7.90017242735923,7.93051516141966,7.86460877769607,7.87814871021253,7.91680396257029,7.49306076561891,8.21868163829883,8.05298994621443,8.18993339439039,8.1362777005169,7.96135914096221,7.47233000136221,7.6474356269179,7.60270353593183,8.23129425279534,7.55608565556966,7.65934120506745,8.44891504961073,8.2475939031877,7.51887253088429,7.39061836646203,7.85697817031638,7.73433272546082,7.80910979524187,7.93987215505248,7.52817147596292,8.16681429460959
"ELF3",3.72409325141176,2.99480682313791,4.64356095852042,3.81134190922541,3.45864994353679,5.31318518519924,2.84548462649064,2.9897051597809,4.6102303203498,4.41091085840601,4.11771698630737,4.35015675932761,3.82517809242844,4.79942474142856,4.43637906005336,3.86473755725868,3.76202283413548,4.25413428474771,4.57528514492805,4.09146045175471,5.08581694147357,3.42540879073423,2.12920228791009,4.71941323966445,2.93314339988026,5.45229162862165,3.48397724075655,2.96857812426647,4.08699553288457,4.53275374163767,4.43581668667192,1.80216018163788,4.98785390016304,4.29432067076659,4.953530339972,3.79387793448049,3.35523877360328,3.81788601278393,4.82619741859026,4.53805972349595,3.33222193832915,5.07111277364185,3.51599529483791,4.54118598389043,4.70248480361867,4.47766363668976,3.30060109087091,4.04549342180806,2.95242696430406,4.04623002796075,4.76060341958492,4.7995303634267,2.75898272326033,3.28082928405948,6.5232347574707,3.53742510708932,2.95422160073654,4.51801793821528,4.78641926095332,2.05003621874806,5.81561544118305,5.97618639270242,3.10853919032531,4.88153007203281,3.56422824808189,4.53591593173851,2.08332498031411,2.9725637606029,3.72542802778263,3.39692880976102,3.39545469210297,4.37265775255201
"ELF5",0.737808774772185,0.634608037880753,0.902870269328115,1.17627573518176,1.25850536417571,1.39508026872296,0.673131446499745,1.16761823303294,0.868383010380364,1.41950126566444,0.598349416037865,1.14636974618168,1.25624685499819,0.714260609621032,1.32067294079172,0.844529434500141,0.915337187277743,1.45626334751374,0.88657441075686,0.819493597587548,1.02302582888179,0.729015292227767,0.856313309046489,1.08994682405154,0.830691544938525,1.3418359699932,1.07027415928555,1.13585125948735,1.06661231152391,0.80981264664894,1.20572706901074,0.738495450888925,0.74174600256675,0.893172482386147,1.20952031288085,0.84114158312801,1.15319603533098,0.96099564968274,1.11354006393654,1.23806806025919,0.958631901062505,1.55304645713242,0.7457549428801,1.16055254816734,1.13846425605183,1.02284925063621,0.662421137191059,0.821191251386826,1.24826935230536,1.09052898825182,1.30301201458423,0.720492656111139,0.495787177800692,0.680074804477622,1.38819370503766,0.979197654219965,1.63134612030789,1.62377707763639,0.771686229473326,1.05905033426657,1.69790478114802,1.23075311309673,0.988099371667233,1.09125231170334,0.581773387033404,0.871179976161266,-0.00185705385411257,0.416040734890413,0.970906828962109,0.747816573369348,0.469459143209795,1.4911716574341
"ELK1",4.20845785702522,2.38110202005812,3.97794235807631,2.96055407931566,3.12183670210029,2.82808012694243,3.62903058735751,2.93631471324516,3.04248146855644,2.79516831615134,4.09470981957728,2.35501089919323,2.48136459657704,2.49645702462891,3.8573855666596,2.53695706179797,2.50646043300513,2.51335781017007,3.34452621553903,3.71968750019166,3.82104172497481,3.81594943268294,3.22605916338153,2.91739852435135,3.01096990867153,4.14704686089071,3.03332103897334,2.95991999916858,3.69774402082155,2.68325841443211,2.61271855221791,3.85653897240831,3.53722630867214,2.41920963811222,2.43811291832631,2.89636914261384,1.96503079245763,2.90218088232592,3.58701629518548,2.8421480673868,2.67984464474449,2.86914293900364,3.67129070686735,2.3590272763863,3.30549470074214,3.0213117038942,3.93590869023979,3.30896982739084,2.11390685930002,3.52209476096283,2.64447164551656,2.69610684924824,3.0442973155064,3.7605042430043,2.57899650641522,3.32970147324332,2.92514542512244,2.39239172323468,3.1230177672421,3.11773965170462,1.87796899707528,2.42911396844296,2.85529771790052,3.48983692484247,3.8204426846362,3.87722591316141,3.4167982260362,3.65784930872596,2.89660798226119,3.65929885604752,3.7433459134069,2.74218141331688
"ELK4",5.16148149605125,4.11669977589909,5.45181732994243,4.66774106910643,4.66015661439981,4.97022891995663,5.13685920038529,4.94079686444723,4.60145919029397,4.67498972473485,4.13813713745136,4.50984199448696,4.15975153667336,4.31076802067191,5.42950873455634,4.21025203184897,4.26485181774782,3.7918447344168,4.78697905484234,5.36269926750716,4.9645985159121,5.36991935880658,4.57370682473789,4.94787562330331,4.05608108071918,5.29176203616813,4.48083464072904,4.38007334579086,4.88203410664107,4.76357026246601,4.71753208711885,5.01118595589466,4.72837232096345,4.56873198153138,4.37536577274146,4.64158752416225,4.42746895173615,4.96091986573791,5.21351830110442,4.92353315765354,4.01258446817245,5.0482227927673,5.07263942598978,4.84164570177148,5.03863897080788,4.66897572799149,4.62312691141571,4.88146211273396,4.34298848740045,4.67309580610853,4.49345066902672,5.16127460548584,4.21130188823197,4.87401607002717,4.98430563833771,4.81242681429111,4.60973737453495,4.42897969509407,5.08215419352821,4.11301489317825,4.43498907149844,4.67869246477723,4.75396697804311,4.99129162778976,4.69619127957054,4.91041397430482,4.50350521231959,4.83041829589659,4.63947868557629,4.80292933135984,5.015753920353,4.93255225070915
"EOMES",2.46047295280815,1.91395070909785,1.34261160435786,1.0819882247558,1.64094029287892,1.231049879437,1.6439233560816,0.894007293520274,2.61133886764641,0.969248249399683,0.331941956263562,1.13086859457516,0.956561249143085,0.958335314697505,1.75577702966544,2.23236481510478,0.794420033435749,0.035500609230488,1.867474755173,0.807848209814761,1.53286902136145,1.72707111522945,1.3984078539036,1.79691690625184,1.10851938200561,0.737499631629641,0.836898832629463,1.71244482323845,1.49995455243797,1.38101802411945,1.70506569734565,1.64028399906444,1.43780605971848,1.27485417308867,1.39281993396374,1.53470320781312,0.0793069560361384,1.96847247449539,1.11581381956834,1.62757048903455,0.233036848911541,1.64808262303645,1.69570378631726,1.27969054342174,1.89361246504031,0.398690344934075,1.29679740312703,1.34341433965879,0.713371531692013,0.892942542989719,0.466623790000412,2.49396892725273,1.38590854576756,1.79553931158849,1.66419558205317,1.4528063409722,0.699424587879067,1.49043610038641,1.09440604365532,1.55759175568651,0.901043217558508,0.457335800021641,1.66227242172214,1.53122257993551,1.37525321524897,0.691261609665212,1.22046626687679,1.48928250422675,1.22927056528452,1.25985857948097,2.12216860017604,1.2394991138981
"EPAS1",0.615485744407214,0.11513268153019,0.289712690649332,-0.188915661092602,0.456082819551122,0.23333732804473,1.0339550816884,0.102032340998705,-0.116467873166398,0.176531496740838,1.11820661713281,0.0733854723186788,0.25955509982166,0.591332697737629,0.44538873382324,1.10174142899783,0.475131006744155,0.0605800482885142,0.510113235587758,0.282507600009296,1.6253519445083,0.693599687317823,1.24874714886768,0.0352175086189918,0.985000723602942,0.684204585684479,0.801880982007565,1.20764918937144,0.16283481702845,0.984000589738293,0.200974424064587,1.03229329525333,0.977964450542039,0.978427914333529,0.442746892145454,-0.0850479390151007,1.02742781526434,-0.226778414874152,0.496318335228067,0.0944694362203022,0.497213115541885,0.586842026297175,0.963813424477077,0.820685168574398,0.0708784189677898,0.563083006404818,0.703156088820894,1.01218514718492,0.951209223643622,1.49885596327154,0.890006653655095,0.883301441447189,1.7031869644278,0.0955898392625489,0.20050592612829,0.504085005918879,-0.222467366364274,-0.329844744425412,0.906759576501207,0.277418906755714,-0.447334788766808,0.333384302113908,0.136642814328004,0.0849462667909447,1.61875923878743,2.22040099905179,1.24181617380453,1.14921600399289,0.948023149034163,1.60149738315873,1.54948399170422,0.41703321068383
"ERG",1.59436101904587,2.06897224529619,1.45724818363967,1.58120147475061,2.21844096831669,0.521809611701617,1.60909461534796,0.976609793986247,1.63851358228113,1.55399027549836,1.63357719197708,1.3715874217185,0.964740403510344,0.784020933404336,1.59990726297358,0.996850748279484,1.27601844510342,1.24626381760497,1.55007436956826,0.944217393550015,1.52361167572249,1.31204571598419,1.74547553939252,1.54497494840928,1.63636090266451,1.2391752331705,1.231520580645,1.8814058345674,1.8117015284642,1.39325361548939,1.430744753936,1.9934376445855,1.11709853292646,1.97636907971588,1.75990223295981,1.55557697543378,1.02798772414113,1.13623058000349,1.31490553640751,1.20099785680307,1.04862767312801,1.08937060161901,1.46573460476321,1.18839123869687,1.62298743933229,1.01555229248941,1.54065445597883,0.892756457565229,1.9858725459257,1.66625946060635,0.858738265956278,0.841007701503937,1.37111089925783,1.59274152113981,0.435573407840624,1.20730702539046,1.28521662458736,1.0755723132448,0.933384854994967,0.719909327037918,1.30004871221417,1.24606161971207,1.21303340575164,1.22060332032017,1.55805431171421,1.78754382024035,2.44618320106862,1.73794208531313,1.99651538922599,1.98561018837254,2.08071376588473,0.598262585605328
"ESR1",2.55565095543182,1.55661926341777,3.13184537841469,1.28516390161575,1.90214129240418,1.56373616733498,3.12961573438413,2.12476638580833,2.17539555254309,1.98387862005781,3.30205554414133,1.96278065747635,1.62424819173347,2.34634547692779,1.96218035423092,2.3481266118455,2.26706772668117,2.84309353467196,2.57976942496764,2.43383100590838,2.85652498865139,2.57217121775759,2.53110796413805,2.23289456933094,2.23690660146657,1.79197711546542,2.74798299049853,3.01721051803889,2.71270235059706,3.00541484496769,1.99702148382873,1.7640081376738,2.95686586549507,2.24987993223798,1.9582759066273,1.97673346782888,1.3295477071144,1.78285755133937,1.84509264960168,2.16514216615467,1.60248271822223,1.89385446207874,2.79121813980951,2.80425897963853,2.17781986036159,2.24238483019181,2.43749371154684,3.3583790425418,2.26134025363268,3.349617873689,1.85250536926975,1.95955867699494,2.61585309200149,2.15526161683821,1.97809676062948,2.65830351465018,1.19674728963147,1.20843636264647,3.38909586329088,1.47425141138774,1.45212382866703,2.4757224240881,2.06077862867139,2.24485105312354,2.71955119280228,2.98714468847453,3.32963658544343,2.99463993287583,2.31319640112002,3.39204842940726,3.02954453988936,2.60159825632941
"ESR2",2.03120366835474,1.55808120881153,2.32997211412608,1.48227461119605,1.39622281638676,0.888825592970516,1.59348116146553,1.09056162684304,1.59780193456919,1.21659093669822,0.875800783522497,1.53358172711362,1.21684829545494,1.36328748350715,2.97436537952687,1.08786620715356,1.49026994661593,0.722685995139652,1.72804228136756,1.88289266874684,2.58116846095109,1.52492483582626,2.03111386656831,1.90698889792786,1.49410885243341,2.12658389238408,1.49215725160255,1.75517057923199,1.72108417729245,1.50446643443075,1.82480362660487,0.90655893696435,0.935983544385037,1.04563575236202,1.92596024436914,1.20799745441945,0.286799654425254,1.77354777923582,1.30518962155231,2.17311600153957,0.954275157635764,1.41523032078616,1.02339112127962,0.964895372205258,1.75287348498159,1.26771453149083,1.72889270977949,1.64534064940025,1.69108625588909,2.08170758742491,1.45968773429777,1.36314035168749,1.26365121143422,1.7318208437134,1.65936342833982,1.89014043334261,2.00373128171074,2.42424301482184,2.4028791750189,1.93485148765126,1.77974463336304,1.36225321325446,2.1837662085689,1.72407818667636,1.44926695528689,1.35778780386286,0.982746152179305,1.46705136651642,1.41362212797039,1.77023848455029,0.885199375921289,2.01434444143271
"ESRRA",3.91362608074465,4.14317070932544,3.90653495951912,4.53920952786096,4.39965301492832,5.25959338021056,3.69835540057671,3.84029084643547,4.79458015340938,5.1768576192042,5.59642252256169,4.51330256175657,5.3119785162647,4.81451548163971,4.19764966080406,3.81152117994874,4.53596663364507,4.93097387776353,5.32914135450809,5.32688963684441,5.09859992650189,3.22434962143747,2.10318837464755,4.16067444102854,3.75137418410221,5.43431199256555,2.98379962455603,3.80260808489504,3.78144045952183,5.44358926012679,4.83874238917481,2.70346009123651,4.94693925461444,3.71067398717593,4.28438378151309,4.56147643080955,4.04438179298228,3.69516674414157,4.73283847426694,4.75779545865863,3.84428240341047,5.39773243051015,3.99257554177948,4.71588735590132,5.1552762113322,5.05601184296475,4.39249045958798,4.14760544598257,4.33932397367578,4.4500476886801,4.25954663792782,4.98893767431707,3.19791488772968,3.82175776490564,6.53758307354622,3.40715914534734,3.80867351685953,4.69770978018075,4.85591487479717,3.66194350225146,5.54004818702419,6.10540153345093,3.38776185390353,4.56100248199392,3.70595475267397,4.74517631140699,3.18012511325887,3.39400912128986,4.24945813723913,4.0414522680041,4.73913701694587,4.33335756562989
"ETS1",2.73570884373056,3.36495230190161,2.89650307370901,1.62068849160488,3.27628281128454,1.79502093430387,3.94879694352275,3.18876745909747,2.86274369672829,0.77215200182299,3.85783762329342,2.49206348985874,2.38624456887586,1.25477958335722,3.21295699389796,3.27707940580971,3.46507001826816,2.84868097641143,3.08324319391829,2.49430548474257,2.87629102781947,3.82874385996289,4.19322387412897,3.85908035659481,4.18486176032099,2.91506365493741,4.01403665379883,3.62527628326808,2.99400995033584,2.36789201499647,1.72272722613592,4.91538891319824,3.37719303454953,3.69295742814008,3.57428062061793,3.0765023530718,3.48748029387087,3.29561242038007,2.24343375002025,2.68966999863782,2.59872311405357,2.15267664149353,3.97335177655991,3.85812535255961,4.04348045935183,3.22925546451226,4.54903425063406,4.13426572036563,3.69256381254117,3.88642439194035,2.12241297841159,2.5540570501924,3.63520634363134,2.20609677765529,2.13305016805989,4.36150427025027,3.93959884236174,2.66988784198347,3.6772592284824,3.67881244131986,1.40750276448157,1.79603732881609,3.58449358410598,3.33084240078606,3.43471529455829,2.38140034368051,4.12180075781765,3.63325543970429,2.98757926756663,3.90208794258898,1.54687083651649,3.78822290019996
"ETS2",1.41642120300443,1.55055909255321,1.6452261252014,0.804745721180567,1.29564641927847,0.509135683448268,2.03013483677813,1.48819245037397,1.03341420140565,0.651006340365476,1.35665910757737,0.937408824002788,0.936735726552192,0.730602102443005,1.16221844266222,1.6409054417342,1.11969742853861,1.05273628439468,1.01634778135899,1.41534542957774,0.953926038425896,2.38655597447266,2.12978680586086,1.82984712271218,1.73417602137924,0.827277342000155,1.47616272080342,1.22958564240282,1.34555889477656,1.02267697451773,0.792636649200285,2.41112188186276,0.874357579868187,1.95845752809346,1.11231485575252,1.56235221403751,0.901251907395378,1.56791259515131,0.908198187404405,1.06586682300967,1.58302357394598,1.01185556508143,1.82744898451259,1.22582649626382,1.56059785910726,1.52448067475555,2.06756087605851,1.53943190660092,1.48014016862922,1.99229757456392,1.5708107095465,1.42393624833079,1.44302041719153,0.989109040309307,0.472826567011292,1.62015183546986,1.28353618150808,1.10254818210262,2.11205468122031,1.32065927872497,0.44618339144031,1.05420028198421,1.70719232851159,1.61287783200863,1.65621205284415,1.06636898856317,1.85450272951877,1.41085336913754,1.31845351956547,2.04131097722989,-0.135239028150846,1.44525216450105
"ETV1",4.04165266506827,4.39036213084504,4.76221007670039,3.91725249318556,4.17705031755823,3.97409485023751,4.57188600643857,3.28445034161082,4.64617905741517,4.36778919805999,2.96167151337867,3.63803176577096,4.40058411633265,4.39409864803647,4.72567643335602,4.17624463555573,3.55336648606173,2.66306786068432,4.28960162642547,3.97040014892346,4.21427471631308,4.36894898978293,3.81402702850712,4.35395325597902,3.44830989987363,4.21304020141734,3.60849072673545,3.8061831302855,4.05164976639873,4.41370503018768,4.63821571711289,4.35717981378601,3.9719516905553,3.84547302071844,3.98580677420898,3.94133606829393,3.15703208383052,4.44732970421393,4.04251564721284,4.36332737667025,3.76998896398026,4.82150475335019,3.52283673599107,3.71351624930795,4.11246676557274,3.64251550959282,4.00523384623793,4.05755304259007,3.0744201437652,3.95717531172738,4.23975953712053,4.49213476301413,3.64167693683333,4.7977558398559,3.64504502016003,3.7529972302605,3.64829605796299,3.7213915605995,3.84242503115664,3.67809812198847,4.01245194081288,3.87397033624546,4.21775690800447,4.16637288690612,4.21000455088116,4.04735118244749,4.431379055042,4.20778466999812,4.36158796576882,4.09561163787212,5.30172534257257,3.53601760570883
"ETV4",1.78478497412363,1.92216205438209,1.95497829536354,-0.354832381002277,0.750473442019673,0.634400476887545,2.09911530690741,2.01051067421572,1.91159348951514,-0.152044358260985,2.52717803338146,1.07757863955825,-0.151863317288838,0.222670048760932,1.45677148008365,1.78525037681905,1.87901873949116,0.999261530295094,1.72587320733094,0.678842734049362,1.74802409076473,2.05618467947162,2.20990865441853,1.69101982474083,1.40049822096614,1.36616570932394,2.36817757560921,1.95367062717007,1.78311616409242,1.18879904490066,0.327723409898826,1.41602349671768,2.12611613455339,2.9938852847935,2.272008749701,0.947544565818158,0.560210027208757,1.99549383884244,0.957977225403593,1.60584291430723,1.29220043545913,0.940000750050404,2.72103740165468,1.98080200354454,1.94362041592901,1.14898017878406,2.27240406696151,2.09051188325317,2.14861347355169,2.04822043789891,1.23214440103123,0.926177829625876,2.05818524199745,0.717118353958094,0.370230171524563,1.97387383370679,1.71314255850803,0.691561869791028,1.48917586441483,0.777759274394442,0.384992544732522,0.941549122798897,2.05068650524137,1.64908481493317,1.9001263840251,2.04072938306252,2.67182729852979,2.39746862028911,1.16010489655069,2.5747977091176,0.78120832664498,0.812427851540669
"ETV6",-4.99256574479632,-3.82608096261116,-4.01661443812877,-3.63833746105144,-4.0517502203212,-4.01952991640553,-4.40822507000799,-4.25571077466181,-4.67108966290569,-3.62370789954796,-3.21511249238586,-3.56063489127603,-4.68893599761,-4.34945704428603,-5.22586440238388,-5.08378670687321,-3.92326038160975,-3.63805775296047,-4.60439543578936,-3.16060127499431,-4.61154585877952,-4.66712021664475,-4.72693448256733,-4.96209521199444,-4.00982866643965,-4.71766744555191,-4.1430253472996,-4.46875719622235,-4.16849646808838,-4.03535663753457,-4.45471578846246,-5.03992576313702,-4.42907829613068,-4.35945803403961,-5.24464511426274,-4.36001997616794,-3.65843963924756,-5.27589904231802,-3.71689883937491,-4.23399447155068,-4.37713242462099,-4.49585778515574,-4.24355732581242,-4.77650691951935,-4.87626629013764,-3.2975540960384,-4.0208252944914,-4.85870378588124,-3.88495761890956,-3.79116886960264,-3.8423463138115,-5.11859694511278,-4.42729533147351,-4.02514615405046,-4.57140621049324,-5.09244447855291,-4.39648750751926,-4.05614111487612,-4.37753852451183,-5.20638387624529,-3.35247908907907,-3.4220885931307,-5.44202951329492,-4.82467807073937,-4.37894046235975,-3.07560911994652,-4.41368001790699,-4.18274070732299,-4.40403659620827,-4.38374290156737,-3.62564515005305,-4.79848699197086
"FLI1",-0.278790318993681,-0.0227447935482208,0.288321745620854,0.108022673312379,-0.288383967739544,-0.15358863740652,0.647778905670866,-0.411104298564699,-0.421976866745206,-0.367334246500998,-0.891038025206421,-0.462168442555729,0.0124621360105869,-0.382349936699197,0.143412653984477,-0.872670168718699,-0.928283899359819,-1.40385199356796,-0.562464161898546,-0.283699127838309,-0.431090459123627,0.427195812404475,-0.193712475282638,0.391443219190208,-0.712010659231024,-0.0946928396734077,-1.23016791316195,-1.24876939688748,-0.0899103892337053,-0.604275034092857,-0.444590285777739,0.093774856152059,-0.455940146531792,-0.580939514787237,-0.581442459698769,0.124316940583591,-0.995954587623685,-0.296708156116913,-0.318294663387689,-0.371359566150242,-0.499082701583209,-0.60120971711819,-0.256326996268158,-0.0537582350367688,-0.225917648437385,-0.888358651393223,-0.194739724312366,-1.00918840665313,-1.22090249353346,-0.147236077209756,-0.863865848477957,-0.099440691940516,-1.10338236159369,0.540221819237446,-0.77900341053009,-0.469181037124063,-0.349926262522506,-0.313068093804752,-0.291390863491461,-0.257540874638488,-0.508388127910178,-0.442896194102069,0.299613108200839,-0.304206307070574,-0.907988201415826,-0.408094217541236,0.313764931239297,-0.331309910816954,-0.660750450950529,-0.497716006552467,-0.414700345292349,-0.771940754131193
