"","Pt66_Pre_AD667850.6","Pt94_Pre_AD732850.6","Pt84_Pre_AD486532.5","Pt62_Pre_AD608303.5","Pt72_Pre_AD793922.5","Pt3_Pre_E9024733.3","Pt5_Pre_E9021022.6","Pt9_Pre_E9021024.6","Pt18_Pre_E9024732.6","Pt24_Pre_AD436687.5","Pt27_Pre_AD453873.5","Pt29_Pre_AD497504.5","Pt30_Pre_AD497503.5","Pt31_Pre_AD453872.5","Pt8_Pre_AD153354.6","Pt11_Pre_AD153352.6","Pt28_Pre_AD297619.6","Pt44_Pre_AD467790.6","Patient100","Patient102","Patient105","Patient106","Patient107","Patient108","Patient10","Patient112","Patient116","Patient117","Patient11","Patient121","Patient125","Patient126","Patient127","Patient130","Patient131","Patient132","Patient133","Patient134","Patient135","Patient137","Patient13","Patient140","Patient141","Patient142","Patient143","Patient144","Patient145","Patient146","Patient147","Patient148","Patient149","Patient14","Patient150","Patient154","Patient155","Patient156","Patient158","Patient159","Patient15","Patient162","Patient163","Patient165","Patient166","Patient167","Patient168","Patient169","Patient170","Patient172","Patient173","Patient179","Patient17","Patient181","Patient183","Patient184","Patient185","Patient187","Patient188","Patient18","Patient1","Patient20","Patient21","Patient22","Patient23","Patient24","Patient25","Patient27","Patient30","Patient31","Patient32","Patient33","Patient34","Patient35","Patient36","Patient37","Patient38","Patient40","Patient42","Patient44","Patient45","Patient47","Patient48","Patient4","Patient51","Patient58","Patient61","Patient62","Patient63","Patient67","Patient6","Patient72","Patient73","Patient75","Patient77","Patient78","Patient79","Patient7","Patient82","Patient83","Patient86","Patient87","Patient8","Patient94","Patient96","Patient98","Patient99","Patient9","Patient56","Patient191","Patient189","Patient200","Patient201","Patient203","Patient193","Patient195","Patient196","Patient197","Patient204","Patient205","Patient206"
"Cluster 1",0.0963032507290832,0.0850250595698083,0.252818691213081,0.0615014033508701,0.0154444637098685,0.132791669670945,0.14885434575218,0.116697487069449,0.219949756939828,0.0619574770716156,0.0844691982702242,0.118003054798691,0.125846295688359,0.207083577606822,0.0520043778686796,0.0642681131294811,0.141096245222196,0.0668508119521053,0.0705603549964051,0.189571795239798,0.0690001425627815,0.0645125734479481,0.0458755160245497,0.0448731440011972,0.197773720292006,0.0623634901521214,0.125882469954661,0.0579296277694516,0.185502821804531,0.0792128326819316,0.146262403453043,0.0661690186962136,0.0558795002055644,0.0347641034825329,0.0933711761365282,0.153895771219333,0.130712786087173,0.139778249168508,0.103491746153946,0.123366761107406,0.0440631438914285,0.194663823038971,0.0878896137041322,0.0437770835533365,0.100337565222361,0.143168002059755,0.0665444850171084,0.07495528083546,0.0847674928897924,0.0964417178961686,0.131965769882742,0.0511686927487377,0.114853371259605,0.0612561525766942,0.0385814064259909,0.0294204464333106,0.0817807823207142,0.158484863657019,0.129083337277574,0.0714224538633952,0.280866046342343,0.0414886347515825,0.151132652747133,0.0389517958281073,0.213161501513048,0.102527742569141,0.203805652900488,0.06293041208589,0.0409263744637436,0.315137848809051,0.0819065875585356,0.108920296531605,0.183195992198064,0.0335147488711356,0.0256033781007452,0.133621486766097,0.0689954465657049,0.125475819955262,0.200559731375595,0.0268151915081393,0.0486405508718912,0.136386518727349,0.176807162975472,0.0689380722923227,0.144052928251367,0.205873119398711,0.0591422019013998,0.0786912162578118,0.220167337286198,0.101699851047682,0.225883346400689,0.156626157575901,0.154111492214698,0.185266396852298,0.0394778505510922,0.0573544979459907,0.211646641223092,0.171143919890594,0.103281103833153,0.124100955604444,0.16146186569045,0.300842109725971,0.0809800283461563,0.0897031705739104,0.0469918734353718,0.0431430236791497,0.0489529522181949,0.162629239650241,0.095854991685302,0.249988521289686,0.139306202332143,0.10881401763212,0.0806074788708848,0.0404514066511582,0.0650029134377646,0.167087705441677,0.0875488768078322,0.292850798980264,0.178955646674704,0.26794469973615,0.191535664993982,0.0336887244745372,0.153169633339657,0.153970936455124,0.0645654825823273,0.272265548518713,0.0971498826248927,0.123310265533387,0.0518667570629699,0.0320088941674819,0.0352827896146983,0.0407514728831278,0.0341690612602973,0.268209822435129,0.20164711951141,0.085818038759816,0.0688695834484934,0.0449801418237801,0.0410772919414063
"Cluster 10",0.0953338049648176,0.0756865183299898,0.0902025078984631,0.0871701593828497,0.0848958615703403,0.0645116081901383,0.0436272932005452,0.0517705844842114,0.0483607395903666,0.0546269904331571,0.0527563325050759,0.0416749895939161,0.109193982687473,0.0524266709809591,0.0453146188305264,0.0252057590924525,0.0634346913570617,0.0528859943164267,0.103087464558714,0.182175169134738,0.255418039709154,0.212970002749825,0.226489129970072,0.25462077398263,0.218402078738639,0.198182361787942,0.216067155830409,0.124040303390023,0.214342019427567,0.186822191484655,0.125499658882753,0.151246939357208,0.207023700689809,0.155248414442195,0.192565693650056,0.181376890111991,0.18174145522051,0.188410247581286,0.217374614840613,0.129719671560754,0.234720981291244,0.212594999032721,0.228565248713205,0.166672013893971,0.129497868824054,0.206521502040333,0.176398691477403,0.204631494370376,0.236346124829336,0.214091906689612,0.156548485172346,0.193982825611646,0.221552471415257,0.213516113068212,0.209156728182369,0.204715806844633,0.198453804490599,0.228873961112632,0.235976008311509,0.209857981531597,0.23714752615941,0.206455291451042,0.226908421512308,0.204949310959628,0.202710282614981,0.202911281545146,0.204660071624842,0.190395245938326,0.210175035660921,0.242268877822001,0.148105926508689,0.186668584209152,0.233292132260999,0.148438661403739,0.212926182429749,0.191084309044318,0.243470887285578,0.182570822288365,0.253532939815005,0.153800964505022,0.205524940441013,0.225241790113153,0.229284969609759,0.190909508139552,0.198569820194985,0.235378160008183,0.217929600150954,0.220523177821901,0.240621869085655,0.170100274084498,0.171988652934391,0.215932776111448,0.234550405859061,0.207379069447386,0.242513409508794,0.245797935097609,0.232213300385267,0.187728142534713,0.156610740168922,0.247844336728614,0.236872196684941,0.220094959578403,0.118776464565891,0.243174683421317,0.116167635867583,0.11154461643023,0.25108362285954,0.266743826248196,0.233432868238044,0.223429812691446,0.218297814239067,0.149134435639806,0.167142488556819,0.151720236244895,0.153771767818556,0.226305259125409,0.229670104295493,0.244014590260483,0.177835433457452,0.229774505528,0.228933181680905,0.226733479117605,0.217646853697322,0.149310885796727,0.140457245800869,0.230755231721296,0.160712764129364,0.164859646946059,0.199127121755405,0.186205894361641,0.201235547910477,0.197985140878458,0.209211751250447,0.194992252537585,0.21145494449363,0.224428459885832,0.216666340912323,0.156491018474287,0.179080789139624
"Cluster 11",0.0300574146155227,0.115091463684791,0.0861673187146422,0.0638810738392898,0.0647000753178277,0.0464692710887564,0.0747156550666256,0.0659875300107748,0.153262318129895,0.224261421908452,0.0810536020476242,0.127313803142329,0.0505982110454438,0.0695539569365349,0.0994842589559846,0.0302681741305303,0.0762458514193633,0.0762936416249823,0.0354294447180574,0.14194512872374,0.0665552249036772,0.048494629993829,0.0401319642581641,0.0502708964573276,0.0418382182556269,0.0130718949877904,0.0257143770544182,0.111957721898507,0.053363474187991,0.0278470767907579,0.0713559585914249,0.040183579366452,0.0414958659730017,0.00354250614079923,0.133032507604618,0.0762651491405565,0.0296178190428358,0.0434416360697096,0.0620623372900014,0.0852661744647502,0.0370813140286952,0.0441890757730927,0.0604061372278229,0.0482957335465994,0.0547710083621579,0.0748264388844101,0.100252033320132,0.0686508085668649,0.0220347748326874,0.106647096424904,0.116287078392185,0.0467450406655198,0.0593010003938759,0.0519329226501998,0.0264718626580274,0.0488131817545499,0.0225111666538942,0.0442421453706111,0.0876581722258794,0.0419628462842271,0.0250561016593333,0.0611603488701543,0.0428511303675238,0.0540669075003546,0.0540313606787952,0.0860016199655795,0.0343455685111492,0.120358051992935,0.0879957353364151,0.0223354410564918,0.055221060588212,0.0274403494095548,0.0618982800910796,0.0239865576485726,0.0293225594271345,0.0799871339748667,0.0303192791733092,0.020860951208179,0.0371041558842498,0.0516233480831357,0.0421886689826902,0.0600055183498747,0.00827572637785217,0.0158336011563837,0.0859945415155595,0.0621448013338689,0.0178544954250385,0.0604598686410369,0.0337908668459585,0.100977534211162,0.0543731428397897,0.0586169618352058,0.0847136677212398,0.0749191416194236,0.0666932122618024,0.0533542833119131,0.0189564025198061,0.0795878867724873,0.0495066178679976,0.0173204098872779,0.0625119480188758,0.0469974818754776,0.0462217880265353,0.0293068535644542,0.0501687703095206,0.0500845190076337,0.0634919521579108,0.0323093356385515,0.0625012285875978,0.0396363673683697,0.0408082573292109,0.0123442697579307,0.0256187069964673,0.0222295203353313,0.0507077748395139,0.032271674335329,0.0427821264778771,0.0328211320153101,0.058855443440052,0.121624092188182,0.0684082045317601,0.0234990234462638,0.0628760804296631,0.0453461903923966,0.0847332455142514,0.0188583950901762,0.0597257927805631,0.0477795584829509,0.026529633553756,0.0416297575590651,0.0320391554103651,0.0269028848353531,0.0349823025282078,0.0478701031490623,0.0424947487170162,0.0419011529581491,0.0328042480281619,0.0811429215805006,0.0614055271059284
"Cluster 12",0.0882611268641408,0.0968946587412668,0.102673792720418,0.103748890753911,0.0616831996140203,0.113722012218512,0.0994502340918313,0.104856335793408,0.103427560922858,0.0239966377205878,0.0696464932700571,0.0845063753298915,0.117903868666605,0.0571208109091142,0.0481038958739071,0.0446895973033002,0.13970431143,0.0606554224818231,0.0159165540063362,0.0422836817333967,0.148628453419339,0.0374766218819625,0.110190896556008,0.0905070365166382,0.0813591763050167,0.068216393121584,0.0614148867157726,0.0224074837546792,0.0627070386512787,0.037833802748813,0.0324321132507702,0.039115629805653,0.103356362304131,0.0464256844044957,0.0382027597042233,0.0260571362433499,0.0770245583184166,0.020264384146762,0.044105535871161,0.0203109013372544,0.033730818732366,0.0642797764023102,0.0940061626102112,0.0225022456024318,0.0666280529000766,0.0411128482366898,0.00394866106488722,0.0348140594648962,0.0669828613064623,0.054817774677874,0.0203721737684548,0.0299496378830441,0.0719164089362332,0.0301911799399752,0.0380865586767599,0.0404951472573857,0.0547944981364037,0.0619638261089797,0.0641300127156454,0.0383258910611926,0.0497511953448529,0.0470524108022787,0.0681949483900191,0.0336075507564787,0.0384590040645959,0.0281745732958722,0.0138967851676592,0.0195966566692558,0.0358483856384369,0.261202263402719,0.0356966806572456,0.0525803203205016,0.0467184210261943,0.0673489692205826,0.0219239918736259,0.0412550103807561,0.0326374742996061,0.073775584630826,0.0938391554273327,0.018831608594122,0.106600247643059,0.0961915798424299,0.0749323471670698,0.0210032619662325,0.0327034403099637,0.0366263459054381,0.0144978303684661,0.085150138171321,0.0640816356554601,0.011783107940169,0.0371775646851124,0.0693906918985736,0.0573934474926144,0.0211376844227939,0.0687712506834575,0.0602369213022666,0.0513819951809221,0.0279785980726935,0.0251680440195906,0.0827153711851583,0.103260501729956,0.0196875971882339,0.0170859168747457,0.0189939143760054,0.0546477234865859,0.0428349449284534,0.125629582486252,0.0555594449872825,0.0277102780302406,0.0328722395650579,0.037027105819508,0.0270413434470905,0.0394515531828184,0.0358540012175704,0.0228027283415549,0.0399276892473737,0.0771401950922225,0.0618110654175345,0.0298024210368012,0.0580396979094302,0.0400135137953263,0.038012426502282,0.0675370995383921,0.0335358379868725,0.0435178541690132,0.0407765631251297,0.0286825227123866,0.0661317818670797,0.0315452517601332,0.0210272239777356,0.0548345067377829,0.0314118065218863,0.0426083322570554,0.058943060739302,0.136918825266764,0.140206187037158,0.0834499812634246,0.0402385443298886,0.0415004077335708
"Cluster 13",0.0275739585331572,0.0801299553016714,0.0630501332160808,0.188586333314914,0.0712940468471087,0.0699913948958035,0.0542431308257961,0.022967085431934,0.0223170134018526,0.0129894964652,0.113469705747866,0.03871051984905,0.0612006299768549,0.0575662243683815,0.0528344520103251,0.0550552954582925,0.0376825563826645,0.0285783356351506,0.0418438928745062,0.0184459599811514,0.0678367006605819,0.0869106818669113,0.0150475544236461,0.112753069780449,0.0340149203415798,0.0301669143582967,0.0424768706385775,0.0596376963120679,0.0339428825264351,0.0330358763400379,0.0229695935735934,0.0699151260805235,0.0330006149263496,0.0666256942959498,0.0961081347184984,0.035563787852646,0.0359476932968052,0.0294141801020203,0.0714231663101225,0.00758128821373562,0.0195488950997372,0.0905170315047255,0.0255614444640888,0.0823648567840677,0.029524885481189,0.106068679048665,0.109161222769289,0.0509193870627104,0.0628749577584301,0.0580769430002221,0.0690090649423086,0.0348351850989002,0.0417267725242904,0.0399678205571573,0.0320110727404028,0.0519783137631436,0.00598855771264914,0.0500411546193871,0.0755508947733833,0.022906480207435,0.0139764992408841,0.0368482555379331,0.0631776637708757,0.048875257424661,0.0850716664835099,0.0636286314425097,0.0569588215276811,0.0580157016340505,0.0449788981551331,0.0615164103902288,0.0372485782176,0.0239696721336822,0.0765729662755655,0.0375809718996961,0.0444384668333392,0.0739047504411175,0.0190543678519764,0.0967815992487606,0.0535576774828033,0.0624630586324133,0.0582288762749304,0.0746342411482582,0.0116279922201652,0.0310224669043566,0.0506460724961775,0.0515597958026463,0.0543499567369741,0.0770352187698371,0.0822042810505163,0.0387330528568162,0.0514577345947473,0.0340492703546402,0.121877402489774,0.0464368641051584,0.0840413892229175,0.0589126382051824,0.0207613504663903,0.0596734458251916,0.048632030811711,0.028771795495444,0.0477331725874849,0.0522756835514869,0.0366524177491677,0.0530134836444493,0.0531821205181972,0.058443952773687,0.0258251319990374,0.0296688685130492,0.0416162890349338,0.0557464655446742,0.0353227664895663,0.0555345037201753,0.0536950327506748,0.0263423089396984,0.0588662318498824,0.0622681416769625,0.0285547483264174,0.0884571811473371,0.0217854608910344,0.0514728264717524,0.155569515750797,0.0415466044456768,0.0570404045611359,0.0749063865920677,0.0729011946977342,0.0409725476707157,0.0790538996629811,0.0590183073374651,0.039102236484422,0.10414489334857,0.119291127953562,0.0556757735615666,0.0425928678791704,0.0455423506707302,0.0614914044112542,0.0927660232579882,0.0393024912620883,0.0260648326157597,0.0303175058624431
"Cluster 14",0.127461449955912,0.0409391488266208,0.0734634646447535,0.0835179543244532,0.114736525001979,0.0962848766640203,0.0496301791757392,0.207460647310746,0.0525078463178227,0.146123981285395,0.0345813903893614,0.0610972736268452,0.0878393347911213,0.0542940552906008,0.0776867557859077,0.14003684836707,0.0636080235740799,0.103715237619747,0.0408633229760484,0.060511111086254,0.0663256127040379,0.132197210838397,0.058788805966477,0.066465767579135,0.0477857270088669,0.042512347327348,0.0836352314922641,0.0321294670842012,0.0797245856966223,0.0515220925478857,0.0258425057014787,0.0396247606187602,0.0665256733121774,0.0413487705744432,0.0555673353291792,0.0347422030040538,0.0424418343005812,0.0321714735815579,0.0387353178295943,0.0631358277956867,0.0877077828521941,0.08222309326471,0.163261886714204,0.047240478218086,0.0664778241841531,0.0660351335900421,0.0466226158870311,0.153021852215003,0.0952581348573539,0.0819379082357063,0.021422043098714,0.0684858114294431,0.0433522985291002,0.0462650532062889,0.135875572158686,0.154871055470464,0.116858734882937,0.0675827767609256,0.0478901601375532,0.0527249253981461,0.0543236873162862,0.151369806883914,0.110146999203775,0.0735771814312433,0.170940015826816,0.0454899494027544,0.0885656769141295,0.0475327221819779,0.0776353040913968,0.056176049059135,0.0648447325809191,0.0658872793998919,0.0223490142816887,0.204417104713637,0.0859994322436633,0.0444773686000973,0.0588241509494312,0.0734147727892111,0.0313108890864803,0.0406023470732735,0.0956515380281385,0.0712750006450348,0.162706689478241,0.135613058432422,0.0571010177761701,0.0281315096928532,0.0367856224310822,0.0478255918247265,0.0891722943886984,0.051308435033305,0.0588512473521869,0.0862464315674314,0.0630506574971629,0.0412645379956043,0.0746327293632798,0.0547264794329259,0.0979115310137423,0.0535710952389333,0.0594749278448409,0.0589918519998591,0.0381421515710382,0.0868564070667712,0.0604261828400742,0.0793305714303623,0.0646265436851516,0.0791910992237629,0.0791302699443019,0.0537593718953059,0.0903344853010585,0.0815757396738661,0.0584404732642728,0.0350052849277111,0.0393984185805296,0.0969966703810411,0.0669811677295804,0.0394077126503038,0.0872078415552267,0.079565766418061,0.0369663784316087,0.0326642148468932,0.0703460298394046,0.100528431438922,0.0866140074143107,0.0433765491670536,0.0977006237861877,0.0396714297948751,0.0544462173894048,0.0546776427275474,0.0485039013119442,0.0608326173922091,0.121945551556745,0.0403055986865654,0.0750656299292387,0.0397241328312314,0.106599785961151,0.1453453659384,0.0804560258420322,0.0439578791094241,0.0413792950029852
"Cluster 15",1.07996109428553,1.82753516183126,0.677672446860516,1.64028704403703,0.950839974699413,1.29146068731226,3.37954325001304,3.51360282570096,3.67780587383797,8.96095053292232,3.61953079598328,2.83180584549692,1.0504081136818,2.06258314512739,2.65284193610727,3.73187324133641,1.54493300210907,4.08255589595973,4.02897302908474,1.23979878925291,0.170539074424241,0.972310870847648,0.110665903489355,0.289651686149867,0.696980347084782,0.66785956239169,0.695999327705186,3.88368886886958,0.677468006246645,1.25972946733783,2.12867110440593,1.61381594999799,0.546002160155229,1.27134196089722,2.60155807531073,1.42606434322994,1.18931788818878,1.08297177281451,1.22504624073795,3.24672386458952,0.487810104034032,0.513133223961328,0.21694676778465,1.84338393527641,0.435327489708193,1.10849351085496,2.38883346478021,0.715852583212622,0.279771193978198,1.64088753208577,3.5874675246145,1.82801083794283,0.830681065185883,0.788527699052947,0.832764475955221,1.1915498524642,0.652416675755654,0.781194067795634,1.02734948113334,0.619216206761821,0.690037426381509,0.963878852455912,0.342698554132242,1.70010244235701,0.601145553532649,0.836316252828746,0.566265584521093,1.47627787030266,1.26135397726444,0.136153413320292,2.80221895274134,1.62145784824127,0.918054586692276,1.33792993770663,1.44182056930855,0.82873258589775,0.323954880088509,0.356246900642944,0.247537168185441,1.77426135895238,0.502481236858938,0.439881816955687,0.645111443142915,0.527553810730124,1.53640098303107,0.606210499960571,1.52411116255725,0.682140519093598,0.608822650736712,3.26816909036981,0.940972219564479,0.576424600314637,0.356956274282937,1.91234474847673,0.746591370919977,0.313381240175164,0.46349520356532,1.30982182294858,1.76369313635209,0.242591741583931,0.257873220239583,0.702879942295882,0.860861599529926,0.386862622870704,2.58417203835607,2.57571715643245,0.451277652153037,0.25573949861554,0.539920920821993,0.712176137721707,0.627936391995904,1.25313256887932,1.50674987820843,2.33506824279105,2.76525080431911,0.740445188886155,0.323798996076287,0.251991249125968,1.79734242890809,0.995020578365874,0.599163475918992,0.886400399863194,0.370415691494101,1.42048648237726,3.56443171253983,0.475493245129922,1.53853677709183,1.98399557733397,1.16649626554681,1.72254696848003,0.401452546083709,1.11199067067589,0.9158268302242,0.670057110195208,0.863815296634718,0.320272536870368,0.711837189249448,1.54808960214235,1.83260636816718
"Cluster 16",0.177025184450937,0.0158985758756792,0.0767455828568522,0.0822033985588743,0.0395100048852731,0.0694497255577276,0.0292330545419215,0.0141973307421241,0.0401990093770458,0.0079424957118211,0.067394244400625,0.0296361954394314,0.149855599952542,0.0560436707166565,0.0586906168140333,0.145620784452273,0.0716867323952668,0.0825005908472023,0.135430125077705,0.00055156293817736,0.0124812814746679,0.0249007627049678,0.0486841180307883,0.0082946092966988,0.0742656793254105,0.0534427237099201,0.0250115938046615,0.00927866151220865,0.026884553669927,0.0561370789148136,0.0758341870023768,0.0596616763857793,0.0565849127538745,0.0211888747962986,0,0.0286495486720946,0.0221049687395571,0.0270523749313701,0.0173146736301794,0.121832522289272,0.0483757901746132,0.000331323051685575,0.000189296456066856,0,0.226304475399974,0,0.0032135038762423,0.0658901303696925,0.0195469339180706,0.000711662080320988,0.0329323994396111,0.0216549423496685,0.005503289372263,0.0483906685856127,0.0273136931356191,0.000210499573482726,0.0422433811884157,0.0232523083514328,0.0166719638649695,0.0233848751478757,0.0660914452638951,0.0126215064644337,0.000679405531405465,0.0108816344118256,0,0.0299898013489491,0.070609698372009,0.0396304346577422,0.000118664385343913,0.396970941446861,0.0403530654191714,0.0462966437484445,0.0132188972703643,0.0406384251939242,0.0209371208521488,0.03852511121,0.0220938469460105,0.057793655865746,0.00781858426803425,0.035897290581474,0.007049982138828,0.00058563353418982,0,0.0909602983795677,0.0273745401702279,0.0365820719623269,0.0335850405589549,0.0343750042950167,0.000395957405579651,0.0123748615027756,0.00379147105787799,0.0611652306645497,0.0229452411206453,0.0540789224064178,0.016892214276313,0.0168982324674475,0.0320974947218319,0.0794687662392104,0.0403468634235676,0.00556426591445675,0.0185496704062393,0.0244622065559038,0.050482650224337,0.0147755855120031,0.0105317338152948,0.0328981088719398,0.0425663098850636,6.26912841212285e-05,0.0455757524716588,0.0451009279213385,0.0221811031987613,0.0670763179434198,0.0228093513304322,0.0333302584704216,0.036406930767447,0.0144480902292505,0,0.00146705501873943,0.106596732882928,0.0415358900239443,0.0124314549199867,0.0910971124928554,0.00360591124826764,0.0697252365839552,0.0022277850180476,0.0123326459090555,0.03811899026092,0.0287093567750172,0.0426701120148778,0.00839301956724781,0.0010914249074147,0.0303621079019014,0.0794000428730228,0.00137721755879331,0.000254057321828409,0.000390299384397327,0.0808556031494747,0.006531509629977,0.0442264632117434
"Cluster 17",0.173852959638552,0.0801743455473127,0.0999171651195171,0.13782683537385,0.134129014390013,0.122098101435362,0.0943376228579273,0.0841415045902653,0.0462061356449108,0.059910432039343,0.205510509216125,0.0757639162304617,0.0925481886134731,0.087590410107617,0.0781371275603638,0.146459143274906,0.0838826548871559,0.0545204372805217,0.0373280944173437,0.0589770876918882,0.061333137264388,0.0398826924937455,0.0484343216312641,0.0428351595685993,0.0666665062344221,0.0609023001447785,0.0890061943043723,0.0463498194180002,0.0818982857318752,0.0533992783249393,0.0194359015412837,0.0437892655455305,0.0884779420118659,0.0410196802299061,0.0987132925009803,0.0469609460200253,0.0498204380805674,0.0738329427467931,0.05007961585711,0.0272295010814614,0.0850814658499098,0.076639564614165,0.0589883543658632,0.0705188206573576,0.07303239612298,0.0846400430789201,0.0723806187717139,0.0526114055954183,0.0949696343289514,0.0594436918375484,0.0767141520853793,0.0904430478195068,0.0483786899432468,0.0600987464431379,0.101862421407915,0.07979615210428,0.0513602104871294,0.0817716398228741,0.0447625434777795,0.0446615860259269,0.0539212601364038,0.0594982142332194,0.10025689717669,0.0449997099214555,0.0901961913822213,0.0649218238855516,0.0641819018212203,0.0437247652945248,0.0697790035512819,0.0437495695719964,0.0369698624633509,0.0581947980899825,0.0319365914049825,0.0420483608909847,0.0520186362566339,0.0573626052066771,0.084965824341554,0.068017108662278,0.0499324555794039,0.0637362357933736,0.0822837492454692,0.0902599473443222,0.0561068720846319,0.0908288803461764,0.0759008926903157,0.0400050130488238,0.0367158217442663,0.0514169474506037,0.0618811318739555,0.0658308670267092,0.0537539587415404,0.0444011907722937,0.0739885221740275,0.0480892657260185,0.0471840591206576,0.0470898153181949,0.0544334230361842,0.0447298438863497,0.0441028756840791,0.0706462378503941,0.059436288377327,0.0554876954893541,0.0494145671171365,0.0460622117925533,0.0791432453042241,0.0436209110337772,0.0583475002457048,0.0443554830800878,0.0719947776023169,0.0678170756402656,0.064141057725037,0.0362876073502019,0.0495937925239412,0.0556199392980289,0.0671958334967153,0.0719381510101679,0.0777288541887417,0.0731524056892332,0.0384344360699206,0.035364629790651,0.0757257608835905,0.0642816787908369,0.102167835059336,0.0482788979149512,0.0551994421836578,0.0631723817175363,0.104544828578499,0.0613784732459447,0.0519306459805999,0.0611209249306175,0.111344587004182,0.0672500252066249,0.0537319615827319,0.0503877136398357,0.0688230763132404,0.114469491328593,0.0984065562764497,0.0687421684028599,0.0833519434459176
"Cluster 18",0.226637990312822,0.0344342322407308,0.104111293030451,0,0.204219860272015,0,0.170652317384015,0.113651204470231,0.0287017632075083,0.126512120645091,0.0506857580039063,0.0250605848696706,0.233771314009726,0.207386231548018,0.0372839643715868,0.514777922606626,0.0998910258856393,0.0560782497859297,0.00916510958951116,0.0569927882899969,0.0602700792385424,0.0491944553841115,0.0080173897216713,0.0171625499391905,0.0657800017998529,0.23066775248798,0.212533951174863,0.0944452669100079,0.0522206117852183,0.12122084762332,0,0.0146858389778852,0.0352387458802841,0,0.106523291065111,0.0169195533023052,0.041558932467864,0.2371900129379,0.0331300056170969,0.0712520564355804,0.10392709430785,0.0159427016594892,0.0204200590568569,0.0791084210398638,0.0176019561166545,0.0158407931604436,0.0547246610630202,0.120696691726464,0.0990087395167201,0.101072199149727,0.00817909757812586,0.153849043598946,0.0202834830858515,0.519112340413603,0.343625220477102,0.102223387075426,0.111556768421663,0.000634963679809378,0.0495697297507101,0.0979176528323779,0.11595786851038,0.0727736388004557,0.0847926514284445,0.0138206728053176,0,0.049294929612305,0.0400282786799782,0.353931184990839,0.143317195433026,0.0114567743671255,0.0312135228578054,0.230491206204698,0.179617912920328,0.00778146645813295,0.316302433910901,0.0511056289451263,0.139115766442186,0.00262745746189807,0.0640700648870543,0,0.0281267422087176,0.0408711103194261,0,0.228415147632034,0.0841277574064859,0.0232537157325598,0.0184376764805683,0,0.0864274061897473,0.294319782846288,0.135351114138822,0.110459797028635,0.0612632545586279,0,0.0401064574235715,0.0621355130959077,0.0620068136010498,0.0206688724572341,0,0.174145864792355,0.0426099334166529,0.0601119271819374,0.160415453340514,0.206703129035264,0.184660485530352,0,0.0953453837652931,0.173499614355286,0.129486711715931,0.00342725590943442,0.0395121263185079,0,0.0133317193245415,0.00995970704402968,0.0240579944681124,0.0767392044880146,0.129117970829503,0.0535817422795418,0.0473436189301395,0.0203828176987795,0.0249861341179433,0.111024863457037,0.0362450359946523,0.0087936962652796,0.0779663850011331,0.0315699448312775,0.263291298410725,0.0113137838893159,0.591238874436746,0,0.0596320724633109,0.240866868352105,0.0465698745065736,0.0141906585924388,0.0179900946495464,0.0280581627515932,0.186310993649045,0.110727582270432,0.127769050319691
