"","Gide_PD1_10_Post","Gide_PD1_10_Pre","Gide_PD1_11_Pre","Gide_PD1_12_Pre","Gide_PD1_13_Post","Gide_PD1_13_Pre","Gide_PD1_14_Pre","Gide_PD1_15_Pre","Gide_PD1_16_Pre","Gide_PD1_17_Post","Gide_PD1_17_Pre","Gide_PD1_18_Pre","Gide_PD1_19_Pre","Gide_PD1_2_Pre","Gide_PD1_21_Pre","Gide_PD1_23_Pre","Gide_PD1_25_Post","Gide_PD1_25_Pre","Gide_PD1_27_Pre","Gide_PD1_29_Post","Gide_PD1_29_Pre","Gide_PD1_3_Pre","Gide_PD1_30_Pre","Gide_PD1_34_Pre","Gide_PD1_35_Pre","Gide_PD1_36_Pre","Gide_PD1_38_Pre","Gide_PD1_4_Pre","Gide_PD1_40_Pre","Gide_PD1_41_Post","Gide_PD1_41_Pre","Gide_PD1_42_Pre","Gide_PD1_44_Pre","Gide_PD1_45_Pre","Gide_PD1_46_Pre","Gide_PD1_47_Post","Gide_PD1_47_Pre","Gide_PD1_48_Post","Gide_PD1_48_Pre","Gide_PD1_49_Pre","Gide_PD1_5_Pre","Gide_PD1_50_Pre","Gide_PD1_52_Pre","Gide_PD1_53_Pre","Gide_PD1_54_Pre","Gide_PD1_6_Pre","Gide_PD1_7_Pre","Gide_PD1_8_Post","Gide_PD1_8_Pre","Gide_PD1_9_Pre"
"Cluster 1",0.128587479875216,0.20967026524026,0.0730494532374135,0.225254985252112,0.0877061404375582,0.058649445483537,0.04328899582409,0.0161993521126328,0.157929034809867,0.0317423947609109,0.125317010434495,0.206592394228689,0.0946716799505755,0.097736323563677,0.0444651340954561,0.295853139503935,0.0124172815455511,0.0604798496170105,0.249838290966959,0.138151084836702,0.218245851200143,0.0744633461150695,0.0395295746489574,0.159199661881781,0.0603725200093345,0.0561570590127096,0.0498694592977064,0.0291250386589167,0.228239635302077,0.00499801628280255,0.0934464486075421,0.0374406568823797,0.061050212630412,0.065661560325262,0.076119863859402,0.0921816770199705,0.0903546419066055,0.0916679257271975,0.0790704944229615,0.136646122311391,0.190083603799287,0.114585609896336,0.114568917572903,0.0619210481727496,0.264131245508535,0.0526479968028073,0.0472751484589283,0.0543489108564034,0.0752571747297383,0.0397407579216445
"Cluster 10",0.157151026420744,0.082433111778509,0.102055549206124,0.097560968841964,0.0688084288965486,0.0671707447075292,0.0585055974029456,0.132380814054941,0.11998560992044,0.761780549749306,0.190353889290785,0.0748630924402137,0.0429318499535543,0.167967074098113,0.0900123824762188,0.0921408356426299,0.365275649727601,0.176441840649157,0.103822547035369,0.0926110678151027,0.0615471100857863,0.0542571071524252,0.0895934039288705,0.186719486163621,0.301788693533921,0.0996796405828792,0.380835505527437,0.334206301777604,0.463672514833347,0.514196215017824,0.124017344182285,0.14540039827949,0.264395356586479,0.511909358754052,0.214555770176423,0.416097335035606,0.300273256286156,1.0955475949853,0.490538269515078,0.113660934220287,0.0849268944622897,0.199924601692582,0.219945074815409,0.80373126557168,0.159507667487758,0.250158576850067,0.24221000608568,0.101612778431877,0.0483326420483854,0.240712791473546
"Cluster 11",0.361828067432995,0.391479405097449,0.30025922438189,0.565440562552663,0.481272701138842,0.412853882368053,0.433202367814945,0.310213074779205,0.548242764709548,0.39324772386303,0.545006519242698,0.599894453398499,0.429999271970317,0.525616217438665,0.540801221583189,0.758892861562846,0.3759505193751,0.408881652267827,0.18817736718023,0.436977150465002,0.508722690190285,0.407376438729179,0.32160327366011,0.496476437904605,0.252009382816355,0.524796001319132,0.407642998287639,0.297337628398726,0.556775733014819,0.344502532695765,0.382196354224992,0.419478217332747,0.411332536625825,0.328464266909202,0.470518885319207,0.287536370077767,0.309521461797864,0.369230290090499,0.34164607080544,0.513091036245865,0.255875806374541,0.386070367821264,0.417101843747875,0.118664950695254,0.38289035030238,0.313505514434575,0.467656009688815,0.264011121681088,0.199967207501711,0.354653220257447
"Cluster 12",0.158670918069088,0.0634180141868345,0.0424156296343865,0.0419762376932484,0.0132953796344762,0.0471087244489787,0.0785738832657724,0.00701325258046938,0.0844211540766634,0.248712682865009,0.0519592795379636,0.139521261616994,0.0209828243168899,0.243588633401212,0.0240307094191405,0.312255807869848,0.0250713092846367,0.0731967358137423,0.105893351451641,0.102109201883553,0.0754534199564063,0.046992446672374,0.0695274103780995,0.0812795376768507,0.0310404450990956,0.0894060937964919,0.0276543199831821,0.0962421261225273,0.154645399711158,0.0994932145839203,0.122715266093273,0.0880398401698946,0.0180590805587372,0.165720963637781,0.0530612035222378,0.185226725019679,0.281606080754984,0.0388713769375044,0.0139290388268503,0.0551849984254157,0.0705053146200896,0.016746740034732,0.0295624786278421,0.0609923231339515,0.0279442328918808,0.0216844554926351,0.0554480596014539,0.0641243980928628,0.0921692884882459,0.119496294241196
"Cluster 13",1.48302738965439,1.4150854038205,1.24846560306002,1.03012340106332,0.706916896766853,0.355528134062011,1.1758090863785,0.6947176775272,1.06031283323185,4.16800813679559,2.11072796623525,1.95731885046163,0.97132875876084,3.71888366737636,2.15809493307603,1.52519730559693,2.29351182378888,1.43040753961251,0.261161693766223,0.470037380033122,0.369554408585024,0.727030455034213,2.01263950149222,1.46209143932122,1.83339289119528,1.24333807783853,3.59744912804389,2.67520883191762,4.43567284112086,2.73646044223336,1.13036567728443,0.658066225066371,2.1588534418812,3.1185222516022,1.37972119571341,4.88097319934361,5.75926744784561,4.74508552304255,1.35920031782324,0.946290145058186,0.703924777273949,2.28583327188366,1.56957786431869,1.90541054188317,1.1854107482603,1.4063926134779,4.16185053974147,1.38927319516644,0.355051609614861,1.87680217478468
"Cluster 14",0.103714835347755,0.148294321347394,0.469602604914163,0.123440859033168,0.146028443916805,0.189866963871391,0.372909655390678,0.448062118042024,0.0533462324768686,0.0425329626365294,0.160190972734102,0.0178194075757244,0.169834153133614,0.0519658980263043,0.210256496970537,0.0339836978316285,0.308429061530199,0.0942366443106012,0.0612131711894982,0.116244807174688,0.133721066116825,0.297732695652143,0.0345227970300054,0.0170782728674215,0.323698299649882,0.0218345782637313,0.00994337187741631,0.202165849317881,0.013743509041192,0.0585252153534009,0.061845354845463,0.0680236853164973,0.0741700686680271,0.032992749983132,0.108436084755273,0.0566216906520392,0.0738456346963145,0.00421346306720028,0.0135877055240624,0.243328608954665,0.0485814346242653,0.01298080108292,0.0296785911002757,0.0158322629386331,0.00726171186485168,0.00414257106113429,0.0112581636570334,0.19609688992637,0.125072596432666,0.0867344365604068
"Cluster 15",0.00038766340763081,0.0474428911579069,0,0,0,0,0,0.0589218419189212,0,0,0,0,0.00320653439660944,0,0.0136537817257849,0,0,0,0.268269935495755,0.283396468946239,0.341365414430253,0.0105021774935236,0,0,0.0227029067071752,0.210481068854646,0,0.0138855107867063,0.00044776355430023,0.0456560681626045,0.0229460464797383,0,0.0203209296990649,0.201747245059847,0.136777961624634,0.227409747008,0,0.0402441833554165,0.0260789027145568,0.0573705985795209,0.0410654782063932,0.0204118999257061,0.0079477262661266,0.0513866613532983,0.144696859149382,0.0640878720062426,0.130832600538025,0.0441375783937803,0.0650460163869005,0
"Cluster 2",0.132769021689114,0.0844629296272431,0.102290920385477,0.0961381155028768,0.0807646948046106,0.0776227328479537,0.0623368620773107,0.208453985695342,0.0517277617871545,0.145093353327661,0.104072094770729,0.082811279290368,0.0904409826457655,0.157394928993888,0.118599863533987,0.168579342409395,0.102875771034314,0.119943087687642,0.159332394560008,0.0528708879963545,0.0503177281442302,0.0682996826770778,0.0539358424690006,1.46935392049906,0.963814424689594,0.455854022678135,0.128598250858051,0.342001371591466,1.77893435381937,0.264386504733872,0.151107135937809,0.441771755982415,5.32746152506418,0.586512659273941,0.239509055631722,0.244502279930268,0.236703790630769,1.98456847629302,2.13835083131678,0.0931027360892077,0.0989151334744236,0.10777295829456,0.317029625915496,4.25133127324676,0.323639744777178,7.09803393789377,0.157921982435217,0.130892040030972,0.147625176605619,2.71610614009623
"Cluster 3",0.7538484991582,0.813842413980883,0.611103782698595,0.754102060339503,0.791316070959092,0.59709376257029,0.611562276271781,0.760191397620584,0.787749577250352,0.66923448585583,0.857900805457291,0.829036785636173,0.806587808680383,0.90551658630714,0.893751927237475,0.851566580940104,0.465717875281447,0.825075523877014,0.383291135355367,0.588618700967372,0.273255662602127,0.699177228747282,0.796026504939531,0.948794386128471,0.798327975033869,0.898183450608755,0.716009670096056,0.759971841256899,0.892854520502627,0.663532387853423,0.846099213183838,0.700093680427021,0.773722868274794,0.703626732897693,0.814304431995922,0.801655237819794,0.804530803781725,0.591247578896781,0.829132791750862,0.832564303507671,0.736988144455268,0.824979182373813,0.836305612874996,0.566274633361731,0.771533130233682,0.59076048082718,0.761316426700379,0.803082000721372,0.363243046738038,0.836389090225623
"Cluster 4",0.232028248289581,0.136640241455037,0.106794856248966,0.295961568386095,0.08873680773376,0.100079196026306,0.108241141893737,0.315210328351876,0.324370703783715,0.198205642945855,0.234858928481026,0.251133105545316,0.0596494007310052,0.207958745030382,0.207004268579673,0.272901266929769,0.0707405523141219,0.260274092373792,0.198363114161285,0.18048185904929,0.191459810398778,0.192202595389689,0.29681268803834,0.183851327151246,0.100545132961215,0.163966108012328,0.211632472205402,0.211315743159642,0.178157104861543,0.169468791909675,0.121054313576578,0.283732053882781,0.167162915571452,0.0969688049190012,0.1686522509082,0.110420767635992,0.182678328613251,0.0670683469773612,0.208972108584585,0.165568198073393,0.258359988780476,0.289073976688354,0.191697507672034,0.181708145574558,0.124055963394806,0.12773787679079,0.0883034580907761,0.246503828847785,0.232912455127759,0.253648874449987
