"","Patient100","Patient102","Patient105","Patient106","Patient107","Patient108","Patient10","Patient112","Patient116","Patient117","Patient11","Patient121","Patient125","Patient126","Patient127","Patient130","Patient131","Patient132","Patient133","Patient134","Patient135","Patient137","Patient13","Patient140","Patient141","Patient142","Patient143","Patient144","Patient145","Patient146","Patient147","Patient148","Patient149","Patient14","Patient150","Patient154","Patient155","Patient156","Patient158","Patient159","Patient15","Patient162","Patient163","Patient165","Patient166","Patient167","Patient168","Patient169","Patient170","Patient172","Patient173","Patient179","Patient17","Patient181","Patient183","Patient184","Patient185","Patient187","Patient188","Patient18","Patient1","Patient20","Patient21","Patient22","Patient23","Patient24","Patient25","Patient27","Patient30","Patient31","Patient32","Patient33","Patient34","Patient35","Patient36","Patient37","Patient38","Patient40","Patient42","Patient44","Patient45","Patient47","Patient48","Patient4","Patient51","Patient58","Patient61","Patient62","Patient63","Patient67","Patient6","Patient72","Patient73","Patient75","Patient77","Patient78","Patient79","Patient7","Patient82","Patient83","Patient86","Patient87","Patient8","Patient94","Patient96","Patient98","Patient99","Patient9","Patient56","Patient191","Patient189","Patient200","Patient201","Patient203","Patient193","Patient195","Patient196","Patient197","Patient204","Patient205","Patient206"
"Cluster 19",0,0,0.160360600250619,0.00126332559911561,0.0176534894114272,0.160082583740577,0.0655892722544999,0,0,0,0.00657230509166562,0,0,0.202833959237637,0.00153461362595982,0.0172578844874534,0,0.0070080745857901,0.00518849353413208,0.000248578718389357,0.0997090084026526,0.0112962349698243,0,0.113404724132476,0.0022911985881586,0.0141712136090182,0,0.168296679240968,0,0,0.00555967994342325,0.0608025120281909,0,0,0.00412168245978762,0,0,0.00646961634624062,0.0068669603817253,0.0850360387961258,0.0337551786921925,0.0590985994313167,0,0.000317800424658092,0.00749698546618567,0.0204698544372975,0.047995283877482,0.0633660183574787,0.00724252156190511,0,0,0.189884930252111,0,0,0,0.0134888324056167,0,0,0,0.187705930311288,0.00706686628322557,0.00436775767236382,0.108203083410689,0.159402632391888,0.0106436976373923,0.00466683793606962,0.00219653266707852,0,0.174688138780736,0.252204067108261,0,0,0.0250810849414263,0,0.0757632105062578,0.062102424068561,0.0898215843908653,0.00673731045595482,0.00429999585699174,0.0852377140402651,0.0525563898703313,0,0.0509850979903476,0.0237485028072877,0,0,0,0.0625239109208301,0.00489677575122258,0,0.00866277393259231,0.0630753235181664,0.0468641509128626,0.174034364613044,0.135745290217423,0.0495043150441238,0.0153176220690285,0.00264345149298982,0.0317660191295505,0.020786403064783,0,0.00156777896943168,0.0989991606233092,0.0234381033540711,0.109578878068694,0.0102519264905573,0,0.102345630843324,0,0.0017985105304449,0,0.268265940353195,0.335441154733813,0,0.0955142644113063,0.0128945492206201,0.108632296697495,0.303700243781395,0.000562919343517682,0,0
"Cluster 2",0.530520555466424,0.70066106692417,0.409588573555966,0.930865449568985,0.450276692099702,0.653380204463545,0.812847574749292,0.795701282255534,0.926474810839135,0.96534608305488,0.906039916662596,0.795467960606195,0.440855646638945,0.937457235393457,0.851033557738461,0.936035433915827,0.839085423830609,0.802674669578067,0.899361064626257,0.647514707231474,0.849209335889468,0.644343345807566,0.837306064288539,0.826115891286113,0.507294986603,0.826425876750638,0.858703518674255,0.904361253092082,0.854434300314517,0.852998201538737,0.88441219222509,0.917279303896012,0.801852705312812,0.900770934949521,0.91796342005978,0.859545501793407,0.544257062798927,0.892873609876438,0.889955282947664,0.851008717635301,0.775134835452396,0.929493653346874,0.848225910593923,0.807823977815249,0.835517565271587,0.89835101944228,0.648021977746267,0.885813762825914,0.879464759544191,0.641148177213691,0.877633087929651,0,0.922134416818855,0.848711322200625,0.840405947350155,0.897826736591305,0.88727676691785,0.92691668091834,0.905415079186519,0.888713597003955,0.85779589919599,0.910260015453289,0.802814922725037,0.853519684758297,0.885281789520234,0.751322940405238,0.946830275839029,0.658984834494532,0.854282285141578,0.945118889369875,0.709307151399356,0.899071269375612,0.942655504251777,0.894765857267987,0.888909093378858,0.781496850964121,0.76142699174649,0.850258923546282,0.980561499531225,0.514403882024801,0.890648600631034,0.898769173135761,0.716182448647518,0.909481651242414,0.90850242647838,0.884474741091294,0.913462282009606,0.949370275367309,0.80462400961604,0.42598541064202,0.771409807290212,0.767376684340117,0.874629308522696,0.794586517559016,0.883540927862085,0.962012559626004,0.94367691156885,0.882476187781359,0.819007108205083,0.865874818999457,0.559131831355357,0.521109922681249,0.769938826679838,0.803402112585524,0.87553450068407,0.871204978401321,0.929363187656427,0.938432776042456,0.610611813659775,0.96860188515854,0.869340340678456,0.906609933835259,0.894398822481442,0.872305142732221,0.937597899051943,0.704581067412589,0.807570916468971,0.531444499830417,0.711818470240386,0.933230876669852,0.931270528090606
"Cluster 20",0.0076463851973406,0.0204716253967136,0.0765748838436346,0.0308497258175973,0.0289279092243589,0,0.101273708337185,0.0772642394557784,0.10150697129571,0.0391911175007403,0.100129561493051,0.0412613864098064,0.0017160120087787,0.0154311180056339,0.192823598070138,0.00521648620885505,0.0454581276371461,0.0558381883413999,0.038633330438714,0.0509142243473646,0.0125632306508552,0.0309083370689047,0.0604365461629432,0.0733401703517347,0.0529858688533014,0.0124910577873027,0.0957044995734228,0.0794902240994481,0.0439145244365533,0.0826255532870816,0.170785539225825,0.0339961300844666,0.046273040918386,0.0787397335764916,0.0166168646091456,0.0989715760563125,0.029256421462928,0.111688679389188,0.0562021734383292,0.101985066044461,0.0148997146071956,0.0170780700757189,0.0528314831013303,0.0653046165935022,0.175995000078953,0.00943400836691642,0.176559462266538,0.0151559037524954,0.0378813753952165,0.0736314075591734,0.0319954829502463,0.0178243412677888,0.0166674550065338,0.0346007133918838,0.0032863285511569,0.0329855957886117,0.0333960640955513,0.0494133124176088,0.108555131870641,0.0410213858852721,0.0742578158092799,0.0517662962545558,0.105804659122419,0.159226154017889,0.076760546346266,0.138007470883499,0.103759701754095,0.0282433300396787,0,0.0604091788013794,0.0135537723685018,0.033041958464674,0.0163940039028589,0.0292202650716972,0.09070083624686,0.0729798890380818,0.0134573310531041,0.0487445977135319,0.103700460719103,0.00634632977020362,0.0247601139020594,0.0334055891778114,0.115442786296559,0.0385673048006391,0.0288664611549794,0,0,0.0376174850782392,0.0449068173799471,0.0229199036892501,0.0891362378184803,0.103740568573485,0.0600669517685775,0.0253768081972613,0.00904072152734784,0.0383095961346411,0.0508118390169704,0.114057775770743,0.0834760817338686,0.0827084884044518,0.0329441874939738,0.00791338181572805,0.0800303057954372,0.0523440171688856,0.061691383743745,0.0598194040606273,0.0228530316049789,0.0732452014881565,0.0522714735478914,0.0513042695696472,0.0179639822478356,0.0736013497643069,0.220152135730454,0.034299568715727,0.028630269316059,0.0700144736573904,0.0937118306714442,0.131070291554077,0.0151168264804045,0.0211428659971128,0.0759120368001697
"Cluster 21",0.371455330503647,0.144813239401598,0.0561380957722474,0.266871371680878,0.0574606637470765,0.0760352628878941,0.116553551422353,0.0869264106862799,0.0825493574071008,0.391163117289025,0.184193199937124,0.206003049049338,0.292814119019287,0.32695312765223,0.100655836830922,0.296215212988188,0.338079927850642,0.237839727184524,0.222642398409314,0.126490367219473,0.193226886678672,0.321613039518544,0.194259623481021,0.184131751311959,0.0445959066411147,0.2783584358183,0.463776837779212,0.11429222024385,0.234847789277456,0.127148092130941,0.0714532613531317,0.282689140444709,0.3788958578588,0.232213671336729,0.131968715566222,0.0781049513307737,0.0882539192453478,0.122260032128548,0.296527568143401,0.179246906349887,0.21356102284918,0.276871281622707,0.150373196964087,0.141623053602707,0.039246563615044,0.262145123713981,0.0950214008104102,0.269142320761167,0.103631238226007,0.187401887751477,0.171998566727169,0.0438933088527508,0.348796824455685,0.148451115139274,0.222924347963454,0.155340374935249,0.135612920903,0.173605374644685,0.150788379699655,0.0956540156868617,0.166169983155051,0.350526975487885,0.131749906694024,0.0793833441836842,0.10340210929245,0.0702147241305809,0.184436966368627,0.141753426237624,0.407638220617941,0.185787057639411,0.0982026083072839,0.318816051602421,0.0681185763787395,0.189952718206978,0.0988139603725457,0.161285763003734,0.130003214052657,0.0847705769444198,0.210499445535505,0.321451107120389,0.292218392406801,0.0644661081438914,0.109519417211613,0.126640049678711,0.262936474480926,0.084579701886234,0.404464948274805,0.286120038290545,0.122946754563226,0.0765016229931606,0.134528603598348,0.129328147803955,0.182982612703292,0.289273677884237,0.318429366885019,0.198071421734815,0.315298064841938,0.253361385217297,0.08051387996942,0.0760447190027647,0.244740093080518,0.247162450386161,0.0899974043930692,0.203687245939861,0.149147357198618,0.316753772047067,0.30734129143968,0.0791473979416405,0.138716211499234,0.345367613934162,0.0983605772217142,0.272189978211158,0.0392770119985549,0.128887459748171,0.20181511128292,0.090213038008389,0.087888408551847,0.054400703202677,0.1430466313458,0.230903499931197,0.13227951422626
"Cluster 3",2.6792246373951,0.810085092579015,0.142901035485257,0.620548945664841,0.085168018708057,0.202154844898745,0.486257563107854,0.496658935119928,0.514888990225639,2.60548831190333,0.428521890274456,0.835134511780604,1.41138594231904,1.07050684227861,0.374001437952816,0.804247475383113,1.74872972335057,0.955793672173814,0.759773715579688,0.82474709094718,0.826517572102493,2.20750314847923,0.42818404227248,0.313187100790917,0.163244772047497,1.20228748508306,0.27662723244632,0.682893232760901,1.58643502764174,0.483286708692144,0.203775990990715,1.0961178873409,2.43473084980379,1.22828405975019,0.561382410510875,0.731481675945327,0.635690452454689,0.790854515009109,0.530813356669263,0.519481207079837,0.694088162967725,0.420130895726967,0.601367247690855,0.641471982577455,0.223921808584611,1.1002171236668,0.322125808398184,0.618667456394093,0.353397410732708,1.13280206268953,0.861450736743084,0.0794815134357624,1.85543034711334,1.18671021608701,0.699257853139948,0.802378756348112,1.0584190594524,0.540923830791305,0.356498787162384,0.171375249496864,0.191701145772908,1.23841686802969,0.282125785994419,0.276897668282125,0.456812745480609,0.437651133991221,1.02572237806769,0.400336095554982,1.05777549419646,0.439210604109709,0.434281095735893,2.33171323200527,0.830430382817852,0.41228293713521,0.269886059793559,1.37128137259067,0.526567550859615,0.24905876785325,0.338682737235044,0.863828832399509,1.10723339841297,0.2533898791107,0.18902117430709,0.470146838259922,0.663325949813785,0.352810156826019,1.67918134953747,1.7809364428834,0.333652060859757,0.276210214060206,0.444235615047492,0.457255833419757,0.412645438010636,0.792216994959129,0.971910908853694,1.64727791564779,1.8238334151185,0.500656609514857,0.25182542255101,0.190019697169284,1.23484956975831,0.66873375513918,0.390844065948793,0.624042822679452,0.226073118409693,0.925001769756956,2.33213987463187,0.348113742538679,1.10848462306095,1.2900911310972,1.0175397413532,1.11903000077627,0.319761791147747,0.857220620590135,0.622682797292675,0.427761034033121,0.538594864599919,0.186592756115928,0.54170835743995,1.05691403179089,1.39210138304064
"Cluster 4",0.222513069486031,0.597155549051612,0.303060872538826,0.283802601843227,0.623610877781533,0.491327101460919,0.525308351365695,0.518989428989207,0.547024020819372,0.282261114531301,0.343403888965504,0.404914172080107,0.0524688788790111,0.392805103189801,0.38094583302055,0.216080368212552,0.17489737616294,0.354045288529309,0.109726815299167,0.37175570668425,0.501829781913715,0.155622910965015,0.547687102222416,0.286889210722291,0.634315496422918,0.346573712524392,0.156932015555438,0.615768957443236,0.476562863986167,0.623064491696238,0.556010380679243,0.191799283155472,0.277519606161914,0.349308429275714,0.349550693202256,0.721391886518666,0.181335943975399,0.594392970397562,0.296443964024258,0.395549724277881,0.308404500511561,0.156065844129163,0.554072542994276,0.547287503386365,0.578431915841186,0.33274970429925,0.593809834644008,0.393500378782279,0.469115894650345,0.381693091432417,0.580485508895291,0.0849991433776787,0.26205221234906,0.521541933316893,0.269814552587767,0.289451628178558,0.509726772446153,0.576935532662521,0.579969056690779,0.516683794302261,0.189287655814275,0.307349257677817,0.334485017563927,0.505758540532084,0.510319865017531,0.709284981317581,0.479433117221013,0.173344599617901,0.208909256147489,0.331097625182798,0.596336050522998,0.301464798328283,0.0647136808522099,0.436111316115216,0.624450054630871,0.491537634612321,0.532400474942685,0.464644329638585,0.330062200843361,0.182605457454567,0.281486516189276,0.70062412029306,0.333022658328489,0.665019603480802,0.442807027394136,0.575966649907829,0.0633769766066844,0.42746040869136,0.235445945359666,0.607427240247848,0.364557550417747,0.550430514167131,0.465404863561433,0.180331571859968,0.287250470160304,0.586440236810025,0.412098858905651,0.233400352760753,0.598870825440147,0.662035033334088,0.349738012246169,0.125089610156457,0.632045674303953,0.327705691546275,0.529838525961857,0.341586595060732,0.228712283229509,0.637956416989452,0.287925731466776,0.157723523687354,0.153236501653551,0.338778359169599,0.714912199274054,0.441206648422719,0.338842201866641,0.506838935195272,0.397377109544369,0.359924101134639,0.328032395647619,0.459025677229543,0.63413562962819
"Cluster 5",0.52025460553047,0.882723462750823,0.469998304170135,0.802565397878773,0.329213292063076,0.29714486135315,0.562915546365171,0.527103624238463,0.569277934743593,0.460251687553485,0.43944219734593,0.490598292411102,0.606533809788863,0.919679641177292,0.494792889528605,0.547798159690696,0.403118764123419,0.730195146177848,0.603880418591104,0.540992420450662,0.807505672805326,0.450884137213825,0.493678041766496,0.478792727134426,1.47579167073371,0.577463685856639,0.249148130054381,0.704043002270491,0.919573201423264,0.715984720095477,0.466441600154629,0.482592239050905,1.42007183978727,0.786491995112278,0.465772412564447,0.465827757690394,0.491464419274929,0.534928597787171,0.534040709974601,0.430233439295432,1.58838330346631,0.363883801097476,0.618130437091336,0.510337030238395,0.414214009341304,0.491409788823114,0.492090567292074,1.35250909170961,0.601363584572748,2.59449815904196,0.593618155617234,0.405608174611552,0.648764880655039,0.738060507397282,0.632438003916952,0.891845285064912,0.636849357789008,1.02408485076632,0.504360848825117,1.22614350180685,0.414762202619253,0.708483535833911,0.45738769349239,0.440667076831857,0.47429380506859,0.415379082572354,0.735150446828263,0.608322831534977,0.397923100813746,0.344488519777525,0.46600780232168,1.05293342922945,0.531490829106352,0.304997167879812,0.302838778280276,0.63695291249314,0.368393554739761,0.494965033337137,0.49009091995846,0.748682739931952,0.537249732252147,0.505596110430438,0.368982025086527,0.606600763029129,0.652068605720762,0.631272262802737,1.68312579934095,0.70904291982178,0.506068105816041,0.746344058590257,0.608808336363869,0.414101165422794,0.54750766010221,0.50721005160498,0.472756219823349,0.794720660555482,0.39575769704936,0.463872859590835,1.06737624724222,0.431994826021317,0.511695088025805,0.591368258704937,0.391981640238013,0.729118970750559,0.310175587090283,0.627291676697866,0.679885139599834,0.468959302970733,1.7084786206891,0.639022870154323,1.01858532847684,0.446447725939196,0.476886793899241,0.782595780025501,0.5390332480755,0.602595810810231,0.433701699337134,0.469862803262309,0.695560522853479,0.419996057428568,0.828664205769308
"Cluster 6",0.0305905834190526,0.048049841271385,0.146344864498311,0.0158603900994633,0.0516610744913752,0.10755949527924,0.0398709761785156,0.0393558117895895,0.0297065645393505,0.0047631982109655,0.0456278495084669,0.0231259781220452,0.0862702066084502,0.0108078268901879,0.0805943889831518,0.0260975197868753,0.0697058046390756,0.0400544857567619,0.0692226297304394,0.0465438322237448,0.0201984773393344,0.0880288639751898,0.037509908853158,0.0464896504306919,0.0766815837315133,0.0256526172162014,0.0441857911186748,0.0215983817497601,0.0118192946851169,0.0121395387549005,0.0423342654954743,0.0353097153727614,0.0345136243260623,0.027538056210561,0.0647836875050075,0.0102375918849378,0.0290360651540433,0.0117845433864382,0.0286753130345508,0.0393562360430837,0.0674505294629875,0.0409296416766555,0.0414171969376566,0.0338386819985505,0.0489789476658667,0.0261720947939087,0.0146549148242228,0.0334868930821445,0.0154244776143736,0.0536731660234066,0.0227088792425478,0.241147953183083,0.0200453499102202,0.0427221439466416,0.0802564596026741,0.0288824074949134,0.0138822768115309,0.0151180182900087,0.0344012277475963,0.0597057632373356,0.104722600334749,0.0197354932257779,0.0728630257006265,0.0528470520119747,0.0613205243464305,0.00144150965621123,0.0132490380017001,0.0667598651034955,0.0138076270633551,0.0547993663625857,0.0604009875943221,0.0383691247172141,0.0208105679564247,0.0497266519905761,0.040572390498703,0.052021835072371,0.0634515835783383,0.0680713512552464,0.0355352832436676,0.0577242820416512,0.00910878769277134,0.0567321206996374,0.0866515178051855,0.0241837957673835,0.0100879028988125,0.0256510354921917,0.0680897783391663,0.00360105180963667,0.134537196694135,0.0616318223841238,0.0329378468874069,0.0351843471248213,0.0313112118822432,0.0178649489602749,0.0211633431583629,0.00982203833950525,0.0189215018196665,0.0246704356685649,0.0549664285088471,0.0352717104105974,0.0758333630004984,0.0981579792126203,0.0375089023866628,0.0438940445724162,0.0234115381356206,0.0310744321079826,0.0274145427417039,0.0277051131384549,0.0247571284818001,0.0366161021151992,0.0203382370456322,0.0124885408636156,0.00998174046227965,0.00916938846394998,0.0515834339528859,0.0393511272240958,0.0897353653101061,0.122235277842654,0.0489859193144283,0.0199071323529662,0.0228367149678978
"Cluster 7",0.096463391320775,0.225104559432569,0.41700789198598,0.302167610107804,0.377693397058328,0.411573428768178,0.340097186308663,0.279119578595934,0.314008899436474,0.149010975481836,0.304650891747233,0.244727168919683,0.165429102969475,0.191501185736812,0.286304584699103,0.207815279958122,0.245211154350805,0.241310597208468,0.220880620289843,0.284790255759263,0.316059214236413,0.189261838263804,0.368694038146266,0.295781362504116,0.369334959250491,0.181751949030455,0.153148565168654,0.265248882163971,0.214581498147369,0.287118111374103,0.379765330015493,0.316152403381782,0.19596757297989,0.245412573505466,0.329334743951959,0.304291051667142,0.296632207280793,0.267239226021856,0.319119980393138,0.356276189327509,0.353375046510785,0.318819782548256,0.373468927062262,0.315023148874558,0.360487345887517,0.268071317390705,0.275411477858015,0.327420341275622,0.28857931522992,0.290515175240245,0.276663630990304,0.396816245314191,0.181621036709784,0.262949260276439,0.365730234125177,0.171623596580984,0.320606811433821,0.257344221448735,0.406027956476649,0.321066644938518,0.431056108866479,0.185150913742611,0.293056930025057,0.35047206059497,0.336298394164494,0.289875325282037,0.248619118411362,0.366481947882371,0.298702750295299,0.344439511696698,0.378389613469832,0.180563557048138,0.326234704179185,0.335394413990673,0.408153240086672,0.290152223236662,0.381023151158813,0.388936431731197,0.364756330400577,0.275736251099817,0.182789924936064,0.403547885949885,0.407141390223839,0.291122089537991,0.19276659314193,0.398544042936111,0.0785678142036592,0.112827594545893,0.4049299939825,0.450568478536879,0.377000426441204,0.318570405474177,0.326000538090995,0.218032484407024,0.208502146295109,0.201436375748205,0.184437815795846,0.343239174446824,0.371387309026572,0.397925826354439,0.239686319861921,0.351908190699727,0.340252529879135,0.332398540349321,0.335694738232691,0.20944997070357,0.139108281074099,0.387799389801982,0.213603028971396,0.195026883944084,0.286373524225513,0.264202472710442,0.30455084261795,0.295417817151213,0.290668261324053,0.278834278894623,0.303981429837551,0.328909019827109,0.321149395136925,0.182329366258837,0.263830554587601
"Cluster 8",0.0730486394428726,0.262961141429631,0.0767453027551575,0.0494166812796498,0.00221566098836448,0.113361072395112,0.31136019499805,0.1778634187458,0.139902199862777,0.0747299920460539,0.172810576236927,0.169070043865454,0.108766267922158,0.112818291166761,0.172485891768105,0.103302610333969,0.0981354993537469,0.227137006210268,0.144962675649905,0.275130511795518,0.161762683447126,0.22733425912557,0.0676341170134866,0.175920426372662,0.083146081788925,0.0053455297819108,0.0691587417469855,0.157090998301362,0.0608405432629903,0.0939275198478277,0.143425530074349,0.0666772288465327,0.18869069333351,0.084924595144024,0.232943020132946,0.0719679110623217,0.0755063833957193,0.0116496743206218,0.124080565027951,0.234233606193782,0.127199097133142,0.129606645153773,0.386630232572676,0.0343232311081573,0.179497192244616,0.011878613668065,0.221729777874409,0.135515138129603,0.281680419625059,0.215686408377897,0.0875023921675159,0.37410069825352,0.136680998770047,0.23701691085889,0.229020415699132,0,0.049786318540633,0.230001655158766,0.0905331810661341,0.127783088866588,0.198735180691737,0.0209262360971152,0.0376284476784957,0.124479768594205,0.162164009212246,0.0572038839143776,0.195195573658755,0.263340657226188,0.0624534952187844,0.0637107301893733,0.253544113060439,0.164126864524939,0.22221806517955,0.142994967890489,0.282897523382775,0.301329819083502,0.128468464845948,0.0781539932245361,0.232212670728748,0.186919743138769,0.132092296819031,0.0969082331118135,0.117550001082782,0.319393464402097,0.0926408427756402,0.105851673081885,0.00346199727845103,0.090049393397611,0.0154784190226575,0.198505761773228,0.149381686963212,0.419157701288981,0.177459847184778,0.074841716299057,0.1186163941844,0.131575953152164,0.0889877995288923,0.193235782296307,0.138110731669988,0.250741706944223,0.242057506363971,0.375087786700091,0.291535935684358,0.0310291450055328,0.159977746356277,0.287948313962119,0.0911532965771391,0.304607746653509,0.16522802944141,0.18112326403094,0.203984678847288,0.0118417386343529,0.0798016382232482,0.172978914767687,0.108182920180521,0.362598839952042,0.166558798040673,0.0999873452140777,0.135191378398816,0.0594317825072536,0.190693157512212
"Cluster 9",0.163543654554295,0.0559586436942043,0.0624444848446649,0.0509918614647767,0.556556186906703,0.292006530821242,0.0733101863696185,0.0222301557312244,0.0753890810671063,0.02780037651527,0.139820116710284,0.0374932681803601,0.113652641919193,0.0942195771655323,0,0.0542786591496404,0.0222379898823484,0.0150341589520199,0.123928017443534,0.0899278266624408,0.0818535852870972,0.0218875678966962,0.0109146562437241,0,0.0100052885641646,0.0706315914998185,0.00463051699207735,0.142344555436739,0.0449951352605875,0.0526430692553989,0.0714587765367733,0.0215870471795766,0.0408142651277366,0.109330854509145,0.0655347615015363,0.0100660614107117,0,0.0329198035143852,0.0773493352138619,0.0516202471932643,0.14781972072671,0.0473277284727827,0.0100423655590374,0.107451536828677,0,0.0698198027865201,0.0126366452742697,0.0544947373624124,0.0398951848146861,0.0244011489691508,0.0554220861279387,0.0669118219068561,0.0144559340329816,0.0804864231676682,0.0893898452230049,0.0406124010525715,0.0422300533501552,0.0640245719263915,0.00256113462803088,0.142692355169576,0.0889941620698756,0.0921546421263171,0.106099785806979,0.0103508023397735,0.0225797602476718,0.0475406705692516,0.103425639690818,0.087016016205142,0.128009763457,0.0988719400159758,0.101214025032498,0.0468864030131971,0.0315646462873109,0.0327953458614049,0.0369319120036665,0.0174253826963069,0.0765314980761828,0.154106901975605,0.0348427535829201,0.0361773221444185,0.0156483914706254,0.0142293295468678,0.0614019719161943,0.119682147025438,0.0933909365667058,0,0.120591617547726,0.0223543547938033,0.190100378224797,0.0588973756014295,0.0474963365216363,0.0770450835240843,0.0620961146801261,0.0191686436521225,0.0675223862834102,0.0404543382453057,0.0532654376267622,0.0546277753238018,0.0329481810401764,0.103715074337878,0.0373564847084587,0.10070584602813,0.0948766893668425,0.203724549232209,0,0.0897912890845411,0.0252735725009203,0.063375365824159,0.0435701829415976,0.0505660997724198,0.0164868950466048,0.0361198817763515,0,0.0600974837374056,0.02719169270994,0.0851953575653609,0.0552120481050876,0.0682294384213962,0.0470678459052981,0.0898806928521025,0.0211678471954498
