"","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","CBSX__NSCLC.scRNAseq__B_cells","B_Subgroup_1_Iteration_1","B_Subgroup_3_Iteration_1","B_Subgroup_1_Iteration_2","M0_Subgroup_1_Iteration_1","M1_Subgroup.Similarity_1","M1_Subgroup_2_Iteration_1","M1_Subgroup_1_Iteration_2","Quantiseq_Macrophage_M2","DeconRNASeq_BPRNACan3DProMet_M2","DeconRNASeq_CCLE_TIL10_Macrophages.M2","CBSX__TIL10__Macrophages.M2","M2_Subgroup_1_Iteration_1","M2_Subgroup_2_Iteration_1","Epidish_BPRNACanProMet_Mono","DeconRNASeq_BPRNACanProMet_Mono","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_LM22_Monocytes","CBSX__CCLE.TIL10__Monocytes","MONOCYTES_Subgroup.Similarity_1","Quantiseq_Neutrophil","Epidish_CCLE_TIL10_Neutrophils","DeconRNASeq_TIL10_Neutrophils","Quantiseq_NK_cell","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","Epidish_TIL10_NK.cells","DeconRNASeq_TIL10_NK.cells","CBSX__TIL10__NK.cells","NK_Subgroup_2_Iteration_1","NK.RESTING_Subgroup_1_Iteration_1","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","CBSX__NSCLC.scRNAseq__T_cells_CD4","CBSX__HNSCC__T_cells_CD4","CD4_Subgroup_1_Iteration_2","CD4_Subgroup_2_Iteration_2","CD4.ACTIVATED_Subgroup.Similarity_1","DeconRNASeq_LM22_T.cells.CD4.memory.resting","CD4.RESTING_Subgroup_1_Iteration_1","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD8","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD8","DeconRNASeq_TIL10_T.cells.CD8","CBSX__LM22__T_cells_CD8","CBSX__NSCLC.scRNAseq__T_cells_CD8","CBSX__scRNA.melanoma__T_cells_CD8","CBSX__CCLE.TIL10__T.cells.CD8","CD8_Subgroup.Similarity_1","CD8_Subgroup.Similarity_2","Quantiseq_Myeloid_dendritic_cell","DeconRNASeq_TIL10_Dendritic.cells","CBSX__TIL10__Dendritic.cells","DENDRITIC_Subgroup_1_Iteration_1","DENDRITIC_Subgroup_2_Iteration_1","Epidish_LM22_Dendritic.cells.activated","DeconRNASeq_LM22_Dendritic.cells.activated","DeconRNASeq_CBSX_LM22_Dendritic.cells.resting","DeconRNASeq_BPRNACan3DProMet_cancer","CANCER_Subgroup_2_Iteration_1","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Endothelial.cells","CBSX__scRNA.melanoma__Endothelial_cells","ENDOTHELIAL_Subgroup_1_Iteration_1","CAF_Subgroup_1_Iteration_2"
"LP.01.20",0.999333876778032,0.851686288933875,0.0998093591159825,0.0727003882395728,0.315275143073607,0.0682708416051231,0.0517728734716417,0.0346603926171658,0.392008376760171,0.025185334703201,0.110055275299747,0.054013780691345,0,0,0.022854661707149,0.0065645922637959,0.11274273143148,0,0.215831127341374,0.0752245461151299,0,0.0415764152286949,0.0777851068571121,0,0.112888586200625,0.0386715909488946,0.143334153784371,0.00408263434988916,0,0.0114349010905047,0,0,0.102772373165894,0.000666123221967744,0.0829820919273592,0,0.0222484312511326,0.021147482785885,0.139105749194598,0.172018310449817,0.0181546805593296,0.382269500631802,0,0.102237190253543,0.496060206617962,0.0827257085359989,0,0.0511624777830768,0.0997229540535498,0,0,0.0246649396187,0.00972077108436325,0.0265565423304327,0.00782063900233078,0.0276079340652499,0.0565755840038836,0.0864590386618259,0.089249239458297,0.0721606074914785,0.0125487294310516,0.0627042323629313,0.0126221106459059,0.586000931504943,0.145642568808595,0.0879324674684085,0.0201217112945887,0.0717954674022806,0.546887701264213
"LP.01.22",0.892410982513743,0.920846139432259,0.0929513951848016,0.0679170805082057,0.31510523695727,0.0529878390933591,0.0996382747113196,0.0340602095609886,0.158086341083717,0.0782617964984881,0.148364361998803,0.106164681267634,0,0.129259847863538,0.020403142974302,0,0.046004922202141,0,0.220228507051673,0.0805443000159693,0,0.0221320879819876,0.0272760702612661,0,0.116685629938106,0.0568113642719001,0.120853357507084,0.081896012480515,0.0192417349287111,0.335839993255136,0,0.0177593764708025,0.115465828515605,0.107589017486257,0.152637515900222,0,0.00919365551093701,0.0456902672754331,0,0.206627570277181,0.0667341245960481,0.56303683258351,0,0,0.3532466161744,0.0818737546461306,0,0,0.0623721968777951,0.0447709533043749,0.0791538605677407,0,0.00406097315181034,0.00560271238701827,0.0155345839355168,0.00259372612019997,0.066154576822459,0,0.165535140257077,0.00679420373767794,0.0524875325538299,0.0828369215974672,0.00836030106531546,0.457257632437349,0.284260479292534,0.182664027317503,0.0830545596473506,0.214816512599386,0.101691389287306
"LP.01.24",0.939167234820971,0.838313155724343,0.127714251340879,0.0499873872086263,0.352847196448003,0.128865671534612,0.0954068490462119,0.0216533041693588,0.32936261903357,0.0656803055044652,0.117866842399894,0.0603034162529218,0,0.106053052531635,0.0740696906626076,0.0717039865077665,0.145793357725688,0.00239820400162146,0.205449043476845,0.0736726590218809,0.082867983814851,0.0217913530684913,0.122563579210913,0.0533643188306158,0.225398218203656,0.0510590520365758,0.111565255315807,0.00605491523864452,0,0.0283712248431572,0,0,0.0696550029564161,0,0.0318893450952456,0.00298039191752808,0.0816972546722859,0.0861771301968586,0.0998112618422292,0.28829813463742,0.087986762610952,0.481136745380401,0.00122175196049913,0.183269457172171,0.397257524607768,0.0466695608227124,0.0554541692598797,0.0182336888579802,0.0698738948011817,0.0355191473227479,0.0618755824334277,0,0.00700528367410677,0.0300425774630096,0.045477775190082,0.0129211958647372,0.028226534493237,0,0.0807273086535812,0,0.0369164522967788,0.164240806281854,0.0143119965708668,0.450610306620136,0.0301460343425781,0.106918343077258,0.0406252264784787,0.114835925279653,0.289221780375091
"LP.01.25",0.968358692718883,0.91995229822934,0.0693623239317957,0.0718801289564173,0.371169836228059,0.0732367943475807,0.0651471889176107,0.00873935258078679,0.444906928395086,0.0790687716156917,0.119877044822927,0.0409455830019806,0,0.116235672183887,0.0888998155525698,0.0443666830248048,0.12095772882115,0.00284549563145547,0.182912673873371,0.0910737940871845,0,0.0552569984748057,0.100203916175665,0,0.226844910473467,0.0565858881298689,0.102797845175134,0,0,0.16157491451925,0,0.0655213210863917,0.0698781945995587,0,0.0422549169633085,0,0.052116917716159,0.0327409770294593,0.0119701419927752,0.16348879919359,0.0727743610061144,0.266436804968186,0.0147290680840373,0.277403927909495,0.482439420534058,0.0562665121844408,0.0287958116496611,0,0.0469447796994436,0.0393754114318873,0.0479128635756864,0.0182234712650072,0.0732456183410437,0.0257599248920922,0.0318170107559844,0,0.00742623825523271,0,0.0397318151977137,0,0.0234064874759854,0.120851857875524,0.0258550440941343,0.522630416450189,0.112286594931079,0.0659695960055927,0.00430107352961172,0.108732038075251,0.430762259370752
"LP.01.28",0.949289045735075,0.773695641464951,0.0917802238078861,0.0513699043200201,0.291953855879974,0.0656163850522439,0.0867849527099957,0,0.299657761852615,0.0885807149124046,0.146952894527399,0.140826435492466,0.259309685879589,0.174596204539139,0.116796821622426,0.043156929599409,0.13926401686554,0.0277375666146861,0.280251722318732,0.0820796919533017,0.055506790118686,0.0343978132161695,0.0697624577091824,0.0162049615105151,0.124237884064893,0.0541009213264583,0.128106272453644,0.00883500768111575,0,0.0253415516748097,0,0,0.0784186035235763,0,0.0201838738309407,0,0.0317689814370815,0.0508626800338862,0,0.164842286318645,0.0449349712069875,0.430254413623709,0,0.153770765287593,0.421975982962721,0.0502592540502638,0.0229733876502393,0.00397207516582852,0.0802091022302979,0,0.211536487933696,0.00963825553329124,0.0130310121225131,0.0206017932627456,0.0499440335338656,0.0150125245941735,0.0133641562214866,0,0.0329920912671059,0,0.0506576283516154,0.109411544865177,0.0110022024010313,0.454278011653396,0.0453978803543906,0.111741776088686,0.0278002264761386,0.133778331349275,0.464429810905594
"LP.01.31",0.86300630481266,0.847766068061526,0.0660512746123273,0.0595288141903799,0.299342921428871,0.0513836555405272,0.0856761857793969,0.0132102416866175,0.288931723695464,0.0834325524046213,0.134495631219766,0.0770358548624473,0.0597088697016689,0.195942148622985,0.0595160722468384,0.0183931909793394,0.0651405666222788,0.0124173802817708,0.216956046795196,0.0747114200352678,0.131371578834232,0.0375789380627273,0.0507202308331805,0,0.108775592349871,0.0476955974889016,0.0949933079553515,0.0737952397670196,0,0.453073023089641,0,0.0517375045755038,0.0920667166266437,0.124576314905569,0.179875363049068,0,0.017234935159347,0.0264528990271428,0,0.235621533902865,0.0692651844368074,0.329980730042608,0,0.000859685605865412,0.454866286143053,0.0791273640829485,0,0,0.035478048231256,0.0413713599308297,0,0,0,0.00478907602413714,0.0163356053346612,0.002472628861244,0.0219198439158947,0,0.0895292714683058,0,0.0673944293058489,0.107963997071261,0.0233730868793693,0.532185129208813,0.133652790753673,0.131132049903649,0.0603571019041563,0.167060066318159,0.349625383411163
"LP.01.35",0.70099807913713,0.683110248605114,0.0918202816059552,0.0667751248755821,0.344111397404161,0.0529255907091558,0.0849424109550586,0.0852821046996311,0.559453549589429,0.0814720236003481,0.105649181163492,0.0817652317489502,0,0,0.128007651142693,0.0728947449145089,0.14844331389827,0,0.191647289526425,0.0191053057533105,0,0.026837736335192,0.0676551366058163,0,0.0849558856685811,0.0524688017542501,0.128275757325215,0,0,0.0215617577578853,0,0,0.0595691875909043,0,0.0183151834583611,0.230683547341199,0.0543986273126108,0.0605494926584741,0.246422387450544,0.323318443537529,0.0831000237640315,0.247352436229195,0.00880711486422414,0.301125665663724,0.469605611969608,0.0776475475044387,0.0679620596896911,0.0178603200002185,0.0695782607771629,0.0411183647404783,0.0704673639443422,0.0401842243219215,0.0386089810174182,0.0304848265956784,0.0394200837703752,0.00186164960083847,0,0.0386688460790316,0.070143100601557,0.0122057872056071,0.0214704767327958,0.106790698472336,0.0523501627669231,0.52551248424303,0.0212541345641795,0.0650477806181684,0.00448663097541492,0.0483492288929142,0.404971796102001
"LP.01.40",0.918509232972863,0.61141368729224,0.0412486202178576,0.0639385485024767,0.317280063170381,0.0384646519081808,0.0975104039974191,0.127332105318233,0.331458251212459,0.0027945930895979,0.157775272923745,0.02332563013959,0.0424286554152672,0.0120686739330191,0.0763620038511227,0.0329562953431514,0.0823457987012212,0,0.198114219512767,0.0609691387992824,0,0.0258522477429813,0.0938996089252416,0,0.133475894642845,0.034680796778507,0.129170164252242,0.0593065330780404,0,0.0502524767311629,0,0,0.127156684365068,0.0374974677471332,0.0992182683308009,0.0144085792344528,0.0294965285456498,0.0615823759829089,0.347047754745169,0.283941521924065,0.106096668983358,0.0463602093363183,0.0297126442739575,0.028142489556035,0.42365513187373,0.0869710816240365,0.0295847200455508,0,0.0984547795294556,0.0253668440135161,0.0411160798673322,0,0.026281869841118,0.0268381108378597,0.00874198731732615,0,0,0.160893084217267,0.16337779274611,0.0305777891883675,0.0258539648763472,0.136682864688812,0.0397402715240364,0.476204221475175,0.544078752459593,0.126169820558459,0.00176889994368045,0.0844565819730064,0.439554527411062
"LP.01.42",0.912362512678238,0.817859734082603,0.0948844866645122,0.070212326498551,0.292692209563444,0.0459003963971107,0.0662762567172208,0.0263869470075135,0.452765791263562,0.0183785775565508,0.112547907604415,0.0401521728534123,0,0,0.0528200007704687,0.0251966824990317,0.127496501211299,0,0.236685235823879,0.0526540740793709,0,0.0126333985509614,0.0511873726257829,0,0.0418282465462562,0.0300416654213073,0.135238116864038,0.0241029170624487,0,0.0115332206955973,0,0,0.084571459773987,0.0391417461913224,0.11244104829998,0.0484957411304402,0.0394898980184412,0.0477128123322974,0.177859827471476,0.258691792719856,0.0602329936778484,0.216206878777016,0.0135957296241497,0.106993011488752,0.438061085800294,0.0780079175661371,0,0.0166373759522109,0.0788519717695571,0.0563277488858589,0.00428043844592097,0,0.012269248200296,0.0200227766909134,0.00496972587543087,0,0,0,0.122993497857636,0.0415159759168792,0.0193999887622008,0.0872963550582707,0.0638812139875067,0.552283709177526,0.360355805508425,0.0852696879916168,0,0.0397186002809018,0.509579357804428
"LP.01.46",0.851816773133442,0.759173995648709,0.0626634054981142,0.051954888300803,0.409558268285563,0.0682918461879634,0.0814462007397797,0.00349449368793993,0.242192712647363,0.12759197287247,0.122487504206702,0.182523644910475,0.135522023089546,0.17354780523626,0.0381626439525166,0.0333342820359832,0.111837132594015,0.000226538107893287,0.147681821732835,0.0872048416312566,0.051001481743583,0.0474889038447654,0.0468221509956444,0,0.0621691670553306,0.045194890211546,0.100239027302468,0.00791104382154195,0,0.318213414755131,0.00137225370799162,0.11917980656614,0.0805450842256574,0,0.0514305420031993,0,0.0485459316046869,0.0422704129885427,0.149444834205323,0.248143260836016,0.0990033579635539,0.386714985096727,0.00459025146987981,0.0842555617804199,0.489646728168881,0.0623103907741095,0.120369463387947,0,0.0534982342343339,0.0828985824172273,0.0847484814361055,0,0.0262080356087877,0.0350332726033432,0.0338419226828467,0.0013606433528481,0.00157568309571951,0.134409851605317,0.0909387954824723,0.0408837717103716,0.00712623713960191,0.133918863278263,0,0.460094970969555,0.0482196452121153,0.094477048063328,0,0.0958086795798652,0.349057803847214
"LP.01.58",0.961544286266859,0.895323662441167,0.0732728907985922,0.075904448061219,0.300618084811303,0.062698118101005,0.0983981574066976,0.0346256257360457,0.575241853519647,0.0543447110038036,0.154233736586824,0.0728531772703473,0,0,0.041586079045675,0.0210596007380516,0.0817548989743117,0,0.220694896695374,0.0705511277155867,0.018961563863463,0.03258988548423,0.0900508518392101,0,0.0746236886269464,0.0395194081052812,0.127888585574349,0.0397480375885085,0.00969602635080057,0.118211499092836,0,0.0168728931801749,0.093214034303593,0.0384557137331405,0.11244973319818,0,0.0242068738672621,0.0484822637652813,0.0368698295200018,0.339095900520393,0.0386121187423624,0.133786941515228,0.0246189674655215,0.123238305107734,0.446000241798508,0.0908911762507154,0,0.0121390349676592,0.0521608646669578,0.0274732488418746,0.0678065080388316,0.0044615973578911,0.00705517089778025,0.0179338726814567,0.00442234642695205,0,0,0.0044865700929946,0.0649879145175883,0,0.0468358001196241,0.135033831055792,0.0138112739743601,0.489503957464428,0.200087441908934,0.111730140206135,0.0135889569412571,0.0722104133388821,0.556947291670505
"LP.01.61",0.822786673538496,0.876318726651078,0.055496329336238,0.0565294900082935,0.296896905801382,0.070191228517154,0.0987301769131503,0.0163517660794689,0.394777899218457,0.0263085583373944,0.145604445402784,0.0450745707991497,0,0.0166692175564536,0.0615066537176216,0.0418188121884982,0.130588767257101,0.0355886462900055,0.262286149973629,0.0884596530762,0,0.0284038410645809,0.0406187762533984,0,0.0793635351749289,0.0538482041711903,0.10293849920697,0.0248647872874824,0,0.173093307607559,0,0,0.0854033480822363,0.141624680171499,0.114101795412227,0,0.0253287329886249,0.0639299358405303,0,0.172319743458685,0.0667299176733492,0,0,0.0280948651863075,0.445161923817383,0.0631456746659035,0,0,0.0589634723827519,0.0157625910943528,0,0,0,0.00761452095089057,0.0398815583360374,0.00466497156760494,0.0185844430398544,0,0.156480693068542,0.0242558325750786,0.0369569690180147,0.0972947421510928,0.0087756938155768,0.416064105847835,0.601688406444652,0.127209439147163,0.001314537896926,0.100386821664828,0.379499703780074
"LP.01.66",0.808853431103626,0.854253192554049,0.126006561363998,0.0791487507029989,0.392453899896016,0.0338026771273874,0.063048123768372,0.0964759908933886,0.451163606351978,0.0380880631738377,0.0900906221838607,0.0385676975570655,0,0.0495584893987812,0.158101027548735,0.0556898135535558,0.135000211251696,0.017470968093329,0.176684925638751,0.0111485075398329,0.00679824556569373,0.0229275603322794,0.0443359438334424,0,0.0310536890960374,0.0490301197943428,0.0840078162554739,0,0.0639781852319582,0.115951580011494,0.137380233559246,0.0915317879546902,0.0817511038801384,0.0068143981840465,0.0437415338900305,0.122745549139517,0.0546594517982679,0.0282146979096328,0.06906913165842,0.30846528042482,0.0103223485952004,0.109753016100221,0.0281706600171758,0.198822153748092,0.413067679888234,0.0647137787721309,0.0441156534794813,0.0304378550737945,0.0800355616159588,0.0843824170391256,0.0498514571678825,0.112176316964191,0.116119310839304,0.0538844119958122,0.0426266319942042,0.0225255703174883,0,0,0.0490632054063948,0.0349692626865778,0.0109028085167433,0.101849351673404,0.0725918645316999,0.537515592594688,0.106697322275921,0.0613323516719129,0.00937922228406533,0.053137382922587,0.416281176313458
"LP.01.67",0.887118734940223,0.562501840779112,0.0584766291902416,0.0422252286147411,0.326771631028621,0.0485568614095195,0.0912218974379639,0.0197855336781996,0.414949082850663,0.0653314402955429,0.137375043127423,0.0542240733831118,0,0.0297578864335175,0.0306358231471589,0.029686929299053,0.100003525456398,0,0.209803191425526,0.0894185127881944,0,0.0351927728406711,0.143289211319221,0.0504917079902217,0.213818412352829,0.0529469875188882,0.125008928934802,0.0141010659683186,0,0.212025108640789,0,0.0446858586542833,0.0685159318626638,0,0.085216790375229,0.0793264094852216,0.0592281177231877,0.0600574667942469,0.31877262075593,0.146613367553726,0.0944602484913504,0.422998267781376,0.00705509267234519,0.112312200403023,0.55491612547992,0.0419886097595359,0.0335548555745558,0,0.0331766628908315,0.0106861056898369,0.118725538464958,0,0.0235036592036279,0.0131759734534173,0.0305263803509052,0,0,0,0.0894654102664553,0,0.0540990373871418,0.124607027701642,0.0276356626809884,0.467253336692438,0.00271637902402302,0.110006755848831,0.0535808384761371,0.157436331529523,0.411142323739003
"LP.01.68",0.867504127128747,0.826465127368595,0.0887574507575436,0.0464266677772026,0.355990751774085,0.104152265399081,0.0929523577202462,0.0024946410664902,0.374939744970038,0.0857485358951979,0.139781491305656,0.0460761721521201,0,0.160330379626747,0.142008701436446,0.0880524461227089,0.153970541531006,0.0323383792722898,0.20034040936219,0.0863951390012271,0.195710418753718,0.0607851608132352,0.161714629320323,0.040691096811512,0.275827682038844,0.0470642957731286,0.110185993561617,0.0162819927902254,0,0.161755643325146,0,0.065995546830195,0.0319142146100101,0,0.0251397210128269,0,0.0584036523177781,0.0548255138336996,0,0.224645419333923,0.0704504886302393,0.265122549060246,0,0.221414670784004,0.430388046677548,0.0430207087232159,0.0780260722902712,0,0.0499366582150203,0.0510126313135057,0.133755085833422,0,0.00114032253277399,0.0110943230902009,0.0355077686954259,0.008135254245002,0.0544652903389184,0,0.0142794657342358,0,0.0387608628392718,0.231169870018129,0.0427474406985911,0.458402375427416,0.0236349400956211,0.107450400540802,0.0663978948012331,0.14839393911581,0.274574215240994
"Test.FFPE.01",0.86986965934649,0.738801235436611,0.0452256111319402,0.0494243577393055,0.271737258983396,0.0340468762132832,0.0844852654400886,0,0.439503756523967,0.0796521141294042,0.132889995105242,0.0729959293329825,0,0.00289173198423284,0.0557128996692122,0.0363585035339044,0.109106195060643,0.0536778410934048,0.258079522489737,0.102205152745559,0,0.0345300860376319,0.0919977701445943,0.0196123911062852,0.211994143766614,0.0423014369061655,0.151633546735359,0.029167357641879,0.0266459006485993,0.198274684072767,0,0.0189188699571916,0.0815363856351458,0,0.0966843129161225,0,0.046272001127957,0.0767051520384699,0,0.182516448592439,0.144942833705581,0.242668924228471,0,0.114084625572554,0.478816207095403,0.0620338449084721,0.0333306683347566,0,0.035960984328857,0.00352358754264497,0.115385791213888,0,0,0.00609248614090877,0.0222684416864907,0,0,0.0311654168346843,0.128425049380451,0,0.112922912977102,0.19978401747702,0,0.523404746378014,0.330737460572784,0.113382070384149,0.0224517147388505,0.161238405084045,0.382009555564401
"Test.FFPE.03",0.758293505802143,0.759305880097361,0.0775324184284873,0.0538703178923975,0.456494346923894,0.0770991290561539,0.115417861090769,0.0356266595575689,0.38018103925178,0.0889965859417481,0.114357218343888,0.0911163554194224,0.0952374451868028,0.162656792575531,0.117807047779095,0.084615334868196,0.119268554716231,0.0806274166276486,0.107646211304939,0.0747952312872847,0.0706317654516788,0.0505082011366662,0.0979191498511775,0.0147682137821141,0.115287541495906,0.0438924917458158,0.0814102459784729,0,0,0.213014945067071,0,0.0745763938420984,0.0793941748293832,0,0,0,0.0879765286665451,0.0149387729130405,0.0783221106141846,0.224435085712099,0.0889844920168119,0.249605110809654,0,0.0437186004989504,0.4508375765269,0.0297396087318444,0.108062497786147,0,0.0412587348953699,0.0649518064864715,0.0911063470676733,0,0.00707346591027424,0.0265712077106858,0.0298526235032838,0,0,0,0.0129377569568508,0.0179844970864611,0.0250130463590323,0.0947254074741497,0.0465944232007615,0.458199366604198,0,0.0778372291669614,0.0751244860658147,0.104611170323838,0.234090210996147
"Test.FFPE.04",0.912169093767998,0.736526705854034,0.0919288817103703,0.0589847923394438,0.309713771858011,0.0279158285492488,0.0835613471354333,0,0.429717760600238,0.0817876398137566,0.139262421249848,0.11124822775889,0,0.0323389519306811,0.0825252301287295,0.0523632086472328,0.108490287206198,0.0128417283816019,0.230559611270733,0.0794172638339669,0,0.0632771563367111,0.119721463097659,0.00184105662503146,0.198231131345029,0.053789435598014,0.146160738917602,0.0271453564282707,0.108885430876727,0.201092312670676,0,0.0612636161030842,0.0574879472351824,0,0.076954916288474,0,0.0369965679953738,0.0527675721609529,0,0.225273719066835,0.083840313387887,0.306681502704713,0.0182539499908501,0.198876445512137,0.435532011323644,0.0700315169506912,0.0507462726950058,0,0.0394580235781063,0.0540113359738629,0.256528863826123,0,0.0224890190849503,0.0131888371425858,0.0293866315891556,0.00852710918431037,0.0220983112593153,0,0.0695798741892271,0.0276342707713586,0.048423422842338,0.140718777298598,0.00791818909318068,0.496789715274255,0.0209268595329615,0.10554168070853,0.0291989420625695,0.186145367993022,0.41955797141588
"Test.FFPE.05",0.872950160196432,0.843984337379949,0.105508964268038,0.0777201987914028,0.348195252134088,0.0272512774763607,0.0823357696697032,0.0746073979695279,0.568235704804759,0.0600880268751108,0.13112331987381,0,0,0,0.0717626960108401,0.058842006227754,0.10906170314697,0,0.18799972739264,0.0525570409417607,0,0.0280278776871216,0.0764408028154598,0,0.122469691611396,0.0532334987431653,0.0632971484755163,0.00280447530580242,0.0489877737972077,0.158739366404479,0.0609944400396383,0.100927197805205,0.0773658357189735,0.0012761268245137,0.10356146360319,0.0621753296495396,0.0479931918427803,0.042399418494157,0.081066221769043,0.240436338223102,0.0696551921416409,0.0471948031120588,0.0424094632431838,0.181402037226635,0.3931129684362,0.0667275435015141,0.0635983833295147,0.049946976819442,0.0605486003666964,0.0764503019034175,0.0749494408510081,0.0588216875768594,0.0466065675562261,0.0619124413811766,0.0347060374866142,0,0,0.0383470744290397,0.0960634291907536,0.0316806671015783,0.0252869030505916,0.157785395787117,0,0.510549423847134,0.00539634577206569,0.0803709386995511,0.0226638003247752,0.0604822414870936,0.439334915047579
"Test.FFPE.06",0.729954371131834,0.670129785620312,0.0431773942626094,0.0531987663953984,0.267559253083378,0.0203172031622569,0.0682598291735512,0.0225880057852171,0.507867010742791,0.0429412525091034,0.119999627534248,0.061222344641507,0,0.0211297109025494,0.0777707451562881,0.0338438316095531,0.113509618348577,0.0090691141496947,0.279723968510443,0.0824762065931498,0,0.0331693917445843,0.113841614432524,0.0284289437835683,0.200995587788562,0.0399854770653527,0.116577273776329,0.0308100861974644,0,0.19007640025342,0,0.0122805376040183,0.0921605599326072,0.260976514718471,0.11739215890678,0,0.0233952699921735,0.049942774177081,0.304683430687222,0.141111510573971,0.0255646974450084,0.132834680989052,0.000203012125696109,0.187642950471396,0.549215107108492,0.0691440725524458,0,0.0186046626449658,0.048848304204639,0.0125466474135835,0,0.0182711208153975,0,0.00814698856951777,0.0218760505261337,0,0,0,0.0999394365545106,0,0.0615707808520179,0.141634418394298,0.0215863029866645,0.555578324420548,0.255840782311986,0.119442096430766,0,0.152475689186719,0.519119854121768
"Test.FFPE.08",0.970178574612412,0.873030852430287,0.08415283611905,0.0579705393002282,0.302982950884178,0.00346779156092692,0.0833616552151957,0.0629863984529261,0.42314327418715,0.0441725236624051,0.130032670085765,0.0371703472636128,0,0,0.105046994905554,0.0452751483726375,0.104382831489391,0.029821425387588,0.2402686743552,0.0450545303491745,0,0.0333714072327753,0.0347506144345205,0,0.148020203058921,0.0527451716853071,0.119087552158459,0.025522518233719,0,0.218577152574417,0.0447070848874079,0,0.07147422062445,0,0.121168531781738,0,0.0241821238400546,0.0448007664466753,0,0.196636627820549,0.0199528998282586,0.186140743753845,0,0.104360017625257,0.481029660696046,0.082272833528063,0,0,0.0336207348594948,0,0.111193590403225,0,0,0.00928221376988855,0.00670715275852057,0.0213691860086659,0.0224420899415483,0.151109289578398,0.111832675014195,0.0366900231010988,0.0568984356128499,0.0875583652505174,0.105304903340263,0.519097389881905,0.305341091801573,0.0965862591713209,0,0.102253406088023,0.483236565343524
"R3388_YZ_1",0.940088499839074,0.909116397613018,0.0827430556429397,0.0517453818128435,0.293085082946619,0.0481277491668342,0.0922711332717039,0.00649819702498493,0.378431192968448,0.0753330928426991,0.161991681764596,0.0844329748387471,0,0.0603215559207217,0.0341275227199483,0.0455105398823974,0.111661747738549,0.0157674258995765,0.257587566717096,0.101616377626055,0.154592780537359,0.0594273324334943,0.0707484661993089,0.0174236690912788,0.17873943094616,0.0525573518917956,0.135513672554374,0.0642789095639384,0,0.169285524264168,0,0.0383104062125003,0.039327812520537,0.0413995659620236,0.0980657198402884,0,0.0440936482481564,0.0847884500008368,0,0.118162917438756,0.102870050346208,0.388530001981762,0,0.0244071595037217,0.528479905266619,0.0597278138466525,0.00274450829932591,0,0.0460372407873264,0,0.0832299984741589,0,0,0.00653639782332296,0.0388069744451662,0.0302717992412943,0.0433422135885213,0,0.0516634407213825,0,0.0968534838106672,0.128237228114761,0.0291242992487643,0.411978210359161,0.0471336133808422,0.20797917446007,0.167599967661842,0.147026108062165,0.370776342693461
"R3388_YZ_2",0.655253635896859,0.727141602173487,0.0530753255121489,0.0521875220241137,0.3980009885046,0.0409247101155861,0.0719678137407491,0.0952874977939849,0.24080125467047,0.111461844998117,0.134066957052965,0.0531143776570433,0.267026297353076,0.280950728531082,0.216343146546702,0.100112243942102,0.103644038132321,0,0.136083738785299,0.0156182762183794,0.0907324112270042,0.0332528353444244,0.146278471958457,0,0.266524729049704,0.060733387984226,0.100152191578398,0.00381030297817856,0.0441627137156009,0.132723142171824,0.0829432108722691,0.0938477799289781,0.0841863421988371,0,0.0246749929543732,0.204878215557987,0.0295726612053095,0.0257287070437728,0,0.213397995595605,0.0962607615355434,0.286871974259603,0,0.272164894945898,0.423946095551564,0.0731530831358151,0.139868148545154,0.0139023083191868,0.0650017307581124,0.0623990051159772,0.272858397826513,0.0044224011549569,0.0224796267602599,0.0420320951798418,0.0404326221800824,0.00778919076750007,0.0443695006118763,0,0.0217417393717717,0,0.0365828308322259,0.138375733796659,0.0277993420036375,0.44827928995052,0.0354192178698846,0.0757037315776919,0.104907106785827,0.142830981007787,0.29388716435903
