"","condition","CYT","IMPRES","Roh_IS","chemokines","Davoli_IS","IFNy","Ayers_expIS","Tcell_inflamed","MSI","TLS","CTLA4","PD1","PDL1","CMH1"
"85","Pt29_Pre_AD497504.5",207.9000002405,8,1167.59827745353,0.39812895103616,0.348901098901099,10.805572065843,9.44370979678773,-0.837472643391741,6,687.5090791174,40,28,401,7871.99569543369
"87","Pt30_Pre_AD497503.5",64.9792282194857,9,464.021972281069,2.18376353463321,0.210851648351648,9.75823469556763,8.33060562327428,-2.45876063088558,5,144.417883032738,237,19,117,4662.67938277225
"89","Pt31_Pre_AD453872.5",368.913933187675,8,1538.75742908874,-0.635729455075892,0.528846153846154,11.6146053055696,10.322238047636,0.751893889249508,5,1163.12678937633,307,79,582,33215.2635621556
"90","Pt8_Pre_AD153354.6",457.446379480699,7,1753.68234795414,-0.834625326298268,0.531593406593407,11.1129388865412,10.0369144099227,-0.560456413061006,4,1437.71750045489,110,70,255,24926.4998153042
"92","Pt11_Pre_AD153352.6",602.684063253708,8,2546.8508828165,-1.87039322786939,0.60989010989011,13.377687497992,11.1342159724089,0.978271335994073,5,668.957917676349,401,117,888,38814.8367631424
"97","Pt28_Pre_AD297619.6",277.491909972165,9,1014.28980771286,-0.186941803576619,0.456043956043956,10.8610893021936,9.44376088235799,-0.721876425102793,4,775.57118030473,85,22,291,6359.3851327725
"99","Pt44_Pre_AD467790.6",1082.70669162982,9,2750.42562089896,-2.71122672794439,0.73489010989011,13.118584655055,11.3247090620602,0.957707509861874,6,1095.10665583005,389,150,705,18259.8233553588
"1","Patient1",57.7164629893413,11.7857142857143,383.309903228416,-0.800167486561193,0.420238095238095,9.53865510655239,8.55086958547778,-1.64241737451362,5.55555555555556,48.4202529304782,22,25,137,7784.08145984081
"2","Patient10",246.25417783258,12.8571428571429,614.084083426898,0.737277144188633,0.602380952380952,9.40876337101081,8.97050472324142,-1.96388878956848,5.55555555555556,207.897186855473,79,33,118,9090.97026259721
"3","Patient100",1904.5993489708,11.7857142857143,1569.37604044143,2.51022544529597,0.972619047619048,11.598765609246,11.1358514592263,1.43696808594065,5.55555555555556,247.335306704721,289,325,383,17323.1938757997
"4","Patient102",101.833983031206,9.64285714285714,330.687570805269,-1.99238867706101,0.357738095238095,7.35918762346269,7.09676352720495,-3.14310761544587,5.55555555555556,778.016376421438,38,0,62,6024.23291967654
"5","Patient105",131.786418495989,7.5,166.541224463522,-0.254831175341633,0.473214285714286,8.73570487855365,8.52265237978065,-3.0068236016489,4.44444444444444,30.8636003295798,45,12,32,8819.72559279481
"6","Patient106",263.742014286689,11.7857142857143,1088.17388809904,0.815786332670256,0.600595238095238,10.6963027615779,9.58245934608841,-1.1242645176495,5.55555555555556,284.204946434883,168,41,293,18647.318092488
"7","Patient107",0.01,2.14285714285714,0.327176295848144,-7.22926273897411,0.0238095238095238,2.14451427443614,1.43175155799174,-2.76510954069115,4.44444444444444,3.72823386080156,31,0,0,54.1884883926261
"8","Patient108",0.574543296888929,9.64285714285714,6.54380721943163,-1.35864060724205,0.168452380952381,6.85274973676351,5.65970802259238,-4.11607254261099,4.44444444444444,2.22340471812644,0,0,0,2348.58723324519
"9","Patient11",96.2649474107788,8.57142857142857,365.804213680261,0.252087087555639,0.371428571428571,9.02139188961626,7.9033893997836,-2.36355314164669,4.44444444444444,32.2067006158746,32,15,91,4804.66503332838
"10","Patient112",119.157585155121,9.64285714285714,340.296520942939,0.0980121203566209,0.50297619047619,9.08147597907226,8.4119808865206,-0.828670886136292,5.55555555555556,59.7158540541435,90,44,63,8033.29509126526
"11","Patient116",57.8892917559025,11.7857142857143,351.91075620387,0.259482102430443,0.308333333333333,8.28680386246774,7.69803311642916,-3.3220231109185,5.55555555555556,221.344803546691,40,27,161,6445.30330811271
"122","Patient117",267.731955694497,8.57142857142857,1559.30598159003,-0.0969518264883499,0.714285714285714,9.32643098823174,9.45502221971093,-1.58618560181537,5.55555555555556,177.013189365725,105,64,158,14862.9539850969
"13","Patient121",399.697398165162,9.64285714285714,1063.52645875176,1.19170115115245,0.788690476190476,10.3400233476462,9.62699887656308,-1.13908567468154,4.44444444444444,189.537783988712,157,90,112,16126.9134453967
"14","Patient125",4315.04372284917,13.9285714285714,4522.3825428265,3.49861877338545,1,13.0344406710929,12.551629573555,1.64933178372202,5.55555555555556,6324.35951075438,560,998,737,48619.9026488606
"15","Patient126",453.615575239651,12.8571428571429,2715.74923788755,2.19919153819706,0.861904761904762,12.0043575720036,10.7728677820012,0.0292183678773376,4.44444444444444,883.890042632857,199,128,379,42730.903375506
"16","Patient127",119.943320364245,9.64285714285714,312.540808266083,-1.32305506738185,0.388690476190476,7.83899733976961,7.74241524305679,-3.03815083855407,5.55555555555556,399.303627345293,62,13,81,6254.76318581372
"17","Patient13",63.0816145956966,9.64285714285714,341.770586551949,-0.28310755384801,0.297619047619048,8.7139201662905,7.82195765993737,-3.99216789919264,5.55555555555556,339.43219617548,39,8,102,4016.2213762228
"18","Patient130",343.02699616794,10.7142857142857,1227.51228375755,0.011859118383846,0.748809523809524,10.6152892825621,9.7638443975289,-0.570021148160911,5.55555555555556,64.2176064875996,60,64,103,18022.3642635537
"19","Patient131",0.01,7.5,68.9132032309319,-3.77930949213253,0.154761904761905,6.39504299920565,5.56325638237537,-4.44265664869289,4.44444444444444,22.6331520601915,557,0,249,2582.94986267467
"20","Patient132",416.31554150668,10.7142857142857,1687.41714835471,2.52291502750842,0.832738095238095,10.6137294370941,10.5573493084073,-0.12088832968315,5.55555555555556,3574.4154375647,347,116,134,15914.8397500205
"21","Patient133",197.448651805982,12.8571428571429,1316.14151394395,2.15625688052288,0.696428571428571,10.9871087175598,9.80780026973238,-1.52513699616084,4.44444444444444,391.740108784264,187,49,212,20428.2508326141
"22","Patient134",385.866311175257,11.7857142857143,1524.62045525119,3.16455118948903,0.860714285714286,11.3188481766986,10.7433250245125,-0.823047648223003,5.55555555555556,2354.08413958356,243,90,278,20835.1167168328
"23","Patient135",122.682272965576,10.7142857142857,474.247748449501,1.73243515503485,0.530952380952381,9.53684283576673,8.78636585909647,-1.6907685033101,4.44444444444444,694.106969815435,981,22,101,7764.98512346629
"24","Patient137",847.549125478871,11.7857142857143,1873.01559441265,3.9231012714236,0.95952380952381,12.0839166070754,11.536328567384,1.04252078816737,5.55555555555556,742.568414981213,255,295,278,26792.2495990333
"25","Patient14",177.64194352686,8.57142857142857,631.94994765429,1.22776944650656,0.58452380952381,9.56411358945863,8.83650749418751,-1.36414952633977,5.55555555555556,123.890039967113,42,22,69,7988.08800681451
"26","Patient140",24.4640573086314,9.64285714285714,388.41683074994,-2.08935657321357,0.188095238095238,7.5135056832824,7.20357516552798,-4.05621521102479,5.55555555555556,71.879896278597,501,17,55,9323.78735895175
"27","Patient141",0.200249843945008,8.57142857142857,50.0598289309115,-5.12116402751746,0.0601190476190476,5.2732796616689,4.6171981935737,-4.7246093508571,4.44444444444444,4.53992719713577,0,0,58,3504.57252742978
"281","Patient142",188.106911356282,11.7857142857143,501.964591738444,0.131238277120151,0.607738095238095,8.32479513605667,8.75283345108662,-2.40916993527991,4.44444444444444,287.274517126687,702,0,390,10675.0692512019
"29","Patient143",0.01,0,0.0756932829422487,-5.41806741817264,0.0238095238095238,5.24490985702489,1.87910915318719,0.273421399602117,1.11111111111111,1,0,0,0,1.58422603466559
"30","Patient144",33.0610057318285,8.57142857142857,166.009593942047,-2.80707205271924,0.471428571428571,6.03186472486431,6.18798143035665,-5.2830638142441,4.44444444444444,90.2326623743576,30,0,0,4533.49038211508
"31","Patient145",319.999156405138,12.8571428571429,1040.55611463477,1.72288705523217,0.648809523809524,9.93884423879029,9.4420043534226,-1.46462422110213,4.44444444444444,229.550895670417,328,24,149,11242.8094877766
"32","Patient146",45.4526137862279,9.64285714285714,235.143721275748,-0.876238619353805,0.278571428571429,8.11488011655151,7.31825083467995,-2.97589595652641,5.55555555555556,50.0586032939569,37,12,45,3555.12928183093
"33","Patient147",15.9166610820235,10.7142857142857,174.734155937195,-0.932638565970038,0.143452380952381,7.98799215485467,6.60703788608502,-3.61462429758883,3.33333333333333,114.321943364139,15,0,20,4416.05155767672
"34","Patient148",48.1988599450236,10.7142857142857,308.550805433994,-1.35478916912348,0.277380952380952,7.41415726448641,7.47322007700763,-3.32630001432272,5.55555555555556,36.39485710767,9,21,81,4279.36163348732
"351","Patient149",846.180282268501,10.7142857142857,2617.18990006438,3.27155280177237,0.95,11.9528011725972,11.4264049940554,0.516889693401131,5.55555555555556,6142.28282810691,293,162,1301,32017.4507450852
"36","Patient15",362.92183745264,11.7857142857143,626.724779032562,1.43304636342602,0.792857142857143,10.7722499661037,9.63990099158758,0.221719007510902,4.44444444444444,134.933462435755,141,64,152,5835.1115596829
"37","Patient150",103.355600235304,9.64285714285714,501.783164324213,0.701922059299649,0.498809523809524,8.42767646968916,8.41357975397864,-3.31855789069774,4.44444444444444,623.802985957685,50,8,65,5760.07955039885
"38","Patient154",22.5044462273569,8.57142857142857,245.979713726765,-1.72227179686708,0.167261904761905,6.57268807239936,6.61054105567001,-3.21284593782285,5.55555555555556,191.387506210621,33,57,26,3709.50521004909
"39","Patient155",68.9810126049191,6.42857142857143,381.652215784191,0.799793141781152,0.278571428571429,8.6583139391496,7.75706616246247,-2.53279396910534,4.44444444444444,206.766852967879,92,7,59,8965.34045403578
"40","Patient156",56.3336498018724,9.64285714285714,468.555314788785,-2.02928383830527,0.291071428571429,6.82416264571263,7.38580547253855,-4.49623277701977,4.44444444444444,878.554105646003,610,2,160,14010.8708524902
"411","Patient158",348.426448622948,9.64285714285714,432.335940549074,-0.0455850615346523,0.592857142857143,9.56231347083724,8.8840846768895,-2.0012707914696,6.66666666666667,102.534097844481,125,16,55,3820.93360249069
"42","Patient159",290.640379335013,12.8571428571429,1053.42075690552,1.0192983819915,0.691071428571429,10.0928375242939,9.45479237190701,-2.71956698061673,5.55555555555556,234.894259531881,161,28,183,9823.08463477302
"43","Patient162",133.770998725434,9.64285714285714,443.231029630273,-0.937268797083409,0.42202380952381,9.5725666761533,8.60088272617189,-1.10440312921323,5.55555555555556,87.4705808703814,67,22,349,8472.59480259875
"44","Patient163",155.435581833762,8.57142857142857,381.785252848031,0.344437133219029,0.517261904761905,8.63329945518173,8.39496955156366,-2.61254088649621,5.55555555555556,425.62423580335,26,5,48,4875.04518431766
"45","Patient165",211.972734331565,10.7142857142857,741.651717851816,1.35225542508813,0.638690476190476,9.7086298647166,9.29379485984929,-2.40482033794668,5.55555555555556,600.770839544077,195,16,218,8086.43297465139
"461","Patient166",1.01,8.57142857142857,124.92514765799,-2.13806593581381,0.0571428571428571,6.55537527943559,5.14995499869712,-5.03486347228692,4.44444444444444,32.8696658888068,6,0,23,4336.05543702855
"47","Patient167",927.055872156581,9.64285714285714,1980.7746218441,0.478986734631951,0.890476190476191,11.0230027132742,10.7713361719895,-1.17935949436726,5.55555555555556,458.103403835591,1792,225,223,31422.4795962071
"48","Patient168",115.111728768184,7.5,282.955050874748,-1.62225782918689,0.325,6.61521286047454,7.17929036996701,-4.984947331628,3.33333333333333,530.884451746951,488,9,22,4721.62803106675
"49","Patient169",535.12778857017,11.7857142857143,1969.28297028014,3.84455560964216,0.870238095238095,11.3912071465567,10.6855499430007,-0.841046206732674,4.44444444444444,1449.68878562484,258,52,388,13844.1289792581
"50","Patient17",113.315003860919,11.7857142857143,778.580692387366,1.18407156859536,0.523214285714286,9.9410469123312,9.18955531276762,-0.65796618565511,5.55555555555556,1385.53171200533,161,44,91,11850.8719429175
"51","Patient170",84.5086983688662,9.64285714285714,456.035426068912,1.00532262710758,0.43452380952381,8.96997605252014,8.44235632817759,-1.86816010990834,5.55555555555556,226.223797220868,41,17,39,6994.86319403768
"52","Patient172",1311.09819239445,10.7142857142857,3613.87472522355,3.75301846866702,0.977380952380952,12.0469581340526,11.5147750300606,-0.677786899810789,5.55555555555556,2813.23492064719,730,156,788,34616.487536288
"53","Patient173",44.2829549601198,8.57142857142857,423.34912278903,-1.09333735154486,0.263095238095238,8.30558129763107,7.72741386347512,-3.04315684445416,3.33333333333333,144.387088202634,589,2,62,12773.9819971326
"54","Patient179",0.01,6.42857142857143,7.34975159063661,-5.48829913128243,0.0369047619047619,3.61532749515153,3.33541802066355,-5.56579989607597,4.44444444444444,4.84850096362729,0,0,26,1046.93422520112
"55","Patient18",32.537518344213,10.7142857142857,431.802840458405,0.698881463340082,0.346428571428571,9.8847360326973,8.47917241069805,-2.83210895765481,5.55555555555556,104.337409553503,41,18,103,6098.33404487721
"56","Patient181",584.038705994731,12.8571428571429,1101.46117431736,3.0456430773045,0.813690476190476,11.3584347088904,10.3552024113491,-0.63469740652906,4.44444444444444,206.262664924484,212,149,335,16035.2840000139
"57","Patient183",356.934616001306,9.64285714285714,673.808320973912,0.729676142988128,0.697023809523809,10.8823631941513,9.95851100994656,0.116404521661812,5.55555555555556,55.3240212877974,178,0,0,9177.68794192956
"581","Patient184",0.300166620396073,9.64285714285714,104.469477610258,-3.97817811920557,0.080952380952381,7.46299500211045,6.03407309346727,-4.10502246232847,5.55555555555556,15.6665404385052,176,0,0,5999.36003720153
"59","Patient185",470.716050395565,10.7142857142857,706.46790322383,1.67920238444912,0.543452380952381,10.3966980553105,9.23896707050848,-1.44822570761289,4.44444444444444,773.545807495945,646,142,160,8668.00946494253
"60","Patient187",66.7862268735104,9.64285714285714,678.950065717413,0.979974013676742,0.382738095238095,9.36497482988601,8.46777658933193,-1.57460547261953,5.55555555555556,195.296000836927,61,3,104,10336.3332156766
"61","Patient188",70.2955909001411,10.7142857142857,280.24943350746,0.434853954175833,0.295238095238095,8.41026935172818,7.50710863910838,-3.58982661548249,6.66666666666667,263.901243144462,44,12,12,2863.06236950355
"621","Patient189",174.990542887323,11.7857142857143,965.588429264932,1.78108512963745,0.631547619047619,9.76782479080887,9.31594517077943,-1.40263523894079,6.66666666666667,226.097049240914,120,41,132,17828.4657367536
"631","Patient191",179.637607699502,11.7857142857143,1490.98816162633,2.58566426602005,0.636309523809524,10.8656265867855,9.97019697622945,-1.6143587789877,5.55555555555556,423.730978562239,241,71,297,15024.9300160141
"64","Patient193",342.588470471497,9.64285714285714,1761.79601590713,3.43762384772116,0.783333333333333,11.4001992755598,10.3972470019652,-0.647040422208543,5.55555555555556,489.24046625812,164,81,273,37951.2845983412
"65","Patient195",225.629209323616,11.7857142857143,687.956619106643,0.543254667587989,0.77797619047619,8.5346855445019,9.23600311495694,-2.52821672545634,5.55555555555556,2933.42492020714,71,48,35,5284.52708856284
"66","Patient196",25.7596603238474,8.57142857142857,207.417682771262,-2.44023604396404,0.183928571428571,6.70424396621698,6.79211374139161,-4.57170335310587,4.44444444444444,236.103448011701,169,5,198,6468.49334810648
"67","Patient197",13.2845812880949,6.42857142857143,84.1789370256218,-4.12048178984768,0.141071428571429,5.64205667074112,5.70868936343519,-4.82828819633998,5.55555555555556,15.2226492273014,10,0,14,1494.63115478044
"68","Patient20",299.527962133755,10.7142857142857,1355.20886612073,2.90663578850085,0.720238095238095,10.91647125336,9.84070342028052,-0.347561317298671,5.55555555555556,140.645654319774,116,53,3412,14254.4882675202
"691","Patient200",570.487519670676,9.64285714285714,1166.32963007896,0.552696647737412,0.872619047619048,9.95960697224882,10.1199828040209,-0.273309200541544,4.44444444444444,235.177690055223,188,96,205,23522.012433858
"70","Patient201",3.75367819611644,6.42857142857143,18.8050314588338,-5.62750480740011,0.0690476190476191,3.57983310927847,3.48333955712867,-4.67287428597528,5.55555555555556,68.9300903488778,9,0,0,1243.78574375279
"71","Patient203",242.522411541697,9.64285714285714,821.576200913302,1.47910713805432,0.65297619047619,9.10555330085555,9.25154375735288,-1.99000473334274,6.66666666666667,814.70711398114,96,30,67,12909.3659259456
"72","Patient204",129.485868340912,10.7142857142857,847.953954708109,1.48889561099672,0.503571428571429,9.97346333217582,9.01104125816484,-1.77263932033462,5.55555555555556,368.025016602854,140,21,132,21320.3065765978
"73","Patient205",29.0972524476109,10.7142857142857,481.716315045962,-1.11664045816566,0.226190476190476,7.96015696876945,7.75127377129722,-2.39729187055617,5.55555555555556,41.2588875466624,36,17,47,16788.5356549951
"74","Patient206",164.472764006689,10.7142857142857,774.37778438887,0.536538141755624,0.617857142857143,9.25698425146149,8.87621720107667,-1.72590440489363,6.66666666666667,701.596496998412,119,22,60,9118.05342231323
"75","Patient21",17.5028597663353,10.7142857142857,162.30281877186,-2.1491908467688,0.166071428571429,7.33351373601642,6.56880772911643,-3.63681025067267,4.44444444444444,24.272711563052,650,5,77,4884.18897613952
"76","Patient22",8.49529869986924,9.64285714285714,79.1655943421164,-3.66547977867747,0.0970238095238095,5.15530920523295,5.05741281487608,-5.53604646984931,4.44444444444444,69.3513483156718,10,1,5,1209.78182628761
"77","Patient23",34.9111744288272,8.57142857142857,193.530210806379,-2.67115437121025,0.183928571428571,5.52851399315615,6.46561032131056,-4.46121014844882,5.55555555555556,81.223212255592,100,1,23,2003.84084092815
"78","Patient24",44.9988899863097,8.57142857142857,102.307497334425,-3.32515214434836,0.267261904761905,6.51967018515701,6.88894086056459,-2.2554888020646,6.66666666666667,93.8343432343214,15,19,33,4506.0604688226
"79","Patient25",158.805699205035,11.7857142857143,763.140667409692,1.08690822636507,0.577380952380952,9.32041684716533,8.94057594938265,-2.03817407377811,4.44444444444444,631.693517232256,107,31,129,7846.61917944953
"80","Patient27",275.487767605024,10.7142857142857,771.259799468287,2.31867233450549,0.773809523809524,10.7590366100364,10.0400869554076,-0.590464763548037,5.55555555555556,2780.86368714878,248,133,93,8187.98477619465
"81","Patient30",216.265647063975,8.57142857142857,557.488896199309,-0.33850879229466,0.742857142857143,10.783554649681,9.53208265355143,0.531351387506182,5.55555555555556,14.9622611538006,41,52,36,3910.69065007883
"821","Patient31",30.0101666106671,10.7142857142857,473.710230908382,-0.617876786034392,0.276785714285714,8.38749206923831,7.79387523566303,-3.17465882713287,5.55555555555556,95.6187230963649,47,10,97,7025.10966256484
"83","Patient32",47.063256368424,8.57142857142857,153.04020285531,-2.61501286518401,0.2,6.17251057367932,6.10046659607164,-4.17087599533497,3.33333333333333,18.8967203478623,44,1,85,2247.97973233117
"841","Patient33",512.460164403049,11.7857142857143,1419.25836796086,2.15565152219474,0.884523809523809,10.6257775038968,10.2198419320455,-0.194187751242501,5.55555555555556,1029.9429937944,154,91,219,11349.3148955653
"851","Patient34",56.5077879588292,10.7142857142857,194.949960093932,-1.2190944218934,0.302976190476191,6.50314183808702,7.17370711354293,-3.11299667055398,5.55555555555556,521.817491613539,9,18,139,2852.32919116224
"86","Patient35",65.7676979983335,11.7857142857143,308.844686795598,-1.56641323940266,0.444642857142857,8.38165563255379,7.80525832842466,-1.89577182242641,5.55555555555556,185.50938070061,27,22,69,10952.8622818155
"871","Patient36",172.09750172504,10.7142857142857,404.3740491329,-0.656224088483329,0.447023809523809,8.46348251942501,7.76176736306048,-3.14889093196212,5.55555555555556,110.460043233494,71,1,10,4058.75929659707
"88","Patient37",282.610916455823,8.57142857142857,1207.00491071678,2.49093621668901,0.84047619047619,10.3437472397108,10.0203889366873,-0.363262538137075,5.55555555555556,3864.55997401199,288,31,1454,12615.2670196106
"891","Patient38",102.739184832273,8.57142857142857,355.274947999762,-0.714482046181855,0.422619047619048,8.82953095944838,8.15846191073498,-2.10022545479995,4.44444444444444,130.045113379931,25,17,90,3951.00008952878
"901","Patient4",78.4341131141291,8.57142857142857,322.818357093012,1.32998923770972,0.333928571428571,8.97556230245956,8.1846508456579,-2.21382266796502,4.44444444444444,123.529596674455,128,11,57,3118.28422555055
"91","Patient40",125.582284180532,9.64285714285714,251.104603352083,0.372274258704087,0.447619047619048,8.57646586115935,8.14039016804434,-2.70173781847353,5.55555555555556,37.3289964430906,6,8,32,2048.0485633151
"921","Patient42",65.9646124827547,12.8571428571429,399.019703916844,0.253805720013822,0.291666666666667,9.31349758993758,7.85260158494248,-1.76793630237215,4.44444444444444,155.222775103741,15,9,39,5617.16585021439
"93","Patient44",204.13059569795,12.8571428571429,506.790593425669,-0.218866953484732,0.757738095238095,10.2340909845844,9.83784366451707,0.0505425954732025,5.55555555555556,818.344782340344,102,57,0,13335.3588973571
"94","Patient45",310.783831786662,10.7142857142857,907.911089705323,0.899011044343773,0.623214285714286,9.96871650955874,9.26844508749952,-0.582525645798657,5.55555555555556,163.67808154316,116,43,115,9547.72561406244
"95","Patient47",13.5007444239197,8.57142857142857,116.963014869252,-1.50449526370734,0.136904761904762,6.64933998510594,6.29472951849961,-3.9838167407011,5.55555555555556,34.7340766814155,12,4,19,1670.7430058569
"96","Patient48",54.3239367130181,11.7857142857143,160.763595196845,-1.93470708269077,0.323809523809524,7.94825581531616,7.29967690515901,-2.38566726918098,5.55555555555556,31.628672272498,4,11,31,3905.1330869021
"971","Patient51",77.1497900191569,8.57142857142857,211.909860099907,1.76773764899659,0.339880952380952,10.7383555127422,8.24262422249683,1.58642312360322,4.44444444444444,14.3476454059639,0,0,0,7480.17341637033
"98","Patient56",271.008228841856,10.7142857142857,1098.46605422791,1.5036510929344,0.761904761904762,9.77173275221096,9.70617909903071,-1.794698562133,6.66666666666667,2669.40429982755,253,52,211,16586.6596207896
"991","Patient58",92.8776081733375,10.7142857142857,48.5297764984722,-3.31536856634601,0.241071428571429,6.18196187323078,5.74947463206454,-3.41806897837373,2.22222222222222,51.8159250545011,53,10,40,2031.28469761233
"100","Patient6",135.208025279567,10.7142857142857,691.924175992229,1.75953115866534,0.635714285714286,9.81666280677017,9.24573602835954,-1.83270292898524,4.44444444444444,135.23348779467,267,45,32,7374.93774840445
"101","Patient61",9.01,9.64285714285714,57.1466714726336,-3.32944401883953,0.154166666666667,6.81566199468328,5.44833720543623,-0.156414138551768,5.55555555555556,28.1922698712937,3,0,113,749.219618903784
"102","Patient62",138.491083106459,10.7142857142857,1328.8658115522,2.30216664643275,0.58452380952381,10.4927313858523,9.59347331922317,-1.70153863061897,5.55555555555556,326.390461152757,168,47,713,16157.935878681
"103","Patient63",99.7258246393581,10.7142857142857,401.773040535885,0.497338104336314,0.563095238095238,10.4453330674929,8.65098155682124,-1.15694882944046,5.55555555555556,40.9898559086406,69,24,80,5609.05762545954
"104","Patient67",50.767608767796,7.5,80.4206517564173,-2.37726277414133,0.228571428571429,6.65068063478441,5.54843480338669,-3.44446530727179,5.55555555555556,12.3956452368699,0,8,1,644.345076800963
"105","Patient7",205.978542814537,11.7857142857143,919.33202998965,0.776876496134751,0.682142857142857,10.0837276627756,9.50724505242854,-1.75756900160126,6.66666666666667,322.08620651713,122,80,96,15699.9373549804
"106","Patient72",395.834056266006,7.5,1010.4518027131,1.47598798518176,0.819047619047619,9.66520622709776,9.46836674507368,-1.77073415534512,4.44444444444444,451.167884528358,57,47,153,10229.0836117364
"107","Patient73",51.0001970584428,10.7142857142857,487.518383075923,-0.109947080283531,0.358928571428571,9.34177945713343,8.21624853178726,-2.68728829419413,4.44444444444444,241.364396363112,26,20,34,10764.3449466951
"108","Patient75",237.724231200776,9.64285714285714,658.446525934279,-0.115843600902447,0.585714285714286,9.93522366208043,8.99927590073727,-0.122460673223616,4.44444444444444,27.9277595378904,46,78,56,10043.4534015387
"109","Patient77",417.382977731483,11.7857142857143,1710.51198079178,1.32743597463955,0.855952380952381,11.0965971353306,10.5528543097175,-0.323697242281553,5.55555555555556,193.737293236154,217,144,185,28437.4767943418
"110","Patient78",194.792479577626,9.64285714285714,1357.60638144902,2.17184574057837,0.645833333333333,10.7597758924799,9.76728871293794,-1.23482008176515,5.55555555555556,646.300989417683,251,29,117,16627.7347896535
"111","Patient79",248.12379994672,11.7857142857143,1447.51567070625,1.13708569025981,0.753571428571429,10.633042151834,9.93971911521493,-0.468701409111389,5.55555555555556,469.038763672049,109,89,247,26003.5356541258
"112","Patient8",60.8050170627391,9.64285714285714,367.805124776716,0.278986925665147,0.410119047619048,8.30342729275028,8.03209926659674,-2.80221368675132,4.44444444444444,285.648255655726,19,12,79,6726.40723330235
"113","Patient82",6.33562151647334,9.64285714285714,86.7177500793065,-2.99570241695784,0.103571428571429,6.45140656518731,5.04715679006039,-4.29494839856118,4.44444444444444,69.5107962416368,24,0,60,2243.66458867979
"114","Patient83",21.4576350048182,7.5,100.876183029394,-2.43540006479143,0.163095238095238,6.18086872212462,5.58148928183696,-4.47036036838463,5.55555555555556,79.8334208491725,19,0,37,2301.66912323676
"115","Patient86",937.76987587574,10.7142857142857,2203.50362383168,3.47766366465171,0.958333333333333,12.440303472405,11.4970472588105,0.915205540880241,5.55555555555556,8943.47629078193,288,385,306,32442.4341603613
"116","Patient87",396.800907383035,12.8571428571429,856.449232630511,1.59939068184789,0.85297619047619,10.3316595567624,10.0693567915481,-0.0877563779566841,5.55555555555556,748.930760142279,249,91,168,6471.81440914464
"117","Patient9",48.7959024919101,10.7142857142857,373.772052765353,-0.197330959169925,0.319642857142857,7.67958596146919,7.60989804080251,-3.72692293299082,5.55555555555556,106.1241611936,21,35,38,5968.39396643574
"118","Patient94",616.972803371429,10.7142857142857,1457.36249032161,3.50910839299984,0.864285714285714,11.7155026958406,10.4155529722116,-0.567246058306305,5.55555555555556,121.935301833135,295,122,656,15663.4769257545
"119","Patient96",154.399482188251,8.57142857142857,663.759755382592,-2.51332188313818,0.483333333333333,7.87357168729426,7.87479648080831,-3.82212389629492,4.44444444444444,1984.87687640091,29,14,89,9161.14446426848
