"","CYT","Roh_IS","Davoli_IS","IFNy","Ayers_expIS","Tcell_inflamed"
"LP.01.01",7.54979582483772,8.66752111128271,0.4375,3.24816322382656,3.23505227903193,-0.20747012463533
"LP.01.02",7.11880585452855,8.06640498909066,0.193452380952381,3.15575656636846,3.14035820296119,-0.260542501827613
"LP.01.03",7.50691861549564,8.56614958359965,0.464285714285714,3.2794985367446,3.27460956695088,-0.192450349310933
"LP.01.04",7.42693265956316,8.31193537767429,0.232142857142857,3.22868023423114,3.20344618068283,-0.240230978445986
"LP.01.10",7.92033372303415,9.05231099552609,0.514880952380952,3.41465441101565,3.32922742162429,-0.0802569874211256
"LP.01.12",8.1544763931258,8.70995248974819,0.541666666666667,3.22125328117266,3.24003157012487,-0.170667465666373
"LP.01.14",8.75864169127114,9.55909542953334,0.819940476190476,3.46385949502056,3.40519299287649,-0.0213725926901153
"LP.01.16",9.00239009498089,9.59721299537252,0.785714285714286,3.50587486814458,3.42388531072963,-0.0350835528838237
"LP.01.18",8.3273747632479,9.80600008843032,0.611607142857143,3.48929757708356,3.36712115654781,-0.0354941336325387
"LP.01.19",7.73155751039,9.02616565109515,0.575892857142857,3.37850198983954,3.30674646446788,-0.135712699901884
"LP.01.20",7.34488545333037,8.38655791764201,0.3125,3.25918348981311,3.25846807109233,-0.163373318485578
"LP.01.22",6.70346604600933,7.8075898318525,0.0669642857142857,3.24237818692593,3.0956275900818,-0.309227599633678
"LP.01.24",8.61025409056434,9.33704941918881,0.779761904761905,3.36045719131864,3.38017782983526,-0.0847731405352136
"LP.01.25",7.72523276719802,8.95898020933334,0.526785714285714,3.32678506254146,3.31478008892638,-0.120493468914398
"LP.01.28",7.75116854894035,8.37535687268644,0.386904761904762,3.16446984228996,3.22316067474174,-0.188243582200479
"LP.01.31",6.40667414144219,7.91178324552443,0.0967261904761905,3.11676278265106,3.109990374846,-0.293797201720986
"LP.01.35",8.94665578606241,9.79486057597075,0.90625,3.55391383049174,3.46247191141124,0.0263235141292005
"LP.01.40",9.12705788176234,10.107675069668,0.764880952380952,3.63391034217382,3.44091782724265,-0.00186622307161716
"LP.01.42",8.23650123935595,8.8759330645556,0.574404761904762,3.34054778051781,3.31977928188899,-0.114936834615817
"LP.01.46",8.04046408595524,8.59540433565354,0.412202380952381,3.21097004951036,3.23993745722337,-0.201851578795774
"LP.01.58",8.20796836855607,9.35039153959023,0.540178571428571,3.4484660314343,3.34315640423013,-0.0596671857921743
"LP.01.61",6.95904569231558,8.12428009754121,0.141369047619048,3.30431239594548,3.17277551013103,-0.246341924808498
"LP.01.66",9.11084160177554,9.74338900988552,0.910714285714286,3.5290298914562,3.45414615957417,0.00753869306589299
"LP.01.67",7.30325472449934,8.8126203929747,0.421130952380952,3.26184272565756,3.25443168866872,-0.176748960694463
"LP.01.68",7.87263461556028,8.75376747668235,0.546130952380952,3.28272699214937,3.29391023826139,-0.149795806764719
"Test.FFPE.01",7.59308044771922,8.43551118736671,0.318452380952381,3.20364943863043,3.22518982387082,-0.252445307047776
"Test.FFPE.03",8.21341117587632,9.39173106033833,0.794642857142857,3.33232784542624,3.3968862241901,-0.0606099826031542
"Test.FFPE.04",7.7602971270126,8.61958779891091,0.421130952380952,3.25406634427771,3.25324084068792,-0.164296658240038
"Test.FFPE.05",9.2158250520056,10.0109820198167,0.892857142857143,3.54946027940532,3.46524188198474,0.0160175280480323
"Test.FFPE.06",7.04366941582681,8.19462164597394,0.205357142857143,3.30475618373516,3.1760054518363,-0.218143568352059
"Test.FFPE.08",7.6525406354878,8.68522532340492,0.229166666666667,3.39520164629975,3.23443623181048,-0.149196411694034
"R3388_YZ_1",7.6676610920503,8.48337277555551,0.336309523809524,3.18306155512096,3.2267897518853,-0.183950950279192
"R3388_YZ_2",9.09089145459987,9.78339771945684,0.904761904761905,3.55262600423913,3.42335083746361,-0.0167731401652923
"R3388_YZ_3",7.61404688094196,8.42909748716512,0.233630952380952,3.16828701298289,3.13613036782236,-0.237307730239253
"R3388_YZ_4",8.00732584077131,8.85277099035802,0.462797619047619,3.28654880681665,3.26091421689559,-0.210136470369582
"R3388_YZ_5",8.32669567557324,8.88268591110795,0.851190476190476,3.34610921886486,3.37585535602164,-0.164042458573056
"R3388_YZ_6",6.48140968604454,8.17978165165115,0.0744047619047619,3.22191449989577,3.15487571299587,-0.261524442988339
"R3388_YZ_7",8.63415363566401,9.18830498697158,0.672619047619048,3.29481839098139,3.30316471049606,-0.115586549889989
"R3388_YZ_9",8.52218711056909,9.54149571494357,0.727678571428571,3.48977678666689,3.39431465631376,-0.066716548495655
"R3388_YZ_10",8.15170288958031,8.48067804954991,0.519345238095238,3.18662950697583,3.25268020390789,-0.178732905196446
"R3388_YZ_12",7.60583024934688,8.9852081685134,0.285714285714286,3.19067255843168,3.24401809884656,-0.137073974586419
"R3388_YZ_13",7.74622538601298,8.67829007573653,0.461309523809524,3.37115686556908,3.30543825649222,-0.133729219859438
"R3388_YZ_15",6.70158398967945,7.82656157050463,0.0535714285714286,3.08488553458205,3.05693279566145,-0.306615436005622
"R3388_YZ_16",7.97585143543371,8.96462295515476,0.697916666666667,3.3628018191765,3.3241546932991,-0.0847496962395633
"R3388_YZ_17",7.39843073277165,8.83755724676304,0.373511904761905,3.40160842262031,3.2992689067438,-0.153169607172818
"R3388_YZ_19",7.9786040334917,8.83413867515149,0.651785714285714,3.35473559121912,3.35201087112613,-0.140660298956041
"R3388_YZ_20",7.34750162023344,8.42135169850073,0.138392857142857,3.28469244466711,3.17379733370648,-0.220377314555332
"R3388_YZ_21",8.12022731884028,8.96607576518742,0.607142857142857,3.36205230884885,3.32395112034912,-0.100893147509974
"R3388_YZ_24",7.92776507661378,8.89369143370649,0.50297619047619,3.33099202415813,3.2754807329975,-0.14310983501827
"R3388_YZ_25",8.05371562170306,9.54533042734255,0.595238095238095,3.41377226730879,3.34256151309565,-0.0501279803882865
"R3388_YZ_26",7.56662001677777,9.05951445807075,0.324404761904762,3.29746293998901,3.26708649192035,-0.141154337470208
"R3388_YZ_27",8.17283462044547,8.91835363526834,0.525297619047619,3.31098756206888,3.3112769122929,-0.12227573358935
"R3388_YZ_28",9.13226627298788,9.87306506389622,0.904761904761905,3.53514029269569,3.46670175098135,0.0271161447405234
"R3388_YZ_29",7.57504601840345,8.73373330437651,0.436011904761905,3.40949449956685,3.2797896944394,-0.139783847272804
"R3388_YZ_31",7.59410471740441,8.56015028278163,0.433035714285714,3.26628486232385,3.26022851436625,-0.169302335809293
"R3388_YZ_32",7.34308519428632,8.34205889061152,0.223214285714286,3.24677053421956,3.20556745484695,-0.226244488838174
"R3388_YZ_33",6.6873624103956,7.93468058558475,0.126488095238095,3.18361968567302,3.13144202582771,-0.269573263833181
"R3388_YZ_34",8.1341758145061,8.80369782206736,0.65327380952381,3.3254427720312,3.29022459812106,-0.14172466318622
"R3388_YZ_35",8.75020245528354,10.1395338620951,0.916666666666667,3.56711556339098,3.46965901536936,0.017136457716145
"R3388_YZ_36",7.27819765070364,8.23746519841361,0.233630952380952,3.13284448735677,3.18642788930642,-0.219993158359143
"R3388_YZ_37",7.97562855256675,8.77685277206782,0.450892857142857,3.26405616867965,3.2750566579864,-0.135683367043208
"R3388_YZ_38",8.62131540600505,9.5877565507397,0.863095238095238,3.63796150697081,3.47820562685131,0.0541254529541154
"R3388_YZ_39",8.12387452517208,9.40543910632068,0.614583333333333,3.4738189270472,3.34515898270473,-0.0770973383893275
"R3388_YZ_40",8.85400711895693,9.33147576345138,0.842261904761905,3.47665059060395,3.44094314161945,-0.0419660284034341
"R3388_YZ_41",8.42793562306488,9.04392956848937,0.730654761904762,3.38807984793599,3.36487166093003,-0.067436718819132
"R3388_YZ_42",8.29116463631075,8.56411860388187,0.22172619047619,3.3581016140807,3.21911867560572,-0.212383903858464
"R3388_YZ_43",7.27599893526957,8.40092945728684,0.272321428571429,3.21292098040398,3.21097668916637,-0.219742410125669
"R3388_YZ_44",8.02531876223537,9.38282564773979,0.555059523809524,3.48411022829981,3.3529615186537,-0.102213360352207
"R3388_YZ_47",7.36929643117985,8.44146721771443,0.263392857142857,3.24271348336769,3.20382314335084,-0.194089573879906
"R3388_YZ_48",8.077471826027,8.87084966825318,0.334821428571429,3.3448431734908,3.27417836428311,-0.149711692987215
"R3388_YZ_49",8.8263878185448,9.51647387203449,0.860119047619048,3.51605914387272,3.44643624697532,0.0105839891384995
"R3388_YZ_50",7.7340915649665,8.82370606688117,0.62797619047619,3.36288608506645,3.35789041568846,-0.134359187234461
"R3388_YZ_51",7.89293631957473,9.0509896274954,0.529761904761905,3.47396992876229,3.3482750636964,-0.101725283367115
"R3388_YZ_52",7.40151062776566,8.89430671699806,0.50297619047619,3.2295859356431,3.29492791263477,-0.131180336435806
"R3388_YZ_54",7.60624474876847,9.03777840298303,0.56547619047619,3.37686988692907,3.31415359068276,-0.0993114016473971
"R3388_YZ_55",8.79203114305278,9.46013858785649,0.788690476190476,3.48183481556686,3.42619308355768,-0.0699589110658157
"R3388_YZ_57",7.60658558143022,8.87847161647233,0.366071428571429,3.2773885985586,3.24258367134896,-0.181704670556864
"R3388_YZ_58",7.59474011109432,8.8473872203399,0.203869047619048,3.44845690215233,3.23294652398731,-0.164677508245527
"R3388_YZ_60",7.89023223542552,8.5081218322896,0.453869047619048,3.27457282923729,3.26601538689005,-0.169058627428855
"R3388_YZ_61",7.13746046124951,8.39785143764994,0.285714285714286,3.09885976173896,3.19604775057529,-0.255310055146194
"R3388_YZ_62",8.3777661224404,8.66344407224472,0.580357142857143,3.18868472696505,3.21922587017535,-0.170504205523248
