"","condition","CYT","IMPRES","Roh_IS","chemokines","Davoli_IS","IFNy","Ayers_expIS","Tcell_inflamed","MSI","TLS","CTLA4","PD1","PDL1","CMH1"
"27","Gide_PD1_38_Pre",703.379406934835,12,2291.82741520842,3.42856173613403,0.816326530612245,12.9988963720623,11.5217856054246,0.0291135850480159,6.66666666666667,1126.91094593,276,190,1153,58187.7790210639
"28","Gide_PD1_4_Pre",2651.40242515164,11,4163.9275987399,5.30693149359145,0.959183673469388,12.8038082106069,12.2861095466771,-0.4866794612168,6.66666666666667,15225.7558064416,815,772,570,63415.7918251603
"29","Gide_PD1_40_Pre",439.954315923824,10,1238.62760371589,1.83393592459896,0.706997084548105,11.0957265263723,10.7062198499009,-0.979090113434108,6.66666666666667,5306.66366862856,420,46,254,19891.5931383245
"30","Gide_PD1_41_Post",1386.65531769795,12,1973.0869172193,3.59517596562606,0.871720116618076,12.4175841811687,11.5324939967744,0.15564728166504,6.66666666666667,1162.35964417584,914,136,922,33175.4541386614
"31","Gide_PD1_41_Pre",137.95952341176,12,700.699341608889,0.513059939851592,0.365889212827988,10.1112429877477,8.9880372167284,-2.56116028937832,6.66666666666667,243.37202105978,79,15,317,22180.2596335701
"32","Gide_PD1_42_Pre",93.9894680270082,10,368.368405431273,-2.1035554486572,0.332361516034985,8.35528128024751,8.39746735316803,-3.1223347670625,6.66666666666667,820.016521767696,84,21,101,10652.0542663672
"33","Gide_PD1_44_Pre",842.383469745223,12,1485.86309090714,1.94903591657865,0.860058309037901,11.1131711689733,11.1059164210811,-0.719845577893093,6.66666666666667,3580.60563137754,911,112,484,25808.7720072529
"34","Gide_PD1_45_Pre",922.615889793798,12,962.81575981835,0.791479764078934,0.819241982507289,10.611727394417,10.914552163279,-1.02207057553659,5.55555555555556,3505.48721560423,574,214,423,38656.5296295775
"35","Gide_PD1_46_Pre",273.312989263225,10,814.922083910618,1.20923427136252,0.629737609329446,10.6072830897253,10.1215659887282,-1.94247501657972,6.66666666666667,2117.32085282149,216,68,364,25887.363384388
"36","Gide_PD1_47_Post",472.146079195836,12,699.068107004025,1.40413950304634,0.670553935860058,11.3995378742675,10.3412450746239,-0.828166454671604,6.66666666666667,1786.36531767356,626,63,783,25231.1355779475
"37","Gide_PD1_47_Pre",505.053027017956,13,1184.69609950387,2.17819306218952,0.706997084548105,11.6696471965708,10.504142740726,-0.949639234488046,6.66666666666667,2459.02402771228,324,83,779,33784.3912958412
"38","Gide_PD1_48_Post",2948.00617368757,13,1991.77575739422,4.68385969309416,0.970845481049563,13.1147527665336,12.3858334039075,0.95967620262317,6.66666666666667,7335.20895183951,1081,456,1524,44404.3958371593
"39","Gide_PD1_48_Pre",1284.75565385018,11,1441.29763079217,4.23182732304728,0.877551020408163,12.3306778983251,11.634927519414,-0.674197115995134,5.55555555555556,5464.79233153579,690,235,989,49803.2818759204
"40","Gide_PD1_49_Pre",153.260628016461,11,538.165398140709,-0.330486485938436,0.448979591836735,9.762845076872,9.03342123866605,-2.64734725729561,4.44444444444444,274.725126349837,68,24,186,13905.0875744451
"41","Gide_PD1_5_Pre",39.9479674076166,9,231.617059085385,-2.12095597570013,0.212827988338192,8.56050432469727,7.73691238247054,-3.50325799213243,6.66666666666667,407.676330860911,29,2,91,9521.8441820663
"42","Gide_PD1_50_Pre",213.922205719743,11,880.458334208446,0.400664011896209,0.435860058309038,10.7788401824111,9.6111471261343,-1.82972035836098,6.66666666666667,637.053249729549,132,20,803,17050.0166701607
"43","Gide_PD1_52_Pre",164.757701185711,12,796.087779062605,1.05491240593422,0.5,10.1526820487909,9.74295000263129,-2.03512332560308,6.66666666666667,603.403398692479,116,40,425,33108.1791697998
"44","Gide_PD1_53_Pre",628.34398230587,11,958.231488622416,1.23804223141251,0.760932944606414,10.5416958663817,10.7657018992878,-0.806546382761448,6.66666666666667,2512.36402869261,396,405,430,24477.3834075263
"45","Gide_PD1_54_Pre",188.700715684917,12,821.865379403489,0.667564417409151,0.551020408163265,11.1696356434226,9.99585427752131,-1.32145491072437,6.66666666666667,314.183227178792,1079,54,304,22492.9102570903
"46","Gide_PD1_6_Pre",193.261610517971,14,518.167549631864,0.145718671704963,0.676384839650146,10.2359248278734,10.3324168034208,-1.82873591803151,6.66666666666667,9467.30514049121,1085,125,212,18006.7695086179
"47","Gide_PD1_7_Pre",453.348872392995,11,1940.5152145133,2.13709393874595,0.702623906705539,12.736750738855,11.1388532879336,-0.174654576587661,6.66666666666667,409.280881630027,249,67,502,63765.1636359694
"48","Gide_PD1_8_Post",416.362462405054,8,1086.49819953945,2.99742530140269,0.638483965014577,10.059309688608,9.86091957754842,-2.81449810760404,6.66666666666667,1343.17194267705,74,38,261,19652.8581289485
"49","Gide_PD1_8_Pre",45.3752146000435,8,317.508895643344,-1.43814015568697,0.252186588921283,7.85625320611613,7.82107388779684,-4.59535107996031,6.66666666666667,471.848655047736,23,2,86,6737.78672786348
"50","Gide_PD1_9_Pre",148.835950294275,10,400.165030854454,-0.944676587951706,0.552478134110787,9.27300017585385,9.25683710114719,-2.31901258083542,6.66666666666667,1103.31221538179,205,28,161,9217.38315542992
