"","CYT","Roh_IS","Davoli_IS","IFNy","Ayers_expIS","Tcell_inflamed"
"LP.01.01",6.25376556485738,7.33111676153596,0.430952380952381,3.09586634218498,3.04300509867396,-0.245258357108198
"LP.01.02",5.95927074409957,6.65876178763451,0.228571428571429,2.92832460909626,2.92592304126855,-0.324642075295933
"LP.01.03",6.40917805567562,7.21328216323554,0.478571428571429,3.09386374647649,3.09846934712737,-0.227852408069973
"LP.01.04",6.23206697310363,6.9434074861929,0.254761904761905,3.10207286992866,3.033305805658,-0.278443629958234
"LP.01.08",6.22723246111168,7.06226186177237,0.307142857142857,3.03619315331923,3.05130501325514,-0.241466201554697
"LP.01.10",6.71150948293094,7.7723926507234,0.519047619047619,3.29962943207665,3.16944347176542,-0.0981208720902323
"LP.01.12",7.14663091305253,7.37035448592473,0.59047619047619,3.00778692944642,3.05938899724119,-0.208988675238179
"LP.01.14",7.64854598673173,8.32690816628376,0.838095238095238,3.36835001106201,3.26732611741827,-0.027737890042196
"LP.01.15",7.25281329059462,7.57450909906796,0.571428571428571,3.15456711900407,3.13664607538235,-0.155467922019157
"LP.01.16",8.03679075972698,8.13540430763702,0.830952380952381,3.3671541576718,3.28051548435397,-0.0455795434941939
"LP.01.17",6.8811152868854,7.05583741799694,0.719047619047619,3.07351923883954,3.14599597210313,-0.180304566618363
"LP.01.18",7.28256221730292,8.38373922685117,0.628571428571429,3.33447198825096,3.20816220234668,-0.0479345842216803
"LP.01.19",6.66922558430572,7.68957816811899,0.578571428571429,3.20456716061366,3.13814651402077,-0.169386121631108
"LP.01.20",6.19546149930536,6.83535028812863,0.35,3.0659654331121,3.07461088778599,-0.193032365218628
"LP.01.22",5.45056612936748,6.39821490382648,0.0571428571428571,3.01746814546814,2.86677152349582,-0.379589711733716
"LP.01.23",6.59770003000841,7.45918075277976,0.407142857142857,3.12648801928896,3.05856318446867,-0.201789654827807
"LP.01.24",7.62713444481281,7.98689349987693,0.802380952380952,3.18637961138656,3.23216059348399,-0.0991217093754981
"LP.01.25",6.68493428185558,7.65491317338569,0.533333333333333,3.14815920507424,3.15364484362472,-0.146154274329445
"LP.01.28",6.67708624197187,6.99262196109936,0.407142857142857,2.9561034439299,3.03745916643413,-0.226468576319123
"LP.01.29",7.12480941884167,7.74625339654567,0.654761904761905,3.18486546804962,3.1732897339999,-0.170486739243458
"LP.01.31",5.13644922133394,6.49499544868376,0.114285714285714,2.85813314574976,2.89371905492624,-0.359016370620046
"LP.01.32",6.39424992824921,7.03273517112454,0.276190476190476,3.00302275014646,3.0266980050907,-0.256621933310479
"LP.01.34",7.15320481514328,8.11602706050233,0.604761904761905,3.36907159544538,3.24666255561568,-0.0789137039082526
"LP.01.35",7.9494781944322,8.37169952038652,0.921428571428571,3.41656118081036,3.32007484463231,0.0250011252540301
"LP.01.37",6.10845611003239,7.51012263249026,0.288095238095238,3.35733959050882,3.1049488084475,-0.153095942101625
"LP.01.38",4.7772076378846,6.48182044865287,0.0452380952380952,2.98777634337374,2.83850514172714,-0.424463905125113
"LP.01.40",8.15765135565109,8.58058369359705,0.771428571428571,3.50647185737367,3.29961401407236,-0.00531313392537598
"LP.01.42",7.18727126370085,7.43227032899913,0.571428571428571,3.17123849904164,3.15686493987853,-0.132317687220851
"LP.01.43",7.67809038456197,8.40873206960661,0.930952380952381,3.34611985830193,3.28013466828639,-0.0531886012407731
"LP.01.44",6.97260294408351,8.35059447677009,0.526190476190476,3.45514660326311,3.18792759822661,-0.0838342611154994
"LP.01.45",5.70545740991518,6.63868260304282,0.147619047619048,3.08114155363919,2.99028463008873,-0.280459195571171
"LP.01.46",6.70674034979184,7.31110109881588,0.423809523809524,2.99623217258407,3.07847040679461,-0.239232318471676
"LP.01.47",6.46708710215813,6.82754675629248,0.569047619047619,3.10672347741021,3.10589850827336,-0.171548150068109
"LP.01.48",5.67462934182489,6.54358168743715,0.15952380952381,2.85426453160672,2.83727018710687,-0.416942772949966
"LP.01.52",5.36363914232268,7.24199684664236,0.230952380952381,3.01102955573606,3.00789660722043,-0.256092155600755
"LP.01.53",5.33066661511822,6.61527368295176,0.111904761904762,2.86756905764553,2.89632615265192,-0.382033005495574
"LP.01.56A",6.78656162684522,8.34224954908023,0.6,3.41616549777832,3.24187200322089,-0.0267490770326536
"LP.01.57",7.46791661883018,8.24058294950985,0.814285714285714,3.37539823415178,3.28305099896613,-0.0175643821703463
"LP.01.58",6.90197364875091,8.05130898805064,0.573809523809524,3.29110860298489,3.20621607033649,-0.0704049213952494
"LP.01.59",7.22657993682821,6.89949005814644,0.366666666666667,2.95828700639822,2.97870399477992,-0.289088395356315
"LP.01.60",5.70349580151156,6.77189754542121,0.226190476190476,3.16673392862297,2.99570962499762,-0.298331206017316
"LP.01.61",5.47204299415127,6.67469949995822,0.145238095238095,3.12569627891888,2.99723193387082,-0.291875181785908
"LP.01.62",6.87641676323418,7.82793697784714,0.683333333333333,3.16567106670174,3.20084226492783,-0.12392258990063
"LP.01.63",8.13746682914818,8.05417254147385,0.866666666666667,3.45876652151724,3.2876352296356,-0.021561532786117
"LP.01.64",7.65660099100103,8.32181096838285,0.826190476190476,3.48086974202202,3.28810516678911,0.00433971673779157
"LP.01.66",7.83858165223786,8.37418783978018,0.94047619047619,3.39238462905586,3.33374212162375,0.0104564274208061
"LP.01.67",5.89604283202624,7.53632928155518,0.445238095238095,3.0743597609655,3.09693980784574,-0.212510772099525
"LP.01.68",6.54221600900941,7.40917433980803,0.55,3.10996823291521,3.14802048244391,-0.174560715331434
"LP.01.70",6.77754173191136,6.57022137272111,0.202380952380952,2.56672382210093,2.75501896770509,-0.464437202811714
"LP.01.71",7.64492657356988,7.93868419954311,0.854761904761905,3.38187418826136,3.26948941772541,-0.0498491159379803
"LP.01.72",7.68744010409662,7.89891417054617,0.490476190476191,3.40029152891374,3.1616843793226,-0.119808168942038
"Test.FFPE.01",6.47742417455658,7.19350135906229,0.388095238095238,3.01281739121047,3.03880610049428,-0.314339033801505
