"","CYT","Roh_IS","Davoli_IS","IFNy","Ayers_expIS","Tcell_inflamed"
"LP.01.04",4.87131930429622,5.76495352111896,0.249299719887955,2.85848374444328,2.77891991573131,-0.346014141022065
"LP.01.12",6.24861363633006,6.44334408148075,0.635854341736695,2.85607682869052,2.89213597799992,-0.218687420815947
"LP.01.14",6.22491558797033,7.07634942688679,0.736694677871149,3.16331217624232,3.05195228170746,-0.0706215996514582
"LP.01.15",5.86720432532335,6.41681756619272,0.509803921568627,2.94083034474192,2.90849068000001,-0.21200382819974
"LP.01.17",6.03333324962462,6.20413238594181,0.739495798319328,2.91820662904218,2.98507574360945,-0.193810432674015
"LP.01.18",6.31326817178361,7.32357282239399,0.644257703081233,3.17820335196831,3.03303486585479,-0.0502592444519458
"LP.01.20",5.37604023592142,5.9483942934042,0.439775910364146,2.89996705773316,2.90226718298022,-0.205746435037355
"LP.01.22",4.71002794864553,5.5262619591077,0.148459383753501,2.86103609699968,2.68428536984553,-0.395065481071636
"LP.01.25",5.79227277396377,6.66588415773732,0.588235294117647,2.9883960659352,2.98157499104114,-0.154521839444863
"LP.01.28",5.82044756145462,6.08372617980459,0.504201680672269,2.78840653689198,2.86729015090928,-0.238237979335085
"LP.01.29",6.2055712353196,6.75474219017797,0.700280112044818,3.02519405258047,3.00108433709181,-0.186276367368201
"LP.01.31",4.44746985648604,5.62299716943109,0.162464985994398,2.70299465552674,2.70979719380476,-0.374905024636722
"LP.01.37",5.26289649844076,6.5340038837088,0.34733893557423,3.20663913109232,2.92590181249188,-0.164055237893053
"LP.01.38",4.16453288383079,5.60797236363291,0.0952380952380952,2.82618570793764,2.65643805185092,-0.439979189190622
"LP.01.40",7.10432541375288,7.5080348314658,0.789915966386555,3.35651009840267,3.12504785058345,-0.00706058056373798
"LP.01.43",6.729783969308,7.38589344725977,0.910364145658263,3.19738915050184,3.11824823887322,-0.0589056513341288
"LP.01.45",4.93675521248441,5.75654507191799,0.249299719887955,2.9199159951772,2.80967699596202,-0.297031902090524
"LP.01.47",5.29969889421654,5.83687722421109,0.565826330532213,2.88550032754048,2.90759962368275,-0.212342556090689
"LP.01.48",4.50299524340566,5.47240350573325,0.165266106442577,2.58974430920304,2.6005611112276,-0.482840302278465
"LP.01.52",4.33099423968816,6.17500369807717,0.299719887955182,2.77220949459718,2.79707597803558,-0.311904405507838
"LP.01.57",6.20237662941126,7.09227539899676,0.753501400560224,3.17133566879693,3.08967741967594,-0.0549109172678709
"LP.01.61",4.39625634838871,5.64078855821259,0.145658263305322,2.89799019243594,2.78243934148728,-0.346026191504839
"LP.01.63",6.75824696625553,6.89509919486172,0.80952380952381,3.25323033166429,3.08030089143802,-0.0613014814580252
"LP.01.64",6.35832563316712,7.14154513412658,0.739495798319328,3.28783623451923,3.0923468609774,-0.0309564850485713
"LP.01.66",6.55818324098984,7.22865268467717,0.865546218487395,3.19152309902962,3.14598992198106,-0.0258393873729083
"LP.01.70",5.52062381586855,5.54305813661482,0.212885154061625,2.31484093485387,2.53094876795037,-0.521823206576257
"LP.01.72",6.34372694388677,6.72010927125137,0.445378151260504,3.1938214160402,2.94823324130092,-0.163290859294588
"Test.FFPE.01",5.02407548890898,5.88035820482384,0.302521008403361,2.73518506534677,2.76561206864697,-0.399051303561329
"Test.FFPE.02",6.25882305585667,6.6935703164119,0.649859943977591,3.11452636854469,3.0362233660897,-0.074295108041653
"Test.FFPE.04",5.22063115676208,6.00970328489816,0.394957983193277,2.80440086517267,2.80906644917508,-0.288172417980119
"Test.FFPE.05",6.67406202622181,7.32539343640502,0.815126050420168,3.1977466960072,3.09370018938703,-0.0589258254882418
"Test.FFPE.06",4.54216477243351,5.64743151871274,0.243697478991597,2.87863903360826,2.70552255503683,-0.364935345433936
"Test.FFPE.07",6.19335831527678,6.79741925730911,0.635854341736695,3.1584406013364,3.03558183063217,-0.0900569784812545
