"","CYT","Roh_IS","Davoli_IS","IFNy","Ayers_expIS","Tcell_inflamed"
"R3388_YZ_1",8.29059764134559,9.84051210322044,0.356136820925553,3.32295673092822,3.34839871308106,-0.140038953915933
"R3388_YZ_2",9.82115157341638,11.5722999017765,0.891348088531187,3.67794005431148,3.54279650459924,0.0521723185431854
"R3388_YZ_3",8.23713959505954,9.94953826250782,0.243460764587525,3.32534743104559,3.26058109480701,-0.198371579860287
"R3388_YZ_4",8.6176161788045,10.4025286486878,0.462776659959759,3.4306514573843,3.38145708376691,-0.153592720953379
"R3388_YZ_5",9.0107181670853,10.3290351897489,0.847082494969819,3.47768358583725,3.48952280882508,-0.124248229056704
"R3388_YZ_6",6.90821846134555,9.75526344077712,0.0824949698189135,3.35274230935086,3.26433137862216,-0.226373068535665
"R3388_YZ_7",9.3490515605111,10.6645535731696,0.678068410462777,3.45251946575472,3.43560684720581,-0.0557508510522498
"R3388_YZ_9",9.27731388324282,10.9054490537283,0.732394366197183,3.61560623016013,3.51603438946832,-0.0105131678291967
"R3388_YZ_10",8.84332584046103,9.96749398730371,0.515090543259557,3.3340565580866,3.37500761524458,-0.127622171542602
"R3388_YZ_11",7.45465509758546,9.59811698718199,0.197183098591549,3.31903507334191,3.27816488430878,-0.2461634353783
"R3388_YZ_12",8.0873258392935,10.4459761360009,0.293762575452716,3.31831409721415,3.36057335365304,-0.0776756991112825
"R3388_YZ_13",8.4120087939769,10.4209908141421,0.484909456740443,3.51240320506857,3.43334648215423,-0.0867784445948566
"R3388_YZ_14",9.11243293846961,11.0046874174901,0.742454728370221,3.57385889740996,3.51326718947301,0.0532008903624817
"R3388_YZ_15",7.07043256457664,9.35644001737714,0.0583501006036217,3.23398845094937,3.178164751416,-0.269588775704148
"R3388_YZ_16",8.64125437250184,10.4913729775043,0.688128772635815,3.49641506460555,3.44619519307163,-0.0193842834066614
"R3388_YZ_17",8.00111432506731,10.2358707729747,0.380281690140845,3.50424006939231,3.41083032427524,-0.108529424037684
"R3388_YZ_19",8.6160503664173,10.1746763766868,0.665995975855131,3.48608410792564,3.47058755008557,-0.0903216868059128
"R3388_YZ_20",7.95906454488566,9.96621197114016,0.158953722334004,3.4246593316267,3.30386328318383,-0.177581967673185
"R3388_YZ_21",8.79023033975304,10.680319150367,0.593561368209256,3.50961133824033,3.45242466904618,-0.0294475952478732
"R3388_YZ_23",7.26779520004763,9.97108402994578,0.132796780684105,3.29852693243471,3.29518117236258,-0.221067777550044
"R3388_YZ_24",8.57218398719193,10.6190249325883,0.509054325955734,3.47885486244909,3.40915966202598,-0.0761711385638213
"R3388_YZ_25",8.69281750728507,10.6915568302416,0.577464788732394,3.54665021400008,3.46245506164313,0.0046285302950535
"R3388_YZ_26",8.1994865317945,10.7859315241364,0.325955734406439,3.46068615956761,3.40150292864004,-0.0747566849583794
"R3388_YZ_27",8.81641405681154,10.5508692475491,0.541247484909457,3.45856056804275,3.43806186755251,-0.0557465251613084
"R3388_YZ_28",9.87827489154044,11.4665315207678,0.899396378269618,3.66071261833587,3.58341293003515,0.0933299432255871
"R3388_YZ_29",8.19397331665266,10.2167505138847,0.436619718309859,3.53467986942536,3.40070396766133,-0.0916405103970664
"R3388_YZ_30",9.58353573799591,11.1852898283486,0.72635814889336,3.64951899511037,3.51244613675433,0.0216241702295718
"R3388_YZ_31",8.20069113529165,9.76662685625629,0.438631790744467,3.38665570974698,3.37377449049646,-0.133921295407008
"R3388_YZ_32",7.86768814433113,9.78281530759446,0.219315895372233,3.38880344837509,3.32788873069875,-0.185816503023568
