"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.148","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.52","IP.57","IP.58b","IP.67b","IP.73","IP.82b","IP.89b"
"Cluster 1",-0.0605179764761937,-0.0682052467540043,-0.0323308159386158,0.0535086080068828,0.0964008914682537,0.114453613784848,-0.0303207952398732,0.133500314440742,-0.0251300926168627,0.0419240081667137,-0.240567296159777,0.0463263554575305,0.0906604101731108,-0.017554876588585,0.0569570658685922,-0.0155099293356922,0.0370534909417827,0.0642882936570485,-0.0194256543163093,-0.0290526034656092,-0.0855386313174397,0.0121965876665832,-0.0149739781224375,0.0726045190404669,0.0419418479786886,0.0110255973919357,-0.00949822015089481,-0.0383971947049453,-0.0262549310462738,-0.0269279192419384,0.012175257434078,-0.00929979199666671,-0.0535989345936523,-0.0295783826520182,0.0256647519245488,0.0789024519880674,0.16958262580836,0.0663602955507068,0.0793221347532744,0.0499321890691493,0.0966964013939106,0.00770347734881114,-0.0161184505627706,0.0354430917750838,-0.0124783554209202,0.0754727810361195,-0.098860854317735,-0.020521263057539,0.0533302349960713,-0.00111659757973383,0.106379847084408,-0.0140006313413732,-0.114068067036679,-0.0680015514106859,0.00696329792557982,0.0883119537195044,0.191367165562095,0.131180659677254,-0.0320774307185101,0.0981359940712314,0.0925703643629274,-0.0153686655614421,0.0658898475430227,-0.0166164676750348,-0.0410200885346705,-0.10486904984102,-0.145408498479794,-0.114995449094941,0.049658806143755,-0.0753293774636205,-0.151225917567112,0.132564555531563,-0.16322548457377,0.147645204911372,-0.100199204507011,0.0779112636530947,-0.224209456454111,-0.181306720240029,0.0209241740492404,0.250640812656456,0.109542441671959,0.0712480471986744,-0.161004388261256,0.113548705629089,0.170936312817545,-0.0111303741803739,0.0459867112273858,-0.301667123781746,0.032901421232183,-0.0629987961900228,-0.201451925397676,-0.34578142382233
"Cluster 10",0.084405786288461,0.104178258930922,0.0521596767456986,-0.0892555709472251,-0.045025279459516,-0.0712661539640552,0.0457501202735757,-0.13306982618013,0.102228799699283,-0.0456012673753208,0.0889246554097847,-0.103645736807878,-0.0691529493132496,-0.0402911032951087,0.00565417644863487,0.0806981933899774,-0.0389736232991326,-0.110260355869093,0.0690473315190634,-0.0280085936893133,0.105730028950204,0.0127417810105911,0.0081136889418932,0.00847628797319834,0.00276018487426074,-0.015354726265204,-0.0669849468427642,0.0605074555430152,0.041531646116066,0.0968997064885948,0.033464941164471,0.0851859857601076,0.0707631400146822,0.0419130765122372,0.0237531100552737,-0.0250746020142777,-0.129013824883544,0.0320807003847691,-0.0902393967786916,-0.0285043498828876,-0.120965213774139,-0.00519876831016665,0.0220202086279781,0.0533727499148129,0.0606341696521044,-0.104053523357427,0.089218815768946,0.0738119435084298,0.00958232077976756,0.0216328372993589,-0.125326069238269,0.0968915144030384,0.114153344921019,0.11703401025814,0.0163439972012212,-0.00188119638745743,-0.116661790970951,-0.0774699294091059,0.00345236016015183,0.0283790766193716,-0.0674207403982339,-0.0283890937428366,0.0558097402286532,0.0167111288894962,0.0277912046165062,0.00423397417385402,0.113152796973266,0.0626473257023139,-0.017654363476853,0.0912081685691295,0.0579744416407918,-0.0677544205649205,0.131087854572476,-0.122972545361617,0.1200595126847,-0.228353891371601,0.165498907488449,0.190593352540475,-0.0313760446188764,-0.29845174046376,-0.172962830522259,-0.21093018597729,0.100219135196672,-0.216534606951228,-0.19667991060171,-0.00784855703585236,-0.128940995730561,0.0968008224566166,-0.0357354357792581,-0.0133648834829043,0.0914122899245104,0.237952307127652
"Cluster 11",-0.0849071962923435,0.0537438479837136,-0.0582163534622664,-0.0128516781076492,-0.0139064505337261,0.0440000261497083,-0.0875671327764259,0.107731760297288,0.0120365265314507,0.0547915930448385,-0.00663983856826454,-0.0480012742559313,0.123618340107768,-0.00477234060879943,-0.0493597410023788,0.135090085454233,-0.0135900571560157,0.0137355281139853,0.0575156949276025,-0.112091321465954,-0.0599975894921291,-0.0281179689023406,-0.00232955174451028,-0.0917072784632639,0.0360970241048431,0.121267938562771,-0.0149661923680256,0.0594670976009474,0.0184996837140601,0.0648545669816935,0.0172087464536156,-0.0303323560292188,-0.0706191087050762,0.0154060136653407,-0.0205759414496414,0.082523475852374,0.15551630757708,-0.0184482691512773,-0.0418421815300082,-0.0293880069024504,0.0221968818941235,0.0409844307626482,-0.0256978526578871,0.0224090836268789,0.0455174901251257,-0.103382225305233,-0.0812617655330369,-0.163275168903677,0.0131958735358508,-0.161697228316886,-0.0174809397870914,0.0786609324595405,0.0362841259034675,0.0561616455624633,0.075198543969036,0.0014645997365158,0.0286716929846284,0.0640905273334308,-0.0389440587474941,0.101224687075646,0.141169428635236,-0.00966416003099779,0.0243244776470271,0.00275691351390699,-0.07724921751876,-0.119585457800857,-0.0129730011309608,0.00513945063869855,-0.00618920580965426,-0.097316449535325,-0.0264450287199652,-0.147002445883488,0.0442362287090301,-0.0319737551292784,0.0954311541484778,0.284452056501625,-0.0978301055672147,-0.0958882434379618,-0.162916626746916,-0.205719588871543,-0.166209702978009,-0.27152174645312,0.0501751737795688,-0.147693122826792,0.35498251902147,0.219492887262925,0.0018213657646196,-0.106531094420099,0.375915714558384,-0.030662412418243,-0.103795928708894,0.050072219933449
"Cluster 2",-0.128861408068934,-0.0797320400723177,-0.0579732685719777,0.0417792384550992,0.0381775065830759,0.0194488313403138,-0.0706945934133621,0.140829409180851,-0.124232500830548,0.0321409810533009,0.0557154896853886,0.0616112837488716,0.0998877101503189,-0.0294149795524128,-0.125339827505675,-0.0670459038559118,0.161946195170749,0.196014787604916,-0.043242988842463,0.0336721738691911,-0.0577599986375067,-0.0734603849722816,-0.109022343189205,-0.0587670288621043,0.122577142644028,-0.0294814588014681,0.0609910173364249,-0.0190308852699941,-0.0428582896545056,-0.0212478714900796,-0.0490779720560841,-0.0399616398030063,-0.00436639041474724,-0.026376223028647,-0.0367862723357125,0.00178813037764772,0.258691133934543,-0.0938876912368659,0.015935132262034,-0.029520910482918,0.139070164285565,-0.0160395665548042,0.0849237203085901,-0.00898177317323229,-0.0226317570793884,0.221510460642657,-0.0186026154314362,-0.0507495261002475,0.223208505556954,0.0289153137380807,0.0734645051222095,-0.114557152277332,-0.0333571923740963,-0.11106860037472,0.00186015507197773,0.00746920269843494,0.147558457777372,0.0211764889614767,-0.0176452501732018,0.0749742108247469,0.0119437270145784,-0.00306273710239806,-0.0243323227763326,-0.0343844447529074,-0.0228562507632308,0.0226969739670684,-0.0396014522839263,-0.0499526310505283,0.0241642313769896,-0.0180558996791198,-0.0802582940191209,0.0750991984421701,-0.158401256023749,0.0633622605192309,-0.197357454723784,-0.128230231260715,-0.139008654938048,-0.0935344075953223,-0.100317585575088,0.179065465379362,-0.0358391094815569,0.113502242691876,-0.209112329057612,0.101136604673524,0.192461283389748,-0.00686241514209728,0.0773173423406678,0.0413101674138034,0.0728048202975386,-0.017643514455336,-0.0341583967379275,-0.135455973985389
"Cluster 3",-0.0769755751996323,0.0447194232565924,-0.119343663512919,0.0932944019267676,0.0386745720302922,0.0746884138378601,-0.130803961403446,-0.0705278722592241,-0.0108320565207848,0.0735811791510454,0.226698476644092,-0.086649196899021,0.115100126175761,-0.0463471546998681,-0.107013269337203,0.0665604321462591,0.11648065157316,0.0586801848287664,0.0388856435181881,0.125358514576549,0.0542032240224461,-0.164197613434836,-0.214451206415399,-0.0857767543286035,0.0734876820139295,0.00270121966317234,-0.158582504703789,0.072461671377098,-0.0068319104221275,0.148380747656874,0.0195815339216039,-0.0169900016467052,0.072436663699577,-0.0633666744350997,-0.0440428826592865,-0.0366263566996796,0.0447402545077501,-0.10986069606014,-0.0340543547605185,-0.0542144610600783,0.0317139880772182,0.0481103964123843,-0.0399896041515456,0.0391481133432995,0.0911093173145553,0.0860309664780067,0.0745405828728972,-0.0247856415521823,0.167587572326339,0.0387859365406162,0.0134778842541859,0.00308721342231285,0.0455205756319627,0.00665216180326935,0.103136540456265,-0.0338167676484076,-0.0151784104796527,0.0185519221399281,0.00118028664938935,0.161586354308774,-0.0214810039449527,0.0547837720794052,-0.033064722708173,0.0207485122912629,-0.0268199240510342,0.00681262689852271,-0.0443337656406084,-0.0192349143250164,-0.0188955731466778,0.00632152165165655,-0.0108701575623857,0.00041223763335155,0.0242532717651093,-0.129466866357787,-0.0612272801239584,-0.294499458812412,0.166989506879693,0.161436696679729,-0.178740561806579,-0.202113770627361,-0.234763796465467,-0.0560611687111967,-0.212208572308038,0.0312496400910612,-0.148444653979316,-0.0667072633637616,-0.0709210055441241,0.179760980426225,0.0149873072960966,-0.0718798570749982,0.247122159040904,0.24717984555179
"Cluster 4",-0.000174104802744559,-0.0479889723485651,0.0224677222757533,0.0341888973117139,0.012658851793241,0.0939436811165723,-0.045000202184868,-0.0280579380637131,0.0342453066744025,0.134152696242704,0.0300602739155238,0.0698601353977668,0.0115130494826884,0.0427947018473943,0.0947255988224911,-0.109101145668557,-0.000616381417857446,0.0069948722443068,0.0543541787698238,0.0859626994976292,0.198508299808116,-0.0900425446800454,-0.264325853920095,0.0463383710907181,-0.128826310731949,0.173177631624773,-0.105411117553913,-0.142507355265459,-0.000489126942794741,0.0921807965734892,0.0924816824777262,-0.240282423583174,0.0881042314215068,-0.0866365690624731,0.0870028467721714,0.00829130097882276,-0.0486915577602112,-0.0334432332633053,0.0596823162983381,0.113122684121309,-0.0275997649562097,0.101145020449153,-0.0684236185759786,0.0304464105560463,0.046720759903255,0.0960520233827803,-0.0261211917629209,-0.0393857500498422,-0.0774126280640026,0.0660592486080328,0.0484643056963117,0.0594053041528978,-0.176612079038485,-0.0201097922123954,0.243590753203324,-0.0591095609520806,-0.0770971407994474,0.0696492728694679,0.121345684308297,-0.163620720398389,0.177196473878002,0.196638746204516,-0.0743569366815548,0.0905351704319368,-0.0529384573409308,0.0923931740817365,-0.201901285308368,-0.120083161764909,-0.0352171812191171,-0.0624881044278982,0.0582620997526573,0.0663885846301322,-0.0970831215957271,-0.039590717664775,-0.165570985702594,-0.100355313772338,0.205324608849213,-0.0993808788501207,-0.151442512079629,0.0212708682343301,0.0136475688330389,0.0027884196997109,-0.257992714894547,0.0441002326416154,-0.179496832977015,-0.0174284044423542,-0.00785136463904521,0.0294666678516987,0.155617205647688,-0.00693059588510084,0.0639419262987461,-0.0100677034180681
"Cluster 5",0.0713214589520223,-0.045447410451902,0.0869466259739482,-0.0770076438876899,-0.0101746486638766,-0.0219200103215661,0.052285030538481,0.0706538088857426,0.0648817216948283,-0.0191178962774718,-0.280678447202516,0.0215332178364284,-0.014568909988391,0.0805137951533615,0.118505504205003,0.0422381944140776,-0.0842730181313745,-0.0522303389626289,0.0113030850959323,-0.147037393489806,-0.0493942005462527,0.142486681155986,0.124186850161372,0.0641754250085323,-0.0639667268470566,0.0116666966085685,0.073463924036985,0.0361575509984231,0.056511353975266,-0.0346574241683599,0.060303896076499,0.067465127922308,-0.0441887942823018,0.0432817811262128,0.0604284883284874,0.0728431262867173,-0.078280073673247,0.100045642332558,0.0392768097710617,0.0736359371423628,0.0206830155282024,0.0111654280393583,0.0173004234761707,-0.0319562656235153,-0.0550928310415574,-0.0600734756544764,-0.0855773710667826,0.0125774071243346,-0.166905332163339,-0.0617307970538029,0.0467662103546131,0.0119277273463076,-0.0184806135764343,0.00849969763847732,-0.0307489327083149,0.0505837160800306,-0.0184216140588737,0.00532605729559315,-0.0554025728491684,-0.0641496915077327,0.057876736065624,-0.0658399017813346,0.0344297302666548,0.0529965436165182,0.04521633020386,-0.0750047157338821,0.0451530732252715,0.0206631017215559,0.0487607229718957,-0.0327808549278417,0.0515153750653329,0.0223463235697153,-0.0544723672924416,0.11766846737442,0.040929772634827,0.183485465489698,-0.198682206112751,-0.220517525898484,0.110715434832934,0.0731848786026266,0.179223973028896,0.0301691926268401,0.0882199326810583,-0.0167441901318813,0.149691864953776,0.0248253660528196,-0.0110431145436824,-0.288024545606499,-0.0540369249487505,0.00906962461894321,-0.257175587827321,-0.271278957164212
"Cluster 6",0.173869619114699,0.07845455435526,0.131094811113152,-0.0994004433773572,-0.0268345071670531,-0.0506059568202941,0.122662475739653,-0.058047061957182,0.146375571880295,-0.0375907505529654,-0.161268175076072,-0.04188806187011,-0.113237416082584,0.053958961723551,0.14710472618067,0.0566993282149392,-0.0934194994900492,-0.198490632829224,0.0659923846781852,-0.0745510575596073,0.0705362152083227,0.168777612002142,0.0993113558526989,0.0870540947733912,-0.106525869947349,-0.0185902012350016,-0.0324489561196224,0.0145039235192711,0.0735150303028636,0.00821785000722886,0.0499331481226025,0.104432967947735,-0.0224523382201385,0.0280340043546685,0.0382778539745072,0.0486712346139851,-0.211191228950591,0.14339903441316,-0.0295575986194847,0.0505256321932811,-0.118523442481579,0.0314900246559603,0.0141459689104853,-0.000804886992302078,0.0340029395630076,-0.163554566650125,0.0164783110618331,0.0674764423411158,-0.151394990134214,-0.0332453416655222,-0.0863663708691551,0.126512076639903,0.0174553625534813,0.134946865256698,-0.0514264074936616,0.0559452603180114,-0.105253661544101,-0.0503974443299714,0.000805336658725988,-0.0449746271460625,-0.0497345357522081,-0.075533475561079,0.0997409105251513,0.0605725282003698,0.0645154002720453,-0.0398553491787104,0.113607543979708,0.0838086347220226,0.0235868262108771,0.0434395845832846,0.0778055339759807,-0.0286405205401346,0.068978117597869,-0.0450107080943964,0.14210117164817,-0.010553184432898,0.0277061898945105,0.00379106230554838,0.0670197990294373,-0.13223019046437,0.0524824437552352,-0.0920789856962215,0.14799160586451,-0.159597873220567,-0.110688206307833,-0.00134969075882604,-0.136708051759896,-0.128163159691665,-0.130917554011697,-0.0155303853048244,-0.123569166809224,-0.0756057980442743
"Cluster 7",-0.0761367088041671,0.111920626265366,-0.127800771007791,0.0372791831663495,-0.104944833326667,-0.0280059606093132,-0.0247619089118329,0.0318249270684162,-0.119265528144519,-0.156307065910266,0.262711742579961,-0.0079923686065927,0.141673378306712,-0.120092684810754,0.000785253344010046,0.0916735512625468,-0.0723422718394764,0.078762826069763,0.0249012741602849,-0.0140490013890186,-0.0372035212382507,-0.0483531403235862,-0.0719704364331377,0.00747974408810021,0.10032321982915,0.03692612917614,0.0554476754141328,-0.0450162615325675,-0.0636702003954805,-0.145631668436221,-0.0304204165881628,0.132471582724402,-0.115373959119892,-0.0874193816666432,0.2249382220406,0.0786329249044612,0.199001338066979,0.0607616176239846,-0.0959059492942379,-0.105776972529856,-0.0999157258332891,-0.192477547294588,-0.154613655608961,0.18171834588757,0.0622437748386163,0.0988720286520401,0.118695179988959,-0.0399992918122733,0.0471592522496326,-0.0541750927443573,-0.0221777611356943,-0.0745664496060886,-0.00762207560536582,-0.021867027401494,-0.0732950231066723,0.0380132615377062,0.0594500982801302,0.0548390378970129,-0.0480688126892436,0.190880311734712,0.0491648391736194,-0.0868358903506659,-0.0158504598200746,0.050591148113817,-0.0476078965404479,-0.111469100824246,-0.111644376349913,-0.0631791052913233,0.0457074389048392,0.115932556897404,-0.0768554666452079,0.0162668195404678,0.17589902709528,0.100994078625216,0.0470369392882443,0.0620933067815329,-0.00319819887335422,0.0443524115252224,0.17167668588931,-0.0049237103050829,-0.112436645949826,-0.307268424949376,0.0580544153838635,0.00628778987806963,-0.0567409195448705,0.0513097326897374,-0.168065423081627,0.215207296874618,0.0308343205510722,-0.199463579002183,0.023935738918929,0.0580276179956815
"Cluster 8",-0.0132342726101164,0.0776494196543384,-0.066520340217663,-0.0696081969721563,0.0512636079530839,-0.100305408305024,0.0669837923203881,0.010559092986407,-0.00799514348368893,-0.145649359859346,0.0803072002632767,-0.075119332769264,0.00970403020013808,-0.204224117240726,0.021745385854724,0.0812876258561666,0.0267692676116861,-0.108862598649231,0.0193511177268707,-0.044916310803932,0.0333566460856664,0.0803055904192079,0.0854799847252327,0.0441694834947448,0.113282069820644,-0.0359519024186994,0.0111395563270868,-0.0410357389590705,-0.0705921806378309,-0.108950570468361,-0.0833099563812149,0.150056848132038,-0.0370896724508742,0.0317506227657076,0.0906986285291325,0.0338715599738491,0.0467694533873093,0.0469849548967077,-0.0869362378103331,-0.0434933835949712,0.00383261078664872,-0.108928237485739,0.0113497066350467,0.0708443720513076,0.107095170085392,0.00242048159863545,0.136369458312562,0.116636813317314,0.0806255372052641,0.0512703836511075,-0.0537877794134562,0.00741561973979727,0.00725365268737476,-0.0781549120786014,-0.120456674275511,0.143683382929415,0.0788170662970477,0.00273647630143663,0.0222268438381904,0.143515973384233,-0.185160928192694,-0.149764131783531,0.142012142918691,0.0550514634778571,0.0433022729340927,-0.078001012405267,0.021748421706567,0.00675049291762155,-0.0126675239524938,0.0910086980998441,-0.230258856569073,0.0705220112274196,0.0931753381339157,-0.0765698306602959,0.129139684238764,-0.186192588081286,0.0808130825125753,0.139174138813534,0.120930404238568,-0.12578535647815,-0.1318857916926,-0.169671895868058,0.0561224571675821,-0.114807866763873,-0.107856945457797,0.0707914842440686,-0.11392980521146,0.150109970577626,-0.113120177247751,-0.140716752552753,0.0774386694923666,0.0938415692966213
