"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.08","LP.01.10","LP.01.12","LP.01.14","LP.01.15","LP.01.16","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.23","LP.01.24","LP.01.25","LP.01.28","LP.01.31","LP.01.32","LP.01.34","LP.01.35","LP.01.40","LP.01.42","LP.01.46","LP.01.47","LP.01.57","LP.01.58","LP.01.61","LP.01.64","LP.01.66","LP.01.67","LP.01.68","Test.FFPE.01","Test.FFPE.02","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.08","Test.FFPE.09","Test.FFPE.10","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28"
"Cluster 1",0.0662431149740176,0.0272308703882391,-0.0155208304300761,0.0713613589646717,-0.0302914914562086,-0.0155695521339665,-0.00566894696097938,-0.0207248780991103,-0.0446375058035308,-0.0803107982215846,0.0493212668439371,-0.0411186551036609,0.105928678778495,0.0601895100235683,0.00116724079569254,0.0112434084047376,0.0150887723363785,0.0434218575054588,0.0386773662683411,0.0142650250868479,-0.0172125322961116,-0.0634516100511568,0.015190485982687,-0.174245518423089,0.0573399001121972,-0.0728105844382623,0.00931488357198511,0.0592016222833725,-0.0237423304331354,-0.0469669725135329,0.0861483311203541,0.0140000235831301,-0.0426529271426004,-0.0197510980468237,-0.0171181383441572,0.0862068223340961,0.0293216898827743,-0.0262027176419353,-0.0406715938855699,-0.0701316236546078,0.00669282646433924,0.0263918722420316,-0.146236094869023,0.0246325693674691,-0.180371451669187,0.129777859277464,0.0398430871044107,0.115272555097144,-0.189851520210102,-0.0759885279820818,-0.0644815587993197,0.0812436656050996,0.294847978639101,-0.104325694862471,0.17666927660262,-0.0475141335544619,-0.181794660224769,0.0524710897533485,0.134363094518706,0.115318973113046,0.0165210690122097,0.164478647266989,0.00530856959978434,-0.230634963178637,-0.272033210902128,-0.128551683380153,0.103267782282405,-0.0187148666876644,-0.189976779196805,0.0717333547129592,-0.0432760164230454,0.165675536339124,-0.015726095667614,-0.0255234791409204,0.0750104730738504,-0.0991757811896906,-0.0902518427609835,-0.0543751132534782,0.116726434951006,-0.159576134733967,-0.0491858888915069,-0.10601890983309,0.0705673899240473,0.0294350123303256,-0.0715646185100193,0.0312818423293247,0.0828504045035722,0.129751645487849,0.0668217792396299,-0.0526284405424014,0.237545744816585,0.0373017018829438,0.0208571486572453,-0.0179919313402585,0.045912792780881,-0.030369021818105,0.124120612795937,-0.0442547361168075,0.00369395591192166,0.0146874246838502,-0.0282630087503077,0.258663970691614,-0.0338077853046768,0.0492232300609695,-0.0385084406618767,-0.0109764220801983,-0.0538091026468196,-0.0168786910631192,-0.0614345904877723,-0.0515071669635121,-0.0481691046328116,-0.0283448131448506,-0.0497703620165121,0.00083934821046167
"Cluster 10",-0.00586646206351974,0.0186155034308874,0.0349421149775144,0.0545340859637111,0.0186757752483173,0.0407173384020856,-0.0139158685869027,-0.0690863511739502,0.00214817852815183,-0.0854915847208485,0.0364000239252029,-0.0273806513151965,-0.0375702866208808,0.366126898106602,-0.0393737897995513,-0.0752615597934174,-0.00371279501128594,-0.120540140534239,0.178691405854133,0.140966000042937,-0.135605280254916,-0.106189839117283,-0.0307235417771158,-0.0444393806965399,0.150940375910119,0.000750301987445903,-0.10109543069396,-0.159005914935556,0.107041230136114,0.00880928572387506,-0.00203350250209954,-0.0539166639014439,0.0997746988104537,0.0730655327615128,-0.0186062281235467,0.0428757612875415,0.100982339189326,-0.115387471933368,-0.0329264949457568,0.02169583041576,-0.0715659217767385,0.130379837433368,-0.0634461775321312,0.0299424021206371,-0.00535452368330154,0.204337244552342,0.0694127834482785,0.172077781698757,-0.0080254647365111,0.0123448126804726,-0.0562936427152054,0.174786992413237,-0.153092313966226,0.137644851146166,0.137860023430238,0.0717451526260346,-0.00975671069621845,-0.15664251490699,-0.0194195810433569,-0.0348042735843954,-0.0362185224578204,0.0856559968404286,-0.0886250256806899,-0.0432097201510112,-0.0639922205829041,0.0167985917940048,-0.00522110812855998,-0.0500872764085088,-0.161597922112005,-0.142763635325951,-0.0902232898738833,-0.0281847134032042,0.0713237899781837,-0.088756989395374,-0.0589025999670464,-0.0155195581463467,-0.0524808605044164,0.0659475599147121,0.102221906908794,0.0432859782049919,0.141292141319116,0.0301589125254337,0.0211226050560612,0.0188620201074795,-0.0554941062611949,0.00663822242369946,-0.0492576863852862,0.0792287657921487,-0.095164353208092,-0.0627251398669298,-0.100970173363183,0.0200625694551818,0.0512177606179956,0.0317842318647049,-0.144001051328477,0.0184410127593065,0.0257347961126859,-0.0466786344299172,0.0558167538215421,0.131965254076898,-0.0588882870518467,-0.0551159358655688,0.237303949087663,0.166976177269468,-0.0341621988089748,0.00706604084530753,-0.074032778284112,0.0208569597090501,-0.164687411527743,-0.145331693065116,-0.0167234178217491,-0.125923947803762,-0.0887976546161924,0.0122217162322436
"Cluster 2",0.0475975367099628,0.042256318423052,0.0508038241792976,0.0544571419490663,0.0595991859598573,-0.0120275240598411,-0.00522048612184514,-0.0865855863220449,-0.0275681061828471,-0.025217616051777,-0.0839655419726129,0.00909042527534464,-0.0353151739118643,-0.0320113354720808,-0.00769435204815482,0.116580507116439,-0.00286117563361657,0.175052938466625,-0.0166455439245723,-0.0122943587623395,-0.0987806265415155,-0.14660280501453,-0.188759763649256,-0.0595877469345449,0.0428174387785024,0.021906049234956,0.0187379448397572,-0.0504832580823399,0.101458970437208,-0.0559817036602661,-0.0402137505093461,0.0276284660289189,-0.0282584938431895,0.0335226435645275,-0.035250161373027,0.000834635847126036,-0.0249557770484389,-0.0989860875535868,0.228109802912062,-0.110455860135715,-0.0483693194991041,-0.0845341020077955,0.0125895070945559,-0.0342721779663567,0.0248029549950335,0.0322384293090158,0.0304607970759212,0.0799856080962211,-0.031255817111303,-0.0269424370005316,0.0193171886442985,0.110693760566306,0.0408266411377439,0.0652662335571132,0.0139036174438209,0.028532166845366,0.0924877912489724,-0.102180604286207,-0.00542505379717923,-0.0289079409844931,0.0337175893001034,0.0848718456050293,0.175091113081495,-0.0630859291551388,-0.205260635399964,0.0254145649081767,-0.107096098969239,0.173586134925572,-0.0985187525919188,-0.116899131707183,0.0115625283481475,0.0672561597132582,0.0676109427243594,-0.196519243481756,0.0613603232454582,-0.0805218659955306,0.0732072637558766,-0.00134571664498583,-0.0803656672942157,-0.0363878080115999,0.052294353959125,0.108115923086092,-0.0345767466748182,0.0880361489537134,-0.057126459814344,0.00518619816547897,0.0292211003109408,0.0665500822861094,-0.0127084173311379,-0.0322596300671984,-0.0781252476796064,0.0501443244408526,0.0324218972805319,0.0290679100539326,-0.147149513433766,-0.0116675999902604,0.189545668751248,-0.0600819482923217,-0.0724771108310655,0.0488941004451189,0.0857874058999162,-0.145860247147187,0.126225784001951,0.156168501414072,-0.0687852543321982,0.0797283164262191,-0.0324845823016786,0.0891051289960385,-0.148745653478205,-0.0823695201563649,-0.0306210503102437,-0.0500840735282674,0.0696179328083504,0.0373864234582803
"Cluster 3",0.0733562477767068,0.0650978635516239,0.0823700186132758,-0.100833536363665,0.0499847797935929,0.0372185554811581,0.176675858057084,0.0102999702862732,-0.0257709262168548,-0.0407617161458721,-0.120737196054127,0.0749485926501165,0.0349793637425847,-0.128035838091429,0.021211043056553,0.0513834464556407,0.00904560502534632,0.124924220171998,-0.0121702936636951,-0.111467404278919,-0.0248547700930951,0.0197845688748743,-0.127305851493882,-0.0831675060544223,-0.0837402406730533,0.0543312155017645,0.00104586337325857,-0.00405278166850301,-0.0558067700417008,-0.0923834978760946,-0.0642107412176321,0.16616126875411,0.108450350849952,-0.0262143554025278,-0.0521804760009638,0.00689401730909546,0.014980790921703,-0.0554477977601901,-0.0167877825574727,0.0190313827452214,0.0502133553118065,0.0288019119912768,0.187820803694187,0.091442535011978,0.152064646275772,-0.12436042474127,-0.0694954196521072,-0.0312518264562119,0.112875456649365,-0.138335666002475,0.165007039797855,-0.0197649353403204,-0.1029586293738,-0.0848700883431286,-0.147144073783852,0.0685003356231278,0.0897898292889309,0.0707751736772606,-0.122693866694313,-0.183395874541991,0.0536068064614485,-0.0672249861241139,0.0855837105624549,0.122003985148882,0.0267328519958963,0.0399745459147547,-0.153296597900431,-0.0322455466912904,-0.0862832792224687,0.0592597842889713,0.100642794638408,0.0939741203581071,0.0526308481653592,0.0655558817637446,0.0210713576792223,0.0101374056175259,-0.00816263438591255,-3.77908256707452e-05,-0.296336312509455,0.0783424438544246,-0.055916615703203,0.0421097556914374,-0.149712898203358,0.0544141209049642,0.0321879214817951,-0.027303695790564,0.0245563332759221,-0.188764693180406,0.019190681906636,0.042412716910284,-0.168559535476041,-0.0221213532131884,-0.122369095581828,0.141162194254,0.0642888165415137,0.178911792056008,-0.0230862758057818,-0.0306557090308121,-0.21518910555262,-0.102208967002621,0.00138307412255863,-0.103597252401072,-0.0231684681640894,-0.0166121103156331,0.0383781401621383,0.0421802444606966,0.0456107745984036,0.0067416845101498,0.14650956718032,0.111505291779706,0.00353950410002019,0.0496212734600818,0.177779615144479,-0.108412939639678
"Cluster 4",-0.0663741621543492,-0.0397830502717476,-0.00737381032040487,-0.111469759953052,0.0282447363324119,0.0356607828208372,-0.0295510799402168,0.0227776233473291,0.0569719925428723,0.0535208282416819,-0.051141713972434,0.0258145900102189,-0.048856106161952,0.0215953459692968,0.00479458214175201,-0.0751867402863947,-0.0589108973607832,-0.093989393433236,-0.0350523336700002,0.00142917511809068,0.00944095288448013,0.073039564533586,0.0210166962831603,0.203915729260649,-0.0395568192588808,0.0801828496749533,-0.00903455762804077,-0.0556373046810932,0.0573388851160871,0.0543487014826936,-0.0618949957143405,-0.0898925209646178,0.0326459241067262,-0.0107136870766003,0.0256009524398992,-0.118794523576423,0.0138560545338939,0.0185565680730309,0.0243855569853568,0.115062837101678,-0.00785029686220285,-0.0254820399007,0.114996792487369,-0.0610086388754814,0.14336979583516,-0.107715681744053,-0.012473167284612,-0.129244710683861,0.148670035795411,0.138968714708258,0.0580641056618465,-0.0621434868217442,-0.336977248806661,0.113110845039969,-0.152426966107561,0.0649604535256957,0.178023771284451,-0.045716715673823,-0.0774045492146065,-0.0833473344315608,-0.0294257365855181,-0.163056889813238,-0.0647414587423571,0.217746553768233,0.27267353515017,0.102598023281229,-0.0889007954138344,0.0151112666847033,0.225212828461421,-0.0325303201098604,0.0729948368609735,-0.169507957369465,-0.00320951992791725,0.0683439936941193,-0.0667270334180288,0.0728175857414525,0.0785320931646072,0.0752626257976322,-0.0821821355177785,0.14273364628754,0.0637078029296226,0.100554162816275,-0.0315740412909937,-0.0470456009463344,0.0888854131230684,-0.0414105667181594,-0.105050767430772,-0.107378979724622,-0.108836665132906,0.0124327600654797,-0.200695000079689,-0.0407516249170908,0.0303749038184119,-0.0674860468761158,-0.0750472398984058,0.003090058622046,-0.110856430659192,0.0479483686752063,0.0720641682523818,0.0195972021044373,-0.018229101949748,-0.221157782749542,0.0433103662805791,-0.0914784249965448,0.00494934901397506,0.00403633737233936,0.0587642330009424,-0.00599807230452957,0.0561560736426662,0.0540589004208963,0.0560877721569387,-0.00783921572099046,0.0712972493902001,0.0144141472086753
"Cluster 5",0.134420221352622,-0.016413305571048,0.0550452426320423,-0.0605334808086805,0.020619726812615,0.102002384116178,0.0156491988183459,0.0996150241711454,-0.137699392582714,0.0354870687969731,-0.0579319383986769,0.0215631654183073,-0.0102698421769428,0.0100434562718163,-0.00209938315230767,-0.0583449824634815,-0.0127190708091083,-0.059553383809579,0.083214654210418,-0.00206570043458957,-0.0111991447379985,0.0398132934698392,-0.103480253994066,0.0793820863577677,-0.0764783145617407,-0.0177297242449238,0.0135759068443376,-0.0093389890239502,0.0980615871442037,0.121946460527443,-0.0147470500250822,-0.0560342220373143,0.0414797377698402,0.0298096219645652,0.0213429175134081,-0.251874130156794,0.102060253409092,-0.0588210964716165,-0.0963916137388902,0.100224063371716,0.0419839091334729,0.134852574805314,0.0590295328255022,-0.0655183906691734,0.0233480700599021,-0.0726571808304211,0.0143885246403949,0.0605333525739252,-0.0472579828824203,0.0358174817896885,0.0959925116142005,0.00806397802555732,-0.414547100650453,-0.0680366295840385,0.119336946157634,0.103078987518906,0.0979749250073833,0.156421185156513,-0.120712208649036,-0.114971772030004,0.0332585931984033,-0.214367296282966,-0.090204630007279,0.12255014098894,0.00492485338216442,0.0419428876297379,-0.0760573892152594,-0.0377879175858756,-0.10074640658422,0.130806338303118,0.0524954675871037,0.0530400743088382,0.118865434955512,0.107518592521886,-0.0830589608373914,0.025575856114813,0.0326816553177032,0.100049706699447,-0.118088166521884,0.108037547864824,0.0690287744820086,0.0743695509957734,0.0444689487952289,0.0367110217780818,-0.0699895396007351,-0.0553857581354963,-0.0469160160824884,-0.0767841477755019,-0.133277544694832,0.00952349858962759,-0.236880839672337,-0.144867001182255,0.0810624320527014,0.118974316075864,0.0100210486089611,0.00392315491520624,0.0383041635620133,0.0766743170906179,-0.099499888077895,-0.0172022179995085,-0.138122020740379,0.0524549400617496,0.0610262747406933,-0.084883694018573,0.0855152021468992,0.111058306041808,0.0394361411410801,-0.188548888664215,0.0196251406083357,-0.0186340462030006,0.0562914747628476,-0.0980103948156066,0.0365178366735924,0.0138273069161056
"Cluster 6",-0.124060236737797,-0.0882544611279346,-0.0980977101795869,0.0902165874371868,-0.00266009800889164,-0.0674408885152536,-0.142262331395994,0.0533107996248901,0.0736002440178889,0.0862965348999451,0.0875854345230289,-0.0233058731044987,-0.0909050338565423,-0.047518260663682,-0.0353893843308026,-0.0795061253195656,-0.0122641825347088,-0.137091800418615,-0.083720619824423,0.0982903072935946,0.126389192362889,-0.024365224445126,0.193130120884659,0.214637601930385,-0.0552496743368005,-0.0885873988233571,-0.0442563812589371,0.073503890348255,0.280765637418085,0.165172448002559,0.0028951129302927,-0.170553573260471,-0.13833126428751,0.0236523178306809,0.0209349789906634,-0.162535054528545,-0.0909489534061704,-0.0142210607465608,-0.0349654416938571,0.0925687410866023,0.0462297385515856,0.0618414489133201,-0.117978749608666,-0.101477949446968,-0.0168015419355975,-0.0852726314581307,-0.00079521633694257,-0.0290599058788552,-0.0477424279749909,0.199360849707207,-0.106867646462285,-0.013323315963782,-0.0855066704038729,0.0238270151312636,0.0456120885399092,-0.0747116096995387,-0.0875994114822785,-0.0356473396400454,0.124947187641939,0.215430304668037,-0.0737586855374738,-0.0855596719514444,-0.0778522556683388,-0.00108537577732794,-0.0544903038973991,-0.0215951405645919,0.120131229922568,-0.0312733155752891,0.146467158082876,0.00141499120085471,-0.036415904244279,-0.0471410368839922,-0.0603267955752088,-0.00856613354896665,-0.0241364874481865,0.00452856733792233,-0.00441386865191259,0.0163212792966055,0.265176272470134,-0.0685495319907112,-0.010651093916674,-0.00435034850907788,0.134316545712302,-0.00160915181553631,0.131861797021755,0.00315346866121377,-0.0459659824713535,0.208734036656346,-0.0493998814827992,-0.05213825581533,0.202343435548576,0.0067420047624395,0.0530222661750632,-0.120706796401307,-0.0438124314651453,-0.121155975355504,-0.070899995428647,0.0364218417225051,0.128789799638487,0.0198809389177595,-0.0374275141801501,0.0244235272472055,0.00196592317769995,-0.0656270412845538,-0.0262648082825139,-0.030901476925181,-0.00246031793308249,-0.0263513500547109,-0.0212978943433337,-0.0334129546751863,0.0677474985060677,0.0128471325649807,-0.0765234961679738,0.108908425562535
"Cluster 7",-0.0877832116857479,-0.0251876819091269,0.00896287952107082,0.0547814064637783,-0.0641601677673287,-0.0656190966882645,0.0103704266764606,0.0267045859697993,0.121765892944586,0.0268395641800349,0.0598436583996864,0.062046524261462,-0.0634272908602699,-0.210685172619239,0.0245412870272511,0.100461873817536,0.0602154109270395,0.0393157163972686,-0.0731001897391472,-0.126833548986624,0.054161772558075,-0.0241118564580858,-0.0147388744448793,0.0566048882971973,0.0180138096461524,-0.0261357097268766,0.0403608133270702,0.142635445492102,-0.0474337317481533,-0.0791934870901415,-0.110580880376627,0.190020877662456,-0.0772686620529319,0.10356951915481,-0.043677155198136,0.122914283967203,-0.107621405991693,0.103500344982397,-0.135091848690039,-0.087372177399569,0.0368071241674124,0.020534359473633,0.11280774750777,-0.0529455696577675,0.105700795325181,-0.0563684484441296,-0.0162867800069861,-0.0712317086997831,0.143489634761538,-0.045730377806803,-0.0419368854070113,-0.112904134563062,0.121786857810174,-0.0271660254031451,-0.127709541397879,-0.103148818365058,0.0509079339730233,-0.0748761096659231,0.00319723125995322,-0.102901129227663,-0.00352012240227499,0.118718577243597,0.108346698096184,0.139905379163795,0.046595954530122,0.0125642855751183,-0.0307821844455895,0.0207042528574857,0.0419719049502354,-0.0903115805156648,0.0125074029004069,-0.0508939998733276,-0.0862796844743548,0.093907198055882,0.0559026959907022,0.0016475628524649,-0.0381477206936039,-0.0264049024200926,-0.136379917696544,-0.0183470898669161,-0.00725258629789025,-0.00275715494702494,-0.105861134660937,-0.0705318045451374,0.119864180010989,-0.0398585944759108,0.0311187848506008,-0.00346436663010561,0.147230970721414,0.113068202086593,-0.0256367845918861,0.141449850817703,-0.0711572085219035,-0.0351994997590651,-0.0114300728931638,0.00456728167388698,-0.0860994340022099,0.0433441016560123,-0.0563183863300678,-0.116252529826858,0.0738851881050053,-0.0666011644420143,-0.22066534974509,-0.0627535346679252,0.03596385124425,0.0439514962326139,0.0877583607365865,0.0952765796224505,0.0832635813394557,0.0582267661326717,-0.0649143418994306,0.104518700579551,-0.0400213376386238,0.0119476923638068
"Cluster 8",0.0184811814176853,-0.120612062721196,-0.0487423503035283,-0.0782133161882191,-0.014630302460796,0.104195472723269,0.0142677796387404,0.0705281894832839,-0.040014832534883,0.0888181227098779,0.159712285712601,-0.0300192725678859,-0.108097831174552,-0.127158633026565,-0.013644948653538,0.0437297486537046,0.00920900348207948,-0.0662506723170323,-0.134235640641719,-0.100160931401161,0.163316652590632,0.119099646272295,0.238994524151883,-0.0897249976799477,-0.038314625894986,-0.00270842094785484,0.0636031133508839,0.0661937021371243,-0.142347437363132,0.0933678088140761,0.0958053259210462,-0.0810613759177567,-0.0452722400090534,-0.134387405436831,0.143815948607855,0.0424331922663636,-0.0579535596519663,0.195424721253424,0.0773238014033658,-0.0957750781860788,-0.0923006744586808,-0.0387777051106285,-0.0745721936022277,0.116320062739755,-0.102898869447723,0.0170404177068458,-0.0936850023732042,-0.0103165348679328,-0.00760053174711148,0.0364925824579026,-0.114562794703292,-0.163703074117758,0.242438977896182,-0.0239225179644,0.125151638386822,-0.118003651859887,-0.00413699604018427,0.0757921206824637,-0.0768077944893992,0.0582383825718134,0.0150311564152247,-0.0057673304796309,-0.034393477136886,-0.0206018602686126,-0.0444252602892933,0.000258775043069048,0.111778597517233,0.0228986883324997,0.0611430918733103,-0.0394531592507107,-0.0750125676309557,-0.134208564627277,-0.0428035221151902,0.134746704444859,-0.108604100893322,-0.076859372852637,0.214983161351699,0.0828493542800616,0.165767452402385,0.0563828336205351,-0.0926747724268754,-0.0992866224346445,-0.0790136181910383,-0.174837571298096,-0.125902428919823,0.171376041653724,0.0487490887132618,0.0936077198569632,0.110979501989389,-0.0272265498381155,0.0476423112739359,-0.0311135527058729,-0.0178587038207204,-0.0569691294084127,-0.00767117881497075,-0.0443478312800832,-0.0815405168247513,0.049590913256123,0.0609179500727277,0.0456964184172083,-0.0291805136677001,0.171552867147429,0.0219503631249432,-0.0914617218576253,-0.00638033699494487,0.0431026834316176,-0.0280695085828564,-0.100196853916213,-0.103128774166476,-0.0497055004970526,0.0449951269464309,0.122585884435902,-0.0946091828191298,0.0355372712385202
"Cluster 9",0.00462128319095096,-0.0471784441631801,0.0361853593003755,-0.0934728261891305,-0.00346611480063451,0.026386638011588,0.0450705482647075,0.117288186572374,-0.0139627014106608,0.0702450243455916,0.0192590053668308,0.0125928769933099,-0.053574615608601,-0.177880701409564,-0.0320830866366317,0.125746353985092,0.0690095863525175,0.0406945921628984,-0.0809337209179583,-0.0864029704218884,0.0668694876811564,0.12306144596748,-0.0270031431195874,-0.0487013261226563,-0.0612011710731827,-0.0200675543014687,0.0719478999837982,0.0213679280489857,-0.187677389128123,-0.0510276403158162,0.127933150854271,0.086340480113192,0.0599875943166707,-0.0372820001526937,0.0347669824543825,0.167919841680352,-0.009559140577725,0.103743747716523,-0.128095193077221,-0.0891851457145982,-0.0616332483456405,0.0193451601885276,-0.0429111386089139,0.116720676932209,-0.094747412884037,-0.0408584436134582,0.0732551204442904,-0.100239896021624,0.000139595143264622,-0.0236833948003731,0.0177164473882252,-0.0985198751233611,0.053926989443289,-0.0945421238342718,0.0300147958551148,-0.179721657918493,0.0257923780937567,0.11610777677,0.0321242698386446,-0.146343419304223,0.0453855372456999,-0.0623785909503007,0.0408638177069699,0.032686900953241,0.0570462805426921,0.0316437835939087,0.0977372411158997,-0.0629664923303433,-0.0742194880960235,-0.0313937208023834,-0.0943387598349756,-0.0718416480151537,-0.0415975519136766,0.137735227202566,-0.0465166321210566,0.0121335751606509,0.0778269920203397,0.0225458772959733,0.0338508409672849,0.0707913727508013,-0.0903349209431087,-0.0626894780515313,-0.0187512302598583,-0.0802614630825487,-0.0489920512244013,0.0694604870700944,0.121635300004881,-0.0245834788879221,0.117733926174956,0.0982436118898109,0.0910713814578193,-0.0116666646895671,-0.0698114100754874,0.05154240046903,0.00824994249940986,-0.0230068451457747,-0.107783202704299,0.145091023439343,0.0850037162065913,0.00889984646954562,-0.0152192958728808,0.230061042069358,-0.198916603367612,-0.185198082143368,0.168424055129236,0.0473691751656764,0.0142079175477603,-0.129240444671846,-0.01003783587378,-0.0140664260488536,-0.0224242058155945,0.0556937724037196,-0.225579118482195,0.0666548689866326
